ID,_CategoryView,_CategoryIndex,_CategoryIndex2,_PositionIndex,_Suggest,_EventType,_Name,_Description,_IconFile,_IconIndex,_Gender,_PriceType,_CashPrice,_SalePrice,_EventIcon,_ItemID1,_ItemRare1,_ItemCount1,_PriceRate1,_ItemID2,_ItemRare2,_ItemCount2,_PriceRate2,_ItemID3,_ItemRare3,_ItemCount3,_PriceRate3,_ItemID4,_ItemRare4,_ItemCount4,_PriceRate4,_ItemID5,_ItemRare5,_ItemCount5,_PriceRate5,_ItemID6,_ItemRare6,_ItemCount6,_PriceRate6,_ItemID7,_ItemRare7,_ItemCount7,_PriceRate7,_ItemID8,_ItemRare8,_ItemCount8,_PriceRate8,_MotionID,_ClassID,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_Value2,_Buy_Disable,_Give_Disable,_Limited_Time_Type,_Cap_Point,_Cap_Check,_Refund_Check
320020,1,4,15,999640,0,0,星形爆竹 x10,,10001303,40,0,0,12,0,0,170170202,1,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
320019,1,4,15,999639,0,0,心形爆竹 x10,,10001303,39,0,0,15,0,0,170170201,1,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
320017,1,4,15,999638,0,0,找組隊戒指,,10001303,36,0,0,75,0,0,160290102,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
300193,1,4,15,999637,0,0,植物種子材料箱子,,10001309,86,0,0,3,0,0,190172301,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
300161,1,4,15,999636,0,0,植物催化劑,,10001308,193,0,0,8,0,0,190170801,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
320059,1,4,15,999635,0,0,頻道麥克風,,10001303,256,0,0,3,0,0,170200201,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
300026,0,4,15,999634,0,0,混沌水晶,,10001303,253,0,0,29,0,0,190170203,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
300025,0,4,15,999633,0,0,秩序水晶,,10001303,252,0,0,29,0,0,190170202,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
300024,1,4,15,999632,0,1,公會水晶,,10001303,137,0,0,29,24,0,190170201,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
320075,1,4,15,999631,0,0,伺服器麥克風,,10001303,255,0,0,5,0,0,170200101,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
300005,1,2,10,999630,0,0,普通膚色優惠券,,10001302,189,0,0,29,0,0,190160501,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
300004,1,2,10,999629,0,0,普通角膜變色片優惠券,,10001302,188,0,0,9,0,0,190160401,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
300003,1,2,10,999628,0,0,普通眼型優惠券,,10001302,187,0,0,9,0,0,190160301,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
300002,1,2,10,999627,0,0,普通髮色優惠券,,10001302,186,0,0,9,0,0,190160201,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
300001,1,2,10,999626,0,0,普通髮型優惠券,,10001302,185,0,0,9,0,0,190160101,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
300008,1,2,10,999625,0,0,特殊角膜變色片優惠券,,10001302,193,0,0,19,0,0,190160402,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
300012,1,2,10,999624,1,2,專家眼型優惠券,,10001302,196,0,0,39,0,0,190160303,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
300009,1,2,10,999623,1,2,專家髮型優惠券,,10001302,195,0,0,39,0,0,190160103,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
214051,0,7,23,999622,0,0,弓箭手箭筒(30日),,10001204,17,0,0,40,0,0,40168561,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
214037,0,7,23,999621,0,0,黑色貓尾巴(30日),,10001201,97,0,0,40,0,0,40162261,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
214023,0,7,23,999620,0,0,暗法師黑暗翅膀(30日),,10001208,47,0,0,40,0,0,40151161,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
214021,0,7,23,999619,0,0,墮落天使翅膀(30日),,10001210,196,0,0,40,0,0,40153362,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
214015,0,7,23,999618,0,0,水貂貓尾巴(30日),,10001206,131,0,0,40,0,0,40147064,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
214009,0,7,23,999617,0,0,兔子背囊(30日),,10001206,83,0,0,40,0,0,40146361,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
214007,0,7,23,999616,0,0,安哥拉兔子尾巴(30日),,10001208,139,0,0,40,0,0,40152070,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
214006,0,7,23,999615,0,0,小狗狗斗篷(30日),,10001208,230,0,0,40,0,0,40195263,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
211248,0,7,22,999614,0,0,傑尼斯帽子(30日),,10001207,85,0,0,40,0,0,90149361,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
211242,0,7,22,999613,0,0,仙人假髮(30日),,10001205,204,0,0,40,0,0,90345561,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
211225,0,7,22,999612,0,0,華麗的牛仔帽(女)(30日),,10001202,168,0,0,40,0,0,90462962,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
211213,0,7,22,999611,0,0,簡單的黑色禮帽(30日),,10001206,149,0,0,40,0,0,90447262,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
211206,0,7,22,999610,0,0,有護目鏡的鈴鐺絨帽(30日),,10001200,7,0,0,40,0,0,90465761,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
211199,0,7,22,999609,0,0,紳士帽子(男)(30日),,10001202,167,0,0,40,0,0,90462961,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
211195,0,7,22,999608,0,0,箱子機器人箱子(30日),,10001207,226,0,0,40,0,0,90351061,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
211190,0,7,22,999607,0,0,明膠立方體髮夾(30日),,10001202,119,0,0,40,0,0,90264861,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
211179,0,7,22,999606,0,0,天藍色浴帽(30日),,10001201,138,0,0,40,0,0,90461862,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
211171,0,7,22,999605,0,0,亞飛奧雷恩澤藍色頭盔(30日),,10001203,56,0,0,40,0,0,90666961,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
211165,0,7,22,999604,0,0,狗狗造型帽子(30日),,10001210,57,0,0,40,0,0,90153261,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
211164,0,7,22,999603,0,0,海豚帽子(30日),,10001205,171,0,0,40,0,0,90444851,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
211156,0,7,22,999602,0,0,印地安族長羽毛帽(30日),,10001205,146,0,0,40,0,0,90444661,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
211143,0,7,22,999601,0,0,時尚帽子(30日),,10001206,143,0,0,40,0,0,90447261,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
211142,0,7,22,999600,0,0,仙女假髮(30日),,10001205,206,0,0,40,0,0,90345562,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
211138,0,7,22,999599,0,0,黑色髮帶(30日),,10001208,108,0,0,40,0,0,90252064,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
211135,0,7,22,999598,0,0,精美哥德風帽子(30日),,10001208,89,0,0,40,0,0,90452161,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
211134,0,7,22,999597,0,0,小熊耳朵(30日),,10001200,119,0,0,40,0,0,90561561,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
211130,0,7,22,999596,0,0,哥特王冠(30日),,10001208,213,0,0,40,0,0,90252265,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
211120,0,7,22,999595,0,0,帥氣的水菊花裝飾(30日),,10001207,129,0,0,40,0,0,90249961,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
211100,0,7,22,999594,0,0,亞飛奧雷恩澤粉紅色頭盔(30日),,10001203,57,0,0,40,0,0,90666962,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
211098,0,7,22,999593,0,0,朋克豹紋頭繩(30日),,10001208,1,0,0,40,0,0,90248862,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
211096,0,7,22,999592,0,0,閃亮亮串珠帽子(30日),,10001210,51,0,0,40,0,0,90453262,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
211091,0,7,22,999591,0,0,雨傘帽子(30日),,10001200,109,0,0,40,0,0,90561961,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
