ID,_ActiveType,_RequireStat1,_RequireStatValue1,_RequireStat2,_RequireStatValue2,_ConsumptionStat1,_ConsumptionStatValue1,_ConsumptionStat2,_ConsumptionStatValue2,_ConditionCheckTime,_Buff_Check,_Speed_Delay,_Speed_X,_Speed_Time,_Speed_Y,_TargetType,_TargetMaxCount,_Effect_Delay1,_Effect_Self1,_Effect_Target1,_Effect_Delay2,_Effect_Self2,_Effect_Target2,_Effect_Delay3,_Effect_Self3,_Effect_Target3,_Effect_Delay4,_Effect_Self4,_Effect_Target4,_Effect_Delay5,_Effect_Self5,_Effect_Target5,_Effect_Delay6,_Effect_Self6,_Effect_Target6,_Loop_Effect_Start_Delay1,_Loop_Effect_Delay1,_Loop_Effect_Self1,_Loop_Effect_Target1,_Loop_Effect_Finish_Time1,_Loop_Effect_Start_Delay2,_Loop_Effect_Delay2,_Loop_Effect_Self2,_Loop_Effect_Target2,_Loop_Effect_Finish_Time2
12203,1,0,0,0,0,0,0,0,0,0,0,50,500,30,0,65,5,5,0,41000001,8,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,6,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,5,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,2,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13103,1,0,0,0,0,0,0,0,0,0,0,40,350,40,0,65,1,5,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,5,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13303,1,0,0,0,0,0,0,0,0,0,0,30,350,30,0,65,1,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,5,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13803,1,0,0,0,0,0,0,0,0,0,0,20,350,30,0,65,1,3,0,41000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,5,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,5,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,5,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,3,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,3,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,3,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14410,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,43000601,0,0,7,3,43000602,42000004,0
14503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,4,0,41000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,3,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,5,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,5,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14810,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14903,1,0,0,0,0,0,0,0,0,0,0,30,300,30,0,65,1,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15003,1,0,0,0,0,0,0,0,0,0,0,30,300,30,0,65,1,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,5,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,3,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,4,0,41000101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,2,0,41000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,3,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15610,1,0,0,0,0,0,0,0,0,0,0,20,350,30,0,65,1,6,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15710,1,0,0,0,0,0,0,0,0,0,0,30,320,45,0,0,0,5,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15803,1,0,0,0,0,0,0,0,0,0,0,50,0,0,0,65,3,14,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15810,1,0,0,0,0,0,0,0,0,0,0,50,400,50,0,65,3,16,0,42000401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,2,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,10,0,41000003,11,0,41000003,13,0,41000003,17,0,41000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15911,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,15,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,5,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2,4,0,43000101,4,0,42000102,10,0,43000101,10,0,42000102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16201,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43000702,0,0,1,0,43000701,0
16202,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43000702,0,0,1,0,43000701,0
16301,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43000702,0,0,1,0,43000701,0
16302,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43000702,0,0,1,0,43000701,0
16304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,53000101,0,0,2,0,43000701,0
16403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16410,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,4,0,0,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16417,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,1,0,43000501,1,0,43000502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16503,1,0,0,0,0,0,0,0,0,0,0,7,42,47,0,65,1,2,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16510,1,0,0,0,0,0,0,0,0,0,0,60,210,50,0,65,1,6,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,4,0,41000002,6,0,41000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16703,1,0,0,0,0,0,0,0,0,0,0,25,330,15,0,65,1,3,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,4,0,42000401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16717,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2,8,0,0,8,0,43000201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16803,1,0,0,0,0,0,0,0,0,0,0,30,140,25,0,65,2,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16810,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,11,0,43000301,11,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16811,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,11,0,43000302,11,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,5,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17010,1,0,0,0,0,0,0,0,0,0,0,0,300,30,0,65,1,6,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,5,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,6,0,42000201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17203,1,0,0,0,0,0,0,0,0,0,0,20,360,10,0,65,1,3,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,6,0,42000201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17310,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65,3,4,0,43000403,4,0,43000402,4,0,43000401,8,0,43000401,12,0,43000401,16,0,43000401,0,0,0,0,0,0,0,0,0,0
17403,1,0,0,0,0,0,0,0,0,0,0,38,400,20,0,65,1,5,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17503,1,0,0,0,0,0,0,0,0,0,0,40,250,36,0,65,1,5,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,5,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17610,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,5,0,42000201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17703,1,0,0,0,0,0,0,0,0,0,0,40,200,10,0,65,1,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,6,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17901,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43000702,0,0,1,0,43000701,0
17902,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43000702,0,0,1,0,43000701,0
17905,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43000702,0,0,1,0,43000701,0
17906,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43000702,0,0,1,0,43000701,0
18001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18003,1,0,0,0,0,0,0,0,0,0,0,50,350,30,0,65,5,5,0,41000002,8,0,41000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,6,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18103,1,0,0,0,0,0,0,0,0,0,0,50,350,30,0,65,5,5,0,41000002,8,0,41000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,6,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18203,1,0,0,0,0,0,0,0,0,0,0,50,0,0,0,65,3,14,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18210,1,0,0,0,0,0,0,0,0,0,0,50,400,50,0,65,3,16,0,42000401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,3,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,43000601,0,0,7,3,43000602,42000004,0
18401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,2,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18410,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,10,0,41000003,11,0,41000003,13,0,41000003,17,0,41000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18411,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,15,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,4,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18610,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2,6,0,43000801,6,0,42000101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18703,1,0,0,0,0,0,0,0,0,0,0,25,300,35,0,65,1,3,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,3,0,41000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
