ID,_Name,_Consumption_Ely,_Consumption_Item,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_Value2,_Require4_Type,_Require4_ID,_Require4_Value1,_Require4_Value2,_Require5_Type,_Require5_ID,_Require5_Value1,_Require5_Value2,_Require6_Type,_Require6_ID,_Require6_Value1,_Require6_Value2,_Require7_Type,_Require7_ID,_Require7_Value1,_Require7_Value2,_Require8_Type,_Require8_ID,_Require8_Value1,_Require8_Value2,_Description,_Message,_FX,_ErrorMessage_Ely,_ErrorMessage_Item,_ErrorMessage_Require1,_ErrorMessage_Require2,_ErrorMessage_Require3,_ErrorMessage_Require4,_ErrorMessage_Require5,_ErrorMessage_Require6,_ErrorMessage_Require7,_ErrorMessage_Require8
3000230,守護神的祝福,0,0,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1002,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""守護神的祝福""",“守護神的祝福” 習得,513,,,等級不足。8等級以上才可學習。,,,,,,,
3000228,挑釁,0,0,1,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1002,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""挑釁""",“挑釁” 習得,513,,,等級不足。15等級以上才可學習。,,,,,,,
3000201,鐵甲,0,0,1,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1002,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""鐵甲""",“鐵甲” 習得,513,,,等級不足。24等級以上才可學習。,,,,,,,
3000217,武器強化 I,0,0,1,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1002,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""武器強化 I""",“武器強化 I” 習得,513,,,等級不足。12等級以上才可學習。,,,,,,,
3000204,衝擊緩和,0,0,1,3,40,0,3,2,3000230,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1002,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""痛苦緩解""",“痛苦緩解” 習得,513,,,等級不足。40等級以上才可學習。,需要守護神的祝福 Lv5。,,,,,,
3001313,烈火_SMG,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""烈火_SMG""",“烈火_SMG” 習得,513,,,等級不足。5等級以上才可學習。,,,,,,,
3001314,烈火_SMG[Level UP],0,0,1,3,15,0,3,2,3001313,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""烈火_SMG[Level UP]""",“烈火_SMG[Level UP]” 習得,513,,,等級不足。15等級以上才可學習。,需要烈火_SMG Lv1。,,,,,,
3001320,克爾_SMG,0,0,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""克爾_SMG""",“克爾_SMG” 習得,513,,,等級不足。20等級以上才可學習。,,,,,,,
3001319,緩慢_SMG,0,0,1,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""緩慢_SMG""",“緩慢_SMG” 習得,513,,,等級不足。30等級以上才可學習。,,,,,,,
3001321,推動_SMG,0,0,1,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""推動_SMG""",“推動_SMG” 習得,513,,,等級不足。40等級以上才可學習。,,,,,,,
3001301,強化能力值,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""強化能力值""",“強化能力值” 習得,513,,,等級不足。3等級以上才可學習。,,,,,,,
3001308,強化身體,0,0,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""強化身體""",“強化身體” 習得,513,,,等級不足。8等級以上才可學習。,,,,,,,
3001303,機械槍 [強化],0,0,1,3,17,0,3,2,1000021,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""機械槍 [強化]""",“機械槍 [強化]” 習得,513,,,等級不足。17等級以上才可學習。,需要機械槍 Lv3。,,,,,,
3001304,機械召喚 [強化],0,0,1,3,25,0,3,2,3001303,1,3,2,1001021,3,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""機械召喚 [強化]""",“機械召喚 [強化]” 習得,513,,,等級不足。25等級以上才可學習。,需要機械槍 [強化] Lv1。,需要機械召喚 Lv3。,,,,,
3001350,體力藥水,0,0,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""體力藥水""",“體力藥水” 習得,513,,,等級不足。20等級以上才可學習。,,,,,,,
3001305,瞄準,0,0,1,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""瞄準""",“瞄準” 習得,513,,,等級不足。30等級以上才可學習。,,,,,,,
3001306,威力_SMG,0,0,1,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""威力_SMG""",“威力_SMG” 習得,513,,,等級不足。35等級以上才可學習。,,,,,,,
3001307,威力_SMG [強化],0,0,1,3,40,0,3,2,3001306,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""威力_SMG [強化]""",“威力_SMG [強化]” 習得,513,,,等級不足。40等級以上才可學習。,需要威力_SMG Lv1。,,,,,,
3000319,冰之盾,0,0,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""冰之盾""",“冰之盾” 習得,513,,,等級不足。20等級以上才可學習。,,,,,,,
2000005,魔法杖,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""魔法杖""",“魔法杖” 習得,513,,,等級不足。1等級以上才可學習。,,,,,,,
2000006,魔法泡泡,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""魔法泡泡""",“魔法泡泡” 習得,513,,,等級不足。1等級以上才可學習。,,,,,,,
2001006,冰封龍槍,0,0,1,3,12,0,3,2,2000006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""冰封龍槍""",“冰封龍槍” 習得,513,,,等級不足。12等級以上才可學習。,需要魔法泡泡 Lv1。,,,,,,
2002006,冰風暴,0,0,1,3,30,0,3,2,2001006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""冰風暴""",“冰風暴” 習得,513,,,等級不足。30等級以上才可學習。,需要冰封龍槍 Lv1。,,,,,,
3000322,水療術(初),0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""水療術(初)""",“水療術(初)” 習得,513,,,等級不足。5等級以上才可學習。,,,,,,,
3000325,群體水療術(初),0,0,1,3,9,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""群體水療術(初)""",“群體水療術(初)” 習得,513,,,等級不足。9等級以上才可學習。,,,,,,,
3000328,水療術(中),0,0,1,3,30,0,3,2,3000322,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""水療術(中)""",“水療術(中)” 習得,513,,,等級不足。30等級以上才可學習。,需要水療術(初) Lv1。,,,,,,
3000331,群體水療術(中),0,0,1,3,35,0,3,2,3000325,1,0,0,,,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""群體水療術(中)""",“群體水療術(中)” 習得,513,,,等級不足。35等級以上才可學習。,需要群體水療術(初) Lv1。,,,,,,
3000320,風之祝福,0,0,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""風之祝福""",“風之祝福” 習得,513,,,等級不足。20等級以上才可學習。,,,,,,,
2000002,風刃術,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""風刃術""",“風刃術” 習得,513,,,等級不足。1等級以上才可學習。,,,,,,,
2001002,旋風劈,0,0,1,3,12,0,3,2,2000002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""旋風劈""",“旋風劈” 習得,513,,,等級不足。12等級以上才可學習。,需要風刃術 Lv1。,,,,,,
2002002,風庇護,0,0,1,3,30,0,3,2,2001002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""風庇護""",“風庇護” 習得,513,,,等級不足。30等級以上才可學習。,需要旋風劈 Lv1。,,,,,,
3000318,火之祝福,0,0,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""火之祝福""",“火之祝福” 習得,513,,,等級不足。20等級以上才可學習。,,,,,,,
2000020,火球術,0,0,1,3,12,0,3,2,2000003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""火球術""",“火球術” 習得,513,,,等級不足。12等級以上才可學習。,需要火焰旋風 Lv1。,,,,,,
2000003,火焰旋風,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""火焰旋風""",“火焰旋風” 習得,513,,,等級不足。1等級以上才可學習。,,,,,,,
2002003,火牆術,0,0,1,3,30,0,3,2,2000020,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""火牆術""",“火牆術” 習得,513,,,等級不足。30等級以上才可學習。,需要火球術 Lv1。,,,,,,
3000321,巨石護甲,0,0,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""巨石護甲""",“巨石護甲” 習得,513,,,等級不足。20等級以上才可學習。,,,,,,,
2000001,巨石震地,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""巨石震地""",“巨石震地” 習得,513,,,等級不足。1等級以上才可學習。,,,,,,,
2001001,巨石突襲,0,0,1,3,12,0,3,2,2000001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""巨石突襲""",“巨石突襲” 習得,513,,,等級不足。12等級以上才可學習。,需要巨石震地 Lv1。,,,,,,
2002001,天龍牙,0,0,1,3,30,0,3,2,2001001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""天龍牙""",“天龍牙” 習得,513,,,等級不足。30等級以上才可學習。,需要巨石突襲 Lv1。,,,,,,
3000310,強化魔力,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""魔力強化""",“魔力強化” 習得,513,,,等級不足。3等級以上才可學習。,,,,,,,
3000340,精靈潛力,0,0,1,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""精靈潛力""",“精靈潛力” 習得,513,,,等級不足。15等級以上才可學習。,,,,,,,
3000308,聖靈加持,0,0,1,3,40,0,3,2,3500301,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""聖靈加持""",“聖靈加持” 習得,513,,,等級不足。40等級以上才可學習。,需要念力控制 Lv3。,,,,,,
3000341,精靈的憤怒,0,0,1,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""精靈的憤怒""",“精靈的憤怒” 習得,513,,,等級不足。30等級以上才可學習。,,,,,,,
3000350,魔力增幅,0,0,1,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""精靈精通""",“精靈精通” 習得,513,,,等級不足。24等級以上才可學習。,,,,,,,
1000013,迅影飛刃,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""迅影飛刃""",“迅影飛刃” 習得,513,,,等級不足。1等級以上才可學習。,,,,,,,
1000003,飛舞快斬,0,0,1,3,2,0,3,2,1000013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""飛舞快斬""",“飛舞快斬” 習得,513,,,等級不足。2等級以上才可學習。,需要迅影飛刃 Lv1。,,,,,,
1001003,幻影連刃,0,0,1,3,5,0,3,2,1000003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""幻影連刃""",“幻影連刃” 習得,513,,,等級不足。5等級以上才可學習。,需要飛舞快斬 Lv1。,,,,,,
1002013,閃光刃,0,0,1,3,12,0,3,2,1001003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""閃光刃""",“閃光刃” 習得,513,,,等級不足。12等級以上才可學習。,需要幻影連刃 Lv1。,,,,,,
1002003,幻影飛舞,0,0,1,3,20,0,3,2,1002013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""幻影飛舞""",“幻影飛舞” 習得,513,,,等級不足。20等級以上才可學習。,需要閃光刃 Lv1。,,,,,,
1003003,斬魔崩影刃,0,0,1,3,35,0,3,2,1002003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""斬魔崩影刃""",“斬魔崩影刃” 習得,513,,,等級不足。35等級以上才可學習。,需要幻影飛舞 Lv1。,,,,,,
1000018,多重箭,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""多重箭""",“多重箭” 習得,513,,,等級不足。1等級以上才可學習。,,,,,,,
1000008,雨箭,0,0,1,3,5,0,3,2,1000018,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""雨箭""",“雨箭” 習得,513,,,等級不足。5等級以上才可學習。,需要多重箭 Lv1。,,,,,,
1001008,暴雨箭,0,0,1,3,12,0,3,2,1000008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""暴雨箭""",“暴雨箭” 習得,513,,,等級不足。12等級以上才可學習。,需要雨箭 Lv1。,,,,,,
1002008,亂舞箭,0,0,1,3,20,0,3,2,1001008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""亂舞箭""",“亂舞箭” 習得,513,,,等級不足。20等級以上才可學習。,需要暴雨箭 Lv1。,,,,,,
1002018,鳳凰箭,0,0,1,3,35,0,3,2,1002008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""鳳凰箭""",“鳳凰箭” 習得,513,,,等級不足。35等級以上才可學習。,需要亂舞箭 Lv1。,,,,,,
1000019,散彈射,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""散彈射""",“散彈射” 習得,513,,,等級不足。1等級以上才可學習。,,,,,,,
1000009,飆速彈,0,0,1,3,5,0,3,2,1000019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""飆速彈""",“飆速彈” 習得,513,,,等級不足。5等級以上才可學習。,需要散彈射 Lv1。,,,,,,
1001009,狂亂弩,0,0,1,3,12,0,3,2,1000009,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""狂亂弩""",“狂亂弩” 習得,513,,,等級不足。12等級以上才可學習。,需要飆速彈 Lv1。,,,,,,
1002009,次元砲,0,0,1,3,20,0,3,2,1001009,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""次元砲""",“次元砲” 習得,513,,,等級不足。20等級以上才可學習。,需要狂亂弩 Lv1。,,,,,,
1003009,暗影絕殺,0,0,1,3,35,0,3,2,1002009,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""暗影絕殺""",“暗影絕殺” 習得,513,,,等級不足。35等級以上才可學習。,需要次元砲 Lv1。,,,,,,
3000401,祝你好運,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""祝你好運""",“祝你好運” 習得,513,,,等級不足。3等級以上才可學習。,,,,,,,
3000403,物品鑑定師,0,0,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,"點擊""是""後可獲得""物品鑑定師""",“物品鑑定師” 習得,513,,,等級不足。8等級以上才可學習。,,,,,,,
