ID,_Show,_PositionIndex,_Name,_Description,_TitleID1,_TitleID2,_TitleID3,_TitleID4,_TitleID5,_TitleID6,_StatusType1,_StatusValue1,_StatusType2,_StatusValue2,_StatusType3,_StatusValue3,_StatusType4,_StatusValue4
30,1,20,魯曼聯盟戰士的能力,親自體驗看看魯曼聯盟戰士的能力如何？,1303,1304,1305,0,0,0,14,300,22,300,30,3000,31,3
31,1,7,彩虹島遠征隊,請收集所有彩虹島遠征隊成員的稱號!,979,980,1306,1307,1308,1309,464,15,462,15,461,15,0,0
32,1,23,救出充滿邪念的怪物!,被愛麗絲邪念影響的怪物們是誰呢?,1312,1313,1314,1315,1316,0,455,400,496,800,566,1200,570,1600
33,1,33,征服每週挑戰!,請達成每週挑戰所有難易度大師等級証明最強者稱號。,1322,1323,1324,1325,0,0,455,1000,574,5,462,20,124,30
34,1,34,沙漠中經過沙暴的人,穿過沙漠中吹襲而來的風沙，收集稱號吧!,1342,1333,1334,1335,0,0,455,300,464,5,132,2,106,5
35,1,35,揭露死亡之地的真相,知道了死亡之地塔爾達洛斯隱藏的真相…,1336,1337,1338,1339,0,0,14,400,22,400,462,10,461,10
36,1,36,~4th Happy Celebration~,#Happy Latale Day,1344,1345,1346,0,0,0,462,13,0,0,0,0,0,0
37,1,37,怪物樹山林讓你頭痛嗎?,解決怪物樹山林的事了，該給你稱號了。,1349,1350,1351,1352,0,0,455,300,566,1200,570,1600,0,0
38,1,38,召喚獸交流專家,具有與特別夥伴同行資格的人,1353,1354,1355,1356,1357,1358,30,2000,464,15,14,300,22,300
39,1,39,獵人的自豪感,雖然只是努力地狩獵，但是感到自豪是理所當然的。,1361,1362,1363,1364,0,0,124,100,488,30,587,3,0,0
40,1,40,走在幻影大地,"趕走幻影大地,亞德利卡的黑暗。",1367,1368,1369,1370,1371,0,456,1,30,3000,462,3,461,3
41,1,41,魔法學院宣傳大使,你幫助了我們學校，我想任命你!,1382,1383,1384,1385,1386,0,455,300,466,10,30,1500,0,0
42,1,42,狀元及第,只有彩虹島物語的萬事通才能獲得~,612,613,1028,0,0,0,455,150,488,5,0,0,0,0
43,1,43,墨羅斯的噩夢,墨羅斯的事在你的手中結束了。,1394,1395,1396,1397,1398,0,456,1,464,5,566,900,570,1200
44,1,44,領地的記憶,前往吉斯克領地的你留下了新的記憶。,1404,1405,1406,1407,0,0,14,400,22,400,586,15,0,0
45,1,45,赤地之歌,為了喚醒生命佇留之地意義的你。,1412,1413,1414,1415,1416,0,455,300,464,5,586,5,30,500
46,1,46,公會任務大師,證明在公會內努力奮鬥的證據。,1431,1432,1433,1434,0,0,456,1,587,2,566,500,570,500
47,1,47,聖域的安息,為了在聖域找回安息的你…。,1442,1443,1444,1445,1446,0,30,1000,462,8,461,8,0,0
48,1,48,格爾答的VIP,受到暴風女帝裔奧認可的貴客,1457,1458,1459,1460,0,0,455,400,464,5,30,500,0,0
49,1,49,15週年紀念胖胖耶比的死黨,成為胖胖耶比死黨的玩家?謝謝你?,1465,1464,1463,0,0,0,30,1500,464,5,0,0,0,0
