ID,_Type,_Name,_CategoryPosition,_ConditionType,_ConditionID,_Image,_SystemLinkID,_HelpLinkID
1220,2,????? ??,2,0,0,DATA/INTERFACE/HELP/HELP_34-02_0.png,0,0
1230,2,????? ??,3,0,0,DATA/INTERFACE/HELP/HELP_34-03_0.png,0,0
1300,1,??,14,0,0,DATA/INTERFACE/HELP/HELP_39-00_0.png,0,0
1310,2,??,1,0,0,DATA/INTERFACE/HELP/HELP_39-01_0.png,0,0
1320,2,???? ??,2,0,0,DATA/INTERFACE/HELP/HELP_39-02_0.png,0,0
1330,2,??,3,0,0,DATA/INTERFACE/HELP/HELP_39-03_0.png,0,0
1400,1,??,15,0,0,DATA/INTERFACE/HELP/HELP_38-00_0.png,0,0
1500,1,?? ???,16,0,0,DATA/INTERFACE/HELP/HELP_23-00_0.png,0,0
1510,2,?? ???,1,0,0,DATA/INTERFACE/HELP/HELP_23-01_0.png,0,0
1600,1,??? ??,17,0,0,DATA/INTERFACE/HELP/HELP_24-00_0.png,0,0
1610,2,??? ??,1,0,0,DATA/INTERFACE/HELP/HELP_24-01_0.png,0,0
1620,2,??? ?? ??,2,0,0,DATA/INTERFACE/HELP/HELP_24-02_0.png,0,0
1700,1,??,18,0,0,DATA/INTERFACE/HELP/HELP_42-00_0.png,0,0
1710,2,?? ??,1,0,0,DATA/INTERFACE/HELP/HELP_42-01_0.png,0,0
1720,2,??,2,0,0,DATA/INTERFACE/HELP/HELP_42-02_0.png,0,0
1800,1,??,19,0,0,DATA/INTERFACE/HELP/HELP_15-00_0.png,0,0
1810,2,??? ??,1,0,0,DATA/INTERFACE/HELP/HELP_15-01_0.png,0,0
1820,2,????,2,0,0,DATA/INTERFACE/HELP/HELP_15-02_0.png,0,0
1830,2,????,3,0,0,DATA/INTERFACE/HELP/HELP_15-03_0.png,0,0
1840,2,NPC ?? ???,4,0,0,DATA/INTERFACE/HELP/HELP_15-04_0.png,0,0
1850,2,?? ??,5,0,0,DATA/INTERFACE/HELP/HELP_15-05_0.png,0,0
1860,2,?? ??,6,0,0,DATA/INTERFACE/HELP/HELP_15-06_0.png,0,0
1870,2,?? ???,7,0,0,DATA/INTERFACE/HELP/HELP_15-07_0.png,0,0
1900,1,??? ??,20,0,0,DATA/INTERFACE/HELP/HELP_36-00_0.png,0,0
1910,2,??? ??,1,0,0,DATA/INTERFACE/HELP/HELP_36-01_0.png,0,0
1920,2,??? ?? ??,2,0,0,DATA/INTERFACE/HELP/HELP_36-02_0.png,0,0
1930,2,????,3,0,0,DATA/INTERFACE/HELP/HELP_36-03_0.png,0,0
2000,1,??,21,0,0,DATA/INTERFACE/HELP/HELP_13-00_0.png,0,0
2010,2,?? ??,1,0,0,DATA/INTERFACE/HELP/HELP_13-01_0.png,0,0
2020,2,"?? ??,??",2,0,0,DATA/INTERFACE/HELP/HELP_13-02_0.png,0,0
2100,1,???,22,0,0,DATA/INTERFACE/HELP/HELP_14-00_0.png,0,0
2110,2,?????,1,0,0,DATA/INTERFACE/HELP/HELP_14-01_0.png,0,0
2120,2,????,2,0,0,DATA/INTERFACE/HELP/HELP_14-02_0.png,0,0
2130,2,?? ??,3,0,0,DATA/INTERFACE/HELP/HELP_14-03_0.png,0,0
2140,2,?? ??,4,0,0,DATA/INTERFACE/HELP/HELP_14-04_0.png,0,0
2200,1,??,23,0,0,DATA/INTERFACE/HELP/HELP_16-00_0.png,0,0
2210,2,???,1,0,0,DATA/INTERFACE/HELP/HELP_16-01_0.png,0,0
2220,2,?????,2,0,0,DATA/INTERFACE/HELP/HELP_16-02_0.png,0,0
2230,2,??,3,0,0,DATA/INTERFACE/HELP/HELP_16-03_0.png,0,0
2240,2,????,4,0,0,DATA/INTERFACE/HELP/HELP_16-04_0.png,0,0
2250,2,???? ??,5,0,0,DATA/INTERFACE/HELP/HELP_16-05_0.png,0,0
2260,2,??? ????,6,0,0,DATA/INTERFACE/HELP/HELP_16-06_0.png,0,0
2270,2,??? ??,7,0,0,DATA/INTERFACE/HELP/HELP_16-07_0.png,0,0
2300,1,???,24,0,0,DATA/INTERFACE/HELP/HELP_05-00_0.png,0,0
2310,2,?? ????,1,0,0,DATA/INTERFACE/HELP/HELP_05-01_0.png,0,0
2320,2,??? ??,2,0,0,DATA/INTERFACE/HELP/HELP_05-02_0.png,0,0
2330,2,??? ??,3,0,0,DATA/INTERFACE/HELP/HELP_05-03_0.png,0,0
2340,2,??? ??,4,0,0,DATA/INTERFACE/HELP/HELP_05-04_0.png,0,0
2350,2,??? ??,5,0,0,DATA/INTERFACE/HELP/HELP_05-05_0.png,0,0
2360,2,???&??? ????,6,0,0,DATA/INTERFACE/HELP/HELP_05-06_0.png,0,0
2370,2,???,7,0,0,DATA/INTERFACE/HELP/HELP_05-07_0.png,0,0
2400,1,???? ? ??,25,0,0,DATA/INTERFACE/HELP/HELP_12-00_0.png,0,0
2410,2,"??? ??,??? ??",1,0,0,DATA/INTERFACE/HELP/HELP_12-01_0.png,0,0
2420,2,"??,?? ????",2,0,0,DATA/INTERFACE/HELP/HELP_12-02_0.png,0,0
2430,2,???? ????,3,0,0,DATA/INTERFACE/HELP/HELP_12-03_0.png,0,0
2440,2,??? ????,4,0,0,DATA/INTERFACE/HELP/HELP_12-04_0.png,0,0
2450,2,????,5,0,0,DATA/INTERFACE/HELP/HELP_12-05_0.png,0,0
2500,1,?????,26,0,0,DATA/INTERFACE/HELP/HELP_41-00_0.png,0,0
2600,1,???,27,0,0,DATA/INTERFACE/HELP/HELP_06-00_0.png,0,0
2610,2,??? ???,1,0,0,DATA/INTERFACE/HELP/HELP_06-04_0.png,0,0
2620,2,??? ???,2,0,0,DATA/INTERFACE/HELP/HELP_06-05_0.png,0,0
2630,2,??? ?? ??,3,0,0,DATA/INTERFACE/HELP/HELP_06-06_0.png,0,0
2640,2,??? ???,4,0,0,DATA/INTERFACE/HELP/HELP_06-07_0.png,0,0
2700,1,???? ??,28,0,0,DATA/INTERFACE/HELP/HELP_10-00_0.png,0,0
2710,2,???? ??,1,0,0,DATA/INTERFACE/HELP/HELP_10-01_0.png,0,0
2720,2,???? ?? ????,2,0,0,DATA/INTERFACE/HELP/HELP_10-02_0.png,0,0
2730,2,??? ??,0,0,0,DATA/INTERFACE/HELP/HELP_10-03_0.png,0,0
2740,2,??? ????,0,0,0,DATA/INTERFACE/HELP/HELP_10-04_0.png,0,0
2750,2,????,0,0,0,DATA/INTERFACE/HELP/HELP_10-05_0.png,0,0
2760,2,???? ??,0,0,0,DATA/INTERFACE/HELP/HELP_10-06_0.png,0,0
2770,2,???? ???,0,0,0,DATA/INTERFACE/HELP/HELP_10-07_0.png,0,0
2780,2,??????????,3,0,0,DATA/INTERFACE/HELP/HELP_10-08_0.png,0,0
2790,2,????????????,4,0,0,DATA/INTERFACE/HELP/HELP_10-09_0.png,0,0
2791,2,?? ???,5,0,0,DATA/INTERFACE/HELP/HELP_10-10_0.png,0,0
2800,1,??,29,0,0,DATA/INTERFACE/HELP/HELP_08-00_0.png,0,0
2810,2,???,1,0,0,DATA/INTERFACE/HELP/HELP_08-01_0.png,0,0
2820,2,?? ???,2,0,0,DATA/INTERFACE/HELP/HELP_08-02_0.png,0,0
2830,2,?? ??,3,0,0,DATA/INTERFACE/HELP/HELP_08-03_0.png,0,0
2840,2,?? ??,4,0,0,DATA/INTERFACE/HELP/HELP_08-04_0.png,0,0
2850,2,?? ??,5,0,0,DATA/INTERFACE/HELP/HELP_08-05_0.png,0,0
2900,1,????,30,0,0,DATA/INTERFACE/HELP/HELP_09-00_0.png,0,0
3000,1,??,31,0,0,DATA/INTERFACE/HELP/HELP_32-00_0.png,0,0
3010,2,??,1,0,0,DATA/INTERFACE/HELP/HELP_32-01_0.png,0,0
3020,2,?? ??? ??,2,0,0,DATA/INTERFACE/HELP/HELP_32-02_0.png,0,0
3100,1,??,32,0,0,DATA/INTERFACE/HELP/HELP_35-00_0.png,0,0
3110,2,??,1,0,0,DATA/INTERFACE/HELP/HELP_35-01_0.png,0,0
3120,2,????? ??,2,0,0,DATA/INTERFACE/HELP/HELP_35-02_0.png,0,0
3130,2,???? ??,3,0,0,DATA/INTERFACE/HELP/HELP_35-03_0.png,0,0
3200,1,?? ?? ??,33,0,0,DATA/INTERFACE/HELP/HELP_37-00_0.png,0,0
3210,2,?? ?? ??,1,0,0,DATA/INTERFACE/HELP/HELP_37-01_0.png,0,0
3220,2,? ???,2,0,0,DATA/INTERFACE/HELP/HELP_37-02_0.png,0,0
3230,2,?????,3,0,0,DATA/INTERFACE/HELP/HELP_37-03_0.png,0,0
3240,2,????,4,0,0,DATA/INTERFACE/HELP/HELP_37-04_0.png,0,0
3300,1,??,34,0,0,DATA/INTERFACE/HELP/HELP_17-00_0.png,0,0
3310,2,????,1,0,0,DATA/INTERFACE/HELP/HELP_17-01_0.png,0,0
3320,2,?? ?? ??,2,0,0,DATA/INTERFACE/HELP/HELP_17-02_0.png,0,0
3330,2,1:1??,3,0,0,DATA/INTERFACE/HELP/HELP_17-03_0.png,0,0
3400,1,??,35,0,0,DATA/INTERFACE/HELP/HELP_25-00_0.png,0,0
3410,2,???,1,0,0,DATA/INTERFACE/HELP/HELP_25-01_0.png,0,0
3420,2,?????,2,0,0,DATA/INTERFACE/HELP/HELP_25-02_0.png,0,0
3430,2,?????,3,0,0,DATA/INTERFACE/HELP/HELP_25-03_0.png,0,0
3500,1,?????,36,0,0,DATA/INTERFACE/HELP/HELP_26-00_0.png,0,0
3510,2,??????,1,0,0,DATA/INTERFACE/HELP/HELP_26-01_0.png,0,0
3520,2,????? ??,2,0,0,DATA/INTERFACE/HELP/HELP_26-02_0.png,0,0
3600,1,???,37,0,0,DATA/INTERFACE/HELP/HELP_27-00_0.png,0,0
3610,2,????,1,0,0,DATA/INTERFACE/HELP/HELP_27-01_0.png,0,0
3620,2,???? ?? ? ??,2,0,0,DATA/INTERFACE/HELP/HELP_27-02_0.png,0,0
3630,2,??? ??,3,0,0,DATA/INTERFACE/HELP/HELP_27-03_0.png,0,0
3640,2,? ???,4,0,0,DATA/INTERFACE/HELP/HELP_27-04_0.png,0,0
3650,2,??? ??,5,0,0,DATA/INTERFACE/HELP/HELP_27-05_0.png,0,0
3700,1,???,38,0,0,DATA/INTERFACE/HELP/HELP_40-00_0.png,0,0
3710,2,??? ????,1,0,0,DATA/INTERFACE/HELP/HELP_40-01_0.png,0,0
3720,2,??? ???,2,0,0,DATA/INTERFACE/HELP/HELP_40-02_0.png,0,0
3800,1,??,39,0,0,DATA/INTERFACE/HELP/HELP_28-00_0.png,0,0
3810,2,???? ????,1,0,0,DATA/INTERFACE/HELP/HELP_28-01_0.png,0,0
3820,2,????? ??,2,0,0,DATA/INTERFACE/HELP/HELP_28-02_0.png,0,0
3900,1,??,40,0,0,DATA/INTERFACE/HELP/HELP_29-00_0.png,0,0
3910,2,??? ? ????,1,0,0,DATA/INTERFACE/HELP/HELP_29-01_0.png,0,0
3920,2,?? ????,2,0,0,DATA/INTERFACE/HELP/HELP_29-02_0.png,0,0
3930,2,?? ????,3,0,0,DATA/INTERFACE/HELP/HELP_29-03_0.png,0,0
3940,2,????,4,0,0,DATA/INTERFACE/HELP/HELP_29-04_0.png,0,0
3950,2,??,5,0,0,DATA/INTERFACE/HELP/HELP_29-05_0.png,0,0
3960,2,??,6,0,0,DATA/INTERFACE/HELP/HELP_29-06_0.png,0,0
3970,2,?? ????,7,0,0,DATA/INTERFACE/HELP/HELP_29-07_0.png,0,0
4000,1,??,41,0,0,DATA/INTERFACE/HELP/HELP_30-00_0.png,0,0
4010,2,???? ??,0,0,0,DATA/INTERFACE/HELP/HELP_30-01_0.png,0,0
4020,2,????? ??,1,0,0,DATA/INTERFACE/HELP/HELP_30-02_0.png,0,0
4030,2,?? ????,2,0,0,DATA/INTERFACE/HELP/HELP_30-03_0.png,0,0
4040,2,???,3,0,0,DATA/INTERFACE/HELP/HELP_30-04_0.png,0,0
4050,2,???,4,0,0,DATA/INTERFACE/HELP/HELP_30-05_0.png,0,0
4060,2,????,0,0,0,DATA/INTERFACE/HELP/HELP_30-06_0.png,0,0
4070,2,?? ????,5,0,0,DATA/INTERFACE/HELP/HELP_30-07_0.png,0,0
4080,2,?? ????,6,0,0,DATA/INTERFACE/HELP/HELP_30-08_0.png,0,0
4090,2,?? ?? ?? ??,7,0,0,DATA/INTERFACE/HELP/HELP_30-09_0.png,0,0
4091,2,?? ??,8,0,0,DATA/INTERFACE/HELP/HELP_30-10_0.png,0,0
4100,1,??? ???,42,0,0,DATA/INTERFACE/HELP/HELP_31-00_0.png,0,0
4110,2,???,1,0,0,DATA/INTERFACE/HELP/HELP_31-01_0.png,0,0
4120,2,???,2,0,0,DATA/INTERFACE/HELP/HELP_31-02_0.png,0,0
4200,1,???,43,0,0,DATA/INTERFACE/HELP/HELP_99-00_0.png,0,0
4210,2,?????,1,0,0,DATA/INTERFACE/HELP/HELP_99-01_0.png,0,0
4220,2,????,0,0,0,DATA/INTERFACE/HELP/HELP_99-02_0.png,0,0
4230,2,???? ??,2,0,0,DATA/INTERFACE/HELP/HELP_99-03_0.png,0,0
4240,2,??? ??,0,0,0,DATA/INTERFACE/HELP/HELP_99-04_0.png,0,0
4250,2,"??? ??,??? ??",3,0,0,DATA/INTERFACE/HELP/HELP_99-05_0.png,0,0
4260,2,??,4,0,0,DATA/INTERFACE/HELP/HELP_99-06_0.png,0,0
4270,2,???,5,0,0,DATA/INTERFACE/HELP/HELP_99-07_0.png,0,0
4280,2,????,6,0,0,DATA/INTERFACE/HELP/HELP_99-08_0.png,0,0
4290,2,??? ????,7,0,0,DATA/INTERFACE/HELP/HELP_99-09_0.png,0,0
4300,1,???,44,0,0,DATA/INTERFACE/HELP/HELP_45-00_0.png,0,0
4310,2,??? ??,1,0,0,DATA/INTERFACE/HELP/HELP_45-01_0.png,0,0
4320,2,??? ??,2,0,0,DATA/INTERFACE/HELP/HELP_45-02_0.png,0,0
4330,2,?? ???,3,0,0,DATA/INTERFACE/HELP/HELP_45-03_0.png,0,0
4340,2,?? ???,4,0,0,DATA/INTERFACE/HELP/HELP_45-04_0.png,0,0
