ID,_ItemID,_StatusType1,_StatusValue1,_StatusType2,_StatusValue2,_StatusType3,_StatusValue3,_StatusType4,_StatusValue4,_Category,_Show
370,180134363,26,40,0,0,0,0,0,0,4,1
371,82902604,240,5,0,0,0,0,0,0,1,1
372,180134384,455,1,14,1,22,1,0,0,4,1
373,180134385,30,15,0,0,0,0,0,0,4,1
374,180134386,14,3,18,2,0,0,0,0,4,1
375,180112101,0,0,0,0,0,0,0,0,4,0
376,180134387,26,3,18,2,0,0,0,0,4,1
377,180134388,26,2,14,2,22,2,0,0,4,1
378,180134389,26,20,0,0,0,0,0,0,4,1
379,180134390,14,4,0,0,0,0,0,0,4,1
380,180134395,26,4,0,0,0,0,0,0,4,1
381,180134398,22,4,0,0,0,0,0,0,4,1
382,180134402,18,4,0,0,0,0,0,0,4,1
383,180134404,14,4,0,0,0,0,0,0,4,1
384,180134406,26,4,0,0,0,0,0,0,4,1
385,180134410,22,4,0,0,0,0,0,0,4,1
386,180134414,18,4,0,0,0,0,0,0,4,1
387,180134417,106,3,192,3,196,3,0,0,4,1
388,180134425,22,3,14,3,0,0,0,0,4,1
389,180134423,26,40,0,0,0,0,0,0,4,1
390,180134460,455,40,0,0,0,0,0,0,4,1
391,180134433,455,50,0,0,0,0,0,0,4,1
392,180134434,14,10,18,10,0,0,0,0,4,1
393,84002904,140,5,0,0,0,0,0,0,1,1
394,190179830,106,5,0,0,0,0,0,0,4,1
395,190179832,118,10,0,0,0,0,0,0,4,1
396,190179835,114,10,0,0,0,0,0,0,4,1
397,165000210,30,300,0,0,0,0,0,0,1,1
398,165000220,26,30,18,30,0,0,0,0,1,1
399,165000230,14,30,22,30,0,0,0,0,1,1
400,165000240,455,20,0,0,0,0,0,0,1,1
401,165000250,464,3,0,0,0,0,0,0,1,1
402,180134494,455,40,0,0,0,0,0,0,4,1
403,180134496,132,1,0,0,0,0,0,0,4,1
404,180134497,128,2,0,0,0,0,0,0,4,1
405,180134495,455,50,0,0,0,0,0,0,4,1
406,180134509,30,300,0,0,0,0,0,0,4,1
407,180134510,455,50,0,0,0,0,0,0,4,1
408,190144876,492,5,38,5,0,0,0,0,4,1
409,190144877,496,50,0,0,0,0,0,0,4,1
410,190144878,455,30,0,0,0,0,0,0,4,1
411,190144879,217,1,71,1,0,0,0,0,4,1
412,190144880,124,2,128,2,132,2,0,0,4,1
413,190144881,144,10,0,0,0,0,0,0,4,1
414,180134549,455,40,0,0,0,0,0,0,4,1
415,180134550,30,300,0,0,0,0,0,0,4,1
416,180134548,192,3,196,3,0,0,0,0,4,1
417,180134540,455,60,0,0,0,0,0,0,4,1
418,180134539,463,2,0,0,0,0,0,0,4,1
419,180134547,464,2,0,0,0,0,0,0,4,1
420,190145069,455,40,0,0,0,0,0,0,4,1
421,190145070,30,300,0,0,0,0,0,0,4,1
422,190145071,492,5,38,5,0,0,0,0,4,1
423,190145066,455,40,0,0,0,0,0,0,4,1
424,190145067,30,300,0,0,0,0,0,0,4,1
425,190145068,461,3,0,0,0,0,0,0,4,1
426,180134583,464,2,0,0,0,0,0,0,4,1
427,180134584,455,40,0,0,0,0,0,0,4,1
428,180134585,30,400,0,0,0,0,0,0,4,1
429,180134586,455,60,0,0,0,0,0,0,4,1
430,180134588,455,30,0,0,0,0,0,0,4,1
431,180134589,26,150,18,150,0,0,0,0,4,1
432,180134639,30,200,216,100,70,100,0,0,4,1
433,180134640,465,1,0,0,0,0,0,0,4,1
434,180134676,455,30,0,0,0,0,0,0,5,1
435,180134677,492,2,38,2,0,0,0,0,5,1
436,180134678,30,200,216,100,70,100,0,0,5,1
437,180134662,492,2,38,2,0,0,0,0,5,1
438,180134663,30,200,461,1,0,0,0,0,5,1
439,180134664,455,30,0,0,0,0,0,0,5,1
440,180134665,455,30,0,0,0,0,0,0,5,1
441,180134666,492,2,38,2,0,0,0,0,5,1
442,180134667,30,200,461,1,0,0,0,0,5,1
443,190145348,492,3,38,3,0,0,0,0,5,1
444,190145349,464,2,0,0,0,0,0,0,5,1
445,190145350,496,10,0,0,0,0,0,0,5,1
446,190145351,496,15,0,0,0,0,0,0,5,1
447,190145352,496,15,0,0,0,0,0,0,5,1
448,190145353,496,15,0,0,0,0,0,0,5,1
449,190145354,492,3,38,3,0,0,0,0,5,1
450,190145355,455,40,0,0,0,0,0,0,5,1
451,190145356,30,300,461,2,0,0,0,0,5,1
452,190145464,455,30,0,0,0,0,0,0,5,1
453,190145465,570,30,0,0,0,0,0,0,5,1
454,190145466,570,30,0,0,0,0,0,0,5,1
455,190145467,455,30,0,0,0,0,0,0,5,1
456,190145468,566,25,0,0,0,0,0,0,5,1
457,190145469,566,25,0,0,0,0,0,0,5,1
458,190145498,455,30,0,0,0,0,0,0,5,1
459,190145499,566,25,0,0,0,0,0,0,5,1
460,190145501,566,25,0,0,0,0,0,0,5,1
461,190145502,455,30,0,0,0,0,0,0,5,1
462,190145503,570,30,0,0,0,0,0,0,5,1
463,190145504,570,30,0,0,0,0,0,0,5,1
464,190145505,492,5,38,5,0,0,0,0,5,1
465,190145506,455,40,0,0,0,0,0,0,5,1
466,190145507,30,200,461,3,0,0,0,0,5,1
467,165000251,408,50,448,50,132,5,463,5,1,1
468,165000252,124,20,30,500,0,0,0,0,1,1
469,165000253,455,200,30,500,0,0,0,0,1,1
470,165000254,492,30,38,30,30,500,0,0,1,1
471,165000255,462,20,30,500,0,0,0,0,1,1
472,190145703,492,4,38,4,0,0,0,0,5,1
473,190145704,566,25,0,0,0,0,0,0,5,1
474,190145705,455,30,0,0,0,0,0,0,5,1
475,190145706,30,300,461,2,0,0,0,0,5,1
476,190145707,492,4,38,4,0,0,0,0,5,1
477,190145708,496,15,0,0,0,0,0,0,5,1
478,190145709,492,4,38,4,0,0,0,0,5,1
479,190145710,496,15,0,0,0,0,0,0,5,1
480,190145711,30,200,216,100,70,100,0,0,5,1
481,190145811,492,5,38,5,0,0,0,0,5,1
482,190145812,455,30,0,0,0,0,0,0,5,1
483,190145813,30,150,461,2,0,0,0,0,5,1
484,190145814,464,3,0,0,0,0,0,0,5,1
485,190145815,492,10,38,10,0,0,0,0,5,1
486,190145816,455,30,492,3,38,3,0,0,5,1
487,190145817,492,5,38,5,0,0,0,0,5,1
488,190145818,30,100,566,30,0,0,0,0,5,1
489,190145819,496,20,0,0,0,0,0,0,5,1
490,164900510,464,4,461,4,462,4,0,0,1,1
491,10214272,22,15,0,0,0,0,0,0,1,1
492,20214272,455,10,0,0,0,0,0,0,1,1
493,30114272,26,10,0,0,0,0,0,0,1,1
494,70214272,18,10,0,0,0,0,0,0,1,1
495,90514272,14,15,0,0,0,0,0,0,1,1
496,165400510,492,10,38,10,463,5,0,0,1,1
497,164200807,492,5,38,5,455,15,0,0,1,1
498,164001007,14,15,22,15,0,0,0,0,1,1
499,164501210,566,25,0,0,0,0,0,0,1,1
500,164701210,570,25,0,0,0,0,0,0,1,1
501,164600907,464,1,496,10,0,0,0,0,1,1
502,164801007,30,50,455,15,0,0,0,0,1,1
503,165200631,464,4,461,4,462,4,0,0,1,1
504,120114307,14,5,22,5,0,0,0,0,1,1
505,60114307,26,5,18,5,0,0,0,0,1,1
506,100114307,492,3,38,3,0,0,0,0,1,1
507,40114307,461,2,462,2,0,0,0,0,1,1
508,160203507,464,2,455,5,0,0,0,0,1,1
509,110114307,566,5,570,5,0,0,0,0,1,1
510,120114317,14,5,22,5,0,0,0,0,1,1
511,60114317,26,5,18,5,0,0,0,0,1,1
512,100114317,492,3,38,3,0,0,0,0,1,1
513,40114317,461,2,462,2,0,0,0,0,1,1
514,160203517,464,2,455,5,0,0,0,0,1,1
515,110114317,566,5,570,5,0,0,0,0,1,1
516,164001107,14,15,22,15,0,0,0,0,1,1
517,164601107,464,1,30,50,0,0,0,0,1,1
518,164801207,496,10,455,15,0,0,0,0,1,1
519,165200731,464,4,461,4,462,4,0,0,1,1
