ID,_BuyFactor,_ID1,_ID2,_ID3,_ID4,_ID5,_ID6,_ID7,_ID8,_ID9,_ID10,_ID11,_ID12,_ID13,_ID14,_ID15,_ID16,_ID17,_ID18,_ID19,_ID20,_ID21,_ID22,_ID23,_ID24,_ID25,_ID26,_ID27,_ID28,_ID29,_ID30,_ID31,_ID32,_ID33,_ID34,_ID35,_ID36,_ID37,_ID38,_ID39,_ID40,_ID41,_ID42,_ID43,_ID44,_ID45,_ID46,_ID47,_ID48,_ID49,_ID50,CutInImage,Message
19101,20,50010502,50010402,50010401,50010501,50010101,50010801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,[美琳]\n 有很多漂亮又可愛的東西喔 要不要買一個呀?
25101,20,10100101,10100201,10100301,10200101,10200201,10200301,10300101,10300201,10300301,10400101,10400201,10400301,10500101,10500201,10500301,10600101,10600201,10600301,10700101,10700201,10700301,10800101,10800201,10800301,10900101,10900201,10900301,11000101,11000201,11000301,11100101,11100201,11100301,11200101,11200201,11200301,11300101,11300201,11300301,11400101,11400201,11400301,11500101,11500201,11500301,0,0,0,0,0,57,[朵莉亞]\n 正所謂一分錢一分貨，想買好東西錢當然也不能省囉!呵呵
25102,20,29990001,20010001,20020001,20030001,20040001,20050001,20060001,29980001,29980002,60040001,60050001,144002003,144002004,144002005,144002007,29950001,124001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,[朵莉亞]\n 正所謂一分錢一分貨，想買好東西錢當然也不能省囉!呵呵
26101,20,30010104,30060104,30013304,30103304,30011404,30051404,30101404,30010404,30060404,30010904,30060904,30020204,30070204,30030704,30080704,30030504,30080504,30030304,30080304,30040604,30090604,30050804,30100804,30100104,30102504,30012904,30052904,30062904,30102904,30014604,30104604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,[尚恩]\n 不要看我年紀小，對於武器我可是瞭若指掌呢!嘿嘿
26102,20,30203304,30151404,30201404,30110404,30160404,30110904,30160904,30120204,30170204,30120704,30170704,30130504,30180504,30130304,30180304,30140604,30190604,30150804,30200804,30200104,30150104,30202504,30152904,30202904,30204604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,[尚恩]\n 不要看我年紀小，對於武器我可是瞭若指掌呢!嘿嘿
26103,20,30303304,30251404,30301404,30210404,30260404,30210904,30260904,30220204,30270204,30220704,30270704,30230504,30280504,30230304,30280304,30240604,30290604,30250804,30300804,30300104,30250104,30302504,30252904,30302904,30304604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,[尚恩]\n 不要看我年紀小，對於武器我可是瞭若指掌呢!嘿嘿
26104,20,30403304,30351404,30401404,30310404,30360404,30310904,30360904,30320204,30370204,30320704,30370704,30330504,30380504,30330304,30380304,30340604,30390604,30350804,30400804,30400104,30350104,30402504,30352904,30402904,30404604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,[尚恩]\n 不要看我年紀小，對於武器我可是瞭若指掌呢!嘿嘿
26105,20,30503304,30451404,30501404,30410404,30460404,30410904,30460904,30420204,30470204,30420704,30470704,30430504,30480504,30430304,30480304,30440604,30490604,30450804,30500804,30500104,30450104,30501204,30501004,30501504,30501304,30501104,30502504,30452904,30502904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,[尚恩]\n 不要看我年紀小，對於武器我可是瞭若指掌呢!嘿嘿
26106,20,30603304,30510404,30560404,30510904,30560904,30520204,30570204,30520704,30570704,30530504,30580504,30530304,30580304,30540604,30590604,30550804,30600804,30600104,30550104,30601204,30601004,30601104,30601304,30601504,30602504,30552904,30602904,30604604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,[尚恩]\n 不要看我年紀小，對於武器我可是瞭若指掌呢!嘿嘿
26107,20,30703304,30610404,30660404,30610904,30660904,30620204,30670204,30620704,30670704,30630504,30680504,30630304,30680304,30640604,30690604,30650804,30700804,30700104,30650104,30701204,30701004,30701104,30701304,30701504,30702504,30652904,30702904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,[尚恩]\n 不要看我年紀小，對於武器我可是瞭若指掌呢!嘿嘿
26108,20,30803304,30710404,30760404,30710904,30760904,30720204,30770204,30720704,30770704,30730504,30780504,30730304,30780304,30740604,30790604,30750804,30800804,30800104,30750104,30801204,30801004,30801104,30801304,30801504,30802504,30752904,30802904,30804604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,[尚恩]\n 不要看我年紀小，對於武器我可是瞭若指掌呢!嘿嘿
26109,20,30903304,30810404,30860404,30810904,30860904,30820204,30870204,30820704,30870704,30830504,30880504,30830304,30880304,30840604,30890604,30850804,30900804,30900104,30850104,30901204,30901004,30901104,30901304,30901504,30902504,30852904,30902904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,[尚恩]\n 不要看我年紀小，對於武器我可是瞭若指掌呢!嘿嘿
26110,20,31003304,30910404,30960404,30910904,30960904,30920204,30970204,30920704,30970704,30930504,30980504,30930304,30980304,30940604,30990604,30950804,31000804,31000104,30950104,31001204,31001004,31001104,31001304,31001504,31002504,30952904,31002904,31004604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,[尚恩]\n 不要看我年紀小，對於武器我可是瞭若指掌呢!嘿嘿
26111,20,31103304,31010404,31060404,31010904,31060904,31020204,31070204,31020704,31070704,31030504,31080504,31030304,31080304,31040604,31090604,31050804,31100804,31100104,31050104,31101204,31101004,31101104,31101304,31101504,31102504,31052904,31102904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,[尚恩]\n 不要看我年紀小，對於武器我可是瞭若指掌呢!嘿嘿
26112,20,31203304,31110404,31160404,31110904,31160904,31120204,31170204,31120704,31170704,31130504,31180504,31130304,31180304,31140604,31190604,31150804,31200804,31200104,31150104,31201204,31201004,31201104,31201304,31201504,31202504,31152904,31202904,31204604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,[尚恩]\n 不要看我年紀小，對於武器我可是瞭若指掌呢!嘿嘿
26113,20,31303304,31210404,31260404,31210904,31260904,31220204,31270204,31220704,31270704,31230504,31280504,31230304,31280304,31240604,31290604,31250804,31300804,31300104,31250104,31301204,31301004,31301104,31301304,31301504,31302504,31252904,31302904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,[尚恩]\n 不要看我年紀小，對於武器我可是瞭若指掌呢!嘿嘿
26114,20,31403304,31310404,31360404,31310904,31360904,31320204,31370204,31320704,31370704,31330504,31380504,31330304,31380304,31340604,31390604,31350804,31400804,31400104,31350104,31401204,31401004,31401104,31401304,31401504,31402504,31352904,31402904,31404604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,[尚恩]\n 不要看我年紀小，對於武器我可是瞭若指掌呢!嘿嘿
26115,20,31503304,31410404,31460404,31410904,31460904,31420204,31470204,31420704,31470704,31430504,31480504,31430304,31480304,31440604,31490604,31450804,31500804,31500104,31450104,31501204,31501004,31501104,31501304,31501504,31502504,31452904,31502904,31401604,31401704,31401804,31401904,31402004,31402104,31402204,31402304,31402404,31403004,0,0,0,0,0,0,0,0,0,0,0,0,0,58,[尚恩]\n 不要看我年紀小，對於武器我可是瞭若指掌呢!嘿嘿
26116,20,31510404,31560404,31510904,31560904,31520204,31570204,31520704,31570704,31530504,31580504,31530304,31580304,31540604,31590604,31550804,31600804,31600104,31550104,31601204,31601004,31601104,31601304,31601504,31602504,31604604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,[尚恩]\n 不要看我年紀小，對於武器我可是瞭若指掌呢!嘿嘿
26117,20,31610404,31660404,31610904,31660904,31620204,31670204,31620704,31670704,31630504,31680504,31630304,31680304,31640604,31690604,31650804,31700804,31700104,31650104,31701204,31701004,31701104,31701304,31701504,31702504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,[尚恩]\n 不要看我年紀小，對於武器我可是瞭若指掌呢!嘿嘿
26118,20,31710404,31760404,31710904,31760904,31720204,31770204,31720704,31770704,31730504,31780504,31730304,31780304,31740604,31790604,31750804,31800804,31800104,31750104,31801204,31801004,31801104,31801304,31801504,31802504,31804604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,[尚恩]\n 不要看我年紀小，對於武器我可是瞭若指掌呢!嘿嘿
26119,20,31810404,31860404,31810904,31860904,31820204,31870204,31820704,31870704,31830504,31880504,31830304,31880304,31840604,31890604,31850804,31900804,31900104,31850104,31901204,31901004,31901104,31901304,31901504,31902504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,[尚恩]\n 不要看我年紀小，對於武器我可是瞭若指掌呢!嘿嘿
26120,20,31910404,31960404,31920204,31970204,31930304,31980304,31950104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,[尚恩]\n 不要看我年紀小，對於武器我可是瞭若指掌呢!嘿嘿
27101,20,40010204,40010304,40060204,40060304,40010404,40010504,40060404,40060504,40010604,40010104,40060604,40060104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,[瑞米]\n 你知道購買好的防具是必要的吧!?在你遇到危機的瞬間才能明白防具的真正價值!
27102,20,40110204,40110304,40160204,40160304,40100404,40110504,40150404,40160504,40120704,40170704,40140604,40090604,40100104,40150104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,[瑞米]\n 你知道購買好的防具是必要的吧!?在你遇到危機的瞬間才能明白防具的真正價值!
27103,20,40210204,40210304,40260204,40260304,40200404,40210504,40250404,40260504,40220704,40270704,40240604,40190604,40200104,40250104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,[瑞米]\n 你知道購買好的防具是必要的吧!?在你遇到危機的瞬間才能明白防具的真正價值!
27104,20,40310204,40310304,40360204,40360304,40300404,40310504,40350404,40360504,40320704,40370704,40340604,40290604,40300104,40350104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,[瑞米]\n 你知道購買好的防具是必要的吧!?在你遇到危機的瞬間才能明白防具的真正價值!
27105,20,40410204,40410304,40460204,40460304,40400404,40410504,40450404,40460504,40420704,40470704,40440604,40390604,40400104,40450104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,[瑞米]\n 你知道購買好的防具是必要的吧!?在你遇到危機的瞬間才能明白防具的真正價值!
27106,20,40510204,40510304,40560204,40560304,40500404,40510504,40550404,40560504,40520704,40570704,40540604,40490604,40500104,40550104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,[瑞米]\n 你知道購買好的防具是必要的吧!?在你遇到危機的瞬間才能明白防具的真正價值!
27107,20,40610204,40610304,40660204,40660304,40600404,40610504,40650404,40660504,40620704,40670704,40640604,40590604,40600104,40650104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,[瑞米]\n 你知道購買好的防具是必要的吧!?在你遇到危機的瞬間才能明白防具的真正價值!
27108,20,40710204,40710304,40760204,40760304,40700404,40710504,40750404,40760504,40720704,40770704,40740604,40690604,40700104,40750104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,[瑞米]\n 你知道購買好的防具是必要的吧!?在你遇到危機的瞬間才能明白防具的真正價值!
27109,20,40810204,40810304,40860204,40860304,40800404,40810504,40850404,40860504,40820704,40870704,40840604,40790604,40800104,40850104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,[瑞米]\n 你知道購買好的防具是必要的吧!?在你遇到危機的瞬間才能明白防具的真正價值!
27110,20,40910204,40910304,40960204,40960304,40900404,40910504,40950404,40960504,40920704,40970704,40940604,40890604,40900104,40950104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,[瑞米]\n 你知道購買好的防具是必要的吧!?在你遇到危機的瞬間才能明白防具的真正價值!
27111,20,41010204,41010304,41060204,41060304,41000404,41010504,41050404,41060504,41020704,41070704,41040604,40990604,41000104,41050104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,[瑞米]\n 你知道購買好的防具是必要的吧!?在你遇到危機的瞬間才能明白防具的真正價值!
27112,20,41110204,41110304,41160204,41160304,41100404,41110504,41150404,41160504,41120704,41170704,41140604,41090604,41100104,41150104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,[瑞米]\n 你知道購買好的防具是必要的吧!?在你遇到危機的瞬間才能明白防具的真正價值!
27113,20,41210204,41210304,41260204,41260304,41200404,41210504,41250404,41260504,41220704,41270704,41240604,41190604,41200104,41250104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,[瑞米]\n 你知道購買好的防具是必要的吧!?在你遇到危機的瞬間才能明白防具的真正價值!
27114,20,41310204,41310304,41360204,41360304,41300404,41310504,41350404,41360504,41320704,41370704,41340604,41290604,41300104,41350104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,[瑞米]\n 你知道購買好的防具是必要的吧!?在你遇到危機的瞬間才能明白防具的真正價值!
27115,20,41410204,41410304,41460204,41460304,41400404,41410504,41450404,41460504,41420704,41470704,41440604,41390604,41400104,41450104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,[瑞米]\n 你知道購買好的防具是必要的吧!?在你遇到危機的瞬間才能明白防具的真正價值!
27116,20,41510204,41510304,41560204,41560304,41500404,41510504,41550404,41560504,41520704,41570704,41540604,41590604,41600104,41550104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,[瑞米]\n 你知道購買好的防具是必要的吧!?在你遇到危機的瞬間才能明白防具的真正價值!
27117,20,41610204,41610304,41660204,41660304,41600404,41610504,41650404,41660504,41620704,41670704,41640604,41690604,41700104,41650104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,[瑞米]\n 你知道購買好的防具是必要的吧!?在你遇到危機的瞬間才能明白防具的真正價值!
27118,20,41710204,41710304,41700404,41710504,41720704,41790604,41800104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,[瑞米]\n 你知道購買好的防具是必要的吧!?在你遇到危機的瞬間才能明白防具的真正價值!
27119,20,41810204,41810304,41810404,41810504,41820704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,[瑞米]\n 你知道購買好的防具是必要的吧!?在你遇到危機的瞬間才能明白防具的真正價值!
28101,20,50020401,50020501,50020402,50020502,50020101,50020102,50020801,50020201,50020601,50020403,50020503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,[亞拉]\n 你在猶豫要買什麼嗎?不用急!慢慢逛吧
37101,20,80000202,80000203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,[修普勒] \n 如果是和公會有關的事…找我準沒錯!
38101,20,80000204,80000205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,[修普勒] \n 如果是和公會有關的事…找我準沒錯!
39101,20,80000206,80000207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,[修普勒] \n 如果是和公會有關的事…找我準沒錯!
65101,20,50030401,50030501,50030801,50030402,50030502,50030101,50030102,50030103,50030104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,[柳香帥]\n 這裡是領導龍京時尚趨勢的柳香帥的首飾店!
70101,20,10200101,10300101,10400101,10200201,10300201,10400201,10200301,10300301,10400301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,[拉瓦爾]\n 我的備貨充足，儘管放心挑吧!
70102,20,29990001,20010001,20030001,60040001,60050001,144002003,144002004,144002005,144002007,29950001,124001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,[拉瓦爾]\n 我的備貨充足，儘管放心挑吧!
71101,20,30403302,30351402,30401402,30310402,30360402,30310902,30360902,30320202,30370202,30320702,30370702,30330502,30380502,30330302,30380302,30340602,30390602,30350802,30400802,30400102,30350102,30402502,30352902,30402902,30404602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,[喬治夫]\n 你可以相信我!我賣的東西絕對是物美價廉!盡量買沒關係!
71102,20,30403303,30351403,30401403,30310403,30360403,30310903,30360903,30320203,30370203,30320703,30370703,30330503,30380503,30330303,30380303,30340603,30390603,30350803,30400803,30400103,30350103,30402503,30352903,30402903,30404603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,[喬治夫]\n 你可以相信我!我賣的東西絕對是物美價廉!盡量買沒關係!
72101,20,40290602,40390602,40310202,40410202,40310302,40410302,40300402,40400402,40310502,40410502,40320702,40420702,40300102,40400102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,[偉恩]\n 有很多適合你的優質防具喔!
72102,20,40290603,40390603,40310203,40410203,40310303,40410303,40300403,40400403,40310503,40410503,40320703,40420703,40300103,40400103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,[偉恩]\n 有很多適合你的優質防具喔!
6003101,20,30303304,30251404,30301404,30210404,30260404,30210904,30260904,30220204,30270204,30220704,30270704,30230504,30280504,30230304,30280304,30240604,30290604,30250804,30300804,30300104,30250104,30302504,30252904,30302904,30304604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,[海伊凱爾]\n 海伊凱爾只賣好的武器!海伊凱爾值得你信任!
6003103,20,30403304,30351404,30401404,30310404,30360404,30310904,30360904,30320204,30370204,30320704,30370704,30330504,30380504,30330304,30380304,30340604,30390604,30350804,30400804,30400104,30350104,30402504,30352904,30402904,30404604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,[海伊凱爾]\n 海伊凱爾只賣好的武器!海伊凱爾值得你信任!
6004101,20,10100101,10100401,10200101,10300101,10100201,10100501,10200201,10300201,10100301,10100601,10200301,10300301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,[龍克斯]\n 呵呵 多買點吧!對你的冒險會有幫助的!
6004102,20,29990001,20020001,20030001,60040001,60050001,144002003,144002004,144002005,144002007,29950001,124001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,[龍克斯]\n 呵呵 多買點吧!對你的冒險會有幫助的!
6005101,20,40240604,40340604,40260204,40360204,40260304,40360304,40250404,40350404,40260504,40360504,40270704,40370704,40250104,40350104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,[托勒妮亞]\n 我們也有很多外面買不到的東西喔!要看嗎?
81101,20,50040401,50040501,50040402,50040502,50040101,50040301,50040801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,[亞美]\n Baby 你想要什麼樣的風格?
82101,20,30401402,30501402,30410402,30400102,30500102,30420202,30430502,30430302,30440602,30420702,30450802,30410902,30502502,30452902,30404602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,[艾咪]\n 奧亦奇的武器真的超棒的!那句話是叫名不虛傳嗎?參考看看喔
82102,20,30503302,30603302,30501402,30601402,30510402,30610402,30500102,30600102,30520202,30620202,30530502,30630502,30530302,30630302,30540602,30640602,30520702,30620702,30550802,30650802,30510902,30610902,30501202,30601202,30501002,30601002,30501102,30601102,30501302,30601302,30501502,30601502,30602502,30502902,30552902,30602902,30604602,0,0,0,0,0,0,0,0,0,0,0,0,0,138,[艾咪]\n 奧亦奇的武器真的超棒的!那句話是叫名不虛傳嗎?參考看看喔
83101,20,40390602,40490602,40590602,40410202,40510202,40610202,40410302,40510302,40610302,40400402,40500402,40600402,40410502,40510502,40610502,40420702,40520702,40620702,40400102,40500102,40600102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,[基恩]\n 這裡所有的防具都是我親自經手的!品質絕對掛保證!!
