ID,_Type,_AttackType,_Idle_Action1,_Idle_Probability1,_Idle_ActionTimeMin1,_Idle_ActionTimeMax1,_Idle_Action2,_Idle_Probability2,_Idle_ActionTimeMin2,_Idle_ActionTimeMax2,_Idle_Action3,_Idle_Probability3,_Idle_ActionTimeMin3,_Idle_ActionTimeMax3,_Idle_Action4,_Idle_Probability4,_Idle_ActionTimeMin4,_Idle_ActionTimeMax4,_Idle_Action5,_Idle_Probability5,_Idle_ActionTimeMin5,_Idle_ActionTimeMax5,_Rect_Left,_Rect_Top,_Rect_Right,_Rect_Bottom,_Charge_Rect_Left,_Charge_Rect_Top,_Charge_Rect_Right,_Charge_Rect_Bottom,_Scan_Delay,_Target_Delay,_Charge_Delay,_Giveup_Time,_Chase_Delay,_Chase_Rect_Left,_Chase_Rect_Top,_Chase_Rect_Right,_Chase_Rect_Bottom,_RetreatType,_Retreat_HP_Check,_Chase_Move_Probability,_Chase_Run_Probability,_Chase_ActionTimeMin,_Chase_ActionTimeMax,_Retreat_Move_Probability,_Retreat_Run_Probability,_Retreat_ActionTimeMin,_Retreat_ActionTimeMax,_AttackID,_CallType,_Call_Delay,_Call_Rect_Left,_Call_Rect_Top,_Call_Rect_Right,_Call_Rect_Bottom,_Enemy_Target,_Call_Rect_Mob,_Chase_Move_Summoner,_AttackID_Easy,_AttackID_Hard
810000113,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,100,30,0,0,100,0,30,30,0,0,0,0,13,0,0,0,0,0,0,5,0,0,13,13
810000114,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,100,30,0,0,100,0,30,30,0,0,0,0,14,0,0,0,0,0,0,5,0,0,14,14
810000115,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,100,30,0,0,100,0,30,30,0,0,0,0,15,0,0,0,0,0,0,5,0,0,15,15
810000116,1,1,1,50,10,25,4,35,5,30,5,35,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,65,30,0,0,100,0,30,30,0,0,0,0,16,0,0,0,0,0,0,5,0,0,16,16
810000117,1,1,1,50,10,25,4,35,5,30,5,35,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,65,30,0,0,100,0,30,30,0,0,0,0,17,0,0,0,0,0,0,5,0,0,17,17
810000118,1,1,1,50,10,25,4,35,5,30,5,35,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,65,30,0,0,100,0,30,30,0,0,0,0,18,0,0,0,0,0,0,5,0,0,18,18
810000119,1,1,1,50,10,25,4,35,5,30,5,35,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,65,30,0,0,100,0,30,30,0,0,0,0,19,0,0,0,0,0,0,5,0,0,19,19
810000120,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,95,30,0,0,100,0,30,30,0,0,0,0,20,0,0,0,0,0,0,5,0,0,20,20
810000121,1,1,1,50,3,8,4,45,5,30,5,45,5,30,0,0,0,0,0,0,0,0,-350,-20,350,20,-500,-250,500,200,10,20,1,50,1,0,-130,190,30,0,0,100,0,30,30,0,0,0,0,21,0,0,0,0,0,0,5,0,0,21,21
810000122,1,1,1,50,3,8,4,45,5,30,5,45,5,30,0,0,0,0,0,0,0,0,-350,-20,350,20,-500,-250,500,200,10,20,1,50,1,0,-130,190,30,0,0,100,0,30,30,0,0,0,0,22,0,0,0,0,0,0,5,0,0,22,22
810000123,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,95,30,0,0,100,0,30,30,0,0,0,0,23,0,0,0,0,0,0,5,0,0,23,23
810000124,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,60,30,0,0,100,0,30,30,0,0,0,0,24,0,0,0,0,0,0,5,0,0,24,24
810000125,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,130,30,0,0,100,0,30,30,0,0,0,0,25,0,0,0,0,0,0,5,0,0,25,25
810000126,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,130,30,0,0,100,0,30,30,0,0,0,0,26,0,0,0,0,0,0,5,0,0,26,26
810000127,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,130,30,0,0,100,0,30,30,0,0,0,0,27,0,0,0,0,0,0,5,0,0,27,27
810000128,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,95,30,0,0,100,0,30,30,0,0,0,0,28,0,0,0,0,0,0,5,0,0,28,28
810000129,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,95,30,0,0,100,0,30,30,0,0,0,0,29,0,0,0,0,0,0,5,0,0,29,29
810000130,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,95,30,0,0,100,0,30,30,0,0,0,0,30,0,0,0,0,0,0,5,0,0,30,30
810000131,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,95,30,0,0,100,0,30,30,0,0,0,0,31,0,0,0,0,0,0,5,0,0,31,31
810000132,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,95,30,0,0,100,0,30,30,0,0,0,0,32,0,0,0,0,0,0,5,0,0,32,32
810000133,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,100,30,0,0,100,0,30,30,0,0,0,0,33,0,0,0,0,0,0,5,0,0,33,33
810000134,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,60,30,0,0,100,0,30,30,0,0,0,0,34,0,0,0,0,0,0,5,0,0,34,34
810000135,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,130,30,0,0,100,0,30,30,0,0,0,0,35,0,0,0,0,0,0,5,0,0,35,35
810000136,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,130,30,0,0,100,0,30,30,0,0,0,0,36,0,0,0,0,0,0,5,0,0,36,36
810000137,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,60,30,0,0,100,0,30,30,0,0,0,0,37,0,0,0,0,0,0,5,0,0,37,37
810000138,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,100,30,0,0,100,0,30,30,0,0,0,0,38,0,0,0,0,0,0,5,0,0,38,38
810000139,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,60,30,0,0,100,0,30,30,0,0,0,0,39,0,0,0,0,0,0,5,0,0,39,39
810000140,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,90,30,0,0,100,0,30,30,0,0,0,0,40,0,0,0,0,0,0,5,0,0,40,40
810000141,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,100,30,0,0,100,0,30,30,0,0,0,0,41,0,0,0,0,0,0,5,0,0,41,41
810000142,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,100,30,0,0,100,0,30,30,0,0,0,0,42,0,0,0,0,0,0,5,0,0,42,42
810000143,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,100,30,0,0,100,0,30,30,0,0,0,0,43,0,0,0,0,0,0,5,0,0,43,43
810000144,1,1,1,50,3,8,4,45,5,30,5,45,5,30,0,0,0,0,0,0,0,0,-350,-20,350,20,-500,-250,500,200,10,20,1,50,1,0,-130,130,30,0,0,100,0,30,30,0,0,0,0,44,0,0,0,0,0,0,5,0,0,44,44
810000145,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,100,30,0,0,100,0,30,30,0,0,0,0,45,0,0,0,0,0,0,5,0,0,45,45
810000146,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,90,30,0,0,100,0,30,30,0,0,0,0,46,0,0,0,0,0,0,5,0,0,46,46
810000147,11,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-100,300,200,-500,-250,500,200,10,20,5,30,5,0,0,140,1,0,0,100,0,30,30,0,0,10,20,47,0,0,0,0,0,0,5,0,0,47,47
810000148,11,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-100,300,200,-500,-250,500,200,10,20,5,30,5,0,0,140,1,0,0,100,0,30,30,0,0,10,20,48,0,0,0,0,0,0,5,0,0,48,48
810000149,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,65,30,0,0,100,0,30,30,0,0,0,0,49,0,0,0,0,0,0,5,0,0,49,49
810000150,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,65,30,0,0,100,0,30,30,0,0,0,0,50,0,0,0,0,0,0,5,0,0,50,50
810000151,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,80,30,0,0,100,0,30,30,0,0,0,0,51,0,0,0,0,0,0,5,0,0,51,51
810000152,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,65,30,0,0,100,0,30,30,0,0,0,0,52,0,0,0,0,0,0,5,0,0,52,52
810000153,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,65,30,0,0,100,0,30,30,0,0,0,0,53,0,0,0,0,0,0,5,0,0,53,53
810000154,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,95,30,0,0,100,0,30,30,0,0,0,0,54,0,0,0,0,0,0,5,0,0,54,54
810000155,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,140,30,0,0,100,0,30,30,0,0,0,0,55,0,0,0,0,0,0,5,0,0,55,55
810000156,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,90,30,0,0,100,0,30,30,0,0,0,0,56,0,0,0,0,0,0,5,0,0,56,56
810000157,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,80,30,0,0,100,0,30,30,0,0,0,0,57,0,0,0,0,0,0,5,0,0,57,57
810000158,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,50,1,0,-60,200,30,0,0,100,0,30,30,0,0,0,0,58,0,0,0,0,0,0,5,0,0,58,58
810000159,1,1,1,50,3,8,4,45,5,30,5,45,5,30,0,0,0,0,0,0,0,0,-350,-20,350,20,-500,-250,500,200,10,20,1,50,1,0,-60,150,30,0,0,100,0,30,30,0,0,0,0,59,0,0,0,0,0,0,5,0,0,59,59
810000160,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,240,30,0,0,100,0,30,30,0,0,0,0,60,0,0,0,0,0,0,5,0,0,60,60
810000161,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,100,30,0,0,100,0,30,30,0,0,0,0,61,0,0,0,0,0,0,5,0,0,61,61
810000162,1,0,1,50,10,15,4,40,5,15,5,40,5,15,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,0,0,0,0,0,100,0,30,30,0,0,0,0,62,0,0,0,0,0,0,5,0,0,62,62
810000163,1,0,1,50,10,15,4,40,5,15,5,40,5,15,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,0,0,0,0,0,100,0,30,30,0,0,0,0,63,0,0,0,0,0,0,5,0,0,63,63
810000164,1,1,25,100,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-20,100,20,-500,-250,500,200,10,20,1,30,1,0,-60,180,30,0,0,100,0,30,30,0,0,0,0,64,0,0,0,0,0,0,5,0,0,64,64
810000165,11,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-100,300,200,-500,-250,500,200,10,20,5,30,5,0,0,70,1,0,0,100,0,30,30,0,0,0,0,65,0,0,0,0,0,0,5,0,0,65,65
810000166,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,110,30,0,0,100,0,30,30,0,0,0,0,66,0,0,0,0,0,0,5,0,0,66,66
810000167,1,1,25,100,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,230,30,0,0,100,0,30,30,100,0,10,20,67,0,0,0,0,0,0,5,0,0,67,67
810000168,11,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-100,300,200,-500,-250,500,200,10,20,5,30,5,0,0,55,1,0,0,100,0,30,30,0,0,0,0,68,0,0,0,0,0,0,5,0,0,68,68
810000169,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,70,30,0,0,100,0,30,30,0,0,0,0,69,0,0,0,0,0,0,5,0,0,69,69
810000170,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,90,30,0,0,100,0,30,30,0,0,0,0,70,0,0,0,0,0,0,5,0,0,70,70
810000171,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-100,300,100,-500,-250,500,200,10,20,5,30,5,0,-60,90,30,0,0,100,0,30,30,0,0,0,0,71,0,0,0,0,0,0,5,0,0,71,71
810000172,11,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-100,300,200,-500,-250,500,200,10,20,5,30,5,0,0,60,1,0,0,100,0,30,30,0,0,0,0,72,0,0,0,0,0,0,5,0,0,72,72
810000173,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,130,30,0,0,100,0,30,30,0,0,0,0,73,0,0,0,0,0,0,5,0,0,73,73
810000174,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,110,30,0,0,100,0,30,30,0,0,0,0,74,0,0,0,0,0,0,5,0,0,74,74
810000175,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,65,30,0,0,100,0,30,30,0,0,0,0,75,0,0,0,0,0,0,5,0,0,75,75
810000176,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,210,30,0,0,100,0,30,30,0,0,0,0,76,0,0,0,0,0,0,5,0,0,76,76
810000177,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,45,30,0,0,100,0,30,30,0,0,0,0,77,0,0,0,0,0,0,5,0,0,77,77
810000178,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,90,30,0,0,100,0,30,30,0,0,0,0,78,0,0,0,0,0,0,5,0,0,78,78
810000179,1,0,1,40,10,15,4,40,10,15,5,40,10,15,6,30,3,4,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,0,0,0,0,0,100,0,30,30,0,0,0,0,79,0,0,0,0,0,0,5,0,0,79,79
810000180,1,1,1,50,3,8,4,45,5,30,5,45,5,30,0,0,0,0,0,0,0,0,-350,-20,350,20,-500,-250,500,200,10,20,1,50,1,0,-130,150,30,0,0,100,0,30,30,0,0,0,0,80,0,0,0,0,0,0,5,0,0,80,80
810000181,1,1,1,50,8,15,4,45,5,30,5,45,5,30,0,0,0,0,0,0,0,0,-350,-20,350,20,-500,-250,500,200,10,20,1,50,1,0,-130,150,30,0,0,100,0,30,30,0,0,0,0,81,0,0,0,0,0,0,5,0,0,81,81
810000182,1,1,1,50,8,15,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,50,1,0,-60,170,30,0,0,100,0,30,30,0,0,0,0,82,0,0,0,0,0,0,5,0,0,82,82
810000183,1,1,1,50,3,8,4,45,5,30,5,45,5,30,0,0,0,0,0,0,0,0,-350,-20,350,20,-500,-250,500,200,10,20,1,50,1,0,-130,100,30,0,0,100,0,30,30,0,0,0,0,83,0,0,0,0,0,0,5,0,0,83,83
810000184,1,1,1,50,3,8,4,45,5,30,5,45,5,30,0,0,0,0,0,0,0,0,-350,-20,350,20,-500,-250,500,200,10,20,1,50,1,0,-60,120,30,0,0,100,0,30,30,0,0,0,0,84,0,0,0,0,0,0,5,0,0,84,84
810000185,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,70,30,0,0,100,0,30,30,0,0,0,0,85,0,0,0,0,0,0,5,0,0,85,85
810000186,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,70,30,0,0,100,0,30,30,0,0,0,0,86,0,0,0,0,0,0,5,0,0,86,86
810000187,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,70,30,0,0,100,0,30,30,0,0,0,0,87,0,0,0,0,0,0,5,0,0,87,87
810000188,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,70,30,0,0,20,80,30,30,0,0,0,0,88,0,0,0,0,0,0,5,0,0,88,88
810000189,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,70,30,0,0,100,0,30,30,0,0,0,0,89,0,0,0,0,0,0,5,0,0,89,89
810000190,1,1,25,100,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,-20,250,20,-500,-100,500,100,10,20,1,30,1,0,-60,150,30,0,0,100,0,30,30,0,0,0,0,90,0,0,0,0,0,0,5,0,0,90,90
810000191,1,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-20,300,20,-500,-250,500,200,10,20,1,30,1,0,-60,80,30,0,0,100,0,30,30,0,0,0,0,91,0,0,0,0,0,0,5,0,0,91,91
810000192,1,1,25,100,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,-20,250,20,-500,-100,500,100,10,20,1,30,1,0,-60,150,30,0,0,100,0,30,30,0,0,0,0,92,0,0,0,0,0,0,5,0,0,92,92
810000193,1,1,25,100,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,-20,250,20,-500,-100,500,100,10,20,1,30,1,0,-60,150,30,0,0,100,0,30,30,0,0,0,0,93,0,0,0,0,0,0,5,0,0,93,93
810000194,1,1,25,100,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,-20,250,20,-500,-100,500,100,10,20,1,30,1,0,-60,150,30,0,0,100,0,30,30,0,0,0,0,94,0,0,0,0,0,0,5,0,0,94,94
810000195,11,1,1,50,10,25,4,40,5,30,5,40,5,30,0,0,0,0,0,0,0,0,-300,-130,300,130,-500,-250,500,200,10,20,5,30,5,0,0,70,1,0,0,100,0,30,30,0,0,0,0,95,0,0,0,0,0,0,5,0,0,95,95
