ID,_STAND,_MOVE,_JUMP_UP,_JUMP_FALL,_JUMP_LAND,_RUN,_RUN_STOP,_ROPE_STOP,_ROPE_MOVE_UP,_ROPE_MOVE_DOWN,_LADDER_STOP,_LADDER_MOVE_UP,_LADDER_MOVE_DOWN,_CABLE_STOP,_CABLE_MOVE,_NORMAL_ATTACK01,_NORMAL_ATTACK02,_NORMAL_ATTACK03,_HEAVY_ATTACK01,_HEAVY_ATTACK02,_JUMP_NORMAL_ATTACK,_JUMP_HEAVY_ATTACK,_GUARD,_NORMAL_DAMAGE,_CRITICAL_DAMAGE,_DOWN,_DOWN_STAND,_STUN,_DEATH,_ITEM_GAIN,_ITEM_GAIN_STAND_UP,_SIT_DOWN,_SIT_DOWN_WAIT,_STAND_UP,_SIT_DOWN_CHAIR,_SIT_DOWN_WAIT_CHAIR,_STAND_UP_CHAIR,_GUARD_DAMAGE,_DEATH_STAND,_NORMAL_ATTACK04,_NORMAL_ATTACK05,_NORMAL_ATTACK06,_NORMAL_ATTACK07,_NORMAL_ATTACK08,_NORMAL_ATTACK09,_NORMAL_ATTACK10,_HEAVY_ATTACK03,_HEAVY_ATTACK04,_HEAVY_ATTACK05,_HEAVY_ATTACK06,_HEAVY_ATTACK07,_HEAVY_ATTACK08,_HEAVY_ATTACK09,_HEAVY_ATTACK10,_ENCHANT_PROGRESS,_ENCHANT_SUCCESS,_ENCHANT_FAILURE,_STORE01,_STORE02,_STORE03,_STORE04,_STORE05,_DOUBLE_JUMP_UP,_DOUBLE_JUMP_FALL,_DOUBLE_JUMP_LAND,_NORMAL_DAMAGE02,_NORMAL_DAMAGE03,_NORMAL_DAMAGE04,_NORMAL_DAMAGE05,_SLEEP,LIGHT_ATTACK01,LIGHT_ATTACK02,LIGHT_ATTACK03,LIGHT_ATTACK04,LIGHT_ATTACK05,LIGHT_ATTACK06,LIGHT_ATTACK07,LIGHT_ATTACK08,LIGHT_ATTACK09,LIGHT_ATTACK10,STRONG_ATTACK01,STRONG_ATTACK02,STRONG_ATTACK03,STRONG_ATTACK04,STRONG_ATTACK05,STRONG_ATTACK06,STRONG_ATTACK07,STRONG_ATTACK08,STRONG_ATTACK09,STRONG_ATTACK10,JUMP_LIGHT_ATTACK01,JUMP_STRONG_ATTACK01,FISHING_THROW,FISHING_WAIT,FISHING_STAND,_FREEZE
720,981_01_STAND,981_01_MOVE,981_01_JUMP_UP,981_01_JUMP_FALL,,981_01_RUN,981_01_RUN_STOP,981_01_ROPE_MOVE_STOP,981_01_ROPE_MOVE_UP,981_01_ROPE_MOVE_DOWN,981_01_LADDER_MOVE_STOP,981_01_LADDER_MOVE_UP,981_01_LADDER_MOVE_DOWN,981_01_CABLE_STOP,981_01_CABLE_MOVE,981_02_ATTACK_A_01,981_02_ATTACK_A_02,981_02_ATTACK_A_03,981_02_ATTACK_B_01,981_02_ATTACK_B_02,981_02_ATTACK_JUMP_A,981_02_ATTACK_JUMP_B,981_03_GUARD,981_03_DAMAGE,981_03_CRITICAL_DAMAGE,981_03_DOWN,981_03_DOWN_STAND,981_03_STUN,981_04_DEATH,981_01_ITEM_GAIN,981_01_ITEM_GAIN_STAND_UP,981_01_SIT_DOWN,981_01_SIT_DOWN_WAIT,981_01_SIT_DOWN_STAND_UP.FXG,981_01_STAND,981_01_STAND,981_01_STAND,981_03_DAMAGE,981_04_DEATH_STAND,981_02_ATTACK_A_04,,,,,,981_02_ATTACK_C_01,981_02_ATTACK_B_03,981_02_ATTACK_B_04,981_02_ATTACK_B_05,981_02_ATTACK_B_06,981_02_ATTACK_B_07,,,981_02_ATTACK_C_01,380_01_enchant,380_01_enchant_success,380_01_enchant_fail,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE2,021_13_01_STORE2,,,,981_03_DAMAGE,981_03_DAMAGE,981_03_DAMAGE,981_03_DAMAGE,981_01_STAND,,,,,,,,,,,,,,,,,,,,,,,,,,021_03_03_FREEZE
730,073_01_STAND,073_01_MOVE,073_01_JUMP_UP,073_01_JUMP_FALL,,073_01_RUN,073_01_RUN_STOP,073_01_ROPE_MOVE_STOP,073_01_ROPE_MOVE_UP,073_01_ROPE_MOVE_DOWN,073_01_LADDER_MOVE_STOP,073_01_LADDER_MOVE_UP,073_01_LADDER_MOVE_DOWN,073_01_CABLE_STOP,073_01_CABLE_MOVE,,,,,,,,010_06_01_GUARD,073_03_DAMAGE,073_03_CRITICAL_DAMAGE,010_07_03_DOWN,010_07_04_DOWN_STAND,021_03_03_STUN,010_08_01_DEATH,021_02_01_ITEM_GAIN,021_02_02_ITEM_GAIN_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,010_06_02_GUARD_DAMAGE,010_01_01_STAND,,,,,,,,,,,,,,,,021_12_01_ENCHANT,021_12_01_ENCHANT_SUCCESS,021_12_01_ENCHANT_FAIL,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE2,021_13_01_STORE2,,,,073_03_DAMAGE,073_03_DAMAGE,073_03_DAMAGE,073_03_DAMAGE,021_03_03_SLEEP,,,,,,,,,,,,,,,,,,,,,,,,,,021_03_03_FREEZE
740,074_01_STAND,074_01_MOVE,074_01_JUMP_UP,074_01_JUMP_FALL,,074_01_RUN,074_01_RUN_STOP,074_01_ROPE_MOVE_STOP,074_01_ROPE_MOVE_UP,074_01_ROPE_MOVE_DOWN,074_01_LADDER_MOVE_STOP,074_01_LADDER_MOVE_UP,074_01_LADDER_MOVE_DOWN,074_01_CABLE_STOP,074_01_CABLE_MOVE,,,,,,,,010_06_01_GUARD,074_01_DAMAGE,074_01_CRITICAL_DAMAGE,010_07_03_DOWN,010_07_04_DOWN_STAND,021_03_03_STUN,010_08_01_DEATH,021_02_01_ITEM_GAIN,021_02_02_ITEM_GAIN_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,010_06_02_GUARD_DAMAGE,010_01_01_STAND,,,,,,,,,,,,,,,,021_12_01_ENCHANT,021_12_01_ENCHANT_SUCCESS,021_12_01_ENCHANT_FAIL,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE2,021_13_01_STORE2,,,,074_01_DAMAGE,074_01_DAMAGE,074_01_DAMAGE,074_01_DAMAGE,021_03_03_SLEEP,,,,,,,,,,,,,,,,,,,,,,,,,,021_03_03_FREEZE
750,860_02_STAND,860_01_MOVE,860_01_JUMP_UP,860_01_JUMP_FALL,,860_01_RUN,860_01_RUN_STOP,860_01_ROPE_STOP,860_01_ROPE_MOVE_UP,860_01_ROPE_MOVE_DOWN,860_01_LADDER_STOP,860_01_LADDER_MOVE_UP,860_01_LADDER_MOVE_DOWN,860_01_CABLE_STOP,860_01_CABLE_MOVE,860_02_ATTACK_A_01,860_02_ATTACK_A_02,,860_02_ATTACK_B_01,,860_02_ATTACK_JUMP,860_02_ATTACK_JUMP,860_03_GUARD,860_03_DAMAGE,860_03_CRITICAL_DAMAGE,860_03_DOWN,860_03_DOWN_STAND,021_03_03_STUN,860_04_DEATH,021_02_01_ITEM_GAIN,021_02_02_ITEM_GAIN_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,860_03_GUARD_DAMAGE,860_04_DEATH_STAND,,,,,,,860_02_ATTACK_C_01,,,,,,,,860_02_ATTACK_C_01,021_12_01_ENCHANT,021_12_01_ENCHANT_SUCCESS,021_12_01_ENCHANT_FAIL,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE2,021_13_01_STORE2,,,,860_03_DAMAGE,860_03_DAMAGE,860_03_DAMAGE,860_03_DAMAGE,021_03_03_SLEEP,,,,,,,,,,,,,,,,,,,,,,,,,,021_03_03_FREEZE
760,983_01_STAND,983_01_MOVE,983_01_JUMP_UP,983_01_JUMP_FALL,,983_01_RUN,983_01_RUN_STOP,983_01_ROPE_MOVE_STOP,983_01_ROPE_MOVE_UP,983_01_ROPE_MOVE_DOWN,983_01_LADDER_MOVE_STOP,983_01_LADDER_MOVE_UP,983_01_LADDER_MOVE_DOWN,983_01_CABLE_STOP,983_01_CABLE_MOVE,983_02_ATTACK_A_01,983_02_ATTACK_A_02,983_02_ATTACK_A_01,983_02_ATTACK_B_01,983_02_ATTACK_B_02,983_02_ATTACK_JUMP_A,983_02_ATTACK_JUMP_A,983_03_GUARD,983_03_DAMAGE,983_03_CRITICAL_DAMAGE,983_03_DOWN,983_03_DOWN_STAND,983_03_STUN,983_04_DEATH,983_01_ITEM_GAIN,983_01_ITEM_GAIN_STAND_UP,983_01_SIT_DOWN,983_01_SIT_DOWN_WAIT,983_01_SIT_DOWN_STAND_UP,983_01_STAND,983_01_STAND,983_01_STAND,983_03_DAMAGE,983_04_DEATH_STAND,983_02_ATTACK_A_03,,,,,,983_02_ATTACK_C_01,983_02_ATTACK_B_03,983_02_ATTACK_B_03,,,,,,983_02_ATTACK_C_01,380_01_enchant,380_01_enchant_success,380_01_enchant_fail,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE2,021_13_01_STORE2,,,,983_03_DAMAGE,983_03_DAMAGE,983_03_DAMAGE,983_03_DAMAGE,983_01_STAND,,,,,,,,,,,,,,,,,,,,,,,,,,021_03_03_FREEZE
770,077_01_STAND,077_01_MOVE,077_01_JUMP_UP,077_01_JUMP_FALL,,077_01_RUN,077_01_RUN_STOP,077_01_ROPE_STOP,077_01_ROPE_MOVE_UP,077_01_ROPE_MOVE_DOWN,077_01_LADDER_STOP,077_01_LADDER_MOVE_UP,077_01_LADDER_MOVE_DOWN,077_01_CABLE_STOP,077_01_CABLE_MOVE,,,,,,,,010_06_01_GUARD,077_01_DAMAGE,077_01_CRITICAL_DAMAGE,010_07_03_DOWN,010_07_04_DOWN_STAND,021_03_03_STUN,010_08_01_DEATH,021_02_01_ITEM_GAIN,021_02_02_ITEM_GAIN_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,010_06_02_GUARD_DAMAGE,010_01_01_STAND,,,,,,,,,,,,,,,,021_12_01_ENCHANT,021_12_01_ENCHANT_SUCCESS,021_12_01_ENCHANT_FAIL,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE2,021_13_01_STORE2,,,,077_01_DAMAGE,077_01_DAMAGE,077_01_DAMAGE,077_01_DAMAGE,021_03_03_SLEEP,,,,,,,,,,,,,,,,,,,,,,,,,,021_03_03_FREEZE
780,078_01_STAND,078_01_MOVE,078_01_JUMP_UP,078_01_JUMP_FALL,,078_01_RUN,078_01_RUN_STOP,078_01_ROPE_STOP,078_01_ROPE_UP,078_01_ROPE_DOWN,078_01_LADDER_MOVE_STOP,078_01_LADDER_MOVE_UP,078_01_LADDER_MOVE_DOWN,078_01_CABLE_STOP,078_01_CABLE_MOVE,,,,,,,,010_06_01_GUARD,078_03_DAMAGE,078_03_CRITICAL_DAMAGE,010_07_03_DOWN,010_07_04_DOWN_STAND,021_03_03_STUN,010_08_01_DEATH,021_02_01_ITEM_GAIN,021_02_02_ITEM_GAIN_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,010_06_02_GUARD_DAMAGE,010_01_01_STAND,,,,,,,,,,,,,,,,021_12_01_ENCHANT,021_12_01_ENCHANT_SUCCESS,021_12_01_ENCHANT_FAIL,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE2,021_13_01_STORE2,,,,078_03_DAMAGE,078_03_DAMAGE,078_03_DAMAGE,078_03_DAMAGE,021_03_03_SLEEP,,,,,,,,,,,,,,,,,,,,,,,,,,021_03_03_FREEZE
790,076_STAND,076_MOVE,076_JUMP_UP,076_JUMP_FALL,,076_RUN,076_01_RUN_STOP,076_ROPE_MOVE_STOP,076_ROPE_MOVE_UP,076_ROPE_MOVE_DOWN,076_LADDER_MOVE_STOP,076_LADDER_MOVE_UP,076_LADDER_MOVE_DOWN,076_CABLE_STOP,076_CABLE_MOVE,,,,,,,,010_06_01_GUARD,076_DAMAGE,076_CRITICAL_DAMAGE,010_07_03_DOWN,010_07_04_DOWN_STAND,021_03_03_STUN,010_08_01_DEATH,021_02_01_ITEM_GAIN,021_02_02_ITEM_GAIN_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,010_06_02_GUARD_DAMAGE,010_01_01_STAND,,,,,,,,,,,,,,,,021_12_01_ENCHANT,021_12_01_ENCHANT_SUCCESS,021_12_01_ENCHANT_FAIL,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE2,021_13_01_STORE2,,,,076_DAMAGE,076_DAMAGE,076_DAMAGE,076_DAMAGE,021_03_03_SLEEP,,,,,,,,,,,,,,,,,,,,,,,,,,021_03_03_FREEZE
800,870_01_STAND_01,870_01_MOVE,870_01_JUMP_UP,870_01_JUMP_FALL,,870_01_RUN,860_01_RUN_STOP,870_01_ROPE_STOP,870_01_ROPE_MOVE_UP,870_01_ROPE_MOVE_DOWN,870_01_LADDER_STOP,870_01_LADDER_MOVE_UP,870_01_LADDER_MOVE_DOWN,870_01_CABLE_STOP,870_01_CABLE_MOVE,870_02_ATTACK_A_01,870_02_ATTACK_A_02,,870_02_ATTACK_B_01,,870_02_ATTACK_JUMP,870_02_ATTACK_JUMP,870_03_GUARD,870_03_DAMAGE,870_03_CRITICAL_DAMAGE,870_03_DOWN,870_03_DOWN_STAND,021_03_03_STUN,870_04_DEATH,021_02_01_ITEM_GAIN,021_02_02_ITEM_GAIN_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,870_03_GUARD_DAMAGE,870_04_DEATH_STAND,,,,,,,870_02_ATTACK_C_01,,,,,,,,870_02_ATTACK_C_01,021_12_01_ENCHANT,021_12_01_ENCHANT_SUCCESS,021_12_01_ENCHANT_FAIL,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE2,021_13_01_STORE2,,,,870_03_DAMAGE,870_03_DAMAGE,870_03_DAMAGE,870_03_DAMAGE,021_03_03_SLEEP,,,,,,,,,,,,,,,,,,,,,,,,,,021_03_03_FREEZE
810,079_01_STAND,079_01_MOVE,079_01_JUMP_UP,079_01_JUMP_FALL,,079_01_RUN,079_01_RUN_STOP,079_01_ROPE_MOVE_STOP,079_01_ROPE_MOVE_UP,079_01_ROPE_MOVE_DOWN,079_01_LADDER_MOVE_STOP,079_01_LADDER_MOVE_UP,079_01_LADDER_MOVE_DOWN,079_01_CABLE_STOP,079_01_CABLE_MOVE,,,,,,,,010_06_01_GUARD,079_01_DAMAGE,079_01_CRITICAL_DAMAGE,010_07_03_DOWN,010_07_04_DOWN_STAND,021_03_03_STUN,010_08_01_DEATH,021_02_01_ITEM_GAIN,021_02_02_ITEM_GAIN_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,010_06_02_GUARD_DAMAGE,010_01_01_STAND,,,,,,,,,,,,,,,,021_12_01_ENCHANT,021_12_01_ENCHANT_SUCCESS,021_12_01_ENCHANT_FAIL,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE2,021_13_01_STORE2,,,,079_01_DAMAGE,079_01_DAMAGE,079_01_DAMAGE,079_01_DAMAGE,021_03_03_SLEEP,,,,,,,,,,,,,,,,,,,,,,,,,,021_03_03_FREEZE
820,080_01_STAND,080_01_MOVE,080_01_JUMP_UP,080_01_JUMP_FALL,,080_01_RUN,080_01_RUN_STOP,080_01_ROPE_MOVE_STOP,080_01_ROPE_MOVE_UP,080_01_ROPE_MOVE_DOWN,080_01_LADDER_MOVE_STOP,080_01_LADDER_MOVE_UP,080_01_LADDER_MOVE_DOWN,080_01_CABLE_STOP,080_01_CABLE_MOVE,,,,,,,,010_06_01_GUARD,080_01_DAMAGE,080_01_CRITICAL_DAMAGE,010_07_03_DOWN,010_07_04_DOWN_STAND,021_03_03_STUN,010_08_01_DEATH,021_02_01_ITEM_GAIN,021_02_02_ITEM_GAIN_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,010_06_02_GUARD_DAMAGE,010_01_01_STAND,,,,,,,,,,,,,,,,021_12_01_ENCHANT,021_12_01_ENCHANT_SUCCESS,021_12_01_ENCHANT_FAIL,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE2,021_13_01_STORE2,,,,080_01_DAMAGE,080_01_DAMAGE,080_01_DAMAGE,080_01_DAMAGE,021_03_03_SLEEP,,,,,,,,,,,,,,,,,,,,,,,,,,021_03_03_FREEZE
830,081_01_STAND,081_01_MOVE,081_01_JUMP_UP,081_01_JUMP_FALL,,081_01_RUN,081_01_RUN_STOP,081_01_ROPE_MOVE_STOP,081_01_ROPE_MOVE_UP,081_01_ROPE_MOVE_DOWN,081_01_LADDER_MOVE_STOP,081_01_LADDER_MOVE_UP,081_01_LADDER_MOVE_DOWN,081_01_CABLE_STOP,081_01_CABLE_MOVE,,,,,,,,010_06_01_GUARD,081_01_DAMAGE,081_01_CRITICAL_DAMAGE,010_07_03_DOWN,010_07_04_DOWN_STAND,021_03_03_STUN,010_08_01_DEATH,021_02_01_ITEM_GAIN,021_02_02_ITEM_GAIN_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,010_06_02_GUARD_DAMAGE,010_01_01_STAND,,,,,,,,,,,,,,,,021_12_01_ENCHANT,021_12_01_ENCHANT_SUCCESS,021_12_01_ENCHANT_FAIL,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE2,021_13_01_STORE2,,,,081_01_DAMAGE,081_01_DAMAGE,081_01_DAMAGE,081_01_DAMAGE,021_03_03_SLEEP,,,,,,,,,,,,,,,,,,,,,,,,,,021_03_03_FREEZE
840,082_01_STAND,082_01_MOVE,082_01_JUMP_UP,082_01_JUMP_FALL,,082_01_RUN,082_01_RUN_STOP,082_01_ROPE_MOVE_STOP,082_01_ROPE_MOVE_UP,082_01_ROPE_MOVE_DOWN,082_01_LADDER_MOVE_STOP,082_01_LADDER_MOVE_UP,082_01_LADDER_MOVE_DOWN,082_01_CABLE_STOP,082_01_CABLE_MOVE,,,,,,,,010_06_01_GUARD,082_01_DAMAGE,082_01_CRITICAL_DAMAGE,010_07_03_DOWN,010_07_04_DOWN_STAND,021_03_03_STUN,010_08_01_DEATH,021_02_01_ITEM_GAIN,021_02_02_ITEM_GAIN_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,010_06_02_GUARD_DAMAGE,010_01_01_STAND,,,,,,,,,,,,,,,,021_12_01_ENCHANT,021_12_01_ENCHANT_SUCCESS,021_12_01_ENCHANT_FAIL,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE2,021_13_01_STORE2,,,,082_01_DAMAGE,082_01_DAMAGE,082_01_DAMAGE,082_01_DAMAGE,021_03_03_SLEEP,,,,,,,,,,,,,,,,,,,,,,,,,,021_03_03_FREEZE
841,083_01_STAND,083_01_MOVE,083_01_JUMP_UP,083_01_JUMP_FALL,,083_01_RUN,083_01_RUN_STOP,083_01_ROPE_MOVE_STOP,083_01_ROPE_MOVE_UP,083_01_ROPE_MOVE_DOWN,083_01_LADDER_MOVE_STOP,083_01_LADDER_MOVE_UP,083_01_LADDER_MOVE_DOWN,083_01_CABLE_STOP,083_01_CABLE_MOVE,,,,,,,,010_06_01_GUARD,083_01_DAMAGE,083_01_CRITICAL_DAMAGE,010_07_03_DOWN,010_07_04_DOWN_STAND,021_03_03_STUN,010_08_01_DEATH,021_02_01_ITEM_GAIN,021_02_02_ITEM_GAIN_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,010_06_02_GUARD_DAMAGE,010_01_01_STAND,,,,,,,,,,,,,,,,021_12_01_ENCHANT,021_12_01_ENCHANT_SUCCESS,021_12_01_ENCHANT_FAIL,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE2,021_13_01_STORE2,,,,083_01_DAMAGE,083_01_DAMAGE,083_01_DAMAGE,083_01_DAMAGE,021_03_03_SLEEP,,,,,,,,,,,,,,,,,,,,,,,,,,021_03_03_FREEZE
842,880_01_STAND_01,880_01_MOVE,880_01_JUMP_UP,880_01_JUMP_FALL,,880_01_RUN,860_01_RUN_STOP,880_01_ROPE_STOP,880_01_ROPE_MOVE_UP,880_01_ROPE_MOVE_DOWN,880_01_LADDER_STOP,880_01_LADDER_MOVE_UP,880_01_LADDER_MOVE_DOWN,880_01_CABLE_STOP,880_01_CABLE_MOVE,880_02_ATTACK_A_01,880_02_ATTACK_A_02,,880_02_ATTACK_B_01,,880_02_ATTACK_JUMP,880_02_ATTACK_JUMP,880_03_GUARD,880_03_DAMAGE,880_03_CRITICAL_DAMAGE,880_03_DOWN,880_03_DOWN_STAND,021_03_03_STUN,880_04_DEATH,021_02_01_ITEM_GAIN,021_02_02_ITEM_GAIN_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,880_03_GUARD_DAMAGE,880_04_DEATH_STAND,,,,,,,880_02_ATTACK_C_01,,,,,,,,880_02_ATTACK_C_01,021_12_01_ENCHANT,021_12_01_ENCHANT_SUCCESS,021_12_01_ENCHANT_FAIL,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE2,021_13_01_STORE2,,,,880_03_DAMAGE,880_03_DAMAGE,880_03_DAMAGE,880_03_DAMAGE,021_03_03_SLEEP,,,,,,,,,,,,,,,,,,,,,,,,,,021_03_03_FREEZE
843,984_01_STAND,984_01_MOVE,984_01_JUMP_UP,984_01_JUMP_FALL,,984_01_RUN,984_01_RUN_STOP,984_01_ROPE_MOVE_STOP,984_01_ROPE_MOVE_UP,984_01_ROPE_MOVE_DOWN,984_01_LADDER_MOVE_STOP,984_01_LADDER_MOVE_UP,984_01_LADDER_MOVE_DOWN,984_01_CABLE_STOP,984_01_CABLE_MOVE,984_02_ATTACK_A_02,984_02_ATTACK_A_01,984_02_ATTACK_A_02,984_02_ATTACK_A_03,984_02_ATTACK_B_02,984_02_ATTACK_JUMP_A,984_02_ATTACK_JUMP_A,984_03_GUARD,984_03_DAMAGE,984_03_CRITICAL_DAMAGE,984_03_DOWN,984_03_DOWN_STAND,984_03_STUN,984_04_DEATH,984_01_ITEM_GAIN,984_01_ITEM_GAIN_STAND_UP,984_01_SIT_DOWN,984_01_SIT_DOWN_WAIT,984_01_SIT_DOWN_STAND_UP,984_01_STAND,984_01_STAND,984_01_STAND,984_03_DAMAGE,984_04_DEATH_STAND,984_02_ATTACK_C_01,,,,,,984_02_ATTACK_B_01,984_02_ATTACK_B_02,984_02_ATTACK_B_02,,,,,,984_02_ATTACK_C_01,380_01_enchant,380_01_enchant_success,380_01_enchant_fail,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE2,021_13_01_STORE2,,,,984_03_DAMAGE,984_03_DAMAGE,984_03_DAMAGE,984_03_DAMAGE,984_01_STAND,,,,,,,,,,,,,,,,,,,,,,,,,,021_03_03_FREEZE
844,085_STAND,085_MOVE,085_JUMP_UP,085_JUMP_FALL,,085_RUN,085_RUN_STOP,085_ROPE_MOVE_STOP,085_ROPE_MOVE_UP,085_ROPE_MOVE_DOWN,085_LADDER_MOVE_STOP,085_LADDER_MOVE_UP,085_LADDER_MOVE_DOWN,085_CABLE_STOP,085_CABLE_MOVE,,,,,,,,010_06_01_GUARD,085_DAMAGE,085_CRITICAL_DAMAGE,010_07_03_DOWN,010_07_04_DOWN_STAND,021_03_03_STUN,010_08_01_DEATH,021_02_01_ITEM_GAIN,021_02_02_ITEM_GAIN_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,010_06_02_GUARD_DAMAGE,010_01_01_STAND,,,,,,,,,,,,,,,,021_12_01_ENCHANT,021_12_01_ENCHANT_SUCCESS,021_12_01_ENCHANT_FAIL,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE2,021_13_01_STORE2,,,,085_DAMAGE,085_DAMAGE,085_DAMAGE,085_DAMAGE,021_03_03_SLEEP,,,,,,,,,,,,,,,,,,,,,,,,,,021_03_03_FREEZE
845,087_01_STAND,087_01_MOVE,087_01_JUMP_UP,087_01_JUMP_FALL,,087_01_RUN,087_01_RUN_STOP,087_01_ROPE_MOVE_STOP,087_01_ROPE_MOVE_UP,087_01_ROPE_MOVE_DOWN,087_01_LADDER_MOVE_STOP,087_01_LADDER_MOVE_UP,087_01_LADDER_MOVE_DOWN,087_01_CABLE_STOP,087_01_CABLE_MOVE,,,,,,,,010_06_01_GUARD,087_03_DAMAGE,087_03_CRITICAL_DAMAGE,010_07_03_DOWN,010_07_04_DOWN_STAND,021_03_03_STUN,010_08_01_DEATH,021_02_01_ITEM_GAIN,021_02_02_ITEM_GAIN_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,021_03_01_SIT_DOWN,021_03_02_SIT_DOWN_WAIT,021_03_03_STAND_UP,010_06_02_GUARD_DAMAGE,010_01_01_STAND,,,,,,,,,,,,,,,,021_12_01_ENCHANT,021_12_01_ENCHANT_SUCCESS,021_12_01_ENCHANT_FAIL,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE,021_13_01_STORE2,021_13_01_STORE2,,,,087_03_DAMAGE,087_03_DAMAGE,087_03_DAMAGE,087_03_DAMAGE,021_03_03_SLEEP,,,,,,,,,,,,,,,,,,,,,,,,,,021_03_03_FREEZE
