ID,_Description,_Result,_Main_Item,_Material,_Type
45,嬴晦 換歎檜執(Lv.6),190194905,700100406,190195001,1
46,嬴晦 換歎檜執(Lv.7),190194906,700100407,190195001,1
47,嬴晦 換歎檜執(Lv.8),190194907,700100408,190195001,1
48,嬴晦 換歎檜執(Lv.9),190194908,700100409,190195001,1
49,換歎檜執(Lv.10),190194909,700100410,190195001,1
50,換歎檜執(Lv.11),190194910,700100411,190195001,1
51,換歎檜執(Lv.12),190194911,700100412,190195001,1
52,換歎檜執(Lv.13),190194912,700100413,190195001,1
53,換歎檜執(Lv.14),190194913,700100414,190195001,1
54,換歎檜執(Lv.15),190194914,700100415,190195001,1
55,換歎檜執(Lv.16),190194915,700100416,190195001,1
56,換歎檜執(Lv.17),190194916,700100417,190195001,1
57,換歎檜執(Lv.18),190194917,700100418,190195001,1
58,換歎檜執(Lv.19),190194918,700100419,190195001,1
59,換歎檜執(Lv.20),190194919,700100420,190195001,1
60,窒葆 換歎檜執,190194919,700100421,190195001,1
61,�盛搧鰻� 憲(Lv.2),190194901,700100502,190195001,1
62,�盛搧鰻� 憲(Lv.3),190194902,700100503,190195001,1
63,�盛搧鰻� 憲(Lv.4),190194903,700100504,190195001,1
64,嬴晦 �盛搧鰻�(Lv.5),190194904,700100505,190195001,1
65,嬴晦 �盛搧鰻�(Lv.6),190194905,700100506,190195001,1
66,嬴晦 �盛搧鰻�(Lv.7),190194906,700100507,190195001,1
67,嬴晦 �盛搧鰻�(Lv.8),190194907,700100508,190195001,1
68,嬴晦 �盛搧鰻�(Lv.9),190194908,700100509,190195001,1
69,�盛搧鰻�(Lv.10),190194909,700100510,190195001,1
70,�盛搧鰻�(Lv.11),190194910,700100511,190195001,1
71,�盛搧鰻�(Lv.12),190194911,700100512,190195001,1
72,�盛搧鰻�(Lv.13),190194912,700100513,190195001,1
73,�盛搧鰻�(Lv.14),190194913,700100514,190195001,1
74,�盛搧鰻�(Lv.15),190194914,700100515,190195001,1
75,�盛搧鰻�(Lv.16),190194915,700100516,190195001,1
76,�盛搧鰻�(Lv.17),190194916,700100517,190195001,1
77,�盛搧鰻�(Lv.18),190194917,700100518,190195001,1
78,�盛搧鰻�(Lv.19),190194918,700100519,190195001,1
79,�盛搧鰻�(Lv.20),190194919,700100520,190195001,1
80,窒葆 �盛搧鰻�,190194919,700100521,190195001,1
81,鳶髦檜 憲(Lv.2),190194901,700100602,190195001,1
82,鳶髦檜 憲(Lv.3),190194902,700100603,190195001,1
83,鳶髦檜 憲(Lv.4),190194903,700100604,190195001,1
84,嬴晦 鳶髦檜(Lv.5),190194904,700100605,190195001,1
85,嬴晦 鳶髦檜(Lv.6),190194905,700100606,190195001,1
86,嬴晦 鳶髦檜(Lv.7),190194906,700100607,190195001,1
87,嬴晦 鳶髦檜(Lv.8),190194907,700100608,190195001,1
88,嬴晦 鳶髦檜(Lv.9),190194908,700100609,190195001,1
89,鳶髦檜(Lv.10),190194909,700100610,190195001,1
90,鳶髦檜(Lv.11),190194910,700100611,190195001,1
91,鳶髦檜(Lv.12),190194911,700100612,190195001,1
92,鳶髦檜(Lv.13),190194912,700100613,190195001,1
93,鳶髦檜(Lv.14),190194913,700100614,190195001,1
94,鳶髦檜(Lv.15),190194914,700100615,190195001,1
95,鳶髦檜(Lv.16),190194915,700100616,190195001,1
96,鳶髦檜(Lv.17),190194916,700100617,190195001,1
97,鳶髦檜(Lv.18),190194917,700100618,190195001,1
98,鳶髦檜(Lv.19),190194918,700100619,190195001,1
99,鳶髦檜(Lv.20),190194919,700100620,190195001,1
100,窒葆 鳶髦檜,190194919,700100621,190195001,1
101,傖檜 憲(Lv.2),190194901,700100702,190195001,1
102,傖檜 憲(Lv.3),190194902,700100703,190195001,1
103,傖檜 憲(Lv.4),190194903,700100704,190195001,1
104,嬴晦 傖檜(Lv.5),190194904,700100705,190195001,1
105,嬴晦 傖檜(Lv.6),190194905,700100706,190195001,1
106,嬴晦 傖檜(Lv.7),190194906,700100707,190195001,1
107,嬴晦 傖檜(Lv.8),190194907,700100708,190195001,1
108,嬴晦 傖檜(Lv.9),190194908,700100709,190195001,1
109,傖檜(Lv.10),190194909,700100710,190195001,1
110,傖檜(Lv.11),190194910,700100711,190195001,1
111,傖檜(Lv.12),190194911,700100712,190195001,1
112,傖檜(Lv.13),190194912,700100713,190195001,1
113,傖檜(Lv.14),190194913,700100714,190195001,1
114,傖檜(Lv.15),190194914,700100715,190195001,1
115,傖檜(Lv.16),190194915,700100716,190195001,1
116,傖檜(Lv.17),190194916,700100717,190195001,1
117,傖檜(Lv.18),190194917,700100718,190195001,1
118,傖檜(Lv.19),190194918,700100719,190195001,1
119,傖檜(Lv.20),190194919,700100720,190195001,1
120,窒葆 傖檜,190194919,700100721,190195001,1
121,操操檜 憲(Lv.2),190194901,700100802,190195001,1
122,操操檜 憲(Lv.3),190194902,700100803,190195001,1
123,操操檜 憲(Lv.4),190194903,700100804,190195001,1
124,嬴晦 操操檜(Lv.5),190194904,700100805,190195001,1
125,嬴晦 操操檜(Lv.6),190194905,700100806,190195001,1
126,嬴晦 操操檜(Lv.7),190194906,700100807,190195001,1
127,嬴晦 操操檜(Lv.8),190194907,700100808,190195001,1
128,嬴晦 操操檜(Lv.9),190194908,700100809,190195001,1
129,操操檜(Lv.10),190194909,700100810,190195001,1
130,操操檜(Lv.11),190194910,700100811,190195001,1
131,操操檜(Lv.12),190194911,700100812,190195001,1
132,操操檜(Lv.13),190194912,700100813,190195001,1
133,操操檜(Lv.14),190194913,700100814,190195001,1
134,操操檜(Lv.15),190194914,700100815,190195001,1
135,操操檜(Lv.16),190194915,700100816,190195001,1
136,操操檜(Lv.17),190194916,700100817,190195001,1
137,操操檜(Lv.18),190194917,700100818,190195001,1
138,操操檜(Lv.19),190194918,700100819,190195001,1
139,操操檜(Lv.20),190194919,700100820,190195001,1
140,窒葆 操操檜,190194919,700100821,190195001,1
141,ゃ葬鐘 憲(Lv.2),190194901,700100902,190195001,1
142,ゃ葬鐘 憲(Lv.3),190194902,700100903,190195001,1
143,ゃ葬鐘 憲(Lv.4),190194903,700100904,190195001,1
144,嬴晦 ゃ葬鐘(Lv.5),190194904,700100905,190195001,1
145,嬴晦 ゃ葬鐘(Lv.6),190194905,700100906,190195001,1
146,嬴晦 ゃ葬鐘(Lv.7),190194906,700100907,190195001,1
147,嬴晦 ゃ葬鐘(Lv.8),190194907,700100908,190195001,1
148,嬴晦 ゃ葬鐘(Lv.9),190194908,700100909,190195001,1
149,ゃ葬鐘(Lv.10),190194909,700100910,190195001,1
150,ゃ葬鐘(Lv.11),190194910,700100911,190195001,1
151,ゃ葬鐘(Lv.12),190194911,700100912,190195001,1
152,ゃ葬鐘(Lv.13),190194912,700100913,190195001,1
153,ゃ葬鐘(Lv.14),190194913,700100914,190195001,1
154,ゃ葬鐘(Lv.15),190194914,700100915,190195001,1
155,ゃ葬鐘(Lv.16),190194915,700100916,190195001,1
156,ゃ葬鐘(Lv.17),190194916,700100917,190195001,1
157,ゃ葬鐘(Lv.18),190194917,700100918,190195001,1
158,ゃ葬鐘(Lv.19),190194918,700100919,190195001,1
159,ゃ葬鐘(Lv.20),190194919,700100920,190195001,1
160,窒葆 ゃ葬鐘,190194919,700100921,190195001,1
161,の渦 憲(Lv.2),190194901,700101102,190195001,1
162,の渦 憲(Lv.3),190194902,700101103,190195001,1
163,の渦 憲(Lv.4),190194903,700101104,190195001,1
164,嬴晦 の渦(Lv.5),190194904,700101105,190195001,1
165,嬴晦 の渦(Lv.6),190194905,700101106,190195001,1
166,嬴晦 の渦(Lv.7),190194906,700101107,190195001,1
167,嬴晦 の渦(Lv.8),190194907,700101108,190195001,1
168,嬴晦 の渦(Lv.9),190194908,700101109,190195001,1
169,の渦(Lv.10),190194909,700101110,190195001,1
170,の渦(Lv.11),190194910,700101111,190195001,1
171,の渦(Lv.12),190194911,700101112,190195001,1
172,の渦(Lv.13),190194912,700101113,190195001,1
173,の渦(Lv.14),190194913,700101114,190195001,1
174,の渦(Lv.15),190194914,700101115,190195001,1
175,の渦(Lv.16),190194915,700101116,190195001,1
176,の渦(Lv.17),190194916,700101117,190195001,1
177,の渦(Lv.18),190194917,700101118,190195001,1
178,の渦(Lv.19),190194918,700101119,190195001,1
179,の渦(Lv.20),190194919,700101120,190195001,1
180,窒葆 の渦,190194919,700101121,190195001,1
181,ょ救 憲(Lv.2),190194901,700101002,190195001,1
182,ょ救 憲(Lv.3),190194902,700101003,190195001,1
183,ょ救 憲(Lv.4),190194903,700101004,190195001,1
184,嬴晦 ょ救(Lv.5),190194904,700101005,190195001,1
185,嬴晦 ょ救(Lv.6),190194905,700101006,190195001,1
186,嬴晦 ょ救(Lv.7),190194906,700101007,190195001,1
187,嬴晦 ょ救(Lv.8),190194907,700101008,190195001,1
188,嬴晦 ょ救(Lv.9),190194908,700101009,190195001,1
189,ょ救(Lv.10),190194909,700101010,190195001,1
190,ょ救(Lv.11),190194910,700101011,190195001,1
191,ょ救(Lv.12),190194911,700101012,190195001,1
192,ょ救(Lv.13),190194912,700101013,190195001,1
193,ょ救(Lv.14),190194913,700101014,190195001,1
194,ょ救(Lv.15),190194914,700101015,190195001,1
195,ょ救(Lv.16),190194915,700101016,190195001,1
196,ょ救(Lv.17),190194916,700101017,190195001,1
197,ょ救(Lv.18),190194917,700101018,190195001,1
198,ょ救(Lv.19),190194918,700101019,190195001,1
199,ょ救(Lv.20),190194919,700101020,190195001,1
200,窒葆 ょ救,190194919,700101021,190195001,1
201,楝綰葬饜綠 憲(Lv.2),190194901,700101202,190195001,1
202,楝綰葬饜綠 憲(Lv.3),190194902,700101203,190195001,1
203,楝綰葬饜綠 憲(Lv.4),190194903,700101204,190195001,1
204,嬴晦 楝綰葬饜綠(Lv.5),190194904,700101205,190195001,1
205,嬴晦 楝綰葬饜綠(Lv.6),190194905,700101206,190195001,1
206,嬴晦 楝綰葬饜綠(Lv.7),190194906,700101207,190195001,1
207,嬴晦 楝綰葬饜綠(Lv.8),190194907,700101208,190195001,1
208,嬴晦 楝綰葬饜綠(Lv.9),190194908,700101209,190195001,1
209,楝綰葬饜綠(Lv.10),190194909,700101210,190195001,1
210,楝綰葬饜綠(Lv.11),190194910,700101211,190195001,1
211,楝綰葬饜綠(Lv.12),190194911,700101212,190195001,1
212,楝綰葬饜綠(Lv.13),190194912,700101213,190195001,1
213,楝綰葬饜綠(Lv.14),190194913,700101214,190195001,1
214,楝綰葬饜綠(Lv.15),190194914,700101215,190195001,1
215,楝綰葬饜綠(Lv.16),190194915,700101216,190195001,1
216,楝綰葬饜綠(Lv.17),190194916,700101217,190195001,1
217,楝綰葬饜綠(Lv.18),190194917,700101218,190195001,1
218,楝綰葬饜綠(Lv.19),190194918,700101219,190195001,1
219,楝綰葬饜綠(Lv.20),190194919,700101220,190195001,1
220,窒葆 楝綰葬饜綠,190194919,700101221,190195001,1
221,錶攪葬 憲(Lv.2),190194901,700101302,190195001,1
222,錶攪葬 憲(Lv.3),190194902,700101303,190195001,1
223,錶攪葬 憲(Lv.4),190194903,700101304,190195001,1
224,嬴晦 錶攪葬(Lv.5),190194904,700101305,190195001,1
225,嬴晦 錶攪葬(Lv.6),190194905,700101306,190195001,1
226,嬴晦 錶攪葬(Lv.7),190194906,700101307,190195001,1
227,嬴晦 錶攪葬(Lv.8),190194907,700101308,190195001,1
228,嬴晦 錶攪葬(Lv.9),190194908,700101309,190195001,1
229,錶攪葬(Lv.10),190194909,700101310,190195001,1
230,錶攪葬(Lv.11),190194910,700101311,190195001,1
231,錶攪葬(Lv.12),190194911,700101312,190195001,1
232,錶攪葬(Lv.13),190194912,700101313,190195001,1
233,錶攪葬(Lv.14),190194913,700101314,190195001,1
234,錶攪葬(Lv.15),190194914,700101315,190195001,1
235,錶攪葬(Lv.16),190194915,700101316,190195001,1
236,錶攪葬(Lv.17),190194916,700101317,190195001,1
237,錶攪葬(Lv.18),190194917,700101318,190195001,1
238,錶攪葬(Lv.19),190194918,700101319,190195001,1
239,錶攪葬(Lv.20),190194919,700101320,190195001,1
240,窒葆 錶攪葬,190194919,700101321,190195001,1
241,ん溯蝶じ 憲(Lv.2),190194901,700101402,190195001,1
242,ん溯蝶じ 憲(Lv.3),190194902,700101403,190195001,1
243,ん溯蝶じ 憲(Lv.4),190194903,700101404,190195001,1
244,嬴晦 ん溯蝶じ(Lv.5),190194904,700101405,190195001,1
245,嬴晦 ん溯蝶じ(Lv.6),190194905,700101406,190195001,1
246,嬴晦 ん溯蝶じ(Lv.7),190194906,700101407,190195001,1
247,嬴晦 ん溯蝶じ(Lv.8),190194907,700101408,190195001,1
248,嬴晦 ん溯蝶じ(Lv.9),190194908,700101409,190195001,1
249,ん溯蝶じ(Lv.10),190194909,700101410,190195001,1
250,ん溯蝶じ(Lv.11),190194910,700101411,190195001,1
251,ん溯蝶じ(Lv.12),190194911,700101412,190195001,1
252,ん溯蝶じ(Lv.13),190194912,700101413,190195001,1
253,ん溯蝶じ(Lv.14),190194913,700101414,190195001,1
254,ん溯蝶じ(Lv.15),190194914,700101415,190195001,1
255,ん溯蝶じ(Lv.16),190194915,700101416,190195001,1
256,ん溯蝶じ(Lv.17),190194916,700101417,190195001,1
257,ん溯蝶じ(Lv.18),190194917,700101418,190195001,1
258,ん溯蝶じ(Lv.19),190194918,700101419,190195001,1
259,ん溯蝶じ(Lv.20),190194919,700101420,190195001,1
260,窒葆 ん溯蝶じ,190194919,700101421,190195001,1
261,囀囀 憲(Lv.2),190194901,700101502,190195001,1
262,囀囀 憲(Lv.3),190194902,700101503,190195001,1
263,囀囀 憲(Lv.4),190194903,700101504,190195001,1
264,嬴晦 囀囀(Lv.5),190194904,700101505,190195001,1
265,嬴晦 囀囀(Lv.6),190194905,700101506,190195001,1
266,嬴晦 囀囀(Lv.7),190194906,700101507,190195001,1
267,嬴晦 囀囀(Lv.8),190194907,700101508,190195001,1
268,嬴晦 囀囀(Lv.9),190194908,700101509,190195001,1
269,囀囀(Lv.10),190194909,700101510,190195001,1
270,囀囀(Lv.11),190194910,700101511,190195001,1
271,囀囀(Lv.12),190194911,700101512,190195001,1
272,囀囀(Lv.13),190194912,700101513,190195001,1
273,囀囀(Lv.14),190194913,700101514,190195001,1
274,囀囀(Lv.15),190194914,700101515,190195001,1
275,囀囀(Lv.16),190194915,700101516,190195001,1
276,囀囀(Lv.17),190194916,700101517,190195001,1
277,囀囀(Lv.18),190194917,700101518,190195001,1
278,囀囀(Lv.19),190194918,700101519,190195001,1
279,囀囀(Lv.20),190194919,700101520,190195001,1
280,窒葆 囀囀,190194919,700101521,190195001,1
281,瓣惜煎瑪 憲(Lv.2),190194901,700101602,190195001,1
282,瓣惜煎瑪 憲(Lv.3),190194902,700101603,190195001,1
283,瓣惜煎瑪 憲(Lv.4),190194903,700101604,190195001,1
284,瓣惜煎瑪 1��(Lv.5),190194904,700101605,190195001,1
285,錨給檜 憲(Lv.2),190194901,700101702,190195001,1
286,錨給檜 憲(Lv.3),190194902,700101703,190195001,1
287,錨給檜 憲(Lv.4),190194903,700101704,190195001,1
288,嬴晦 錨給檜(Lv.5),190194904,700101705,190195001,1
289,嬴晦 錨給檜(Lv.6),190194905,700101706,190195001,1
290,嬴晦 錨給檜(Lv.7),190194906,700101707,190195001,1
291,嬴晦 錨給檜(Lv.8),190194907,700101708,190195001,1
292,嬴晦 錨給檜(Lv.9),190194908,700101709,190195001,1
293,錨給檜(Lv.10),190194909,700101710,190195001,1
294,錨給檜(Lv.11),190194910,700101711,190195001,1
295,錨給檜(Lv.12),190194911,700101712,190195001,1
296,錨給檜(Lv.13),190194912,700101713,190195001,1
297,錨給檜(Lv.14),190194913,700101714,190195001,1
298,錨給檜(Lv.15),190194914,700101715,190195001,1
299,錨給檜(Lv.16),190194915,700101716,190195001,1
300,錨給檜(Lv.17),190194916,700101717,190195001,1
301,錨給檜(Lv.18),190194917,700101718,190195001,1
302,錨給檜(Lv.19),190194918,700101719,190195001,1
303,錨給檜(Lv.20),190194919,700101720,190195001,1
304,窒葆 錨給檜,190194919,700101721,190195001,1
305,蟾酈 憲(Lv.2),190194901,700101802,190195001,1
306,蟾酈 憲(Lv.3),190194902,700101803,190195001,1
307,蟾酈 憲(Lv.4),190194903,700101804,190195001,1
308,嬴晦 蟾酈(Lv.5),190194904,700101805,190195001,1
309,嬴晦 蟾酈(Lv.6),190194905,700101806,190195001,1
310,嬴晦 蟾酈(Lv.7),190194906,700101807,190195001,1
311,嬴晦 蟾酈(Lv.8),190194907,700101808,190195001,1
312,嬴晦 蟾酈(Lv.9),190194908,700101809,190195001,1
313,蟾酈(Lv.10),190194909,700101810,190195001,1
314,蟾酈(Lv.11),190194910,700101811,190195001,1
315,蟾酈(Lv.12),190194911,700101812,190195001,1
316,蟾酈(Lv.13),190194912,700101813,190195001,1
317,蟾酈(Lv.14),190194913,700101814,190195001,1
318,蟾酈(Lv.15),190194914,700101815,190195001,1
319,蟾酈(Lv.16),190194915,700101816,190195001,1
320,蟾酈(Lv.17),190194916,700101817,190195001,1
321,蟾酈(Lv.18),190194917,700101818,190195001,1
322,蟾酈(Lv.19),190194918,700101819,190195001,1
323,蟾酈(Lv.20),190194919,700101820,190195001,1
324,窒葆 蟾酈,190194919,700101821,190195001,1
325,Щ葬葭 憲(Lv.2),190194901,700101902,190195001,1
326,Щ葬葭 憲(Lv.3),190194902,700101903,190195001,1
327,Щ葬葭 憲(Lv.4),190194903,700101904,190195001,1
328,嬴晦 Щ葬葭(Lv.5),190194904,700101905,190195001,1
329,嬴晦 Щ葬葭(Lv.6),190194905,700101906,190195001,1
330,嬴晦 Щ葬葭(Lv.7),190194906,700101907,190195001,1
331,嬴晦 Щ葬葭(Lv.8),190194907,700101908,190195001,1
332,嬴晦 Щ葬葭(Lv.9),190194908,700101909,190195001,1
333,Щ葬葭(Lv.10),190194909,700101910,190195001,1
334,Щ葬葭(Lv.11),190194910,700101911,190195001,1
335,Щ葬葭(Lv.12),190194911,700101912,190195001,1
336,Щ葬葭(Lv.13),190194912,700101913,190195001,1
337,Щ葬葭(Lv.14),190194913,700101914,190195001,1
338,Щ葬葭(Lv.15),190194914,700101915,190195001,1
339,Щ葬葭(Lv.16),190194915,700101916,190195001,1
340,Щ葬葭(Lv.17),190194916,700101917,190195001,1
341,Щ葬葭(Lv.18),190194917,700101918,190195001,1
342,Щ葬葭(Lv.19),190194918,700101919,190195001,1
343,Щ葬葭(Lv.20),190194919,700101920,190195001,1
344,窒葆 Щ葬葭,190194919,700101921,190195001,1
345,檜漸お 傖檜 憲(Lv.2),190194901,700102002,190195001,1
346,檜漸お 傖檜 憲(Lv.3),190194902,700102003,190195001,1
347,檜漸お 傖檜 憲(Lv.4),190194903,700102004,190195001,1
348,檜漸お 嬴晦 傖檜(Lv.5),190194904,700102005,190195001,1
349,檜漸お 嬴晦 傖檜(Lv.6),190194905,700102006,190195001,1
350,檜漸お 嬴晦 傖檜(Lv.7),190194906,700102007,190195001,1
351,檜漸お 嬴晦 傖檜(Lv.8),190194907,700102008,190195001,1
352,檜漸お 嬴晦 傖檜(Lv.9),190194908,700102009,190195001,1
353,檜漸お 傖檜(Lv.10),190194909,700102010,190195001,1
354,檜漸お 傖檜(Lv.11),190194910,700102011,190195001,1
355,檜漸お 傖檜(Lv.12),190194911,700102012,190195001,1
356,檜漸お 傖檜(Lv.13),190194912,700102013,190195001,1
357,檜漸お 傖檜(Lv.14),190194913,700102014,190195001,1
358,檜漸お 傖檜(Lv.15),190194914,700102015,190195001,1
359,檜漸お 傖檜(Lv.16),190194915,700102016,190195001,1
360,檜漸お 傖檜(Lv.17),190194916,700102017,190195001,1
361,檜漸お 傖檜(Lv.18),190194917,700102018,190195001,1
362,檜漸お 傖檜(Lv.19),190194918,700102019,190195001,1
363,檜漸お 傖檜(Lv.20),190194919,700102020,190195001,1
364,檜漸お 窒葆 傖檜,190194919,700102021,190195001,1
365,蝶嶺縛薨 憲(Lv.2),190194901,700102102,190195001,1
366,蝶嶺縛薨 憲(Lv.3),190194902,700102103,190195001,1
367,蝶嶺縛薨 憲(Lv.4),190194903,700102104,190195001,1
368,嬴晦 蝶嶺縛薨(Lv.5),190194904,700102105,190195001,1
369,嬴晦 蝶嶺縛薨(Lv.6),190194905,700102106,190195001,1
370,嬴晦 蝶嶺縛薨(Lv.7),190194906,700102107,190195001,1
371,嬴晦 蝶嶺縛薨(Lv.8),190194907,700102108,190195001,1
372,嬴晦 蝶嶺縛薨(Lv.9),190194908,700102109,190195001,1
373,蝶嶺縛薨(Lv.10),190194909,700102110,190195001,1
374,蝶嶺縛薨(Lv.11),190194910,700102111,190195001,1
375,蝶嶺縛薨(Lv.12),190194911,700102112,190195001,1
376,蝶嶺縛薨(Lv.13),190194912,700102113,190195001,1
377,蝶嶺縛薨(Lv.14),190194913,700102114,190195001,1
378,蝶嶺縛薨(Lv.15),190194914,700102115,190195001,1
379,蝶嶺縛薨(Lv.16),190194915,700102116,190195001,1
380,蝶嶺縛薨(Lv.17),190194916,700102117,190195001,1
381,蝶嶺縛薨(Lv.18),190194917,700102118,190195001,1
382,蝶嶺縛薨(Lv.19),190194918,700102119,190195001,1
383,蝶嶺縛薨(Lv.20),190194919,700102120,190195001,1
384,窒葆 蝶嶺縛薨,190194919,700102121,190195001,1
385,棻觼等網 憲(Lv.2),190194901,700102202,190195001,1
386,棻觼等網 憲(Lv.3),190194902,700102203,190195001,1
387,棻觼等網 憲(Lv.4),190194903,700102204,190195001,1
388,嬴晦 棻觼等網(Lv.5),190194904,700102205,190195001,1
389,嬴晦 棻觼等網(Lv.6),190194905,700102206,190195001,1
390,嬴晦 棻觼等網(Lv.7),190194906,700102207,190195001,1
391,嬴晦 棻觼等網(Lv.8),190194907,700102208,190195001,1
392,嬴晦 棻觼等網(Lv.9),190194908,700102209,190195001,1
393,棻觼等網(Lv.10),190194909,700102210,190195001,1
394,棻觼等網(Lv.11),190194910,700102211,190195001,1
395,棻觼等網(Lv.12),190194911,700102212,190195001,1
396,棻觼等網(Lv.13),190194912,700102213,190195001,1
397,棻觼等網(Lv.14),190194913,700102214,190195001,1
398,棻觼等網(Lv.15),190194914,700102215,190195001,1
399,棻觼等網(Lv.16),190194915,700102216,190195001,1
400,棻觼等網(Lv.17),190194916,700102217,190195001,1
401,棻觼等網(Lv.18),190194917,700102218,190195001,1
402,棻觼等網(Lv.19),190194918,700102219,190195001,1
403,棻觼等網(Lv.20),190194919,700102220,190195001,1
404,窒葆 棻觼等網,190194919,700102221,190195001,1
405,匯爾の渦 憲(Lv.2),190194901,700102302,190195001,1
406,匯爾の渦 憲(Lv.3),190194902,700102303,190195001,1
407,匯爾の渦 憲(Lv.4),190194903,700102304,190195001,1
408,嬴晦 匯爾の渦(Lv.5),190194904,700102305,190195001,1
409,嬴晦 匯爾の渦(Lv.6),190194905,700102306,190195001,1
410,嬴晦 匯爾の渦(Lv.7),190194906,700102307,190195001,1
411,嬴晦 匯爾の渦(Lv.8),190194907,700102308,190195001,1
412,嬴晦 匯爾の渦(Lv.9),190194908,700102309,190195001,1
413,匯爾の渦(Lv.10),190194909,700102310,190195001,1
414,匯爾の渦(Lv.11),190194910,700102311,190195001,1
415,匯爾の渦(Lv.12),190194911,700102312,190195001,1
416,匯爾の渦(Lv.13),190194912,700102313,190195001,1
417,匯爾の渦(Lv.14),190194913,700102314,190195001,1
418,匯爾の渦(Lv.15),190194914,700102315,190195001,1
419,匯爾の渦(Lv.16),190194915,700102316,190195001,1
420,匯爾の渦(Lv.17),190194916,700102317,190195001,1
421,匯爾の渦(Lv.18),190194917,700102318,190195001,1
422,匯爾の渦(Lv.19),190194918,700102319,190195001,1
423,匯爾の渦(Lv.20),190194919,700102320,190195001,1
424,窒葆 匯爾の渦,190194919,700102321,190195001,1
425,掘嘐�� 憲(Lv.2),190194901,700102402,190195001,1
426,掘嘐�� 憲(Lv.3),190194902,700102403,190195001,1
427,掘嘐�� 憲(Lv.4),190194903,700102404,190195001,1
428,嬴晦 掘嘐��(Lv.5),190194904,700102405,190195001,1
429,嬴晦 掘嘐��(Lv.6),190194905,700102406,190195001,1
430,嬴晦 掘嘐��(Lv.7),190194906,700102407,190195001,1
431,嬴晦 掘嘐��(Lv.8),190194907,700102408,190195001,1
432,嬴晦 掘嘐��(Lv.9),190194908,700102409,190195001,1
433,掘嘐��(Lv.10),190194909,700102410,190195001,1
434,掘嘐��(Lv.11),190194910,700102411,190195001,1
435,掘嘐��(Lv.12),190194911,700102412,190195001,1
436,掘嘐��(Lv.13),190194912,700102413,190195001,1
437,掘嘐��(Lv.14),190194913,700102414,190195001,1
438,掘嘐��(Lv.15),190194914,700102415,190195001,1
