ID,_Description,_inventory1,_inventorycount1,_inventory2,_inventorycount2,_inventory3,_inventorycount3,_inventory4,_inventorycount4,_inventory5,_inventorycount5,_Consumption_ITEMID1-1,_Consumption_ITEMCount1-1,_Consumption_ITEMID1-2,_Consumption_ITEMCount1-2,_Error_Message1-1,_Error_Type1-1,_Error_Message1-2,_Error_Type1-2,_Consumption_ITEMID2-1,_Consumption_ITEMCount2-1,_Consumption_ITEMID2-2,_Consumption_ITEMCount2-2,_Error_Message2-1,_Error_Type2-1,_Error_Message2-2,_Error_Type2-2,_Consumption_ITEMID3-1,_Consumption_ITEMCount3-1,_Consumption_ITEMID3-2,_Consumption_ITEMCount3-2,_Error_Message3-1,_Error_Type3-1,_Error_Message3-2,_Error_Type3-2,_NoticeID,_ItemConsumeCheck
190170904,???? ?? ???,1,1,2,1,3,1,4,1,5,1,190170904,1,0,0,需要 【公會招募戒指兌換券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190170905,????? ?? ???,1,1,2,1,3,1,4,1,5,1,190170905,1,0,0,需要 【尋求好友戒指兌換券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190195601,?? ??,1,1,2,1,3,1,4,1,5,1,190195601,1,0,0,需要 【算命卡片】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190140201,?? ??,1,1,2,1,3,1,4,1,5,1,190140201,1,0,0,需要 【貝爾法箱子(舊)】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190170901,?? ???,1,1,2,1,3,1,4,1,5,1,190170901,1,0,0,需要 【熊貓領養券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190170902,?? ???,1,1,2,1,3,1,4,1,5,1,190170902,1,0,0,需要 【企鵝領養券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190171031,???? 1? ???,1,1,2,1,3,1,4,1,5,1,190171031,1,0,0,需要 【採礦機器人1號兌換券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190171032,?? ???,1,1,2,1,3,1,4,1,5,1,190171032,1,0,0,需要 【雪鹿領養券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190171044,?? ???,1,1,2,1,3,1,4,1,5,1,190171044,1,0,0,需要 【舞扇忍者領養券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190171047,???? ???,1,1,2,1,3,1,4,1,5,1,190171047,1,0,0,需要 【胖熊貓領養券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190171056,????? ???,1,1,2,1,3,1,4,1,5,1,190171056,1,0,0,需要 【羞羞兔領養券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190193912,?? ???? ? ??,1,1,2,1,3,1,4,1,5,1,190193912,1,0,0,需要 【執事寵物箱子】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190193913,??? ???? ? ??,1,1,2,1,3,1,4,1,5,1,190193913,1,0,0,需要 【女僕寵物箱子】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190194001,???? ???,1,1,2,1,3,1,4,1,5,1,190194001,1,0,0,需要 【布朗妮領養券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190193201,??? ???,1,1,2,1,3,1,4,1,5,1,190193201,1,0,0,需要 【白虎領養券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190193202,??? ???,1,1,2,1,3,1,4,1,5,1,190193202,1,0,0,需要 【灰鼠領養券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190171021,????  ???,1,1,2,1,3,1,4,1,5,1,190171021,1,0,0,需要 【黃金豬領養券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190193206,?? ???,1,1,2,1,3,1,4,1,5,1,190193206,1,0,0,需要 【狸貓領養券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190191301,??? ???,1,1,2,1,3,1,4,1,5,1,190191301,1,0,0,需要 【骷髏領養券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190170906,???? ? ???,1,1,2,1,3,1,4,1,5,1,190170906,1,0,0,需要 【愛麗絲的石頭兌換券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190170907,???? ? ???,1,1,2,1,3,1,4,1,5,1,190170907,1,0,0,需要 【卡茲諾的石頭兌換券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190170908,??? ? ???,1,1,2,1,3,1,4,1,5,1,190170908,1,0,0,需要 【雷比的石頭兌換券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190171048,??? ? ???,1,1,2,1,3,1,4,1,5,1,190171048,1,0,0,需要 【穆亞的石頭兌換券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190171049,??? ? ???,1,1,2,1,3,1,4,1,5,1,190171049,1,0,0,需要 【喬艾的石頭兌換券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190171058,??? ? 7? ???,1,1,2,1,3,1,4,1,5,1,190171058,1,0,0,需要 【穆亞的石頭7日兌換券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190171059,??? ? 7? ???,1,1,2,1,3,1,4,1,5,1,190171059,1,0,0,需要 【喬艾的石頭7日兌換券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190170913,????? ? ???,1,1,2,1,3,1,4,1,5,1,190170913,1,0,0,需要 【黑月公主的石頭兌換券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190193319,??? ??? ? ???,1,1,2,1,3,1,4,1,5,1,190193319,1,0,0,需要 【活動:雷比的石頭兌換券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190193218,???? ? 1? ???,1,1,2,1,3,1,4,1,5,1,190193218,1,0,0,需要 【愛麗絲的石頭1天兌換券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190193219,??? ? 1? ???,1,1,2,1,3,1,4,1,5,1,190193219,1,0,0,需要 【穆亞的石頭1天兌換券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190193220,??? ? 1? ???,1,1,2,1,3,1,4,1,5,1,190193220,1,0,0,需要 【喬艾的石頭1天兌換券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190193205,??? ???? ??,1,1,2,1,3,1,4,1,5,1,190193205,1,0,0,需要 【特別的攻擊力妙藥】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190193208,?? ??? 1? ???,1,1,2,1,3,1,4,1,5,1,190193208,1,0,0,需要 【知識猜謎放大鏡1天兌換券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190193316,?? ???? ???,1,1,2,1,3,1,4,1,5,1,190193316,1,0,0,需要 【傳送點電池兌換券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190191402,?? ???,1,1,2,1,3,1,4,1,5,1,190191402,1,0,0,需要 【兔子袋】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190171306,?? ??,1,1,2,1,3,1,4,1,5,1,190171306,1,0,0,需要 【黃金松糕】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190171307,????? ????,1,1,2,1,3,1,4,1,5,1,190171307,1,0,0,需要 【聖誕老頭驚奇箱子】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190171312,???? ????,1,1,2,1,3,1,4,1,5,1,190171312,1,0,0,需要 【哞哞福袋】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190171316,?? ????,1,1,2,1,3,1,4,1,5,1,190171316,1,0,0,需要 【綜合禮物套裝】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190193901,??? ??,1,1,2,1,3,1,4,1,5,1,190193901,1,0,0,需要 【耶比妹妹的蛋糕片】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190193911,??? ????,1,1,2,1,3,1,4,1,5,1,190193911,1,0,0,需要 【條紋棒棒糖】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190193501,?? ?? ???,1,1,2,1,3,1,4,1,5,1,190193501,1,0,0,需要 【黃色緞帶福笊籬】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190193502,?? ?? ???,1,1,2,1,3,1,4,1,5,1,190193502,1,0,0,需要 【綠色緞帶福笊籬】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190193503,?? ?? ???,1,1,2,1,3,1,4,1,5,1,190193503,1,0,0,需要 【藍色緞帶福笊籬】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190193504,?? ?? ???,1,1,2,1,3,1,4,1,5,1,190193504,1,0,0,需要 【萬能超級筆電】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190193505,??? ???,1,1,2,1,3,1,4,1,5,1,190193505,1,0,0,需要 【月亮福袋】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190193507,????? ??,1,1,2,1,3,1,4,1,5,1,190193507,1,0,0,需要 【聖誕花環】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190193508,?? ????? ??,1,1,2,1,3,1,4,1,5,1,190193508,1,0,0,需要 【特殊聖誕花環】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190191501,????,1,1,2,1,3,1,4,1,5,1,190191501,1,0,0,需要 【兔子藥果】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190191502,?? ?? ?? ???,1,1,2,1,3,1,4,1,5,1,190191502,1,0,0,需要 【皇家兔兔兔糖】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190149901,?? ?? ???,1,1,2,1,3,1,4,1,5,1,190149901,1,0,0,需要 【紅色殘像鏡子盒】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190149902,?? ?? ???,1,1,2,1,3,1,4,1,5,1,190149902,1,0,0,需要 【綠色殘像鏡子盒】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190149903,?? ?? ???,1,1,2,1,3,1,4,1,5,1,190149903,1,0,0,需要 【藍色殘像鏡子盒】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190149904,?? ?? ???,1,1,2,1,3,1,4,1,5,1,190149904,1,0,0,需要 【透明殘像鏡子盒】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190149905,?? ?? ???,1,1,2,1,3,1,4,1,5,1,190149905,1,0,0,需要 【黑色殘像鏡子盒】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190149906,?? ?? ???,1,1,2,1,3,1,4,1,5,1,190149906,1,0,0,需要 【黃色殘像鏡子盒】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190149907,?? ?? ??? 30?,1,1,2,1,3,1,4,1,5,1,190149907,1,0,0,需要 【紅色殘像鏡子盒(30天)】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190149908,?? ?? ??? 30?,1,1,2,1,3,1,4,1,5,1,190149908,1,0,0,需要 【綠色殘像鏡子盒(30天)】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190149909,?? ?? ??? 30?,1,1,2,1,3,1,4,1,5,1,190149909,1,0,0,需要 【藍色殘像鏡子盒(30天)】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190149910,?? ?? ??? 30?,1,1,2,1,3,1,4,1,5,1,190149910,1,0,0,需要 【黃色殘像鏡子盒(30天)】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190193221,??? ?? +7 ???,1,1,2,1,3,1,4,1,5,1,190193221,1,0,0,需要 【華爾基莉武器+7兌換券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190194310,?? ??,1,1,2,1,3,1,4,1,5,1,190194310,1,0,0,需要 【幻想箱子】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190916,???? ??? ??,1,1,2,1,3,1,4,1,5,1,190190916,1,0,0,需要 【寵物領養券箱子】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190917,??? ?? ??,1,1,2,1,3,1,4,1,5,1,190190917,1,0,0,需要 【鏡子盒寶箱子】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190918,??? ?? ?? ??,1,1,2,1,3,1,4,1,5,1,190190918,1,0,0,需要 【眼鏡蛇服飾套裝箱子】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190919,??? ?? ?? ??,1,1,2,1,3,1,4,1,5,1,190190919,1,0,0,需要 【豬豬服飾套裝箱子】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190920,??? ?? ?? ??,1,1,2,1,3,1,4,1,5,1,190190920,1,0,0,需要 【耶比妹妹服飾套裝箱子】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190924,??? ???,1,1,2,1,3,1,4,1,5,1,190190924,1,0,0,需要 【可愛龍龍兌換券】,1,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190191503,??? ?? ??,1,1,2,1,3,1,4,1,5,1,190191503,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190191504,???? ?? ??,1,1,2,1,3,1,4,1,5,1,190191504,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190931,??? ??,1,1,2,1,3,1,4,1,5,1,190190931,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190932,?? ??? ??,1,1,2,2,3,1,4,1,5,1,190190932,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190933,???? ??? ??,1,1,2,2,3,1,4,1,5,1,190190933,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190934,??? ??? ??,1,1,2,2,3,1,4,1,5,1,190190934,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190936,??? ??,1,1,2,1,3,1,4,1,5,1,190190936,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190937,???? ?? ???,1,1,2,1,3,1,4,1,5,1,190190937,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190938,??? ???,1,1,2,1,3,1,4,1,5,1,190190938,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190190950,?? ??? ?? ??,1,1,2,1,3,1,4,1,5,1,190190950,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190951,?? ???? ?? ???,1,1,2,1,3,1,4,1,5,1,190190951,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190140501,??? ?? I,1,1,2,1,3,1,4,1,5,1,190140501,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190140502,??? ?? II,1,1,2,1,3,1,4,1,5,1,190140502,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190140503,??? ?? III,1,1,2,1,3,1,4,1,5,1,190140503,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190140504,??? ?? IV,1,1,2,1,3,1,4,1,5,1,190140504,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190140505,??? ?? V,1,1,2,1,3,1,4,1,5,1,190140505,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190140506,??? ? ??,1,1,2,1,3,1,4,1,5,1,190140506,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190140507,??? ?? ???,1,1,2,1,3,1,4,1,5,1,190140507,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190140508,???? ?? ?? ??? ??,1,1,2,1,3,1,4,1,5,1,190140508,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190140509,?? ??? ?? ??,1,1,2,1,3,1,4,1,5,1,190140509,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190140510,?? ?? ??,1,1,2,1,3,1,4,1,5,1,190140510,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190191274,???? ? 7? ???,1,1,2,1,3,1,4,1,5,1,190191274,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190965,????,1,1,2,1,3,1,4,1,5,1,190190965,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190961,?? ??? ??? (100%) ??,1,1,2,1,3,1,4,1,5,1,190190961,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190190962,??? ?? ???,1,1,2,1,3,1,4,1,5,1,190190962,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190190963,+10 ??? ?? ??,1,1,2,1,3,1,4,1,5,1,190190963,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190190964,???? ??,1,1,2,1,3,1,4,1,5,1,190190964,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190190975,???? ??,1,1,2,1,3,1,4,1,5,1,190190975,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190140524,?? ??,1,1,2,1,3,1,4,1,5,1,190140524,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190982,???? ?? ??,1,1,2,1,3,1,4,1,5,1,190190982,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190985,2012 ????,1,1,2,1,3,1,4,1,5,1,190190985,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190987,??? ???,1,1,2,1,3,1,4,1,5,1,190190987,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190190986,2012 ????,1,1,2,1,3,1,4,1,5,1,190190986,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190717,?? ?? ??,1,1,2,1,3,1,4,1,5,1,190190717,1,190171122,1,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190718,?? ?? ??,1,1,2,1,3,1,4,1,5,1,190190718,1,190171123,1,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190719,?? ?? ??,1,1,2,1,3,1,4,1,5,1,190190719,1,190171124,1,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190720,?? ?? ??,1,1,2,1,3,1,4,1,5,1,190190720,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190726,? ??? ??,1,1,2,1,3,1,4,1,5,1,190190726,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,1
190190724,??? ????,1,1,2,1,3,1,4,1,5,1,190190724,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190190725,+6 ??? ???? 30?,1,1,2,1,3,1,4,1,5,1,190190725,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190190739,??? ? [Lv.1] ???,1,1,2,1,3,1,4,1,5,1,190190739,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190190740,???? ? [Lv.1] ???,1,1,2,1,3,1,4,1,5,1,190190740,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190190741,??? ? [Lv.1] ???,1,1,2,1,3,1,4,1,5,1,190190741,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190190742,??? ? [Lv.1] ???,1,1,2,1,3,1,4,1,5,1,190190742,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190190743,?? ???? ? [Lv.1] ???,1,1,2,1,3,1,4,1,5,1,190190743,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190190744,??? ???? ? [Lv.1] ???,1,1,2,1,3,1,4,1,5,1,190190744,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190190745,??? ? [Lv.1] ???,1,1,2,1,3,1,4,1,5,1,190190745,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190190746,???? ? [Lv.1] ???,1,1,2,1,3,1,4,1,5,1,190190746,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190190747,???? ? [Lv.1] ???,1,1,2,1,3,1,4,1,5,1,190190747,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190190748,?? ? [Lv.1] ???,1,1,2,1,3,1,4,1,5,1,190190748,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190190749,??? ? [Lv.1] ???,1,1,2,1,3,1,4,1,5,1,190190749,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190190750,??? ? [Lv.1] ???,1,1,2,1,3,1,4,1,5,1,190190750,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190190751,???? ? [Lv.1] ???,1,1,2,1,3,1,4,1,5,1,190190751,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190190752,??? ? [Lv.1] ???,1,1,2,1,3,1,4,1,5,1,190190752,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
190190753,??? ? [Lv.1] ???,1,1,2,1,3,1,4,1,5,1,190190753,1,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,17000001,1
