ID,_ActiveType,_RequireStat1,_RequireStatValue1,_RequireStat2,_RequireStatValue2,_ConsumptionStat1,_ConsumptionStatValue1,_ConsumptionStat2,_ConsumptionStatValue2,_ConditionCheckTime,_Buff_Check,_Speed_Delay,_Speed_X,_Speed_Time,_Speed_Y,_TargetType,_TargetMaxCount,_Effect_Delay1,_Effect_Self1,_Effect_Target1,_Effect_Delay2,_Effect_Self2,_Effect_Target2,_Effect_Delay3,_Effect_Self3,_Effect_Target3,_Effect_Delay4,_Effect_Self4,_Effect_Target4,_Effect_Delay5,_Effect_Self5,_Effect_Target5,_Effect_Delay6,_Effect_Self6,_Effect_Target6,_Loop_Effect_Start_Delay1,_Loop_Effect_Delay1,_Loop_Effect_Self1,_Loop_Effect_Target1,_Loop_Effect_Finish_Time1,_Loop_Effect_Start_Delay2,_Loop_Effect_Delay2,_Loop_Effect_Self2,_Loop_Effect_Target2,_Loop_Effect_Finish_Time2
318203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,71500020,35,5,0,0,0,0
803803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,71500020,8,0,0,0,0,0
217903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,1,0,71600100,3,43009621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,71500010,16,0,0,0,0,0
674203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,20,0,71500030,22,0,71500030,23,43009621,0,0,0,0,0,0,0,0,0,0,8,1,0,71500030,10,0,0,0,0,0
5002003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,71500010,62,0,0,0,0,0
814003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,2,0,71500020,4,0,71500020,6,0,71500020,0,0,0,0,0,0,0,0,0,6,1,0,71500020,9,0,0,0,0,0
847903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,4,0,71801160,0,0,0,0,0,0,9,0,71801160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,71501100,10,0,0,0,0,0
727303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,71500040,0,0,0,0,0,0
848103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,5,0,71801150,6,0,71801150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,1,0,71500050,3,0,71500050,5,0,71500050,0,0,0,0,0,0,0,0,0,6,1,0,71500050,8,0,0,0,0,0
857804,1,0,0,0,0,0,0,0,0,0,0,0,320,160,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71500040,0,0,0,0,0,0
861114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,28,21533133,0,28,0,71500010,35,43009750,0,0,0,0,0,0,0,0,0,0,9,1,0,71500010,16,0,0,0,0,0
861210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,21533135,0,14,0,71500020,22,43009750,0,0,0,0,0,0,0,0,0,0,8,1,0,71500010,10,9,2,0,71500010,11
861311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,21533137,0,32,43009750,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,71500010,16,0,0,0,0,0
861412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,21533137,0,30,43009750,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,71500010,16,0,0,0,0,0
861510,1,0,0,0,0,0,0,0,0,0,0,60,300,146,0,16,12,22,43009750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,71500010,21,4,3,0,71500010,17
861611,1,0,0,0,0,0,0,0,0,0,0,40,150,256,0,16,12,23,0,71500020,25,0,71500020,27,0,71500020,30,43009750,0,0,0,0,0,0,0,2,2,0,71500010,25,0,0,0,0,0
354603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,71500020,12,0,0,0,0,0
679903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,6,27003001,0,7,0,71500100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,5,0,71500040,9,0,71500040,13,0,71500040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679911,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,25900611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,14,0,71500040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,71500040,8,0,0,0,0,0
354804,1,0,0,0,0,0,0,0,0,0,0,0,300,250,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,71501020,13,0,0,0,0,0
692103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,1,0,71500250,2,0,71500120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,71500080,1,0,71500080,2,0,71500080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777804,1,0,0,0,0,0,0,0,0,0,0,0,300,150,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71500020,15,0,0,0,0,16
691103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,29,43009621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,71500030,31,0,0,0,0,0
685703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,8,0,71500020,10,0,71500020,12,0,71500020,30,43009621,0,0,0,0,0,0,0,13,1,0,71500020,16,0,0,0,0,0
685504,1,0,0,0,0,0,0,0,0,0,0,0,350,200,0,16,10,0,25200130,0,22,43009621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,71500020,0,0,0,0,0,0
730103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,71500020,8,0,0,0,0,0
730203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,71500020,8,0,0,0,0,0
730303,1,0,0,0,0,0,0,0,0,0,0,20,400,120,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,71500020,13,0,0,0,0,0
838003,1,0,0,0,0,0,0,0,0,0,0,0,100,200,0,16,10,1,0,71500020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,71500020,9,8,1,0,71500020,10
839303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,1,0,71501010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,71501010,11,11,1,0,71501010,10
840103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,71500010,9,7,1,0,71500010,15
839603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,71500020,0,0,0,0,0,0
840203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,25200677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,71500020,0,2,0,0,0,0
721603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,3,0,71500030,4,0,71500030,5,0,71500030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,8,0,0,11,0,71500070,12,0,71500070,17,0,71500070,18,0,71500070,0,0,0,0,0,0,0,0,0,0,0,0,0
251203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,8,0,0,11,0,71500070,12,0,71500070,17,0,71500070,18,0,71500070,0,0,0,0,0,0,0,0,0,0,0,0,0
251703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,21,0,71500040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,71500040,15,0,0,0,0,0
842803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,3,0,71500020,18,0,71500020,33,0,71500020,48,0,71500020,0,0,0,0,0,0,0,3,0,71500020,49,0,0,0,0,0
842903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,71500020,15,16,2,0,71500020,13
842603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,4,0,71500020,6,0,71500020,8,0,71500020,10,0,71500020,12,0,71500020,14,0,71500020,14,1,0,71500020,8,0,0,0,0,0
840303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,4,25200813,71601050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147404,1,0,0,0,0,0,0,0,0,0,0,0,300,200,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21013634,0,0,0,0,0,0
843003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,21,43009621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,71500010,20,0,0,0,0,0
843103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,29,43009621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,71500010,15,14,1,0,71500010,16
843203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,23000535,0,0,0,0,0,0
844703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,4,0,71500050,9,0,71500050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,2,0,71500030,4,0,71500030,8,0,71500030,12,25200833,71500030,0,0,0,0,0,0,16,1,0,71500030,7,0,0,0,0,0
679703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,5,0,71500100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,7,0,71500100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,7,0,71500020,8,0,71500020,9,0,71500020,10,0,71500020,11,0,71500020,12,0,71500020,0,0,0,0,0,0,0,0,0,0
679203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,5,0,71500100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,7,0,71500100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,7,0,71500020,8,0,71500020,9,0,71500020,10,0,71500020,11,0,71500020,12,0,71500020,0,0,0,0,0,0,0,0,0,0
838103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,71603078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,25200844,0,0,2,0,71500020,0
838203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,71500020,14,0,0,0,0,0
838303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,25200687,3,43009621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,25200687,0,0,25200690,3,43009621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,25200687,0,0,25200690,0,0,25200693,3,43009621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,25200688,3,43009621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,25200691,3,43009621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,25200694,3,43009621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,1,0,71500100,2,0,0,3,43009621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,71500040,1,0,71500040,2,0,71500040,2,0,71500040,3,43009621,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,71500040,0,0,71500040,1,0,71500040,1,0,71500040,2,0,71500040,2,0,71500040,0,3,43009621,0,0,0,0,0,0,0
685604,1,0,0,0,0,0,0,0,0,0,0,0,350,300,0,16,8,0,25200129,0,30,43009621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,71500030,29,0,0,0,0,0
250203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,71500020,11,0,0,0,0,0
316403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,4,0,71500100,5,43009621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5002103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,71500010,22,0,0,0,0,0
316303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,6,0,71500100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692304,1,0,0,0,0,0,0,0,0,0,0,0,350,290,0,16,8,0,25200129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,71500030,29,0,0,0,0,0
844701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,71500050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,71500050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,73000106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,73000106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,73000106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,73000106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,73000106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,73000106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,35,43009750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,71500010,16,0,0,0,0,0
733710,1,0,0,0,0,0,0,0,0,0,0,10,400,120,0,16,12,1,0,71500010,2,0,71500010,3,0,71500010,4,0,71500010,13,43009750,0,0,0,0,0,1,0,71500010,12,0,0,0,0,0
733912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,10,0,71500010,11,0,71500010,12,0,71500010,25,43009750,0,0,0,0,0,0,0,9,1,0,71500010,9,8,2,0,71500010,9
734010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,22,43009750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,71500010,20,3,2,0,71500010,13
734110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,43,43009750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,71500010,21,17,2,0,71500010,11
734212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,26,43009750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,71500010,21,6,2,0,71500010,11
875203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,4,0,71500050,9,0,71500050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,2,0,71500030,4,0,71500030,8,0,71500030,12,25200833,71500030,0,0,0,0,0,0,16,1,0,71500030,7,0,0,0,0,0
875303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,5,0,71500100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,7,0,71500100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,7,0,71500020,8,0,71500020,9,0,71500020,10,0,71500020,11,0,71500020,12,0,71500020,0,0,0,0,0,0,0,0,0,0
875403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,6,27003001,0,7,0,71500100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875410,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,5,0,71500040,9,0,71500040,13,0,71500040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875411,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,25900611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,8,0,0,11,0,71500070,12,0,71500070,17,0,71500070,18,0,71500070,0,0,0,0,0,0,0,0,0,0,0,0,0
250903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,8,0,0,11,0,71500070,12,0,71500070,17,0,71500070,18,0,71500070,0,0,0,0,0,0,0,0,0,0,0,0,0
251003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,8,0,0,11,0,71500070,12,0,71500070,17,0,71500070,18,0,71500070,0,0,0,0,0,0,0,0,0,0,0,0,0
251103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,8,0,0,11,0,71500070,12,0,71500070,17,0,71500070,18,0,71500070,0,0,0,0,0,0,0,0,0,0,0,0,0
839203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,71500010,9,7,1,0,71500010,15
842703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,21,0,71501020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,71501020,15,16,1,0,71501020,11
876003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,59,43009621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,71500010,47,50,1,0,71500010,7
876103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,49,43009621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,71500010,27,32,1,0,71500010,14
878303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,59,43009621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,71500010,47,50,1,0,71500010,7
888103,1,0,0,0,0,0,0,0,0,0,0,0,300,250,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,71501020,13,0,0,0,0,0
902904,1,0,0,0,0,0,0,0,0,0,0,0,300,200,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,71500010,23,0,0,0,0,0
903003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,71500010,11,0,0,0,0,0
903103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,71500010,11,0,0,0,0,0
911903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,14003546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,71500010,51,0,0,0,0,0
912103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,14003546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71500010,51,0,0,0,0,0
909903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,18,0,71500010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,71500010,13,0,0,0,0,0
910003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,71500010,15,0,0,0,0,0
910103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,6,0,71500010,7,0,71500010,8,0,71500010,9,0,71500010,10,0,71500010,11,0,71500010,14,1,0,71500010,7,20,1,0,71500010,6
910203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,23,0,71500010,24,0,71500010,25,0,71500010,26,0,71500010,0,0,0,0,0,0,7,1,0,71500010,8,14,1,0,71500010,7
912903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,14003546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,71500010,51,0,0,0,0,0
919903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,10,0,71502040,11,0,71502040,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,71502040,4,0,0,0,0,0
920003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,7,0,71502030,9,0,71502030,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,71803030,11,0,0,0,0,0
920103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,71501020,11,12,1,0,71501020,5
920203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,71600040,11,0,0,0,0,0
