ID,_Exp,_point
159,55800000000,1
160,55900000000,1
161,56000000000,1
162,56100000000,1
163,56200000000,1
164,56300000000,1
165,56400000000,1
166,56500000000,1
167,56600000000,1
168,56700000000,1
169,56800000000,1
170,56900000000,1
171,57000000000,1
172,57100000000,1
173,57200000000,1
174,57300000000,1
175,57400000000,1
176,57500000000,1
177,57600000000,1
178,57700000000,1
179,57800000000,1
180,57900000000,1
181,58000000000,1
182,58100000000,1
183,58200000000,1
184,58300000000,1
185,58400000000,1
186,58500000000,1
187,58600000000,1
188,58700000000,1
189,58800000000,1
190,58900000000,1
191,59000000000,1
192,59100000000,1
193,59200000000,1
194,59300000000,1
195,59400000000,1
196,59500000000,1
197,59600000000,1
198,59700000000,1
199,59800000000,1
200,59900000000,1
201,60000000000,1
202,60100000000,1
203,60200000000,1
204,60300000000,1
205,60400000000,1
206,60500000000,1
207,60600000000,1
208,60700000000,1
209,60800000000,1
210,60900000000,1
211,61000000000,1
212,61100000000,1
213,61200000000,1
214,61300000000,1
215,61400000000,1
216,61500000000,1
217,61600000000,1
218,61700000000,1
219,61800000000,1
220,61900000000,1
221,62000000000,1
222,62100000000,1
223,62200000000,1
224,62300000000,1
225,62400000000,1
226,62500000000,1
227,62600000000,1
228,62700000000,1
229,62800000000,1
230,62900000000,1
231,63000000000,1
232,63100000000,1
233,63200000000,1
234,63300000000,1
235,63400000000,1
236,63500000000,1
237,63600000000,1
238,63700000000,1
239,63800000000,1
240,63900000000,1
241,64000000000,1
242,64100000000,1
243,64200000000,1
244,64300000000,1
245,64400000000,1
246,64500000000,1
247,64600000000,1
248,64700000000,1
249,64800000000,1
250,64900000000,1
251,65000000000,1
252,65100000000,1
253,65200000000,1
254,65300000000,1
255,65400000000,1
256,65500000000,1
257,65600000000,1
258,65700000000,1
259,65800000000,1
260,65900000000,1
261,66000000000,1
262,66100000000,1
263,66200000000,1
264,66300000000,1
265,66400000000,1
266,66500000000,1
267,66600000000,1
268,66700000000,1
269,66800000000,1
270,66900000000,1
271,67000000000,1
272,67100000000,1
273,67200000000,1
274,67300000000,1
275,67400000000,1
276,67500000000,1
277,67600000000,1
278,67700000000,1
279,67800000000,1
280,67900000000,1
281,68000000000,1
282,68100000000,1
283,68200000000,1
284,68300000000,1
285,68400000000,1
286,68500000000,1
287,68600000000,1
288,68700000000,1
289,68800000000,1
290,68900000000,1
291,69000000000,1
292,69100000000,1
293,69200000000,1
294,69300000000,1
295,69400000000,1
296,69500000000,1
297,69600000000,1
298,69700000000,1
299,69800000000,1
300,69900000000,1
301,70000000000,1
302,70100000000,1
303,70200000000,1
304,70300000000,1
305,70400000000,1
306,70500000000,1
307,70600000000,1
308,70700000000,1
309,70800000000,1
310,70900000000,1
311,71000000000,1
312,71100000000,1
313,71200000000,1
314,71300000000,1
315,71400000000,1
316,71500000000,1
317,71600000000,1
318,71700000000,1
319,71800000000,1
320,71900000000,1
321,72000000000,1
322,72100000000,1
323,72200000000,1
324,72300000000,1
325,72400000000,1
326,72500000000,1
327,72600000000,1
328,72700000000,1
329,72800000000,1
330,72900000000,1
331,73000000000,1
332,73100000000,1
333,73200000000,1
334,73300000000,1
335,73400000000,1
336,73500000000,1
337,73600000000,1
338,73700000000,1
339,73800000000,1
340,73900000000,1
341,74000000000,1
342,74100000000,1
343,74200000000,1
344,74300000000,1
345,74400000000,1
346,74500000000,1
347,74600000000,1
348,74700000000,1
349,74800000000,1
350,74900000000,1
351,75000000000,1
352,75100000000,1
353,75200000000,1
354,75300000000,1
355,75400000000,1
356,75500000000,1
357,75600000000,1
358,75700000000,1
359,75800000000,1
360,75900000000,1
361,76000000000,1
362,76100000000,1
363,76200000000,1
364,76300000000,1
365,76400000000,1
366,76500000000,1
367,76600000000,1
368,76700000000,1
369,76800000000,1
370,76900000000,1
371,77000000000,1
372,77100000000,1
373,77200000000,1
374,77300000000,1
375,77400000000,1
376,77500000000,1
377,77600000000,1
378,77700000000,1
379,77800000000,1
380,77900000000,1
381,78000000000,1
382,78100000000,1
383,78200000000,1
384,78300000000,1
385,78400000000,1
386,78500000000,1
387,78600000000,1
388,78700000000,1
389,78800000000,1
390,78900000000,1
391,79000000000,1
392,79100000000,1
393,79200000000,1
394,79300000000,1
395,79400000000,1
396,79500000000,1
397,79600000000,1
398,79700000000,1
399,79800000000,1
400,79900000000,1
401,80000000000,1
402,80100000000,1
403,80200000000,1
404,80300000000,1
405,80400000000,1
406,80500000000,1
407,80600000000,1
408,80700000000,1
409,80800000000,1
410,80900000000,1
411,81000000000,1
412,81100000000,1
413,81200000000,1
414,81300000000,1
415,81400000000,1
416,81500000000,1
417,81600000000,1
418,81700000000,1
419,81800000000,1
420,81900000000,1
421,82000000000,1
422,82100000000,1
423,82200000000,1
424,82300000000,1
425,82400000000,1
426,82500000000,1
427,82600000000,1
428,82700000000,1
429,82800000000,1
430,82900000000,1
431,83000000000,1
432,83100000000,1
433,83200000000,1
434,83300000000,1
435,83400000000,1
436,83500000000,1
437,83600000000,1
438,83700000000,1
439,83800000000,1
440,83900000000,1
441,84000000000,1
442,84100000000,1
443,84200000000,1
444,84300000000,1
445,84400000000,1
446,84500000000,1
447,84600000000,1
448,84700000000,1
449,84800000000,1
450,84900000000,1
451,85000000000,1
452,85100000000,1
453,85200000000,1
454,85300000000,1
455,85400000000,1
456,85500000000,1
457,85600000000,1
458,85700000000,1
459,85800000000,1
460,85900000000,1
461,86000000000,1
462,86100000000,1
463,86200000000,1
464,86300000000,1
465,86400000000,1
466,86500000000,1
467,86600000000,1
468,86700000000,1
469,86800000000,1
470,86900000000,1
471,87000000000,1
472,87100000000,1
473,87200000000,1
474,87300000000,1
475,87400000000,1
476,87500000000,1
477,87600000000,1
478,87700000000,1
479,87800000000,1
480,87900000000,1
481,88000000000,1
482,88100000000,1
483,88200000000,1
484,88300000000,1
485,88400000000,1
486,88500000000,1
487,88600000000,1
488,88700000000,1
489,88800000000,1
490,88900000000,1
491,89000000000,1
492,89100000000,1
493,89200000000,1
494,89300000000,1
495,89400000000,1
496,89500000000,1
497,89600000000,1
498,89700000000,1
499,89800000000,1
500,89900000000,1
501,90000000000,1
502,90100000000,1
503,90200000000,1
504,90300000000,1
505,90400000000,1
506,90500000000,1
507,90600000000,1
508,90700000000,1
509,90800000000,1
510,90900000000,1
511,91000000000,1
512,91100000000,1
513,91200000000,1
514,91300000000,1
515,91400000000,1
516,91500000000,1
517,91600000000,1
518,91700000000,1
519,91800000000,1
520,91900000000,1
521,92000000000,1
522,92100000000,1
523,92200000000,1
524,92300000000,1
525,92400000000,1
526,92500000000,1
527,92600000000,1
528,92700000000,1
529,92800000000,1
530,92900000000,1
531,93000000000,1
532,93100000000,1
533,93200000000,1
534,93300000000,1
535,93400000000,1
536,93500000000,1
537,93600000000,1
538,93700000000,1
539,93800000000,1
540,93900000000,1
541,94000000000,1
542,94100000000,1
543,94200000000,1
544,94300000000,1
545,94400000000,1
546,94500000000,1
547,94600000000,1
548,94700000000,1
549,94800000000,1
550,94900000000,1
551,95000000000,1
552,95100000000,1
553,95200000000,1
554,95300000000,1
555,95400000000,1
556,95500000000,1
557,95600000000,1
558,95700000000,1
559,95800000000,1
560,95900000000,1
561,96000000000,1
562,96100000000,1
563,96200000000,1
564,96300000000,1
565,96400000000,1
566,96500000000,1
567,96600000000,1
568,96700000000,1
569,96800000000,1
570,96900000000,1
571,97000000000,1
572,97100000000,1
573,97200000000,1
574,97300000000,1
575,97400000000,1
576,97500000000,1
577,97600000000,1
578,97700000000,1
579,97800000000,1
580,97900000000,1
581,98000000000,1
582,98100000000,1
583,98200000000,1
584,98300000000,1
585,98400000000,1
586,98500000000,1
587,98600000000,1
588,98700000000,1
589,98800000000,1
590,98900000000,1
591,99000000000,1
592,99100000000,1
593,99200000000,1
594,99300000000,1
595,99400000000,1
596,99500000000,1
597,99600000000,1
598,99700000000,1
599,99800000000,1
600,99900000000,1
601,100000000000,1
602,100100000000,1
603,100200000000,1
604,100300000000,1
605,100400000000,1
606,100500000000,1
607,100600000000,1
608,100700000000,1
609,100800000000,1
610,100900000000,1
611,101000000000,1
612,101100000000,1
613,101200000000,1
614,101300000000,1
615,101400000000,1
616,101500000000,1
617,101600000000,1
618,101700000000,1
619,101800000000,1
620,101900000000,1
621,102000000000,1
622,102100000000,1
623,102200000000,1
624,102300000000,1
625,102400000000,1
626,102500000000,1
627,102600000000,1
628,102700000000,1
629,102800000000,1
630,102900000000,1
631,103000000000,1
632,103100000000,1
633,103200000000,1
634,103300000000,1
635,103400000000,1
636,103500000000,1
637,103600000000,1
638,103700000000,1
639,103800000000,1
640,103900000000,1
641,104000000000,1
642,104100000000,1
643,104200000000,1
644,104300000000,1
645,104400000000,1
646,104500000000,1
647,104600000000,1
648,104700000000,1
649,104800000000,1
650,104900000000,1
651,105000000000,1
652,105100000000,1
653,105200000000,1
654,105300000000,1
655,105400000000,1
656,105500000000,1
657,105600000000,1
658,105700000000,1
659,105800000000,1
660,105900000000,1
661,106000000000,1
662,106100000000,1
663,106200000000,1
664,106300000000,1
665,106400000000,1
666,106500000000,1
667,106600000000,1
668,106700000000,1
669,106800000000,1
670,106900000000,1
671,107000000000,1
672,107100000000,1
673,107200000000,1
674,107300000000,1
675,107400000000,1
676,107500000000,1
677,107600000000,1
678,107700000000,1
679,107800000000,1
680,107900000000,1
681,108000000000,1
682,108100000000,1
683,108200000000,1
684,108300000000,1
685,108400000000,1
686,108500000000,1
687,108600000000,1
688,108700000000,1
689,108800000000,1
690,108900000000,1
691,109000000000,1
692,109100000000,1
693,109200000000,1
694,109300000000,1
695,109400000000,1
696,109500000000,1
697,109600000000,1
698,109700000000,1
699,109800000000,1
700,109900000000,1
701,110000000000,1
702,110100000000,1
703,110200000000,1
704,110300000000,1
705,110400000000,1
706,110500000000,1
707,110600000000,1
708,110700000000,1
709,110800000000,1
710,110900000000,1
711,111000000000,1
712,111100000000,1
713,111200000000,1
714,111300000000,1
715,111400000000,1
716,111500000000,1
717,111600000000,1
718,111700000000,1
719,111800000000,1
720,111900000000,1
721,112000000000,1
722,112100000000,1
723,112200000000,1
724,112300000000,1
725,112400000000,1
726,112500000000,1
727,112600000000,1
728,112700000000,1
729,112800000000,1
730,112900000000,1
731,113000000000,1
732,113100000000,1
733,113200000000,1
734,113300000000,1
735,113400000000,1
736,113500000000,1
737,113600000000,1
738,113700000000,1
739,113800000000,1
740,113900000000,1
741,114000000000,1
742,114100000000,1
743,114200000000,1
744,114300000000,1
745,114400000000,1
746,114500000000,1
747,114600000000,1
748,114700000000,1
749,114800000000,1
750,114900000000,1
751,115000000000,1
752,115100000000,1
753,115200000000,1
754,115300000000,1
755,115400000000,1
756,115500000000,1
757,115600000000,1
758,115700000000,1
759,115800000000,1
760,115900000000,1
761,116000000000,1
762,116100000000,1
763,116200000000,1
764,116300000000,1
765,116400000000,1
766,116500000000,1
767,116600000000,1
768,116700000000,1
769,116800000000,1
770,116900000000,1
771,117000000000,1
772,117100000000,1
773,117200000000,1
774,117300000000,1
775,117400000000,1
776,117500000000,1
777,117600000000,1
778,117700000000,1
779,117800000000,1
780,117900000000,1
781,118000000000,1
782,118100000000,1
783,118200000000,1
784,118300000000,1
785,118400000000,1
786,118500000000,1
787,118600000000,1
788,118700000000,1
789,118800000000,1
790,118900000000,1
791,119000000000,1
792,119100000000,1
793,119200000000,1
794,119300000000,1
795,119400000000,1
796,119500000000,1
797,119600000000,1
798,119700000000,1
799,119800000000,1
800,119900000000,1
801,120000000000,1
802,120100000000,1
803,120200000000,1
804,120300000000,1
805,120400000000,1
806,120500000000,1
807,120600000000,1
808,120700000000,1
809,120800000000,1
810,120900000000,1
811,121000000000,1
812,121100000000,1
813,121200000000,1
814,121300000000,1
815,121400000000,1
816,121500000000,1
817,121600000000,1
818,121700000000,1
819,121800000000,1
820,121900000000,1
821,122000000000,1
822,122100000000,1
823,122200000000,1
824,122300000000,1
825,122400000000,1
826,122500000000,1
827,122600000000,1
828,122700000000,1
829,122800000000,1
830,122900000000,1
831,123000000000,1
832,123100000000,1
833,123200000000,1
834,123300000000,1
835,123400000000,1
836,123500000000,1
837,123600000000,1
838,123700000000,1
839,123800000000,1
840,123900000000,1
841,124000000000,1
842,124100000000,1
843,124200000000,1
844,124300000000,1
845,124400000000,1
846,124500000000,1
847,124600000000,1
848,124700000000,1
849,124800000000,1
850,124900000000,1
851,125000000000,1
852,125100000000,1
853,125200000000,1
854,125300000000,1
855,125400000000,1
856,125500000000,1
857,125600000000,1
858,125700000000,1
859,125800000000,1
860,125900000000,1
861,126000000000,1
862,126100000000,1
863,126200000000,1
864,126300000000,1
865,126400000000,1
866,126500000000,1
867,126600000000,1
868,126700000000,1
869,126800000000,1
870,126900000000,1
871,127000000000,1
872,127100000000,1
873,127200000000,1
874,127300000000,1
875,127400000000,1
876,127500000000,1
877,127600000000,1
878,127700000000,1
879,127800000000,1
880,127900000000,1
881,128000000000,1
882,128100000000,1
883,128200000000,1
884,128300000000,1
885,128400000000,1
886,128500000000,1
887,128600000000,1
888,128700000000,1
889,128800000000,1
890,128900000000,1
891,129000000000,1
892,129100000000,1
893,129200000000,1
894,129300000000,1
895,129400000000,1
896,129500000000,1
897,129600000000,1
898,129700000000,1
899,129800000000,1
900,129900000000,1
901,130000000000,1
902,130100000000,1
903,130200000000,1
904,130300000000,1
905,130400000000,1
906,130500000000,1
907,130600000000,1
908,130700000000,1
909,130800000000,1
910,130900000000,1
911,131000000000,1
912,131100000000,1
913,131200000000,1
914,131300000000,1
915,131400000000,1
916,131500000000,1
917,131600000000,1
918,131700000000,1
919,131800000000,1
920,131900000000,1
921,132000000000,1
922,132100000000,1
923,132200000000,1
924,132300000000,1
925,132400000000,1
926,132500000000,1
927,132600000000,1
928,132700000000,1
929,132800000000,1
930,132900000000,1
931,133000000000,1
932,133100000000,1
933,133200000000,1
934,133300000000,1
935,133400000000,1
936,133500000000,1
937,133600000000,1
938,133700000000,1
939,133800000000,1
940,133900000000,1
941,134000000000,1
942,134100000000,1
943,134200000000,1
944,134300000000,1
945,134400000000,1
946,134500000000,1
947,134600000000,1
948,134700000000,1
949,134800000000,1
950,134900000000,1
951,135000000000,1
952,135100000000,1
953,135200000000,1
954,135300000000,1
955,135400000000,1
956,135500000000,1
957,135600000000,1
958,135700000000,1
959,135800000000,1
960,135900000000,1
961,136000000000,1
962,136100000000,1
963,136200000000,1
964,136300000000,1
965,136400000000,1
966,136500000000,1
967,136600000000,1
968,136700000000,1
969,136800000000,1
970,136900000000,1
971,137000000000,1
972,137100000000,1
973,137200000000,1
974,137300000000,1
975,137400000000,1
976,137500000000,1
977,137600000000,1
978,137700000000,1
979,137800000000,1
980,137900000000,1
981,138000000000,1
982,138100000000,1
983,138200000000,1
984,138300000000,1
985,138400000000,1
986,138500000000,1
987,138600000000,1
988,138700000000,1
989,138800000000,1
990,138900000000,1
991,139000000000,1
992,139100000000,1
993,139200000000,1
994,139300000000,1
995,139400000000,1
996,139500000000,1
997,139600000000,1
998,139700000000,1
999,139800000000,1
1000,139900000000,1
1001,140000000000,1
1002,140100000000,1
1003,140200000000,1
1004,140300000000,1
1005,140400000000,1
1006,140500000000,1
1007,140600000000,1
1008,140700000000,1
1009,140800000000,1
1010,140900000000,1
1011,141000000000,1
1012,141100000000,1
1013,141200000000,1
1014,141300000000,1
1015,141400000000,1
1016,141500000000,1
1017,141600000000,1
1018,141700000000,1
1019,141800000000,1
1020,141900000000,1
1021,142000000000,1
1022,142100000000,1
1023,142200000000,1
1024,142300000000,1
1025,142400000000,1
1026,142500000000,1
1027,142600000000,1
1028,142700000000,1
1029,142800000000,1
1030,142900000000,1
1031,143000000000,1
1032,143100000000,1
1033,143200000000,1
1034,143300000000,1
1035,143400000000,1
1036,143500000000,1
1037,143600000000,1
1038,143700000000,1
1039,143800000000,1
1040,143900000000,1
1041,144000000000,1
1042,144100000000,1
1043,144200000000,1
1044,144300000000,1
1045,144400000000,1
1046,144500000000,1
1047,144600000000,1
1048,144700000000,1
1049,144800000000,1
1050,144900000000,1
1051,145000000000,1
1052,145100000000,1
1053,145200000000,1
1054,145300000000,1
1055,145400000000,1
1056,145500000000,1
1057,145600000000,1
1058,145700000000,1
1059,145800000000,1
1060,145900000000,1
1061,146000000000,1
1062,146100000000,1
1063,146200000000,1
1064,146300000000,1
1065,146400000000,1
1066,146500000000,1
1067,146600000000,1
1068,146700000000,1
1069,146800000000,1
1070,146900000000,1
1071,147000000000,1
1072,147100000000,1
1073,147200000000,1
1074,147300000000,1
1075,147400000000,1
1076,147500000000,1
1077,147600000000,1
1078,147700000000,1
1079,147800000000,1
1080,147900000000,1
1081,148000000000,1
1082,148100000000,1
1083,148200000000,1
1084,148300000000,1
1085,148400000000,1
1086,148500000000,1
1087,148600000000,1
1088,148700000000,1
1089,148800000000,1
1090,148900000000,1
1091,149000000000,1
1092,149100000000,1
1093,149200000000,1
1094,149300000000,1
1095,149400000000,1
1096,149500000000,1
1097,149600000000,1
1098,149700000000,1
1099,149800000000,1
1100,149900000000,1
1101,150000000000,1
1102,150100000000,1
1103,150200000000,1
1104,150300000000,1
1105,150400000000,1
1106,150500000000,1
1107,150600000000,1
1108,150700000000,1
1109,150800000000,1
1110,150900000000,1
1111,151000000000,1
1112,151100000000,1
1113,151200000000,1
1114,151300000000,1
1115,151400000000,1
1116,151500000000,1
1117,151600000000,1
1118,151700000000,1
1119,151800000000,1
1120,151900000000,1
1121,152000000000,1
1122,152100000000,1
1123,152200000000,1
1124,152300000000,1
1125,152400000000,1
1126,152500000000,1
1127,152600000000,1
1128,152700000000,1
1129,152800000000,1
1130,152900000000,1
1131,153000000000,1
1132,153100000000,1
1133,153200000000,1
1134,153300000000,1
1135,153400000000,1
1136,153500000000,1
1137,153600000000,1
1138,153700000000,1
1139,153800000000,1
1140,153900000000,1
1141,154000000000,1
1142,154100000000,1
1143,154200000000,1
1144,154300000000,1
1145,154400000000,1
1146,154500000000,1
1147,154600000000,1
1148,154700000000,1
1149,154800000000,1
1150,154900000000,1
1151,155000000000,1
1152,155100000000,1
1153,155200000000,1
1154,155300000000,1
1155,155400000000,1
1156,155500000000,1
1157,155600000000,1
1158,155700000000,1
1159,155800000000,1
1160,155900000000,1
1161,156000000000,1
1162,156100000000,1
1163,156200000000,1
1164,156300000000,1
1165,156400000000,1
1166,156500000000,1
1167,156600000000,1
1168,156700000000,1
1169,156800000000,1
1170,156900000000,1
1171,157000000000,1
1172,157100000000,1
1173,157200000000,1
1174,157300000000,1
1175,157400000000,1
1176,157500000000,1
1177,157600000000,1
1178,157700000000,1
1179,157800000000,1
1180,157900000000,1
1181,158000000000,1
1182,158100000000,1
1183,158200000000,1
1184,158300000000,1
1185,158400000000,1
1186,158500000000,1
1187,158600000000,1
1188,158700000000,1
1189,158800000000,1
1190,158900000000,1
1191,159000000000,1
1192,159100000000,1
1193,159200000000,1
1194,159300000000,1
1195,159400000000,1
1196,159500000000,1
1197,159600000000,1
1198,159700000000,1
1199,159800000000,1
1200,159900000000,1
1201,160000000000,1
1202,160100000000,1
1203,160200000000,1
1204,160300000000,1
1205,160400000000,1
1206,160500000000,1
1207,160600000000,1
1208,160700000000,1
1209,160800000000,1
1210,160900000000,1
1211,161000000000,1
1212,161100000000,1
1213,161200000000,1
1214,161300000000,1
1215,161400000000,1
1216,161500000000,1
1217,161600000000,1
1218,161700000000,1
1219,161800000000,1
1220,161900000000,1
1221,162000000000,1
1222,162100000000,1
1223,162200000000,1
1224,162300000000,1
1225,162400000000,1
1226,162500000000,1
1227,162600000000,1
1228,162700000000,1
1229,162800000000,1
1230,162900000000,1
1231,163000000000,1
1232,163100000000,1
1233,163200000000,1
1234,163300000000,1
1235,163400000000,1
1236,163500000000,1
1237,163600000000,1
1238,163700000000,1
1239,163800000000,1
1240,163900000000,1
1241,164000000000,1
1242,164100000000,1
1243,164200000000,1
1244,164300000000,1
1245,164400000000,1
1246,164500000000,1
1247,164600000000,1
1248,164700000000,1
1249,164800000000,1
1250,164900000000,1
1251,165000000000,1
1252,165100000000,1
1253,165200000000,1
1254,165300000000,1
1255,165400000000,1
1256,165500000000,1
1257,165600000000,1
1258,165700000000,1
1259,165800000000,1
1260,165900000000,1
1261,166000000000,1
1262,166100000000,1
1263,166200000000,1
1264,166300000000,1
1265,166400000000,1
1266,166500000000,1
1267,166600000000,1
1268,166700000000,1
1269,166800000000,1
1270,166900000000,1
1271,167000000000,1
1272,167100000000,1
1273,167200000000,1
1274,167300000000,1
1275,167400000000,1
1276,167500000000,1
1277,167600000000,1
1278,167700000000,1
1279,167800000000,1
1280,167900000000,1
1281,168000000000,1
1282,168100000000,1
1283,168200000000,1
1284,168300000000,1
1285,168400000000,1
1286,168500000000,1
1287,168600000000,1
1288,168700000000,1
1289,168800000000,1
1290,168900000000,1
1291,169000000000,1
1292,169100000000,1
1293,169200000000,1
1294,169300000000,1
1295,169400000000,1
1296,169500000000,1
1297,169600000000,1
1298,169700000000,1
1299,169800000000,1
1300,169900000000,1
1301,170000000000,1
1302,170100000000,1
1303,170200000000,1
1304,170300000000,1
1305,170400000000,1
1306,170500000000,1
1307,170600000000,1
1308,170700000000,1
1309,170800000000,1
1310,170900000000,1
1311,171000000000,1
1312,171100000000,1
1313,171200000000,1
1314,171300000000,1
1315,171400000000,1
1316,171500000000,1
1317,171600000000,1
1318,171700000000,1
1319,171800000000,1
1320,171900000000,1
1321,172000000000,1
1322,172100000000,1
1323,172200000000,1
1324,172300000000,1
1325,172400000000,1
1326,172500000000,1
1327,172600000000,1
1328,172700000000,1
1329,172800000000,1
1330,172900000000,1
1331,173000000000,1
1332,173100000000,1
1333,173200000000,1
1334,173300000000,1
1335,173400000000,1
1336,173500000000,1
1337,173600000000,1
1338,173700000000,1
1339,173800000000,1
1340,173900000000,1
1341,174000000000,1
1342,174100000000,1
1343,174200000000,1
1344,174300000000,1
1345,174400000000,1
1346,174500000000,1
1347,174600000000,1
1348,174700000000,1
1349,174800000000,1
1350,174900000000,1
1351,175000000000,1
1352,175100000000,1
1353,175200000000,1
1354,175300000000,1
1355,175400000000,1
1356,175500000000,1
1357,175600000000,1
1358,175700000000,1
1359,175800000000,1
1360,175900000000,1
1361,176000000000,1
1362,176100000000,1
1363,176200000000,1
1364,176300000000,1
1365,176400000000,1
1366,176500000000,1
1367,176600000000,1
1368,176700000000,1
1369,176800000000,1
1370,176900000000,1
1371,177000000000,1
1372,177100000000,1
1373,177200000000,1
1374,177300000000,1
1375,177400000000,1
1376,177500000000,1
1377,177600000000,1
1378,177700000000,1
1379,177800000000,1
1380,177900000000,1
1381,178000000000,1
1382,178100000000,1
1383,178200000000,1
1384,178300000000,1
1385,178400000000,1
1386,178500000000,1
1387,178600000000,1
1388,178700000000,1
1389,178800000000,1
1390,178900000000,1
1391,179000000000,1
1392,179100000000,1
1393,179200000000,1
1394,179300000000,1
1395,179400000000,1
1396,179500000000,1
1397,179600000000,1
1398,179700000000,1
1399,179800000000,1
1400,179900000000,1
1401,180000000000,1
1402,180100000000,1
1403,180200000000,1
1404,180300000000,1
1405,180400000000,1
1406,180500000000,1
1407,180600000000,1
1408,180700000000,1
1409,180800000000,1
1410,180900000000,1
1411,181000000000,1
1412,181100000000,1
1413,181200000000,1
1414,181300000000,1
1415,181400000000,1
1416,181500000000,1
1417,181600000000,1
1418,181700000000,1
1419,181800000000,1
1420,181900000000,1
1421,182000000000,1
1422,182100000000,1
1423,182200000000,1
1424,182300000000,1
1425,182400000000,1
1426,182500000000,1
1427,182600000000,1
1428,182700000000,1
1429,182800000000,1
1430,182900000000,1
1431,183000000000,1
1432,183100000000,1
1433,183200000000,1
1434,183300000000,1
1435,183400000000,1
1436,183500000000,1
1437,183600000000,1
1438,183700000000,1
1439,183800000000,1
1440,183900000000,1
1441,184000000000,1
1442,184100000000,1
1443,184200000000,1
1444,184300000000,1
1445,184400000000,1
1446,184500000000,1
1447,184600000000,1
1448,184700000000,1
1449,184800000000,1
1450,184900000000,1
1451,185000000000,1
1452,185100000000,1
1453,185200000000,1
1454,185300000000,1
1455,185400000000,1
1456,185500000000,1
1457,185600000000,1
1458,185700000000,1
1459,185800000000,1
1460,185900000000,1
1461,186000000000,1
1462,186100000000,1
1463,186200000000,1
1464,186300000000,1
1465,186400000000,1
1466,186500000000,1
1467,186600000000,1
1468,186700000000,1
1469,186800000000,1
1470,186900000000,1
1471,187000000000,1
1472,187100000000,1
1473,187200000000,1
1474,187300000000,1
1475,187400000000,1
1476,187500000000,1
1477,187600000000,1
1478,187700000000,1
1479,187800000000,1
1480,187900000000,1
1481,188000000000,1
1482,188100000000,1
1483,188200000000,1
1484,188300000000,1
1485,188400000000,1
1486,188500000000,1
1487,188600000000,1
1488,188700000000,1
1489,188800000000,1
1490,188900000000,1
1491,189000000000,1
1492,189100000000,1
1493,189200000000,1
1494,189300000000,1
1495,189400000000,1
1496,189500000000,1
1497,189600000000,1
