ID,_Subject,_Question,_Ex_1,_Ex_2,_Ex_3,_Ex_4,_Ex_5
24,4,什麼東西是進去的洞只有一個，出來的洞卻有兩個呢？,鑰匙,領帶,褲子,鞋,帽子
25,4,每天以撒網為生的人是？,木匠,漁夫,五金店,超市,便利店
26,4,洗頭時最先閉的地方是？,眼睛,鼻子,嘴巴,額頭,下巴
27,4,雖然是吃的東西，但不用嘴吃的是,罵,水,火,風,土
28,4,什麼東西是戴上帽子是一個，脫帽子是兩個呢？,獸人,豆芽,奇美拉,蠶,鞋
29,4,請用四個字表示“賣門的人”。,美少女戰士,拷問,興仁之門,東大門,西大門
30,4,敲門的女人是什麼樣的女人？,多細胞少女,聰明的女人,愚蠢的女人,瘋丫頭,小丫頭
31,4,最好的水是？,淨水器水,自來水,禮物,泉水,涼白開
32,4,吃飯時最先抓的是？,匙子,座位,筷子,飯碗,菜肴
33,4,不關燈睡不著的人是？,睜眼睡的人,停電的人,員警,送貨員,消防員
34,4,Rain和我在散步時見到了一群牛。Rain跟我一起數牛的數量。請用六個字描述這件事。,數牛天才,我數牛,維也納香腸,數牛達人,趕牛的人
35,4,帶著100個蘋果上山。如果上山的時候吃一半，下山的時候再吃一半，還剩下幾個蘋果？,10個,20個,30個,35個,25個
36,4,如果咬一口蘋果,青蘋果,趕緊道歉,馬上道歉,鳳梨,蘋果汁
37,4,人的體重最重的時候是？,吃早飯時,懂事時,吃午飯時,吃晚飯時,吃夜宵時
38,4,SHINEE生活的社區是？,烏冬,鈴鈴咚,鈴叮咚,神童,叮鈴咚
39,4,三個城著火了。請用四個字描述這件事。,三星火災,著火了,消防車,打119,快滅火
40,4,世上最苗條的人是？,用斧頭砸頭,砸了又砸,前後兼顧,我名字是八個字,雨縫中漫步
41,4,只能乘坐三個人的車是？,薏米茶,人參茶,綠茶,賽車,3.1節
42,4,怎麼吃也吃不飽的是？,飯,水,蘋果,罵,香蕉
43,4,十個和尚休息的是？,稍息,立正,十僧休,火車火車,法定大師
44,4,司機最討厭的舞是？,趕牛舞,安全門舞,停車,傲慢舞,旅遊大巴舞
45,4,怎麼才能戰勝試圖出拳的人？,剪子,石頭,槍,跆拳道,布
46,4,泰坦尼克的救生艇能乘坐幾個人？,9,7,8,10,11
47,7,歌德的《浮士德》裡出現的惡魔是？,梅菲斯特,比爾澤布,阿斯蒙蒂斯,摩洛,路西法
48,7,童話《彼得·潘》裡的鐵鉤船長害怕的是？,鱷魚,叉子,鉤子,韓國,坦克
49,7,馬克吐溫以乘木筏順密西西比河漂流的故事作為線索的作品是？,哈克貝利歷險記,湯姆·索亞歷險記,格列佛遊記,達伊的大冒險,南極探險
50,7,西遊記裡登場的沙僧原本是住在什麼地方的怪物？,河川,樹林,天上,糞桶,大海
51,7,下面誰不是西遊記裡的人物？,張飛,孫悟空,沙悟淨,三藏法師,豬八戒
52,7,下面不屬於“綠野仙蹤”主角的是？,貓,稻草人,鐵皮人,獅子,多蘿茜
53,7,《霸王別姬》裡的“霸王”指的是誰？,項羽,關羽,劉備,張飛,呂布
54,7,陪伴泰國民族1000多年的泰國格鬥技是？,拳擊,拳霸,薩瓦迪卡,泰拳,空手道
55,7,1950年代後期開始在美國流行的4/4拍體育舞蹈是？,曼波舞,探戈舞,森巴舞,恰恰舞,華爾滋
56,7,該電影描述莫札特的生平，1985年上映後獲得了8項奧斯卡獎。請問這個作品的名稱是什麼？,貝托芬,莫加特,費加羅的婚禮,莫札特傳,唐·喬瓦尼
57,7,4大經典音樂劇中，原著為維克多·雨果的小說的是？,悲慘世界,貓,歌劇院的幽靈,西貢小姐,芝加哥
58,7,6世紀的英國英雄亞瑟王的聖劍名字是？,雌雄雙劍,赫格尼之劍,太陽劍,巴爾蒙克劍,斷鋼劍
59,7,這是被蜘蛛咬傷後獲得特殊力量，可以從手上射出蜘蛛線的英雄，後來被搬上螢幕後也取得了很好的票房成績。請問這位英雄叫什麼名字？,蜘蛛人,蜘蛛網人,瓢蟲,蜘蛛俠,阿拉克尼
60,7,為了用300石的供奉米讓父親恢復視力，毅然跳進印塘水的姑娘是？,沈清,春香,善德女王,紅蓮,薔花
61,7,希臘神話裡波塞冬的兒子，名字在希臘語中有“主人”之意。請問這個神叫什麼名字？,彼得·傑克遜,奧亦奇,艾利亞斯,貝羅斯,阿法
62,7,希臘神話中力氣最大，主神宙斯與阿爾克墨涅之子，完成了12項偉績的英雄是？,雷比 亞倫斯,波塞冬,哈迪斯,珀爾修斯,赫拉克勒斯
63,7,希臘神話中力氣最大，主神宙斯與阿爾克墨涅之子，完成了12項偉績的英雄是？,克拉托斯,波塞冬,哈迪斯,珀爾修斯,赫拉克勒斯
64,7,表現熊家族和睦生活的童謠是？,沒有熊,一隻熊,兩隻熊,三隻熊,四隻熊
65,7,不屬於交響樂隊的絃樂器是？,小提琴,大提琴,低音提琴,中提琴,吉他
66,3,不屬於詹姆斯·卡梅隆導演的作品是？,300,終結者,異形2,泰坦尼克號,阿凡達
67,3,2010年播出的連續劇《推奴》的主角是？,張東健,鄭雨盛,張赫,李政宰,元斌
68,3,突破20%的紀錄片歷史最高收視率，生動地表現出亞馬遜之勃勃生機的作品是？,亞馬遜的鼻涕,亞馬遜的眼淚,亞馬遜的清水,亞馬遜的泉水,亞馬遜的植物
69,3,代表性的超級英雄之一，擁有模仿蝙蝠的外形和套裝。請問這個角色的名字是？,超人,蜘蛛俠,鋼鐵俠,蝙蝠俠,X戰警
70,3,創作了《人魚公主》、《醜小鴨》、《皇帝的新裝》等優秀童話的丹麥著名童話作家是？,韓塞爾,安徒生,葛雷特,南丁格爾,聖-埃克蘇佩里
71,7,童話《白雪公主》裡一共有幾名矮人？,1名,3名,5名,7名,9名
72,7,童話“穿靴子的貓”的原著是？,貓士兵,貓爸爸,貓媽媽,貓老大,貓將軍
73,7,俄羅斯作曲家格拉祖諾夫的4樂章芭蕾音樂《四季》不包括的季節是？,春,夏,秋,冬,熱帶
74,7,萊昂納多·達·芬奇的作品，為了表現立體感，用釉料進行了多層特殊處理，而且以神秘的微笑聞名於世。請問這幅畫的名稱是？,波比,蒙娜麗莎,聖安妮,岩間聖母,戴頭盔的戰士
75,7,萊昂納多·達·芬奇的名作《最後的晚餐》畫中一共有幾個人？,11人,12人,13人,14人,15人
76,3,漫畫《七龍珠》的主角叫什麼名字？,貝吉塔,天津飯,特蘭克斯,卡卡羅特,耶比
77,3,漫畫《Keroro軍曹》裡的Keroro是什麼膚色？,彩虹色,黑色,黃色,藍色,翠綠色
78,7,巴羅克音樂是幾世紀流行的音樂？,1~2世紀,3~4世紀,16~17世紀,17~18世紀,24~39世紀
79,3,把內褲穿在褲子外面，披著一條紅色披風，只在電話亭裡變身的人是誰？,生化人,閃光人,超人,阿比奧遊俠,沃參
80,7,北歐神話中，諸神的住所是？,艾利亞斯,地獄之門,阿斯加爾德,米德卡勒特,水耕農場
81,7,巴西黑人的舞蹈，節拍為2/4拍，以快速熱情作為特徵。請問這是什麼舞蹈？,恰恰舞,森巴舞,倫巴舞,搖擺舞,快步舞
82,7,三國時期蜀漢第一任皇帝，與關羽和張飛桃園結義的人物是？,劉備,孫權,劉禪,劉封,曹操
83,7,西遊記裡，三藏法師奉皇帝之命去取佛經的地方是？,日本,印度,韓國,中國,夏威夷
84,7,這是木琴的一種，上面掛著共鳴器。請問這種打擊樂器的名稱是什麼？,小手鼓,銅鈸,洋鼓,馬林巴琴,定音鼓
85,7,以西班牙塞維利亞為背景，講述吉普賽姑娘與唐·豪塞的愛情悲劇的歌劇是？,卡門,巴黎聖母院,王子與貧兒,魔笛,KARA演唱會
86,3,日本卡通電影《海賊王》的主角路飛吃了什麼惡魔果實？,溜毬果實,四分五裂果實,橡皮果實,飄飄果實,滑溜溜果實
87,3,不是皮克斯工作室製作的電影是？,飛屋環遊記,怪物史萊克,蟲蟲危機,玩具總動員,機器人總動員
88,3,《星球大戰4：新的希望》首映時間是？,2008,1978,1980,2002,1998
89,3,電影《英雄本色》中飾演小馬哥形象的演員是？,劉德華,張國榮,宋康昊,周星馳,周潤發
90,7,從尼羅河的水色衍生的顏色是？,尼祿藍,尼祿綠,尼祿深藍,尼祿灰,尼祿那不勒斯
91,7,沒有頭和手腳，只有身軀的雕像稱為？,軀幹（torso）,阿格裡帕,托爾貝,米開朗基羅,阿格裡伯
92,7,鮭魚肉色的粉紅色稱為？,鮭魚粉紅,印第安粉紅,淺粉紅,性感粉紅,深翠綠
93,7,形容看事物十分明晰的四字成語是？,明若觀火,明若知火,明若水火,明若疑火,明若思火
94,7,形容一切事情必定回到正軌的四字成語是？,事必歸正,四面春風,三顧茅廬,信賞必罰,菽麥不辨
95,7,形容傾盡全身力量直至身軀粉碎的四字成語是？,粉身碎骨,粉骨破身,碎骨粉身,碎骨破身,粉骨不身
96,7,比喻“非常要好或情投意合的朋友”的四字成語是？,莫逆之交,馬擊之交,莫擊之交,莫驛之交,沒有正確答案
97,7,表示“要想獲得賢才，必須真心誠意一再邀請”的四字成語是？,三顧茅廬,事必歸正,四面春風,四面楚歌,萬壑千峰
98,7,沒有動物的四字成語是？,黃粱一夢,兔死狗烹,馬耳東風,對牛彈琴,烏飛梨落
99,7,與美人無關的四字成語是？,龍頭蛇尾,佳人薄命,傾國之色,花容月貌,丹唇皓齒
100,7,四字成語與解釋連接錯誤的是？,簞食瓢飲 - 徒勞無益的富貴或幸福,明若觀火 - 明白透徹,羊頭狗肉 - 表裡不一,切齒拊心 - 極端痛恨的樣子,對牛彈琴 - 白費口舌
101,7,1924~1928年期間，在中國國民黨的領導下進行的民族統一運動是？,國民革命,炸醬麵革命,糖醋肉革命,炒碼面革命,統一革命
102,7,2004年11~12月烏克蘭發生的由維克托·尤先科的支持者們發動的市民抗議行動是？,橙汁,橙色革命,彩虹革命,蘋果汁,蘋果革命
103,7,留下“我走得很慢，但我永遠不會後退”這句名言的人是？,高達,米開朗基羅,林肯,愛迪生,忍者神龜
104,7,正確搭配四個方位與四方神的是？,東 - 青龍,東 - 玄武,南 - 玄武,南 - 白虎,西 - 朱雀
105,7,德國首都是？,柏林,比索,曼谷,沙那,斯德哥爾摩
106,7,羅馬尼亞革命是什麼時候發生的？,1089年,1989年,1995年,2008年,2010年
107,7,由多個國家的經濟結合而成的單一經濟圈稱作？,全部經濟,結合經濟,古怪經濟,玩吧經濟,廣域經濟
108,7,與西北歐地區的社會問題最不符合的是？,人力不足,資源枯竭,環境污染,工業設施老化,出生率高
109,7,盛產甘蔗、水稻、雪鹿的巴拉馬利波是哪個國家的首都？,麥蓋博,高治南,蘇利南,布拉格,高切爾南
110,7,這裡是瑞士的首都。始建於1421年，花費150多年才完成的哥德式教堂——伯恩大教堂就位於這裡。請問這裡是哪裡？,巴爾尼,伯恩,貝爾尼,東京,首爾
111,7,只會給人畫餅，實際上不能施行的政治是？,吹牛政治,文件政治,作文政治,口頭政治,專制政治
112,7,非洲大陸第二大的國家阿爾及利亞的首都是？,阿納,阿爾俄,阿爾及爾,安達,阿爾金
113,7,位於非洲東北部，首都為喀土穆的國家是？,蘇丹,方法,伽利吉,瑪爾高,派汀
114,7,成為美國與拉丁美洲的文化邊界的是？,漢江,巴拉那河,鴨綠江,裡奧格蘭德河,金江
115,7,歐洲中心從南歐轉移到西歐的契機是？,文藝復興,產業革命,太陽從西邊出來了,奧特曼出現,第一次世界大戰
116,7,將歐洲人的資本和熱帶氣候、土著民的廉價勞動力結合起來的勞動形態是？,通貨膨脹,種植園,勞動部,重勞動,民主主義
117,7,與自然經濟意思相同的詞是？,現貨經濟,山林經濟,山脈經濟,韓國經濟,世界經濟
118,7,中國三國時代蜀國的武將，字子龍，來自常山郡真定縣的將軍是？,關羽,張飛,黃忠,馬超,趙雲
119,7,中國後漢末年，農民們反抗豪族勢力的剝削而揭竿而起的事件是？,紅巾之亂,黃巾之亂,赤巾之亂,白巾之亂,洪吉童之亂
120,7,中國的秦始皇建造的世界最長的城牆是？,萬里長城,千里長線,百萬長城,千萬長城,億萬長城
121,7,中非共和國的首都是？,龐古,班貴,班基,布翁,布昂
122,7,吉里巴斯的首都是？,達拉瓦,塔拉瓦,巴厘瓦,安奧納,奧拉尼格
123,7,土耳其的首都是？,安坎城,安哥拉,安幹納,卡拉,安卡拉
124,7,法國的首都是？,蚊子,拿巴黎,巴黎,東巴黎,巴黎寨
125,7,赫爾辛基是哪個國家的首都？,芬蘭,荷蘭,捷克,馬來西亞,德國
126,7,請猜猜義大利的首都。,羅馬,華盛頓,巴黎,雅典,東京
127,7,下面幾項中，不規定比賽時間的運動是？,籃球,足球,排球,冰球,水球
128,7,世界上最大的沙漠叫什麼名字？,撒哈拉,吳哈拉,具荷拉,維多利亞大沙漠,戈壁
129,7,並聯3塊1.5v電池時，整個電壓是？,0 V,1.5v,3v,4.5v,6v
130,7,生活在1萬~4萬5千年前的舊石器後期，留下了出色的洞穴壁畫，1868年首次被發現的人類化石是？,南方古猿,克羅馬農人,尼安德特人,智人,直立人
131,7,這座大樓於1931年建在紐約，曾是世界最高的建築，在<金剛><西雅圖不眠夜>等影片中以背景出現。這座大樓的名字是？,帝國大廈,洛克菲勒中心,世界貿易中心,克萊斯勒大廈,AT&T大廈
132,7,1945年出生的人是什麼生肖？,雞,牛,馬,龍,猴
133,7,1984年在烏克蘭的哪個地方發生過核電站爆炸事故？,符拉迪沃斯托克,切爾諾貝利,基輔,聖彼德堡,莫斯科
134,7,1年有幾天？,364天,295天,384天,365天,367天
135,7,2010年11月11日是星期幾？,星期四,星期五,星期二,星期六,星期日
136,7,在南非語中表示“慶祝”的2010年世界盃官方官方用球是？,謝樂球,快樂球,柯恩球,大球,普天同慶
137,7,2012年第30屆夏季奧運會主辦國是？,韓國,英國,日本,加拿大,美國
138,7,2012年倫敦奧運會正式專案中不包括2008年奧運會的哪個項目？,足球,籃球,排球,棒球,乒乓球
139,7,2014年冬季奧運會的主辦地和地區是？,韓國-平昌,俄羅斯-索契,加拿大-惠斯勒,美國-阿拉斯加,日本-淺田
140,7,位於大雪與小寒之間，一年中夜晚最長的節氣是？,冬至,立冬,大寒,立春,寒食
141,7,擁有8隻眼睛的鰻魚怪物是？,七鰓鰻,蜥蜴人,壁虎,巨蜥,怪鰻
142,7,利用虛假網站盜取銀行資訊或個人資訊的網路用語是？,垂釣,詐騙,盜用帳號,入侵,釣魚
143,7,比喻無用的東西，字面意思為“牛尿馬糞”的是？,龍頭蛇尾,牛溲馬勃,髀肉之歎,愚公移山,易地思之
144,7,主張個人的主體性和自我獨立之重要性的代表性的哲學家，主張“站在神面前的單獨者”、“絕望是致死的疾病”的丹麥哲學家是？,克爾凱郭爾,克爾凱郭萊,克爾凱郭高,克爾凱郭洛,克爾凱郭盧
145,7,在牽牛織女的童話裡，把兩位主角分開的河是？,銀河,解慕漱,尿壺,洛東江,約旦河
146,7,不屬於世界七大奇跡的是？,亞歷山大的阿特密斯神殿,埃及金字塔,巴比倫空中花園,奧林匹亞宙斯神像,羅德島太陽神巨像
147,7,說過<認識你自己>這句名言的古希臘哲學家是？,蘇格拉底,斯賓諾莎,亞里斯多德,柏拉圖,畢達哥拉斯
148,7,“蟬蟲”是哪種昆蟲的幼蟲呢？,蝴蝶,蟬,蚊子,飛蛾,蜻蜓
149,7,吉尼斯紀錄是調查“什麼”的過程中構思出來的呢？,格溫妮斯·派特洛,最快的動物,最快的鳥,最大的動物,最小的動物
150,7,國家與貨幣單位配對錯誤的是？,巴西 - 盾,菲律賓 - 比索,印度 - 盧比,日本 - 日元,美國 - 美元
151,7,國名與首都名稱相同的國家是？,摩納哥,墨西哥,蘇丹,蘇利南,菲律賓
152,7,出現落葉現象的原因是什麼呢？,因為重量,因為搖晃,防止水分損失,由於樹幹部分,怕折斷
153,7,駱駝的駝峰裡有什麼呢？,血,水,軟骨,骨頭,脂肪
154,7,供暖、工廠、汽車尾氣等原因造成大城市溫度上升的現象是？,溫室效應,熱島效應,冰室效應,煙霧現象,熱帶夜現象
155,7,長翅膀的鳥類中飛得最快的是？,麻雀,蜂鳥,隼,禿鷲,貓頭鷹
156,7,舉行諾貝爾和平獎頒獎儀式的地方是？,丹麥 哥本哈根,瑞典 斯德哥爾摩,挪威 奧斯陸,芬蘭 赫爾辛基,澳大利亞 坎培拉
157,7,讓使用者在其他通信公司的服務地區使用無線通訊的服務是？,集線器,對講機,載入,漫遊,讀取
158,7,創作出《大衛雕像》、《末日的審判》等作品的義大利美術家是？,萊昂納多·達·芬奇,米開朗基羅,拉斐爾,多納泰羅,大衛哥
159,7,以下古典成語裡共同登場的動物是？狐假虎威、首丘初心、兔死狐悲,狐狸,老虎,牛,馬,雞
160,7,下面錯誤的標準語是？,荒唐無稽,同病相憐,風飛雹散,夜半逃走,難以置信
161,7,以下生物的腿數量合計是？魷魚、章魚、烏賊、梭子蟹。,36,40,38,32,34
162,7,下面哪一項沒有正確連接國家與首都？,韓國 - 首爾,北韓 - 平壤,日本 - 東京,中國 - 北京,美國 - 紐約
163,7,登場選手最少的是？,籃球,水球,排球,足球,冰球
164,7,下面不屬於現代五項運動的項目是？,馬術,擊劍,划艇,游泳,射擊
165,7,下面哪一項沒有正確連接國家與首都？,美國 - 紐約,中國 - 北京,阿根廷 - 布宜諾賽勒斯,巴哈馬 - 拿索,蘇利南 - 巴拉馬利波
166,7,羅馬與希臘神祗連接錯誤的是？,阿波羅 - 普魯托,阿佛洛狄忒 - 維納斯,阿瑞斯 - 瑪爾斯,赫爾墨斯 - 墨丘利,雅典娜 - 彌涅耳瓦
167,7,不需要特別提供電源的裝置是？,印表機,掃描機,顯示器,揚聲器,鍵盤
168,7,下面不屬於四君子的是？,松樹,梅花,蘭花,菊花,竹子
169,7,下面哪位神祗不是女神？,赫淮斯托斯,阿佛洛狄忒,赫拉,蓋亞,雅典娜
170,7,下面哪個不屬於熱帶水果？,香瓜,鳳梨,芒果,木瓜,椰子
171,7,以下幾項中，體內吸收最好的補鈣食品是？,牛奶及乳製品,蝦皮,銀魚幹,鳳尾魚,豆腐
172,7,不屬於草食動物的是？,豬,河馬,兔子,袋鼠,牛
173,7,由於果膠和酸較少，不容易製作果醬的水果是？,蘋果,柳丁,梨,葡萄,草莓
174,7,只有一名演員登臺的劇是？,單人戲,多角色劇,多重人格劇,獨角戲,融合劇
175,7,有史以來第一個登上月球的人是尼爾·阿姆斯壯。那麼第一個在月球著陸的飛行器是？,阿波羅11號,阿波羅12號,阿波羅13號,阿波羅14號,阿波羅15號
176,7,吸煙對身體有害，會引發肺癌等各種疾病，但是香煙中的成分可以讓吸煙者上癮。請問這個成分叫什麼名字？,咖啡因,尼古丁,胰島素,抗組胺劑,壓力
177,7,大氣淨化效果最出色的樹種是？,櫸樹,銀杏樹,法國梧桐,楓樹,桑樹
178,7,蟬是代表性的夏季昆蟲。那麼蟬的幼蟲叫什麼名字呢？,蟬蛹,海螺,蝌蚪,水蠆,毛毛蟲
179,7,讓道路積雪融化時撒的東西是？,氯化鈣,二氧化碳,粗鹽,白糖,味精
180,7,不屬於冬季奧運會正式比賽專案的是？,短雪橇,鋼架雪車,冰壺,花樣滑冰,冰球
181,7,吃年糕湯的節日是？,中秋節,春節,寒食節,端午節,愚人節
182,7,俄羅斯首都是？,柏林,曼賈斯特,莫斯科,托特納姆熱刺隊,切爾西
183,7,羅馬神話中主宰大地的豐饒，被奉為葡萄酒之神，在希臘神話中被稱為狄俄尼索斯的神祗是？,巴克斯,哈迪斯,阿佛洛狄忒,阿波羅,赫拉
184,7,馬拉松比賽的規定距離是？,43.195km,39.195km,42.195km,40.195km,44.195km
185,7,馬睡覺的姿勢是？,站著,坐著,跪著,躺著,趴著
186,7,墨西哥民謠《La Cucaracha》的歌名意味什麼？,蟑螂,金龜子,水蠅,米蟲,幼蟲
187,7,莫斯科科學家帕基特諾夫根據古羅馬智力遊戲開發的遊戲是？,俄羅斯方塊,瘋狂坦克,花圖,打磚塊,阿爾法諾德
188,7,無形文化遺產第1號是？,陶瓷匠人,板索裡匠人,民俗遊戲,解恨舞,宗廟祭禮樂
189,7,美國貨幣是？,歐元,美元,日元,人民幣,比索
190,7,米開朗基羅的雕像《大衛》現收藏在哪個城市的美術學院？,佛羅倫斯,米蘭,羅馬,威尼斯,那不勒斯
191,7,蛇為什麼會吐信？,氣味,消化,維持體溫,習慣,嘲弄
192,7,柏林的雨水淨化設施的基本原理是？,天敵農作制,雨水自然排放系統,水復興計畫,海水溫差發展,柏林農作制
193,7,彭格列義大利麵的“彭格列”表示什麼意思呢？,蛤蜊,蝦,海產品,沙司,番茄
194,7,乾果(bureom)是指核桃、松子、花生等帶硬皮的果子。下面與乾果有關的節日是？,春節,元宵節,寒食節,端午節,中秋節
195,7,表示倒楣的事情一個接一個的定律是？,瑪芬定律,墨菲斯定律,古菲定律,墨菲定律,倒楣蛋
196,7,與飛機經濟艙相同的詞語是？,頭等艙,二等艙,普通艙,特等艙,商務艙
197,7,聘丈是對丈人的尊稱，春府丈是對別人父親的尊稱。那麼，慈堂是對誰的尊稱呢？,別人的母親,別人的奶奶,奶奶,母親,父親
198,7,Papillon在法語裡表示什麼呢？,大力水手,越獄犯,罪犯,蝴蝶,自由人
199,7,下面哪一條不屬於三綱五倫中五倫？,夫為婦綱,君臣有義,父子有親,長幼有序,朋友有信
200,7,為提高產量強化品質而改變基因的農畜產品稱作什麼？,轉基因食品,突然變異,有機食品,保健食品,垃圾食品
201,7,提煉石油原油時最後得到的是？,柴油,柏油,燈油,高粘度船用油,汽油
202,7,屬於發達國家集團G8的國家是？,大韓民國,荷蘭,日本,加拿大,中國
203,7,屬於世界三大交響曲的是？,命運,朱庇特,憤怒,教養曲,四季
204,7,不屬於世界三大電影節的是？,米蘭,柏林,威尼斯,坎城,沒有正確答案
205,7,不屬於世界四大音樂劇的是？,貓,悲慘世界,歌劇魅影,西貢小姐,希臘
206,7,世界上最長的河流是？,尼羅河,亞馬遜河,長江,密西西比河,漢江
207,7,世界上面積最大的國家是？,澳大利亞,美國,印度,中國,俄羅斯
208,7,世界上最高的山峰是？,勃朗峰,白頭山,喜馬拉雅山,珠穆朗瑪峰,富士山
209,7,世界上最高的山峰是？,珠穆朗瑪峰,漢拿山,道峰山,北漢山,白頭山
210,7,世界上人口最多的國家是？,韓國,美國,印度,中國,俄羅斯
211,7,世界上人口最多的國家是中國。那麼人口第二多的國家是哪裡呢？,印度,美國,澳大利亞,俄羅斯,日本
212,7,形容喝醉後大聲喧嘩或唱歌的四字成語是？,高聲放歌,是人嗎,瘋了嗎,是爸爸嗎,是媽媽嗎
213,7,傳說中酒神巴克斯用葡萄酒製造的寶石是？,紫水晶,黃水晶,鑽石,紅寶石,海藍寶石
214,7,體育宗主國配對錯誤的是？,乒乓球-中國,射箭-英國,擊劍-法國,排球-美國,馬術-德國
215,7,悉尼歌劇院的設計創意來源於哪個水果？,柳丁,蘋果,橘子,金橘,葡萄
216,7,這是詩人李海仁的一首詩名，有家咖啡連鎖店的名字跟這個很相似。請問這是？,星巴克,咖啡飄香的村莊,蒲公英的領土,伊迪雅,哈裡斯
217,7,詩人黃錦燦在《這座嶺》裡面認為比珠穆朗瑪峰和勃朗峰更難越過去的山嶺是？,青黃不接,站起來看看,二十個山嶺,阿裡郎坡,彌阿裡坡
218,7,實際存在的螞蟻種類是？,黑褐蟻,獅蟻,貓蟻,狗蟻,蛭蟻
219,7,阿根廷的首都是？,安卡拉,臺北,布宜諾賽勒斯,上海,東京
220,7,阿根廷的貨幣單位是？,比索,先令,美元,日元,塔卡
221,7,亞里斯多德的弟子，持現實主義立場的古希臘哲學家是？,蘇格拉底,斯賓諾莎,亞里斯多德,柏拉圖,畢達哥拉斯
222,7,下面哪一項不屬於Actoz Soft公司運營的遊戲？,冒險島,萌萌彩虹島,縱橫天下,千年,A3
223,7,阿爾文·托夫勒認為第一種味道是鹽，第二種味道是調料，第三種味道將進化為這個。這是？,融合,混合,栽培,發酵,海鹽
224,7,棒球裡的“beanball”指的是瞄準打擊手的哪個部位投的球？,腿部,臂部,肚子,頭部,肩膀
225,7,藥袋上寫的“內服藥”是什麼意思？,吃的藥,穿的藥,外塗藥,注射藥,貼的藥
226,7,形容輿論力量大，很難阻止的四字成語是？,眾口難防,秋高氣爽,朝三暮四,喧賓奪主,天方夜譚
227,7,歷史上最偉大的發明是？,牙膏,電氣,汽車,自行車,微波爐
228,7,英國的貨幣單位是？,比索,美元,人民幣,日元,英鎊
229,7,試圖通過永恆不變的概念“idea”揭開存在之根源的古希臘哲學家是？,蘇格拉底,斯賓諾莎,亞里斯多德,柏拉圖,畢達哥拉斯
230,7,最近非常流行，被稱為掌中電腦的新概念手機是？,葡萄酒手機,智能手機,觸屏手機,多功能電話,三星手機
231,7,歐洲的著名畫家。創作了《星晚》、《向日葵》等美麗的作品，但是曾割斷了自己的耳朵，最後精神疾病發作而自殺身亡的畫家是？,文森特·梵古,高更,畢卡索,勞特累克,沃霍爾
232,7,醫學上區分臉部與頭的基準是？,額,眉,眼,鼻,嘴
