ID,_ItemID,_ItemRare,_ItemCount,_SellFactor
10700301,170195401,1,1,100
10700310,170195401,1,10,100
10700399,170195401,1,99,100
10800101,170195401,1,1,100
10800110,170195401,1,10,100
10800199,170195401,1,99,100
10800201,170195401,1,1,100
10800210,170195401,1,10,100
10800299,170195401,1,99,100
10800301,170195401,1,1,100
10800310,170195401,1,10,100
10800399,170195401,1,99,100
10900101,170195401,1,1,100
10900110,170195401,1,10,100
10900199,170195401,1,99,100
10900201,170195401,1,1,100
10900210,170195401,1,10,100
10900299,170195401,1,99,100
10900301,170195401,1,1,100
10900310,170195401,1,10,100
10900399,170195401,1,99,100
11000101,170195401,1,1,100
11000110,170195401,1,10,100
11000199,170195401,1,99,100
11000201,170195401,1,1,100
11000210,170195401,1,10,100
11000299,170195401,1,99,100
11000301,170195401,1,1,100
11000310,170195401,1,10,100
11000399,170195401,1,99,100
11100101,170195401,1,1,100
11100110,170195401,1,10,100
11100199,170195401,1,99,100
11100201,170195401,1,1,100
11100210,170195401,1,10,100
11100299,170195401,1,99,100
11100301,170195401,1,1,100
11100310,170195401,1,10,100
11100399,170195401,1,99,100
11200101,170195401,1,1,100
11200110,170195401,1,10,100
11200199,170195401,1,99,100
11200201,170195401,1,1,100
11200210,170195401,1,10,100
11200299,170195401,1,99,100
11200301,170195401,1,1,100
11200310,170195401,1,10,100
11200399,170195401,1,99,100
11300101,170195401,1,1,100
11300110,170195401,1,10,100
11300199,170195401,1,99,100
11300201,170195401,1,1,100
11300210,170195401,1,10,100
11300299,170195401,1,99,100
11300301,170195401,1,1,100
11300310,170195401,1,10,100
11300399,170195401,1,99,100
11400101,170195401,1,1,100
11400110,170195401,1,10,100
11400199,170195401,1,99,100
11400201,170195401,1,1,100
11400210,170195401,1,10,100
11400299,170195401,1,99,100
11400301,170195401,1,1,100
11400310,170195401,1,10,100
11400399,170195401,1,99,100
11500101,170195401,1,1,100
11500110,170195401,1,10,100
11500199,170195401,1,99,100
11500201,170195401,1,1,100
11500210,170195401,1,10,100
11500299,170195401,1,99,100
11500301,170195401,1,1,100
11500310,170195401,1,10,100
11500399,170195401,1,99,100
11600101,170195401,1,1,100
11600110,170195401,1,10,100
11600199,170195401,1,99,100
11600201,170195401,1,1,100
11600210,170195401,1,10,100
11600299,170195401,1,99,100
11600301,170195401,1,1,100
11600310,170195401,1,10,100
11600399,170195401,1,99,100
11700101,170195401,1,1,100
11700110,170195401,1,10,100
11700199,170195401,1,99,100
11700201,170195401,1,1,100
11700210,170195401,1,10,100
11700299,170195401,1,99,100
11700301,170195401,1,1,100
11700310,170195401,1,10,100
11700399,170195401,1,99,100
11800101,170195401,1,1,100
11800110,170195401,1,10,100
11800199,170195401,1,99,100
11800201,170195401,1,1,100
11800210,170195401,1,10,100
11800299,170195401,1,99,100
11800301,170195401,1,1,100
11800310,170195401,1,10,100
11800399,170195401,1,99,100
11900101,170195401,1,1,100
11900110,170195401,1,10,100
11900199,170195401,1,99,100
11900201,170195401,1,1,100
11900210,170195401,1,10,100
11900299,170195401,1,99,100
11900301,170195401,1,1,100
11900310,170195401,1,10,100
11900399,170195401,1,99,100
12000101,170195401,1,1,100
12000110,170195401,1,10,100
12000199,170195401,1,99,100
12000201,170195401,1,1,100
12000210,170195401,1,10,100
12000299,170195401,1,99,100
12000301,170195401,1,1,100
12000310,170195401,1,10,100
12000399,170195401,1,99,100
10010401,170195401,1,1,100
10010410,170195401,1,10,100
10010499,170195401,1,99,100
10010501,170195401,1,1,100
10010510,170195401,1,10,100
10010599,170195401,1,99,100
10010601,170195401,1,1,100
10010610,170195401,1,10,100
10010699,170195401,1,99,100
10100401,170195401,1,1,100
10100410,170195401,1,10,100
10100499,170195401,1,99,100
10100501,170195401,1,1,100
10100510,170195401,1,10,100
10100599,170195401,1,99,100
10100601,170195401,1,1,100
10100610,170195401,1,10,100
10100699,170195401,1,99,100
20010001,170140101,1,1,100
20010010,170140101,1,10,100
20020001,170140102,1,1,100
20020010,170140102,1,10,100
20030001,170140103,1,1,100
20030010,170140103,1,10,100
20040001,170140104,1,1,100
20040010,170140104,1,10,100
20050001,170140105,1,1,100
20050010,170140105,1,10,100
20060001,170140106,1,1,100
20060010,170140106,1,10,100
20080001,170140111,1,1,100
20080010,170140111,1,10,100
20090001,170140112,1,1,100
20090010,170140112,1,10,100
20100001,170140113,1,1,100
20100010,170140113,1,10,100
20120101,170195401,1,1,100
20120110,170195401,1,10,100
20120201,170195401,1,1,100
20120210,170195401,1,10,100
20120301,170195401,1,1,100
20120310,170195401,1,10,100
20120401,170195401,1,1,100
20120410,170195401,1,10,100
20150001,170140118,1,1,100
20150010,170140118,1,10,100
20160101,170195401,1,1,100
20160201,170195401,1,1,100
29960001,170195401,1,1,100
29960010,170195401,1,10,100
29970001,170195401,1,1,100
29970010,170195401,1,10,100
29980001,170140107,1,1,100
29980010,170140107,1,10,100
29990001,170140201,1,1,100
29990010,170140201,1,10,100
60010001,170195401,1,1,100
60020001,170195401,1,1,100
60030101,170195401,1,1,100
60040001,190150901,1,1,100
60040010,190150901,1,10,100
60050001,170130147,1,1,100
60060001,170160602,1,1,100
30010101,170195401,1,1,100
30010102,170195401,1,1,150
30010103,170195401,1,1,200
30010104,170195401,1,1,250
30060101,170195401,1,1,100
30060102,170195401,1,1,150
30060103,170195401,1,1,200
30060104,170195401,1,1,250
30100101,170195401,1,1,100
30100102,170195401,1,1,150
30100103,170195401,1,1,200
30100104,170195401,1,1,250
30150101,170195401,1,1,100
30150102,170195401,1,1,150
30150103,170195401,1,1,200
30150104,170195401,1,1,250
30200101,170195401,1,1,100
30200102,170195401,1,1,150
30200103,170195401,1,1,200
30200104,170195401,1,1,250
30250101,170195401,1,1,100
30250102,170195401,1,1,150
30250103,170195401,1,1,200
30250104,170195401,1,1,250
30300101,170195401,1,1,100
30300102,170195401,1,1,150
30300103,170195401,1,1,200
30300104,170195401,1,1,250
30350101,170195401,1,1,100
30350102,170195401,1,1,150
30350103,170195401,1,1,200
30350104,170195401,1,1,250
30400101,170195401,1,1,100
30400102,170195401,1,1,150
30400103,170195401,1,1,200
30400104,170195401,1,1,250
30450101,170195401,1,1,100
30450102,170195401,1,1,150
30450103,170195401,1,1,200
30450104,170195401,1,1,250
30500101,170195401,1,1,100
30500102,170195401,1,1,150
30500103,170195401,1,1,200
30500104,170195401,1,1,250
30550101,170195401,1,1,100
30550102,170195401,1,1,150
30550103,170195401,1,1,200
30550104,170195401,1,1,250
30600101,170195401,1,1,100
30600102,170195401,1,1,150
30600103,170195401,1,1,200
30600104,170195401,1,1,250
30650101,170195401,1,1,100
30650102,170195401,1,1,150
30650103,170195401,1,1,200
30650104,170195401,1,1,250
30700101,170195401,1,1,100
30700102,170195401,1,1,150
30700103,170195401,1,1,200
30700104,170195401,1,1,250
30750101,170195401,1,1,100
30750102,170195401,1,1,150
30750103,170195401,1,1,200
30750104,170195401,1,1,250
30800101,170195401,1,1,100
30800102,170195401,1,1,150
30800103,170195401,1,1,200
30800104,170195401,1,1,250
30850101,170195401,1,1,100
30850102,170195401,1,1,150
30850103,170195401,1,1,200
30850104,170195401,1,1,250
30900101,170195401,1,1,100
30900102,170195401,1,1,150
30900103,170195401,1,1,200
30900104,170195401,1,1,250
30950101,170195401,1,1,100
30950102,170195401,1,1,150
30950103,170195401,1,1,200
30950104,170195401,1,1,250
31000101,170195401,1,1,100
31000102,170195401,1,1,150
31000103,170195401,1,1,200
31000104,170195401,1,1,250
31050101,170195401,1,1,100
31050102,170195401,1,1,150
31050103,170195401,1,1,200
31050104,170195401,1,1,250
31100101,170195401,1,1,100
31100102,170195401,1,1,150
31100103,170195401,1,1,200
31100104,170195401,1,1,250
31150101,170195401,1,1,100
31150102,170195401,1,1,150
31150103,170195401,1,1,200
31150104,170195401,1,1,250
31200101,170195401,1,1,100
31200102,170195401,1,1,150
31200103,170195401,1,1,200
31200104,170195401,1,1,250
31250101,170195401,1,1,100
31250102,170195401,1,1,150
31250103,170195401,1,1,200
31250104,170195401,1,1,250
31300101,170195401,1,1,100
31300102,170195401,1,1,150
31300103,170195401,1,1,200
31300104,170195401,1,1,250
31350101,170195401,1,1,100
31350102,170195401,1,1,150
31350103,170195401,1,1,200
31350104,170195401,1,1,250
31400101,170195401,1,1,100
31400102,170195401,1,1,150
31400103,170195401,1,1,200
31400104,170195401,1,1,250
31450101,170195401,1,1,100
31450102,170195401,1,1,150
31450103,170195401,1,1,200
31450104,170195401,1,1,250
31500101,170195401,1,1,100
31500102,170195401,1,1,150
31500103,170195401,1,1,200
31500104,170195401,1,1,250
31550101,170195401,1,1,100
31550102,170195401,1,1,150
31550103,170195401,1,1,200
31550104,170195401,1,1,250
31600101,170195401,1,1,100
31600102,170195401,1,1,150
31600103,170195401,1,1,200
31600104,170195401,1,1,250
31650101,170195401,1,1,100
31650102,170195401,1,1,150
31650103,170195401,1,1,200
31650104,170195401,1,1,250
31700101,170195401,1,1,100
31700102,170195401,1,1,150
31700103,170195401,1,1,200
31700104,170195401,1,1,250
31750101,170195401,1,1,100
31750102,170195401,1,1,150
31750103,170195401,1,1,200
31750104,170195401,1,1,250
31800101,170195401,1,1,100
31800102,170195401,1,1,150
31800103,170195401,1,1,200
31800104,170195401,1,1,250
31850101,170195401,1,1,100
31850102,170195401,1,1,150
31850103,170195401,1,1,200
31850104,170195401,1,1,250
31900101,170195401,1,1,100
31900102,170195401,1,1,150
31900103,170195401,1,1,200
31900104,170195401,1,1,250
31950101,170195401,1,1,100
31950102,170195401,1,1,150
31950103,170195401,1,1,200
31950104,170195401,1,1,250
30020201,170195401,1,1,100
30020202,170195401,1,1,150
30020203,170195401,1,1,200
30020204,170195401,1,1,250
30070201,170195401,1,1,100
30070202,170195401,1,1,150
30070203,170195401,1,1,200
30070204,170195401,1,1,250
30120201,170195401,1,1,100
30120202,170195401,1,1,150
30120203,170195401,1,1,200
30120204,170195401,1,1,250
30170201,170195401,1,1,100
30170202,170195401,1,1,150
30170203,170195401,1,1,200
30170204,170195401,1,1,250
30220201,170195401,1,1,100
30220202,170195401,1,1,150
30220203,170195401,1,1,200
30220204,170195401,1,1,250
30270201,170195401,1,1,100
30270202,170195401,1,1,150
30270203,170195401,1,1,200
30270204,170195401,1,1,250
30320201,170195401,1,1,100
30320202,170195401,1,1,150
30320203,170195401,1,1,200
30320204,170195401,1,1,250
30370201,170195401,1,1,100
30370202,170195401,1,1,150
30370203,170195401,1,1,200
30370204,170195401,1,1,250
30420201,170195401,1,1,100
30420202,170195401,1,1,150
30420203,170195401,1,1,200
30420204,170195401,1,1,250
30470201,170195401,1,1,100
30470202,170195401,1,1,150
30470203,170195401,1,1,200
30470204,170195401,1,1,250
30520201,170195401,1,1,100
30520202,170195401,1,1,150
30520203,170195401,1,1,200
30520204,170195401,1,1,250
30570201,170195401,1,1,100
30570202,170195401,1,1,150
30570203,170195401,1,1,200
30570204,170195401,1,1,250
30620201,170195401,1,1,100
30620202,170195401,1,1,150
30620203,170195401,1,1,200
30620204,170195401,1,1,250
30670201,170195401,1,1,100
30670202,170195401,1,1,150
30670203,170195401,1,1,200
30670204,170195401,1,1,250
30720201,170195401,1,1,100
30720202,170195401,1,1,150
30720203,170195401,1,1,200
30720204,170195401,1,1,250
30770201,170195401,1,1,100
30770202,170195401,1,1,150
30770203,170195401,1,1,200
30770204,170195401,1,1,250
30820201,170195401,1,1,100
30820202,170195401,1,1,150
30820203,170195401,1,1,200
30820204,170195401,1,1,250
30870201,170195401,1,1,100
30870202,170195401,1,1,150
30870203,170195401,1,1,200
30870204,170195401,1,1,250
30920201,170195401,1,1,100
30920202,170195401,1,1,150
30920203,170195401,1,1,200
30920204,170195401,1,1,250
30970201,170195401,1,1,100
30970202,170195401,1,1,150
30970203,170195401,1,1,200
30970204,170195401,1,1,250
31020201,170195401,1,1,100
31020202,170195401,1,1,150
31020203,170195401,1,1,200
31020204,170195401,1,1,250
31070201,170195401,1,1,100
31070202,170195401,1,1,150
31070203,170195401,1,1,200
31070204,170195401,1,1,250
31120201,170195401,1,1,100
31120202,170195401,1,1,150
31120203,170195401,1,1,200
31120204,170195401,1,1,250
31170201,170195401,1,1,100
31170202,170195401,1,1,150
31170203,170195401,1,1,200
31170204,170195401,1,1,250
31220201,170195401,1,1,100
31220202,170195401,1,1,150
31220203,170195401,1,1,200
31220204,170195401,1,1,250
31270201,170195401,1,1,100
31270202,170195401,1,1,150
31270203,170195401,1,1,200
31270204,170195401,1,1,250
31320201,170195401,1,1,100
31320202,170195401,1,1,150
31320203,170195401,1,1,200
31320204,170195401,1,1,250
31370201,170195401,1,1,100
31370202,170195401,1,1,150
31370203,170195401,1,1,200
31370204,170195401,1,1,250
31420201,170195401,1,1,100
31420202,170195401,1,1,150
31420203,170195401,1,1,200
31420204,170195401,1,1,250
31470201,170195401,1,1,100
31470202,170195401,1,1,150
31470203,170195401,1,1,200
31470204,170195401,1,1,250
31520201,170195401,1,1,100
31520202,170195401,1,1,150
31520203,170195401,1,1,200
31520204,170195401,1,1,250
31570201,170195401,1,1,100
31570202,170195401,1,1,150
31570203,170195401,1,1,200
31570204,170195401,1,1,250
31620201,170195401,1,1,100
31620202,170195401,1,1,150
31620203,170195401,1,1,200
31620204,170195401,1,1,250
31670201,170195401,1,1,100
31670202,170195401,1,1,150
31670203,170195401,1,1,200
31670204,170195401,1,1,250
31720201,170195401,1,1,100
31720202,170195401,1,1,150
31720203,170195401,1,1,200
31720204,170195401,1,1,250
31770201,170195401,1,1,100
31770202,170195401,1,1,150
31770203,170195401,1,1,200
31770204,170195401,1,1,250
31820201,170195401,1,1,100
31820202,170195401,1,1,150
31820203,170195401,1,1,200
31820204,170195401,1,1,250
31870201,170195401,1,1,100
31870202,170195401,1,1,150
31870203,170195401,1,1,200
31870204,170195401,1,1,250
31920201,170195401,1,1,100
31920202,170195401,1,1,150
31920203,170195401,1,1,200
31920204,170195401,1,1,250
31970201,170195401,1,1,100
31970202,170195401,1,1,150
31970203,170195401,1,1,200
31970204,170195401,1,1,250
30030301,170195401,1,1,100
30030302,170195401,1,1,150
30030303,170195401,1,1,200
30030304,170195401,1,1,250
30080301,170195401,1,1,100
30080302,170195401,1,1,150
30080303,170195401,1,1,200
30080304,170195401,1,1,250
30130301,170195401,1,1,100
30130302,170195401,1,1,150
30130303,170195401,1,1,200
30130304,170195401,1,1,250
30180301,170195401,1,1,100
30180302,170195401,1,1,150
30180303,170195401,1,1,200
30180304,170195401,1,1,250
30230301,170195401,1,1,100
30230302,170195401,1,1,150
30230303,170195401,1,1,200
30230304,170195401,1,1,250
30280301,170195401,1,1,100
30280302,170195401,1,1,150
30280303,170195401,1,1,200
30280304,170195401,1,1,250
30330301,170195401,1,1,100
30330302,170195401,1,1,150
30330303,170195401,1,1,200
30330304,170195401,1,1,250
30380301,170195401,1,1,100
30380302,170195401,1,1,150
30380303,170195401,1,1,200
30380304,170195401,1,1,250
30430301,170195401,1,1,100
30430302,170195401,1,1,150
30430303,170195401,1,1,200
30430304,170195401,1,1,250
30480301,170195401,1,1,100
30480302,170195401,1,1,150
30480303,170195401,1,1,200
30480304,170195401,1,1,250
30530301,170195401,1,1,100
30530302,170195401,1,1,150
30530303,170195401,1,1,200
30530304,170195401,1,1,250
30580301,170195401,1,1,100
30580302,170195401,1,1,150
30580303,170195401,1,1,200
30580304,170195401,1,1,250
30630301,170195401,1,1,100
30630302,170195401,1,1,150
30630303,170195401,1,1,200
30630304,170195401,1,1,250
30680301,170195401,1,1,100
30680302,170195401,1,1,150
30680303,170195401,1,1,200
30680304,170195401,1,1,250
30730301,170195401,1,1,100
30730302,170195401,1,1,150
30730303,170195401,1,1,200
30730304,170195401,1,1,250
30780301,170195401,1,1,100
30780302,170195401,1,1,150
30780303,170195401,1,1,200
30780304,170195401,1,1,250
30830301,170195401,1,1,100
30830302,170195401,1,1,150
30830303,170195401,1,1,200
30830304,170195401,1,1,250
30880301,170195401,1,1,100
30880302,170195401,1,1,150
30880303,170195401,1,1,200
30880304,170195401,1,1,250
30930301,170195401,1,1,100
30930302,170195401,1,1,150
30930303,170195401,1,1,200
30930304,170195401,1,1,250
30980301,170195401,1,1,100
30980302,170195401,1,1,150
30980303,170195401,1,1,200
30980304,170195401,1,1,250
31030301,170195401,1,1,100
31030302,170195401,1,1,150
31030303,170195401,1,1,200
31030304,170195401,1,1,250
31080301,170195401,1,1,100
31080302,170195401,1,1,150
31080303,170195401,1,1,200
31080304,170195401,1,1,250
31130301,170195401,1,1,100
31130302,170195401,1,1,150
31130303,170195401,1,1,200
31130304,170195401,1,1,250
31180301,170195401,1,1,100
31180302,170195401,1,1,150
31180303,170195401,1,1,200
31180304,170195401,1,1,250
31230301,170195401,1,1,100
31230302,170195401,1,1,150
31230303,170195401,1,1,200
31230304,170195401,1,1,250
31280301,170195401,1,1,100
31280302,170195401,1,1,150
31280303,170195401,1,1,200
31280304,170195401,1,1,250
31330301,170195401,1,1,100
31330302,170195401,1,1,150
31330303,170195401,1,1,200
31330304,170195401,1,1,250
31380301,170195401,1,1,100
31380302,170195401,1,1,150
31380303,170195401,1,1,200
31380304,170195401,1,1,250
31430301,170195401,1,1,100
31430302,170195401,1,1,150
31430303,170195401,1,1,200
31430304,170195401,1,1,250
31480301,170195401,1,1,100
31480302,170195401,1,1,150
31480303,170195401,1,1,200
31480304,170195401,1,1,250
31530301,170195401,1,1,100
31530302,170195401,1,1,150
31530303,170195401,1,1,200
31530304,170195401,1,1,250
31580301,170195401,1,1,100
31580302,170195401,1,1,150
31580303,170195401,1,1,200
31580304,170195401,1,1,250
31630301,170195401,1,1,100
31630302,170195401,1,1,150
31630303,170195401,1,1,200
31630304,170195401,1,1,250
31680301,170195401,1,1,100
31680302,170195401,1,1,150
31680303,170195401,1,1,200
31680304,170195401,1,1,250
31730301,170195401,1,1,100
31730302,170195401,1,1,150
31730303,170195401,1,1,200
31730304,170195401,1,1,250
31780301,170195401,1,1,100
31780302,170195401,1,1,150
31780303,170195401,1,1,200
31780304,170195401,1,1,250
31830301,170195401,1,1,100
31830302,170195401,1,1,150
31830303,170195401,1,1,200
31830304,170195401,1,1,250
31880301,170195401,1,1,100
31880302,170195401,1,1,150
31880303,170195401,1,1,200
31880304,170195401,1,1,250
31930301,170195401,1,1,100
31930302,170195401,1,1,150
31930303,170195401,1,1,200
31930304,170195401,1,1,250
31980301,170195401,1,1,100
31980302,170195401,1,1,150
31980303,170195401,1,1,200
31980304,170195401,1,1,250
30010401,170195401,1,1,100
30010402,170195401,1,1,150
30010403,170195401,1,1,200
30010404,170195401,1,1,250
30060401,170195401,1,1,100
30060402,170195401,1,1,150
30060403,170195401,1,1,200
30060404,170195401,1,1,250
30110401,170195401,1,1,100
30110402,170195401,1,1,150
30110403,170195401,1,1,200
30110404,170195401,1,1,250
30160401,170195401,1,1,100
30160402,170195401,1,1,150
30160403,170195401,1,1,200
30160404,170195401,1,1,250
30210401,170195401,1,1,100
30210402,170195401,1,1,150
30210403,170195401,1,1,200
30210404,170195401,1,1,250
30260401,170195401,1,1,100
30260402,170195401,1,1,150
30260403,170195401,1,1,200
30260404,170195401,1,1,250
30310401,170195401,1,1,100
30310402,170195401,1,1,150
30310403,170195401,1,1,200
30310404,170195401,1,1,250
30360401,170195401,1,1,100
30360402,170195401,1,1,150
30360403,170195401,1,1,200
30360404,170195401,1,1,250
30410401,170195401,1,1,100
30410402,170195401,1,1,150
30410403,170195401,1,1,200
30410404,170195401,1,1,250
30460401,170195401,1,1,100
30460402,170195401,1,1,150
30460403,170195401,1,1,200
30460404,170195401,1,1,250
30510401,170195401,1,1,100
30510402,170195401,1,1,150
30510403,170195401,1,1,200
30510404,170195401,1,1,250
30560401,170195401,1,1,100
30560402,170195401,1,1,150
30560403,170195401,1,1,200
30560404,170195401,1,1,250
30610401,170195401,1,1,100
30610402,170195401,1,1,150
30610403,170195401,1,1,200
30610404,170195401,1,1,250
30660401,170195401,1,1,100
30660402,170195401,1,1,150
30660403,170195401,1,1,200
30660404,170195401,1,1,250
30710401,170195401,1,1,100
30710402,170195401,1,1,150
30710403,170195401,1,1,200
30710404,170195401,1,1,250
30760401,170195401,1,1,100
30760402,170195401,1,1,150
30760403,170195401,1,1,200
30760404,170195401,1,1,250
30810401,170195401,1,1,100
30810402,170195401,1,1,150
30810403,170195401,1,1,200
30810404,170195401,1,1,250
30860401,170195401,1,1,100
30860402,170195401,1,1,150
30860403,170195401,1,1,200
30860404,170195401,1,1,250
30910401,170195401,1,1,100
30910402,170195401,1,1,150
30910403,170195401,1,1,200
30910404,170195401,1,1,250
30960401,170195401,1,1,100
30960402,170195401,1,1,150
30960403,170195401,1,1,200
30960404,170195401,1,1,250
31010401,170195401,1,1,100
31010402,170195401,1,1,150
31010403,170195401,1,1,200
31010404,170195401,1,1,250
31060401,170195401,1,1,100
31060402,170195401,1,1,150
31060403,170195401,1,1,200
31060404,170195401,1,1,250
31110401,170195401,1,1,100
31110402,170195401,1,1,150
31110403,170195401,1,1,200
31110404,170195401,1,1,250
31160401,170195401,1,1,100
31160402,170195401,1,1,150
31160403,170195401,1,1,200
31160404,170195401,1,1,250
31210401,170195401,1,1,100
31210402,170195401,1,1,150
31210403,170195401,1,1,200
31210404,170195401,1,1,250
31260401,170195401,1,1,100
31260402,170195401,1,1,150
31260403,170195401,1,1,200
31260404,170195401,1,1,250
31310401,170195401,1,1,100
31310402,170195401,1,1,150
31310403,170195401,1,1,200
31310404,170195401,1,1,250
31360401,170195401,1,1,100
31360402,170195401,1,1,150
31360403,170195401,1,1,200
31360404,170195401,1,1,250
31410401,170195401,1,1,100
31410402,170195401,1,1,150
31410403,170195401,1,1,200
31410404,170195401,1,1,250
31460401,170195401,1,1,100
31460402,170195401,1,1,150
31460403,170195401,1,1,200
31460404,170195401,1,1,250
31510401,170195401,1,1,100
31510402,170195401,1,1,150
31510403,170195401,1,1,200
31510404,170195401,1,1,250
31560401,170195401,1,1,100
31560402,170195401,1,1,150
31560403,170195401,1,1,200
31560404,170195401,1,1,250
31610401,170195401,1,1,100
31610402,170195401,1,1,150
31610403,170195401,1,1,200
31610404,170195401,1,1,250
31660401,170195401,1,1,100
31660402,170195401,1,1,150
31660403,170195401,1,1,200
31660404,170195401,1,1,250
31710401,170195401,1,1,100
31710402,170195401,1,1,150
31710403,170195401,1,1,200
31710404,170195401,1,1,250
31760401,170195401,1,1,100
31760402,170195401,1,1,150
31760403,170195401,1,1,200
31760404,170195401,1,1,250
31810401,170195401,1,1,100
31810402,170195401,1,1,150
31810403,170195401,1,1,200
31810404,170195401,1,1,250
31860401,170195401,1,1,100
31860402,170195401,1,1,150
31860403,170195401,1,1,200
31860404,170195401,1,1,250
31910401,170195401,1,1,100
31910402,170195401,1,1,150
31910403,170195401,1,1,200
31910404,170195401,1,1,250
31960401,170195401,1,1,100
31960402,170195401,1,1,150
31960403,170195401,1,1,200
31960404,170195401,1,1,250
30030501,170195401,1,1,100
30030502,170195401,1,1,150
30030503,170195401,1,1,200
30030504,170195401,1,1,250
30080501,170195401,1,1,100
30080502,170195401,1,1,150
30080503,170195401,1,1,200
30080504,170195401,1,1,250
30130501,170195401,1,1,100
30130502,170195401,1,1,150
30130503,170195401,1,1,200
30130504,170195401,1,1,250
30180501,170195401,1,1,100
30180502,170195401,1,1,150
30180503,170195401,1,1,200
30180504,170195401,1,1,250
30230501,170195401,1,1,100
30230502,170195401,1,1,150
30230503,170195401,1,1,200
30230504,170195401,1,1,250
30280501,170195401,1,1,100
30280502,170195401,1,1,150
30280503,170195401,1,1,200
30280504,170195401,1,1,250
30330501,170195401,1,1,100
30330502,170195401,1,1,150
30330503,170195401,1,1,200
30330504,170195401,1,1,250
30380501,170195401,1,1,100
30380502,170195401,1,1,150
30380503,170195401,1,1,200
30380504,170195401,1,1,250
30430501,170195401,1,1,100
30430502,170195401,1,1,150
30430503,170195401,1,1,200
30430504,170195401,1,1,250
30480501,170195401,1,1,100
30480502,170195401,1,1,150
30480503,170195401,1,1,200
30480504,170195401,1,1,250
30530501,170195401,1,1,100
30530502,170195401,1,1,150
30530503,170195401,1,1,200
30530504,170195401,1,1,250
30580501,170195401,1,1,100
30580502,170195401,1,1,150
30580503,170195401,1,1,200
30580504,170195401,1,1,250
30630501,170195401,1,1,100
30630502,170195401,1,1,150
30630503,170195401,1,1,200
30630504,170195401,1,1,250
30680501,170195401,1,1,100
30680502,170195401,1,1,150
30680503,170195401,1,1,200
30680504,170195401,1,1,250
30730501,170195401,1,1,100
30730502,170195401,1,1,150
30730503,170195401,1,1,200
30730504,170195401,1,1,250
30780501,170195401,1,1,100
30780502,170195401,1,1,150
30780503,170195401,1,1,200
30780504,170195401,1,1,250
30830501,170195401,1,1,100
30830502,170195401,1,1,150
30830503,170195401,1,1,200
30830504,170195401,1,1,250
30880501,170195401,1,1,100
30880502,170195401,1,1,150
30880503,170195401,1,1,200
30880504,170195401,1,1,250
30930501,170195401,1,1,100
30930502,170195401,1,1,150
30930503,170195401,1,1,200
30930504,170195401,1,1,250
30980501,170195401,1,1,100
30980502,170195401,1,1,150
30980503,170195401,1,1,200
30980504,170195401,1,1,250
31030501,170195401,1,1,100
31030502,170195401,1,1,150
31030503,170195401,1,1,200
31030504,170195401,1,1,250
31080501,170195401,1,1,100
31080502,170195401,1,1,150
31080503,170195401,1,1,200
31080504,170195401,1,1,250
31130501,170195401,1,1,100
31130502,170195401,1,1,150
31130503,170195401,1,1,200
31130504,170195401,1,1,250
31180501,170195401,1,1,100
31180502,170195401,1,1,150
31180503,170195401,1,1,200
31180504,170195401,1,1,250
31230501,170195401,1,1,100
31230502,170195401,1,1,150
31230503,170195401,1,1,200
31230504,170195401,1,1,250
31280501,170195401,1,1,100
31280502,170195401,1,1,150
31280503,170195401,1,1,200
