ID,_Name,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_Value2,_Require4_Type,_Require4_ID,_Require4_Value1,_Require4_Value2,_Require5_Type,_Require5_ID,_Require5_Value1,_Require5_Value2,_Visible,_Acquisition_EffectID1,_Acquisition_EffectID2,_Acquisition_EffectID3,_Acquisition_EffectID4,_Acquisition_EffectID5,_Acquisition_ItemID1,_Acquisition_StackCount1,_Acquisition_Rare1,_Acquisition_ItemID2,_Acquisition_StackCount2,_Acquisition_Rare2,_Mission_Type1,_Mission_ID1,_Mission_Count1,_Mission_Type2,_Mission_ID2,_Mission_Count2,_Mission_Type3,_Mission_ID3,_Mission_Count3,_Mission_Type4,_Mission_ID4,_Mission_Count4,_Complete_NPCID,_Consumption_ItemID1,_Consumption_ItemCount1,_Consumption_ItemID2,_Consumption_ItemCount2,_Consumption_ItemID3,_Consumption_ItemCount3,_Consumption_ItemID4,_Consumption_ItemCount4,_Consumption_ItemID5,_Consumption_ItemCount5,_Rank1_Require1_Type,_Rank1_Require1_ID,_Rank1_Require1_Value1,_Rank1_Require1_Value2,_Rank1_Require2_Type,_Rank1_Require2_ID,_Rank1_Require2_Value1,_Rank1_Require2_Value2,_Rank2_Require1_Type,_Rank2_Require1_ID,_Rank2_Require1_Value1,_Rank2_Require1_Value2,_Rank2_Require2_Type,_Rank2_Require2_ID,_Rank2_Require2_Value1,_Rank2_Require2_Value2,_Rank3_Require1_Type,_Rank3_Require1_ID,_Rank3_Require1_Value1,_Rank3_Require1_Value2,_Rank3_Require2_Type,_Rank3_Require2_ID,_Rank3_Require2_Value1,_Rank3_Require2_Value2,_Rank1_ID1,_Rank2_ID1,_Rank3_ID1,_Quest_AcceptType,_Quest_CompletionDel,_Quest_Type,_Complete_Remote,_IsUnique,_RewardType,_REWARD_REP,_Hero_Mission,_Reward_Lv
115019000,黑月公主,4,2,115019000,1,1,3,53,0,4,1,115018000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,19,1,0,0,0,0,0,0,0,0,0,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115019000,0,0,8,0,3,0,1,1,0,0,53
115021000,馬伊諾的寶石,4,2,115021000,1,1,3,62,0,4,1,115019000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,20,1,5,21,1,0,0,0,0,0,0,1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115021000,0,0,8,0,3,0,1,1,0,0,62
115023000,王室墳墓,4,2,115023000,1,1,3,62,0,4,1,115021000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,22,1,5,23,1,0,0,0,0,0,0,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115023000,0,0,8,0,3,0,1,1,0,0,62
115024000,魔女住宅,4,2,115024000,1,1,3,72,0,4,1,115023000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,24,1,0,0,0,0,0,0,0,0,0,6009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115024000,0,0,8,0,3,0,1,1,0,0,72
115026000,哥德房屋,4,2,115026000,1,1,3,72,0,4,1,115024000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,25,1,5,26,1,0,0,0,0,0,0,6009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115026000,0,0,8,0,3,0,1,1,0,0,72
115027000,前往王宮,4,2,115027000,1,1,3,85,0,4,1,115026000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,27,1,0,0,0,0,0,0,0,0,0,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115027000,0,0,8,0,3,0,1,1,0,0,85
115030000,暴走!海龍王!,4,2,115030000,1,1,3,85,0,4,1,115027000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,28,1,5,30,1,0,0,0,0,0,0,7018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115030000,0,0,8,0,3,0,1,1,0,0,85
115031000,克杜卡的巫女,4,2,115031000,1,1,3,91,0,4,1,115030000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,31,1,0,0,0,0,0,0,0,0,0,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115031000,0,0,8,0,3,0,1,1,0,0,91
115032000,前往沉陷之城,4,2,115032000,1,1,3,99,0,4,1,115031000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,32,1,0,0,0,0,0,0,0,0,0,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115032000,0,0,8,0,3,0,1,1,0,0,99
115037000,詛咒之痕,4,2,115037000,1,1,3,99,0,4,1,115032000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,37,1,0,0,0,0,0,0,0,0,0,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115037000,0,0,8,0,3,0,1,1,0,0,99
115040000,貓頭鷹城的激戰,4,2,115040000,1,1,3,120,0,4,1,115037000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,38,1,5,40,1,0,0,0,0,0,0,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115040000,0,0,8,0,3,0,1,1,0,0,120
115042000,藍色芙尼克斯,4,2,115042000,1,1,3,130,0,4,1,115040000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,42,1,0,0,0,0,0,0,0,0,0,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115042000,0,0,8,0,3,0,1,1,0,0,130
146101000,亞斯卡勒特,4,2,146101000,1,1,3,155,0,4,1,115042000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146101000,0,0,128,0,3,0,1,1,0,0,155
9307101,跨過真空說“你好!”,9,1,113,0,1,3,155,0,0,0,0,0,0,0,0,0,4,2,9307101,1,1,0,0,0,0,0,180124701,1,1,0,0,1,3,180124701,1,0,0,0,0,0,0,0,0,0,1270,180124701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93071010,0,0,8,0,3,0,1,1,0,0,155
9308101,整理現場,4,1,9307101,1,1,3,155,0,0,0,0,0,0,0,0,0,4,2,9308101,1,1,0,0,0,0,0,0,0,1,0,0,1,1,810000784,10,1,810000785,10,1,810000786,10,0,0,0,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93081010,0,0,8,0,3,0,1,1,0,0,155
9491101,欺瞞者的邀請,4,1,9308101,1,1,3,155,0,0,0,0,0,0,0,0,0,4,2,9491101,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190123901,1,3,190123904,1,0,0,0,0,0,0,1271,190123901,1,190123904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94911010,0,0,8,0,3,0,1,1,0,0,155
9491102,豐饒與收穫的女神?!,4,1,9491107,1,1,3,155,0,4,1,9491107,1,0,0,0,0,4,2,9491102,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94911020,0,0,8,0,3,0,1,1,0,0,155
9491103,電子銀河的魔女,4,1,9492113,1,1,3,155,0,0,0,0,0,0,0,0,0,4,2,9491103,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94911030,0,0,8,0,3,0,1,1,0,0,155
9491104,不祥的羽毛 (1),4,1,9491101,1,1,3,155,0,0,0,0,0,0,0,0,0,4,2,9491104,1,1,0,0,0,0,0,190123901,1,1,190123904,1,1,3,190123901,1,3,190123904,1,0,0,0,0,0,0,1274,190123901,1,190123904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94911040,0,0,8,0,3,0,1,1,0,0,155
9491105,不祥的羽毛 (2),4,1,9491104,1,1,3,155,0,0,0,0,0,0,0,0,0,4,2,9491105,1,1,0,0,0,0,0,190123901,1,1,190123904,1,1,3,190123901,1,3,190123904,1,0,0,0,0,0,0,1277,190123901,1,190123904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94911050,0,0,8,0,3,0,1,1,0,0,155
9491106,大神的影子,4,1,9491105,1,1,3,155,0,0,0,0,0,0,0,0,0,4,2,9491106,1,1,0,0,0,0,0,190123901,1,1,190123904,1,1,3,190123901,1,3,190123904,1,0,0,0,0,0,0,1271,190123901,1,190123904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94911060,0,0,8,0,3,0,1,1,0,0,155
9491107,被揭穿的詭計,4,1,9491106,1,1,3,155,0,0,0,0,0,0,0,0,0,4,2,9491107,1,1,0,0,0,0,0,0,0,1,0,0,1,3,180125001,50,0,0,0,0,0,0,0,0,0,1271,180125001,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94911070,0,0,8,0,3,0,1,1,0,0,155
9491108,羅基，笑,4,1,9491106,1,1,3,155,0,0,0,0,0,0,0,0,0,4,2,9491108,1,1,0,0,0,0,0,0,0,1,0,0,1,1,810000794,1,0,0,0,0,0,0,0,0,0,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94911080,0,0,8,0,3,0,1,1,0,0,155
9492101,調查妙藥(?),4,1,9491108,1,1,3,155,0,0,0,0,0,0,0,0,0,4,2,9492101,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190123907,50,0,0,0,0,0,0,0,0,0,1274,190123907,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94921010,0,0,8,0,3,0,1,1,0,0,155
9492102,卡特的憂鬱 上,4,1,9491108,1,1,3,155,0,0,0,0,0,0,0,0,0,4,2,9492102,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190123909,1,0,0,0,0,0,0,0,0,0,1273,190123909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94921020,0,0,3,0,0,0,1,1,0,0,155
9492103,沃參 歇斯底里,4,1,9491108,1,1,3,155,0,4,1,9492102,1,0,0,0,0,4,2,9492103,30,1,0,0,0,0,0,0,0,1,0,0,1,1,810000784,80,0,0,0,0,0,0,0,0,0,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94921030,0,0,3,0,0,0,1,1,0,0,155
9492104,卡特的憂鬱 下,4,1,9491108,1,1,3,155,0,4,1,9492103,1,0,0,0,0,4,2,9492104,30,1,0,0,0,0,0,0,0,1,0,0,1,3,190123908,50,0,0,0,0,0,0,0,0,0,1273,190123908,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94921040,0,0,3,0,0,0,1,1,0,0,155
9492105,沃參 憂鬱,4,1,9491108,1,1,3,155,0,4,1,9492102,1,0,0,0,0,4,2,9492105,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190123909,1,0,0,0,0,0,0,0,0,0,1275,190123909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94921050,0,0,3,0,0,0,1,1,0,0,155
9492106,沃參 鄉愁,4,1,9491108,1,1,3,155,0,4,1,9492102,1,0,0,0,0,4,2,9492106,1,1,0,0,0,0,0,0,0,1,0,0,1,3,180124502,1,3,180124403,1,3,180124804,1,3,180124302,1,1275,180124502,1,180124403,1,180124804,1,180124302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94921060,0,0,3,0,0,0,1,1,0,0,155
9492107,沃參 天破俠亂,4,1,9491108,1,1,3,155,0,4,1,9492105,1,4,1,9492106,1,4,2,9492107,1,1,0,0,0,0,0,180124804,1,1,0,0,1,3,180124804,1,0,0,0,0,0,0,0,0,0,1274,180124804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94921070,0,0,3,0,0,0,1,1,0,0,155
9492108,邊境的柯鬥,4,1,9492101,1,1,3,155,0,0,0,0,0,9,1,122,0,4,2,9492108,1,1,0,0,0,0,0,170140102,5,1,0,0,1,2,1422003,1,0,0,0,0,0,0,0,0,0,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94921080,0,0,8,0,3,0,1,1,0,0,155
9492109,女王陛下的特殊配方,4,1,9492108,1,1,3,155,0,0,0,0,0,0,0,0,0,4,2,9492109,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190109203,1,0,0,0,0,0,0,0,0,0,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94921090,0,0,8,0,3,0,1,1,0,0,155
9492110,沃參 龍頭蛇尾,4,1,9492108,1,1,3,155,0,0,0,0,0,0,0,0,0,4,2,9492110,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190123910,1,0,0,0,0,0,0,0,0,0,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94921100,0,0,8,0,3,0,1,1,0,0,155
9492111,妖術果實,4,1,9492108,1,1,3,155,0,0,0,0,0,0,0,0,0,4,2,9492111,1,1,0,0,0,0,0,190123915,1,1,0,0,1,3,190123915,1,0,0,0,0,0,0,0,0,0,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94921110,0,0,8,0,3,0,1,1,0,0,155
9492112,生命火種,4,1,9492108,1,1,3,155,0,0,0,0,0,0,0,0,0,4,2,9492112,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190124601,1,0,0,0,0,0,0,0,0,0,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94921120,0,0,8,0,3,0,1,1,0,0,155
9492113,菲莉亞的天枰,4,1,9492109,1,4,1,9492110,1,4,1,9492111,1,4,1,9492112,1,4,2,9492113,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190123915,1,3,190123910,1,3,190124601,1,3,190109203,1,1274,190123915,1,190123910,1,190124601,1,190109203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94921130,0,0,8,0,3,0,1,1,0,0,155
9493101,交叉世界 (1),4,1,9492113,1,1,3,155,0,0,0,0,0,0,0,0,0,4,2,9493101,1,1,0,0,0,0,0,0,0,1,0,0,1,5,124,1,0,0,0,0,0,0,0,0,0,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94931010,0,0,8,0,3,0,1,1,0,0,155
9493102,交叉世界 (2),4,1,9493101,1,1,3,155,0,0,0,0,0,0,0,0,0,4,2,9493102,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190124002,1,5,125,1,0,0,0,0,0,0,1277,190124002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94931020,0,0,8,0,3,0,1,1,0,0,155
9493103,///  Hell's Door ///,4,1,9493102,1,1,3,155,0,9,1,126,0,0,0,0,0,4,2,9493103,1,1,0,0,0,0,0,0,0,1,0,0,1,1,810000795,1,5,129,1,0,0,0,0,0,0,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94931030,0,0,8,0,3,0,1,1,0,0,155
118301026,返還妖術果實,4,1,9492113,1,2,1,190123915,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,190123915,1,0,0,0,0,0,0,0,0,0,1274,190123915,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118301026,0,0,3,1,0,1,1,1,0,0,155
118301027,返還原始精華,4,1,9492113,1,2,1,190123910,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,190123910,1,0,0,0,0,0,0,0,0,0,1274,190123910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118301027,0,0,3,1,0,1,1,1,0,0,155
118301028,返還生命火種,4,1,9492113,1,2,1,190124601,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,190124601,1,0,0,0,0,0,0,0,0,0,1274,190124601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118301028,0,0,3,1,0,1,1,1,0,0,155
118301029,返還蜂王漿,4,1,9492113,1,2,1,190109203,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,190109203,1,0,0,0,0,0,0,0,0,0,1274,190109203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118301029,0,0,3,1,0,1,1,1,0,0,155
115046000,時空旅行者,4,2,115046000,1,0,0,,0,4,1,901000032,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,8,46,1,0,0,0,0,0,0,0,0,0,7023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115046000,0,0,8,0,8,0,1,1,0,0,165
128201001,天空海的遇難者,1,3,170,0,1,1,1102,0,4,1,148210400,1,0,0,0,0,4,2,128201001,1,1,0,0,0,0,0,0,0,1,0,0,1,5,65,1,0,0,0,0,0,0,0,0,0,1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128201001,0,0,8,0,3,1,0,1,0,0,170
128201002,前往漂流都市,1,3,170,0,4,1,128201001,1,0,0,0,0,0,0,0,0,4,2,128201002,1,1,0,0,0,0,0,0,0,1,0,0,1,5,66,1,0,0,0,0,0,0,0,0,0,7014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128201002,0,0,8,0,3,0,0,1,0,0,170
128201003,天才少女,1,3,170,0,4,1,128201002,1,0,0,0,0,0,0,0,0,4,2,128201003,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128201003,0,0,8,0,3,0,0,1,0,0,170
128201004,來自帝國的訪客,1,3,170,0,4,1,128201003,1,0,0,0,0,0,0,0,0,4,2,128201004,1,1,0,0,0,0,0,0,0,1,0,0,1,5,67,1,0,0,0,0,0,0,0,0,0,7012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128201004,0,0,8,0,3,1,0,1,0,0,170
