ID,_STAND,_MOVE,_JUMP_UP,_JUMP_FALL,_JUMP_LAND,_RUN,_RUN_STOP,_ROPE_STOP,_ROPE_MOVE_UP,_ROPE_MOVE_DOWN,_LADDER_STOP,_LADDER_MOVE_UP,_LADDER_MOVE_DOWN,_CABLE_STOP,_CABLE_MOVE,_NORMAL_ATTACK01,_NORMAL_ATTACK02,_NORMAL_ATTACK03,_HEAVY_ATTACK01,_HEAVY_ATTACK02,_JUMP_NORMAL_ATTACK,_JUMP_HEAVY_ATTACK,_GUARD,_NORMAL_DAMAGE,_CRITICAL_DAMAGE,_DOWN,_DOWN_STAND,_STUN,_DEATH,_ITEM_GAIN,_ITEM_GAIN_STAND_UP,_SIT_DOWN,_SIT_DOWN_WAIT,_STAND_UP,_SIT_DOWN_CHAIR,_SIT_DOWN_WAIT_CHAIR,_STAND_UP_CHAIR,_GUARD_DAMAGE,_DEATH_STAND,_NORMAL_ATTACK04,_NORMAL_ATTACK05,_NORMAL_ATTACK06,_NORMAL_ATTACK07,_NORMAL_ATTACK08,_NORMAL_ATTACK09,_NORMAL_ATTACK10,_HEAVY_ATTACK03,_HEAVY_ATTACK04,_HEAVY_ATTACK05,_HEAVY_ATTACK06,_HEAVY_ATTACK07,_HEAVY_ATTACK08,_HEAVY_ATTACK09,_HEAVY_ATTACK10,_ENCHANT_PROGRESS,_ENCHANT_SUCCESS,_ENCHANT_FAILURE,_STORE01,_STORE02,_STORE03,_STORE04,_STORE05,_DOUBLE_JUMP_UP,_DOUBLE_JUMP_FALL,_DOUBLE_JUMP_LAND,_NORMAL_DAMAGE02,_NORMAL_DAMAGE03,_NORMAL_DAMAGE04,_NORMAL_DAMAGE05,_SLEEP,LIGHT_ATTACK01,LIGHT_ATTACK02,LIGHT_ATTACK03,LIGHT_ATTACK04,LIGHT_ATTACK05,LIGHT_ATTACK06,LIGHT_ATTACK07,LIGHT_ATTACK08,LIGHT_ATTACK09,LIGHT_ATTACK10,STRONG_ATTACK01,STRONG_ATTACK02,STRONG_ATTACK03,STRONG_ATTACK04,STRONG_ATTACK05,STRONG_ATTACK06,STRONG_ATTACK07,STRONG_ATTACK08,STRONG_ATTACK09,STRONG_ATTACK10,JUMP_LIGHT_ATTACK01,JUMP_STRONG_ATTACK01,FISHING_THROW,FISHING_WAIT,FISHING_STAND,_FREEZE
40,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,2483,2484,2485,2486,4,3,4,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,3,3,3,3,3,3,1003,4,4,4,4,4,4,4,1003,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,2568,2569,0,2570,144,3334,3335,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,145,146,146,0,0,0,0,0,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,3,3,3,924,925,3,4,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,3,3,3,3,3,3,3,926,927,928,1652,4,4,4,4,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,1651,1651,0,0,0,0,0,0,0,0,1653,1654,1655,3897,3898,1654,1653,1654,1655,0,0,0,0,0,0,0
70,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,2563,2564,2565,2566,4,3,1004,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,2563,2564,2565,2566,4,3,1004,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,1003,1003,1003,4,4,3,1004,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,2488,2489,2490,2491,5,4,5,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,2579,2580,6,2581,6,1,2,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,6,6,6,6,6,6,1,6,6,6,6,6,6,6,1,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,2583,2584,2585,2586,2587,1,2,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,6,6,6,6,6,6,1,6,6,6,6,6,6,6,1,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,1004,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,1,1001,1001,2,1002,1,1002,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,1,1001,1001,2,1002,1,1002,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,1,1001,1001,2,1002,1,1002,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,2579,2580,6,2581,7,1,2,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,3,4,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,3,4,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,980,980,980,981,981,980,981,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,980,980,980,980,980,980,980,981,981,981,981,981,981,981,981,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,3,1003,1003,4,1004,3,1004,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,141,0,0,143,144,0,0,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,145,146,146,0,0,0,0,0,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,2589,2590,2591,2592,0,1325,1326,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1328,0,0,0,0,0,0,0,1328,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0,0,1385,0,1429,0,0,0,0,0,0,0,0,0,0,1377,1378,1379,1381,1382,1377,1378,0,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380,0,0,0,0,0,1384,1383,0,0,0,0,0,0,1384,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,0,0,1394,0,1429,0,0,0,0,0,0,0,0,0,0,1386,1387,1388,1392,1390,1386,1387,0,13,15,0,0,0,1393,0,0,0,0,0,0,0,0,0,0,1389,0,0,0,0,0,1387,1391,1392,0,0,0,0,0,1387,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,0,0,1404,0,1429,0,0,0,0,0,0,0,0,0,0,1395,1396,1397,1399,1400,1395,1396,0,13,15,0,0,0,1403,0,0,0,0,0,0,0,0,0,0,1398,0,0,0,0,0,1402,1401,0,0,0,0,0,0,1402,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,0,0,1417,0,1429,0,0,0,0,0,0,0,0,0,0,1405,1406,1407,1412,1413,1405,1406,0,13,15,0,0,0,1416,0,0,0,0,0,0,0,0,0,0,1408,0,0,0,0,0,1415,1414,1409,1410,1411,0,0,0,1415,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,0,0,1428,0,1429,0,0,0,0,0,0,0,0,0,0,1418,1419,1420,1425,1426,1418,1419,0,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421,0,0,0,0,0,1418,1427,1422,1423,1424,0,0,0,1418,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,0,0,1428,0,1429,0,0,0,0,0,0,0,0,0,0,1418,1419,1420,1425,1426,1418,1419,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,1421,0,0,0,0,0,1418,1427,1422,1423,1424,0,0,0,1418,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,2143,2144,2145,2147,2148,2153,2153,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,2146,0,0,0,0,0,2144,2149,2150,2151,2152,0,0,0,2144,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,2143,2144,2145,2147,2148,2153,2153,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,2146,0,0,0,0,0,2144,2149,2150,2151,2152,2329,2330,0,2144,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,0,0,1385,0,1429,0,0,0,0,0,0,0,0,0,0,1377,1378,1379,1381,1382,1377,1378,0,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380,0,0,0,0,0,1384,1383,0,0,0,0,0,0,1384,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,1832,1833,1834,1832,1836,1841,1842,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,1835,1832,1833,1834,1835,0,1840,1837,1838,1839,1836,1837,1838,1839,1840,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,1857,1858,1859,1861,1862,1865,1866,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,1860,0,0,0,0,0,1864,1863,1863,0,0,0,0,0,1864,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,1874,1875,1876,1874,1878,1923,1924,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,1877,1875,1876,1877,0,0,1881,1879,1880,1878,1879,1880,0,0,1881,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2173,2173,2173,2173,2173,0,0,0,0,2175,2176,2177,2178,2175,2176,2177,2178,0,0,1923,1924,0,0,0,0
390,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,1926,1927,1931,1930,1935,1942,1943,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,1928,1937,1933,0,0,0,1934,1936,1932,1929,1938,0,0,0,1934,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,1939,1940,1941,1940,1941,0,0,0,0,0,1940,2168,3922,0,0,0,0,0,0,0,1942,1943,0,0,0,0
400,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,1945,1946,1947,1950,1950,2117,2118,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,1948,1949,0,0,0,0,1953,1951,1951,1953,1953,0,0,0,1953,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,1955,1956,1957,1962,1963,2060,2061,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,1958,1959,1960,1961,0,0,1966,1963,1964,1963,1964,1965,0,0,1966,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,2063,2065,2067,2094,2075,2097,2099,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,2069,2071,2066,2068,2070,2072,2080,2077,2076,2078,2082,2084,2081,2083,2085,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,2086,2088,2090,2090,2092,2089,2091,2091,2093,0,2076,2077,2092,2092,2076,2078,2093,2093,0,0,2101,2097,0,0,0,0
440,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,1968,0,0,1969,0,1971,1972,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1970,0,0,0,0,0,0,0,1970,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,3,4,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,1,1,1001,2,1002,1,1002,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2383,0,2382,0
480,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,967,0,0,972,0,1,2,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,92,0,0,92,0,3,1004,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,92,0,0,92,0,3,1004,0,13,15,0,19,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
