ID,_Name,_Description,_Result,_Result_View,_Result_Count,_Kind,_Category,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_Value2,_Require4_Type,_Require4_ID,_Require4_Value1,_Require4_Value2,_Material1,_Material_Count1,_Material2,_Material_Count2,_Material3,_Material_Count3,_Material4,_Material_Count4,_Material5,_Material_Count5,_Material6,_Material_Count6,_Material7,_Material_Count7,_Material8,_Material_Count8,_Material9,_Material_Count9,_Material10,_Material_Count10,_Opt_Min,_Opt_Max,_Success_Probability,_Base_Lv,_Success_Probability_Min,_Success_Probability_Max,_Success_Probability_Revision,_Charge,_Cooltime_ID,_Cooltime
1103009,艾德加印劍(S),,1103009,80302861,1,1,103,1,382,9,0,1,3,170,0,0,0,0,0,0,0,0,0,180134428,325,180134429,45,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,9,5,95,100,87500,0,0
1103010,巨人劍(S),,1103010,80302961,1,1,103,1,382,10,0,1,3,190,0,0,0,0,0,0,0,0,0,180134428,375,180134429,125,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,10,5,95,100,97500,0,0
1104001,增力木棒(S),,1104001,80700198,1,1,107,1,382,1,0,1,3,10,0,0,0,0,0,0,0,0,0,180134426,100,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,1,5,95,100,7500,0,0
1104002,流星錘(S),,1104002,80700497,1,1,107,1,382,2,0,1,3,30,0,0,0,0,0,0,0,0,0,180134426,150,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,2,5,95,100,17500,0,0
1104003,蒺藜骨錘(S),,1104003,80700697,1,1,107,1,382,3,0,1,3,50,0,0,0,0,0,0,0,0,0,180134426,200,180134427,5,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,3,5,95,100,27500,0,0
1104004,龍牙棒(S),,1104004,80700897,1,1,107,1,382,4,0,1,3,70,0,0,0,0,0,0,0,0,0,180134426,250,180134427,45,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,4,5,95,100,37500,0,0
1104005,騎兵戰錘(S),,1104005,80701097,1,1,107,1,382,5,0,1,3,90,0,0,0,0,0,0,0,0,0,180134426,300,180134427,125,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,5,5,95,100,47500,0,0
1104006,冰鋒(S),,1104006,80701297,1,1,107,1,382,6,0,1,3,110,0,0,0,0,0,0,0,0,0,180134427,275,180134428,20,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,6,5,95,100,57500,0,0
1104007,長錘(S),,1104007,80701497,1,1,107,1,382,7,0,1,3,130,0,0,0,0,0,0,0,0,0,180134427,325,180134428,80,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,7,5,95,100,67500,0,0
1104008,巨人錘(S),,1104008,80701697,1,1,107,1,382,8,0,1,3,150,0,0,0,0,0,0,0,0,0,180134428,275,180134429,5,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,8,5,95,100,77500,0,0
1104009,秘銀釘頭錘(S),,1104009,80701897,1,1,107,1,382,9,0,1,3,170,0,0,0,0,0,0,0,0,0,180134428,325,180134429,45,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,9,5,95,100,87500,0,0
1104010,巨人釘頭錘(S),,1104010,80702097,1,1,107,1,382,10,0,1,3,190,0,0,0,0,0,0,0,0,0,180134428,375,180134429,125,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,10,5,95,100,97500,0,0
1105001,新護指(S),,1105001,80100198,1,1,101,1,382,1,0,1,3,10,0,0,0,0,0,0,0,0,0,180134426,100,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,1,5,95,100,7500,0,0
1105002,青銅半月牙(S),,1105002,80100498,1,1,101,1,382,2,0,1,3,30,0,0,0,0,0,0,0,0,0,180134426,150,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,2,5,95,100,17500,0,0
1105003,強大的粗鐵(S),,1105003,80100698,1,1,101,1,382,3,0,1,3,50,0,0,0,0,0,0,0,0,0,180134426,200,180134427,5,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,3,5,95,100,27500,0,0
1105004,銀鏈戒指(S),,1105004,80100898,1,1,101,1,382,4,0,1,3,70,0,0,0,0,0,0,0,0,0,180134426,250,180134427,45,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,4,5,95,100,37500,0,0
1105005,黃玉戒指(S),,1105005,80101098,1,1,101,1,382,5,0,1,3,90,0,0,0,0,0,0,0,0,0,180134426,300,180134427,125,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,5,5,95,100,47500,0,0
1105006,綠扇(S),,1105006,80101298,1,1,101,1,382,6,0,1,3,110,0,0,0,0,0,0,0,0,0,180134427,275,180134428,20,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,6,5,95,100,57500,0,0
1105007,火焰拳套(S),,1105007,80101498,1,1,101,1,382,7,0,1,3,130,0,0,0,0,0,0,0,0,0,180134427,325,180134428,80,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,7,5,95,100,67500,0,0
1105008,死亡阿哥達(S),,1105008,80101698,1,1,101,1,382,8,0,1,3,150,0,0,0,0,0,0,0,0,0,180134428,275,180134429,5,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,8,5,95,100,77500,0,0
1105009,格鬥鬼爪(S),,1105009,80101897,1,1,101,1,382,9,0,1,3,170,0,0,0,0,0,0,0,0,0,180134428,325,180134429,45,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,9,5,95,100,87500,0,0
1105010,格鬥神爪(S),,1105010,80102097,1,1,101,1,382,10,0,1,3,190,0,0,0,0,0,0,0,0,0,180134428,375,180134429,125,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,10,5,95,100,97500,0,0
1106001,柳木魔杖(S),,1106001,81200198,1,1,105,1,382,1,0,1,3,10,0,0,0,0,0,0,0,0,0,180134426,100,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,1,5,95,100,7500,0,0
1106002,魔法魔杖(S),,1106002,81200498,1,1,105,1,382,2,0,1,3,30,0,0,0,0,0,0,0,0,0,180134426,150,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,2,5,95,100,17500,0,0
1106003,雙十字魔杖(S),,1106003,81200698,1,1,105,1,382,3,0,1,3,50,0,0,0,0,0,0,0,0,0,180134426,200,180134427,5,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,3,5,95,100,27500,0,0
1106004,紅水晶魔杖(S),,1106004,81200898,1,1,105,1,382,4,0,1,3,70,0,0,0,0,0,0,0,0,0,180134426,250,180134427,45,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,4,5,95,100,37500,0,0
1106005,神聖魔杖(S),,1106005,81201098,1,1,105,1,382,5,0,1,3,90,0,0,0,0,0,0,0,0,0,180134426,300,180134427,125,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,5,5,95,100,47500,0,0
1106006,閃亮的星星(S),,1106006,81201298,1,1,105,1,382,6,0,1,3,110,0,0,0,0,0,0,0,0,0,180134427,275,180134428,20,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,6,5,95,100,57500,0,0
1106007,詛咒的玫瑰(S),,1106007,81201498,1,1,105,1,382,7,0,1,3,130,0,0,0,0,0,0,0,0,0,180134427,325,180134428,80,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,7,5,95,100,67500,0,0
1106008,死亡之蛇權杖(S),,1106008,81201698,1,1,105,1,382,8,0,1,3,150,0,0,0,0,0,0,0,0,0,180134428,275,180134429,5,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,8,5,95,100,77500,0,0
1106009,憤怒龍權杖(S),,1106009,81201898,1,1,105,1,382,9,0,1,3,170,0,0,0,0,0,0,0,0,0,180134428,325,180134429,45,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,9,5,95,100,87500,0,0
1106010,阿拉戈騎士法杖(S),,1106010,81202097,1,1,105,1,382,10,0,1,3,190,0,0,0,0,0,0,0,0,0,180134428,375,180134429,125,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,10,5,95,100,97500,0,0
1107001,淺褐色匕首(S),,1107001,80200198,1,1,102,1,382,1,0,1,3,10,0,0,0,0,0,0,0,0,0,180134426,100,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,1,5,95,100,7500,0,0
1107002,綠寶石刺刀(S),,1107002,80200498,1,1,102,1,382,2,0,1,3,30,0,0,0,0,0,0,0,0,0,180134426,150,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,2,5,95,100,17500,0,0
1107003,羅馬匕首(S),,1107003,80200697,1,1,102,1,382,3,0,1,3,50,0,0,0,0,0,0,0,0,0,180134426,200,180134427,5,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,3,5,95,100,27500,0,0
1107004,鮮紅阿爾奇短刀(S),,1107004,80200897,1,1,102,1,382,4,0,1,3,70,0,0,0,0,0,0,0,0,0,180134426,250,180134427,45,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,4,5,95,100,37500,0,0
1107005,短劍(S),,1107005,80201097,1,1,102,1,382,5,0,1,3,90,0,0,0,0,0,0,0,0,0,180134426,300,180134427,125,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,5,5,95,100,47500,0,0
1107006,五指劍(S),,1107006,80201297,1,1,102,1,382,6,0,1,3,110,0,0,0,0,0,0,0,0,0,180134427,275,180134428,20,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,6,5,95,100,57500,0,0
1107007,左手長劍(S),,1107007,80201497,1,1,102,1,382,7,0,1,3,130,0,0,0,0,0,0,0,0,0,180134427,325,180134428,80,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,7,5,95,100,67500,0,0
1107008,拳刃(S),,1107008,80201697,1,1,102,1,382,8,0,1,3,150,0,0,0,0,0,0,0,0,0,180134428,275,180134429,5,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,8,5,95,100,77500,0,0
1107009,奧里哈勒昆匕首(S),,1107009,80201897,1,1,102,1,382,9,0,1,3,170,0,0,0,0,0,0,0,0,0,180134428,325,180134429,45,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,9,5,95,100,87500,0,0
1107010,巨人匕首(S),,1107010,80202097,1,1,102,1,382,10,0,1,3,190,0,0,0,0,0,0,0,0,0,180134428,375,180134429,125,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,10,5,95,100,97500,0,0
1108001,碎片短弓(S),,1108001,80900198,1,1,109,1,382,1,0,1,3,10,0,0,0,0,0,0,0,0,0,180134426,100,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,1,5,95,100,7500,0,0
1108002,封弓(S),,1108002,80900497,1,1,109,1,382,2,0,1,3,30,0,0,0,0,0,0,0,0,0,180134426,150,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,2,5,95,100,17500,0,0
1108003,中等弓(S),,1108003,80900697,1,1,109,1,382,3,0,1,3,50,0,0,0,0,0,0,0,0,0,180134426,200,180134427,5,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,3,5,95,100,27500,0,0
1108004,丸木弓(S),,1108004,80900897,1,1,109,1,382,4,0,1,3,70,0,0,0,0,0,0,0,0,0,180134426,250,180134427,45,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,4,5,95,100,37500,0,0
1108005,陶瓷長弓(S),,1108005,80901097,1,1,109,1,382,5,0,1,3,90,0,0,0,0,0,0,0,0,0,180134426,300,180134427,125,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,5,5,95,100,47500,0,0
1108006,銀長弓(S),,1108006,80901297,1,1,109,1,382,6,0,1,3,110,0,0,0,0,0,0,0,0,0,180134427,275,180134428,20,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,6,5,95,100,57500,0,0
1108007,金達瓦木弓(S),,1108007,80901497,1,1,109,1,382,7,0,1,3,130,0,0,0,0,0,0,0,0,0,180134427,325,180134428,80,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,7,5,95,100,67500,0,0
1108008,秘銀弓(S),,1108008,80901697,1,1,109,1,382,8,0,1,3,150,0,0,0,0,0,0,0,0,0,180134428,275,180134429,5,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,8,5,95,100,77500,0,0
1108009,艾德加印弓(S),,1108009,80901897,1,1,109,1,382,9,0,1,3,170,0,0,0,0,0,0,0,0,0,180134428,325,180134429,45,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,9,5,95,100,87500,0,0
1108010,阿拉戈騎士弓(S),,1108010,80902097,1,1,109,1,382,10,0,1,3,190,0,0,0,0,0,0,0,0,0,180134428,375,180134429,125,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,10,5,95,100,97500,0,0
1109001,手弩(S),,1109001,81000297,1,1,110,1,382,1,0,1,3,10,0,0,0,0,0,0,0,0,0,180134426,100,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,1,5,95,100,7500,0,0
1109002,弩(S),,1109002,81000497,1,1,110,1,382,2,0,1,3,30,0,0,0,0,0,0,0,0,0,180134426,150,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,2,5,95,100,17500,0,0
1109003,神秘弓(S),,1109003,81000597,1,1,110,1,382,3,0,1,3,50,0,0,0,0,0,0,0,0,0,180134426,200,180134427,5,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,3,5,95,100,27500,0,0
1109004,鋼鐵弓(S),,1109004,81000897,1,1,110,1,382,4,0,1,3,70,0,0,0,0,0,0,0,0,0,180134426,250,180134427,45,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,4,5,95,100,37500,0,0
1109005,鋼鐵弓(S),,1109005,81001097,1,1,110,1,382,5,0,1,3,90,0,0,0,0,0,0,0,0,0,180134426,300,180134427,125,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,5,5,95,100,47500,0,0
1109006,腹弩(S),,1109006,81001297,1,1,110,1,382,6,0,1,3,110,0,0,0,0,0,0,0,0,0,180134427,275,180134428,20,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,6,5,95,100,57500,0,0
1109007,火繩鉤槍(S),,1109007,81001497,1,1,110,1,382,7,0,1,3,130,0,0,0,0,0,0,0,0,0,180134427,325,180134428,80,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,7,5,95,100,67500,0,0
1109008,天翼十字弓(S),,1109008,81001697,1,1,110,1,382,8,0,1,3,150,0,0,0,0,0,0,0,0,0,180134428,275,180134429,5,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,8,5,95,100,77500,0,0
1109009,連發十字弓(S),,1109009,81001897,1,1,110,1,382,9,0,1,3,170,0,0,0,0,0,0,0,0,0,180134428,325,180134429,45,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,9,5,95,100,87500,0,0
1109010,阿拉戈騎士十字弓(S),,1109010,81002097,1,1,110,1,382,10,0,1,3,190,0,0,0,0,0,0,0,0,0,180134428,375,180134429,125,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,10,5,95,100,97500,0,0
1110001,赤銅工具箱子(S),,1110001,81500298,1,1,114,1,382,1,0,1,3,10,0,0,0,0,0,0,0,0,0,180134426,100,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,1,5,95,100,7500,0,0
1110002,粉紅塑膠工具箱子(S),,1110002,81500398,1,1,114,1,382,2,0,1,3,20,0,0,0,0,0,0,0,0,0,180134426,150,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,2,5,95,100,12500,0,0
1110003,綠色陶瓷工具箱子(S),,1110003,81500498,1,1,114,1,382,2,0,1,3,30,0,0,0,0,0,0,0,0,0,180134426,150,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,2,5,95,100,17500,0,0
1110004,粉紅修羅工具箱子(S),,1110004,81500598,1,1,114,1,382,3,0,1,3,40,0,0,0,0,0,0,0,0,0,180134426,200,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,3,5,95,100,22500,0,0
1111001,蒼狼變種靈魂(S),,1111001,82802197,1,1,116,1,382,1,0,1,3,10,0,0,0,0,0,0,0,0,0,180134426,100,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,1,5,95,100,7500,0,0
1111002,狐狸巡邏兵靈魂(S),,1111002,82800497,1,1,116,1,382,2,0,1,3,30,0,0,0,0,0,0,0,0,0,180134426,150,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,2,5,95,100,17500,0,0
1111003,刺花美眉靈魂(S),,1111003,82800697,1,1,116,1,382,3,0,1,3,50,0,0,0,0,0,0,0,0,0,180134426,200,180134427,5,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,3,5,95,100,27500,0,0
1111004,棕樹爺爺靈魂(S),,1111004,82800897,1,1,116,1,382,4,0,1,3,70,0,0,0,0,0,0,0,0,0,180134426,250,180134427,45,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,4,5,95,100,37500,0,0
1111005,葛雷靈魂(S),,1111005,82801097,1,1,116,1,382,5,0,1,3,90,0,0,0,0,0,0,0,0,0,180134426,300,180134427,125,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,5,5,95,100,47500,0,0
1111006,大眼劍靈魂(S),,1111006,82801297,1,1,116,1,382,6,0,1,3,110,0,0,0,0,0,0,0,0,0,180134427,275,180134428,20,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,6,5,95,100,57500,0,0
1111007,土撥鼠快槍手靈魂(S),,1111007,82801497,1,1,116,1,382,7,0,1,3,130,0,0,0,0,0,0,0,0,0,180134427,325,180134428,80,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,7,5,95,100,67500,0,0
1111008,柯鬥靈魂(S),,1111008,82801697,1,1,116,1,382,8,0,1,3,150,0,0,0,0,0,0,0,0,0,180134428,275,180134429,5,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,8,5,95,100,77500,0,0
1111009,飛飛耶比靈魂(S),,1111009,82801897,1,1,116,1,382,9,0,1,3,170,0,0,0,0,0,0,0,0,0,180134428,325,180134429,45,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,9,5,95,100,87500,0,0
