ID,_BGM1,_NpcName1,_Message1,_BoxType1,_CutInImage1,_CutInEffect1,_BGM2,_NpcName2,_Message2,_BoxType2,_CutInImage2,_CutInEffect2,_BGM3,_NpcName3,_Message3,_BoxType3,_CutInImage3,_CutInEffect3,_BGM4,_NpcName4,_Message4,_BoxType4,_CutInImage4,_CutInEffect4,_Event_BGM,_Event_NpcName,_Event_Message,_Event_BoxType,_Event_CutInImage,_Event_CutInEffect,_Yes_BGM,_Yes_Name,_Yes_Message,_Yes_BoxType,_Yes_Image,_Yes_ImageEffect,_No_BGM,_No_Name,_No_Message,_No_BoxType,_No_Image,_No_ImageEffect,_Story
11,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,在沙漠見到的盜賊團首領意外的是個非常年輕的青年，還認識卡茲諾呢!,1,6,0,,愛麗絲的影像,因為有他們的幫助，我們一行人才能夠平安抵達阿法。,1,6,0,,愛麗絲的影像,"還有透過在那裡得到的情報, 我們正在探查古代遺址-金字塔地下城。",1,16,0,,愛麗絲的影像,雖說冒險總是伴隨著危險…但我好像有種不好的預感。,1,8,0,,愛麗絲的影像,要在此處儲存您的位置嗎?,1,14,0,,愛麗絲的影像,位置已儲存。,1,18,0,,愛麗絲的影像,不儲存位置。,1,10,0,0
12,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,"在王的石室經過了一場大困境。擔任過黑月公主侍從的喬安受了很重的傷, 雷比則是中了毒。",1,8,0,,愛麗絲的影像,為了尋找解毒劑，我們正前往女王的石室，但是我從剛剛開始就注意到一直有奇怪的聲音。,1,4,0,,,,0,0,0,,,,0,0,0,,愛麗絲的影像,"為了以後的冒險著想, 請儲存此處的位置。",1,12,0,,愛麗絲的影像,位置已儲存。,1,16,0,,愛麗絲的影像,那麼… 就不幫您儲存位置了。,1,14,0,0
13,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,這裡是黑暗森林，用很久以前的語言來命名的 <史瓦茲氏特>地區。,1,14,0,,愛麗絲的影像,"這裡就算在大白天也很難見到陽光, 並且不知道何時會受到黑暗魔物們攻擊。",1,8,0,,愛麗絲的影像,聽說從這裡再走進去的話，可以看見古老的住宅，因為是個相當危險的地區，所以行動前應該要謹慎思考才對。,1,12,0,,,,0,0,0,,愛麗絲的影像,"為了以後的冒險著想, 請儲存此處的位置。",1,18,0,,愛麗絲的影像,位置已儲存。,1,18,0,,愛麗絲的影像,那麼… 就不幫您儲存位置了。,1,10,0,0
14,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,這個地方是山林地帶。 剛開始冒險的我和穆亞就是在這裡第一次遇到怪物。,1,6,0,,愛麗絲的影像,雖然我們不太知道貝羅斯以外的世界… 但是聽說過艾利亞斯是個充滿許多變化的地方。到底能夠遇到什麼樣的人呢?,1,8,0,,,,0,0,0,,,,0,0,0,,愛麗絲的影像,"為了以後的冒險著想, 請儲存此處的位置。",1,6,0,,愛麗絲的影像,位置已儲存。,1,6,0,,愛麗絲的影像,那麼… 就不幫您儲存位置了。,1,14,0,0
15,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,由於遭到青狼追趕，我們才會躲到山林礦場來，看來是要待到天亮了。,1,4,0,,愛麗絲的影像,這樣讓我想起了武器店的巴特大叔說過的話，他說這裡可以找到傳說中的金屬 [奧里哈勒昆]或 [米斯里魯銀]。,1,10,0,,愛麗絲的影像,"雖然本來那種金屬就是用特別的魔法裝置製造出來的, 但神奇的是聽說偶爾可以從貝羅斯礦場的礦脈裡找到它。",1,6,0,,愛麗絲的影像,"…很久以前, 這裡某個地方似乎發生過使用很強大魔法的戰鬥? 因此影響到這裡礦脈間那些特別的金屬… 嗯, 應該是有可能的。",1,6,0,,愛麗絲的影像,您知道儲存位置是必要的吧?,1,16,0,,愛麗絲的影像,位置已儲存。,1,16,0,,愛麗絲的影像,沒有儲存位置。有點可惜呢。,1,4,0,0
16,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,"為了幫助在艾利亞斯認識的夏奴伊爺爺, 我們經過黑暗森林，來到名為 ""幽靈的住宅""的地方。",1,12,0,,愛麗絲的影像,劍士 艾爾藍,1,18,0,,愛麗絲的影像,"但是為了維持這種力量, 亞瑟家族一直不斷使用活人的血進行邪惡的儀式。在這件事情被揭發後艾利亞斯王國便派人討伐他們。",1,10,0,,愛麗絲的影像,在這裡的魔物們全部都是從那個慘劇之後才開始出現的。,1,8,0,,愛麗絲的影像,要儲存位置嗎?,1,8,0,,愛麗絲的影像,位置已儲存。,1,18,0,,愛麗絲的影像,天啊， 您不儲存位置嗎?,1,16,0,0
17,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,這裡是雪原地帶。 雷弗利治這個名字的意思是 '反覆記號'。,1,6,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,愛麗絲的影像,在這裡儲存位置會比較好~,1,4,0,,愛麗絲的影像,位置已儲存。,1,18,0,,愛麗絲的影像,不儲存位置。,1,4,0,0
18,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,這裡是山嶽地帶，阿爾卡笛亞離這裡不遠。,1,12,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,愛麗絲的影像,要在這裡儲存位置嗎?,1,14,0,,愛麗絲的影像,位置已儲存。,1,18,0,,愛麗絲的影像,不儲存位置。,1,10,0,0
19,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,這裡是沙漠，聽說不遠處有古代遺址'金字塔'。,1,6,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,愛麗絲的影像,"為了以後的冒險著想, 請儲存此處的位置。",1,18,0,,愛麗絲的影像,位置已儲存。,1,18,0,,愛麗絲的影像,那麼… 就不幫您儲存位置了。,1,10,0,0
20,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,"這裡是沿著阿法的海岸線可以到達的村莊, '貝斯'。",1,14,0,,愛麗絲的影像,"若在此處儲存, 即使在原野戰鬥中倒下，只要選擇 ""村莊""就可以回到貝斯。",1,18,0,,愛麗絲的影像,從旁邊的雨林地帶再往裡面進去的話，聽說就可以看見巨大的古代遺址。,1,6,0,,,,0,0,0,,愛麗絲的影像,要儲存位置嗎?,1,6,0,,愛麗絲的影像,位置已儲存。,1,6,0,,愛麗絲的影像,"什麼, 您不打算在此處儲存位置嗎?",1,14,0,0
21,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,"聽完位於雨林地帶深處奇妙的遺址的故事後, 我們離開村莊開始朝著那個地方前進。",1,18,0,,愛麗絲的影像,"貝斯的人們說雨林裡面有個叫'野蠻族'的危險部族, 非常擔心我們。",1,6,0,,,,0,0,0,,,,0,0,0,,愛麗絲的影像,在這裡儲存位置會比較好~,1,10,0,,愛麗絲的影像,位置已儲存。,1,18,0,,愛麗絲的影像,天啊， 您不儲存位置嗎?,1,10,0,0
22,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,在遺址地裡面有著像女神般神祕的人在沉睡著，她的名字是卡蒂亞•舒。,1,14,0,,愛麗絲的影像,在想要解除困住她的封印時，看起來像是阿卡修拉一族的巫女出現並且襲擊了我們。,1,16,0,,愛麗絲的影像,"不知道為什麼，那個巫女堅持不攻擊我們…，我們打倒他們以後 , 為了找海龍王而前往亞特蘭提斯。",1,10,0,,愛麗絲的影像,"對了, 嗚呼，我看基歐應該是對她一見鍾情喔。 只要站在卡蒂亞前面就會開始結巴，身體也都動不了了呢~。",1,6,0,,愛麗絲的影像,要在此處儲存您的位置嗎?,1,6,0,,愛麗絲的影像,位置已儲存。,1,18,0,,愛麗絲的影像,沒有儲存位置。有點可惜呢。,1,8,0,0
23,Data/BGM/CHUNSIK.MP3,奉春植的影像,這裡原來的名字是春植島。 在我經歷冒險建立戰績後得到的領地。,1,579,0,,奉春植的影像,"但是某個曾經是我們同伴的冒險家, 因為忌妒我的美麗(!)而與邪惡的魔王訂下了契約。",1,579,0,,奉春植,異世界的冒險者啊! 請你們一定要幫助我把中了魔咒而改變的春植島變回原本的模樣!,1,579,0,,,,0,0,0,,奉春植的影像,請在這裡儲存位置。,1,579,0,,奉春植的影像,此處的位置已儲存。,1,579,0,,奉春植的影像,請不要拋棄春植島!,1,579,0,0
24,Data/BGM/REVI_STONE.MP3,雷比的影像,"吉恩蒂亞大陸的霸者,包括艾利亞斯在內的9個聯合都市的君主, 王中之王, 所有神殿與信徒的守護者惠宗陛下, 身為陛下忠實的臣子與皇室騎士團團長的雷比亞倫斯在此向您請安。",1,100,0,,雷比的影像,"首先, 根據上次在信件中陛下所下的旨意, 對於在貓頭鷹城的謀反者們從此不必再遵循禮儀，在此報告陛下我決定以最能表達我憤怒與不屑的 <壞人們>來稱呼他們。",1,100,0,,雷比的影像,"如同這個險惡的稱呼, 他們正策畫著不可告人的陰謀, 背地裡一定有個陰謀主使者。若是得到那個身分不明者(先稱呼他為 '罪大惡極之人')的情報時會馬上向您報告的。",1,100,0,,雷比的影像,祝福艾利亞斯王室。 雷比亞倫斯敬上。  <附註> 請轉告海樂芮公主睡前一定要記得刷牙。 <附註2> 請一定要替我房裡的仙人掌澆水。,1,100,0,,雷比的影像,可以在這裡將我的記憶與閣下的記憶一起保存。,1,100,0,,雷比的影像,為閣下的武運祈禱。,1,100,0,,雷比的影像,…….,1,100,0,0
25,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,"這裡是古木林，從這裡可以到冥王神殿,也可以到吉恩蒂亞大陸最大的都市艾利亞斯。",1,6,0,,愛麗絲的影像,"因為這裡的路分裂出許多的分支, 請一邊確認周圍的地圖一邊小心前進。",1,18,0,,,,0,0,0,,,,0,0,0,,愛麗絲的影像,要儲存位置嗎?,1,18,0,,愛麗絲的影像,位置已儲存。,1,6,0,,愛麗絲的影像,天啊， 您不儲存位置嗎?,1,14,0,0
26,Data/BGM/CHUNSIK.MP3,奉春植的影像,因為邪惡法師的力量使得春植島外面的人全部都變成了怪物，將好不容易躲過的人們聚集起來，和我一起躲到領主館。,1,579,0,,奉春植的影像,"中了魔咒變成怪物的人民與警備兵們, 現在已經越過領主館的庭園向我們攻擊過來了。我們到底能夠堅持到什麼時候呢…。",1,579,0,,,,0,0,0,,,,0,0,0,,奉春植的影像,請在這裡儲存位置。,1,579,0,,奉春植的影像,此處的位置已儲存。,1,579,0,,奉春植的影像,請不要拋棄春植島!,1,579,0,0
27,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,"天啊, 這裡是哪裡呀? 我一路追著忙著看手錶、腳咚咚跳著的兔子… 就這樣來到這裡了。",1,4,0,,愛麗絲的影像,"不知道是不是氣氛的關係, 這裡的景致好像看起來很小。 唉-呀. 要怎麼樣才可以回去呢?",1,8,0,,,,0,0,0,,,,0,0,0,,愛麗絲的影像,要儲存位置嗎?,1,14,0,,愛麗絲的影像,位置已儲存。,1,6,0,,愛麗絲的影像,天啊， 您不儲存位置嗎?,1,4,0,0
28,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,"只有獲得海龍王的巫女認可的冒險家才可以來的都市, 傳說中的亞特蘭提斯。戰勝許多困難與難關後，我們終於可以來到這個地方了。",1,14,0,,愛麗絲的影像,"但是快樂只是暫時的。一同奮鬥到現在的同伴們大多數都分散了，卡蒂亞是這樣、凡基歐、黑月公主也是… 還有她, 喬安潘。",1,8,0,,愛麗絲的影像,現在只剩下我、穆亞、卡茲諾還有雷比而已 雖然在這裡也有可能會遇到新的冒險同伴…,1,8,0,,愛麗絲的影像,但就算只剩下我一個人，我也會繼續前進的。 向著<比佛羅斯特>…彩虹之路前進。,1,12,0,,愛麗絲的影像,"為了以後的冒險著想, 請儲存此處的位置。",1,18,0,,愛麗絲的影像,位置已儲存。,1,18,0,,愛麗絲的影像,那麼… 就不幫您儲存位置了。,1,14,0,0
29,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,這個地方是連接亞特蘭提斯的 <深淵的遺址>。,1,14,0,,愛麗絲的影像,"我們承受著巨大的傷痛, 突然聽說有人在這附近看到躲起來的喬安潘。",1,10,0,,愛麗絲的影像,"她怎麼會, 來這個做過基因改造實驗的不吉之地呢…?",1,8,0,,,,0,0,0,,愛麗絲的影像,請在這裡儲存位置。,1,18,0,,愛麗絲的影像,此處的位置已儲存。,1,6,0,,愛麗絲的影像,沒有儲存位置。有點可惜呢。,1,8,0,0
30,Data/BGM/CHUNSIK.MP3,奉春植的影像,怪物們突破了完美的防禦，進到了領主館內部。原來是邪惡法師在前方引領著怪物們。,1,579,0,,奉春植的影像,在他們到達的瞬間領主館內剩下的人們一個接一個變成了怪物的模樣。看來已經到我必須覺悟的時候了。,1,579,0,,奉春植的影像,事已至此，希望我能變成修長挺拔的樣子。唉。,1,579,0,,,,0,0,0,,奉春植的影像,請在這裡儲存位置。,1,579,0,,奉春植的影像,此處的位置已儲存。,1,579,0,,奉春植的影像,請不要拋棄春植島!,1,579,0,0
31,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,…在經過傷心的奇邁羅研究所離別後，我們朝著米德卡勒特出發。,1,8,0,,愛麗絲的影像,"到底所謂的 [亞斯神族]是什麼, 喬安潘又為什麼會做出那樣的事呢…",1,8,0,,愛麗絲的影像,所以她… 現在憎恨我們嗎? 我不會忘記黑月公主在我們離開時… 說過的話。,1,8,0,,愛麗絲的影像,"我們的冒險, 難道最後只是對世上萬物帶來麻煩的一場騷亂嗎……?",1,8,0,,愛麗絲的影像,請在這裡儲存位置。,1,14,0,,愛麗絲的影像,位置已儲存。,1,16,0,,愛麗絲的影像,那麼… 就不幫您儲存位置了。,1,16,0,0
32,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,"這裡是米德卡勒特, 從這裡經過 <比佛羅斯特>後會到達神的居住地, 亞斯卡勒特。",1,18,0,,愛麗絲的影像,我聽說過比佛羅斯特有 <彩虹之路>的意義。 到底有什麼方法可以到天空的另一端呢?,1,10,0,,愛麗絲的影像,"我想起來卡茲諾說過這樣的話, 他說'愛麗絲'這個名字原本是 <彩虹女神>的名字。",1,18,0,,愛麗絲的影像,"還有，雖然也有相同名字的花… 但是和這個相似的另一個名字,愛瑞絲(Eris)意思卻是""邪惡女神""……。",1,14,0,,愛麗絲的影像,請在這裡儲存位置。,1,14,0,,愛麗絲的影像,位置已儲存。,1,18,0,,愛麗絲的影像,那麼… 就不幫您儲存位置了。,1,14,0,0
33,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,"這裡是比佛羅斯特, 在古語中有著 <彩虹之路>的意義。",1,14,0,,愛麗絲的影像,過了這裡後，聽說就可以到達搭乘能夠前往遠方其他世界的<宇宙飛船>所在地。,1,6,0,,愛麗絲的影像,據說只有通過這個東西才能去魔王所在的<世界樹根>。,1,14,0,,,,0,0,0,,愛麗絲的影像,請在這裡儲存位置。,1,18,0,,愛麗絲的影像,位置已儲存。,1,18,0,,愛麗絲的影像,那麼… 就不幫您儲存位置了。,1,18,0,0
34,,寶卡卡的影像,"偵察完成、解決掉有史以來最大的任務後…  為了休息來到了悠閒的癩蛤蟆島的我, 得知了村莊裡有著人們受苦的怪物""大頭蝦米""。",1,1016,0,,寶卡卡的影像,"雖然要找到解決這傢伙的方法不容易, 但是可以掌握幾個線索。這樣的話說不定可以把大頭蝦米給…。",1,1016,0,,寶卡卡的影像,不過非常可惜的是，在試驗之前，你必須趕緊先負責調查原野地帶發生的連續失蹤事件。,1,1016,0,,寶卡卡的影像,"首先要防止大頭蝦米的手下們消滅線索, 分為3份分開藏起來，希望這些謎語能守護線索不要被那些怪物們發現…。",1,1016,0,,寶卡卡的影像,請在這裡儲存位置。,1,1016,0,,寶卡卡的影像,位置已儲存。,1,1016,0,,寶卡卡的影像,若是您不儲存的話…我也沒意見。,1,1016,0,0
35,Data/BGM/kazuno.MP3,卡茲諾的影像,"去尋找…廢鐵溪谷… 中央的 <鋼鐵都市>, 是沒有什麼特別的目的。",1,146,0,,卡茲諾的影像,只不過是因為違抗亞特蘭提斯的高壓政策、帶有反骨叛逆個性的這些人引起了我的興趣。,1,146,0,,卡茲諾的影像,…對於習慣走別人訂好的路、單方面屈服於宿命這種東西的我來說，非常想要見識一下這些人的模樣。,1,146,0,,,,0,0,0,,卡茲諾的影像,在這裡儲存位置如何呢?,1,146,0,,卡茲諾的影像,位置已儲存。,1,146,0,,卡茲諾的影像,你不想要儲存? 真是有勇無謀…。,1,146,0,0
36,Data/BGM/REVI_STONE.MP3,雷比的影像,終於抵達了在鐵的堅硬與渦輪機的聲響中鍛鍊出的匠人的村莊，鋼鐵都市。,1,100,0,,雷比的影像,"國王陛下所賜的 [金剛石]被稱為不滅的金屬, 是在這個世界上最堅硬的物質。",1,100,0,,雷比的影像,"雖然沒有人知道用這個製作武器的方法, 但據說在鋼鐵都市的某的地方可以找到關於它的線索。",1,100,0,,,,0,0,0,,雷比的影像,請在這裡儲存位置。,1,100,0,,雷比的影像,位置已儲存。,1,100,0,,雷比的影像,"……如果您不儲存的話, 那也沒辦法了。",1,100,0,0
37,Data/BGM/REVI_STONE.MP3,雷比的影像,據說鐵溪谷出口是在鋼鐵都市也被視為異端份子的研究者聚集的地方。,1,100,0,,雷比的影像,聽說在這裡的某個地方，有匠人可以將不滅的金剛石做成武器。,1,100,0,,雷比的影像,不過… 聽說那位的眉宇間掛著看起來像是眼睛的寶石，這點讓我非常在意。,1,100,0,,,,0,0,0,,雷比的影像,要在這裡儲存您的位置嗎?,1,100,0,,雷比的影像,位置已儲存。,1,100,0,,雷比的影像,"……如果您不儲存的話, 那也沒辦法了。",1,100,0,0
38,Data/BGM/van.MP3,凡基歐的影像,啊啊~ 變得好困擾。 跟著卡茲諾先生好不容易來到這裡的說~,1,204,0,,凡基歐的影像,進來這裡以後，卡茲諾先生一個人咻的跑走了，完全找不到他的說~。 要仔細的找找看嗎~。,1,204,0,,凡基歐的影像,"卡茲諾先生…啊, 嘿嘿, 不知道為什麼跟他聊天之後，我就在想… 嗯，如果我有'哥哥'的話，會不會就是像現在這樣呢。",1,204,0,,凡基歐的影像,"如果下次再遇到他… 我, 我要問問看, 是不是可以這樣叫他。",1,204,0,,凡基歐的影像,想在這裡儲存位置?,1,204,0,,凡基歐的影像,鏘鏘~ 位置儲存~,1,204,0,,凡基歐的影像,唉唷? 會後悔的~?,1,204,0,0
39,Data/BGM/kazuno.MP3,卡茲諾的影像,………… … …. …!!!,1,146,0,Data/BGM/kazuno.MP3,喬安潘的影像,"……! …, … … …. …. \n(聽不到聲音)",1,111,0,,,,0,0,0,,,,0,0,0,,卡茲諾的影像,要在這裡… 儲存… 位… 置嗎?,1,146,0,,卡茲諾的影像,已儲存。,1,146,0,,喬安潘的影像,…笨~,1,111,0,0
40,Data/BGM/PROLOGUE1.mp3,???,Jhiz… Jick… Jeeeee---,1,128,0,Data/BGM/genepe.mp3,???,"………, … … …. …. \n(只有雜音出現…)",1,128,0,,,,0,0,0,,,,0,0,0,,凱內佩的影像,要在這裡… 儲存… 位… 置嗎?,1,128,0,,凱內佩的影像,…嘶…(嗶咿咿咿),1,128,0,,凱內佩的影像,……你不儲存…,1,128,0,0
41,Data/BGM/moowen.MP3,穆亞和喬艾的影像,"……! …, … … …. ….",1,124,0,Data/BGM/moowen.MP3,穆亞和喬艾的影像,"……! …, … … …. …. \n(模糊中只知道是穆亞和喬艾的聲音。)",1,124,0,,,,0,0,0,,,,0,0,0,,穆亞和喬艾的影像,要… 儲存… 位置嗎?,1,124,0,,穆亞和喬艾的影像,……完成~,1,124,0,,穆亞和喬艾的影像,…沒關係嗎…?,1,124,0,0
