ID,_Icon1,_IconIndex1,_Place_Info1,_NPC_Info1,_Icon2,_IconIndex2,_Place_Info2,_NPC_Info2,_Talk1,_Talk2,_Purpose,_Accept_Message,_Accept_Image,_Complete_Message,_Complete_Image,_City_Name,_Mission_OnOff1,_Mission_OnOff2,_Mission_OnOff3,_Mission_OnOff4,_Quest_BaseLV,_Quest_Kind,_Quest_Guidegroup,_Quest_Npcposition,_Quest_Purpseposition,_Quest_Next,_Quest_Guidediable,_Quest_DifficultyLV,_Mission_Note1,_Npc_Talk1,_Npc_Talk2,_Npc_Talk3,_Npc_Talk4
148101005,10005000,1,艾利亞斯,伊克納特,10005000,1,艾利亞斯,伊克納特,雖然很可惜，但也有無法克服危機而倒下的時候… 但為了讓你安心，現在要介紹兩個道具給你，有這兩個道具會不怕了。\n一個是不屈的精神，只要擁有這道具，死亡時不會損失經驗值。\n另一個是復活精髓，有這個的話可以在原地復活喔。跟原先從鄰近的碑石或石塔中復活並重新開始相比，是不是非常方便啊? 而且經驗值也不會減少喔，這可以說是一舉兩得呢。,但這只能在時尚商店裡買得到，是相當珍貴的物品喔。首先，我為了幫助身為新手的你而準備了物品，好好珍惜使用啊。,"向 ""艾利亞斯""的 ""伊克納特""報告。",一完成任務就發送物品給你,0,來，因為是貴重的物品，試用看看吧，剩下的要省著用啊!,0,1,1,1,1,1,11,一般,2,6,6,0,0,11,,0,0,0,0
144004001,10005000,75,山嶽地帶休息地,托勒妮亞,10005000,1,艾利亞斯,伊克納特,剛好有個來自德魯貝里族的請託呢。這剛好跟你旅行方向一樣呢，你不接下這請託嗎?,於艾利亞斯西邊的原野地帶中狩獵奶嘴蠶寶寶，並取得 <絲綢團>後幫忙傳達。,"請狩獵""原野地帶""的[奶嘴蠶寶寶]後，向""山嶽地帶休息地""的托勒妮亞報告。",祝你有個美好的旅行!,0,這全部都是你一個人取來的嗎? 天啊一定很累… 謝謝。,0,2,1,1,1,1,17,一般,2,6,5,0,0,17,,0,0,0,0
144004002,10005000,75,山嶽地帶休息地,托勒妮亞,10005000,1,艾利亞斯,伊克納特,若不處理掉原野地帶的奶嘴蠶寶寶的話，你知道會怎樣嗎?聽說他們會變成蝴蝶仙子呢!,有個…的說法，但不知道實際上到底是怎麼樣。總之，對旅行客來說，調皮的蝴蝶仙子是個麻煩精。,"狩獵""原野地帶""的 [蝴蝶仙子]後，向""山嶽地帶休息地""的托勒妮亞報告。",祝你有個美好的旅行!,0,快來。,0,2,1,1,1,1,17,一般,2,6,5,0,0,17,,0,0,0,0
144004003,10005000,75,山嶽地帶休息地,托勒妮亞,10005000,1,艾利亞斯,伊克納特,艾利亞斯與龍京之間雖然並不是那麼危險的地方，但聽說有時候也會有被街道上的怪物教訓的旅行者。,所以協會中常常會消除怪物，我想到適合現在的你去對付的怪物了。,"從""原野地帶""的 [奶嘴蠶寶寶]那收集 <奶嘴蠶寶寶的蛋>、從[蝴蝶仙子]那收集 <蝴蝶仙子的粉末>後， 向""山嶽地帶休息地""的托勒妮亞報告。",祝你有個美好的旅行!,0,艾利亞斯那邊暫時安全了呢。 ??? ???? ???? ????,0,2,1,1,1,1,17,一般,2,6,5,0,0,17,,0,0,0,0
144005001,10005000,75,山嶽地帶休息地,托勒妮亞,10005000,1,艾利亞斯,伊克納特,山嶽地帶的兵蟻G中有帶有毒性的種類。因為如此，托勒妮亞目前好像還在受苦呢。,為了要拉車，如果有毒的話應該會很艱難!,"狩獵""地下洞穴""的 [毒蟻G]後，向""山嶽地帶休息地""的托勒妮亞報告。",祝你有個美好的旅行!,0,呼，在手上的毒變得更嚴重之前必須要將兵蟻G給抓住。,0,2,1,1,1,1,17,一般,2,6,13,0,0,19,,0,0,0,0
144005002,10005000,75,山嶽地帶休息地,托勒妮亞,10005000,1,艾利亞斯,伊克納特,山嶽地帶的藍甲衛兵與冥王神殿同族們的個性有些許的不一樣。,你說你不喜歡爬山啊。,"狩獵""地下洞穴""的 [藍甲衛兵]後，向""山嶽地帶休息地""的托勒妮亞報告。",......住在山上?,0,藍甲衛兵們似乎有變得稍微溫順點。是因為託了您的福嗎?,0,2,1,1,1,1,17,一般,2,6,13,0,0,19,,0,0,0,0
144005003,10005000,75,山嶽地帶休息地,托勒妮亞,10005000,1,艾利亞斯,伊克納特,因為道路已經做了些整修你可能沒有感受到，但山嶽地帶其實是個非常艱險的地區。人類足跡尚未踏遍的地區還很多呢。,就連棲息於山脈深幽洞穴的蝙蝠數量都無法猜測呢。,"狩獵""地下洞穴""的 [蝙蝠]後，向""山嶽地帶休息地""的托勒妮亞報告。",祝你有個美好的旅行!,0,蝙蝠是很可愛，但有時候吸血的話我就不喜歡了。,0,2,1,1,1,1,17,一般,2,6,13,0,0,19,,0,0,0,0
144005004,10005000,75,山嶽地帶休息地,托勒妮亞,10005000,1,艾利亞斯,伊克納特,消滅山嶽地帶的怪物們後，幫忙把艾利亞斯和龍京之間的街道弄得安全點。,這雖然是我給你的任務中最有挑戰性的，但你的話絕不會有任何問題的。,"從""地下洞穴""的 [毒蟻G] 那收集 <毒藥瓶>、從 [藍甲衛兵]那收集被丟棄的 <石斧>後， 向""山嶽地帶休息地""的托勒妮亞報告。",祝你有個美好的旅行!,0,你似乎很認真奮鬥呢。託你的福，好像可以有更安全的旅行了呢。,0,2,1,1,1,1,17,一般,2,21,13,0,0,22,,0,0,0,0
144006001,10005000,45,龍京,瓊基恩,10005000,75,山嶽地帶休息地,托勒妮亞,我們德魯貝里族也叫作旅行者的一族。總是行商且到處流浪。但這次只有我們兄妹獨自旅行，要對付怪物們真的是很令人頭痛的一件事。,狐狸巡邏兵們很膽小所以不足以構成威脅，但我們只要一分心，他們就會接近營地並偷走食物。,"狩獵""山嶽地帶""的 [狐狸巡邏兵]後，向 ""龍京""的 ""瓊基恩""報告。",希望你能給他們個痛快的教訓。,0,狐狸巡邏兵們來到藥房買了對瘀青有療效的藥，原來都是託你的福啊?,0,53,1,1,1,1,22,一般,2,21,21,0,0,22,,0,0,0,0
144006002,10005000,45,龍京,瓊基恩,10005000,75,山嶽地帶休息地,托勒妮亞,龍京客棧的熊掌似乎不太夠。瓊基恩說不賣熊湯，一直在發牢騷呢。,因為瓊基恩有欠下一些債，如果趁這個時候還清就好了。要幫忙嗎?,"""狩獵山嶽地帶""的 [棕熊]並收集到 <熊掌>後，向 ""龍京""的 ""瓊基恩""報告。",…但是熊湯是用熊掌熬煮而成的喔?,0,呼噢! 這不是熊掌嗎!? 我要趕快把這拿去客棧才行。謝啦!,0,53,1,1,1,1,22,一般,2,21,21,0,0,22,,0,0,0,0
144006003,10005000,45,龍京,瓊基恩,10005000,75,山嶽地帶休息地,托勒妮亞,聽說將黑熊的膽製成藥的評價很不錯。我們是不太清楚啦…,可能對龍京的人們來說是個很重要的藥材吧。,"狩獵""山嶽地帶""的 [黑熊]並收集 <黑熊膽汁>後，向 ""龍京""的 ""瓊基恩""報告。",有點可憐呢。,0,嗯嗯，看來這個要拿到藥房了呢。辛苦你了。,0,53,1,1,1,1,22,一般,2,21,21,0,0,22,,0,0,0,0
144006004,10005000,45,龍京,瓊基恩,10005000,75,山嶽地帶休息地,托勒妮亞,山路走著走著不知不覺就迷路，就這樣一直到天黑為止…有過這種經驗嗎? 最近山嶽地帶常常發生這種事。,然後聽說好不容易擺脫山路後，卻聽到後方傳來陣陣少女的笑聲。不覺得毛骨悚然嗎?,"狩獵""山嶽地帶""的 [九尾狐]後，向 ""龍京""的 ""瓊基恩""報告。",注意可別把旅行者們嚇著了。,0,九尾狐... 真的很美嗎?(吞口水),0,53,1,1,1,1,22,一般,2,21,21,0,0,22,,0,0,0,0
144006005,10005000,45,龍京,瓊基恩,10005000,75,山嶽地帶休息地,托勒妮亞,山嶽地帶休息地是連接山嶽洞窟、原野地帶、龍京三地重要的交通據點。,但是那個叫作耶比爸爸的怪物常常在地面挖洞，妨礙運輸的進行。我們的拉車也掉進去好幾次。你可不可以幫忙消滅?,"狩獵""山嶽地帶""的 [耶比爸爸]並收集到 <耶比爸爸的氣球>後，向 ""龍京""的 ""瓊基恩""報告。",就拜託你了。,0,呼噢，耶比爸爸也消滅了啊?!看來暫時艾利亞斯那邊適合去走走了呢。,0,53,1,1,1,1,22,一般,2,21,21,0,0,22,,0,0,0,0
144006006,10005000,45,龍京,瓊基恩,10005000,75,山嶽地帶休息地,托勒妮亞,聽說山嶽洞窟那裡出現叫作強盜狼的強勁怪物。青狼或野狼根本無法跟牠相比。,為了確保交易，你能幫我的忙嗎? 瓊基恩商人會把你透過狩獵所獲得的道具拿來給你的。,"狩獵""山嶽地帶""的 [強盜狼]並收集 <強盜狼的軟弱血液>後，向 ""龍京""的 ""瓊基恩""報告。",我會給你滿滿謝禮的，請你盡心盡力。,0,手法真高強。你果然不是只會亂吠叫、虛張聲勢的小狗… 做得好!,0,53,1,1,1,1,22,一般,2,21,21,0,0,22,,0,0,0,0
144006007,10005000,45,龍京,瓊基恩,10005000,75,山嶽地帶休息地,托勒妮亞,老虎是個有靈性的動物，要能夠抓住牠不容易，而一旦抓住牠，則會產生許多利益。老虎肉對身體很好，牠的鬍鬚或尾巴可以使用為藥材。,在龍京最好賣的果然是犬齒。貴就貴在精細的裝飾。,"狩獵""山嶽地帶""的 [老虎]並收集 <老虎犬齒>後，向 ""龍京""的 ""瓊基恩""報告。",在龍京有要處理物品的事情常常會向瓊基恩商人請求。,0,這個這個，真是辛苦你了。來，雖然不多但這是給你的報酬!,0,53,1,1,1,1,22,一般,2,21,21,0,0,22,,0,0,0,0
148101006,10005000,39,龍京,喬治夫,10005000,75,山嶽地帶休息地,托勒妮亞,用好的道具來改變裝備是不錯，但是我非常喜歡現在的裝備。以後也想繼續用這裝備…,那麼要再了解一下道具鑲嵌。去龍京找喬治夫的話，他會親切地告訴你的。,"向""龍京""的 ""喬治夫""按下對話鍵後，聽取 <道具鑲嵌>的說明，並向 ""龍京""的 ""瓊基恩""完成任務。",那麼順便幫我跟他問個好。,0,有聽清楚說明了嗎? 喬治夫說明得很詳細吧。,0,53,1,1,1,1,100,一般,2,19,19,0,0,100,,0,0,0,0
144007001,10005000,45,阿爾卡笛亞,瓊基恩,10005000,45,龍京,瓊基恩,你開始展開神之旅行了啊? 要不要測驗看看自己的力量啊? 龍京警備隊最近在贈送謝禮給狩獵怪物的居民… 呃如果你還要聽的話我就繼續講。,你去高粱地那幫我狩獵黑蟻G，我們就把這當作測驗。因為報酬已經事先拿到了，我等等再把它交給你。,"狩獵""紅高粱地""的 [黑蟻G]後，向""阿爾卡笛亞""的 ""瓊基恩""報告。",結束的話來阿爾卡笛亞。,0,做得好。那麼要不要在阿爾卡笛亞鍛鍊鍛鍊啊?,0,3,1,1,1,1,29,一般,2,19,12,0,0,29,,0,0,0,0
144007002,10005000,45,阿爾卡笛亞,瓊基恩,10005000,45,龍京,瓊基恩,嗯… 看你還滿有底子的，我在想說要不要告訴你些決鬥的要領呢，如何啊?,嗯，先看看你的實力。去試著多抓一點高粱地的怪物。,"從""紅高粱地""的 [南瓜怪] 那收集到 <南瓜籽>後，向""阿爾卡笛亞""的 ""瓊基恩""報告。",結束的話來阿爾卡笛亞。,0,很好，那麼就正式地來試一次吧。,0,3,1,1,1,1,29,一般,2,19,12,0,0,29,,0,0,0,0
144008001,10005000,48,櫻樹湖畔,琳寧,10005000,45,阿爾卡笛亞,瓊基恩,"龍京的人們對食物的挑剔程度真讓人苦惱。最近又有類似 ""美食家同盟"" 的團體出現而更加嚴重呢。",…看來沒甚麼好隱瞞的。我就是美食家同盟的成員，青春的瓊基恩! …所以說，我覺得這邊的青蛙G別有一翻風味呢，你可不可以去抓幾隻來啊?,"狩獵""阿爾卡笛亞""的 [青蛙G]後，向 ""櫻樹湖畔""的 ""琳寧""報告。",這… 這不是甚麼請求，這只是修行的其中一個環節而已! 呃，不要那樣啦!,0,哇，蘭蒂安阿姨應該會很喜歡。 我會好好幫你傳達的。,0,3,1,1,1,1,31,一般,2,22,22,0,0,31,,0,0,0,0
144008002,10005000,48,櫻樹湖畔,琳寧,10005000,45,阿爾卡笛亞,瓊基恩,因為阿爾卡笛亞的九尾狐們討厭人類而躲藏於桃花源中生活著。若你遇到牠們的話可能多少會有些危險。,如果你沒辦法贏過他們的話，我看你就放棄去奧亦奇那邊的旅行吧。,"狩獵""阿爾卡笛亞""的 [銀髮天狐]後，向 ""櫻樹湖畔""的 ""琳寧""報告。",結束後去櫻樹湖畔找琳寧那孩子並告訴她。,0,噢，您還好嗎? 看起來似乎有點疲累耶。,0,3,1,1,1,1,31,一般,2,22,22,0,0,31,,0,0,0,0
144008003,10005000,48,櫻樹湖畔,琳寧,10005000,45,阿爾卡笛亞,瓊基恩,"嗯。欸?話說… ""亞瑟絲""和""伊克納特""說將來會很有前途的冒險家是你吧? 但我必須親眼見識才行。",要不要和比起他的親戚還要更加粗暴的耶比弟弟來場決鬥啊?,"狩獵""阿爾卡笛亞""的 [耶比弟弟]後，向 ""櫻樹湖畔""的 ""琳寧""報告。",呼呼，因為你受到兩個人的推薦，使得我對你充滿期待呢。,0,琳寧知道~您是個優秀的冒險家吧? 欸?還不是嗎?,0,3,1,1,1,1,31,一般,2,22,22,0,0,31,,0,0,0,0
144008004,10005000,48,櫻樹湖畔,琳寧,10005000,45,阿爾卡笛亞,瓊基恩,以前有個叫作齊天大聖的，雖然現在已經入仙界，但他在走之前拔起一撮毛後 呼! 的吹了一下，他的分身們就出現了，而這些分身們正在擊退那些接近香格里拉的非正派之人。,他們與本尊相似又驍勇善戰，如果你前去挑戰的話，他們應該會很樂意。,"狩獵""阿爾卡笛亞""的 [齊天大聖]後，向 ""櫻樹湖畔""的 ""琳寧""報告。",來場精彩和諧的決鬥吧!,0,哈啾! 你散發著神奇動物的味道呢!?,0,3,1,1,1,1,31,一般,2,22,22,0,0,31,,0,0,0,0
144008005,10005000,48,櫻樹湖畔,琳寧,10005000,45,阿爾卡笛亞,瓊基恩,看到樹上那香噴噴的桃子吊掛的樣子，不覺得自然而然就讓人垂涎欲滴嗎?,所以啊~你想像一下喔，我就快速地摘下一顆並用袖口輕輕擦拭後，準備要來大快朵頤一番，結果誰知道那傢伙卻要咬我… 不覺得很扯嗎? 不會想要生氣嗎? 應該要幫我好好教訓他一下才對吧?對吧? 嗯?,"狩獵""阿爾卡笛亞""的 [蜜桃怪]後，向 ""櫻樹湖畔""的 ""琳寧""報告。",呼，在關公面前耍大刀的我，那帥氣的鬍子竟然變成這副德性。,0,欸? 瓊基恩爺爺不是本來就是山羊鬍嗎?,0,3,1,1,1,1,31,一般,2,22,22,0,0,31,,0,0,0,0
144008006,10005000,48,櫻樹湖畔,琳寧,10005000,45,阿爾卡笛亞,瓊基恩,阿爾卡笛亞的老虎們是不會原諒入侵者的，非常危險。,為了不要再有遭殃的人們，你可不可以把他們消滅掉呢?,"從""阿爾卡笛亞""的 [黑虎]那收集到 <黑虎的鬍鬚>後，向 ""櫻樹湖畔""的 ""琳寧""報告。",若你戰勝黑虎，那麼在阿爾卡笛亞這裡恐怕已經沒有我能夠教導你的東西了。,0,啊，都是老虎的味道。你擊敗老虎了嗎? 哇，你好厲害喔!,0,3,1,1,1,1,31,一般,2,22,22,0,0,31,,0,0,0,0
144008007,10005000,48,櫻樹湖畔,琳寧,10005000,45,阿爾卡笛亞,瓊基恩,阿爾卡笛亞的老虎們是不會原諒入侵者的，非常危險。,為了不要再有遭殃的人們，你可不可以把他們消滅掉呢?,"從""阿爾卡笛亞""的 [白虎]那收集 <百年白虎的皮>後，向 ""櫻樹湖畔""的 ""琳寧""報告。",若你戰勝白虎，那麼在阿爾卡笛亞這裡恐怕已經沒有我能夠教導你的東西了。,0,啊，都是老虎的味道。你擊敗老虎了嗎? 哇，你好厲害喔!,0,3,1,1,1,1,31,一般,2,22,22,0,0,31,,0,0,0,0
144008008,10005000,48,櫻樹湖畔,琳寧,10005000,45,阿爾卡笛亞,瓊基恩,神仙們曾經徘徊駐足的這土地上，若橫越歲月的和平能再次重現就太棒了。,正式地來場決鬥吧。,"於""阿爾卡笛亞""中狩獵 [耶比弟弟]、[齊天大聖]、[蜜桃怪]、[青蛙G]後，向 ""櫻樹湖畔""的 ""琳寧""報告。",呃嗯，等你結束後，我也必須回去一趟龍京呢。,0,啊啊… 你為了阿爾卡笛亞的和平而犧牲了自身和平啊? 有點可憐呢~,0,3,1,1,1,1,31,一般,2,22,22,0,0,31,,0,0,0,0
144009001,10005000,56,奧亦奇,塔莫里,10005000,48,櫻樹湖畔,琳寧,你有看到在周圍徘徊的狗嗎? 我看琳寧很害怕那嚎叫的狗呢。,我是喜歡狗啦... 但如果狗不會讓琳寧那麼害怕就好了。,"狩獵""櫻樹湖畔""的 [獵犬]後，向 ""奧亦奇""的 ""塔莫里""報告。",旅行者您也請小心。若被咬的話會很痛的。,0,湖畔變得非常危險呢。若讓孩子們受到威脅可就糟了呢… 你做得真好。,0,3,1,1,1,1,38,一般,2,23,23,0,0,38,,0,0,0,0
144009002,10005000,56,奧亦奇,塔莫里,10005000,48,櫻樹湖畔,琳寧,琳寧若在陌生的地方迷路的話也會非常惶恐不安。在蕭羽姐姐找上前來之前，腦中會一直浮現非常可怕的記憶。,說不定湖畔周邊的狗群也是這樣呢? 若幫忙找尋家的話或許牠們就會變溫馴了。,"從""櫻樹湖畔""的 [獵犬]那收集到 <狗項圈>後，向 ""奧亦奇""的 ""塔莫里""報告。",請您一定要幫忙找到牠們的主人喔~,0,隨便將獵犬丟棄的主人們一定會受到嚴厲的懲罰的。,0,3,1,1,1,1,38,一般,2,23,23,0,0,38,,0,0,0,0
144009003,10005000,56,奧亦奇,塔莫里,10005000,48,櫻樹湖畔,琳寧,嘿嘿，櫻樹湖畔真是太美了，怎樣都看不膩呢。有時候還會突然被從水中 噗通! 跳出來的綠色大叔給嚇到呢!那時真的很愉快呢。,為什麼要跑到水裡面呢? 是想要跟琳寧玩才這樣的嗎? 是活動嗎? 跟迪土尼樂園一樣的活動?,"狩獵""櫻樹湖畔""的 [綠企鵝]後，向 ""奧亦奇""的 ""塔莫里""報告。",欸欸，那不是大叔，是怪物? 真的假的? 哇啊- 琳寧第一次看到綠企鵝呢。,0,是個會讓人擔心被誘拐去的孩子呢。雖然綠企鵝很乖巧溫馴應該是沒關係…,0,3,1,1,1,1,38,一般,2,23,23,0,0,38,,0,0,0,0
144009004,10005000,56,奧亦奇,塔莫里,10005000,48,櫻樹湖畔,琳寧,綠企鵝先生為什麼這麼擅長潛水呢? 是個潛水達人呢。,感覺應該有甚麼秘訣，不會錯的。,"從""櫻樹湖畔""的 [綠企鵝]那收集到 <蹼足>後，向 ""奧亦奇""的 ""塔莫里""報告。",好好奇啊~,0,只有這蹼足是無法游泳的呢。頂多只會下沉而已…,0,3,1,1,1,1,38,一般,2,23,23,0,0,38,,0,0,0,0
