ID,_Icon1,_IconIndex1,_Place_Info1,_NPC_Info1,_Icon2,_IconIndex2,_Place_Info2,_NPC_Info2,_Talk1,_Talk2,_Purpose,_Accept_Message,_Accept_Image,_Complete_Message,_Complete_Image,_City_Name,_Mission_OnOff1,_Mission_OnOff2,_Mission_OnOff3,_Mission_OnOff4,_Quest_BaseLV,_Quest_Kind,_Quest_Guidegroup,_Quest_Npcposition,_Quest_Purpseposition,_Quest_Next,_Quest_Guidediable,_Quest_DifficultyLV,_Mission_Note1,_Npc_Talk1,_Npc_Talk2,_Npc_Talk3,_Npc_Talk4,_Npc_Talk5,_Npc_Talk6
112000011,10005000,56,奧亦奇村莊,塔莫里,10005000,55,奧亦奇村莊,亞美,嗯……塔莫里請求傳遞的物件好像就是黑月公主。,知道了。告訴塔莫里，會順利轉交。,需要與“奧亦奇”的“塔莫里”對話。,好，真是辛苦了~,0,嗯……謝謝了。,0,4,1,1,1,1,52,一般,2,20,20,112000012,1,52,,0,0,0,0,0,0
112000012,10005000,53,奧亦奇村莊,凱伊,10005000,56,奧亦奇村莊,塔莫里,非常感謝。多虧你的幫助，順利傳去了小生的心聲，我非常欣慰呢。,小生的事情已經結束了，能否再次回到凱伊那裡接受她的委託嗎？,需要與“奧亦奇”的“凱伊”對話。,真的非常感謝。,0,來了？一直等著你呢。,0,4,1,1,1,1,52,一般,2,20,20,0,1,52,,0,0,0,0,0,0
112000013,10005000,53,奧亦奇村莊,凱伊,10005000,53,奧亦奇村莊,凱伊,嗯哼……我知道以您的實力完全能除掉沙漠怪物，問題是您還能打敗玫瑰凍凍嗎？,那傢伙的力量與禿鷲的強韌正相反，你要嘗試一下嗎？,需要消滅“沙漠地帶”的 [玫瑰凍凍] 20隻。,那麼表現一下你的實力吧。,0,果然你擁有的實力超乎我的想像。,0,4,1,1,1,1,52,一般,2,20,24,112000014,1,52,,0,0,0,0,0,0
112000014,10005000,53,奧亦奇村莊,凱伊,10005000,53,奧亦奇村莊,凱伊,冒險家您曾對付的玫瑰凍凍，擅長用甜美的香味誘惑疲憊的人們並進行攻擊，是個很壞的傢伙。,近來，好像沙漠地帶裡增多了那些傢伙，冒險家您能除掉他們嗎？,需要消滅“沙漠地帶”的 [玫瑰凍凍] 20隻。,拜託了。,0,咳~那個沙漠的怪物什麼時候能全部消失呢？,0,4,1,1,1,1,52,一般,2,20,24,112000015,1,52,,0,0,0,0,0,0
112000015,10005000,53,奧亦奇村莊,凱伊,10005000,53,奧亦奇村莊,凱伊,前不久，遨遊全球的某位冒險家通過實驗證明瞭如下假設，就是“甜美的玫瑰凍凍身體裡具有用於調味料的液體“。,如果那個假設屬實，這奧亦奇村居民該多高興呀。,需要從“沙漠地帶”的 [玫瑰凍凍] 那裡收集 <香噴噴的液體> 18個。,能拜託冒險家這件事情嗎？,0,果然是真的啊？,0,4,1,1,1,1,52,一般,2,20,24,112000016,1,52,,0,0,0,0,0,0
112000016,10005000,53,奧亦奇村莊,凱伊,10005000,53,奧亦奇村莊,凱伊,其實，冒險家您拿過來的調味料的量過少，還無法完整展示給人們。,不好意思，能再從玫瑰凍凍拿來芳香的液體嗎？,需要從“沙漠地帶”的 [玫瑰凍凍] 那裡收集 <香噴噴的液體> 18個。,那就拜託了。,0,謝謝！,0,4,1,1,1,1,52,一般,2,20,24,112000017,1,52,,0,0,0,0,0,0
112000017,10005000,53,奧亦奇村莊,凱伊,10005000,53,奧亦奇村莊,凱伊,打敗玫瑰凍凍時，看到過那些碎片了嗎？,我想能做出新的料理呢，冒險家您能幫忙拿來那個碎塊嗎？,需要從“沙漠地帶”的 [玫瑰凍凍] 那裡收集 <玫瑰凍凍碎片> 18塊。,那就拜託了。,0,謝謝！,0,4,1,1,1,1,52,一般,2,20,24,0,1,52,,0,0,0,0,0,0
112000018,10005000,71,阿法村莊,亞伊薩,10005000,53,奧亦奇村莊,凱伊,在奧亦奇村的評價，好像已經傳到了阿法村。,阿法村的亞伊薩向我傳來電報，說正在找您。怎麼樣？不妨去一趟呀？,需要與“阿法”的“亞伊薩”對話。,這期間真是謝謝你了。,0,啊！來了？謝謝。,0,4,1,1,1,1,53,一般,2,20,17,0,1,53,,0,0,0,0,0,0
112000019,10005000,71,阿法村莊,亞伊薩,10005000,71,阿法村莊,亞伊薩,聽說冒險家您正在沙漠地帶除掉怪物，所以就邀請您過來了。,但就只聽過傳聞……不好意思，冒險家您給我展示一下您的實力嗎？,需要消滅“沙漠地帶”的 [玫瑰凍凍] 10隻。,展現一下冒險家的實力吧。,0,哇啊~！真的是好了不起。,0,5,1,1,1,1,53,一般,2,17,24,112000040,1,53,,0,0,0,0,0,0
112000020,10005000,71,阿法村莊,亞伊薩,10005000,71,阿法村莊,亞伊薩,我看奧亦奇村正為沙漠地帶的怪物而發愁，其實我們阿法村也不例外，由於沙漠地帶的怪物而痛苦不已呢。,冒險家您能幫忙除掉沙漠地帶的橙凍凍嗎？,需要消滅“沙漠地帶”的 [橙凍凍] 20隻。,那就拜託了。,0,謝謝，傳聞果然沒錯。,0,5,1,1,1,1,53,一般,2,17,24,112000021,1,53,,0,0,0,0,0,0
112000021,10005000,71,阿法村莊,亞伊薩,10005000,71,阿法村莊,亞伊薩,雖然為沙漠地帶的怪物傷盡了腦筋，但我們阿法村居民們更想找到新的利益點。,其中，還未確認從橙凍凍能得到多少血紅果汁，但為了創造出新的利潤，我想值得研究一番。,需要從“沙漠地帶”的 [橙凍凍] 那裡收集 <血紅果汁> 18個。,能拜託冒險家這件事情嗎？,0,要趕快調查一下這個果汁。,0,5,1,1,1,1,53,一般,2,17,24,112000022,1,53,,0,0,0,0,0,0
112000022,10005000,71,阿法村莊,亞伊薩,10005000,71,阿法村莊,亞伊薩,冒險家您拿來的這個血紅果汁好像具有在短時間內暫時加倍提高戰鬥實力的功效。,但，為了更準確的資訊，還需要一些用於樣品的糖漿，能拜託冒險家您一下嗎？,需要從“沙漠地帶”的 [橙凍凍] 那裡收集 <血紅果汁> 18個。,那就拜託了。,0,哇啊~謝謝。,0,5,1,1,1,1,53,一般,2,17,24,0,1,53,,0,0,0,0,0,0
112000023,10005000,71,阿法村莊,亞伊薩,10005000,71,阿法村莊,亞伊薩,只要能消除它的戰鬥性格，從橙凍凍這一怪物身上，就能得到很多。,特別是果凍塊，乾吃也那麼美味。,需要從“沙漠地帶”的 [橙凍凍] 那裡收集 <果凍塊> 18個。,拜託冒險家了。,0,謝謝！,0,5,1,1,1,1,53,一般,2,17,24,112000024,1,53,,0,0,0,0,0,0
112000024,10005000,70,阿法村莊,托特,10005000,71,阿法村莊,亞伊薩,托特很喜歡吃美味的果凍塊。,很想讓托特也嘗嘗這美味，冒險家您能把果凍塊交給托特嗎？,需要從“沙漠地帶”的 [橙凍凍] 那裡收集 <果凍塊> 18個，再交給“阿法”的“托特”。,那就拜託了。,0,哦呵呵~這麼貴重的東西是亞伊薩……？謝謝了~,0,5,1,1,1,1,53,一般,2,17,24,112000025,1,53,,0,0,0,0,0,0
112000025,10005000,71,阿法村莊,亞伊薩,10005000,70,阿法村莊,托特,噢呵呵~這麼費心呢……能幫我傳話給亞伊薩，我每吃一口都很感謝她嗎？,當然，也很感激你。,需要與“阿法”的“亞伊薩”對話。,那麼請轉達我的心意吧。,0,既然托特喜歡真是萬幸啊。,0,5,1,1,1,1,54,一般,2,17,17,0,1,54,,0,0,0,0,0,0
112000026,10005000,71,阿法村莊,亞伊薩,10005000,71,阿法村莊,亞伊薩,在沙漠地帶，看到過刺花美眉嗎？,據說那傢伙有鋒利的刺，主要用那個刺進行攻擊呢，冒險家您能幫忙除掉那個刺花美眉？,需要消滅“沙漠地帶”的 [刺花美眉] 20隻。,拜託了。,0,呼~謝謝。,0,5,1,1,1,1,54,一般,2,17,24,112000027,1,54,,0,0,0,0,0,0
112000027,10005000,71,阿法村莊,亞伊薩,10005000,71,阿法村莊,亞伊薩,沙漠地帶的刺花美眉數量逐漸增多，所以到我們阿法村的冒險家人數也明顯減少了。,人就是我們村裡的主要收入來源，如果沒有人，我們只能忍受財政困難了。冒險家您能幫忙減少刺花美眉嗎？,需要消滅“沙漠地帶”的 [刺花美眉] 20隻。,拜託了。,0,呼~謝謝。,0,5,1,1,1,1,54,一般,2,17,24,112000028,1,54,,0,0,0,0,0,0
112000028,10005000,71,阿法村莊,亞伊薩,10005000,71,阿法村莊,亞伊薩,我們阿法村的飲用水快喝完了，本來還儲存著很多量呢……,恐怕是刺花美眉拿走了我們所有的飲用水。冒險家您能幫忙找回那些飲用水嗎？,需要從“沙漠地帶”的 [刺花美眉] 那裡收集 <可攜式水瓶> 18個。,拜託了。,0,真是萬幸。,0,5,1,1,1,1,54,一般,2,17,24,112000029,1,54,,0,0,0,0,0,0
112000029,10005000,71,阿法村莊,亞伊薩,10005000,71,阿法村莊,亞伊薩,壞了……我本想賣了做首飾的牛仔帽全沒了。,一定是刺花美眉做的事情，冒險家您能到刺花美眉那裡找回我的帽子嗎？,需要從“沙漠地帶”的 [刺花美眉] 那裡收集 <牛仔帽> 18個。,拜託了。,0,真的很感謝你。,0,5,1,1,1,1,54,一般,2,17,24,112000030,1,54,,0,0,0,0,0,0
112000030,10005000,71,阿法村莊,亞伊薩,10005000,71,阿法村莊,亞伊薩,刺花美眉居然給我們村帶來了這麼大危害，目前只能採取特殊措施了。,先去消滅刺花美眉，並將獲取到的所有物品都交給我吧,需要從“沙漠地帶”的 [刺花美眉] 那裡收集 <牛仔帽> 9個，<可攜式水瓶> 9個。,那就拜託了。,0,呼~真是些令人頭痛的傢伙們。,0,5,1,1,1,1,54,一般,2,17,24,0,1,54,,0,0,0,0,0,0
112000031,10005000,66,阿法村莊,莉婕,10005000,71,阿法村莊,亞伊薩,想見我們阿法村物品保管處的莉婕嗎？,聽說專門找那些有能力的冒險家，我覺得像您這樣的冒險家肯定能幫得上忙。,需要與“阿法”的“莉婕”對話。,請到莉婕那看一下吧。,0,……能答應我的請求嗎？,0,5,1,1,1,1,54,一般,2,17,17,112000032,1,54,,0,0,0,0,0,0
112000032,10005000,66,阿法村莊,莉婕,10005000,66,阿法村莊,莉婕,… 據說，物品保管處總部把昂貴的寶石送到了阿法村，但由於狂暴沙盜全部丟失了。,您能幫我們找到嗎？,需要從“沙漠地帶”的 [狂暴沙盜] 那裡收集 <大大的寶石> 18顆。,… 雖然不抱什麼希望 …,0,……謝謝……,0,5,1,1,1,1,55,一般,2,17,24,112000033,1,55,,0,0,0,0,0,0
112000033,10005000,66,阿法村莊,莉婕,10005000,66,阿法村莊,莉婕,… 很抱歉，這是全部寶石嗎？真奇怪…,我並沒有懷疑您的能力！ 只是覺得您收集到的寶石不夠用。 能再去收集一些嗎？,需要從“沙漠地帶”的 [狂暴沙盜] 那裡收集 <大大的寶石> 18顆。,… 不是懷疑你 …,0,……謝謝……,0,5,1,1,1,1,55,一般,2,17,24,112000038,1,55,,0,0,0,0,0,0
112000034,10005000,66,阿法村莊,莉婕,10005000,66,阿法村莊,莉婕,… 我的友人拜託找來狂暴沙盜的頭巾呢。,雖然是無理的要求，但是為了物品保管處的名譽，請熱心地去幫忙吧。,需要從“沙漠地帶”的 [狂暴沙盜] 那裡收集 <破舊的沙盜頭巾> 18個。,… 那就拜託了。,0,……比我想像中親切啊。,0,5,1,1,1,1,55,一般,2,17,24,112000035,1,55,,0,0,0,0,0,0
112000035,10005000,66,阿法村莊,莉婕,10005000,66,阿法村莊,莉婕,… 物品保管處總部下了如下指令：除掉沙漠地帶的狂暴沙盜，並得到阿法村居民的信任。,我受人之托在尋找信得過的冒險家來委託一些事情，要不您試一試？,需要消滅“沙漠地帶”的 [狂暴沙盜] 20隻。,… 那就拜託了。,0,真是了不起……,0,5,1,1,1,1,55,一般,2,17,24,112000036,1,55,,0,0,0,0,0,0
112000036,10005000,71,阿法村莊,亞伊薩,10005000,66,阿法村莊,莉婕,… 非常感謝協助我。,我該做的都做完了，現在就去找亞伊薩收尾吧,需要與“阿法”的“亞伊薩”對話。,… 謝謝了。,0,來了？來的正好~,0,5,1,1,1,1,55,一般,2,17,17,0,1,55,,0,0,0,0,0,0
112000037,10005000,71,阿法村莊,亞伊薩,10005000,71,阿法村莊,亞伊薩,自從怪物聚集到沙漠地帶後，沙裡好像也滲入了壞氣息。,聽說沙子也因那些不好的氣息變成了怪物。您能將那些由沙子變成的怪物全部消滅嗎？,需要消滅“沙漠地帶”的 [狂暴沙盜] 20隻。,那就拜託了。,0,呼~辛苦了。,0,5,1,1,1,1,55,一般,2,17,24,112000038,1,55,,0,0,0,0,0,0
112000038,10005000,71,阿法村莊,亞伊薩,10005000,71,阿法村莊,亞伊薩,打敗狂暴沙盜時，看到過他們身體裡閃閃發光的物品了嗎？,人人都說那是一顆大寶石。。。您能幫我鑒定一下嗎？,需要從“沙漠地帶”的 [狂暴沙盜] 那裡收集 <大大的寶石> 18顆。,那個到底是什麼呢？,0,啊！竟然藏著這種寶石？,0,5,1,1,1,1,55,一般,2,17,24,112000099,1,55,,0,0,0,0,0,0
112000039,10005000,65,阿法村莊,悠納斯,10005000,71,阿法村莊,亞伊薩,見過我們阿法村的悠納斯嗎？,聽說專門找一些有能力的冒險家去做隱秘的事情，若您有興趣可前往探個究竟？,需要與“阿法村”的“悠納斯”對話。,那麼去見一見悠納斯吧。,0,嗯？能答應我的請求？,0,5,1,1,1,1,56,一般,2,17,17,0,1,56,,0,0,0,0,0,0
112000040,10005000,65,阿法村莊,悠納斯,10005000,65,阿法村莊,悠納斯,嗯……聽說過關於你的傳聞，也知道你是實力強的冒險家。,我這個人根本就不相信傳言，只相信自己的眼睛！ 怎麼樣？來展示一下你的能力？,需要消滅“沙漠地帶”的 [玫瑰凍凍] 10隻。,如果覺得危險就立即放棄吧。,0,嗯~看來傳聞沒錯啊。,0,5,1,1,1,1,56,一般,2,17,24,112000041,1,56,,0,0,0,0,0,0
112000041,10005000,65,阿法村莊,悠納斯,10005000,65,阿法村莊,悠納斯,我拜託你的事情是沒有一個人能解決的、非常危險的事情。,我並不是不認可你的實力，能否再一次證明你的真功夫呢？,需要消滅“沙漠地帶”的 [刺花美眉] 10隻，[狂暴沙盜] 10隻。,如果覺得危險就立即放棄吧。,0,好，看來可以拜託你。,0,5,1,1,1,1,56,一般,2,17,24,112000042,1,56,,0,0,0,0,0,0
112000042,10005000,65,阿法村莊,悠納斯,10005000,65,阿法村莊,悠納斯,離這阿法村不遠處有古王朝時代建成的金字塔。,"那是死人稱霸的地方，又黑又暗，每條路都陰沉沉的像個迷宮！ 你進去看一下裡面到底有什麼東東,可以嗎？","需要消滅""金字塔""的 [耶比哥哥] 20隻。",如果你活著回來，那就繼續秋後的故事吧。,0,哦~看來真是遇到了久違了的偉大的冒險家。,0,5,1,1,1,1,56,一般,2,17,18,112000043,1,56,,0,0,0,0,0,0
112000043,10005000,65,阿法村莊,悠納斯,10005000,65,阿法村莊,悠納斯,金字塔散發著陰森森的氣息，據說這氣息連怪物都能改變。,金字塔裡的耶比哥哥，好像也是誤入此地，慢慢變成了綠色的怪物。,"需要消滅""金字塔""的 [耶比哥哥] 20隻。",首先就當做是探險金字塔而去除掉耶比哥哥怎麼樣？,0,呼啊……你身上有種怪味。,0,5,1,1,1,1,56,一般,2,17,18,112000044,1,56,,0,0,0,0,0,0
112000044,10005000,65,阿法村莊,悠納斯,10005000,65,阿法村莊,悠納斯,謠傳說，耶比哥哥就是你曾對付過的耶比妹妹。,到底是何種氣息把金字塔裡的一切變成這副模樣的呢？ 你能幫我去找一下能研究耶比哥哥的東東嗎？,"需要從""金字塔""的 [耶比哥哥] 那裡收集 <綠色毛團> 18個。",那就拜託了。,0,嗯~這毛挺鬆軟的。,0,5,1,1,1,1,56,一般,2,17,18,112000045,1,56,,0,0,0,0,0,0
112000045,10005000,70,金字塔,托特,10005000,65,阿法村莊,悠納斯,這該怎麼辦呢！托特為了研究金字塔，好像要親自前往金字塔呢。,前往金字塔，幫助托特吧,需要與“金字塔”的“托特”對話。,和我的事情最後再解決，先去找在金字塔的托特吧。,0,呵呵呵~年輕的朋友居然來到了挺危險的地方啊。,0,5,1,1,1,1,56,一般,2,17,18,0,1,56,,0,0,0,0,0,0
112000046,10005000,70,金字塔,托特,10005000,70,金字塔,托特,對……你身處的這個金字塔裡有很多未解的秘密，還是個很隱秘的地方。,要先找個地方安頓下來！你去把那些怪物消滅，騰出位置。,需要消滅“金字塔”的 [耶比哥哥] 10隻。,那就拜託了。,0,呃嗯~現在應該可以繼續進行了。,0,40,1,1,1,1,57,一般,2,18,18,112000047,1,57,,0,0,0,0,0,0
112000047,10005000,70,金字塔,托特,10005000,70,金字塔,托特,你除掉的怪物當中，有木乃伊耶比嗎？,它們雖已死，但這裡的陰暗混濁之息賦予他們新生命，附身在怪物身上。,需要消滅“金字塔”的 [木乃伊耶比] 20隻。,你能幫忙使那個邪惡的怪物再次入睡嗎？,0,哼……這邊的怪物真是個問題。,0,40,1,1,1,1,57,一般,2,18,18,112000048,1,57,,0,0,0,0,0,0
112000048,10005000,70,金字塔,托特,10005000,70,金字塔,托特,調查分析了纏在木乃伊耶比身上的OK繃，那裡粘著延長生命的物質呢。,這些數量極少，無法研究…你能幫我嗎？,需要從“金字塔”的 [木乃伊耶比] 那裡收集 <木乃伊耶比的OK繃> 18個。,那就拜託了。,0,謝謝，多虧你調查應該會變得簡單很多。,0,40,1,1,1,1,57,一般,2,18,18,112000049,1,57,,0,0,0,0,0,0
112000049,10005000,70,金字塔,托特,10005000,70,金字塔,托特,近來，木乃伊耶比玩偶很受阿法村孩子們的歡迎。,要是被小孩碰到了那妖化的玩偶，阿法村莊…後果不堪設想。你願意去把那些玩偶全部收回來嗎？,需要從“金字塔”的 [木乃伊耶比] 那裡收集 <木乃伊耶比人偶> 18個。,為了孩子實在是沒有辦法，拜託了。,0,多虧你，可以放下心了。,0,40,1,1,1,1,57,一般,2,18,18,112000050,1,57,,0,0,0,0,0,0
112000050,10005000,70,金字塔,托特,10005000,70,金字塔,托特,在金字塔死而復生的怪物當中，木乃伊耶比屬於便於研究的怪物。,要是你能幫我把怪物消滅掉，我可以從他們口中獲得一些資訊…… 怎麼樣？讓我瞧瞧你的實力？,需要消滅“金字塔”的 [木乃伊耶比] 20隻。,那就拜託了。,0,謝謝。,0,40,1,1,1,1,57,一般,2,18,18,112000051,1,57,,0,0,0,0,0,0
112000051,10005000,70,金字塔,托特,10005000,70,金字塔,托特,你除掉木乃伊耶比後，查看過他們的攜帶物品嗎？,若能得到那些隨身物品，就交給我吧。我會把那些東東送到阿法村委託調查的。,需要從“金字塔”的 [木乃伊耶比] 那裡收集 <木乃伊耶比人偶> 9個，<木乃伊耶比的OK繃> 9個。,那就拜託了。,0,謝謝。,0,40,1,1,1,1,57,一般,2,18,18,112000052,1,57,,0,0,0,0,0,0
112000052,10005000,70,金字塔,托特,10005000,70,金字塔,托特,你去掃蕩木乃伊耶比的這段期間，這裡的怪物數量好像也增加了。,木乃伊耶比妹妹正對此地虎視眈眈，你能幫我在去擊殺這裡的怪物嗎？,需要消滅“金字塔”的 [木乃伊耶比] 20隻。,那就拜託了。,0,謝謝。,0,40,1,1,1,1,57,一般,2,18,18,0,1,57,,0,0,0,0,0,0
112000053,10005000,70,金字塔,托特,10005000,70,金字塔,托特,嗯……這金字塔裡的殭屍好像是很久前在我們阿法村死去或受傷的人們。,他們過著行屍走肉的日子，你去幫他們找個安身之處吧。,需要消滅“金字塔”的 [殭屍] 20隻。,我動手不太方便，拜託你了。,0,他們也會感激你的。,0,40,1,1,1,1,58,一般,2,18,18,112000054,1,58,,0,0,0,0,0,0
112000054,10005000,70,金字塔,托特,10005000,70,金字塔,托特,那些殭屍分明是死去的人呀，但很奇怪他們帶著手銬這種重物…,你去擊殺那些殭屍，從他們身上奪回手銬,需要從“金字塔”的 [殭屍] 那裡收集 <手銬> 18個。,那就拜託了。,0,謝謝。,0,40,1,1,1,1,58,一般,2,18,18,112000055,1,58,,0,0,0,0,0,0
112000055,10005000,70,金字塔,托特,10005000,70,金字塔,托特,那些殭屍當中，還有我面熟的人們。,他們肯定會為自己以這種模樣重生而感到悲傷。 你願意給他們弄個安身之處嗎？,需要消滅“金字塔”的 [殭屍] 20隻。,那就拜託了。,0,他們也會感激你的。,0,40,1,1,1,1,58,一般,2,18,18,112000056,1,58,,0,0,0,0,0,0
112000056,10005000,70,金字塔,托特,10005000,70,金字塔,托特,那些殭屍的家人，丟失了屍體後，肯定很驚慌…,你能幫我把這些隨身物交給他們的家人嗎？,需要從“金字塔”的 [殭屍] 那裡收集 <殭屍的破布> 18個。,那就拜託了。,0,他們的家人也會感激你的。,0,40,1,1,1,1,58,一般,2,18,18,112000057,1,58,,0,0,0,0,0,0
112000057,10005000,70,金字塔,托特,10005000,70,金字塔,托特,呼……這金字塔的空氣之所以潮濕且渾濁，好像就因為那些殭屍的血肉腐爛後產生的氣味。,你去擊殺殭屍，淨化一下這裡的空氣，可以嗎？,需要消滅“金字塔”的 [殭屍] 20隻。,那就拜託了。,0,這味兒已經太久了，好像無法去除。,0,40,1,1,1,1,58,一般,2,18,18,112000058,1,58,,0,0,0,0,0,0
112000058,10005000,70,金字塔,托特,10005000,70,金字塔,托特,殭屍相關的物品中，有很多部分還沒查清。,越是那樣，我們調查也會越有價值！,需要從“金字塔”的 [殭屍] 那裡收集 <手銬> 9個，<殭屍的破布> 9個。,那就拜託了。,0,謝謝，多虧你調查應該會變得簡單很多。,0,40,1,1,1,1,58,一般,2,18,18,112000059,1,58,,0,0,0,0,0,0
112000059,10005000,70,金字塔,托特,10005000,70,金字塔,托特,多虧你的協助，這裡的殭屍數量也減少了不少。,最後再出一些力，把這裡的殭屍擊殺掉。,需要消滅“金字塔”的 [殭屍] 20隻。,那就拜託了。,0,呼~果然很厲害。,0,40,1,1,1,1,58,一般,2,18,18,0,1,58,,0,0,0,0,0,0
112000060,10005000,70,金字塔,托特,10005000,70,金字塔,托特,殭屍當中，有些是古老王國時期死去的人們，纏著繃帶變成了木乃伊。,據說木乃伊殭屍比以往的殭屍更殘忍，更強大。你能去把那些木乃伊殭屍擊殺掉嗎？,需要消滅“金字塔”的 [木乃伊殭屍] 20隻。,那就拜託了。,0,謝謝。,0,40,1,1,1,1,59,一般,2,18,18,112000061,1,59,,0,0,0,0,0,0
