ID,_StageID,_MapGroupID,_MapID,_RectLeft,_RectTop,_RectRight,_RectBottom,_MobID,_Count,_RespawnTime,_RespawnTime2,_BombDropDefault,_BombMinDrops,_BombRanDrops,_BombDropDefault_Easy,_BombMinDrops_Easy,_BombRanDrops_Easy,_BombDropDefault_Hard,_BombMinDrops_Hard,_BombRanDrops_Hard,_BombDropX1,_BombDropY1,_BombDropX2,_BombDropY2,_DynamicType,_Difficulty_type
17071905,53,5,0,32,1439,32,1439,810003199,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
17071906,53,5,0,3167,1439,3167,1439,810003199,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
17071907,53,6,0,32,1439,32,1439,810003199,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
17071908,53,6,0,3167,1439,3167,1439,810003199,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
18080801,64,6,0,364,1247,364,1247,810006898,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
18080802,64,6,0,942,1247,942,1247,810006898,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
18080803,64,6,0,1340,1743,1340,1743,810006898,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
18080804,64,6,0,150,1743,150,1743,810006898,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
18080805,64,6,0,448,2255,448,2255,810006898,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
18080806,64,6,0,1250,2255,1250,2255,810006898,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
18080807,64,6,0,2008,2255,2008,2255,810006898,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
18080808,64,6,0,2785,2255,2785,2255,810006898,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
18080809,64,6,0,4104,2255,4104,2255,810006898,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
18080810,64,6,0,4732,1199,4732,1199,810006898,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
18080811,64,6,0,3798,1199,3798,1199,810006898,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
19071701,50,4,0,529,511,529,511,810008441,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
19101601,3,0,0,693,970,2000,970,810008595,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20081901,453,0,0,268,927,268,927,810009036,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20081902,453,0,0,75,735,75,735,810009036,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20081903,453,0,0,467,735,467,735,810009036,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20081904,453,0,0,1067,831,1067,831,810009036,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20081905,453,0,0,744,559,744,559,810009036,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20081906,453,0,0,267,543,267,543,810009036,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20081907,453,0,0,130,255,130,255,810009036,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20081908,453,0,0,1022,351,1022,351,810009036,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20081909,454,0,0,268,927,268,927,810009036,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20081910,454,0,0,75,735,75,735,810009036,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20081911,454,0,0,467,735,467,735,810009036,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20081912,454,0,0,1067,831,1067,831,810009036,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20081913,454,0,0,744,559,744,559,810009036,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20081914,454,0,0,267,543,267,543,810009036,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20081915,454,0,0,130,255,130,255,810009036,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20081916,454,0,0,1022,351,1022,351,810009036,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
