ID,_ItemLevel,_EnchantSafe,_EnchantMax,_LevelDownPrice1,_BaseOdds1,_LevelOdds1,_ItemPrice1,_EnchantItemOne1,_EnchantItemTwo1,_LevelDownPrice2,_BaseOdds2,_LevelOdds2,_ItemPrice2,_EnchantItemOne2,_EnchantItemTwo2,_LevelDownPrice3,_BaseOdds3,_LevelOdds3,_ItemPrice3,_EnchantItemOne3,_EnchantItemTwo3
57,57,-30,-30,1,83,100,125000,1500,10000,2,77,100,300000,1500,10000,3,69,100,500000,1500,10000
58,58,-30,-30,1,83,100,125000,1500,10000,2,77,100,300000,1500,10000,3,69,100,500000,1500,10000
59,59,-30,-30,1,83,100,125000,1500,10000,2,77,100,300000,1500,10000,3,68,100,500000,1500,10000
60,60,-30,-30,1,82,100,125000,1500,10000,2,76,100,300000,1500,10000,3,68,100,500000,1500,10000
61,61,-30,-30,1,82,100,125000,1500,10000,2,76,100,300000,1500,10000,3,67,100,500000,1500,10000
62,62,-30,-30,1,82,100,125000,1500,10000,2,76,100,300000,1500,10000,3,67,100,500000,1500,10000
63,63,-30,-30,1,82,100,125000,1500,10000,2,75,100,300000,1500,10000,3,67,100,500000,1500,10000
64,64,-30,-30,1,81,100,125000,1500,10000,2,75,100,300000,1500,10000,3,66,100,500000,1500,10000
65,65,-30,-30,1,81,100,125000,1500,10000,2,74,100,300000,1500,10000,3,66,100,500000,1500,10000
66,66,-30,-30,1,81,100,125000,1500,10000,2,74,100,300000,1500,10000,3,65,100,500000,1500,10000
67,67,-30,-30,1,80,100,125000,1500,10000,2,74,100,300000,1500,10000,3,65,100,500000,1500,10000
68,68,-30,-30,1,80,100,125000,1500,10000,2,73,100,300000,1500,10000,3,64,100,500000,1500,10000
69,69,-30,-30,1,80,100,125000,1500,10000,2,73,100,300000,1500,10000,3,64,100,500000,1500,10000
70,70,-30,-30,1,80,100,125000,1500,10000,2,73,100,300000,1500,10000,3,63,100,500000,1500,10000
71,71,-30,-30,1,79,100,125000,1500,10000,2,72,100,300000,1500,10000,3,63,100,500000,1500,10000
72,72,-30,-30,1,79,100,125000,1500,10000,2,72,100,300000,1500,10000,3,62,100,500000,1500,10000
73,73,-30,-30,1,79,100,125000,1500,10000,2,72,100,300000,1500,10000,3,62,100,500000,1500,10000
74,74,-30,-30,1,79,100,125000,1500,10000,2,71,100,300000,1500,10000,3,62,100,500000,1500,10000
75,75,-30,-30,1,78,100,125000,1500,10000,2,71,100,300000,1500,10000,3,61,100,500000,1500,10000
76,76,-30,-30,1,78,100,125000,1500,10000,2,71,100,300000,1500,10000,3,61,100,500000,1500,10000
77,77,-30,-30,1,78,100,125000,1500,10000,2,70,100,300000,1500,10000,3,60,100,500000,1500,10000
78,78,-30,-30,1,77,100,125000,1500,10000,2,70,100,300000,1500,10000,3,60,100,500000,1500,10000
79,79,-30,-30,1,77,100,125000,1500,10000,2,70,100,300000,1500,10000,3,59,100,500000,1500,10000
80,80,-30,-30,1,77,100,125000,1500,10000,2,69,100,300000,1500,10000,3,59,100,500000,1500,10000
81,81,-30,-30,1,77,100,125000,1500,10000,2,69,100,300000,1500,10000,3,58,100,500000,1500,10000
82,82,-30,-30,1,76,100,125000,1500,10000,2,69,100,300000,1500,10000,3,58,100,500000,1500,10000
83,83,-30,-30,1,76,100,125000,1500,10000,2,68,100,300000,1500,10000,3,57,100,500000,1500,10000
84,84,-30,-30,1,76,100,125000,1500,10000,2,68,100,300000,1500,10000,3,57,100,500000,1500,10000
85,85,-30,-30,1,76,100,125000,1500,10000,2,68,100,300000,1500,10000,3,57,100,500000,1500,10000
86,86,-30,-30,1,75,100,125000,1500,10000,2,67,100,300000,1500,10000,3,56,100,500000,1500,10000
87,87,-30,-30,1,75,100,125000,1500,10000,2,67,100,300000,1500,10000,3,56,100,500000,1500,10000
88,88,-30,-30,1,75,100,125000,1500,10000,2,67,100,300000,1500,10000,3,56,100,500000,1500,10000
89,89,-30,-30,1,74,100,125000,1500,10000,2,66,100,300000,1500,10000,3,55,100,500000,1500,10000
90,90,-30,-30,1,74,100,125000,1500,10000,2,66,100,300000,1500,10000,3,55,100,500000,1500,10000
91,91,-30,-30,1,74,100,125000,1500,10000,2,66,100,300000,1500,10000,3,55,100,500000,1500,10000
92,92,-30,-30,1,74,100,125000,1500,10000,2,65,100,300000,1500,10000,3,54,100,500000,1500,10000
93,93,-30,-30,1,73,100,125000,1500,10000,2,65,100,300000,1500,10000,3,54,100,500000,1500,10000
94,94,-30,-30,1,73,100,125000,1500,10000,2,65,100,300000,1500,10000,3,54,100,500000,1500,10000
95,95,-30,-30,1,73,100,125000,1500,10000,2,64,100,300000,1500,10000,3,53,100,500000,1500,10000
96,96,-30,-30,1,73,100,125000,1500,10000,2,64,100,300000,1500,10000,3,53,100,500000,1500,10000
97,97,-30,-30,1,72,100,125000,1500,10000,2,64,100,300000,1500,10000,3,52,100,500000,1500,10000
98,98,-30,-30,1,72,100,125000,1500,10000,2,63,100,300000,1500,10000,3,52,100,500000,1500,10000
99,99,-30,-30,1,72,100,125000,1500,10000,2,63,100,300000,1500,10000,3,52,100,500000,1500,10000
100,100,-30,-30,1,72,100,125000,1500,10000,2,63,100,300000,1500,10000,3,51,100,500000,1500,10000
101,101,-30,-30,1,71,100,125000,1500,10000,2,62,100,300000,1500,10000,3,51,100,500000,1500,10000
102,102,-30,-30,1,71,100,125000,1500,10000,2,62,100,300000,1500,10000,3,51,100,500000,1500,10000
103,103,-30,-30,1,71,100,125000,1500,10000,2,62,100,300000,1500,10000,3,50,100,500000,1500,10000
104,104,-30,-30,1,71,100,125000,1500,10000,2,61,100,300000,1500,10000,3,50,100,500000,1500,10000
105,105,-30,-30,1,70,100,125000,1500,10000,2,61,100,300000,1500,10000,3,50,100,500000,1500,10000
106,106,-30,-30,1,70,100,125000,1500,10000,2,61,100,300000,1500,10000,3,49,100,500000,1500,10000
107,107,-30,-30,1,70,100,125000,1500,10000,2,61,100,300000,1500,10000,3,49,100,500000,1500,10000
108,108,-30,-30,1,70,100,125000,1500,10000,2,60,100,300000,1500,10000,3,49,100,500000,1500,10000
109,109,-30,-30,1,69,100,125000,1500,10000,2,60,100,300000,1500,10000,3,48,100,500000,1500,10000
110,110,-30,-30,1,69,100,125000,1500,10000,2,60,100,300000,1500,10000,3,48,100,500000,1500,10000
111,111,-30,-30,1,69,100,125000,1500,10000,2,59,100,300000,1500,10000,3,47,100,500000,1500,10000
112,112,-30,-30,1,69,100,125000,1500,10000,2,59,100,300000,1500,10000,3,47,100,500000,1500,10000
113,113,-30,-30,1,68,100,125000,1500,10000,2,59,100,300000,1500,10000,3,47,100,500000,1500,10000
114,114,-30,-30,1,68,100,125000,1500,10000,2,59,100,300000,1500,10000,3,47,100,500000,1500,10000
115,115,-30,-30,1,68,100,125000,1500,10000,2,58,100,300000,1500,10000,3,46,100,500000,1500,10000
116,116,-30,-30,1,68,100,125000,1500,10000,2,58,100,300000,1500,10000,3,46,100,500000,1500,10000
117,117,-30,-30,1,68,100,125000,1500,10000,2,58,100,300000,1500,10000,3,46,100,500000,1500,10000
118,118,-30,-30,1,67,100,125000,1500,10000,2,57,100,300000,1500,10000,3,45,100,500000,1500,10000
119,119,-30,-30,1,67,100,125000,1500,10000,2,57,100,300000,1500,10000,3,45,100,500000,1500,10000
120,120,-30,-30,1,67,100,125000,1500,10000,2,57,100,300000,1500,10000,3,45,100,500000,1500,10000
121,121,-30,-30,1,67,100,125000,1500,10000,2,57,100,300000,1500,10000,3,44,100,500000,1500,10000
122,122,-30,-30,1,66,100,125000,1500,10000,2,56,100,300000,1500,10000,3,44,100,500000,1500,10000
123,123,-30,-30,1,66,100,125000,1500,10000,2,56,100,300000,1500,10000,3,44,100,500000,1500,10000
124,124,-30,-30,1,66,100,125000,1500,10000,2,56,100,300000,1500,10000,3,43,100,500000,1500,10000
125,125,-30,-30,1,66,100,125000,1500,10000,2,55,100,300000,1500,10000,3,43,100,500000,1500,10000
126,126,-30,-30,1,65,100,125000,1500,10000,2,55,100,300000,1500,10000,3,43,100,500000,1500,10000
127,127,-30,-30,1,65,100,125000,1500,10000,2,55,100,300000,1500,10000,3,42,100,500000,1500,10000
128,128,-30,-30,1,65,100,125000,1500,10000,2,55,100,300000,1500,10000,3,42,100,500000,1500,10000
129,129,-30,-30,1,65,100,125000,1500,10000,2,54,100,300000,1500,10000,3,42,100,500000,1500,10000
130,130,-30,-30,1,65,100,125000,1500,10000,2,54,100,300000,1500,10000,3,42,100,500000,1500,10000
131,131,-30,-30,1,64,100,125000,1500,10000,2,54,100,300000,1500,10000,3,41,100,500000,1500,10000
132,132,-30,-30,1,64,100,125000,1500,10000,2,54,100,300000,1500,10000,3,41,100,500000,1500,10000
133,133,-30,-30,1,64,100,125000,1500,10000,2,53,100,300000,1500,10000,3,41,100,500000,1500,10000
134,134,-30,-30,1,64,100,125000,1500,10000,2,53,100,300000,1500,10000,3,40,100,500000,1500,10000
135,135,-30,-30,1,63,100,125000,1500,10000,2,53,100,300000,1500,10000,3,40,100,500000,1500,10000
136,136,-30,-30,1,63,100,125000,1500,10000,2,53,100,300000,1500,10000,3,40,100,500000,1500,10000
137,137,-30,-30,1,63,100,125000,1500,10000,2,52,100,300000,1500,10000,3,40,100,500000,1500,10000
138,138,-30,-30,1,63,100,125000,1500,10000,2,52,100,300000,1500,10000,3,39,100,500000,1500,10000
139,139,-30,-30,1,63,100,125000,1500,10000,2,52,100,300000,1500,10000,3,39,100,500000,1500,10000
140,140,-30,-30,1,62,100,125000,1500,10000,2,52,100,300000,1500,10000,3,39,100,500000,1500,10000
141,141,-30,-30,1,62,100,125000,1500,10000,2,51,100,300000,1500,10000,3,38,100,500000,1500,10000
142,142,-30,-30,1,62,100,125000,1500,10000,2,51,100,300000,1500,10000,3,38,100,500000,1500,10000
143,143,-30,-30,1,61,100,125000,1500,10000,2,51,100,300000,1500,10000,3,38,100,500000,1500,10000
144,144,-30,-30,1,61,100,125000,1500,10000,2,51,100,300000,1500,10000,3,38,100,500000,1500,10000
145,145,-30,-30,1,61,100,125000,1500,10000,2,50,100,300000,1500,10000,3,37,100,500000,1500,10000
146,146,-30,-30,1,61,100,125000,1500,10000,2,50,100,300000,1500,10000,3,37,100,500000,1500,10000
147,147,-30,-30,1,61,100,125000,1500,10000,2,50,100,300000,1500,10000,3,37,100,500000,1500,10000
148,148,-30,-30,1,61,100,125000,1500,10000,2,50,100,300000,1500,10000,3,37,100,500000,1500,10000
149,149,-30,-30,1,60,100,125000,1500,10000,2,49,100,300000,1500,10000,3,36,100,500000,1500,10000
150,150,-30,-30,1,60,100,125000,1500,10000,2,49,100,300000,1500,10000,3,36,100,500000,1500,10000
151,151,-30,-30,1,60,100,125000,1500,10000,2,49,100,300000,1500,10000,3,36,100,500000,1500,10000
152,152,-30,-30,1,60,100,125000,1500,10000,2,49,100,300000,1500,10000,3,36,100,500000,1500,10000
153,153,-30,-30,1,60,100,125000,1500,10000,2,48,100,300000,1500,10000,3,35,100,500000,1500,10000
154,154,-30,-30,1,59,100,125000,1500,10000,2,48,100,300000,1500,10000,3,35,100,500000,1500,10000
155,155,-30,-30,1,59,100,125000,1500,10000,2,48,100,300000,1500,10000,3,35,100,500000,1500,10000
156,156,-30,-30,1,59,100,125000,1500,10000,2,48,100,300000,1500,10000,3,35,100,500000,1500,10000
157,157,-30,-30,1,59,100,125000,1500,10000,2,47,100,300000,1500,10000,3,34,100,500000,1500,10000
158,158,-30,-30,1,58,100,125000,1500,10000,2,47,100,300000,1500,10000,3,34,100,500000,1500,10000
159,159,-30,-30,1,58,100,125000,1500,10000,2,47,100,300000,1500,10000,3,34,100,500000,1500,10000
160,160,-30,-30,1,58,100,125000,1500,10000,2,47,100,300000,1500,10000,3,34,100,500000,1500,10000
161,161,-30,-30,1,58,100,125000,1500,10000,2,46,100,300000,1500,10000,3,33,100,500000,1500,10000
162,162,-30,-30,1,58,100,125000,1500,10000,2,46,100,300000,1500,10000,3,33,100,500000,1500,10000
163,163,-30,-30,1,57,100,125000,1500,10000,2,46,100,300000,1500,10000,3,33,100,500000,1500,10000
164,164,-30,-30,1,57,100,125000,1500,10000,2,46,100,300000,1500,10000,3,33,100,500000,1500,10000
165,165,-30,-30,1,57,100,125000,1500,10000,2,46,100,300000,1500,10000,3,32,100,500000,1500,10000
166,166,-30,-30,1,57,100,125000,1500,10000,2,45,100,300000,1500,10000,3,32,100,500000,1500,10000
167,167,-30,-30,1,57,100,125000,1500,10000,2,45,100,300000,1500,10000,3,32,100,500000,1500,10000
168,168,-30,-30,1,56,100,125000,1500,10000,2,45,100,300000,1500,10000,3,32,100,500000,1500,10000
169,169,-30,-30,1,56,100,125000,1500,10000,2,45,100,300000,1500,10000,3,32,100,500000,1500,10000
170,170,-30,-30,1,56,100,125000,1500,10000,2,44,100,300000,1500,10000,3,31,100,500000,1500,10000
171,171,-30,-30,1,56,100,125000,1500,10000,2,44,100,300000,1500,10000,3,31,100,500000,1500,10000
172,172,-30,-30,1,56,100,125000,1500,10000,2,44,100,300000,1500,10000,3,31,100,500000,1500,10000
173,173,-30,-30,1,56,100,125000,1500,10000,2,44,100,300000,1500,10000,3,31,100,500000,1500,10000
174,174,-30,-30,1,55,100,125000,1500,10000,2,44,100,300000,1500,10000,3,31,100,500000,1500,10000
175,175,-30,-30,1,55,100,125000,1500,10000,2,43,100,300000,1500,10000,3,30,100,500000,1500,10000
176,176,-30,-30,1,55,100,125000,1500,10000,2,43,100,300000,1500,10000,3,30,100,500000,1500,10000
177,177,-30,-30,1,55,100,125000,1500,10000,2,43,100,300000,1500,10000,3,30,100,500000,1500,10000
178,178,-30,-30,1,55,100,125000,1500,10000,2,43,100,300000,1500,10000,3,30,100,500000,1500,10000
179,179,-30,-30,1,54,100,125000,1500,10000,2,43,100,300000,1500,10000,3,29,100,500000,1500,10000
180,180,-30,-30,1,54,100,125000,1500,10000,2,42,100,300000,1500,10000,3,29,100,500000,1500,10000
181,181,-30,-30,1,54,100,125000,1500,10000,2,42,100,300000,1500,10000,3,29,100,500000,1500,10000
182,182,-30,-30,1,54,100,125000,1500,10000,2,42,100,300000,1500,10000,3,29,100,500000,1500,10000
183,183,-30,-30,1,54,100,125000,1500,10000,2,42,100,300000,1500,10000,3,29,100,500000,1500,10000
184,184,-30,-30,1,53,100,125000,1500,10000,2,42,100,300000,1500,10000,3,28,100,500000,1500,10000
185,185,-30,-30,1,53,100,125000,1500,10000,2,41,100,300000,1500,10000,3,28,100,500000,1500,10000
186,186,-30,-30,1,53,100,125000,1500,10000,2,41,100,300000,1500,10000,3,28,100,500000,1500,10000
187,187,-30,-30,1,53,100,125000,1500,10000,2,41,100,300000,1500,10000,3,28,100,500000,1500,10000
188,188,-30,-30,1,53,100,125000,1500,10000,2,41,100,300000,1500,10000,3,28,100,500000,1500,10000
189,189,-30,-30,1,52,100,125000,1500,10000,2,41,100,300000,1500,10000,3,27,100,500000,1500,10000
190,190,-30,-30,1,52,100,125000,1500,10000,2,40,100,300000,1500,10000,3,27,100,500000,1500,10000
191,191,-30,-30,1,52,100,125000,1500,10000,2,40,100,300000,1500,10000,3,27,100,500000,1500,10000
192,192,-30,-30,1,52,100,125000,1500,10000,2,40,100,300000,1500,10000,3,27,100,500000,1500,10000
193,193,-30,-30,1,52,100,125000,1500,10000,2,40,100,300000,1500,10000,3,27,100,500000,1500,10000
194,194,-30,-30,1,52,100,125000,1500,10000,2,40,100,300000,1500,10000,3,27,100,500000,1500,10000
195,195,-30,-30,1,51,100,125000,1500,10000,2,39,100,300000,1500,10000,3,26,100,500000,1500,10000
196,196,-30,-30,1,51,100,125000,1500,10000,2,39,100,300000,1500,10000,3,26,100,500000,1500,10000
197,197,-30,-30,1,51,100,125000,1500,10000,2,39,100,300000,1500,10000,3,26,100,500000,1500,10000
198,198,-30,-30,1,51,100,125000,1500,10000,2,39,100,300000,1500,10000,3,26,100,500000,1500,10000
199,199,-30,-30,1,51,100,125000,1500,10000,2,39,100,300000,1500,10000,3,26,100,500000,1500,10000
200,200,-30,-30,1,50,100,125000,1500,10000,2,38,100,300000,1500,10000,3,25,100,500000,1500,10000
201,201,-30,-30,1,50,100,150000,1500,10000,2,38,100,360000,1500,10000,3,25,100,600000,1500,10000
202,202,-30,-30,1,50,100,175000,1500,10000,2,38,100,420000,1500,10000,3,25,100,700000,1500,10000
203,203,-30,-30,1,50,100,200000,1500,10000,2,38,100,480000,1500,10000,3,25,100,800000,1500,10000
204,204,-30,-30,1,50,100,225000,1500,10000,2,38,100,540000,1500,10000,3,25,100,900000,1500,10000
205,205,-30,-30,1,50,100,250000,1500,10000,2,38,100,600000,1500,10000,3,25,100,1000000,1500,10000
206,206,-30,-30,1,50,100,275000,1500,10000,2,38,100,660000,1500,10000,3,25,100,1100000,1500,10000
207,207,-30,-30,1,50,100,300000,1500,10000,2,38,100,720000,1500,10000,3,25,100,1200000,1500,10000
208,208,-30,-30,1,50,100,325000,1500,10000,2,38,100,780000,1500,10000,3,25,100,1300000,1500,10000
209,209,-30,-30,1,50,100,350000,1500,10000,2,38,100,840000,1500,10000,3,25,100,1400000,1500,10000
210,210,-30,-30,1,50,100,375000,1500,10000,2,38,100,900000,1500,10000,3,25,100,1500000,1500,10000
211,211,-30,-30,1,50,100,400000,1500,10000,2,38,100,960000,1500,10000,3,25,100,1600000,1500,10000
212,212,-30,-30,1,50,100,425000,1500,10000,2,38,100,1020000,1500,10000,3,25,100,1700000,1500,10000
213,213,-30,-30,1,50,100,450000,1500,10000,2,38,100,1080000,1500,10000,3,25,100,1800000,1500,10000
214,214,-30,-30,1,50,100,475000,1500,10000,2,38,100,1140000,1500,10000,3,25,100,1900000,1500,10000
215,215,-30,-30,1,50,100,500000,1500,10000,2,38,100,1200000,1500,10000,3,25,100,2000000,1500,10000
216,216,-30,-30,1,50,100,525000,1500,10000,2,38,100,1260000,1500,10000,3,25,100,2100000,1500,10000
217,217,-30,-30,1,50,100,550000,1500,10000,2,38,100,1320000,1500,10000,3,25,100,2200000,1500,10000
218,218,-30,-30,1,50,100,575000,1500,10000,2,38,100,1380000,1500,10000,3,25,100,2300000,1500,10000
219,219,-30,-30,1,50,100,600000,1500,10000,2,38,100,1440000,1500,10000,3,25,100,2400000,1500,10000
220,220,-30,-30,1,50,100,625000,1500,10000,2,38,100,1500000,1500,10000,3,25,100,2500000,1500,10000
221,221,-30,-30,1,50,100,650000,1500,10000,2,38,100,1560000,1500,10000,3,25,100,2600000,1500,10000
222,222,-30,-30,1,50,100,675000,1500,10000,2,38,100,1620000,1500,10000,3,25,100,2700000,1500,10000
223,223,-30,-30,1,50,100,700000,1500,10000,2,38,100,1680000,1500,10000,3,25,100,2800000,1500,10000
224,224,-30,-30,1,50,100,725000,1500,10000,2,38,100,1740000,1500,10000,3,25,100,2900000,1500,10000
225,225,-30,-30,1,50,100,750000,1500,10000,2,38,100,1800000,1500,10000,3,25,100,3000000,1500,10000
226,226,-30,-30,1,50,100,775000,1500,10000,2,38,100,1860000,1500,10000,3,25,100,3100000,1500,10000
227,227,-30,-30,1,50,100,800000,1500,10000,2,38,100,1920000,1500,10000,3,25,100,3200000,1500,10000
228,228,-30,-30,1,50,100,825000,1500,10000,2,38,100,1980000,1500,10000,3,25,100,3300000,1500,10000
229,229,-30,-30,1,50,100,850000,1500,10000,2,38,100,2040000,1500,10000,3,25,100,3400000,1500,10000
230,230,-30,-30,1,50,100,875000,1500,10000,2,38,100,2100000,1500,10000,3,25,100,3500000,1500,10000
231,231,-30,-30,1,50,100,900000,1500,10000,2,38,100,2160000,1500,10000,3,25,100,3600000,1500,10000
232,232,-30,-30,1,50,100,925000,1500,10000,2,38,100,2220000,1500,10000,3,25,100,3700000,1500,10000
233,233,-30,-30,1,50,100,950000,1500,10000,2,38,100,2280000,1500,10000,3,25,100,3800000,1500,10000
234,234,-30,-30,1,50,100,975000,1500,10000,2,38,100,2340000,1500,10000,3,25,100,3900000,1500,10000
235,235,-30,-30,1,50,100,1000000,1500,10000,2,38,100,2400000,1500,10000,3,25,100,4000000,1500,10000
