ID,_STAND,_MOVE,_JUMP_UP,_JUMP_FALL,_JUMP_LAND,_RUN,_RUN_STOP,_ROPE_STOP,_ROPE_MOVE_UP,_ROPE_MOVE_DOWN,_LADDER_STOP,_LADDER_MOVE_UP,_LADDER_MOVE_DOWN,_CABLE_STOP,_CABLE_MOVE,_NORMAL_ATTACK01,_NORMAL_ATTACK02,_NORMAL_ATTACK03,_HEAVY_ATTACK01,_HEAVY_ATTACK02,_JUMP_NORMAL_ATTACK,_JUMP_HEAVY_ATTACK,_GUARD,_NORMAL_DAMAGE,_CRITICAL_DAMAGE,_DOWN,_DOWN_STAND,_STUN,_DEATH,_ITEM_GAIN,_ITEM_GAIN_STAND_UP,_SIT_DOWN,_SIT_DOWN_WAIT,_STAND_UP,_SIT_DOWN_CHAIR,_SIT_DOWN_WAIT_CHAIR,_STAND_UP_CHAIR,_GUARD_DAMAGE,_DEATH_STAND,_NORMAL_ATTACK04,_NORMAL_ATTACK05,_NORMAL_ATTACK06,_NORMAL_ATTACK07,_NORMAL_ATTACK08,_NORMAL_ATTACK09,_NORMAL_ATTACK10,_HEAVY_ATTACK03,_HEAVY_ATTACK04,_HEAVY_ATTACK05,_HEAVY_ATTACK06,_HEAVY_ATTACK07,_HEAVY_ATTACK08,_HEAVY_ATTACK09,_HEAVY_ATTACK10,_ENCHANT_PROGRESS,_ENCHANT_SUCCESS,_ENCHANT_FAILURE,_STORE01,_STORE02,_STORE03,_STORE04,_STORE05,_DOUBLE_JUMP_UP,_DOUBLE_JUMP_FALL,_DOUBLE_JUMP_LAND,_NORMAL_DAMAGE02,_NORMAL_DAMAGE03,_NORMAL_DAMAGE04,_NORMAL_DAMAGE05,_SLEEP,LIGHT_ATTACK01,LIGHT_ATTACK02,LIGHT_ATTACK03,LIGHT_ATTACK04,LIGHT_ATTACK05,LIGHT_ATTACK06,LIGHT_ATTACK07,LIGHT_ATTACK08,LIGHT_ATTACK09,LIGHT_ATTACK10,STRONG_ATTACK01,STRONG_ATTACK02,STRONG_ATTACK03,STRONG_ATTACK04,STRONG_ATTACK05,STRONG_ATTACK06,STRONG_ATTACK07,STRONG_ATTACK08,STRONG_ATTACK09,STRONG_ATTACK10,JUMP_LIGHT_ATTACK01,JUMP_STRONG_ATTACK01,FISHING_THROW,FISHING_WAIT,FISHING_STAND,_FREEZE
240,0,0,0,0,0,501,505,0,0,0,0,0,0,0,0,22,23,24,25,26,27,28,0,0,0,0,502,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3165,0,0,1010,1011,1012,1013,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18221
250,0,0,0,0,0,73,505,0,0,0,0,0,0,0,0,0,0,0,71,72,48,49,0,0,0,0,502,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,75,76,76,0,0,0,0,3165,0,0,1010,1011,1012,1013,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18221
260,0,0,0,0,0,501,505,0,0,0,0,0,0,0,0,15633,15634,16392,16393,0,15643,15666,0,0,0,0,502,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15636,0,0,0,0,0,0,0,15636,3165,0,0,1010,1011,1012,1013,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18221
270,110000,110001,110011,110012,110013,150039,110000,110009,110008,110010,110006,110005,110007,110003,110004,110019,110020,110021,110023,110024,110027,110028,110033,110030,110029,110031,110032,110000,110034,110017,110018,110014,110015,110016,0,0,0,110030,110000,110022,0,0,0,0,0,110026,110025,0,0,0,0,0,0,110026,15674,0,0,1010,1011,1012,1013,1014,0,0,0,110030,110030,110030,110030,110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18221
280,120000,120001,120007,120008,120009,150040,120026,120015,120014,120016,120018,120017,120019,120006,120005,120029,120030,120031,120035,120033,120036,120037,120013,120020,120021,120023,120025,120028,120024,120003,120004,120010,120011,120012,0,0,0,120020,120027,120032,0,0,0,0,0,120038,120034,120035,0,0,0,0,0,120038,15674,0,0,1010,1011,1012,1013,1014,0,0,0,120020,120020,120020,120020,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18221
290,130000,130001,130011,130012,130013,150041,130026,130008,130009,130010,130005,130006,130007,130003,130004,130029,130030,130031,130033,130034,130037,130038,130019,130021,130022,130023,130024,130027,130025,130017,130018,130014,130015,130016,0,0,0,130021,130028,130032,0,0,0,0,0,130036,130035,0,0,0,0,0,0,130036,15674,0,0,1010,1011,1012,1013,1014,0,0,0,130021,130021,130021,130021,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18221
300,140000,140006,140016,140017,140018,150042,140019,140014,140013,140015,140011,140010,140012,140009,140008,140028,140029,140030,140038,140039,140032,140033,140023,140021,140022,140024,140025,140020,140026,140001,140002,140003,140004,140005,0,0,0,140021,140027,140031,0,0,0,0,0,140034,140040,140035,140036,140037,0,0,0,140034,15674,0,0,1010,1011,1012,1013,1014,0,0,0,140021,140021,140021,140021,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18221
310,150001,150002,150004,150005,150017,150043,150023,150010,150008,150009,150010,150008,150009,150007,150006,150025,150026,150027,150032,150033,150035,150036,150011,150018,150019,150020,150022,150024,150021,150012,150013,150014,150015,150016,0,0,0,150018,150001,150028,0,0,0,0,0,150037,150034,150029,150030,150031,0,0,0,150037,15674,0,0,1010,1011,1012,1013,1014,0,0,0,150018,150018,150018,150018,150001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18221
320,170001,170002,170004,170005,170017,150045,170023,170010,170008,170009,170010,170008,170009,170007,170006,170025,170026,170027,170032,170033,170035,170036,170011,170018,170019,170020,170022,170024,170021,170012,170013,170014,170015,170016,0,0,0,170018,170001,170028,0,0,0,0,0,170037,170034,170029,170030,170031,0,0,0,170037,15674,0,0,1010,1011,1012,1013,1014,0,0,0,170018,170018,170018,170018,170001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18221
330,160000,160006,160016,160017,160018,160007,160019,160014,160013,160015,160011,160010,160012,160009,160008,160028,160029,160030,160032,160033,160039,160039,160023,160021,160022,160024,160025,160020,160026,160001,160002,160003,160004,160005,0,0,0,160021,160027,160031,0,0,0,0,0,160038,160034,160035,160036,160037,0,0,0,160038,15674,0,0,1010,1011,1012,1013,1014,0,0,0,160021,160021,160021,160021,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18221
340,180000,180006,180016,180017,180018,180007,180019,180014,180013,180015,180011,180010,180012,180009,180008,180028,180029,180030,180032,180033,180039,180039,180023,180021,180022,180024,180025,180020,180026,180001,180002,180003,180004,180005,0,0,0,180021,180027,180031,0,0,0,0,0,180038,180034,180035,180036,180037,180040,180041,0,180038,15674,0,0,1010,1011,1012,1013,1014,0,0,0,180021,180021,180021,180021,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18221
350,180064,180056,180052,180050,180051,180087,180064,180059,180058,180057,180055,180054,180053,180047,180046,180065,180066,180072,180068,180069,180074,180075,180080,180077,180076,180078,180079,180081,180082,180048,180049,180061,180062,180063,0,0,0,180077,180083,180067,0,0,0,0,0,180073,180070,180071,0,0,0,0,0,180073,15674,0,0,1010,1011,1012,1013,1014,0,0,0,180077,180077,180077,180077,180064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18221
360,0,0,0,0,0,501,505,0,0,0,0,0,0,0,0,16092,16093,16094,16092,16096,16101,16102,0,0,0,0,502,503,0,0,0,0,0,0,0,0,0,0,0,16095,16092,16093,16094,16095,0,16100,16097,16098,16099,16096,16097,16098,16099,16100,3165,0,0,1010,1011,1012,1013,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18221
370,16239,0,0,0,0,501,505,0,0,0,0,0,0,0,0,16041,16042,16043,16045,16046,16049,16049,0,0,0,0,502,503,0,0,0,0,0,0,0,0,0,0,0,16044,0,0,0,0,0,16048,16047,16047,0,0,0,0,0,16048,3165,0,0,1010,1011,1012,1013,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18221
380,16240,0,0,0,0,501,505,0,0,0,0,0,0,0,0,15961,15962,15963,15961,15965,16020,16021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15964,15962,15963,15964,0,0,16019,15966,15967,15965,15966,15967,0,0,16019,3165,0,0,1010,1011,1012,1013,1014,0,0,0,0,0,0,0,0,16025,16026,16027,16028,16028,16028,0,0,0,16019,16032,16033,16034,16035,16032,16033,16034,16035,0,16019,16020,16021,0,0,0,18221
390,0,0,0,0,0,501,505,0,0,0,0,0,0,0,0,15943,15944,15948,15947,15952,15959,15960,0,0,0,0,502,503,0,0,0,0,0,0,0,0,0,0,0,15945,15954,15950,0,0,0,15951,15953,15949,15946,15955,0,0,0,15951,3165,0,0,1010,1011,1012,1013,1014,0,0,0,0,0,0,0,0,15956,15957,15958,15957,0,0,0,0,0,0,15957,16216,17886,0,0,0,0,0,0,15951,15959,15960,0,0,0,18221
400,16077,16091,0,0,0,16078,505,0,0,0,0,0,0,0,0,16090,16089,16088,16085,16085,16147,16147,0,0,0,0,502,503,0,0,0,0,0,0,0,0,0,0,0,16083,16084,0,0,0,0,16080,16086,16086,16087,16087,0,0,0,16080,3165,0,0,1010,1011,1012,1013,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18221
410,16009,0,0,0,0,501,505,0,0,0,0,0,0,0,0,15970,15972,15971,15977,15978,13,13,0,0,0,0,502,503,0,0,0,0,0,0,0,0,0,0,0,15973,15974,15975,15976,0,0,16058,15978,15979,15978,15979,15980,0,0,16058,3165,0,0,1010,1011,1012,1013,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18221
430,0,0,0,0,0,501,505,0,0,0,0,0,0,0,0,16132,16133,16135,16158,16145,16164,16162,0,0,0,0,502,503,0,0,0,0,0,0,0,0,0,0,0,16137,16141,16134,16136,16138,16142,16152,16148,16146,16149,16153,16154,16155,16156,16157,3165,0,0,1010,1011,1012,1013,1014,0,0,0,0,0,0,0,0,16166,16168,16170,16170,16172,16169,16171,16171,16173,0,16146,16148,16172,0,0,16149,16173,0,0,0,16160,16164,0,0,0,18221
440,16241,15988,0,0,0,15989,15990,0,0,0,0,0,0,0,0,16194,0,0,15986,0,16143,16144,0,0,0,0,502,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15987,0,0,0,0,0,0,0,15987,3165,0,0,1010,1011,1012,1013,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18221
450,0,0,0,0,0,501,505,0,0,0,0,0,0,0,0,22,23,24,25,26,27,28,0,0,0,0,502,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3165,0,0,1010,1011,1012,1013,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18221
460,105014,105008,105004,105003,105002,105012,0,105010,105011,105009,105006,105007,105005,105001,105000,0,0,0,0,0,0,0,0,105016,105015,0,502,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3165,0,0,1010,1011,1012,1013,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18221
470,16418,0,0,0,0,501,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3165,0,0,1010,1011,1012,1013,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16419,16420,16421,18221
