ID,_Attack7_Use_Check,_Attack7_Rect_Check,_Attack7_Rect_Left,_Attack7_Rect_Top,_Attack7_Rect_Right,_Attack7_Rect_Bottom,_Attack7_Target_Require_Type,_Attack7_Target_Require_ID,_Attack7_Target_Require_Value1,_Attack7_Target_Require_Value2,_Attack7_Require_Type,_Attack7_Require_ID,_Attack7_Require_Value1,_Attack7_Require_Value2,_Attack8_Use_Check,_Attack8_Rect_Check,_Attack8_Rect_Left,_Attack8_Rect_Top,_Attack8_Rect_Right,_Attack8_Rect_Bottom,_Attack8_Target_Require_Type,_Attack8_Target_Require_ID,_Attack8_Target_Require_Value1,_Attack8_Target_Require_Value2,_Attack8_Require_Type,_Attack8_Require_ID,_Attack8_Require_Value1,_Attack8_Require_Value2,_Attack9_Use_Check,_Attack9_Rect_Check,_Attack9_Rect_Left,_Attack9_Rect_Top,_Attack9_Rect_Right,_Attack9_Rect_Bottom,_Attack9_Target_Require_Type,_Attack9_Target_Require_ID,_Attack9_Target_Require_Value1,_Attack9_Target_Require_Value2,_Attack9_Require_Type,_Attack9_Require_ID,_Attack9_Require_Value1,_Attack9_Require_Value2,_Attack10_Use_Check,_Attack10_Rect_Check,_Attack10_Rect_Left,_Attack10_Rect_Top,_Attack10_Rect_Right,_Attack10_Rect_Bottom,_Attack10_Target_Require_Type,_Attack10_Target_Require_ID,_Attack10_Target_Require_Value1,_Attack10_Target_Require_Value2,_Attack10_Require_Type,_Attack10_Require_ID,_Attack10_Require_Value1,_Attack10_Require_Value2,_Attack11_Use_Check,_Attack11_Rect_Check,_Attack11_Rect_Left,_Attack11_Rect_Top,_Attack11_Rect_Right,_Attack11_Rect_Bottom,_Attack11_Target_Require_Type,_Attack11_Target_Require_ID,_Attack11_Target_Require_Value1,_Attack11_Target_Require_Value2,_Attack11_Require_Type,_Attack11_Require_ID,_Attack11_Require_Value1,_Attack11_Require_Value2,_AttackDelayMin7,_AttackDelayMax7,_AttackDelayMin8,_AttackDelayMax8,_AttackDelayMin9,_AttackDelayMax9,_AttackDelayMin10,_AttackDelayMax10,_AttackDelayMin11,_AttackDelayMax11,_Attack_Probability7,_Attack_Probability8,_Attack_Probability9,_Attack_Probability10,_Attack_Probability11,_AttackCoolTime7,_AttackCoolTime8,_AttackCoolTime9,_AttackCoolTime10,_AttackCoolTime11
1244,1,1,-2000,-2000,2000,2000,0,0,0,0,1,6,1,5560244435,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,20,30,0,0,0,0,0,0,0,0,80,0,0,0,0,300,0,0,0,0
1256,1,1,0,-60,600,30,0,0,0,0,1,6,1,18928000000,1,1,0,-60,600,30,0,0,0,0,0,0,,,1,1,0,-60,600,30,0,0,0,0,1,6,1,33124000000,1,1,0,-60,600,30,0,0,0,0,1,6,1,28392000000,0,0,0,0,0,0,0,0,0,0,0,0,,,20,30,20,30,20,30,20,30,0,0,80,80,80,80,0,100000,150,1200,1200,0
1333,1,1,0,-500,600,500,0,0,0,0,1,6,1,33776042300,1,1,0,-500,600,500,0,0,0,0,1,6,1,23643229610,1,1,0,-500,600,500,0,0,0,0,1,6,1,23643229610,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,20,30,20,30,20,30,0,0,0,0,80,80,80,0,0,100,600,600,0,0
1298,1,1,0,-60,600,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,1,1,-2000,-2000,2000,2000,0,0,0,0,0,0,,,1,1,-2000,-2000,2000,2000,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,300,300,0,0,0
1303,1,1,0,-60,420,30,0,0,0,0,0,0,,,1,1,-3000,-3000,3000,300,0,0,0,0,0,0,,,1,1,-3000,-3000,3000,300,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,20,30,20,30,20,30,0,0,0,0,0,0,0,0,0,80,30000,100,0,0
1307,1,1,0,-60,600,30,0,0,0,0,0,0,,,1,1,0,-60,600,30,0,0,0,0,0,0,,,1,1,0,-60,600,30,0,0,0,0,0,0,,,1,1,0,-60,600,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,20,30,20,30,20,30,20,30,0,0,0,80,0,0,0,100000,150,1200,1200,0
1293,1,1,0,-150,300,30,0,0,0,0,0,0,,,1,1,0,-150,300,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,30,30,30,0,0,0,0,0,0,80,80,0,0,0,30,30,0,0,0
1427,1,1,0,-150,450,30,0,0,0,0,0,0,,,1,1,0,-150,450,30,0,0,0,0,0,0,,,1,1,0,-150,450,30,0,0,0,0,0,0,,,1,1,0,-150,450,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,30,30,30,30,30,30,30,0,0,50,50,50,50,0,100,100,100,100,0
1424,1,1,0,-150,450,30,0,0,0,0,1,6,1,84710314088.4,1,1,0,-150,450,30,0,0,0,0,1,6,1,49042813419.6,1,1,0,-150,450,30,0,0,0,0,1,6,1,44584375836,1,1,0,-150,450,30,0,0,0,0,1,6,1,40125938252.4,0,0,0,0,0,0,0,0,0,0,0,0,,,30,30,30,30,30,30,30,30,0,0,50,50,50,50,0,100,200,900,900,0
1481,1,1,0,-150,450,30,0,0,0,0,1,6,1,39234250735,1,1,0,-150,450,30,0,0,0,0,1,6,1,39234250735,1,1,0,-150,450,30,0,0,0,0,1,6,1,60234250735,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,30,30,30,30,30,0,0,0,0,50,50,50,0,0,100000,100000,600,0,0
1532,1,1,-2000,-2000,2000,2000,0,0,0,0,1,6,1,60000000000,1,1,-3000,-3000,3000,300,0,0,0,0,0,0,,,1,1,-3000,-3000,3000,3000,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,20,30,20,30,20,30,0,0,0,0,100,0,0,0,0,200,30000,100,0,0
1561,1,1,-2000,-2000,2000,2000,0,0,0,0,1,6,1,84165816443.8,1,1,-2000,-2000,2000,2000,0,0,0,0,7,1,71000298,1,1,1,-3000,-3000,3000,3000,0,0,0,0,1,6,1,72142128380.4,1,1,-2000,-2000,2000,2000,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,20,30,20,30,20,30,20,30,0,0,50,50,50,100,0,600000,600000,1200,250,0
1593,1,1,-2000,-2000,2000,2000,0,0,0,0,0,0,,,1,1,0,-150,450,30,0,0,0,0,0,0,,,1,1,0,-150,450,30,0,0,0,0,0,0,,,1,1,0,-150,450,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,30,30,30,30,30,30,30,0,0,50,0,0,0,0,100,200,900,900,0
1608,1,1,-2000,-2000,2000,2000,0,0,0,0,1,6,1,170964477038,1,1,-2000,-2000,2000,2000,0,0,0,0,1,6,1,51289343111,1,1,-2000,-2000,2000,2000,0,0,0,0,1,6,1,239350267853,1,1,-2000,-2000,2000,2000,0,0,0,0,1,6,1,136771581630,0,0,0,0,0,0,0,0,0,0,0,0,,,30,30,30,30,30,30,30,30,0,0,1,100,100,100,0,100,600000,600000,600000,0
1647,1,1,-2000,-2000,2000,2000,0,0,0,0,0,0,,,1,1,-2000,-2000,2000,2000,0,0,0,0,0,0,,,1,1,-3000,-3000,3000,3000,0,0,0,0,0,0,,,1,1,-2000,-2000,2000,2000,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,20,30,20,30,20,30,20,30,0,0,0,50,0,0,0,600000,600000,1200,250,0
1674,1,1,-2000,-2000,2000,2000,0,0,0,0,1,6,1,98304574296.9,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,20,30,0,0,0,0,0,0,0,0,999,0,0,0,0,600000,0,0,0,0
1726,1,1,-3000,-2000,3000,2000,0,0,0,0,1,6,1,341380945062,1,1,-3000,-2000,3000,2000,0,0,0,0,1,6,1,398277769239,1,1,-3000,-2000,3000,2000,0,0,0,0,1,6,1,341380945062,1,1,-3000,-2000,3000,2000,0,0,0,0,1,6,1,284484120885,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,30,40,30,40,30,40,30,40,999,999,999,999,0,300,1200,1200,1200,0
1730,1,1,-3000,-2000,3000,2000,0,0,0,0,1,6,1,341380945062,1,1,-3000,-2000,3000,2000,0,0,0,0,1,6,1,398277769239,1,1,-3000,-2000,3000,2000,0,0,0,0,1,6,1,341380945062,1,1,-3000,-2000,3000,2000,0,0,0,0,1,6,1,284484120885,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,30,40,30,40,30,40,30,40,0,0,0,0,0,300,1200,1200,1200,0
1755,1,1,-3000,-2000,3000,2000,0,0,0,0,1,6,1,227587296706,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,0,0,0,0,0,0,0,0,100,0,0,0,0,6000,0,0,0,0
1756,1,1,-3000,-2000,3000,2000,0,0,0,0,1,6,1,325449834289,1,1,-3000,-2000,3000,2000,0,0,0,0,1,6,1,250346026376,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,30,40,0,0,0,0,0,0,999,999,0,0,0,600,600,0,0,0
1757,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,1,1,0,-2000,2000,2000,0,0,0,0,1,6,1,477933323086,1,1,-3000,-2000,3000,2000,0,0,0,0,1,6,1,546209512099,1,1,-3000,-2000,3000,2000,0,0,0,0,1,6,1,443795228580,1,1,-3000,-2000,3000,2000,0,0,0,0,1,6,1,341380945062,1,1,-3000,-2000,3000,2000,0,0,0,0,1,6,1,170690472531,30,40,30,40,30,40,30,40,0,0,100,999,999,999,999,150,600000,600000,600000,600000
1769,1,1,0,-2000,2000,2000,0,0,0,0,1,6,1,434484839166,1,1,0,-2000,2000,2000,0,0,0,0,1,6,1,372415576428,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,30,40,0,0,0,0,0,0,50,50,0,0,0,600,600,0,0,0
1828,1,1,0,-2000,2000,2000,0,0,0,0,1,442,1,50,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,30,40,0,0,0,0,0,0,50,0,0,0,0,900,0,0,0,0
1829,1,1,0,-2000,2000,2000,0,0,0,0,1,442,1,50,1,1,0,-2000,2000,2000,0,0,0,0,1,442,1,40,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,30,40,30,40,0,0,0,0,50,50,0,0,0,900,900,0,0,0
1856,1,1,-3000,-2000,2000,2000,0,0,0,0,1,442,1,40,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,0,0,0,0,0,0,0,0,50,0,0,0,0,600,0,0,0,0
1857,1,1,-3000,-3000,2000,3000,0,0,0,0,1,442,1,50,1,1,0,-2000,2000,2000,0,0,0,0,1,442,1,70,1,1,0,-2000,2000,2000,0,0,0,0,1,442,1,55,1,1,0,-2000,2000,2000,0,0,0,0,1,442,1,40,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,30,40,30,40,0,0,0,0,50,50,50,50,0,600,600000,1800,1800,0
40,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
