ID,_Name,_StageID,_MapGroupID,_MapID,_PosX,_PosY,_RectLeft,_RectTop,_RectRight,_RectBottom,_ObjectImage,_TipMessage,_EventType,_EventTypeID,_EventSubType,_ObjectTerrain,_ObjectFlip,_Description,_Icon,_Icon_Index,_Consumption_ItemID,_Field_Dynamic_Create,_Ind_Num,_Fx_id,_Portal_Time_Count,_Title,_npc_Type,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_Value2,_Require4_Type,_Require4_ID,_Require4_Value1,_Require4_Value2,_Require5_Type,_Require5_ID,_Require5_Value1,_Require5_Value2,_Require6_Type,_Require6_ID,_Require6_Value1,_Require6_Value2,_Require7_Type,_Require7_ID,_Require7_Value1,_Require7_Value2,_Require8_Type,_Require8_ID,_Require8_Value1,_Require8_Value2,_Require9_Type,_Require9_ID,_Require9_Value1,_Require9_Value2,_Require10_Type,_Require10_ID,_Require10_Value1,_Require10_Value2,_ErrorMessage
1623201,前往賽蕾斯的神殿 5,7,3,0,9500,3040,64,16,64,16,0,前往賽蕾斯的神殿 5,3,1623201,0,0,0,,10005000,61,0,0,0,16389,0,,0,4,1,162002002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[賽蕾斯最後的委託] 任務完成後即可前往。
162002125,[混血天神] 新手教學_說明5,7,4,0,1500,3008,1500,3000,1500,100,0,,8,162002125,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1623102,前往賽蕾斯的神殿 4,7,4,0,90,3008,64,16,64,16,0,前往賽蕾斯的神殿 4,3,1623102,0,0,0,,10005000,61,0,0,0,16389,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1623301,前往賽蕾斯的神殿 6,7,4,0,650,448,64,16,64,16,0,前往賽蕾斯的神殿 6,3,1623301,0,0,0,,10005000,61,0,0,0,16389,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
162002071,[混血天神] 新手教學_強制對話5,7,5,0,970,1008,800,800,800,800,0,,8,162002071,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7124,愛蓮祭司,7,5,0,970,1008,45,150,45,60,812010482,和愛蓮祭司對話,1,7124,0,2,0,從賽蕾斯神殿接下委託後記錄在石板上的女性祭司,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1623202,前往賽蕾斯的神殿 5,7,5,0,90,1072,64,16,64,16,0,前往賽蕾斯的神殿 5,3,1623202,0,0,0,,10005000,61,0,0,0,16389,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115021000,馬伊諾的寶石 (2) 和卡地佛對話,17,0,0,4250,1407,192,320,192,20,0,,8,115021000,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
117101000,[1轉] 新的力量,17,0,0,4867,1407,300,400,300,40,0,,8,117101000,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
154001232,[傳奇技能] 阿法的亞伊薩,17,0,0,564,1392,300,300,300,100,0,,8,154001232,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
111001003,郵差,17,0,0,2639,1392,45,150,45,40,812010000,和郵差對話,5,111001003,0,2,0,把信交給郵差!\n可以發送郵件給未登入遊戲的對象。,10005000,73,0,0,0,0,0,[郵件],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1063,名次佈告欄,17,0,0,5155,1355,45,250,45,100,812010307,可查看玩家各領域的名次,1,1063,0,2,0,顯示玩家排名的佈告欄。\n可以感受到男子漢的拼命。,10005000,164,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1115,亞伊薩,17,0,0,564,1392,45,150,45,40,812000509,和亞伊薩對話,1,1115,0,2,0,深知沙漠流行走向的首飾商人。,10005000,71,0,0,0,0,0,[首飾店],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1118,悠納斯,17,0,0,960,1392,45,150,45,40,812000503,和悠納斯對話,1,1118,0,2,0,道具商人，據說他的女朋友是人魚?,10005000,65,0,0,0,0,0,[道具&拼圖&魔盒],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1119,莉婕,17,0,0,5417,1392,45,150,45,40,812000504,和莉婕對話,1,1119,0,2,0,物品保管處職員，因為冷酷而人氣爆紅。,10005000,66,0,0,0,0,0,[倉庫],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1123,卡地佛,17,0,0,4250,1392,45,150,45,40,812000510,和卡地佛對話,1,1123,0,2,0,沙漠民族的首領 '大戰士' 卡地佛。,10005000,72,0,0,0,0,0,[大戰士],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1124,托特,17,0,0,5903,1392,45,150,45,40,812000508,和托特對話,1,1124,0,2,0,阿法孔度書長老會的首領，每天都在擔心孫女們。,10005000,70,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1125,琪拉,17,0,0,4867,1392,45,150,45,40,812000507,和琪拉對話,1,1125,0,2,0,阿法訓練場的經理，雖然在男生堆中長大，但對似乎自己沒有自信。,10005000,69,0,0,0,0,0,[教官],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1180,賽蘿,17,0,0,1450,1392,45,150,45,40,812010010,和賽蘿對話,1,1180,0,2,0,寵物商人，正在調查在沙漠的生物中有哪些是可以當作寵物的怪物。,10005000,97,0,0,0,0,0,[寵物店],6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1116,伊恩波特,17,0,0,3463,1392,45,150,45,40,812000501,和伊恩波特對話,1,1116,0,2,0,武器商人，要是出生在古代的話是法老?!,10005000,63,0,0,0,0,0,[武器],2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1117,泰特,17,0,0,3856,1392,45,150,45,40,812000502,和泰特對話,1,1117,0,2,0,防具商人，伊恩波特的妻子。感情令人稱羨的一對夫妻。,10005000,64,0,0,0,0,0,[防具],3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1120,拉希特,17,0,0,2000,1392,45,150,45,40,812000505,和拉希特對話,1,1120,0,2,0,阿法都市酒館的經理。喜歡和客人交談的外向大叔。,10005000,67,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1122,希羅,17,0,0,2350,1392,45,150,45,40,812000506,和希羅對話,1,1122,0,2,0,在阿法都市酒館熱舞的招牌舞姬，個性爽朗的女生。,10005000,68,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17000,沙漠地帶,17,0,0,96,1408,64,16,64,16,0,往沙漠地帶移動\n(Lv.50~55),3,17000,0,0,0,往沙漠地帶移動。,10005000,61,0,0,0,19490,0,沙漠地帶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17011,阿法港口,17,0,0,6324,1407,64,16,64,16,0,往阿法港口移動,3,17011,0,0,0,往阿法港口移動。,10005000,61,0,0,0,900,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,黑暗森林,17,1,0,1952,959,64,16,64,16,0,移動至黑暗森林\n(Lv.55~58),3,17018,0,0,0,移動至黑暗森林。,10005000,61,0,0,0,19490,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17015,阿法,17,1,0,96,959,64,16,64,16,0,往阿法移動,3,17015,0,0,0,往阿法移動。,10005000,61,0,0,0,900,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17016,奧爾卡海邊,17,1,0,3040,1392,64,16,64,16,0,往奧爾卡海邊移動\n(Lv.64~67),3,17016,0,0,0,往奧爾卡海邊移動。,10005000,61,0,0,0,19490,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,返回碑石,17,0,0,3000,1408,64,16,64,16,0,[ 阿法都市返回碑石 ]\n請問是否儲存目前位置?,2,7,1,0,0,[記憶] 阿法都市返回碑石。玩家處於無法戰鬥的狀態時，將返回最後儲存的返回碑石。,10005000,62,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115018000,黑月公主(與亞美對話),20,0,0,400,1343,400,500,400,40,0,於黑月城前面與亞美對話,8,115018000,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115018901,黑月公主(和亞美對話),20,0,1,2624,1344,96,300,96,16,0,於黑月城前面與亞美對話,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115018902,黑月公主(和亞美對話),20,0,2,800,320,96,300,96,16,0,於黑月城前面與亞美對話,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115018903,黑月公主(和亞美對話),20,0,2,640,1216,96,300,96,16,0,於黑月城前面與亞美對話,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115018904,黑月公主(和亞美對話),20,0,2,64,1216,96,300,96,16,0,於黑月城前面與亞美對話,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115018905,黑月公主(和亞美對話),20,0,1,2336,1344,96,300,96,16,0,於黑月城前面與亞美對話,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115020000,黑月公主(和黑月公主對話),20,0,0,6899,1215,192,320,192,48,0,和黑月公主對話二次後便強制移往奧亦奇,8,115020000,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115038000,和黑月城主對話,20,0,0,6899,1215,100,320,100,48,0,,8,115038000,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
154001341,[傳奇技能] 前往奧亦奇尋找鑰匙,20,0,1,1152,1328,300,300,300,100,0,,8,154001341,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
154001390,[傳奇技能] 傳達父親的問候,20,0,1,1152,1328,300,300,300,100,0,,8,154001390,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
111001005,郵差,20,0,1,1504,1328,45,150,45,40,812010000,和郵差對話,5,111001005,0,2,0,把信交給郵差!\n可以發送郵件給未登入遊戲的對象。,10005000,73,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1075,名次佈告欄,20,0,1,512,1445,45,250,45,100,812010307,可查看玩家各領域的名次,1,1075,0,2,0,顯示玩家排名的佈告欄。\n炫耀自己的地方!,10005000,164,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1081,亞美,20,0,0,256,1328,45,150,45,40,812000407,和亞美對話,1,1081,0,2,0,首飾商人。來自遙遠國度的少女，是黑月公主的好友，性格極端，所以才能和公主當好朋友嗎?,10005000,55,0,0,0,0,0,[首飾店],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1082,艾咪,20,0,0,1600,1328,45,150,45,40,812000401,和艾咪對話,1,1082,0,2,0,武器商人，其實想成為美女。,10005000,49,0,0,0,0,0,[武器店],2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1083,基恩,20,0,0,2112,1328,45,150,45,40,812000402,和基恩對話,1,1083,0,2,0,防具商人，其實想成為忍者。,10005000,50,0,0,0,0,0,[防具店],3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1084,卡莉林,20,0,0,2848,1456,45,150,45,40,812000403,和卡莉林對話,1,1084,0,2,0,道具商人。與土偶同在!,10005000,51,0,0,0,0,0,[道具&拼圖&魔盒],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1085,蘿拉,20,0,1,1152,1328,45,150,45,40,812000404,和蘿拉對話,1,1085,0,2,0,物品保管處職員.個性老實，但只要叫他蘿拉! 蘿拉!，就會開始唱起同名的歌曲。,10005000,52,0,0,0,0,0,[倉庫],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1086,區域傳送門,20,0,1,1888,1328,45,250,45,40,0,使用區域傳送門,0,0,0,0,0,可以抵達大陸任何地方的區域傳送門。,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1087,塔莫里,20,0,2,1600,1392,45,150,45,40,812000408,和塔莫里對話,1,1087,0,2,0,奧亦奇的護衛武士。目前退休中，似乎正在收集笑話。,10005000,56,0,0,0,0,0,[黑月一族評價補償],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1088,凱伊,20,0,2,2528,1392,45,150,45,40,812000405,和凱伊對話,1,1088,0,2,0,奧亦奇 酒館的女主人。據說是艾咪的母親，但本人極力否認…,10005000,53,0,0,0,0,0,[每日任務],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1089,辛卓,20,0,2,2912,1392,45,150,45,40,812000406,和辛卓對話,1,1089,0,2,0,訓練場的經理，喜歡武術的莽夫。給我向相同服裝的名人道歉!,10005000,54,0,0,0,0,0,[教官],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1114,賽蘿,20,0,0,544,1328,45,150,45,40,812010010,和賽蘿對話,1,1114,0,2,0,寵物商人。原本想馴養北海道的馴鹿，後來因為太可怕而放棄。馴鹿是…猛獸呀…,10005000,97,0,0,0,0,0,[寵物店],6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
