ID,_Default_Delay,_Attack1_Use_Check,_Attack1_Rect_Check,_Attack1_Rect_Left,_Attack1_Rect_Top,_Attack1_Rect_Right,_Attack1_Rect_Bottom,_Attack1_Target_Require_Type,_Attack1_Target_Require_ID,_Attack1_Target_Require_Value1,_Attack1_Target_Require_Value2,_Attack1_Require_Type,_Attack1_Require_ID,_Attack1_Require_Value1,_Attack1_Require_Value2,_Attack2_Use_Check,_Attack2_Rect_Check,_Attack2_Rect_Left,_Attack2_Rect_Top,_Attack2_Rect_Right,_Attack2_Rect_Bottom,_Attack2_Target_Require_Type,_Attack2_Target_Require_ID,_Attack2_Target_Require_Value1,_Attack2_Target_Require_Value2,_Attack2_Require_Type,_Attack2_Require_ID,_Attack2_Require_Value1,_Attack2_Require_Value2,_Attack3_Use_Check,_Attack3_Rect_Check,_Attack3_Rect_Left,_Attack3_Rect_Top,_Attack3_Rect_Right,_Attack3_Rect_Bottom,_Attack3_Target_Require_Type,_Attack3_Target_Require_ID,_Attack3_Target_Require_Value1,_Attack3_Target_Require_Value2,_Attack3_Require_Type,_Attack3_Require_ID,_Attack3_Require_Value1,_Attack3_Require_Value2,_Attack4_Use_Check,_Attack4_Rect_Check,_Attack4_Rect_Left,_Attack4_Rect_Top,_Attack4_Rect_Right,_Attack4_Rect_Bottom,_Attack4_Target_Require_Type,_Attack4_Target_Require_ID,_Attack4_Target_Require_Value1,_Attack4_Target_Require_Value2,_Attack4_Require_Type,_Attack4_Require_ID,_Attack4_Require_Value1,_Attack4_Require_Value2,_Attack5_Use_Check,_Attack5_Rect_Check,_Attack5_Rect_Left,_Attack5_Rect_Top,_Attack5_Rect_Right,_Attack5_Rect_Bottom,_Attack5_Target_Require_Type,_Attack5_Target_Require_ID,_Attack5_Target_Require_Value1,_Attack5_Target_Require_Value2,_Attack5_Require_Type,_Attack5_Require_ID,_Attack5_Require_Value1,_Attack5_Require_Value2,_Attack6_Use_Check,_Attack6_Rect_Check,_Attack6_Rect_Left,_Attack6_Rect_Top,_Attack6_Rect_Right,_Attack6_Rect_Bottom,_Attack6_Target_Require_Type,_Attack6_Target_Require_ID,_Attack6_Target_Require_Value1,_Attack6_Target_Require_Value2,_Attack6_Require_Type,_Attack6_Require_ID,_Attack6_Require_Value1,_Attack6_Require_Value2,_AttackDelayMin1,_AttackDelayMax1,_AttackDelayMin2,_AttackDelayMax2,_AttackDelayMin3,_AttackDelayMax3,_AttackDelayMin4,_AttackDelayMax4,_AttackDelayMin5,_AttackDelayMax5,_AttackDelayMin6,_AttackDelayMax6,_Attack_Probability1,_Attack_Probability2,_Attack_Probability3,_Attack_Probability4,_Attack_Probability5,_Attack_Probability6,_AttackCoolTime1,_AttackCoolTime2,_AttackCoolTime3,_AttackCoolTime4,_AttackCoolTime5,_AttackCoolTime6
11,10,1,1,0,-60,100,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,10,20,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,10,0,0,0,0,0
12,10,1,1,0,-60,100,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,10,20,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,10,0,0,0,0,0
13,10,1,1,0,-60,100,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,15,30,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,15,0,0,0,0,0
14,10,1,1,0,-60,100,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,15,30,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,15,0,0,0,0,0
15,10,1,1,0,-60,100,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,15,30,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,15,0,0,0,0,0
16,10,1,1,0,-60,65,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,12,25,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,12,0,0,0,0,0
17,10,1,1,0,-60,65,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,12,25,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,12,0,0,0,0,0
18,10,1,1,0,-60,65,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,12,25,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,12,0,0,0,0,0
19,10,1,1,0,-60,65,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,12,25,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,12,0,0,0,0,0
20,10,1,1,0,-60,100,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,20,35,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,20,0,0,0,0,0
21,10,1,1,0,-130,200,30,0,0,0,0,0,0,,,1,1,0,-60,300,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,20,20,20,20,0,0,0,0,0,0,0,0,70,30,0,0,0,0,20,20,0,0,0,0
22,10,1,1,0,-130,200,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,20,20,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,20,0,0,0,0,0
23,10,1,1,0,-60,100,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,18,35,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,18,0,0,0,0,0
24,10,1,1,0,-60,65,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,12,25,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,12,0,0,0,0,0
25,10,1,1,0,-60,135,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,15,30,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,15,0,0,0,0,0
26,10,1,1,0,-60,135,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,15,30,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,15,0,0,0,0,0
27,10,1,1,0,-60,135,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,15,30,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,15,0,0,0,0,0
28,10,1,1,0,-60,100,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,10,15,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,10,0,0,0,0,0
29,10,1,1,0,-60,100,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,10,15,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,10,0,0,0,0,0
30,10,1,1,0,-60,100,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,12,25,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,12,0,0,0,0,0
31,10,1,1,0,-60,100,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,12,25,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,12,0,0,0,0,0
32,10,1,1,0,-60,100,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,18,35,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,18,0,0,0,0,0
33,10,1,1,0,-60,100,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,10,20,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,10,0,0,0,0,0
34,10,1,1,0,-60,65,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,18,35,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,18,0,0,0,0,0
35,10,1,1,0,-60,135,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,23,25,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,12,0,0,0,0,0
36,10,1,1,0,-60,135,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,12,25,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,12,0,0,0,0,0
37,10,1,1,0,-60,65,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,12,25,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,12,0,0,0,0,0
38,10,1,1,0,-60,100,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,10,20,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,10,0,0,0,0,0
39,10,1,1,0,-60,65,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,12,25,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,12,0,0,0,0,0
40,10,1,1,0,-60,100,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,12,25,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,12,0,0,0,0,0
41,10,1,1,0,-60,135,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,12,25,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,12,0,0,0,0,0
42,10,1,1,0,-60,135,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,15,30,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,15,0,0,0,0,0
43,10,1,1,0,-60,135,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,15,30,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,15,0,0,0,0,0
44,10,1,1,0,-130,150,30,0,0,0,0,0,0,,,1,1,0,-60,170,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,10,20,10,20,0,0,0,0,0,0,0,0,80,10,0,0,0,0,10,100,0,0,0,0
45,10,1,1,0,-60,110,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,15,30,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,15,0,0,0,0,0
46,10,1,1,0,-60,100,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,20,45,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,20,0,0,0,0,0
47,10,1,1,0,0,70,0,0,0,0,0,0,0,,,1,1,50,0,140,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,12,20,10,35,0,0,0,0,0,0,0,0,30,70,0,0,0,0,12,10,0,0,0,0
48,10,1,1,0,0,70,0,0,0,0,0,0,0,,,1,1,50,0,140,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,12,20,10,35,0,0,0,0,0,0,0,0,30,70,0,0,0,0,12,10,0,0,0,0
49,10,1,1,0,-60,65,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,12,25,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,12,0,0,0,0,0
50,10,1,1,0,-60,65,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,12,25,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,12,0,0,0,0,0
51,10,1,1,0,-60,90,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,15,30,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,15,0,0,0,0,0
52,10,1,1,0,-60,70,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,15,30,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,15,0,0,0,0,0
53,10,1,1,0,-60,70,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,15,30,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,15,0,0,0,0,0
