ID,_Flag,_Nols,_SubChange_Del
318,318,與龍祭城的吉恩蒂亞對話,0
319,319,與龍祭城的吉恩蒂亞對話,0
320,320,與賽巴斯汀對話,0
321,321,與愛麗絲的第7個石塔對話,0
322,322,與彩諾恩對話,0
323,323,與彩諾恩對話,1
324,324,與佩爾對話,1
325,325,與愛麗絲的第1個石塔對話,1
326,326,與佩爾對話,1
327,327,與亞瑟絲對話,1
328,328,與煙斗先生對話,1
329,329,與亞瑟絲對話,1
330,330,與愛麗絲的第1個石塔對話,1
331,331,與彩諾恩對話,1
332,332,與代理人艾瑪對話,1
333,333,與愛麗絲的第2個石塔對話,1
334,334,與蓮花對話,1
335,335,與公園的少女對話,1
336,336,與蓮花對話,1
337,337,與愛麗絲的第2個石塔對話,1
338,338,與彩諾恩對話,1
339,339,與代理人麥考伊對話,1
340,340,與愛麗絲的第3個石塔對話,1
341,341,與亞伊薩對話,1
342,342,與愛麗絲的第3個石塔對話,1
343,343,與彩諾恩對話,1
344,344,與代理人魯道夫對話,1
345,345,與愛麗絲的第4個石塔對話,1
346,346,與偉恩對話,1
347,347,與愛麗絲的第4個石塔對話,1
348,348,與彩諾恩對話,1
349,349,與代理人歐瑟對話,1
350,350,與代理人歐瑟對話,1
351,351,與愛麗絲的第5個石塔對話,1
352,352,與蘿拉對話,1
353,353,與達比對話,1
354,354,與蘿坤對話,1
355,355,與蘿拉對話,1
356,356,與愛麗絲的第5個石塔對話,1
357,357,與彩諾恩對話,1
358,358,與愛麗絲的第6個石塔對話,1
359,359,與奴安對話,1
360,360,與奴安對話,1
361,361,與愛麗絲的第6個石塔對話,1
362,362,與彩諾恩對話,1
363,363,與愛麗絲的第7個石塔對話,1
364,364,與賽巴斯汀對話,1
365,365,與龍祭城的吉恩蒂亞對話,1
366,366,與龍祭城的吉恩蒂亞對話,1
367,367,與龍祭城的吉恩蒂亞對話,1
368,368,與賽巴斯汀對話,1
369,369,與愛麗絲的第7個石塔對話,1
370,370,與彩諾恩對話,1
371,371,?????,0
372,372,?????,0
373,373,?????,0
374,374,?????,0
375,375,?????,0
376,376,?????,0
377,377,?????,0
378,378,?????,0
379,379,?????,0
380,380,?????,0
381,381,?????,0
382,382,?????,0
383,383,?????,0
384,384,?????,0
385,385,開啟特洛里聲望,0
386,386,?????,0
387,387,?????,0
388,388,?????,0
389,389,怪物之王,0
390,390,?????,0
391,391,?????,0
392,392,?????,0
393,393,?????,0
394,394,?????,0
395,395,?????,0
396,396,?????,0
397,397,?????,0
398,398,?????,0
399,399,?????,0
400,400,?????,0
401,401,?????,0
402,402,?????,0
403,403,?????,0
404,404,?????,0
405,405,?????,0
406,406,?????,0
407,407,?????,0
408,408,?????,0
409,409,?????,0
410,410,?????,0
411,411,?????,0
412,412,?????,0
413,413,?????,0
414,414,?????,0
415,415,與彩諾恩對話,0
416,416,與愛麗絲的第八座石塔對話,0
417,417,與愛麗絲的第八座石塔對話,0
418,418,與歐若拉對話,0
419,419,與莉茲對話,0
420,420,與歐若拉對話,0
421,421,與雷比亞倫斯對話,0
422,422,與歐若拉對話,0
423,423,與愛麗絲的第九座石塔對話,0
424,424,與愛麗絲的第十座石塔對話,0
425,425,與羅希雅對話,0
426,426,與愛麗絲的第十一座石塔對話,0
427,427,與羅希雅對話,0
428,428,與愛麗絲的第十二座石塔對話,0
429,429,與愛麗絲的第十三座石塔對話,0
430,430,與彩諾恩對話,0
431,431,與愛麗絲的第十三座石塔對話,0
432,432,與愛麗絲的第十三座石塔對話,0
433,433,與愛麗絲的第十四座石塔對話,0
434,434,與彩諾恩對話,0
435,435,與彩諾恩對話,1
436,436,與愛麗絲的第八座石塔對話,1
437,437,與愛麗絲的第八座石塔對話,1
438,438,與歐若拉對話,1
439,439,與莉茲對話,1
440,440,與歐若拉對話,1
441,441,與雷比亞倫斯對話,1
442,442,與歐若拉對話,1
443,443,與愛麗絲的第九座石塔對話,1
444,444,與愛麗絲的第十座石塔對話,1
445,445,與羅希雅對話,1
446,446,與愛麗絲的第十一座石塔對話,1
447,447,與羅希雅對話,1
448,448,與愛麗絲的第十二座石塔對話,1
449,449,與愛麗絲的第十三座石塔對話,1
450,450,與彩諾恩對話,1
451,451,與愛麗絲的第十三座石塔對話,1
452,452,與愛麗絲的第十三座石塔對話,1
453,453,與愛麗絲的第十四座石塔對話,1
454,454,與彩諾恩對話,1
455,455,[傳奇技能]第 2季_Ep1_標誌 - 主,0
456,456,[傳奇技能]第 2季_Ep3_標誌 - 主,0
457,457,[傳奇技能]第 2季_Ep4_標誌 - 主,0
458,458,[傳奇技能]第 2季_Ep5_標誌 - 主,0
459,459,[傳奇技能]第 2季_Ep6_標誌 - 主,0
460,460,[傳奇技能]第 2季_Ep7_標誌 - 主,0
461,461,[傳奇技能]第 2季_Ep1_標誌 - 副,1
462,462,[傳奇技能]第 2季_Ep3_標誌 - 副,1
463,463,[傳奇技能]第 2季_Ep4_標誌 - 副,1
464,464,[傳奇技能]第 2季_Ep5_標誌 - 副,1
465,465,[傳奇技能]第 2季_Ep6_標誌 - 副,1
466,466,[傳奇技能]第 2季_Ep7_標誌 - 副,1
467,467,[傳奇技能]第 1季_Ep1_標誌 - 主,0
468,468,[傳奇技能]第 1季_Ep3_標誌 - 主,0
469,469,[傳奇技能]第 1季_Ep4_標誌 - 主,0
470,470,[傳奇技能]第 1季_Ep1_標誌 - 副,1
471,471,[傳奇技能]第 1季_Ep3_標誌 - 副,1
472,472,[傳奇技能]第 1季_Ep4_標誌 - 副,1
473,473,?????,0
474,474,?????,0
475,475,?????,0
476,476,?????,0
477,477,?????,0
478,478,?????,0
479,479,?????,0
480,480,?????,0
481,481,?????,0
482,482,?????,0
483,483,?????,0
484,484,?????,0
485,485,?????,0
486,486,?????,0
487,487,?????,0
488,488,?????,0
489,489,?????,0
490,490,?????,0
491,491,?????,0
492,492,?????,0
493,493,?????,0
494,494,?????,0
495,495,?????,0
496,496,?????,0
497,497,?????,0
498,498,?????,0
499,499,[新手教學]對話1,0
500,500,[新手教學]對話2,0
501,501,[新手教學]對話3,0
502,502,[新手教學]對話4,0
503,503,[新手教學]對話5,0
504,504,[新手教學]對話6,0
505,505,[新手教學]對話7,0
506,506,?????,0
507,507,?????,0
508,508,?????,0
509,509,?????,0
510,510,?????,0
511,511,?????,0
512,512,?????,0
513,513,?????,0
514,514,?????,0
515,515,?????,0
516,516,?????,0
517,517,?????,0
518,518,?????,0
519,519,?????,0
520,520,?????,0
521,521,?????,0
522,522,?????,0
523,523,?????,0
524,524,?????,0
525,525,?????,0
526,526,?????,0
527,527,?????,0
528,528,?????,0
529,529,?????,0
530,530,?????,0
531,531,?????,0
532,532,?????,0
533,533,?????,0
534,534,?????,0
535,535,?????,0
536,536,?????,0
537,537,?????,0
538,538,?????,0
539,539,?????,0
540,540,?????,0
541,541,?????,0
542,542,?????,0
543,543,?????,0
544,544,?????,0
545,545,?????,0
546,546,?????,0
547,547,?????,0
548,548,?????,0
549,549,?????,0
550,550,與惠宗對話,0
551,551,與東軍對話,0
552,552,與惠宗對話,0
553,553,與瑪利對話,0
554,554,與瑪利對話,0
555,555,與巴吉爾領主對話,0
556,556,與星願羽翼對話,0
557,557,與星願羽翼對話,0
558,558,與莉塔妮婭對話,0
559,559,與莉塔妮婭對話,0
560,560,光之聯合聲望開啟,0
561,561,?????,0
562,562,?????,0
563,563,?????,0
564,564,?????,0
565,565,?????,0
566,566,?????,0
567,567,?????,0
568,568,?????,0
569,569,?????,0
570,570,清除怪物塔 10層,0
571,571,清除怪物塔 20層,0
572,572,清除怪物塔 30層,0
573,573,清除怪物塔 40層,0
574,574,清除怪物塔 50層,0
575,575,清除怪物塔 60層,0
576,576,清除怪物塔 70層,0
577,577,清除怪物塔 80層,0
578,578,清除怪物塔 90層,0
579,579,清除怪物塔 100層,0
580,580,清除怪物塔 110層,0
581,581,清除怪物塔 120層,0
582,582,清除怪物塔 130層,0
583,583,?????,0
584,584,?????,0
585,585,清除怪物塔 140層,0
586,586,清除怪物塔 150層,0
587,587,清除怪物塔 160層,0
588,588,清除怪物塔 170層,0
589,589,清除怪物塔 180層,0
590,590,清除怪物塔 190層,0
591,591,清除怪物塔 200層,0
592,592,怪物聯盟,0
593,593,?????,0
594,594,?????,0
595,595,?????,0
596,596,[闇影] 龍皇城新手教學 1,0
597,597,[闇影] 神秘森林新手教學 3,0
598,598,[新手教學] 抵達貝羅斯村莊,0
599,599,[新手教學] 與蕾蕾對話,0
600,600,[闇影] 消滅貝羅斯影波克 新手教學 5,0
601,601,[闇影] 貝羅斯村莊新手教學 4 - 3,0
602,602,[闇影] 貝羅斯村莊新手教學 4 - 2,0
603,603,[闇影] 消滅蛇龍,0
604,604,[闇影] 新手教學小幫手,0
605,605,[闇影] 歸還時尚服裝,0
606,606,[闇影] 新手教學小幫手2,0
607,607,[新手] 與奇毅對話,0
608,608,?????,0
609,609,[新手教學] 和娜莉亞祭司對話,0
610,610,[新手教學] 和娜莉亞祭司對話,0
611,611,[新手教學] 和摩莉絲祭司對話,0
612,612,[新手教學] 和西斯蒂娜祭司對話,0
613,613,[新手教學] 和愛蓮祭司對話,0
614,614,[新手教學] 和亞瑟絲對話,0
615,615,[新手教學] 和艾薩克神父對話,0
616,616,?????,0
617,617,春植島聲望大使,0
618,618,?????,0
619,619,?????,0
620,620,?????,0
621,621,?????,0
622,622,?????,0
623,623,?????,0
624,624,?????,0
625,625,?????,0
626,626,?????,0
627,627,[新手教學] 和柔藍對話,0
628,628,[新手教學] 和秦對話,0
629,629,[新手教學] 和絮可對話,0
630,630,[新手教學] 和悟爾對話,0
631,631,[新手教學] 使用悟爾的卷軸,0
632,632,[新手教學] 凱利溫劍術,0
633,633,?????,0
634,634,?????,0
635,635,?????,0
636,636,?????,0
637,637,?????,0
638,638,?????,0
639,639,?????,0
640,640,?????,0
641,641,?????,0
642,642,?????,0
643,643,?????,0
644,644,?????,0
645,645,?????,0
646,646,?????,0
647,647,?????,0
648,648,?????,0
649,649,?????,0
650,650,?????,0
651,651,?????,0
652,652,?????,0
653,653,?????,0
654,654,?????,0
655,655,與柔藍對話,0
656,656,與悟爾對話,0
657,657,與柔藍對話,0
658,658,與巴吉爾對話,0
659,659,與佩爾對話,0
660,660,與佩爾對話,0
661,661,與佩爾對話,0
662,662,與佩爾對話,0
663,663,與佩爾對話,0
664,664,與佩爾對話,0
665,665,與佩爾對話,0
666,666,與佩爾對話,0
667,667,與阿思瑪對話,0
668,668,與阿思瑪對話,0
669,669,與阿思瑪對話,0
670,670,與佩爾對話,0
671,671,與馬勒泰利對話,0
672,672,與馬勒泰利對話,0
673,673,?????,0
674,674,?????,0
675,675,?????,0
676,676,?????,0
677,677,?????,0
678,678,?????,0
679,679,?????,0
680,680,?????,0
681,681,?????,0
682,682,?????,0
683,683,?????,0
684,684,?????,0
685,685,?????,0
686,686,?????,0
687,687,?????,0
688,688,?????,0
689,689,?????,0
690,690,?????,0
691,691,?????,0
692,692,?????,0
693,693,?????,0
694,694,?????,0
695,695,?????,0
696,696,?????,0
697,697,?????,0
698,698,?????,0
699,699,?????,0
700,700,?????,0
701,701,?????,0
702,702,?????,0
703,703,?????,0
704,704,?????,0
705,705,?????,0
706,706,?????,0
707,707,?????,0
708,708,?????,0
709,709,?????,0
710,710,?????,0
711,711,?????,0
712,712,?????,0
713,713,?????,0
714,714,?????,0
715,715,?????,0
716,716,?????,0
717,717,?????,0
718,718,?????,0
719,719,?????,0
720,720,?????,0
721,721,?????,0
722,722,?????,0
723,723,?????,0
724,724,?????,0
725,725,?????,0
726,726,?????,0
727,727,?????,0
728,728,?????,0
729,729,?????,0
730,730,?????,0
731,731,?????,0
732,732,與煞尼克對話,0
733,733,與阿思瑪對話,0
734,734,與煞尼克對話,0
735,735,?????,0
736,736,?????,0
737,737,?????,0
738,738,?????,0
739,739,?????,0
740,740,?????,0
741,741,?????,0
742,742,?????,0
743,743,?????,0
744,744,?????,0
745,745,?????,0
746,746,?????,0
747,747,?????,0
748,748,?????,0
749,749,?????,0
750,750,?????,0
751,751,?????,0
752,752,?????,0
753,753,?????,0
754,754,?????,0
755,755,?????,0
756,756,?????,0
757,757,?????,0
758,758,與獵人管理者艾皮斯對話,0
759,759,?????,0
760,760,?????,0
761,761,?????,0
762,762,?????,0
763,763,?????,0
764,764,?????,0
765,765,?????,0
766,766,?????,0
767,767,?????,0
768,768,?????,0
769,769,?????,0
770,770,?????,0
771,771,?????,0
772,772,?????,0
773,773,?????,0
774,774,?????,0
775,775,?????,0
776,776,?????,0
777,777,?????,0
778,778,?????,0
779,779,?????,0
780,780,?????,0
781,781,?????,0
782,782,?????,0
783,783,?????,0
784,784,?????,0
785,785,?????,0
786,786,?????,0
787,787,?????,0
788,788,?????,0
789,789,?????,0
790,790,?????,0
791,791,?????,0
792,792,?????,0
793,793,?????,0
794,794,?????,0
795,795,?????,0
796,796,?????,0
797,797,?????,0
798,798,?????,0
799,799,?????,0
800,800,?????,0
801,801,?????,0
802,802,?????,0
803,803,?????,0
804,804,?????,0
805,805,?????,0
806,806,?????,0
807,807,?????,0
808,808,?????,0
809,809,?????,0
810,810,?????,0
811,811,?????,0
812,812,?????,0
813,813,?????,0
814,814,?????,0
815,815,?????,0
816,816,?????,0
817,817,?????,0
818,818,?????,0
819,819,?????,0
820,820,?????,0
821,821,?????,0
822,822,?????,0
823,823,?????,0
824,824,?????,0
825,825,?????,0
826,826,?????,0
827,827,?????,0
828,828,?????,0
829,829,?????,0
830,830,?????,0
831,831,?????,0
832,832,?????,0
833,833,?????,0
834,834,?????,0
835,835,?????,0
836,836,?????,0
837,837,?????,0
838,838,?????,0
839,839,?????,0
840,840,?????,0
841,841,?????,0
842,842,?????,0
843,843,?????,0
844,844,?????,0
845,845,?????,0
846,846,?????,0
847,847,?????,0
848,848,?????,0
849,849,?????,0
850,850,?????,0
851,851,?????,0
852,852,?????,0
853,853,?????,0
854,854,?????,0
855,855,?????,0
856,856,?????,0
857,857,?????,0
858,858,?????,0
859,859,?????,0
860,860,?????,0
861,861,?????,0
862,862,?????,0
863,863,?????,0
864,864,?????,0
865,865,?????,0
866,866,?????,0
867,867,?????,0
868,868,?????,0
869,869,?????,0
870,870,?????,0
871,871,?????,0
872,872,?????,0
873,873,?????,0
874,874,?????,0
875,875,?????,0
876,876,?????,0
877,877,?????,0
878,878,?????,0
879,879,?????,0
880,880,?????,0
881,881,?????,0
882,882,與蓋斯對話,0
883,883,與愛麗絲對話,0
884,884,與愛麗絲對話,0
885,885,與柔藍對話,0
886,886,在艾司尼爾入口首次對話,0
887,887,在墨羅斯入口首次對話,0
888,888,首次進入夢境奧涅伊洛,0
889,889,?????,0
890,890,?????,0
891,891,?????,0
892,892,?????,0
893,893,?????,0
894,894,?????,0
895,895,?????,0
896,896,?????,0
897,897,?????,0
898,898,?????,0
899,899,?????,0
900,900,?????,0
901,901,?????,0
902,902,?????,0
903,903,?????,0
904,904,?????,0
905,905,?????,0
906,906,?????,0
907,907,?????,0
908,908,?????,0
909,909,?????,0
910,910,?????,0
911,911,?????,0
912,912,?????,0
913,913,?????,0
914,914,?????,0
915,915,?????,0
916,916,?????,0
917,917,?????,0
918,918,?????,0
919,919,?????,0
920,920,?????,0
921,921,?????,0
922,922,?????,0
923,923,?????,0
924,924,?????,0
925,925,?????,0
926,926,?????,0
927,927,?????,0
928,928,?????,0
929,929,?????,0
930,930,?????,0
931,931,?????,0
932,932,?????,0
933,933,?????,0
934,934,?????,0
935,935,?????,0
936,936,?????,0
937,937,?????,0
938,938,?????,0
939,939,?????,0
940,940,?????,0
941,941,?????,0
942,942,?????,0
943,943,?????,0
944,944,?????,0
945,945,?????,0
946,946,?????,0
947,947,?????,0
948,948,?????,0
949,949,?????,0
950,950,?????,0
951,951,?????,0
952,952,?????,0
953,953,?????,0
954,954,?????,0
955,955,?????,0
956,956,?????,0
957,957,?????,0
958,958,?????,0
959,959,?????,0
960,960,?????,0
961,961,?????,0
962,962,?????,0
963,963,?????,0
964,964,?????,0
965,965,?????,0
966,966,?????,0
967,967,?????,0
968,968,?????,0
969,969,?????,0
970,970,?????,0
971,971,?????,0
972,972,?????,0
973,973,?????,0
974,974,?????,0
975,975,?????,0
976,976,?????,0
977,977,?????,0
978,978,?????,0
979,979,?????,0
980,980,?????,0
981,981,?????,0
982,982,?????,0
983,983,?????,0
984,984,?????,0
985,985,?????,0
986,986,?????,0
987,987,?????,0
988,988,?????,0
989,989,?????,0
990,990,?????,0
991,991,?????,0
992,992,?????,0
993,993,?????,0
994,994,?????,0
995,995,?????,0
996,996,?????,0
997,997,虛擬,0
998,998,虛擬,0
999,999,新手教學結束確認,0
1000,1000,虛擬,0
1001,1001,虛擬,0
1002,1002,虛擬,0
1003,1003,虛擬,0
1004,1004,虛擬,0
1005,1005,虛擬,0
1006,1006,虛擬,0
1007,1007,虛擬,0
1008,1008,虛擬,0
1009,1009,虛擬,0
1010,1010,虛擬,0
1011,1011,虛擬,0
1012,1012,虛擬,0
1013,1013,虛擬,0
1014,1014,虛擬,0
1015,1015,虛擬,0
1016,1016,虛擬,0
1017,1017,虛擬,0
1018,1018,虛擬,0
1019,1019,虛擬,0
1020,1020,虛擬,0
1021,1021,虛擬,0
1022,1022,虛擬,0
1023,1023,虛擬,0
1024,1024,虛擬,0
1025,1025,虛擬,0
1026,1026,虛擬,0
1027,1027,虛擬,0
1028,1028,虛擬,0
1029,1029,虛擬,0
1030,1030,虛擬,0
1031,1031,虛擬,0
1032,1032,虛擬,0
1033,1033,虛擬,0
1034,1034,虛擬,0
1035,1035,虛擬,0
1036,1036,虛擬,0
1037,1037,虛擬,0
1038,1038,虛擬,0
1039,1039,虛擬,0
1040,1040,虛擬,0
1041,1041,虛擬,0
1042,1042,虛擬,0
1043,1043,虛擬,0
1044,1044,虛擬,0
1045,1045,虛擬,0
1046,1046,虛擬,0
1047,1047,虛擬,0
1048,1048,虛擬,0
1049,1049,虛擬,0
1050,1050,虛擬,0
1051,1051,虛擬,0
1052,1052,虛擬,0
1053,1053,虛擬,0
1054,1054,虛擬,0
1055,1055,虛擬,0
1056,1056,虛擬,0
1057,1057,虛擬,0
1058,1058,虛擬,0
1059,1059,虛擬,0
1060,1060,虛擬,0
1061,1061,虛擬,0
1062,1062,虛擬,0
1063,1063,虛擬,0
1064,1064,虛擬,0
1065,1065,虛擬,0
1066,1066,虛擬,0
1067,1067,虛擬,0
1068,1068,虛擬,0
1069,1069,虛擬,0
1070,1070,虛擬,0
1071,1071,虛擬,0
1072,1072,虛擬,0
1073,1073,虛擬,0
1074,1074,虛擬,0
1075,1075,虛擬,0
1076,1076,虛擬,0
1077,1077,虛擬,0
1078,1078,虛擬,0
1079,1079,虛擬,0
1080,1080,虛擬,0
1081,1081,虛擬,0
1082,1082,虛擬,0
1083,1083,虛擬,0
1084,1084,虛擬,0
1085,1085,虛擬,0
1086,1086,虛擬,0
1087,1087,虛擬,0
1088,1088,虛擬,0
1089,1089,虛擬,0
1090,1090,虛擬,0
1091,1091,虛擬,0
1092,1092,虛擬,0
1093,1093,虛擬,0
1094,1094,虛擬,0
1095,1095,虛擬,0
1096,1096,虛擬,0
1097,1097,虛擬,0
1098,1098,虛擬,0
1099,1099,虛擬,0
1100,1100,虛擬,0
1101,1101,[進入GM活動地圖] 胖胖耶比,0
1102,1102,???? ??,0
1103,1103,,0
1104,1104,,0
1105,1105,,0
1106,1106,,0
1107,1107,,0
1108,1108,,0
1109,1109,,0
1110,1110,,0
1111,1111,,0
1112,1112,,0
1113,1113,,0
1114,1114,,0
1115,1115,,0
1116,1116,,0
1117,1117,,0
1118,1118,,0
1119,1119,,0
1120,1120,,0
1121,1121,,0
1122,1122,,0
1123,1123,,0
1124,1124,,0
1125,1125,,0
1126,1126,,0
1127,1127,,0
1128,1128,,0
1129,1129,,0
1130,1130,,0
1131,1131,,0
1132,1132,,0
1133,1133,,0
1134,1134,,0
1135,1135,,0
1136,1136,,0
1137,1137,,0
1138,1138,,0
1139,1139,,0
1140,1140,,0
1141,1141,,0
1142,1142,,0
1143,1143,,0
1144,1144,,0
1145,1145,,0
1146,1146,,0
1147,1147,,0
1148,1148,,0
1149,1149,,0
1150,1150,,0
1151,1151,,0
1152,1152,,0
1153,1153,,0
1154,1154,,0
1155,1155,,0
1156,1156,,0
1157,1157,,0
1158,1158,,0
1159,1159,,0
1160,1160,,0
1161,1161,,0
