ID,_StageID,_MapGroupID,_MapID,_PosX,_PosY
790001,6,0,0,6520,1391
800001,6,0,0,6520,1391
6065,6,0,0,800,1391
600000043,6,0,0,8212,1391
600000051,6,0,0,8192,1391
600000052,6,0,0,8192,1391
600000056,6,0,0,8192,1391
600000061,6,0,0,8192,1391
600000075,6,0,0,3054,1391
600000134,6,0,0,4616,1391
600000159,6,0,0,5517,1391
600000250,6,0,0,7713,1391
600000322,6,0,0,5534,1391
600000323,6,0,0,5534,1391
600000333,6,0,0,5504,1391
600000339,6,0,0,5482,1199
1010201,6,0,0,6225,1391
600000382,6,0,0,4651,1391
600000450,6,0,0,8720,1391
999002,6,0,1,188,1391
13000,6,0,1,1180,1391
5001,6,0,1,2652,1391
1400000,6,0,1,2890,1391
1220002,6,0,1,2880,1391
600403,6,0,1,3004,1391
991002,6,0,1,3004,1391
1002004,6,0,1,1020,1391
1002005,6,0,1,1020,1391
1002006,6,0,1,1020,1391
1230040,6,0,1,1824,1391
1230051,6,0,1,1664,1391
20700005,6,0,1,1380,1391
20700008,6,0,1,1380,1391
20700009,6,0,1,1380,1391
20700010,6,0,1,1380,1391
190503,6,0,1,2936,1391
6016,6,0,2,264,1391
6015,6,0,2,540,1391
6062,6,0,2,764,1391
1090000,6,0,2,2204,1391
6054,6,0,2,2780,1391
999015,6,0,2,1777,1391
100001,6,0,2,1052,1391
100002,6,0,2,1052,1391
440101,6,0,2,1805,1391
500101,6,0,2,1156,1391
207000000,6,0,2,1920,1391
207000001,6,0,2,1920,1391
207000002,6,0,2,1920,1391
207000003,6,0,2,1920,1391
207000004,6,0,2,1920,1391
600000013,6,0,2,1180,1391
23100010,6,0,2,1180,1391
23200000,6,0,2,2700,1391
6005,6,1,0,164,1443
6013,6,1,0,1500,1443
6011,6,2,0,196,1247
6014,6,2,0,800,1247
6012,6,3,0,196,1247
740000,6,3,0,833,1247
6017,6,4,0,1500,1446
590001,6,1,0,500,863
590101,6,1,0,500,863
590201,6,1,0,500,863
1530001,6,1,0,500,863
1540001,6,1,0,500,863
1550001,6,1,0,500,863
6006,6,1,0,1100,863
1470000,6,1,0,500,863
1480000,6,1,0,500,863
1490000,6,1,0,500,863
1500001,6,1,0,500,863
1510001,6,1,0,500,863
1520001,6,1,0,500,863
999017,6,6,0,1092,1343
6004,6,6,0,3036,1343
90000,6,7,0,196,1391
6061,6,4,0,590,1359
6060,6,1,0,1100,863
6008,6,10,0,164,1446
1090005,6,10,0,220,1446
1090013,6,10,0,220,1446
1090015,6,10,0,220,1446
1090023,6,10,0,220,1446
1090025,6,10,0,220,1446
1090033,6,10,0,220,1446
6001,6,5,0,3036,790
6067,6,5,0,164,790
148110000,6,0,0,510,1391
148110001,6,0,0,510,1391
148120001,6,0,0,510,1391
148120002,6,0,0,510,1391
600000012,6,12,0,292,1446
23100001,6,12,0,860,1446
1622901,7,1,0,150,655
1622902,7,1,0,2850,895
1623001,7,2,0,200,1679
1623002,7,2,0,3450,1792
1623101,7,3,0,220,2592
1623102,7,3,0,9350,3040
1623201,7,4,0,220,3008
1623202,7,4,0,800,448
1623301,7,5,0,220,1072
999016,8,0,0,455,719
600000149,9,0,0,267,682
600000151,9,1,0,375,683
600000152,9,2,0,209,927
600000158,9,2,0,187,927
600000157,9,3,0,624,687
600000153,9,4,0,1615,1840
600000156,9,4,0,1515,1840
600000154,9,5,0,140,319
600000155,9,6,0,105,447
600000150,9,7,0,216,287
600000036,9,8,0,128,1456
600000095,9,8,0,128,1456
600000037,9,9,0,1673,1840
600000096,9,9,0,1673,1840
990019,10,0,0,1600,1343
600000000,10,0,0,1605,1343
600000046,10,0,0,564,1343
500005,10,1,0,800,412
500006,10,1,0,800,412
600029,10,2,0,164,1446
600030,10,3,0,164,1446
600031,10,4,0,164,1446
38001,11,0,0,604,351
990502,11,0,0,476,351
19002,12,0,0,196,1375
22000,12,0,0,2972,783
12003,12,0,0,2972,1375
12004,12,0,0,2972,1375
12006,12,0,0,2972,1375
12001,12,1,0,196,1375
990503,12,1,0,2972,783
120001,12,1,0,2972,783
12007,12,2,0,196,1446
12008,12,3,0,196,1446
50100,13,0,0,300,431
6002,13,0,1,2716,1046
85000,14,0,0,516,373
14003,14,0,0,526,1410
14001,14,1,0,540,550
14004,14,1,0,3108,422
14002,14,2,0,1316,550
600000414,14,3,0,426,1423
600000415,14,4,0,277,1711
600000419,14,4,0,5300,1167
600000420,14,4,0,5300,1167
600000421,14,4,0,3000,900
600000416,14,5,0,300,1136
600000417,14,6,0,300,1136
150101,15,0,0,180,354
20002,15,0,0,342,366
116661100,15,0,0,4572,494
15001,15,0,0,2748,533
200011,15,0,1,1372,532
151401,15,0,1,1571,1408
990001,15,0,1,2624,59
150801,15,0,3,2598,530
990002,15,1,0,514,31
150104,15,1,0,2653,1121
150301,15,1,0,3038,610
15000,15,1,0,676,533
15003,15,1,0,2876,613
150103,15,1,1,650,530
150201,15,1,2,128,1297
150001,15,1,2,2652,1172
15002,15,2,0,452,639
15005,15,2,0,2940,655
150105,15,2,2,2268,1299
150102,15,3,0,860,1138
15004,15,3,0,516,1381
15007,15,3,0,2428,437
150401,15,3,2,2781,529
150302,15,4,0,605,1391
115019905,15,4,0,605,1391
15006,15,4,0,420,469
1410103,15,4,0,328,1390
150601,15,5,0,548,658
600000311,15,5,0,988,1887
600000312,15,5,0,575,1823
600000289,15,5,0,2754,1183
600000290,15,5,0,956,2271
600000291,15,5,0,2118,2847
600000292,15,5,0,2381,543
600000293,15,5,0,437,1183
600000294,15,5,0,2634,2207
600000295,15,5,0,2240,991
600000296,15,5,0,1989,543
600000297,15,5,0,1327,1055
600000298,15,5,0,2305,1311
600000299,15,5,0,1955,2223
600000300,15,5,0,1094,1375
600000301,15,5,0,320,1823
600000302,15,5,0,1207,2847
600000303,15,5,0,255,2543
600000304,15,5,0,914,2847
600000305,15,5,0,524,2847
600000306,15,5,0,914,1887
600000307,15,5,0,2663,991
600000308,15,5,0,1805,2847
600000309,15,5,0,2743,543
600000313,15,5,0,424,2717
150505,15,5,1,2142,1043
150504,15,5,1,2653,274
150503,15,5,4,2597,627
150502,15,5,4,2781,627
150701,15,5,4,2910,1171
150501,15,6,0,479,1171
116661200,15,6,0,3351,1071
151024,15,6,2,2919,658
151121,15,6,2,2919,658
151222,15,6,2,2919,658
150506,15,7,0,551,658
151601,15,7,0,2662,626
151501,15,8,0,421,1428
150003,15,8,0,548,410
990003,15,8,0,2307,74
630401,15,9,0,291,1043
151020,15,9,0,641,185
151120,15,9,0,641,185
151221,15,9,0,641,185
151021,15,9,0,1282,92
151022,15,9,0,1282,92
151023,15,9,0,1282,92
151117,15,9,0,1282,92
151118,15,9,0,1282,92
151119,15,9,0,1282,92
151218,15,9,0,1282,92
151219,15,9,0,1282,92
151220,15,9,0,1282,92
990007,15,10,0,420,1170
151013,15,10,0,704,2837
151011,15,10,0,988,2258
151017,15,10,0,988,2835
151004,15,10,0,1060,532
151014,15,10,0,1060,533
151010,15,10,0,1060,1364
151002,15,10,0,1061,1363
151001,15,10,0,1317,1045
151008,15,10,0,1533,1172
151019,15,10,0,1629,2259
151012,15,10,0,1700,2836
151005,15,10,0,1757,531
151009,15,10,0,2141,2259
151003,15,10,0,2212,980
151006,15,10,0,2212,1364
151018,15,10,0,2213,1363
151007,15,10,0,2596,532
151016,15,10,0,2780,1554
151015,15,10,0,2854,2196
151114,15,11,0,421,1684
151116,15,11,0,421,2962
151101,15,11,0,421,2963
990008,15,11,0,550,786
151103,15,11,0,605,2643
151115,15,11,0,605,2645
151112,15,11,0,804,1362
151108,15,11,0,1116,467
151111,15,11,0,1117,467
151109,15,11,0,1181,1812
151113,15,11,0,1181,1813
151105,15,11,0,1244,788
151107,15,11,0,1245,1363
151110,15,11,0,1246,787
151102,15,11,0,1957,1362
151106,15,11,0,2141,1939
151104,15,11,0,2852,1171
151206,15,12,0,381,1428
151212,15,12,0,420,2962
151203,15,12,0,421,2067
151210,15,12,0,421,2067
151207,15,12,0,549,530
151216,15,12,0,1502,2388
990009,15,12,0,1572,1169
151205,15,12,0,1572,1683
151202,15,12,0,1573,2963
151204,15,12,0,1574,660
151213,15,12,0,1757,1299
151201,15,12,0,1758,658
151214,15,12,0,1876,1301
151208,15,12,0,2212,2324
151211,15,12,0,2212,2965
151215,15,12,0,2469,529
151209,15,12,0,2469,1045
151217,15,12,0,2780,1810
151703,15,13,0,356,1297
990004,15,13,0,1213,45
152002,15,13,0,1701,1426
116661300,15,13,0,2366,687
150002,15,14,0,2012,533
151406,15,14,1,862,1139
151404,15,14,1,2597,850
151407,15,14,2,1317,1010
151402,15,14,2,1501,1009
151403,15,14,2,1572,624
151405,15,14,3,2845,500
150802,15,15,0,229,884
150702,15,16,0,389,948
151701,15,16,1,2685,1203
151602,15,17,0,229,641
990005,15,17,0,1095,50
151502,15,17,0,1097,64
990006,15,17,0,2217,64
151901,15,17,0,2333,1460
151301,15,17,0,2813,900
151801,15,17,0,2845,497
151702,15,18,0,356,1218
151704,15,19,0,1702,371
320001,15,19,2,324,854
152001,15,19,2,1861,1267
151902,15,20,0,358,1330
151302,15,20,3,2845,706
160201,16,0,0,3004,1238
160002,16,0,0,196,486
160102,16,1,0,196,2838
160301,16,1,0,3004,1126
160202,16,2,0,196,2838
600001,16,2,0,580,790
600401,16,2,0,580,790
160501,16,2,0,2970,1540
160401,16,2,0,2970,1540
160601,16,2,0,2970,1540
6066,16,2,0,3036,1206
1410111,16,2,0,300,799
16001,16,3,0,3036,790
67005,16,3,0,164,790
160101,16,3,0,3036,790
160302,16,4,0,164,1375
160303,16,5,0,3036,1343
160306,16,6,0,1460,1343
207000015,16,7,0,352,1407
600000042,16,8,0,1520,1407
600000044,16,9,0,2934,1407
24014,17,0,0,196,1398
17019,17,0,0,1532,1398
115023001,17,0,0,196,1398
1030201,17,0,0,3000,1407
640501,17,0,0,3000,1407
999005,17,0,0,3000,1407
991005,17,0,0,3000,1407
17022,17,0,0,796,1158
17015,17,0,0,6200,1407
17011,17,1,0,196,959
30000,17,1,0,1852,959
330000,17,1,0,2940,1392
1300000,17,1,0,3004,959
17003,17,2,0,740,598
770000,17,2,0,833,488
17010,17,3,0,484,582
24012,18,0,0,356,1071
18003,18,0,0,2652,431
115023901,18,0,0,356,1071
115023903,18,0,0,356,1071
1030301,18,0,0,1722,447
18008,18,1,0,3004,991
18000,18,1,0,356,1391
18002,18,2,0,260,342
18006,18,2,0,2940,1398
18012,18,2,0,2492,1126
18007,18,3,0,196,287
18017,18,3,0,1116,342
18010,18,3,0,2844,895
18011,18,4,0,292,639
18015,18,4,0,1756,582
115023002,18,4,0,2482,447
1410104,18,4,0,2600,447
18013,18,5,0,260,486
18016,18,5,0,2940,2166
18014,18,6,0,260,886
640401,18,7,0,1063,612
18019,18,7,0,1820,758
18018,18,8,0,284,2614
18023,18,8,0,2876,886
18020,18,9,0,580,630
18004,18,9,0,2812,1446
18024,18,10,0,228,630
21013,19,0,0,400,1247
19004,19,0,0,2012,1430
999003,19,0,0,2588,1375
2060000,19,0,0,1660,1375
1020201,19,0,0,2874,1375
1090401,19,0,0,2874,1375
19007,19,0,0,1475,1375
610804,19,0,0,4850,1375
12002,19,0,0,3400,1375
23000,19,0,0,6204,1247
991003,19,0,0,4572,1375
750001,19,3,0,832,488
2060003,19,3,0,316,991
2060010,19,3,0,1188,991
2060017,19,3,0,1436,991
2060018,19,3,0,316,991
2060019,19,3,0,1188,991
190402,19,4,0,1300,991
190501,19,2,0,600,1375
190502,19,1,0,1350,1375
630301,20,0,0,6700,1215
115019903,20,0,0,6882,1215
115023000,20,0,0,6899,1215
600000259,20,0,0,9102,1407
1030101,20,0,0,406,1343
1060201,20,0,0,7792,1407
1100701,20,0,0,7792,1407
999004,20,0,1,2236,1334
23006,20,0,1,2524,1334
630303,20,0,1,2846,1460
630304,20,0,1,2846,1460
24000,20,0,1,3172,1206
991004,20,0,1,2875,1460
230000,20,0,1,2624,1344
150004,20,0,0,6700,1215
430001,20,0,2,700,310
760001,20,1,0,833,488
21001,21,0,0,196,1020
21011,21,0,0,2972,540
21015,21,1,0,196,358
21006,21,1,0,196,358
21014,21,1,0,3004,358
21018,21,1,0,3004,1286
19000,21,1,0,3004,358
21009,21,5,0,196,694
21020,21,5,0,3004,998
21019,21,4,0,196,1334
5007,21,2,0,196,910
21005,21,2,0,1700,910
136706000,21,2,0,626,910
1020101,21,2,0,845,910
600000098,21,8,0,114,255
600000126,21,3,0,144,255
600000139,21,3,0,160,255
600000140,21,3,0,8252,431
12000,22,0,0,196,527
22003,22,0,0,2972,1142
22001,22,1,0,228,1222
22008,22,1,0,612,582
22002,22,1,0,2972,1558
22010,22,1,0,2972,2998
1020301,22,1,0,2416,799
2020006,22,2,0,476,422
22007,22,2,0,2972,550
1410102,22,2,0,376,431
22005,22,0,0,2936,518
610501,22,0,0,196,518
22006,22,0,0,196,518
19003,23,0,0,196,1070
23002,23,0,0,3004,940
23007,23,0,0,3004,940
23005,23,1,0,3004,390
23003,23,2,0,196,566
23001,23,1,0,196,525
23004,23,1,0,196,525
23010,23,1,0,3004,875
23014,23,1,0,3004,875
1020401,23,1,0,693,735
20000,23,2,0,3004,750
23008,23,2,0,196,750
23011,23,2,0,196,750
2900009,23,2,0,3002,1370
2890001,23,2,0,3002,1370
2892001,23,2,0,3002,1370
20001,24,0,0,196,1183
24004,24,0,0,3004,847
24006,24,0,0,3004,1407
24002,24,1,0,196,943
690001,24,1,0,1792,1359
690002,24,1,0,1792,1359
24008,24,1,0,3004,1407
24001,24,2,0,228,1407
24010,24,2,0,3004,1407
24009,24,3,0,196,991
24013,24,3,0,196,1407
17000,24,3,0,3004,1167
24003,24,4,0,228,1359
24016,24,4,0,3004,1359
18001,24,5,0,2844,879
24007,24,5,0,196,1407
24015,24,5,0,3004,1407
250002,25,0,0,164,614
5004,25,0,0,1500,614
250004,25,1,0,164,998
250001,25,1,0,1500,486
250006,25,2,0,164,486
250003,25,2,0,1500,998
250005,25,3,0,1500,614
250008,25,3,0,164,614
250007,25,4,0,1500,486
250010,25,4,0,164,998
250012,25,5,0,164,614
250009,25,5,0,1500,614
250014,25,6,0,164,486
250011,25,6,0,1500,486
250013,25,7,0,1500,486
260001,26,0,0,300,1055
260101,26,1,0,300,1391
260201,26,2,0,197,1279
260301,26,3,0,288,1375
260401,26,4,0,188,223
260501,26,5,0,3000,447
260601,26,6,0,300,1055
17018,30,0,0,220,367
30008,30,0,0,2972,383
30003,30,0,0,2972,1327
14460100,30,0,0,264,367
30002,30,1,0,228,1311
30005,30,1,0,2950,351
30004,30,2,0,228,431
310001,30,2,0,2972,751
30001,30,3,0,228,367
30010,30,3,0,2972,1263
30009,30,4,0,228,367
310101,31,0,0,846,911
30007,31,0,0,1700,911
115026902,31,0,0,846,911
310002,31,1,0,164,879
310401,31,1,0,430,1391
310201,31,1,0,2720,1279
14460200,31,1,0,308,879
310102,31,2,0,386,607
310212,31,2,0,420,1071
310214,31,2,0,640,1375
310209,31,2,0,640,271
310210,31,2,0,640,607
310213,31,2,0,920,1247
310208,31,2,0,1190,495
310204,31,2,0,1800,1391
310203,31,2,0,1892,687
310211,31,2,0,1956,399
310206,31,2,0,2204,687
310207,31,2,0,2600,1279
310205,31,2,0,2780,495
310301,31,2,0,2812,1279
310202,31,3,0,320,1391
310602,31,3,0,2880,1007
310103,31,4,0,989,415
310501,31,4,0,2908,1391
310402,31,5,0,356,639
310506,31,5,0,420,1023
310513,31,5,0,583,1391
310507,31,5,0,600,319
310508,31,5,0,600,639
310504,31,5,0,868,1263
310505,31,5,0,1380,543
310514,31,5,0,1753,1391
310511,31,5,0,1892,655
310503,31,5,0,1965,335
310510,31,5,0,2190,655
310509,31,5,0,2560,1263
310512,31,5,0,2741,527
310601,31,5,0,2842,1263
640503,31,6,0,900,495
310502,31,6,0,1019,1391
310302,31,6,0,2810,511
1410105,31,6,0,900,495
31000001,31,7,0,253,687
31000002,31,8,0,262,927
600000039,31,8,0,259,927
151903,32,0,0,164,533
990100,32,1,0,96,519
990101,32,2,0,96,519
990102,32,3,0,96,519
17016,33,0,0,228,1142
330002,33,0,0,2972,982
330001,33,1,0,228,1142
330007,33,1,0,1660,1142
330005,33,1,0,3000,1382
330004,33,2,0,200,1382
37000,33,2,0,2972,1142
330003,33,3,0,196,1382
330009,33,3,0,3004,1382
990022,33,3,0,3004,1142
330008,33,4,0,196,1142
330109,33,4,0,1552,1151
1630003,33,4,0,1984,1152
1647002,33,4,0,2990,991
600000270,33,5,0,126,1151
600000281,33,5,0,3079,991
999021,34,0,0,230,1156
600000067,34,0,0,902,751
34002,34,1,0,260,758
350004,35,0,0,1671,346
38008,35,0,9,164,2788
350005,35,1,0,2158,1141
350006,35,2,0,196,1382
350002,35,2,0,2158,1141
600000171,35,3,0,1026,10608
600000271,35,3,0,60,9919
600000371,35,3,0,63,12143
600000180,35,3,0,458,4221
600000280,35,3,0,852,8863
600000380,35,3,0,1722,5663
600000187,35,3,0,1935,1036
600000287,35,3,0,1038,3507
600000188,35,3,0,1935,1036
600000288,35,3,0,1012,4210
600000172,35,3,0,2936,12143
600000173,35,3,0,1975,11346
600000174,35,3,0,749,8863
600000175,35,3,0,1288,10639
600000176,35,3,0,70,11345
600000177,35,3,0,1665,7439
600000178,35,3,0,1429,9930
600000179,35,3,0,320,10639
600000181,35,3,0,707,7439
600000182,35,3,0,1192,8159
600000183,35,3,0,93,6727
600000184,35,3,0,93,6727
600000185,35,3,0,790,3535
600000186,35,3,0,1963,1749
600000224,35,3,0,2692,12143
990012,36,0,0,320,895
990013,36,0,0,320,895
360002,36,1,0,100,751
600000351,36,1,0,100,927
360001,36,1,0,18500,1055
360003,36,2,0,100,2223
360201,36,2,0,18170,2778
360004,36,3,0,128,2719
360301,36,3,0,19075,2751
360005,36,4,0,320,287
360401,36,4,0,18370,250
360006,36,5,0,120,383
360501,36,5,0,18110,1178
360007,36,6,0,250,1151
360601,36,6,0,19010,1178
360701,36,7,0,2880,650
360008,36,7,0,1060,9327
600000020,36,12,0,18125,1327
600000021,36,13,0,18568,3055
600000022,36,15,0,2617,751
600000101,36,16,0,15745,495
600000125,36,16,0,15681,495
362002,36,16,0,99,1151
600000189,36,17,0,97,1327
600000225,36,17,0,135,1327
362001,36,17,0,134,1151
600000238,36,18,0,198,207
600000239,36,18,0,281,1343
600000240,36,18,0,3963,783
600000242,36,18,0,129,207
362003,36,18,0,99,207
990506,36,18,0,8188,175
600000249,36,19,0,167,191
362004,36,19,0,100,255
990507,36,19,0,7005,959
990508,36,19,0,1726,639
990505,36,20,0,373,895
330006,37,0,0,164,1391
37018,37,0,0,740,1391
650303,37,0,0,1927,1263
650304,37,0,0,1927,1263
650404,37,0,0,1927,1263
650405,37,0,0,1927,1263
999006,37,0,0,2844,1263
45014,37,0,0,2844,1263
991006,37,0,0,1980,1263
115030902,37,0,0,1927,1263
600000263,37,0,0,5244,1343
1040101,37,0,0,2657,1263
1050101,37,0,0,2657,1263
38000,37,0,1,1308,1391
37019,37,0,1,2524,1391
37024,37,0,1,3004,1391
37001,37,1,0,740,534
37014,37,2,0,740,582
45019,37,3,0,1404,1030
37015,37,3,0,196,1030
37010,38,0,0,228,863
11000,38,0,0,3004,863
38003,38,0,0,3004,1375
38002,38,1,0,196,975
38006,38,1,0,196,1375
38009,38,1,0,2972,783
38004,38,2,0,228,991
53016,38,2,0,3036,575
350001,38,2,0,3036,991
38005,38,3,0,196,863
38013,38,3,0,3004,863
38015,38,3,0,3004,1375
1040201,38,3,0,1557,1039
38011,38,4,0,164,863
560001,38,4,0,2972,863
38012,38,5,0,196,863
39016,38,5,0,3000,991
600000190,38,6,0,3402,335
600000191,38,6,0,5945,335
600000192,38,6,0,5945,719
600000193,38,6,0,5945,1103
600000194,38,6,0,5945,1503
600000226,38,6,0,202,1503
39018,39,0,0,164,351
39010,39,0,0,2428,351
39003,39,0,0,3004,639
39002,39,1,0,164,454
39005,39,1,0,3036,2982
39004,39,2,0,164,518
39008,39,2,0,3036,2182
39007,39,3,0,164,1318
40005,39,3,0,2972,2630
39001,39,4,0,164,495
39012,39,4,0,3036,1391
39011,39,5,0,164,1279
38016,39,6,0,164,1055
39000,39,6,0,1116,1055
1040301,39,6,0,541,1055
40002,40,0,0,324,1094
40008,40,1,0,164,991
40000,40,1,0,2876,895
1410108,40,1,0,2850,895
650302,40,2,0,2475,479
40009,40,2,0,164,383
650401,40,2,0,2475,479
115031903,40,2,0,2475,479
115030903,40,2,0,2475,479
1410109,40,2,0,2475,479
39009,40,0,0,164,383
40003,40,0,0,164,1375
40001,40,0,0,3000,991
1050401,40,0,0,1932,1055
992000,40,4,0,324,1092
67004,41,0,0,297,671
41002,41,0,0,2909,527
41001,41,1,0,260,479
41004,41,1,0,2876,799
41003,41,2,0,455,719
41008,41,2,0,2973,351
41005,41,3,0,292,671
42009,41,3,0,2912,527
41011,41,3,0,2882,527
42012,42,0,0,196,1370
42005,42,0,0,3004,830
3750007,42,0,0,412,1370
42007,42,1,0,196,990
42004,42,1,0,3004,540
42003,42,2,0,196,475
42001,42,3,0,196,350
42008,42,3,0,3004,540
42002,42,3,0,3004,990
42006,42,4,0,196,350
58000,42,5,0,196,278
41007,42,5,0,196,630
81000,42,5,0,1070,278
42000,42,5,0,1084,630
600000099,42,6,0,1602,1840
600000127,42,6,0,742,1840
430101,43,0,0,164,1142
20003,43,0,0,3036,1142
430202,43,1,0,164,870
430301,43,1,0,2908,806
430002,43,1,0,3036,1142
430401,43,2,0,228,886
430103,43,2,0,3036,854
430102,43,3,0,228,1174
430304,43,3,0,1532,598
430303,43,3,0,2564,1430
430501,43,4,0,228,1174
430601,43,4,0,1564,598
430201,43,4,0,2268,1302
430402,43,5,0,201,879
115040905,43,5,0,2690,1408
430403,43,6,0,388,976
430701,43,6,0,3036,486
430602,43,7,0,164,486
994000,44,0,0,334,1313
440001,44,1,0,330,530
207000010,44,1,0,300,543
994001,44,2,0,1434,691
600000040,44,2,0,311,431
600000160,44,2,0,300,431
45018,45,0,0,196,1382
45002,45,0,0,2396,886
993201,45,0,0,495,415
45001,45,1,0,228,1390
45004,45,1,0,3004,700
45003,45,2,0,420,1366
45008,45,3,0,388,1260
45009,45,3,0,2844,700
45017,45,4,0,420,1366
45005,45,4,0,2950,1238
450504,45,5,0,316,1574
450503,45,5,0,548,2006
450507,45,5,0,1444,342
450506,45,5,0,1956,2326
45006,45,5,0,2052,3046
450505,45,5,0,2052,3046
450601,45,5,0,2876,502
45011,45,5,0,2876,502
450508,45,5,0,2940,2198
1410106,45,5,0,2850,511
45007,45,6,0,1530,934
45000,45,6,0,1788,1142
37023,45,6,0,672,1328
600000026,45,7,0,294,751
600000276,45,7,0,1391,750
993101,45,8,0,172,849
993000,46,0,0,1890,1137
993100,46,0,0,2188,1188
993001,46,1,0,1890,1137
993200,46,1,0,2188,1188
2005,47,0,0,323,1375
47002,47,0,0,2772,1375
47005,47,0,0,3004,1366
47001,47,1,0,286,1375
4001,47,1,0,2848,1375
47008,47,1,0,2745,607
47003,47,2,0,196,390
47007,47,2,0,196,1046
30020,47,2,0,3072,528
47010,47,4,0,196,1046
480101,48,0,0,3036,1519
480001,48,1,0,164,1462
480202,48,1,0,3004,1462
480102,48,2,0,164,1462
480301,48,2,0,3036,1462
480201,48,3,0,164,1462
490002,48,3,0,2665,1458
9000016,48,4,0,838,1215
860102,49,0,0,324,1478
480402,49,0,0,856,1487
3100012,50,0,0,878,540
6007,50,1,0,284,214
60021,50,1,0,284,214
500102,50,1,0,640,496
600000418,50,4,0,317,511
600000413,50,5,0,284,1136
990015,51,0,0,300,323
4006,52,0,0,452,1238
520004,52,1,0,388,534
520201,52,1,0,2876,1174
520202,52,2,0,260,991
520301,52,2,0,292,406
520102,52,2,0,292,1567
520205,52,2,0,2876,854
520204,52,2,0,2908,406
520203,52,2,0,2940,1238
520206,52,3,0,260,1110
520302,52,4,0,368,959
520402,52,5,0,288,1110
520502,52,6,0,64,1108
2050003,52,7,0,288,1120
990016,52,7,0,228,1110
520801,52,8,0,300,959
38007,53,0,0,476,1375
53000,53,0,0,1436,1375
1050201,53,0,0,386,1375
53012,53,1,0,164,1103
53004,53,1,0,3036,383
53009,53,1,0,3036,1375
53002,53,2,0,164,447
53006,53,2,0,3036,719
53005,53,3,0,164,959
53008,53,3,0,3036,1375
53007,53,4,0,164,1375
53003,53,5,0,164,1343
53011,53,5,0,3036,1343
53010,53,6,0,164,1343
600000045,53,7,0,382,1343
990500,54,0,0,640,100
540101,54,0,0,3036,12255
540001,54,1,0,164,1311
540201,54,1,0,3036,1311
14460300,54,1,0,228,1311
