ID,_Lv,_Class,_Fx,_SoundEffect,_Message,_Red,_Green,_Blue,_Skill_Open,_HelpmenuID
202,202,1,506,11,恭喜！ 升級了！,133,253,212,0,0
203,203,1,506,11,恭喜！ 升級了！,133,253,212,0,0
204,204,1,506,11,恭喜！ 升級了！,133,253,212,0,0
205,205,1,506,11,恭喜！ 升級了！,133,253,212,0,0
206,206,1,506,11,恭喜！ 升級了！,133,253,212,0,0
207,207,1,506,11,恭喜！ 升級了！,133,253,212,0,0
208,208,1,506,11,恭喜！ 升級了！,133,253,212,0,0
209,209,1,506,11,恭喜！ 升級了！,133,253,212,0,0
210,210,1,506,11,恭喜！ 升級了！,133,253,212,0,0
211,211,1,506,11,恭喜！ 升級了！,133,253,212,0,0
212,212,1,506,11,恭喜！ 升級了！,133,253,212,0,0
213,213,1,506,11,恭喜！ 升級了！,133,253,212,0,0
214,214,1,506,11,恭喜！ 升級了！,133,253,212,0,0
215,215,1,506,11,恭喜！ 升級了！,133,253,212,0,0
216,216,1,506,11,恭喜！ 升級了！,133,253,212,0,0
217,217,1,506,11,恭喜！ 升級了！,133,253,212,0,0
218,218,1,506,11,恭喜！ 升級了！,133,253,212,0,0
219,219,1,506,11,恭喜！ 升級了！,133,253,212,0,0
220,220,1,506,11,恭喜！ 升級了！,133,253,212,0,0
221,221,1,506,11,恭喜！ 升級了！,133,253,212,0,0
222,222,1,506,11,恭喜！ 升級了！,133,253,212,0,0
223,223,1,506,11,恭喜！ 升級了！,133,253,212,0,0
224,224,1,506,11,恭喜！ 升級了！,133,253,212,0,0
225,225,1,506,11,恭喜！ 升級了！,133,253,212,0,0
226,226,1,506,11,恭喜！ 升級了！,133,253,212,0,0
227,227,1,506,11,恭喜！ 升級了！,133,253,212,0,0
228,228,1,506,11,恭喜！ 升級了！,133,253,212,0,0
229,229,1,506,11,恭喜！ 升級了！,133,253,212,0,0
230,230,1,506,11,恭喜！ 升級了！,133,253,212,0,0
231,231,1,506,11,恭喜！ 升級了！,133,253,212,0,0
232,232,1,506,11,恭喜！ 升級了！,133,253,212,0,0
233,233,1,506,11,恭喜！ 升級了！,133,253,212,0,0
234,234,1,506,11,恭喜！ 升級了！,133,253,212,0,0
235,235,1,506,11,恭喜！ 升級了！,133,253,212,0,0
236,236,1,506,11,恭喜！ 升級了！,133,253,212,0,0
237,237,1,506,11,恭喜！ 升級了！,133,253,212,0,0
238,238,1,506,11,恭喜！ 升級了！,133,253,212,0,0
239,239,1,506,11,恭喜！ 升級了！,133,253,212,0,0
240,240,1,506,11,恭喜！ 升級了！,133,253,212,0,0
241,241,1,506,11,恭喜！ 升級了！,133,253,212,0,0
242,242,1,506,11,恭喜！ 升級了！,133,253,212,0,0
243,243,1,506,11,恭喜！ 升級了！,133,253,212,0,0
244,244,1,506,11,恭喜！ 升級了！,133,253,212,0,0
245,245,1,506,11,恭喜！ 升級了！,133,253,212,0,0
246,246,1,506,11,恭喜！ 升級了！,133,253,212,0,0
247,247,1,506,11,恭喜！ 升級了！,133,253,212,0,0
248,248,1,506,11,恭喜！ 升級了！,133,253,212,0,0
249,249,1,506,11,恭喜！ 升級了！,133,253,212,0,0
250,250,1,506,11,恭喜！ 升級了！,133,253,212,0,0
251,251,1,506,11,恭喜！ 升級了！,133,253,212,0,0
252,252,1,506,11,恭喜！ 升級了！,133,253,212,0,0
253,253,1,506,11,恭喜！ 升級了！,133,253,212,0,0
254,254,1,506,11,恭喜！ 升級了！,133,253,212,0,0
255,255,1,506,11,恭喜！ 升級了！,133,253,212,0,0
256,1,2,506,11,恭喜！ 升級了！,133,253,212,0,0
257,2,2,506,11,恭喜！ 升級了！,133,253,212,1,0
258,3,2,506,11,恭喜！ 升級了！,133,253,212,0,700
259,4,2,506,11,恭喜！ 升級了！,133,253,212,0,0
260,5,2,506,11,恭喜！ 升級了！,133,253,212,1,700
261,6,2,506,11,恭喜！ 升級了！,133,253,212,0,0
262,7,2,506,11,恭喜！ 升級了！,133,253,212,0,600
263,8,2,506,11,恭喜！ 升級了！,133,253,212,0,0
264,9,2,506,11,恭喜！ 升級了！,133,253,212,0,0
265,10,2,506,11,恭喜！ 升級了！,133,253,212,0,1800
266,11,2,506,11,恭喜！ 升級了！,133,253,212,0,0
267,12,2,506,11,恭喜！ 升級了！,133,253,212,1,0
268,13,2,506,11,恭喜！ 升級了！,133,253,212,0,0
269,14,2,506,11,恭喜！ 升級了！,133,253,212,0,0
270,15,2,506,11,恭喜！ 升級了！,133,253,212,0,1500
271,16,2,506,11,恭喜！ 升級了！,133,253,212,0,0
272,17,2,506,11,恭喜！ 升級了！,133,253,212,0,3100
273,18,2,506,11,恭喜！ 升級了！,133,253,212,0,0
274,19,2,506,11,恭喜！ 升級了！,133,253,212,0,0
275,20,2,506,11,恭喜！ 升級了！,133,253,212,1,1200
276,21,2,506,11,恭喜！ 升級了！,133,253,212,0,0
277,22,2,506,11,恭喜！ 升級了！,133,253,212,0,0
278,23,2,506,11,恭喜！ 升級了！,133,253,212,0,1000
279,24,2,506,11,恭喜！ 升級了！,133,253,212,0,0
280,25,2,506,11,恭喜！ 升級了！,133,253,212,0,900
281,26,2,506,11,恭喜！ 升級了！,133,253,212,0,0
282,27,2,506,11,恭喜！ 升級了！,133,253,212,0,0
283,28,2,506,11,恭喜！ 升級了！,133,253,212,0,0
284,29,2,506,11,恭喜！ 升級了！,133,253,212,0,0
285,30,2,506,11,恭喜！ 升級了！,133,253,212,0,2000
286,31,2,506,11,恭喜！ 升級了！,133,253,212,0,0
287,32,2,506,11,恭喜！ 升級了！,133,253,212,0,0
288,33,2,506,11,恭喜！ 升級了！,133,253,212,0,0
289,34,2,506,11,恭喜！ 升級了！,133,253,212,0,0
290,35,2,506,11,恭喜！ 升級了！,133,253,212,0,1900
291,36,2,506,11,恭喜！ 升級了！,133,253,212,0,0
292,37,2,506,11,恭喜！ 升級了！,133,253,212,0,0
293,38,2,506,11,恭喜！ 升級了！,133,253,212,0,0
294,39,2,506,11,恭喜！ 升級了！,133,253,212,0,0
295,40,2,506,11,恭喜！ 升級了！,133,253,212,0,3000
296,41,2,506,11,恭喜！ 升級了！,133,253,212,0,0
297,42,2,506,11,恭喜！ 升級了！,133,253,212,0,0
298,43,2,506,11,恭喜！ 升級了！,133,253,212,0,0
299,44,2,506,11,恭喜！ 升級了！,133,253,212,0,0
300,45,2,506,11,恭喜！ 升級了！,133,253,212,0,2200
301,46,2,506,11,恭喜！ 升級了！,133,253,212,0,0
302,47,2,506,11,恭喜！ 升級了！,133,253,212,0,0
303,48,2,506,11,恭喜！ 升級了！,133,253,212,0,0
304,49,2,506,11,恭喜！ 升級了！,133,253,212,0,0
305,50,2,506,11,恭喜！ 升級了！ 你可以在吉納蒂亞進行1轉。,133,253,212,0,1100
306,51,2,506,11,恭喜！ 升級了！,133,253,212,0,0
307,52,2,506,11,恭喜！ 升級了！,133,253,212,0,0
308,53,2,506,11,恭喜！ 升級了！,133,253,212,0,0
309,54,2,506,11,恭喜！ 升級了！,133,253,212,0,0
310,55,2,506,11,恭喜！ 升級了！,133,253,212,0,0
311,56,2,506,11,恭喜！ 升級了！,133,253,212,0,0
312,57,2,506,11,恭喜！ 升級了！,133,253,212,0,0
313,58,2,506,11,恭喜！ 升級了！,133,253,212,0,0
314,59,2,506,11,恭喜！ 升級了！,133,253,212,0,0
315,60,2,506,11,恭喜！ 升級了！,133,253,212,0,0
316,61,2,506,11,恭喜！ 升級了！,133,253,212,0,0
317,62,2,506,11,恭喜！ 升級了！,133,253,212,0,0
318,63,2,506,11,恭喜！ 升級了！,133,253,212,0,0
319,64,2,506,11,恭喜！ 升級了！,133,253,212,0,0
320,65,2,506,11,恭喜！ 升級了！,133,253,212,0,0
321,66,2,506,11,恭喜！ 升級了！,133,253,212,0,0
322,67,2,506,11,恭喜！ 升級了！,133,253,212,0,0
323,68,2,506,11,恭喜！ 升級了！,133,253,212,0,0
324,69,2,506,11,恭喜！ 升級了！,133,253,212,0,0
325,70,2,506,11,恭喜！ 升級了！,133,253,212,0,0
326,71,2,506,11,恭喜！ 升級了！,133,253,212,0,0
327,72,2,506,11,恭喜！ 升級了！,133,253,212,0,0
328,73,2,506,11,恭喜！ 升級了！,133,253,212,0,0
329,74,2,506,11,恭喜！ 升級了！,133,253,212,0,0
330,75,2,506,11,恭喜！ 升級了！,133,253,212,0,0
331,76,2,506,11,恭喜！ 升級了！,133,253,212,0,0
332,77,2,506,11,恭喜！ 升級了！,133,253,212,0,0
333,78,2,506,11,恭喜！ 升級了！,133,253,212,0,0
334,79,2,506,11,恭喜！ 升級了！,133,253,212,0,0
335,80,2,506,11,恭喜！ 升級了！,133,253,212,0,0
336,81,2,506,11,恭喜！ 升級了！,133,253,212,0,0
337,82,2,506,11,恭喜！ 升級了！,133,253,212,0,0
338,83,2,506,11,恭喜！ 升級了！,133,253,212,0,0
339,84,2,506,11,恭喜！ 升級了！,133,253,212,0,0
340,85,2,506,11,恭喜！ 升級了！,133,253,212,0,0
341,86,2,506,11,恭喜！ 升級了！,133,253,212,0,0
342,87,2,506,11,恭喜！ 升級了！,133,253,212,0,0
343,88,2,506,11,恭喜！ 升級了！,133,253,212,0,0
344,89,2,506,11,恭喜！ 升級了！,133,253,212,0,0
345,90,2,506,11,恭喜！ 升級了！,133,253,212,0,0
346,91,2,506,11,恭喜！ 升級了！,133,253,212,0,0
347,92,2,506,11,恭喜！ 升級了！,133,253,212,0,0
348,93,2,506,11,恭喜！ 升級了！,133,253,212,0,0
349,94,2,506,11,恭喜！ 升級了！,133,253,212,0,0
350,95,2,506,11,恭喜！ 升級了！,133,253,212,0,0
351,96,2,506,11,恭喜！ 升級了！,133,253,212,0,0
352,97,2,506,11,恭喜！ 升級了！,133,253,212,0,0
353,98,2,506,11,恭喜！ 升級了！,133,253,212,0,0
354,99,2,506,11,恭喜！ 升級了！,133,253,212,0,0
355,100,2,506,11,恭喜！ 升級了！,133,253,212,0,0
356,101,2,506,11,恭喜！ 升級了！,133,253,212,0,0
357,102,2,506,11,恭喜！ 升級了！,133,253,212,0,0
358,103,2,506,11,恭喜！ 升級了！,133,253,212,0,0
359,104,2,506,11,恭喜！ 升級了！,133,253,212,0,0
360,105,2,506,11,恭喜！ 升級了！,133,253,212,0,0
361,106,2,506,11,恭喜！ 升級了！,133,253,212,0,0
362,107,2,506,11,恭喜！ 升級了！,133,253,212,0,0
363,108,2,506,11,恭喜！ 升級了！,133,253,212,0,0
364,109,2,506,11,恭喜！ 升級了！,133,253,212,0,0
365,110,2,506,11,恭喜！ 升級了！,133,253,212,0,0
366,111,2,506,11,恭喜！ 升級了！,133,253,212,0,0
367,112,2,506,11,恭喜！ 升級了！,133,253,212,0,0
368,113,2,506,11,恭喜！ 升級了！,133,253,212,0,0
369,114,2,506,11,恭喜！ 升級了！,133,253,212,0,0
370,115,2,506,11,恭喜！ 升級了！,133,253,212,0,0
371,116,2,506,11,恭喜！ 升級了！,133,253,212,0,0
372,117,2,506,11,恭喜！ 升級了！,133,253,212,0,0
373,118,2,506,11,恭喜！ 升級了！,133,253,212,0,0
374,119,2,506,11,恭喜！ 升級了！,133,253,212,0,0
375,120,2,506,11,恭喜！ 升級了！,133,253,212,0,0
376,121,2,506,11,恭喜！ 升級了！,133,253,212,0,0
377,122,2,506,11,恭喜！ 升級了！,133,253,212,0,0
378,123,2,506,11,恭喜！ 升級了！,133,253,212,0,0
379,124,2,506,11,恭喜！ 升級了！,133,253,212,0,0
380,125,2,506,11,恭喜！ 升級了！,133,253,212,0,0
381,126,2,506,11,恭喜！ 升級了！,133,253,212,0,0
382,127,2,506,11,恭喜！ 升級了！,133,253,212,0,0
383,128,2,506,11,恭喜！ 升級了！,133,253,212,0,0
384,129,2,506,11,恭喜！ 升級了！,133,253,212,0,0
385,130,2,506,11,恭喜！ 升級了！,133,253,212,0,0
386,131,2,506,11,恭喜！ 升級了！,133,253,212,0,0
387,132,2,506,11,恭喜！ 升級了！,133,253,212,0,0
388,133,2,506,11,恭喜！ 升級了！,133,253,212,0,0
389,134,2,506,11,恭喜！ 升級了！,133,253,212,0,0
390,135,2,506,11,恭喜！ 升級了！,133,253,212,0,0
391,136,2,506,11,恭喜！ 升級了！,133,253,212,0,0
392,137,2,506,11,恭喜！ 升級了！,133,253,212,0,0
393,138,2,506,11,恭喜！ 升級了！,133,253,212,0,0
394,139,2,506,11,恭喜！ 升級了！,133,253,212,0,0
395,140,2,506,11,恭喜！ 升級了！,133,253,212,0,0
396,141,2,506,11,恭喜！ 升級了！,133,253,212,0,0
397,142,2,506,11,恭喜！ 升級了！,133,253,212,0,0
398,143,2,506,11,恭喜！ 升級了！,133,253,212,0,0
399,144,2,506,11,恭喜！ 升級了！,133,253,212,0,0
400,145,2,506,11,恭喜！ 升級了！,133,253,212,0,0
401,146,2,506,11,恭喜！ 升級了！,133,253,212,0,0
402,147,2,506,11,恭喜！ 升級了！,133,253,212,0,0
403,148,2,506,11,恭喜！ 升級了！,133,253,212,0,0
404,149,2,506,11,恭喜！ 升級了！,133,253,212,0,0
405,150,2,506,11,恭喜！ 升級了！,133,253,212,0,0
406,151,2,506,11,恭喜！ 升級了！,133,253,212,0,0
407,152,2,506,11,恭喜！ 升級了！,133,253,212,0,0
408,153,2,506,11,恭喜！ 升級了！,133,253,212,0,0
409,154,2,506,11,恭喜！ 升級了！,133,253,212,0,0
410,155,2,506,11,恭喜！ 升級了！,133,253,212,0,0
411,156,2,506,11,恭喜！ 升級了！,133,253,212,0,0
412,157,2,506,11,恭喜！ 升級了！,133,253,212,0,0
413,158,2,506,11,恭喜！ 升級了！,133,253,212,0,0
414,159,2,506,11,恭喜！ 升級了！,133,253,212,0,0
415,160,2,506,11,恭喜！ 升級了！,133,253,212,0,0
416,161,2,506,11,恭喜！ 升級了！,133,253,212,0,0
417,162,2,506,11,恭喜！ 升級了！,133,253,212,0,0
418,163,2,506,11,恭喜！ 升級了！,133,253,212,0,0
419,164,2,506,11,恭喜！ 升級了！,133,253,212,0,0
420,165,2,506,11,恭喜！ 升級了！,133,253,212,0,0
421,166,2,506,11,恭喜！ 升級了！,133,253,212,0,0
422,167,2,506,11,恭喜！ 升級了！,133,253,212,0,0
423,168,2,506,11,恭喜！ 升級了！,133,253,212,0,0
424,169,2,506,11,恭喜！ 升級了！,133,253,212,0,0
425,170,2,506,11,恭喜！ 升級了！,133,253,212,0,0
426,171,2,506,11,恭喜！ 升級了！,133,253,212,0,0
427,172,2,506,11,恭喜！ 升級了！,133,253,212,0,0
428,173,2,506,11,恭喜！ 升級了！,133,253,212,0,0
429,174,2,506,11,恭喜！ 升級了！,133,253,212,0,0
430,175,2,506,11,恭喜！ 升級了！,133,253,212,0,0
431,176,2,506,11,恭喜！ 升級了！,133,253,212,0,0
