ID,_EventGroup,_Subject,_Description,_ItemID,_ItemName,_ItemRare,_ItemCount,_Ely
2012,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,162500016,莉莉的第三藍色寶石,5,1,0
2013,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,170195425,AURORA GARDEN稱號學習書(100%),1,1,0
2014,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,170181114,加油吧技能學習書,1,1,0
2015,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,190145044,藍寶怪領養券,1,1,0
2016,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,170195434,HAPPY HAPPY 稱號學習書(30日),1,1,0
2017,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,190144681,特別覺醒劑,1,2,0
2018,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,190180646,卡蒂亞•舒的石頭兌換券,1,1,0
2019,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,190145854,布迪蕾蕾領養券,1,1,0
2020,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,1300000562,影波克領養券,1,1,0
2021,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,190144598,布迪德古氏領養券,1,1,0
2022,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,1300000709,HAPPY領養券,1,1,0
2023,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,190145312,堤米領養券,1,1,0
2024,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,190145225,咕咕雞領養券,1,1,0
2025,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,163300401,喬安潘的第四個紅色寶石,5,1,0
2026,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,163400401,卡茲諾的第四個黃色寶石,5,1,0
2027,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,163500401,莉莉的第四個藍色寶石,5,1,0
2028,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,190145747,稱號100%學習書箱子,1,1,0
2029,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,170195644,Summer Night(30日)學習書,1,1,0
2030,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,40194107,神秘夜空披風,1,1,0
2031,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,162300016,草恩潘的第三紅色寶石,5,1,0
2032,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,162400016,卡茲諾的第三黃色寶石,5,1,0
2033,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,162500016,莉莉的第三藍色寶石,5,1,0
2034,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,190146323,邁克爾領養券 [永久制],1,1,0
2035,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,190146235,鈕扣貓領養券 [永久制],1,1,0
2036,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,190146273,艾菈領養券 [永久制],1,1,0
2037,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,190145984,閃亮魔法傷害字型外觀裝扮票券,1,1,0
2038,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,1300001055,MAX夥伴機會箱,1,1,0
2039,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,170196046,[活動] 副職業變更券,1,1,0
2040,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,1300001161,每日寶袋[特別覺醒劑](5日),1,1,0
2041,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,170196045,副本初始化藥水 (7日),1,1,0
2042,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,190145949,傷害字型外觀裝扮票券,1,1,0
2043,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,190145977,地墊裝扮票券,1,1,0
2044,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,190144681,特別覺醒劑,1,1,0
2045,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,190150902,復活精髓,1,30,0
2046,2001,彩虹島物語箱子購買送品,彩虹島物語箱子購買獎勵,190146568,記憶碎片,1,30,0
16060104,2,茁壯成長吧~!,,190144536,活動 靈藥箱子 (x 10),1,10,0
16060105,2,茁壯成長吧~!,,190150601,傳送水晶碎片 (x 10),1,10,0
16060106,2,茁壯成長吧~!,,170200101,活動伺服器麥克風 (x 2),1,2,0
16060107,2,茁壯成長吧~!,,170196601,活動 經驗值秘藥100% (x 2),1,2,0
16062801,3,07/16盛夏繽紛派對(地推活動),,1200000005,彩虹殘像鏡子 +6 (15日),1,1,0
16062802,4,悸動的開始！首儲拿超實用禮物,,170160101,背包裝備欄位擴充,1,1,0
16062803,5,冒險就緒！消費指定滿額送,累積消費金額 150點獎勵,170196601,經驗值秘藥100% (x 2),1,2,0
16062804,5,冒險就緒！消費指定滿額送,累積消費金額 300點獎勵,170160301,背包其他欄位擴充,1,1,0
16062805,5,冒險就緒！消費指定滿額送,累積消費金額 300點獎勵,190179866,聰明藥寶箱,1,1,0
16062806,5,冒險就緒！消費指定滿額送,累積消費金額 500點獎勵,170160201,背包消耗品欄位擴充,1,1,0
16062807,5,冒險就緒！消費指定滿額送,累積消費金額 500點獎勵,190191802,降級鑲嵌金錘 (x 2),1,2,0
16062808,5,冒險就緒！消費指定滿額送,累積消費金額 500點獎勵,190179866,聰明藥寶箱 (x 2),1,2,0
16062809,5,冒險就緒！消費指定滿額送,累積消費金額 1000點獎勵,170160101,背包裝備欄位擴充,1,1,0
16062810,5,冒險就緒！消費指定滿額送,累積消費金額 1000點獎勵,170160701,倉庫欄位擴充,1,1,0
16062811,5,冒險就緒！消費指定滿額送,累積消費金額 1000點獎勵,190179866,聰明藥寶箱 (x 2),1,2,0
16062812,5,冒險就緒！消費指定滿額送,累積消費金額 1000點獎勵,190150902,復活精髓 (x 5),1,5,0
16062813,5,冒險就緒！消費指定滿額送,累積消費金額 1000點獎勵,190144679,活動 覺醒劑 (x 3),1,3,0
16062816,6,穿時裝拿好禮！註冊立即享受,創建帳號活動獎勵禮包,190150601,傳送水晶碎片 (x 20),1,20,0
16062822,8,事前登入活動,,1100000001,???(30?),5,1,0
16062823,8,事前登入活動,,81695548,??? ?? ???(30?),1,1,0
16062824,9,職業視頻分享活動,,300199014,星星圖案的普通花紋,1,5,0
16062901,10,公會招募欄，期待您的加入！,參加獎,170200291,活動 頻道麥克風 (x 2),1,2,0
16062902,10,公會招募欄，期待您的加入！,參加獎,170200191,活動 伺服器麥克風 (x 2),1,2,0
16062903,10,公會招募欄，期待您的加入！,公會獎獎勵,160290105,公會招募戒指,1,1,0
16070501,11,我也可以成為潛力股~!,,1300000213,彩虹島物語皇家箱子 (x 10),1,10,0
16070502,11,我也可以成為潛力股~!,,170195350,活動 經驗值的秘藥 888% (x 2),1,2,0
16070503,12,FB 按讚&分享活動,,1300000224,彩虹認證島民稱號學習書(永久)(100%),1,1,0
16070504,12,FB 按讚&分享活動,,170196615,活動 經驗值秘藥500% (x 2),1,2,0
16070505,13,FB粉絲團_《彩虹島物語》盛夏繽紛派對！集氣應援送好禮！,,1200000008,兵蟻G頭盔(30日),1,1,0
16070506,13,FB粉絲團_《彩虹島物語》盛夏繽紛派對！集氣應援送好禮！,,1200000009,兵蟻G拖鞋(30日),1,1,0
16070507,13,FB粉絲團_《彩虹島物語》盛夏繽紛派對！集氣應援送好禮！,,1200000010,兵蟻G衣服(30日),1,1,0
16071402,15,FB粉絲團_彩虹島之大躍進,感謝您參予FB粉絲團_彩虹島之大躍進，，此為計算後有效留言及加贈活動獎勵，請確認接收。,190145849,物理攻擊力靈藥 (x 5),1,5,0
16071403,15,FB粉絲團_彩虹島之大躍進,感謝您參予FB粉絲團_彩虹島之大躍進，，此為計算後有效留言及加贈活動獎勵，請確認接收。,170171251,活動 鑲嵌的妙藥 (x 2),1,2,0
16071701,16,公測補償禮品,感謝玩家11小時等待，公測補償禮物[永久時裝：閃亮短版外套套裝],1300000245,閃亮短版外套套裝(永久),1,1,0
16071702,16,公測補償禮品,感謝玩家11小時等待，公測補償禮物[幸運龍(Lv.20)(60日)],700103820,幸運龍★20,5,1,0
16071703,16,公測補償禮品,感謝玩家11小時等待，公測補償禮物[HAPPY-文字戒指],160299732,HAPPY-文字戒指,1,1,0
16072001,17,開新伺服器_追加新帳號,"登入為新帳號新伺服器""小耶比""",100165101,兔鼻,1,1,0
16072601,18,爬樹藤登高大賽獎勵,爬樹藤登高大賽第一名,1300000246,爬樹藤大賽高手(稱號學習書)(30日),1,1,0
16072602,18,爬樹藤登高大賽獎勵,爬樹藤登高大賽第二名,1300000247,差一點第一名(稱號學習書)(30日),1,1,0
16072603,18,爬樹藤登高大賽獎勵,爬樹藤登高大賽第三名,1300000248,第三名感覺不差(稱號學習書)(30日),1,1,0
16072604,18,爬樹藤登高大賽獎勵,,190179866,聰明藥箱子,1,1,0
16072605,19,07/16盛夏繽紛派對(地推活動)(補償),盛夏繽紛派對-七彩的七殘像,1200000005,彩虹殘像鏡子 +6 (15日),1,1,0
16072901,21,創立公會攜手拿好康,恭喜公會成員達30人，讓公會茁壯強大!加油!,100146301,小奶嘴,1,1,0
16072902,21,創立公會攜手拿好康,恭喜公會成員達30人，讓公會茁壯強大!加油!,160299732,HAPPY-文字戒指,1,1,0
16072903,22,[消費指定滿額送]活動獎勵,恭喜您達成消費150元活動條件，特此發送活動獎勵。,170200191,活動:伺服器麥克風 (x 5),1,5,0
16072904,22,[消費指定滿額送]活動獎勵,恭喜您達成消費300元活動條件，特此發送活動獎勵。,190160303,專家眼型優惠券,1,1,0
16072905,22,[消費指定滿額送]活動獎勵,恭喜您達成消費300元活動條件，特此發送活動獎勵。,300199012,明月花紋 (x 2),1,2,0
16072906,22,[消費指定滿額送]活動獎勵,恭喜您達成消費500元活動條件，特此發送活動獎勵。,190160103,專家髮型優惠券,1,1,0
16072907,22,[消費指定滿額送]活動獎勵,恭喜您達成消費500元活動條件，特此發送活動獎勵。,190191802,降級鑲嵌金錘 (x 2),1,2,0
16072908,22,[消費指定滿額送]活動獎勵,恭喜您達成消費500元活動條件，特此發送活動獎勵。,300199012,明月花紋 (x 2),1,2,0
16072909,22,[消費指定滿額送]活動獎勵,恭喜您達成消費1000元活動條件，特此發送活動獎勵。,170160701,倉庫背包擴充,1,1,0
16072910,22,[消費指定滿額送]活動獎勵,恭喜您達成消費1000元活動條件，特此發送活動獎勵。,190160303,專家眼型優惠券,1,1,0
16072911,22,[消費指定滿額送]活動獎勵,恭喜您達成消費1000元活動條件，特此發送活動獎勵。,190160103,專家髮型優惠券,1,1,0
16072912,22,[消費指定滿額送]活動獎勵,恭喜您達成消費1000元活動條件，特此發送活動獎勵。,300199012,明月花紋 (x 3),1,3,0
16072913,22,[消費指定滿額送]活動獎勵,恭喜您達成消費1000元活動條件，特此發送活動獎勵。,190191802,降級鑲嵌金錘 (x 3),1,3,0
16072914,23,[指定儲值滿額送]活動獎勵,恭喜您達成活動條件，特此發送活動獎勵。,170160301,其他背包擴充,1,1,0
16072915,24,感恩父親節活動,感謝您參予父親節活動!特此贈送活動獎勵。,90467002,耶比爸爸玩偶帽子,1,1,0
16072916,25,夏日大作戰活動,感謝島民的參予[夏日大作戰]活動，發送[夏日專屬遮陽帽]活動獎勵。,90447001,白色海灘帽子,1,1,0
16072917,25,夏日大作戰活動,感謝島民的參予[夏日大作戰]活動，發送[夏日專屬遮陽帽]活動獎勵。,90450601,棒球小子球帽(90日),1,1,0
16080901,26,[活動]彩虹島新服新世界,彩虹島新服新世界活動獎勵,190144654,太初的防具兌換券,1,1,0
16080902,27,[指定儲值滿額送]活動獎勵,恭喜您達成活動條件，特此發送'加碼'活動獎勵。,40195259,企鵝披風(30日),1,1,0
16080903,27,[消費指定滿額送]活動獎勵,恭喜您達成消費150元活動條件，特此'加碼'發送活動獎勵。,120168301,發黑的臉,1,1,0
16080904,27,[消費指定滿額送]活動獎勵,恭喜您達成消費300元活動條件，特此'加碼'發送活動獎勵。,90564102,魂魄出現的頭,1,1,0
16080905,27,[消費指定滿額送]活動獎勵,恭喜您達成消費500元活動條件，特此'加碼'發送活動獎勵。,120168301,發黑的臉,1,1,0
16080906,27,[消費指定滿額送]活動獎勵,恭喜您達成消費500元活動條件，特此'加碼'發送活動獎勵。,90564102,魂魄出現的頭,1,1,0
16080907,27,[消費指定滿額送]活動獎勵,恭喜您達成消費1000元活動條件，特此'加碼'發送活動獎勵。,120168301,發黑的臉,1,1,0
16080908,27,[消費指定滿額送]活動獎勵,恭喜您達成消費1000元活動條件，特此'加碼'發送活動獎勵。,90564102,魂魄出現的頭,1,1,0
16080909,27,[消費指定滿額送]活動獎勵,恭喜您達成消費1000元活動條件，特此'加碼'發送活動獎勵。,40164101,無臉鬼,1,1,0
16081601,28,註冊好禮獎不完,註冊好禮獎不完活動獎勵,81695131,彩虹島88列車(8日),1,1,0
16081602,28,註冊好禮獎不完,註冊好禮獎不完活動獎勵,160190111,雷比的石頭(7日),1,1,0
16081603,28,註冊好禮獎不完,註冊好禮獎不完活動獎勵,190150601,傳送水晶碎片 (x 20),1,20,0
16081604,28,註冊好禮獎不完,註冊好禮獎不完活動獎勵,170198115,暴風藥水(永久) (x 20),1,20,0
16082301,29,我也可以當第一名~!,恭喜! 職業排行4~50名獎勵,1300000213,彩虹島物語皇家箱子 (x 10),1,10,0
16082302,29,我也可以當第一名~!,恭喜! 職業排行4~50名獎勵,170195350,活動:經驗值的秘藥888% (x 2),1,2,0
16083001,30,[任意儲值拿好禮]活動獎勵,恭喜您達成活動條件，特此發送活動獎勵。,190170910,高級超級鑲嵌拼圖兌換券,1,1,0
16083002,31,[任意消費拿好禮]活動獎勵,恭喜您達成活動條件，特此發送活動獎勵。,1200000033,進擊的坦克!(1日),1,1,0
16083005,32,[中秋累積消費贈好禮]活動獎勵,恭喜您達成消費199元活動條件，特此發送活動獎勵。,190192003,特殊副本大型恢復藥水箱子 (x 5),1,5,0
16083007,32,[中秋累積消費贈好禮]活動獎勵,恭喜您達成消費399元活動條件，特此發送活動獎勵。,190192003,特殊副本大型恢復藥水箱子 (x 5),1,5,0
16083009,32,[中秋累積消費贈好禮]活動獎勵,恭喜您達成消費799元活動條件，特此發送活動獎勵。,190192003,特殊副本大型恢復藥水箱子 (x 5),1,5,0
16083010,32,[中秋累積消費贈好禮]活動獎勵,恭喜您達成消費799元活動條件，特此發送活動獎勵。,81297307,西路樹葉雨傘,1,1,0
16083012,32,[中秋累積消費贈好禮]活動獎勵,恭喜您達成消費1600元活動條件，特此發送活動獎勵。,190192003,特殊副本大型恢復藥水箱子 (x 5),1,5,0
16083013,32,[中秋累積消費贈好禮]活動獎勵,恭喜您達成消費1601元活動條件，特此發送活動獎勵。,81297307,西路樹葉雨傘,1,1,0
16083014,32,[中秋累積消費贈好禮]活動獎勵,恭喜您達成消費1602元活動條件，特此發送活動獎勵。,190180631,浣熊領養券,1,1,0
16083015,33,[彩虹新生註冊好禮]活動獎勵,恭喜您達成活動條件，特此發送活動獎勵。,200002131,影子殘像鏡子 +3 (30天),1,1,0
16083017,33,[彩虹新生註冊好禮]活動獎勵,恭喜您達成活動條件，特此發送活動獎勵。,100100216,新手眼鏡,5,1,0
16083018,33,[彩虹新生註冊好禮]活動獎勵,恭喜您達成活動條件，特此發送活動獎勵。,120100216,新手眉心貼,5,1,0
16083019,33,[彩虹新生註冊好禮]活動獎勵,恭喜您達成活動條件，特此發送活動獎勵。,60100216,新手絲襪,5,1,0
16083020,33,[彩虹新生註冊好禮]活動獎勵,恭喜您達成活動條件，特此發送活動獎勵。,40103007,新手披風,5,1,0
16083021,34,[彩虹新生儲值好禮]活動獎勵,恭喜您達成活動條件，特此發送活動獎勵。,170160101,裝備背包擴充,1,1,0
16083022,34,[彩虹新生儲值好禮]活動獎勵,恭喜您達成活動條件，特此發送活動獎勵。,190150902,復活精髓 (x 5),1,5,0
16083023,34,[彩虹新生儲值好禮]活動獎勵,恭喜您達成活動條件，特此發送活動獎勵。,170196691,活動:經驗值秘藥50% (x 10),1,10,0
16083024,34,[彩虹新生儲值好禮]活動獎勵,恭喜您達成活動條件，特此發送活動獎勵。,190143723,暢快可樂 (x 20),1,20,0
16083025,34,[彩虹新生儲值好禮]活動獎勵,恭喜您達成活動條件，特此發送活動獎勵。,170111712,炫富(一)學習書 (x 2),1,2,0
16083026,35,[動動腦小創意]活動獎勵,恭喜你!動動腦小創意,300199012,明月花紋,1,3,0
16083101,36,[消費指定滿額送]活動獎勵,恭喜您達成消費150元活動條件，特此發送活動獎勵。,1300000270,盛夏禮盒 (x 3),1,3,0
16083102,36,[消費指定滿額送]活動獎勵,恭喜您達成消費300元活動條件，特此發送活動獎勵。,1300000270,盛夏禮盒 (x 8),1,8,0
16083103,36,[消費指定滿額送]活動獎勵,恭喜您達成消費500元活動條件，特此發送活動獎勵。,1300000270,盛夏禮盒 (x 11),1,11,0
16083104,36,[消費指定滿額送]活動獎勵,恭喜您達成消費1000元活動條件，特此發送活動獎勵。,1300000270,盛夏禮盒 (x 22),1,22,0
16090601,37,"[活動] 
夏日大作戰",感謝島民的參予[夏日大作戰]活動，發送[夏日專屬遮陽帽]活動獎勵。,1200000042,棒球小子球帽,1,1,0
16090607,39,彩虹島改版名：Legend(專屬虛寶),歡迎進入彩虹島物語,190145849,活動:攻擊力靈藥 (7日) (x 5),1,5,0
16090608,39,彩虹島改版名：Legend(專屬虛寶),歡迎進入彩虹島物語,190145849,活動:體力靈藥 (7日) (x 5),1,5,0
16090609,39,彩虹島改版名：Legend(專屬虛寶),歡迎進入彩虹島物語,190145849,活動:命中率靈藥 (7日) (x 5),1,5,0
16090610,39,彩虹島改版名：Legend(專屬虛寶),歡迎進入彩虹島物語,190145849,活動:爆擊傷害靈藥 (7日) (x 5),1,5,0
16090611,40,彩虹島改版名：Legend(巴哈專屬),歡迎進入彩虹島物語,1200000005,彩虹殘像鏡子 +6 (15日),1,1,0
16090613,40,彩虹島改版名：Legend(巴哈專屬),歡迎進入彩虹島物語,170160811,活動:綜合背包,1,1,0
16090614,41,彩紅島物語粉絲團中秋活動！,感謝參加活動【玉兔寶寶愛搞怪】-參加獎勵。,190144295,活動:優秀經驗值秘藥 (x 5),1,5,0
16090615,41,彩紅島物語粉絲團中秋活動！,感謝參加活動【玉兔寶寶愛搞怪】-讚數獎勵。,90575054,粉紅兔帽子 (7日),1,1,0
16090801,42,[彩虹新生註冊好禮]活動獎勵,恭喜您達成活動條件，特此發送活動獎勵。,170195337,活動:傳送點電池(30日),1,1,0
