ID,_Reward_EXP,_Reward_Ely,_Reward_Fame,_Reward_EffectID1,_Reward_EffectID2,_Reward_EffectID3,_Reward_EffectID4,_Reward_ItemID1,_Reward_StackCount1,_Reward_Rare1,_Reward_ItemID2,_Reward_StackCount2,_Reward_Rare2,_Reward_ItemID3,_Reward_StackCount3,_Reward_Rare3,_Reward_ItemID4,_Reward_StackCount4,_Reward_Rare4,_Reward_ItemID5,_Reward_StackCount5,_Reward_Rare5,_Reward_ItemID6,_Reward_StackCount6,_Reward_Rare6,_Reward_Gpoint,_Area_Reputation1,_Reputation1,_Area_Reputation2,_Reputation2,_Area_Reputation3,_Reputation3,_Reputation_Open
11010010,11000,4400,0,0,0,0,0,170100101,20,1,170100601,20,1,0,0,1,0,0,1,0,0,1,0,0,1,12,0,0,0,0,0,0,0
11020010,1200,1000,0,0,0,0,0,170100601,20,1,170100601,20,1,0,0,1,0,0,1,0,0,1,0,0,1,5,0,0,0,0,0,0,0
11110011,23000,5000,0,0,0,0,0,170100602,20,1,170100102,10,1,70110201,1,1,0,0,1,0,0,1,0,0,1,10,0,0,0,0,0,0,0
11110012,23000,5000,0,0,0,0,0,170100602,20,1,170100102,10,1,70110201,1,1,0,0,1,0,0,1,0,0,1,10,0,0,0,0,0,0,0
11110013,23000,5000,0,0,0,0,0,170100602,20,1,170100102,10,1,70110201,1,3,0,0,1,0,0,1,0,0,1,10,0,0,0,0,0,0,0
11110020,105000,5000,0,0,0,0,0,170140201,20,1,300113604,1,1,0,0,1,0,0,1,0,0,1,0,0,1,5,0,0,0,0,0,0,0
11120010,16500,9900,0,0,0,0,0,180190110,1,1,170100601,20,1,0,0,1,0,0,1,0,0,1,0,0,1,5,0,0,0,0,0,0,0
20110010,87780,16500,0,0,0,0,0,170140201,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,5,0,0,0,0,0,0,0
20120010,9240,8800,0,0,0,0,0,170140201,10,1,170100601,20,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20130011,0,500,0,0,0,0,0,180190104,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20130021,0,500,0,0,0,0,0,180190103,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20130031,0,500,0,0,0,0,0,180190105,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20210010,15000,6000,0,0,0,0,0,170140201,20,1,300114403,1,1,0,0,1,0,0,1,0,0,1,0,0,1,15,0,0,0,0,0,0,0
20220010,49500,19800,0,0,0,0,0,170140201,10,1,170100601,20,1,0,0,1,0,0,1,0,0,1,0,0,1,15,0,0,0,0,0,0,0
20310010,13000,5000,0,0,0,0,0,170100602,99,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,16,0,0,0,0,0,0,0
20320010,8200,2000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,15,0,0,0,0,0,0,0
20330010,0,2000,0,53001313,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20330020,0,2000,0,53000310,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20330030,0,2000,0,53000309,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20331010,0,2000,0,53000501,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20340010,0,3000,0,53000401,53000403,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20341010,0,3000,0,14021401,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20350010,0,3000,0,0,0,0,0,190198901,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20360010,0,0,0,53001313,59000314,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20370010,0,0,0,14021501,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20410010,11000,7040,0,0,0,0,0,170140102,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,7,0,0,0,0,0,0,0
20420010,693000,20000,0,0,0,0,0,10210801,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20430010,700000,20000,0,0,0,0,0,90410801,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20510010,184800,13200,0,0,0,0,0,170140102,3,1,10210401,1,1,0,0,1,0,0,1,0,0,1,0,0,1,20,0,0,0,0,0,0,0
20520010,207900,13200,0,0,0,0,0,170140102,3,1,10210401,1,2,0,0,1,0,0,1,0,0,1,0,0,1,20,0,0,0,0,0,0,0
20530010,358050,13200,0,0,0,0,0,170140102,3,1,10210401,1,3,0,0,1,0,0,1,0,0,1,0,0,1,30,0,0,0,0,0,0,0
20610010,2500,0,0,0,0,0,0,170101404,5,1,170100801,20,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20620010,69300,99000,0,0,0,0,0,170101411,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,15,0,0,0,0,0,0,0
20710010,7000,0,0,0,0,0,0,170100801,20,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,8,0,0,0,0,0,0,0
20710020,0,10000,0,0,0,0,0,170100801,20,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,8,0,0,0,0,0,0,0
20710030,0,0,0,0,0,0,0,170100101,20,1,170100801,20,1,0,0,1,0,0,1,0,0,1,0,0,1,8,0,0,0,0,0,0,0
20720010,560000,10000,0,0,0,0,0,10210702,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,35,0,0,0,0,0,0,0
20730020,595000,10000,0,0,0,0,0,90410702,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,35,0,0,0,0,0,0,0
20810010,28000,4000,0,0,0,0,0,170140103,3,1,170100801,20,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20821010,4000,2000,0,0,0,0,0,180202501,4,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20822010,4000,2000,0,0,0,0,0,180202501,4,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20823010,4000,2000,0,0,0,0,0,180202501,4,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20824010,4000,2000,0,0,0,0,0,180202501,4,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20830010,0,0,0,0,0,0,0,300121804,1,1,300121904,1,1,300122004,1,1,300122104,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20910010,126000,8000,0,0,0,0,0,170140201,5,1,300102605,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20920010,126000,8000,0,0,0,0,0,170140201,5,1,300102605,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
21010010,50600,13200,0,0,0,0,0,170140102,5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,15,0,0,0,0,0,0,0
21020010,55000,17600,0,0,0,0,0,170140102,5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,12,0,0,0,0,0,0,0
21210010,140000,4800,0,0,0,0,0,170140102,3,1,170101403,5,1,300103405,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
21220010,154000,4800,0,0,0,0,0,170140102,3,1,170101403,5,1,300103405,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
21310010,66000,6600,0,0,0,0,0,170140102,3,1,170101403,5,1,300109003,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
21330010,168000,6000,0,0,0,0,0,170100702,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,27,0,0,0,0,0,0,0
21340010,140000,3000,0,0,0,0,0,170100702,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,27,0,0,0,0,0,0,0
21350010,252000,3200,0,0,0,0,0,170100702,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,41,0,0,0,0,0,0,0
21360010,210000,3000,0,0,0,0,0,170100702,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,27,0,0,0,0,0,0,0
21410010,207900,19800,0,0,0,0,0,170100604,30,1,180190119,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
21420010,525000,8000,0,0,0,0,0,10210602,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,35,0,0,0,0,0,0,0
21510010,0,0,0,0,0,0,0,170199701,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
21610010,455000,1000,0,0,0,0,0,300113608,1,1,170101502,5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
21710010,77000,8800,0,0,0,0,0,170100103,30,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
21810010,630000,10000,0,0,0,0,0,70210801,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,88,0,0,0,0,0,0,0
21820010,127050,33000,0,0,0,0,0,170101414,5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,16,0,0,0,0,0,0,0
21910010,277200,33000,0,0,0,0,0,170100702,20,1,180190107,2,1,0,0,1,0,0,1,0,0,1,0,0,1,30,0,0,0,0,0,0,0
22010010,138600,33000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,27,0,0,0,0,0,0,0
22020010,0,0,0,0,0,0,0,170130137,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
22110010,161700,33000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,18,0,0,0,0,0,0,0
22210010,910000,25000,0,0,0,0,0,70210702,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,88,0,0,0,0,0,0,0
22220010,560000,20000,0,0,0,0,0,90410601,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,30,0,0,0,0,0,0,0
22310010,20000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,16,0,0,0,0,0,0,0
22310020,0,20000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,16,0,0,0,0,0,0,0
22310030,0,0,0,0,0,0,0,90110301,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,16,0,0,0,0,0,0,0
22420010,22000,5000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
22510010,455000,20000,0,0,0,0,0,170100703,5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
22520010,0,0,0,0,0,0,0,170199702,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
22610010,490000,20000,0,0,0,0,0,170101701,20,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,32,0,0,0,0,0,0,0
22620010,546000,30000,0,0,0,0,0,170101701,20,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,32,0,0,0,0,0,0,0
22630010,686000,30000,0,0,0,0,0,170101701,20,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,48,0,0,0,0,0,0,0
22710010,0,0,0,0,0,0,0,170199703,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
22720010,455000,10000,0,0,0,0,0,300110608,1,1,170101702,5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
30110011,138600,33000,0,0,0,0,0,10110301,1,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,20,0,0,0,0,0,0,0
30110021,38500,6000,0,0,0,0,0,10110301,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,20,0,0,0,0,0,0,0
30110031,115500,9900,0,0,0,0,0,10110301,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,20,0,0,0,0,0,0,0
30210010,175000,20000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,20,0,0,0,0,0,0,0
30310011,75900,19800,0,0,0,0,0,170100804,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
30310021,23000,4000,0,0,0,0,0,170100804,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
30310031,23000,2000,0,0,0,0,0,170100804,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
30320011,184800,6600,0,0,0,0,0,70210301,1,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,18,0,0,0,0,0,0,0
30320021,49000,1600,0,0,0,0,0,70210301,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,18,0,0,0,0,0,0,0
30320031,42000,1000,0,0,0,0,0,70210301,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,18,0,0,0,0,0,0,0
30330011,207900,33000,0,0,0,0,0,170100804,30,1,300102205,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
30330021,63000,8000,0,0,0,0,0,170100804,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
30330031,63000,6000,0,0,0,0,0,170100804,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
30420010,175000,30000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,20,0,0,0,0,0,0,0
30510011,63000,3000,0,0,0,0,0,10210401,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,35,0,0,0,0,0,0,0
30510012,63000,3000,0,0,0,0,0,10210401,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,35,0,0,0,0,0,0,0
30510013,63000,3000,0,0,0,0,0,10210401,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,35,0,0,0,0,0,0,0
30610010,80500,20000,0,0,0,0,0,170100804,20,1,300102606,1,1,0,0,1,0,0,1,0,0,1,0,0,1,35,0,0,0,0,0,0,0
30620011,184800,2600,0,0,0,0,0,70210302,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,20,0,0,0,0,0,0,0
30620021,184800,2000,0,0,0,0,0,10210401,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,20,0,0,0,0,0,0,0
30620031,184800,1600,0,0,0,0,0,10210401,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,20,0,0,0,0,0,0,0
30710010,42000,10000,0,0,0,0,0,170111503,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
30720010,191730,19800,0,0,0,0,0,70210401,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,30,0,0,0,0,0,0,0
30810010,70000,5000,0,0,0,0,0,90110401,1,1,300103005,1,1,0,0,1,0,0,1,0,0,1,0,0,1,23,0,0,0,0,0,0,0
30810020,70000,15000,0,0,0,0,0,170100803,25,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,23,0,0,0,0,0,0,0
30810030,70000,10000,0,0,0,0,0,170100901,20,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,23,0,0,0,0,0,0,0
30820010,70000,6000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
30830010,70000,6000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
30910010,42000,6000,0,0,0,0,0,170140104,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
31010010,280000,16000,0,0,0,0,0,170140104,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,38,0,0,0,0,0,0,0
40110011,227500,6000,0,0,0,0,0,10210601,1,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,30,0,0,0,0,0,0,0
40110012,227500,2000,0,0,0,0,0,10210601,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,30,0,0,0,0,0,0,0
40110013,227500,2000,0,0,0,0,0,10210601,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,30,0,0,0,0,0,0,0
40120010,6000000,10000,0,0,0,0,0,20611001,1,2,21011001,1,2,0,0,1,0,0,1,0,0,1,0,0,1,126,0,0,0,0,0,0,0
40130010,7000000,20000,0,0,0,0,0,10211001,1,2,170101902,5,1,0,0,1,0,0,1,0,0,1,0,0,1,126,0,0,0,0,0,0,0
40210011,1260000,20000,0,0,0,0,0,170101902,20,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,125,0,0,0,0,0,0,0
40210012,1050000,50000,0,0,0,0,0,170101902,25,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,125,0,0,0,0,0,0,0
40210013,1260000,20000,0,0,0,0,0,170101902,30,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,125,0,0,0,0,0,0,0
40220010,6500000,30000,0,0,0,0,0,10211002,1,2,170101902,1,1,0,0,1,0,0,1,0,0,1,0,0,1,126,0,0,0,0,0,0,0
40230010,6700000,40000,0,0,0,0,0,70211002,1,2,170101902,3,1,0,0,1,0,0,1,0,0,1,0,0,1,126,0,0,0,0,0,0,0
40310011,161000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,38,0,0,0,0,0,0,0
40310012,0,50000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,38,0,0,0,0,0,0,0
40310013,0,0,0,0,0,0,0,170101418,33,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,38,0,0,0,0,0,0,0
40320011,259000,10000,0,0,0,0,0,10210601,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,54,0,0,0,0,0,0,0
40320012,259000,52000,0,0,0,0,0,10210601,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,54,0,0,0,0,0,0,0
40320013,259000,20000,0,0,0,0,0,10210601,1,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,54,0,0,0,0,0,0,0
40410010,203000,8000,0,0,0,0,0,70210601,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,27,0,0,0,0,0,0,0
40420010,8000000,50000,0,0,0,0,0,10211101,1,2,170101902,3,1,0,0,1,0,0,1,0,0,1,0,0,1,140,0,0,0,0,0,0,0
40510011,280000,10000,0,0,0,0,0,90410502,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,32,0,0,0,0,0,0,0
40510021,280000,6000,0,0,0,0,0,90410502,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,32,0,0,0,0,0,0,0
40510031,280000,5000,0,0,0,0,0,90410502,1,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,32,0,0,0,0,0,0,0
40610010,126000,4000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,25,0,0,0,0,0,0,0
40610050,138600,10000,0,0,0,0,0,70210502,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,25,0,0,0,0,0,0,0
40620010,189000,4000,0,0,0,0,0,10210501,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
40630010,189000,6000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
40640010,115500,6000,0,0,0,0,0,90410502,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
40710010,138600,10000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
40720010,70000,4000,0,0,0,0,0,170100802,15,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
40730010,840000,4000,0,0,0,0,0,170101436,8,1,180190106,1,1,0,0,1,0,0,1,0,0,1,0,0,1,100,0,0,0,0,0,0,0
40740010,840000,10000,0,0,0,0,0,170101436,8,1,180190106,1,1,0,0,1,0,0,1,0,0,1,0,0,1,100,0,0,0,0,0,0,0
40750010,945000,10000,0,0,0,0,0,170100802,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
40810011,250000,20000,0,0,0,0,0,90410601,1,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
40810021,200000,10000,0,0,0,0,0,90410601,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
40810031,150000,5000,0,0,0,0,0,90410601,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
40820010,105000,3000,0,0,0,0,0,70210402,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,23,0,0,0,0,0,0,0
40830010,1225000,20000,0,0,0,0,0,70210902,1,2,170101902,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
40840010,0,0,0,0,0,0,0,80102301,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
50110010,420000,11000,0,0,0,0,0,170100903,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,32,0,0,0,0,0,0,0
50120010,385000,4000,0,0,0,0,0,70210602,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,32,0,0,0,0,0,0,0
50140010,1050000,10000,0,0,0,0,0,10210901,1,3,170101902,5,1,0,0,1,0,0,1,0,0,1,0,0,1,60,0,0,0,0,0,0,0
50210011,595000,10000,0,0,0,0,0,170100903,20,1,300101808,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
50210021,595000,6000,0,0,0,0,0,170100902,20,1,300101807,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
50210031,595000,5000,0,0,0,0,0,170100901,20,1,300101806,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
50220010,840000,10000,0,0,0,0,0,170101901,5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,55,0,0,0,0,0,0,0
