ID,_Reward_EXP,_Reward_Ely,_Reward_Fame,_Reward_EffectID1,_Reward_EffectID2,_Reward_EffectID3,_Reward_EffectID4,_Reward_ItemID1,_Reward_StackCount1,_Reward_Rare1,_Reward_ItemID2,_Reward_StackCount2,_Reward_Rare2,_Reward_ItemID3,_Reward_StackCount3,_Reward_Rare3,_Reward_ItemID4,_Reward_StackCount4,_Reward_Rare4,_Reward_ItemID5,_Reward_StackCount5,_Reward_Rare5,_Reward_ItemID6,_Reward_StackCount6,_Reward_Rare6,_Reward_Gpoint,_Area_Reputation1,_Reputation1,_Area_Reputation2,_Reputation2,_Reputation_Open
112000142,75700,35000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000151,78400,35500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000152,78400,35500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000153,78400,35500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000158,156800,35500,0,0,0,0,0,170195402,20,1,20610798,1,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001091,78400,35500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001092,78400,35500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001093,78400,35500,0,0,0,0,0,170195402,20,1,190150901,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000159,81200,36000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000160,81200,36000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000161,81200,36000,0,0,0,0,0,170195402,15,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001097,81200,36000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001098,81200,36000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001099,81200,36000,0,0,0,0,0,190145849,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000167,84000,36500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000173,84000,36500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000174,84000,36500,0,0,0,0,0,170195402,15,1,30210798,1,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001103,84000,36500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001104,84000,36500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001105,84000,36500,0,0,0,0,0,170195402,20,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000175,86800,37000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000176,86800,37000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000177,86800,37000,0,0,0,0,0,190145849,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000185,86800,37000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001109,217000,37000,0,0,0,0,0,170196601,1,1,170416101,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000186,89700,37500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000187,89700,37500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000188,89700,37500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000189,89700,37500,0,0,0,0,0,190145849,1,1,70210798,1,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000194,92500,38000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000195,92500,38000,0,0,0,0,0,170195402,20,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000196,92500,38000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000202,95400,38500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000203,95400,38500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000204,95400,38500,0,0,0,0,0,190145849,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000210,98300,39000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000211,98300,39000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000212,98300,39000,0,0,0,0,0,170195402,25,1,90410798,1,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000219,101000,39500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000220,101000,39500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000221,101000,39500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000222,101000,39500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000228,103000,40000,0,0,0,0,0,170195402,15,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000229,206000,40000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000230,103000,40000,0,0,0,0,0,170195402,15,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000237,106000,40500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000238,106000,40500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000239,106000,40500,0,0,0,0,0,190145849,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000246,108000,41000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000247,108000,41000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000248,108000,41000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000255,110000,41500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000256,110000,41500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000257,110000,41500,0,0,0,0,0,170195402,15,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000264,113000,42000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000265,113000,42000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000266,113000,42000,0,0,0,0,0,170195402,15,1,190145849,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000273,115000,42500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000274,115000,42500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000275,115000,42500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000507,287500,68000,0,0,0,0,0,170195247,1,1,170196601,1,1,170420001,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000282,117000,43000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000283,117000,43000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000284,117000,43000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000285,117000,43000,0,0,0,0,0,170195402,15,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000291,120000,43500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000292,120000,43500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000293,120000,43500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000294,120000,43500,0,0,0,0,0,170195402,15,1,190145849,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000303,122000,44000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000304,122000,44000,0,0,0,0,0,190145849,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000305,122000,44000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001193,122000,44000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001194,122000,44000,0,0,0,0,0,190145849,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001195,122000,44000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001196,122000,44000,0,0,0,0,0,170195402,15,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000312,250000,44500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000313,125000,44500,0,0,0,0,0,190145849,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000314,125000,44500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000315,125000,44500,0,0,0,0,0,170195402,15,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001200,125000,44500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001201,125000,44500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001202,125000,44500,0,0,0,0,0,170195402,15,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001203,125000,44500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000322,128000,45000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000323,128000,45000,0,0,0,0,0,190145849,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000324,128000,45000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000325,128000,45000,0,0,0,0,0,170195402,15,1,10210998,1,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001208,128000,45000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001209,128000,45000,0,0,0,0,0,190145849,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001210,128000,45000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001211,128000,45000,0,0,0,0,0,170195402,15,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000332,130000,45500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000333,130000,45500,0,0,0,0,0,170195642,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000334,130000,45500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000335,130000,45500,0,0,0,0,0,170195402,15,1,21010998,1,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001216,130000,45500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001217,130000,45500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001218,130000,45500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001219,130000,45500,0,0,0,0,0,170195402,15,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000342,133000,46000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000343,133000,46000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000344,133000,46000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000345,133000,46000,0,0,0,0,0,170195402,15,1,30210998,1,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001224,133000,46000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001225,133000,46000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001226,133000,46000,0,0,0,0,0,170195402,15,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001227,133000,46000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000352,136000,46500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000353,272000,46500,0,0,0,0,0,170195641,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000354,136000,46500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000355,136000,46500,0,0,0,0,0,170195402,15,1,70210998,1,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001232,136000,46500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001233,136000,46500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001234,136000,46500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001235,136000,46500,0,0,0,0,0,170195402,15,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000362,138000,47000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000363,138000,47000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000367,138000,47000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112000368,138000,47000,0,0,0,0,0,170195402,15,1,90410998,1,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001240,138000,47000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001241,138000,47000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001242,138000,47000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001243,138000,47000,0,0,0,0,0,170195402,15,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001248,141000,47500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001249,141000,47500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001250,141000,47500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001251,141000,47500,0,0,0,0,0,170195402,15,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
113000001,141000,47500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
113000002,141000,47500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
113000003,141000,47500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
113000004,141000,47500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
113000005,141000,47500,0,0,0,0,0,170195402,15,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
113000006,141000,47500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001256,144000,48000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001257,144000,48000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001258,144000,48000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
112001259,144000,48000,0,0,0,0,0,170195402,15,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
113000011,144000,48000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
113000012,144000,48000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
113000013,144000,48000,0,0,0,0,0,170195402,15,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
113000014,144000,48000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
113000015,144000,48000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
