ID,_Type,_Name,_Summary,_Descript,_AchievePoint,_Icon,_IconIndex,_Mission1,_Mission2,_Mission3,_Mission4,_Mission5,_Mission6,_Mission7,_Mission8,_Reward_ID1,_Reward_Rare1,_Reward_Point1,_Reward_Count1,_Reward_ID2,_Reward_Rare2,_Reward_Point2,_Reward_Count2,_Reward_ID3,_Reward_Rare3,_Reward_Point3,_Reward_Count3,_Reward_ID4,_Reward_Rare4,_Reward_Point4,_Reward_Count4,_Reward_Choice
11,1,清理星座峭壁,消滅星座峭壁的魯塞利亞60次,請擊倒星座峭壁的魯塞利亞60次。,45,10001315,101,100016,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,1,征服小章魚城,打倒小章魚UFO 15次!,打倒小章魚城的小章魚UFO，成為征服者吧!,40,10001315,101,100017,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
13,3,劇情的開始,請進入劇情中的第一個副本!,請進入彩虹島物語第一個劇情副本!,10,10001304,250,100018,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
14,3,四神獸的秘密,找到四神獸的秘密..,找出四神獸的秘密，進入'那個地方'的話就可以獲得成就!,15,10001304,250,100019,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
15,3,兩顆心臟,更深入、更冷酷的心臟..,"據說彩虹島物語也有兩顆心臟,請找出最深入、最冷酷的心臟。",20,10001304,250,100020,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
16,3,無法被命名的世界,那裡就是無法被命名的世界..,不是提示的提示! 那裡就是無法被命名的世界..,15,10001304,250,100021,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
17,3,直搗地獄的門檻,對抗地獄者,光是聽名字就讓人冷汗直流的那個地方.. 就是地獄! 聽說彩虹島物語裡也有地獄..究竟那裡是..?,25,10001304,250,100022,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
18,3,黑暗流轉,深藏黑暗之處,吸取向我襲來的黑暗之處.. 我總是忘不了那個地方。,30,10001304,250,100023,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
19,3,"""隱退""""雪女""的""安身處""",需要公會成員們的力量!,這裡是需要公會成員們的愛與真心的地方! 一起找找看吧!,45,10001304,250,100025,100026,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
20,3,訓練膽量,好像會有鬼出現的地方!,聽說這裡偶爾會聽見鬼的哭聲!?,10,10001304,250,100027,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
21,3,書到用時方恨少?,吉恩蒂亞中最有趣的就是這裡了!,吉恩蒂亞..不.. 艾利亞斯最有趣的就是那裡了!!! 要一起搖擺嗎!?,15,10001304,250,100028,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
22,3,隱藏的地點,提示是奧爾卡海邊!,隱藏的地點! 到可怕的怪物肚子裡探險吧!,5,10001304,250,100029,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
23,3,吉恩蒂亞在我手裡,吉恩蒂亞最高處是?,以為是那裡的你! 想著該不會就是那裡吧?就是那裡沒錯!,20,10001304,250,100030,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
24,3,越不起眼的越可怕!,等級提升!等級提升的高速公路!,可愛又討喜的休息區! 請不要太過鬆懈! 看起來越不怎麼樣就越要防範!?,30,10001304,250,100031,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
25,3,"不是桑重奏,是三重奏!",找出拿著玩具進行的演奏吧!,"雖然名字有點俗氣, 但是演奏的實力還不錯, 請不要無視他!",30,10001304,250,100032,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
26,3,找出女王!,為了找出女王中的女王,說到女王還是那個女王最棒惹!,30,10001304,250,100033,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
27,4,姜太公的後裔,來釣華麗的魚和花紋鯨魚!,一點都不難! 只要各釣一隻就可以了 ^^,40,10001315,102,100034,100035,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
28,4,姜太公的懊悔,來釣河豚 / 大肚魚 / 水草 / 海星蛙!,"很難喔, 這是需要付出很多努力跟忍耐的成就, 加油吧! 不斷挑戰的你是最棒的!",70,10001315,102,100036,100037,100038,100039,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
29,2,達成彩虹島物語最高等級,達成200等級,還需要多說什麼嗎?你就是真正的人生勝利組。,100,10001315,103,100040,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
30,2,達成3轉等級,達成170等級,現在終於到了可以說出有點'彩虹島物語的感覺了~'的等級了，不過想要成為真正的高手，路還很長，對吧?,45,10001315,103,100041,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
31,2,達成副職業轉職等級,達成140等級,和另一個角色一起探訪彩虹島世界吧!,40,10001315,103,100042,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
32,2,達成2轉等級,達成100等級,之後再提升個100次的等級就可以達成彩虹島物語最高等級~! 也就是世人所說的'滿等'啦!加油!,30,10001315,103,100043,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
33,2,達成1轉等級,達成50等級,期待已久的第一次轉職!! 和變強的角色一起探訪吉恩蒂亞世界吧!!,20,10001315,103,100044,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
34,4,我想要強化…,成功強化姜太公的三種飾品,"不要去想""姜太公使用過這個飾品嗎?""專心的強化吧!",70,10001315,102,100045,100046,100047,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
35,4,"我強化,我存在",防禦耳環 ★ 強化成功,我是為了強化而存在的嗎? 還是因為我存在所以強化呢? 強化的真諦就是為了要獲得比別人更強大的物品! 來挑戰吧!,70,10001315,102,100048,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
36,4,"痛苦會過去,美會留下來",彩椒水晶 / 眼鏡強化成功,看見這個成就的瞬間!! 請進行隨機任務! 要是不照做的話會被別人超過的!,90,10001315,102,100049,100050,0,0,0,0,0,0,190192111,1,0,20,0,1,0,0,0,1,0,0,0,1,0,0,1
37,4,"在我的字典裡,沒有不可能",13等級鑲嵌成功5次,"13等級鑲嵌一點都不難! 帶著輕鬆的心去挑戰吧! 不過, 我是不會負責的。",70,10001315,102,100051,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
38,4,失敗為成功之母,12等級鑲嵌失敗10次,"看來你一直在想""為什麼!! 只有這種時候才會成功啊!! ""? 沒錯，人生總是不如預期的。",65,10001315,102,100052,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
39,4,"沒錯,我從不輕言放棄",11等級鑲嵌成功20次,"11等級鑲嵌成功! 當然一點都不難! 只是, 那個過程有點累人而已。",70,10001315,102,100053,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
40,4,離別總是悄悄地到來,3等級鑲嵌失敗30次,鑲嵌失敗就如同離別，因為它總是突然到來。放空自己，來挑戰成就吧!,90,10001315,102,100054,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
41,4,只有試煉沒有失敗,製作經驗 / 致命的香油!,獲得經驗的香油與致命的香油配方後，可以透過製作來進行。配方可以從彩虹釣魚場獲得! Good Luck!,65,10001315,102,100055,100056,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
42,4,苦盡甘來..?,製作博物館馬徽章 / 教材!,製作博物館馬徽章與教材吧!! 可以獲得物品還可以獲得成就! 一石二鳥啊!,80,10001315,102,100057,100058,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
43,4,製作需要99%的材料與1%的幸運,製作技術披風,製作是一點都不困難的，快向自己挑戰吧!,80,10001315,102,100059,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
44,6,變色龍,技能初始化30次,這世界上只有幾件事情可以照著人的意思走，那其中之一就是技能樹了! 快來改變它吧!,60,10001315,105,100060,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
45,6,你是我的命運,寵物名稱變更 1次,把我的寵物名字換成山大王如何?,65,10001315,105,100061,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
46,6,嘮叨鬼,使用伺服器 / 頻道 / 特別活動麥克風!,不包含紅心伺服器麥克風和笑嘻嘻分流麥克風喔! 請一定要選擇跟目錄一致的麥克風!,75,10001315,105,100062,100063,100064,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
47,2,過分親密的關係,達成5個7等級的評比!,可以獲得這個成就的你，一定可以得到認可的，從現在開始~一直!,80,10001315,103,100065,100066,100067,100068,100069,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
48,2,好的開始就是成功的一半?,達成怪物同盟評比 50等級,"你有聽說過""好的開始就是成功的一半!""這句話? 是的,沒錯。現在已經進行一半了，還剩下另外一半。朝著100等級奔跑吧!",45,10001315,103,100070,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
49,2,你有吃飽嗎?,達成怪物同盟評比 100等級,雖然這個是有點難的成就， 不過只要達成這個成就，你就是真正的勝利者啦!,100,10001315,103,100071,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
50,2,黑月一族,達成黑月一族評比 7等級,華納海姆地區的評比! '達成黑月一族7等級!',45,10001315,103,100072,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
51,2,吉恩蒂亞貴族,達成吉恩蒂亞 7等級,吉恩蒂亞的評比達成 7等級!,45,10001315,103,100073,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
52,2,普雷伊奧斯王族,達成普雷伊奧斯 7等級,普雷伊奧斯的評比達成 7等級!,45,10001315,103,100074,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
53,5,格鬥,格鬥大師,個人戰大師 V,100,10001315,104,100075,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
54,5,格鬥,邁向鉑金!,個人戰鉑金 V,70,10001315,104,100076,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
55,5,格鬥,經過黃金~,個人戰黃金 V,45,10001315,104,100077,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
56,5,格鬥,越過白銀~,個人戰白銀 V,30,10001315,104,100078,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
57,6,寵物愛好者,持有寵物8隻,不需計較寵物的種類! 請在背包視窗放置寵物8隻!,10,10001315,105,100079,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
58,2,燒光了…化為灰燼…,完成每日任務 200次,對具有耐心與上進心的你! 表示尊敬!,35,10001315,103,100080,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
59,2,不想要的彩椒?,完成隨機任務 60次,收集所有不想要的彩椒，搞不好可以獲得什麼意外的物品?,80,10001315,103,100081,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
60,6,活生生的歷史,收集80個稱號,彩虹島物語活生生的歷史! 我的稱號裡寫著所有彩虹島物語的歷史!,45,10001315,105,100082,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
61,6,收集狂,收集50個稱號,只要看我收集的稱號就可以懂了!,35,10001315,105,100083,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
62,6,稱號就是自尊心,收集30個稱號,稱號的數量就代表自尊心!,15,10001315,105,100084,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
63,6,夢想,達成交往天數1天,從未經歷過的交往，達成天數1日,45,10001315,105,100085,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
64,6,只是有點熟,達成交往天數100天,看起來很有可能只是為了達成成就才在一起的.. 達成交往天數100日,10,10001315,105,100086,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
65,6,難以置信的事,達成交往天數200天,既然一起度過了半年，應該可以算是稍微熟了一點吧,20,10001315,105,100087,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
66,6,不可以發生的事,達成交往天數300天,即將要到滿1年的紀念日啦，是不是應該要做些什麼呢,30,10001315,105,100088,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
67,6,美好的離別,達成交往天數365天,契約戀愛結束的日子,45,10001315,105,100089,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
68,4,所羅門,猜謎第一名30次,聰明伶俐又具有爆發力，簡直是具備了所有條件實力派!,100,10001315,102,100090,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
69,4,彩虹島物語挑戰者,猜謎第一名10次,這種程度可以算是挑戰者級的實力!! ^^,65,10001315,102,100091,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
70,4,是實力? 還是幸運?,猜謎第一名1次,現在才是開始!,30,10001315,102,100092,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
71,4,幸運的四葉幸運草,吃星星的樹達到4500分以上!,不要放棄! 總有一天會成功的!,70,10001315,102,100093,0,0,0,0,0,0,0,190179835,1,0,1,190179836,1,0,1,190179837,1,0,1,0,1,0,0,1
72,6,從頭到腳都惹人愛,換髮型 / 顏色 / 眼睛 / 膚色!,"透過變更髮型, 變更髮色, 換眼型, 膚色來變更角色的外型!",80,10001315,105,100094,100095,100096,100097,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
73,4,這個公會由我來接收!,"公會貢獻度達成10,000,000點",公會達人，現在已經到了可以奪取公會(?)的階段了呢,100,10001315,102,100098,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
74,4,"這程度的話,應該是公會幹部了?","公會貢獻度達成5,000,000點","公會貢獻度達到5,000,000的公會成員, 可以當公會幹部了呢(?)",45,10001315,102,100099,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
75,4,公會不可缺少的人才,"公會貢獻度達成2,000,000點",這個程度應該可以算是熱愛公會的公會成員了.. 你是公會不可缺少的存在!,20,10001315,102,100100,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
76,4,百萬富翁不稀罕!百萬分才厲害!,"公會貢獻度達成1,000,000點",雖然不能成為百萬富翁，但可以累積百萬分! 現在是公會貢獻度百萬分時代!,10,10001315,102,100101,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
77,4,公會只有幫忙加油,"公會貢獻度達成500,000點",絕對不是只是因為公會效果才加入的!,5,10001315,102,100102,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
78,5,格鬥,10勝有什麼了不起!,個人戰獲勝 10次,45,10001315,104,100103,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
79,5,格鬥,心情好的開始!!!,個人戰獲勝 1次,45,10001315,104,100104,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
80,1,開始遊戲吧,連續登入30日,不管是刮風~ 還是下雨~ 或者是颱風!! 都要彩虹島物語!,100,10001315,101,100105,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
81,4,這片土地的是我的!,滯留在艾利亞斯村莊24小時,這座城市就由我來接收了!,30,10001315,102,100106,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
82,4,去吧~ 貝羅斯,滯留在貝羅斯村莊24小時,就讓我來引導這個城市的新手吧!,30,10001315,102,100107,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
83,2,特別清單,在防具裝備全部欄位裝備特殊物品,就是字面上的意思，製造出特殊清單!,15,10001315,103,100108,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
84,6,因為~有啊~,"支付2,400,001 彩虹幣的拍賣登錄費用","試試看拍賣 '登錄1次就付了2,400,001彩虹幣的手續費'",65,10001315,105,100109,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
85,6,冷靜的首富,向NPC購入2億彩虹幣以上的物品,向NPC一次購入2億彩虹幣以上的物品吧! 如果分好幾次來完成的話，是無法達成成就的唷!,70,10001315,105,100110,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
86,1,天文數字,"產生77,777傷害","給敵人造成77,777傷害吧!",100,10001315,101,100111,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
87,1,我還太弱,"產生777,777傷害","給敵人造成 777,777傷害吧!",100,10001315,101,100112,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
88,1,生死的十字路口,角色保有HP 1,試著讓角色只留下1 HP!,100,10001315,101,100113,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
89,1,征服地鐵站,消滅地鐵站的巴里伍德!,"打倒地鐵站的巴里伍德,成為征服者吧!",80,10001315,101,100119,0,0,0,0,0,0,0,120100241,1,250,1,110102041,1,250,1,160202450,1,250,1,0,1,0,0,1
90,4,眉心貼3種組合!,製作粉色 / 黃色 / 白綠色眉心貼!,"試試看製作曾經是彩虹島物語最強的武器吧!! 當然, 這些現在對某些人來說也還是很強的!?",65,10001315,102,100120,100121,100122,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
91,4,如何?很簡單吧?,製作英雄王披風 / 魯塞利亞披風!,試著製作英雄王披風和魯塞利亞的披風!!,65,10001315,102,100123,100124,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
92,4,一點都不難~!,製作知名頭盔 / 知名靴子,試著製作知名頭盔和知名靴子吧!,65,10001315,102,100125,100126,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
93,4,名字太長的物品,製作經驗值重置拼圖[強化] /道具掉落率重置拼圖[強化],"製作因為名字很長所以有點難說明的經驗值重置拼圖[強化]和道具掉落率重置拼圖[強化]吧,因為名字太長,就不多作說明了..",65,10001315,102,100127,100128,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
94,1,征服冒險家的殿堂,消滅人面獅身!,"打倒冒險家的殿堂的人面獅身,成為征服者吧!",50,10001315,101,100129,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
95,1,征服白色平原,消滅斯諾比王與黑月公主,"打倒白色平原的斯諾比王與黑月公主,成為征服者吧!",50,10001315,101,100130,100131,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
96,3,幸運會靠向努力不懈的人,進入白色平原特定地區,"請試著進入白色平原副本的特定場所! 不過, 想進去還得看運氣呢!",70,10001304,250,100132,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
97,3,減肥好難喔!,聚集了所有會妨礙減肥的東西之地區,"沒錯,是個光看就會讓人發胖的地方 - GM餅乾 -",20,10001304,250,100133,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
98,3,美麗的雪景,截圖的景點,可以看見一直被雪覆蓋的山的地方!,20,10001304,250,100134,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
99,3,燈下的黑暗,交易最活躍的都市!,聽說在這麼大的都市裡也會有人煙稀罕的地方…請找出這個地方。提示是 '變奏阿爾德'與300。,40,10001304,250,100135,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
100,3,無限奔跑,這裡有刺激的速度!?,"猴子的屁股紅紅, 紅紅的是蘋果, 蘋果好好吃, 好吃的香蕉, 香蕉黃黃的...",25,10001304,250,100136,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
101,3,海洋的不法分子,比恐怖村莊還有可怕的地方,聽說這裡幾乎沒有活著的生物.. 要小心探險,25,10001304,250,100137,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
102,4,精靈樹之力!,精靈樹力量寶石 +3 強化,To.魔法型職業玩家.. 即使是得到不想要的物品，但是還是有用處的，還算不錯吧? 如果你覺得不好的話，就算了。,40,10001315,102,100138,0,0,0,0,0,0,0,160101823,1,250,1,0,1,0,0,0,1,0,0,0,1,0,0,0
103,4,精靈樹的知識!,精靈樹知識寶石 +3 強化,To. 物理型職業玩家.. 即使是得到不想要的物品，但是還是有用處的，還算不錯吧? 如果你覺得不好的話，就算了。,40,10001315,102,100139,0,0,0,0,0,0,0,160101833,1,250,1,0,1,0,0,0,1,0,0,0,1,0,0,0
104,4,變強的寵物!,寵物鑲嵌25等級成功4次!,"請幫助就像是自己的分身一樣的寵物進行強力的鑲嵌吧! (當然, 我要變強才行.....)",60,10001315,102,100140,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
105,4,"不是浪漫小貓咪,而是浪漫徽章",製作蘊含不滅協調的浪漫徽章!,"試著製作""蘊含不滅協調的浪漫徽章""吧，辛苦達成成就後會有獎勵物品喔! 不過只能選一種。",50,10001315,102,100141,0,0,0,0,0,0,0,164800301,1,250,1,164800401,1,250,1,164800501,1,250,1,0,1,0,0,1
106,4,要超越名人...,強化名人套裝5種,比起名人，更能受到肯定的是匠人! 現在就來與名人套裝相遇吧，強化名人套裝並製作匠人套裝吧。,80,10001315,102,100142,100143,100144,100145,100146,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
107,4,過去很受歡迎,體力的羅馬競技場護甲強化,過去很多人都稱讚這道具，他們都說這是我們的校服...將體力的羅馬競技場護甲強化+1吧！,30,10001315,102,100147,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
108,1,征服蛇龍巢穴,消滅影波克!,"消滅蛇龍巢穴的影波克,成為征服者吧!",20,10001315,101,100148,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
109,1,征服極地迷宮,消滅冰魔卡妙!,"消滅極地迷宮的冰魔卡妙,成為征服者吧!",25,10001315,101,100149,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
110,1,征服哥德房屋,消滅潘朵拉!,"消滅哥德房屋的潘朵拉,成為征服者吧!",30,10001315,101,100150,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
111,1,征服柯圖卡的心臟,消滅可雅!,"消滅柯圖卡的心臟的可雅,成為征服者吧!",35,10001315,101,100151,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
112,3,萊特兄弟的成就,試著翱翔天際吧!,雖然感到有點不安害怕.. 不過還是試著飛上天吧!,40,10001304,250,100152,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
