ID,_FxUnit,_FXID,_Description
137,TEST_SCREEN.FXM,137,
138,,0,
10001,ITEM_PACKAGE.FXM,10001,
10002,RUN_DUST.FXM,10002,
10004,DOWN_DUST.FXM,10004,
503,STUN_RING.FXM,503,
504,STUN_STAR1.FXM,504,
505,STUN_STAR2.FXM,505,
506,STUN_STAR3.FXM,506,
507,STUN_STAR4.FXM,507,
508,GUARD.FXM,508,
10005,RUN_STOP_DUST.FXM,10005,
496,LEVEL_UP1_0.FXM,496,
497,LEVEL_UP1_1.FXM,497,
498,LEVEL_UP1_2.FXM,498,
499,LEVEL_UP1_3.FXM,499,
511,LEVEL_UP2.FXM,511,
515,LEVEL_UP3.FXM,515,
516,LEVEL_UP4.FXM,516,
517,QCLEAR_01.FXM,517,
518,QCLEAR_02.FXM,518,
519,QCLEAR_03.FXM,519,
520,QCLEAR_04.FXM,520,
521,MOBCREAT_01.FXM,521,
522,MOBCREAT_02.FXM,522,
500,HP0.FXM,500,
501,HP1.FXM,501,
502,HP2.FXM,502,
493,SP0.FXM,493,
494,SP1.FXM,494,
525,SKILLGET.FXM,525,
526,SKILLGET_01.FXM,526,
527,STATE_Poison1.FXM,527,
528,SKILLGET_Fail_01.FXM,528,
529,SKILLGET_Fail_02.FXM,529,
530,STATE_Berserk.FXM,530,
531,STATE_ATK_01.FXM,531,
532,STATE_ATK_02.FXM,532,
533,STATE_ATK_03.FXM,533,
534,STATE_ATK_04.FXM,534,
535,STATE_DEF_01.FXM,535,
536,STATE_DEF_02.FXM,536,
538,STATE_DATK_01.FXM,538,
539,STATE_DATK_02.FXM,539,
540,STATE_DDEF_01.FXM,540,
542,STATE_Rest_01.FXM,542,
543,STATE_Rest_02.FXM,543,
544,STATE_Rest_03.FXM,544,
545,STATE_Rest_04.FXM,545,
546,SKILLGET_02.FXM,546,
547,SKILLGET_Fail_03.FXM,547,
548,STATE_Stomachache_01.FXM,548,
549,STATE_Stomachache_02.FXM,549,
550,STATE_CLS01_01.FXM,550,
552,STATE_CLS01_03.FXM,552,
553,STATE_CLS01_04.FXM,553,
554,STATE_CLS02_01.FXM,554,
555,STATE_CLS02_02.FXM,555,
556,STATE_CLS02_03.FXM,556,
557,STATE_CLS02_04.FXM,557,
558,STATE_CLS02_05.FXM,558,
559,STATE_CLS02_06.FXM,559,
560,STATE_CLS03_01.FXM,560,
561,STATE_CLS03_02.FXM,561,
562,STATE_CLS03_03.FXM,562,
563,STATE_CLS04_01.FXM,563,
564,STATE_CLS04_02.FXM,564,
565,STATE_CLS04_03.FXM,565,
566,STATE_CURE_01.FXM,566,
567,BEATTACK_01_01.FXM,567,
568,BEATTACK_02_01.FXM,568,
569,BEATTACK_03_01.FXM,569,
570,BEATTACK_04_01.FXM,570,
571,BEATTACK_01_02.FXM,571,
572,BEATTACK_02_02.FXM,572,
573,BEATTACK_03_02.FXM,573,
574,BEATTACK_04_02.FXM,574,
1000,EFFUSION_GAS_1.FXM,1000,
1001,EFFUSION_GAS_2.FXM,1001,
1002,TRAP_SPARK.FXM,1002,
1003,TRAP_SPARK1.FXM,1003,
1004,DIGGING_MON.FXM,1004,
1005,2_908_01.FXM,1005,
1006,2_908_02.FXM,1006,
1007,2_908_03.FXM,1007,
1008,HOE.FXM,1008,
1009,HOE_1.FXM,1009,
1010,2_910_02_01.FXM,1010,
1011,2_910_02_02.FXM,1011,
1012,2_911_01_01.FXM,1012,
1013,2_911_01_02.FXM,1013,
1014,2_911_01_03.FXM,1014,
2000,MON_015_GAS.FXM,2000,
2001,MON_010_HAMMER.FXM,2001,
2002,MON_010_HAMMERLIGHT.FXM,2002,
2003,MON_010_ATTACKLIGHT.FXM,2003,
1996,DUMMY1.FXM,1996,
1997,DUMMY2.FXM,1997,
1998,DUMMY3.FXM,1998,
1999,DUMMY4.FXM,1999,
2005,RAMUFX_01.FXM,2005,
2006,RAMUFX_02.FXM,2006,
2007,NPC_003_02.FXM,2007,
2008,NPC_003_04.FXM,2008,
2009,NPC_003_09.FXM,2009,
2010,MON_032_02_Ultrasonic.FXM,2010,
2011,NPC_STATUS_01.FXM,2011,
2012,NPC_STATUS_02.FXM,2012,
2013,NPC_STATUS_03.FXM,2013,
2014,RAMUFX_01_01.FXM,2014,
2015,RAMUFX_02_01.FXM,2015,
2016,RAMUFX_01_02.FXM,2016,
2017,RAMUFX_02_02.FXM,2017,
2018,NPC_004_01_01.FXM,2018,
2019,NPC_004_01_02.FXM,2019,
2020,NPC_004_01_03.FXM,2020,
2021,MON_029_01_SKILL_01.FXM,2021,
2022,MON_029_01_SKILL_02.FXM,2022,
2023,MON_029_01_SKILL_03.FXM,2023,
2024,MON_029_01_SKILL_04.FXM,2024,
2025,MON_029_01_SKILL_05.FXM,2025,
2026,MON_029_01_SKILL_06.FXM,2026,
2027,MON_029_01_SKILL_07.FXM,2027,
2028,MON_029_01_SKILL_08.FXM,2028,
2029,MON_029_01_SKILL_09.FXM,2029,
2030,MON_001_06_01.FXM,2030,
2031,MON_NINJA_W01_01.FXM,2031,
2032,MON_NINJA_W01_04.FXM,2032,
2033,MON_NINJA_W01_02.FXM,2033,
2034,MON_NINJA_W01_05.FXM,2034,
2035,MON_NINJA_W01_03.FXM,2035,
2036,MON_NINJA_W02_01.FXM,2036,
2037,MON_NINJA_W02_02.FXM,2037,
3000,020_11_01_SKILL01.FXM,3000,
3001,020_11_01_SKILL05_HIT.FXM,3001,
3002,020_11_01_SKILL05_READY.FXM,3002,
3003,020_11_01_SKILL05_READY2.FXM,3003,
3007,030_12_01_SKILL01_01.FXM,3007,
3009,030_12_01_SKILL01_03.FXM,3009,
3011,030_12_01_SKILL01_03_2.FXM,3011,
3012,030_12_01_SKILL01_01_2.FXM,3012,
3016,040_13_01_01.FXM,3016,
3017,040_13_01_02.FXM,3017,
3018,080_17_01_SKILL01_01.FXM,3018,
3019,080_17_01_SKILL01_02.FXM,3019,
1995,080_17_01_SKILL01_04.FXM,1995,
3020,080_17_01_SKILL01_03.FXM,3020,
3021,090_18_01_SKILL01_01.FXM,3021,
3022,090_18_01_SKILL01_02.FXM,3022,
3023,090_18_01_SKILL01_04.FXM,3023,
3025,100_19_01_SKILL01_01.FXM,3025,
3026,100_19_01_SKILL01_02.FXM,3026,
3027,100_19_01_SKILL01_03.FXM,3027,
3028,100_19_01_SKILL01_04.FXM,3028,
3029,100_19_01_SKILL01_05.FXM,3029,
3030,100_19_01_SKILL01_06.FXM,3030,
3031,100_19_01_SKILL01_07.FXM,3031,
3032,100_19_01_SKILL01_08.FXM,3032,
3033,100_19_01_SKILL01_09.FXM,3033,
3034,100_19_01_SKILL01_10.FXM,3034,
3035,100_19_01_SKILL01_11.FXM,3035,
3036,100_19_01_SKILL01_12.FXM,3036,
3037,100_19_01_SKILL01_13.FXM,3037,
3038,100_19_01_SKILL01_14.FXM,3038,
3039,100_19_01_SKILL01_15.FXM,3039,
3040,110_20_01_SKILL01_01.FXM,3040,
3041,110_20_01_SKILL01_02.FXM,3041,
3042,110_20_01_SKILL01_03.FXM,3042,
3043,110_20_01_SKILL01_04.FXM,3043,
3044,050_14_01_SKILL01_01.FXM,3044,
3045,050_14_01_SKILL01_02.FXM,3045,
3048,020_11_02_SKILL02.FXM,3048,
3050,020_11_02_SKILL02_02.FXM,3050,
3051,020_11_02_SKILL02_03.FXM,3051,
3052,041_13_02_SKILL02_01.FXM,3052,
3053,041_13_02_SKILL02_02.FXM,3053,
3054,041_13_02_SKILL02_03.FXM,3054,
3058,100_19_02_SKILL02_01.FXM,3058,
3059,100_19_02_SKILL02_02.FXM,3059,
3060,100_19_02_SKILL02_03.FXM,3060,
3061,100_19_02_SKILL02_04.FXM,3061,
3062,100_19_02_SKILL02_05.FXM,3062,
3063,100_19_02_SKILL02_06.FXM,3063,
3066,100_19_02_SKILL02_09.FXM,3066,
3069,100_19_02_SKILL02_12.FXM,3069,
3072,100_19_02_SKILL02_15.FXM,3072,
3075,100_19_02_SKILL02_18.FXM,3075,
3078,100_19_02_SKILL02_21.FXM,3078,
3081,100_19_02_SKILL02_24.FXM,3081,
3084,100_19_02_SKILL02_27.FXM,3084,
3087,100_19_02_SKILL02_30.FXM,3087,
3090,100_19_02_SKILL02_33.FXM,3090,
3093,100_19_02_SKILL02_36.FXM,3093,
3096,100_19_02_SKILL02_39.FXM,3096,
3099,030_12_02_SKILL02_01.FXM,3099,
3100,030_12_02_SKILL02_02.FXM,3100,
3101,030_12_02_SKILL02_03.FXM,3101,
3102,050_14_02_SKILL02_01.FXM,3102,
3103,050_14_02_SKILL02_02.FXM,3103,
3104,050_14_02_SKILL02_03.FXM,3104,
3105,050_14_02_SKILL02_04.FXM,3105,
3106,050_14_02_SKILL02_05.FXM,3106,
3107,020_11_06_SKILL06_01.FXM,3107,
3108,020_11_06_SKILL06_02.FXM,3108,
3109,020_11_06_SKILL06_03.FXM,3109,
3110,020_11_06_SKILL06_04.FXM,3110,
3111,080_17_02_SKILL02_01.FXM,3111,
3112,080_17_02_SKILL02_02.FXM,3112,
3113,080_17_02_SKILL02_03.FXM,3113,
3114,080_17_02_SKILL02_04.FXM,3114,
3118,090_18_02_SKILL02_03.FXM,3118,
3119,090_18_02_SKILL02_04.FXM,3119,
3120,090_18_02_SKILL02_05.FXM,3120,
3121,090_18_02_SKILL02_06.FXM,3121,
3123,090_18_02_SKILL02_08.FXM,3123,
3124,090_18_02_SKILL02_09.FXM,3124,
3125,090_18_02_SKILL02_10.FXM,3125,
3126,110_20_02_SKILL02_01.FXM,3126,
3127,110_20_02_SKILL02_02.FXM,3127,
3128,110_20_02_SKILL02_03.FXM,3128,
3129,110_20_02_SKILL02_04.FXM,3129,
3130,110_20_02_SKILL02_05.FXM,3130,
3131,110_20_02_SKILL02_06.FXM,3131,
3132,110_20_02_SKILL02_07.FXM,3132,
3133,110_20_02_SKILL02_08.FXM,3133,
3134,130_09_08.FXM,3134,
3135,130_09_08_01.FXM,3135,
3137,STATE_CLS05_01.FXM,3137,
3138,STATE_CLS05_02.FXM,3138,
3139,200_30_01_blink.FXM,3139,
3140,200_40_01_backdash.FXM,3140,
3142,DIGGING.FXM,3142,
3143,130_09_09_TEST03.FXM,3143,
3144,050_14_07_SKILL01_01.FXM,3144,
3145,050_14_07_SKILL01_02.FXM,3145,
3146,050_14_07_SKILL01_03.FXM,3146,
3147,080_17_04_SKILL01_01_01.FXM,3147,
3148,080_17_04_SKILL01_01_02.FXM,3148,
3149,080_17_04_SKILL01_01_03.FXM,3149,
3150,080_17_04_SKILL01_01_04.FXM,3150,
3151,080_17_04_SKILL01_01_05.FXM,3151,
3152,080_17_04_SKILL01_02.FXM,3152,
3153,080_17_04_SKILL01_03.FXM,3153,
3154,080_17_04_SKILL01_04.FXM,3154,
3155,080_17_04_SKILL01_05.FXM,3155,
3156,080_17_04_SKILL01_06.FXM,3156,
3161,080_17_04_SKILL01_11.FXM,3161,
3163,090_18_04_SKILL01_01.FXM,3163,
3164,090_18_04_SKILL01_02.FXM,3164,
3165,090_18_04_SKILL01_DUST.FXM,3165,
3166,100_19_04_SKILL01_01.FXM,3166,
3167,100_19_04_SKILL01_02.FXM,3167,
3168,100_19_04_SKILL01_03.FXM,3168,
3169,100_19_04_SKILL01_04.FXM,3169,
3170,100_19_04_SKILL01_05.FXM,3170,
3171,100_19_04_SKILL01_06.FXM,3171,
3172,100_19_04_SKILL01_07.FXM,3172,
3173,100_19_04_SKILL01_08.FXM,3173,
3176,100_19_04_SKILL01_11.FXM,3176,
3177,100_19_04_SKILL01_12.FXM,3177,
3178,100_19_04_SKILL01_13.FXM,3178,
3179,030_12_07_SKILL01_01.FXM,3179,
3180,030_12_07_SKILL01_02.FXM,3180,
3181,030_12_07_SKILL01_03.FXM,3181,
3182,030_12_07_SKILL01_04.FXM,3182,
3183,030_12_07_SKILL01_05.FXM,3183,
3184,020_11_08_SKILL01_01.FXM,3184,
3185,020_11_08_SKILL01_02.FXM,3185,
3186,020_11_08_SKILL01_03.FXM,3186,
3187,110_20_04_SKILL01_01.FXM,3187,
3188,110_20_04_SKILL01_02.FXM,3188,
3189,110_20_04_SKILL01_03.FXM,3189,
3190,110_20_04_SKILL01_04.FXM,3190,
3191,110_20_04_SKILL01_05.FXM,3191,
3192,110_20_04_SKILL01_06.FXM,3192,
3193,110_20_04_SKILL01_07.FXM,3193,
3194,040_13_04_SKILL01_01.FXM,3194,
3195,040_13_04_SKILL01_02.FXM,3195,
3196,040_13_04_SKILL01_03.FXM,3196,
3197,040_13_04_SKILL01_04.FXM,3197,
3198,040_13_04_SKILL01_05.FXM,3198,
3199,CBT_00.FXM,3199,
3200,CBT_01.FXM,3200,
3201,CBT_02.FXM,3201,
3202,110_20_04_SKILL01_08.FXM,3202,
3204,110_20_04_SKILL01_10.FXM,3204,
3205,030_12_05_SKILL05_01.FXM,3205,
3206,030_12_05_SKILL05_02.FXM,3206,
3207,030_12_05_SKILL05_03.FXM,3207,
3208,EVENT_BigM_EXP01.FXM,3208,
3209,EVENT_BigM_EXP02.FXM,3209,
3210,EVENT_BigM_EXP03.FXM,3210,
3211,EVENT_BigM_EXP04.FXM,3211,
3212,,0,
3213,,0,
3214,,0,
3215,,0,
3216,,0,
3217,,0,
3218,,0,
3219,,0,
3220,,0,
3221,,0,
3222,,0,
3223,,0,
3224,,0,
3225,,0,
3226,,0,
3227,,0,
3240,,0,
3242,040_13_05_SKILL05_01.FXM,3242,
3243,040_13_05_SKILL05_02.FXM,3243,
3244,040_13_05_SKILL05_03.FXM,3244,
3245,040_13_05_SKILL05_04.FXM,3245,
3246,040_13_05_SKILL05_05.FXM,3246,
3248,040_13_05_SKILL05_07.FXM,3248,
3249,040_13_05_SKILL05_08.FXM,3249,
3252,050_14_07_SKILL02_01.FXM,3252,
3256,050_14_07_SKILL02_05.FXM,3256,
3257,050_14_07_SKILL02_06.FXM,3257,
3258,040_13_04_SKILL02_01.FXM,3258,
3259,040_13_04_SKILL02_02.FXM,3259,
3260,040_13_04_SKILL02_03.FXM,3260,
3261,040_13_04_SKILL02_04.FXM,3261,
3262,040_13_04_SKILL02_05.FXM,3262,
3263,040_13_04_SKILL02_DUST.FXM,3263,
3264,030_12_07_SKILL02_01.FXM,3264,
3265,030_12_07_SKILL02_02.FXM,3265,
3266,030_12_07_SKILL02_02_1.FXM,3266,
3267,030_12_07_SKILL02_02_2.FXM,3267,
3268,030_12_07_SKILL02_03.FXM,3268,
3269,030_12_07_SKILL02_04.FXM,3269,
3270,030_12_07_SKILL02_DUST.FXM,3270,
3271,090_18_05_SKILL05_00.FXM,3271,
3272,090_18_05_SKILL05_00_01.FXM,3272,
3273,090_18_05_SKILL05_00_02.FXM,3273,
3274,090_18_05_SKILL05_00_03.FXM,3274,
3275,090_18_05_SKILL05_00_04.FXM,3275,
3276,090_18_05_SKILL05_01.FXM,3276,
3277,090_18_05_SKILL05_01_01.FXM,3277,
3278,090_18_05_SKILL05_01_02.FXM,3278,
3279,090_18_05_SKILL05_01_03.FXM,3279,
3280,090_18_05_SKILL05_01_04.FXM,3280,
3281,090_18_05_SKILL05_02.FXM,3281,
3282,090_18_05_SKILL05_02_01.FXM,3282,
3283,090_18_05_SKILL05_02_02.FXM,3283,
3284,090_18_05_SKILL05_02_03.FXM,3284,
3285,090_18_05_SKILL05_02_04.FXM,3285,
3286,090_18_05_SKILL05_03.FXM,3286,
3287,090_18_05_SKILL05_03_02.FXM,3287,
3288,090_18_05_SKILL05_03_03.FXM,3288,
3289,090_18_05_SKILL05_03_04.FXM,3289,
3290,090_18_05_SKILL05_04_01.FXM,3290,
3291,090_18_05_SKILL05_04_02.FXM,3291,
3292,090_18_05_SKILL05_04_03.FXM,3292,
3293,090_18_05_SKILL05_04_04.FXM,3293,
3294,090_18_05_SKILL05_04_05.FXM,3294,
3295,090_18_05_SKILL05_04_06.FXM,3295,
3296,090_18_05_SKILL05_04_07.FXM,3296,
3297,090_18_05_SKILL05_04_08.FXM,3297,
3298,090_18_05_SKILL05_05.FXM,3298,
3299,100_19_04_LOVE_01.FXM,3299,
3300,,0,
3301,,0,
3302,,0,
3303,,0,
3304,,0,
3305,100_19_04_SKILL02_01_01.FXM,3305,
3306,100_19_04_SKILL02_01_02.FXM,3306,
3307,100_19_04_SKILL02_01_03.FXM,3307,
3308,100_19_04_SKILL02_02.FXM,3308,
3309,100_19_04_SKILL02_03_01.FXM,3309,
3310,100_19_04_SKILL02_03_02.FXM,3310,
3311,100_19_04_SKILL02_03_03.FXM,3311,
3312,100_19_04_SKILL02_04.FXM,3312,
3313,100_19_04_SKILL02_04_01.FXM,3313,
3314,100_19_04_SKILL02_04_02.FXM,3314,
3315,100_19_04_THROW_00.FXM,3315,
3316,100_19_04_THROW_01.FXM,3316,
3317,100_19_04_THROW_02.FXM,3317,
3318,100_19_04_THROW_03.FXM,3318,
3319,100_19_04_THROW_04.FXM,3319,
3320,020_11_08_SKILL02_01.FXM,3320,
3321,020_11_08_SKILL02_02.FXM,3321,
3322,020_DAMAGE.FXM,3322,
3323,020_SPD.FXM,3323,
3324,020_11_08_SKILL03_01.FXM,3324,
3325,020_DUST.FXM,3325,
3326,020_DAMAGE_01.FXM,3326,
3327,020_DAMAGE_02.FXM,3327,
3328,110_20_05_SKILL05_R03.FXM,3328,
3329,110_20_05_SKILL05_R02.FXM,3329,
3330,110_20_05_SKILL05_R01.FXM,3330,
3331,110_20_05_SKILL05.FXM,3331,
3332,110_20_05_SKILL05_01.FXM,3332,
3333,110_20_05_SKILL05_02.FXM,3333,
3334,110_20_05_SKILL05_R04.FXM,3334,
3335,110_20_05_SKILL05_R05.FXM,3335,
3336,110_20_05_SKILL05_03.FXM,3336,
3337,110_20_05_SKILL05_04.FXM,3337,
3338,110_20_05_SKILL05_S01.FXM,3338,
3339,110_20_05_SKILL05_S02.FXM,3339,
3340,110_20_05_SKILL05_L01.FXM,3340,
3341,050_14_05_SKILL05.FXM,3341,
3342,050_14_05_SKILL05_L01.FXM,3342,
3343,050_14_05_SKILL05_L02.FXM,3343,
3344,050_14_05_SKILL05_L03.FXM,3344,
3345,050_14_05_SKILL05_L_01.FXM,3345,
3346,050_14_05_SKILL05_L_02.FXM,3346,
3347,050_14_05_SKILL05_L_03.FXM,3347,
3348,050_14_05_SKILL05_L04.FXM,3348,
3349,080_17_05_SKILL05_04.FXM,3349,
3350,080_17_05_SKILL05_01.FXM,3350,
3351,080_17_05_SKILL05_02.FXM,3351,
3352,080_17_05_SKILL05_03.FXM,3352,
3355,020_11_12_SKILL12_01.FXM,3355,
3356,020_11_12_SKILL12_02.FXM,3356,
3357,020_11_12_SKILL12_03.FXM,3357,
3358,020_11_12_SKILL12_04.FXM,3358,
3359,020_11_12_SKILL12_05.FXM,3359,
3360,020_11_12_SKILL12_06.FXM,3360,
3361,020_11_12_SKILL12_07.FXM,3361,
3362,020_11_12_SKILL12_08.FXM,3362,
3363,020_11_12_SKILL12_09.FXM,3363,
3364,020_11_11_SKILL11_01.FXM,3364,
3365,020_11_11_SKILL11_02.FXM,3365,
3366,STATE_UP_01.FXM,3366,
3367,STATE_UP_02.FXM,3367,
3368,STATE_DOWN_01.FXM,3368,
3369,STATE_DOWN_02.FXM,3369,
3377,110_20_05_SKILL02_09.FXM,3377,
3378,110_20_05_SKILL02_01.FXM,3378,
3379,110_20_05_SKILL02_02.FXM,3379,
3380,110_20_05_SKILL02_03.FXM,3380,
3381,110_20_05_SKILL02_04.FXM,3381,
3382,110_20_05_SKILL02_05.FXM,3382,
3383,110_20_05_SKILL02_10.FXM,3383,
3384,110_20_05_SKILL02_11.FXM,3384,
3385,110_20_05_SKILL02_12.FXM,3385,
3386,090_18_04_SKILL02_01.FXM,3386,
3387,090_18_04_SKILL02_02.FXM,3387,
3388,090_18_04_SKILL02_S01.FXM,3388,
3391,080_17_04_SKILL02_01.FXM,3391,
3392,080_17_04_SKILL02_02.FXM,3392,
3393,080_17_04_SKILL02_03.FXM,3393,
3394,080_17_04_SKILL02_04.FXM,3394,
3395,080_17_04_SKILL02_05.FXM,3395,
3396,080_17_04_SKILL02_06.FXM,3396,
3397,080_17_04_SKILL02_07.FXM,3397,
3398,080_17_04_SKILL02_08.FXM,3398,
3399,090_18_04_SKILL03_01.FXM,3399,
3400,090_18_04_SKILL03_02.FXM,3400,
3401,090_18_04_SKILL03_03.FXM,3401,
3402,090_18_04_SKILL03_04.FXM,3402,
3403,090_18_04_SKILL03_05.FXM,3403,
3404,090_18_04_SKILL03_06.FXM,3404,
3405,090_18_04_SKILL03_07.FXM,3405,
3406,090_18_04_SKILL03_08.FXM,3406,
3407,090_18_04_SKILL03_09.FXM,3407,
3408,090_18_04_SKILL03_10.FXM,3408,
3409,090_18_04_SKILL03_11.FXM,3409,
3410,090_18_04_SKILL03_12.FXM,3410,
3411,090_18_04_SKILL03_13.FXM,3411,
3412,090_18_04_SKILL03_14.FXM,3412,
3413,090_18_04_SKILL03_15.FXM,3413,
3414,090_18_04_SKILL03_16.FXM,3414,
3415,090_18_04_SKILL03_17.FXM,3415,
3418,090_18_04_SKILL03_20.FXM,3418,
3419,050_14_07_SKILL03_01.FXM,3419,
3420,050_14_07_SKILL03_02.FXM,3420,
3421,050_14_07_SKILL03_03.FXM,3421,
3422,050_14_07_SKILL03_04.FXM,3422,
3424,050_14_07_SKILL03_06.FXM,3424,
3425,050_14_07_SKILL03_07.FXM,3425,
3426,030_12_07_SKILL03_01.FXM,3426,
3427,030_12_07_SKILL03_01_01.FXM,3427,
3428,030_12_07_SKILL03_02.FXM,3428,
3429,030_12_07_SKILL03_02_01.FXM,3429,
3430,030_12_07_SKILL03_03.FXM,3430,
3431,030_12_07_SKILL03_03_01.FXM,3431,
3432,030_12_07_SKILL03_04.FXM,3432,
3433,030_12_07_SKILL03_04_01.FXM,3433,
