ID,_Reward_EXP,_Reward_Ely,_Reward_Fame,_Reward_EffectID1,_Reward_EffectID2,_Reward_EffectID3,_Reward_EffectID4,_Reward_ItemID1,_Reward_StackCount1,_Reward_Rare1,_Reward_ItemID2,_Reward_StackCount2,_Reward_Rare2,_Reward_ItemID3,_Reward_StackCount3,_Reward_Rare3,_Reward_ItemID4,_Reward_StackCount4,_Reward_Rare4,_Reward_ItemID5,_Reward_StackCount5,_Reward_Rare5,_Reward_ItemID6,_Reward_StackCount6,_Reward_Rare6,_Reward_Gpoint,_Area_Reputation1,_Reputation1,_Area_Reputation2,_Reputation2,_Reputation_Open
94911030,8730000,155000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
94911040,8730000,155000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
94911050,8730000,155000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
94911060,8730000,155000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
94911070,8730000,155000,0,0,0,0,0,190145849,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
94911080,8730000,155000,0,0,0,0,0,190145849,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
94921010,8730000,155000,0,0,0,0,0,190145849,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
94921020,8730000,155000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
94921030,8730000,155000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
94921040,8730000,155000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
94921050,8730000,155000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
94921060,8730000,155000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
94921070,8730000,155000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
94921080,8730000,155000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
94921090,8730000,155000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
94921100,8730000,155000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
94921110,8730000,155000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
94921120,8730000,155000,0,0,0,0,0,190145849,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
94921130,8730000,155000,0,0,0,0,0,10211398,1,4,70211398,1,4,90411398,1,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
94931010,8730000,155000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
94931020,8730000,155000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
94931030,8730000,1000000,0,0,0,0,0,190145849,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
118301026,1,100,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
118301027,1,100,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
118301028,1,100,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
118301029,1,100,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
115046000,12210000,165000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
128201001,0,170000,0,14110011,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
128201002,0,170000,0,0,0,0,0,190140524,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
128201003,0,170000,0,0,0,0,0,160299503,1,1,170170355,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
128201004,200000,170000,0,0,0,0,0,170170354,20,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4
128201005,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
128201006,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
128201007,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
128201008,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
128201009,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
128201010,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
128201011,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
128201012,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
128201013,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
128201014,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
128201015,200000,170000,0,0,0,0,0,190150902,7,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
128201016,500000,170000,0,0,0,0,0,190140524,2,1,170171251,1,1,170112302,1,1,170193912,1,1,0,0,1,0,0,1,0,4,3000,0,0,0
128201017,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201018,200000,170000,0,0,0,0,0,170170354,20,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201019,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201020,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201021,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201022,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201023,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201024,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201025,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201026,200000,170000,0,0,0,0,0,190140524,5,1,170194216,5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201027,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201028,200000,170000,0,0,0,0,0,160299504,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201029,200000,170000,0,0,0,0,0,170171241,20,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201030,200000,170000,0,0,0,0,0,170171241,99,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128901030,200000,170000,0,0,0,0,0,170171241,30,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128901031,200000,170000,0,0,0,0,0,170171241,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201031,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201032,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201033,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201034,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201035,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201036,200000,170000,0,0,0,0,0,170171241,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201037,200000,170000,0,0,0,0,0,190150902,7,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201038,500000,170000,0,0,0,0,0,190140524,2,1,170171251,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,3000,0,0,0
128201039,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201040,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201041,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201042,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201043,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201044,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201045,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201046,200000,170000,0,0,0,0,0,170171241,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201047,200000,170000,0,0,0,0,0,190140524,5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201048,200000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201049,200000,170000,0,0,0,0,0,190140524,2,1,170171251,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,3000,0,0,0
128201050,200000,170000,0,0,0,0,0,190191109,5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1000,0,0,0
128201051,1000000,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,3000,0,0,0
128201052,20000000,10000000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,20000,0,0,0
125001000,17880000,175000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
125002000,17880000,175000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
125003000,17880000,175000,0,0,0,0,0,170198115,10,1,190150902,2,1,170171241,10,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
125004000,17880000,175000,0,77001105,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,2000,0,0,0
139001000,42000000,180000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
139002000,42000000,180000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
138001000,42000000,180000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
138003000,42000000,180000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
138004000,42000000,180000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,8
138005000,42000000,180000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,8,20000,0,0,0
138005100,42000000,180000,0,0,0,0,0,190195489,10,1,160190202,1,1,160190203,1,1,160190204,1,1,0,0,1,0,0,1,0,8,20000,0,0,0
138006000,42000000,180000,0,0,0,0,0,190195489,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,8,20000,0,0,0
138007000,42000000,180000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,8,20000,0,0,0
138009000,42000000,180000,0,77001106,0,0,0,170195336,1,1,170160702,1,1,190170106,1,1,0,0,1,0,0,1,0,0,1,0,8,20000,0,0,0
138011000,42000000,180000,0,0,0,0,0,160291134,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,20000,10,20000,0
138013000,42000000,180000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,20000,10,20000,0
138014000,42000000,180000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,20000,10,20000,0
138016000,42000000,180000,0,77001107,0,0,0,190195489,10,1,170198115,5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,20000,10,20000,0
138014001,42000000,180000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,20000,10,20000,0
138014002,42000000,180000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,20000,10,20000,0
138014003,42000000,180000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,20000,10,20000,0
138006001,42000000,100,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
138006002,42000000,100,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
138006003,42000000,100,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146001000,70,1000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146002000,137,1000,0,0,0,0,0,170112302,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146003000,125,1000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146004000,173,1000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146005000,535,1000,0,0,0,0,0,90210103,1,1,20610103,1,1,30210103,1,1,70210103,1,1,10310104,1,1,190144290,1,1,0,0,0,0,0,0
146006000,518,1000,0,0,0,0,0,170195401,10,1,700100123,1,1,190179889,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146007000,518,1000,0,0,0,0,0,170195401,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146008000,518,1000,0,0,0,0,0,170195401,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146009000,624,1000,0,0,0,0,0,170195401,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146010000,751,1000,0,0,0,0,0,170195401,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146011000,890,1000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146012000,11103,100000,0,50000101,59001001,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146901000,1000,21000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146902000,2480,21000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146903000,2500,21000,0,0,0,0,0,170140102,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146013000,3000,40000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146014000,7000,40000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146015000,10000,40000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146016000,10000,40000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146017000,10000,40000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146018000,16000,40000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146019000,10000,40000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146020000,20000,40000,0,51000106,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146021000,12000,40000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146022000,20000,40000,0,51000107,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146023000,11000,40000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146024000,25000,40000,0,51000108,0,0,0,160190128,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146025000,200000,40000,0,51000109,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146026000,25000,40000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146027000,25000,40000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146027100,25000,40000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146028000,25000,300000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
146029000,25000,300000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
136201042,0,0,0,0,0,0,0,81802002,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
136201043,0,0,0,0,0,0,0,81902002,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
136201044,0,0,0,0,0,0,0,82001802,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
136201045,0,0,0,0,0,0,0,82101802,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
136201046,0,0,0,0,0,0,0,82601802,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
136201047,0,0,0,0,0,0,0,82201802,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
136201048,0,0,0,0,0,0,0,82302002,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
136201049,0,0,0,0,0,0,0,82402002,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
136201050,0,0,0,0,0,0,0,82401802,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
118301001,0,1000000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
118301002,0,1000000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
118301003,0,1000000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
118301004,0,1000000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
118301005,0,1000000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
118301006,0,1000000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
118301007,0,1000000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
118301008,0,1000000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
118301009,0,1000000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
118301010,0,1000000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
118301011,0,1000000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
118301012,0,1000000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
118301013,0,1000000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
118301014,0,1000000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
118301015,0,1000000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
118301016,0,1000000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
118301017,0,1000000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
118301018,0,1000000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
