ID,_MissionType,_QuestID,_Item1,_ItemCount1,_ItemRare1,_Item2,_ItemCount2,_ItemRare2,_Item3,_ItemCount3,_ItemRare3,_Item4,_ItemCount4,_ItemRare4,_Effect1,_Effect2,_Effect3,_Effect4,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_Value2,_Require4_Type,_Require4_ID,_Require4_Value1,_Require4_Value2,_Require5_Type,_Require5_ID,_Require5_Value1,_Require5_Value2,_Require6_Type,_Require6_ID,_Require6_Value1,_Require6_Value2,_Require7_Type,_Require7_ID,_Require7_Value1,_Require7_Value2,_Require8_Type,_Require8_ID,_Require8_Value1,_Require8_Value2,_Save1,_Save2,_A_Save1,_A_Save2,_Save_Check,_Reputation_Open,_EventType,_TypeID,_Consumption_ItemID1,_Consumption_ItemID2,_Consumption_ItemID3,_Consumption_ItemID4,_Del_Effect1,_Del_Effect2,_Del_Effect3,_Del_Effect4,_NoticeType,_Notice
115003000,2,0,0,0,1,0,0,1,0,0,1,0,0,1,50000001,0,0,0,9,2,3,0,9,1,2,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115004000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,3,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,115004100,0,0,0,0,0,0,0,0,0,
115004100,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,4,0,9,1,3,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115005000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,5,0,9,1,4,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115006000,2,0,0,0,1,0,0,1,0,0,1,0,0,1,50000002,0,0,0,9,2,6,0,9,1,5,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115007000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,7,0,9,1,6,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115008000,2,0,0,0,1,0,0,1,0,0,1,0,0,1,50000003,0,0,0,9,2,8,0,9,1,7,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115009000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,9,0,9,1,8,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115010000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,10,0,9,1,9,0,1,3,999,0,4,1,115009000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115011000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,11,0,9,1,10,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115012000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,12,0,9,1,9,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115013000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,13,0,9,1,12,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115014000,2,0,0,0,1,0,0,1,0,0,1,0,0,1,50000004,50000009,0,0,4,3,115015000,0,9,1,13,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115015000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,15,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115016000,2,0,0,0,1,0,0,1,0,0,1,0,0,1,50000006,0,0,0,4,3,115017000,0,9,1,15,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115017000,2,0,0,0,1,0,0,1,0,0,1,0,0,1,50000007,0,0,0,9,2,17,0,9,1,16,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115018000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,18,0,9,1,17,0,1,3,999,0,4,3,115018000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115019000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,19,0,9,1,18,0,1,3,999,0,4,3,115018000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115020000,2,0,0,0,1,0,0,1,0,0,1,0,0,1,50000010,0,0,0,9,2,20,0,9,1,19,0,1,3,999,0,4,3,115021000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115021000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,21,0,9,1,20,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115022000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,22,0,9,1,21,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115023000,2,0,0,0,1,0,0,1,0,0,1,0,0,1,50000011,0,0,0,9,2,23,0,9,1,22,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115023001,2,0,0,0,1,0,0,1,0,0,1,0,0,1,50000012,0,0,0,0,0,0,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115023002,2,0,0,0,1,0,0,1,0,0,1,0,0,1,50000013,0,0,0,0,0,0,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115024000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,24,0,9,1,23,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115025000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,25,0,9,1,24,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115026000,2,0,0,0,1,0,0,1,0,0,1,0,0,1,50000012,0,0,0,9,2,26,0,9,1,25,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115027000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,27,0,9,1,26,0,1,3,999,0,4,3,115027000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115028000,2,0,80499801,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,28,0,9,1,27,0,1,3,999,0,4,3,115030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115029000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,29,0,9,1,28,0,1,3,999,0,4,3,115030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115030000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,30,0,9,1,29,0,1,3,999,0,4,3,115030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115031000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,31,0,9,1,30,0,1,3,999,0,4,3,115031000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115032000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,32,0,9,1,31,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115033000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,33,0,9,1,32,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115034000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,34,0,9,1,33,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115035000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,35,0,9,1,34,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115036000,2,0,0,0,1,0,0,1,0,0,1,0,0,1,99000729,0,0,0,9,2,36,0,9,1,35,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115037000,2,0,0,0,1,0,0,1,0,0,1,0,0,1,50000013,0,0,0,9,2,37,0,9,1,36,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115038000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,38,0,9,1,37,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115039000,2,0,0,0,1,0,0,1,0,0,1,0,0,1,50000014,0,0,0,9,2,39,0,9,1,38,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115039100,2,0,0,0,1,0,0,1,0,0,1,0,0,1,50000014,0,0,0,0,0,0,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115040000,2,0,0,0,1,0,0,1,0,0,1,0,0,1,50000015,0,0,0,9,2,40,0,9,1,39,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115041000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,41,0,9,1,40,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
