ID,_FILENAME,_DESC
10003012,Data/GlobalRes/SKILL_ICON12.PNG,[??] ?? ??3
10003020,Data/GlobalRes/SKILL_ICON20.PNG,[??] ?? ??
10003021,Data/GlobalRes/SKILL_ICON21.PNG,[??] ?? ??2
10003030,Data/GlobalRes/SKILL_ICON30.PNG,[??] ??? ??
10003040,Data/GlobalRes/SKILL_ICON40.PNG,[??] ?? ??
10003041,Data/GlobalRes/SKILL_ICON41.PNG,[??] ?? ??
10003050,Data/GlobalRes/SKILL_ICON50.PNG,[??] ????
10003060,Data/GlobalRes/SKILL_ICON60.PNG,[??] ? ?? ???
10003070,Data/GlobalRes/SKILL_ICON70.PNG,[??] ?? ?? ???
10003080,Data/GlobalRes/SKILL_ICON80.PNG,[??] ??? ?? ???
10003090,Data/GlobalRes/SKILL_ICON90.PNG,[??] ??? ?? ???
10003091,Data/GlobalRes/SKILL_ICON91.PNG,[??] ??? ?? ???
10004000,Data/GlobalRes/Mob_Icon00.PNG,? ???
10004001,Data/GlobalRes/Mob_Icon01.PNG,? ???1? ??
10004002,Data/GlobalRes/Mob_Icon02.PNG,? ???2? ??
10005000,Data/GlobalRes/NPC_Icon00.PNG,NPC ???
10005001,Data/GlobalRes/NPC_Icon01.PNG,NPC ???
10006000,Data/GlobalRes/BUFF_ICON00.PNG,?? ???
10006001,Data/GlobalRes/BUFF_ICON01.PNG,?? ???(???)
10006002,Data/GlobalRes/BUFF_ICON02.PNG,?? ???(????)
10006003,Data/GlobalRes/BUFF_ICON03.PNG,?? ???(??)
10006004,Data/GlobalRes/BUFF_ICON04.PNG,?? ???(???)
10006005,Data/GlobalRes/BUFF_ICON05.PNG,?? ???(??? ??)
10006006,Data/GlobalRes/BUFF_ICON06.PNG,?? ???(??)
10007000,Data/GlobalRes/MOB_LEVEL_ICON01.PNG,? ?? ?? ???
10008001,Data/GlobalRes/GuildEmblem_Symbol_Icon00.png,?? ??? <??>???
10008002,Data/GlobalRes/GuildEmblem_BG_Icon00.png,?? ??? <??>???
10008003,Data/GlobalRes/GuildEmblem_FX_Icon00.png,?? ??? <FX>???
10009001,Data/GlobalRes/UI_Icon_GM.png,GM_Tool ??? ???
10009010,Data/GlobalRes/200_01_rankboard00.png,?? ??? ???
10011001,Data/GlobalRes/300_01_rebirudolf00.png,?? ???? ???
10011002,Data/GlobalRes/300_02_irisanta00.png,??? ??? ???
10011003,Data/GlobalRes/300_03_03cake.png,3?? ???
10011004,Data/GlobalRes/300_03_01cake.png,1?? ???
10011005,Data/GlobalRes/300_01_2010soccer_goblin.png,2010? ??? ??? ???
10011006,Data/GlobalRes/300_101003_bear1.png,?? ? (??? ???)
10011007,Data/GlobalRes/300_101003_bear2.png,???? ? (??? ???)
10011008,Data/GlobalRes/300_101003_bear3.png,???? ??? ? (??? ???)
27101000,Data/GlobalRes/Crop/Crop1000.png,?? ?? ??? 1
27101001,Data/GlobalRes/Crop/Crop1001.png,?? ?? ??? 2
27101002,Data/GlobalRes/Crop/Crop1002.png,?? ?? ??? 3
27101003,Data/GlobalRes/Crop/Crop1003.png,?? ?? ??? 4
27101100,Data/GlobalRes/Crop/Crop1100.png,?? ?? ?? ??? 1
27101101,Data/GlobalRes/Crop/Crop1101.png,?? ?? ?? ??? 2
27101102,Data/GlobalRes/Crop/Crop1102.png,?? ?? ?? ??? 3
27101103,Data/GlobalRes/Crop/Crop1103.png,?? ?? ?? ??? 4
27102000,Data/GlobalRes/Crop/Crop2000.png,?? ?? ??? 1
27102001,Data/GlobalRes/Crop/Crop2001.png,?? ?? ??? 2
27102002,Data/GlobalRes/Crop/Crop2002.png,?? ?? ??? 3
27102003,Data/GlobalRes/Crop/Crop2003.png,?? ?? ??? 4
27102100,Data/GlobalRes/Crop/Crop2100.png,?? ?? ?? ??? 1
27102101,Data/GlobalRes/Crop/Crop2101.png,?? ?? ?? ??? 2
27102102,Data/GlobalRes/Crop/Crop2102.png,?? ?? ?? ??? 3
27102103,Data/GlobalRes/Crop/Crop2103.png,?? ?? ?? ??? 4
27103000,Data/GlobalRes/Crop/Crop3000.png,?? ?? ??? 1
27103001,Data/GlobalRes/Crop/Crop3001.png,?? ?? ??? 2
27103002,Data/GlobalRes/Crop/Crop3002.png,?? ?? ??? 3
27103003,Data/GlobalRes/Crop/Crop3003.png,?? ?? ??? 4
27103100,Data/GlobalRes/Crop/Crop3100.png,?? ?? ?? ??? 1
27103101,Data/GlobalRes/Crop/Crop3101.png,?? ?? ?? ??? 2
27103102,Data/GlobalRes/Crop/Crop3102.png,?? ?? ?? ??? 3
27103103,Data/GlobalRes/Crop/Crop3103.png,?? ?? ?? ??? 4
29900000,Data/GlobalRes/100_01_postman_basic00.png,????
29900001,Data/GlobalRes/100_02_bonnie_basic00.png,??? ??
1,Data/GlobalRes/0001.png,??? ????
2,Data/GlobalRes/0002.png,??? ??
3,Data/GlobalRes/0003.png,???(?? ??)
4,Data/GlobalRes/0004.png,(???) ???
5,Data/GlobalRes/0005.png,???(?? ??)
6,Data/GlobalRes/0006.png,(???) ???
7,Data/GlobalRes/0007.png,???(???? ??)
8,Data/GlobalRes/0008.png,(???) ???
9,Data/GlobalRes/0009.png,???(??? ??? ?? ??)
10,Data/GlobalRes/0010.png,(???) ???
11,Data/GlobalRes/0011.png,???(?? ??? ??? ??)
12,Data/GlobalRes/0012.png,(???) ???
13,Data/GlobalRes/0013.png,???(????? ??)
14,Data/GlobalRes/0014.png,(???) ???
15,Data/GlobalRes/0015.png,???(??? ??)
16,Data/GlobalRes/0016.png,(???) ???
17,Data/GlobalRes/0017.png,???
18,Data/GlobalRes/0018.png,(???) ??? ??
19,Data/GlobalRes/0019.png,??? ??
20,Data/GlobalRes/0020.png,??? ??(??)
21,Data/GlobalRes/0021.png,??? ??(???)
22,Data/GlobalRes/0022.png,??? ??(???2)
23,Data/GlobalRes/0023.png,??? ??(???2)
24,Data/GlobalRes/0024.png,??? ??(??1)
25,Data/GlobalRes/0025.png,??? ??(??2)
26,Data/GlobalRes/0026.png,??? ??(??3)
27,Data/GlobalRes/0027.png,??? ??(?????1)
28,Data/GlobalRes/0028.png,??? ??(?????2)
29,Data/GlobalRes/0029.png,??? ??(?????3)
30,Data/GlobalRes/0030.png,??? ??
31,Data/GlobalRes/0031.png,??? ??
32,Data/GlobalRes/0032.png,??? ??(??)
33,Data/GlobalRes/0033.png,??? ??
34,Data/GlobalRes/0034.png,??? ??(????)
35,Data/GlobalRes/0035.png,??? ??
36,Data/GlobalRes/0036.png,??? ??(??1)
37,Data/GlobalRes/0037.png,??? ??(??2)
38,Data/GlobalRes/0038.png,??? ??(??3)
39,Data/GlobalRes/0039.png,??? ??(??)
40,Data/GlobalRes/0040.png,??? (? ??)
41,Data/GlobalRes/0041.png,??? (? ??)
42,Data/GlobalRes/0042.png,??? (? ??)
43,Data/GlobalRes/0043.png,?? (? ??)
45,Data/GlobalRes/0045.png,?? (? ??)
46,Data/GlobalRes/0046.png,?? (? ??)
47,Data/GlobalRes/0047.png,???
48,Data/GlobalRes/0048.png,(???) ???
49,Data/GlobalRes/0049.png,?? ???
50,Data/GlobalRes/0050.png,??
51,Data/GlobalRes/0051.png,??
52,Data/GlobalRes/0052.png,?? (? ??)
53,Data/GlobalRes/0053.png,?? (? ??)
54,Data/GlobalRes/0054.png,?? (? ??)
55,Data/GlobalRes/0055.png,??? (? ??)
56,Data/GlobalRes/0056.png,???
57,Data/GlobalRes/0057.png,???
58,Data/GlobalRes/0058.png,?
59,Data/GlobalRes/0059.png,??
60,Data/GlobalRes/0060.png,??
61,Data/GlobalRes/0061.png,??
62,Data/GlobalRes/0062.png,?? (???)
63,Data/GlobalRes/0063.png,?? (???)
64,Data/GlobalRes/0064.png,???
65,Data/GlobalRes/0065.png,???
66,Data/GlobalRes/0066.png,???? (? ??)
67,Data/GlobalRes/0067.png,???
68,Data/GlobalRes/0068.png,??? ???
69,Data/GlobalRes/0069.png,??? ???
70,Data/GlobalRes/0070.png,??? ???
71,Data/GlobalRes/0071.png,??
72,Data/GlobalRes/0072.png,??(??? ??_1)
73,Data/GlobalRes/0073.png,??(??? ??_2)
74,Data/GlobalRes/0074.png,??(??? ??_3)
75,Data/GlobalRes/0075.png,??(??? ??_4)
76,Data/GlobalRes/0076.png,??(??? ??_5)
77,Data/GlobalRes/0077.png,???
78,Data/GlobalRes/0078.png,???
79,Data/GlobalRes/0079.png,??
80,Data/GlobalRes/0080.png,??
81,Data/GlobalRes/0081.png,??
82,Data/GlobalRes/0082.png,??
83,Data/GlobalRes/0083.png,?
84,Data/GlobalRes/0084.png,??
85,Data/GlobalRes/0085.png,??
86,Data/GlobalRes/0086.png,???
87,Data/GlobalRes/0087.png,?
88,Data/GlobalRes/0088.png,???
89,Data/GlobalRes/0089.png,??
90,Data/GlobalRes/0090.png,?
91,Data/GlobalRes/0091.png,???
92,Data/GlobalRes/0092.png,??
93,Data/GlobalRes/0093.png,??
94,Data/GlobalRes/0094.png,??
95,Data/GlobalRes/0095.png,??
96,Data/GlobalRes/0096.png,???
97,Data/GlobalRes/0097.png,??
98,Data/GlobalRes/0098.png,??(???? ???? ??)
99,Data/GlobalRes/0099.png,??(???? ???? ??)
100,Data/GlobalRes/0100.png,??(???? ???? ?? ???)
101,Data/GlobalRes/0101.png,???
102,Data/GlobalRes/0102.png,??
103,Data/GlobalRes/0103.png,??
104,Data/GlobalRes/0104.png,? ?
105,Data/GlobalRes/0105.png,???
106,Data/GlobalRes/0106.png,???
107,Data/GlobalRes/0107.png,??
108,Data/GlobalRes/0108.png,???
109,Data/GlobalRes/0109.png,??
110,Data/GlobalRes/0110.png,?? ? (???? ???)
111,Data/GlobalRes/0111.png,?? ? (???? ???_??)
112,Data/GlobalRes/0112.png,?? ? (????)
113,Data/GlobalRes/0113.png,?? ? (????_??)
114,Data/GlobalRes/0114.png,?? ? (???)
115,Data/GlobalRes/0115.png,??(??)
116,Data/GlobalRes/0116.png,??(??)
117,Data/GlobalRes/0117.png,SD??
118,Data/GlobalRes/0118.png,SD?? ?? ??
119,Data/GlobalRes/0119.png,??(??)
120,Data/GlobalRes/0120.png,?? (??)
121,Data/GlobalRes/0121.png,??? ? (???)
122,Data/GlobalRes/0122.png,? ?? (???)
123,Data/GlobalRes/0123.png,??? ??
124,Data/GlobalRes/0124.png,??? ?? (???)
125,Data/GlobalRes/0125.png,???(??)
126,Data/GlobalRes/0126.png,??? ?????
127,Data/GlobalRes/0127.png,??? ????
128,Data/GlobalRes/0128.png,??? ??
129,Data/GlobalRes/0129.png,??? ?? (??)
130,Data/GlobalRes/0130.png,??? ??
131,Data/GlobalRes/0131.png,??
132,Data/GlobalRes/0132.png,??? (???)
133,Data/GlobalRes/0133.png,???
134,Data/GlobalRes/0134.png,???
135,Data/GlobalRes/0135.png,???
136,Data/GlobalRes/0136.png,???
137,Data/GlobalRes/0137.png,??
138,Data/GlobalRes/0138.png,???
139,Data/GlobalRes/0139.png,?
140,Data/GlobalRes/0140.png,???
141,Data/GlobalRes/0141.png,??
142,Data/GlobalRes/0142.png,???
143,Data/GlobalRes/0143.png,??
144,Data/GlobalRes/0144.png,??
145,Data/GlobalRes/0145.png,??? (??)
146,Data/GlobalRes/0146.png,??? (?? ??)
147,Data/GlobalRes/0147.png,??? (??)
148,Data/GlobalRes/0148.png,??? (????/???)
149,Data/GlobalRes/0149.png,??? (????/???)
150,Data/GlobalRes/0150.png,??? ?????
151,Data/GlobalRes/0151.png,???
152,Data/GlobalRes/0152.png,????
153,Data/GlobalRes/0153.png,???
154,Data/GlobalRes/0154.png,???(????)
155,Data/GlobalRes/0155.png,????(????)
156,Data/GlobalRes/0156.png,???(????)
157,Data/GlobalRes/0157.png,??
158,Data/GlobalRes/0158.png,??
159,Data/GlobalRes/0159.png,??
160,Data/GlobalRes/0160.png,???
161,Data/GlobalRes/0161.png,??
162,Data/GlobalRes/0162.png,???? ???
163,Data/GlobalRes/0163.png,??? ???
164,Data/GlobalRes/0164.png,???
165,Data/GlobalRes/0165.png,???
166,Data/GlobalRes/0166.png,??
167,Data/GlobalRes/0167.png,???
168,Data/GlobalRes/0168.png,??
169,Data/GlobalRes/0169.png,???
170,Data/GlobalRes/0170.png,?? ???
171,Data/GlobalRes/0171.png,??
172,Data/GlobalRes/0172.png,???
173,Data/GlobalRes/0173.png,??
174,Data/GlobalRes/0174.png,???
175,Data/GlobalRes/0175.png,??
176,Data/GlobalRes/0176.png,???
177,Data/GlobalRes/0177.png,???
178,Data/GlobalRes/0178.png,??
179,Data/GlobalRes/0179.png,??
180,Data/GlobalRes/0180.png,???
181,Data/GlobalRes/0181.png,??
182,Data/GlobalRes/0182.png,???
183,Data/GlobalRes/0183.png,??
184,Data/GlobalRes/0184.png,???
185,Data/GlobalRes/0185.png,?????
186,Data/GlobalRes/0186.png,?? ???
187,Data/GlobalRes/0187.png,"???? ??? ""??"" ?? ??"
188,Data/GlobalRes/0188.png,"???? ??? ""??"" ?? ??"
189,Data/GlobalRes/0189.png,"???? ??? ""??"""
190,Data/GlobalRes/0190.png,"?? ?? ""????"""
191,Data/GlobalRes/0191.png,???&?????
192,Data/GlobalRes/0192.png,???&????? (??)
193,Data/GlobalRes/0193.png,???&????? (??)
194,Data/GlobalRes/0194.png,??? ?? ???
195,Data/GlobalRes/0195.png,??? ?? ???
196,Data/GlobalRes/0196.png,??? ?? ???
197,Data/GlobalRes/0197.png,??? ?? ???
198,Data/GlobalRes/0198.png,??? ?? ???
199,Data/GlobalRes/0199.png,??? ?? ???
200,Data/GlobalRes/0200.png,??? ?? ???
201,Data/GlobalRes/0201.png,??? ?
202,Data/GlobalRes/0202.png,??? ? ?? ??
203,Data/GlobalRes/0203.png,? ??
204,Data/GlobalRes/0204.png,? ??? ?? ?? ???
205,Data/GlobalRes/0205.png,??? ???(????3 ???? ?)
206,Data/GlobalRes/0206.png,????(????)
207,Data/GlobalRes/0207.png,"???? ""??"""
208,Data/GlobalRes/0208.png,"???? ""??!"""
209,Data/GlobalRes/0209.png,"???? ""?? ??"""
210,Data/GlobalRes/0210.png,"???? ""??? ??"""
211,Data/GlobalRes/0211.png,"???? ""??? ??"""
212,Data/GlobalRes/0212.png,"???? ""????? ??"""
213,Data/GlobalRes/0213.png,"???? ""??"""
214,Data/GlobalRes/0214.png,??? ???(????3 - ? ???? ?)
215,Data/GlobalRes/0215.png,?? ???(??)
216,Data/GlobalRes/0216.png,?? ???(??)
217,Data/GlobalRes/0217.png,??? ????
218,Data/GlobalRes/0218.png,????
219,Data/GlobalRes/0219.png,???
220,Data/GlobalRes/0220.png,???
221,Data/GlobalRes/0221.png,?????
222,Data/GlobalRes/0222.png,???
223,Data/GlobalRes/0223.png,??
224,Data/GlobalRes/0224.png,????
225,Data/GlobalRes/0225.png,????? ????
226,Data/GlobalRes/0226.png,??
227,Data/GlobalRes/0227.png,???
228,Data/GlobalRes/0228.png,???
229,Data/GlobalRes/0229.png,??
230,Data/GlobalRes/0230.png,??
231,Data/GlobalRes/0231.png,????
232,Data/GlobalRes/0232.png,????
233,Data/GlobalRes/0233.png,???
234,Data/GlobalRes/0234.png,??? ?? ????
235,Data/GlobalRes/0235.png,??? ?? ??? ???
236,Data/GlobalRes/0236.png,????
237,Data/GlobalRes/0237.png,????
238,Data/GlobalRes/0238.png,??
239,Data/GlobalRes/0239.png,???
240,Data/GlobalRes/0240.png,??
241,Data/GlobalRes/0241.png,?
242,Data/GlobalRes/0242.png,??
243,Data/GlobalRes/0243.png,????? ???
244,Data/GlobalRes/0244.png,???? ???
245,Data/GlobalRes/0245.png,???? ???
246,Data/GlobalRes/0246.png,MD? ???
247,Data/GlobalRes/0247.png,????? ???
248,Data/GlobalRes/0248.png,???? ???
249,Data/GlobalRes/0249.png,??? ???(090429?????)
250,Data/GlobalRes/0250.png,?? ???(090429?????)
251,Data/GlobalRes/0251.png,?? ???(090429?????)
252,Data/GlobalRes/0252.png,??? ?? ???
253,Data/GlobalRes/0253.png,???? ?? ???
254,Data/GlobalRes/0254.png,??? ?? ???
255,Data/GlobalRes/0255.png,??? ??? ?? ???
256,Data/GlobalRes/0256.png,?? ???? ???
257,Data/GlobalRes/0257.png,??? ??
258,Data/GlobalRes/0258.png,???? ? ??
259,Data/GlobalRes/0259.png,? ??? ?? ~ ??
260,Data/GlobalRes/0260.png,? ??? ?? ~ ???
261,Data/GlobalRes/0261.png,???? ? ~ ? ? ??
262,Data/GlobalRes/0262.png,???? ? ~ ? ? ?? (??)
263,Data/GlobalRes/0263.png,???
264,Data/GlobalRes/0264.png,???
265,Data/GlobalRes/0265.png,???? ?? ?? ?? ????
266,Data/GlobalRes/0266.png,???
267,Data/GlobalRes/0267.png,???
268,Data/GlobalRes/0268.png,??? ??
269,Data/GlobalRes/0269.png,?? ????
270,Data/GlobalRes/0270.png,?? ????
271,Data/GlobalRes/0271.png,?? ????
272,Data/GlobalRes/0272.png,?? ????
273,Data/GlobalRes/0273.png,?? ????
274,Data/GlobalRes/0274.png,?? ???? (??)
275,Data/GlobalRes/0275.png,?? ???? (??)
276,Data/GlobalRes/0276.png,?? ???? (??)
277,Data/GlobalRes/0277.png,?? ???? (??)
278,Data/GlobalRes/0278.png,?? ???? (??)
279,Data/GlobalRes/0279.png,????
280,Data/GlobalRes/0280.png,=3= ????
281,Data/GlobalRes/0281.png,???? (??)
282,Data/GlobalRes/0282.png,=3= ???? (??)
283,Data/GlobalRes/0283.png,?????
284,Data/GlobalRes/0284.png,?? ?????
285,Data/GlobalRes/0285.png,?? ?????
286,Data/GlobalRes/0286.png,????? (??)
287,Data/GlobalRes/0287.png,?? ????? (??)
288,Data/GlobalRes/0288.png,?? ????? (??)
289,Data/GlobalRes/0289.png,???&??
290,Data/GlobalRes/0290.png,???&?? (??)
291,Data/GlobalRes/0291.png,???&?? (??? ??)
292,Data/GlobalRes/0292.png,??? ??
293,Data/GlobalRes/0293.png,??? ?? (???)
294,Data/GlobalRes/0294.png,??
295,Data/GlobalRes/0295.png,???
296,Data/GlobalRes/0296.png,???
297,Data/GlobalRes/0297.png,?? ??? ?
298,Data/GlobalRes/0298.png,?? ??? ?
299,Data/GlobalRes/0299.png,?? ??? ?
300,Data/GlobalRes/0300.png,?? ??? ?
301,Data/GlobalRes/0301.png,?
302,Data/GlobalRes/0302.png,??? ? ?
303,Data/GlobalRes/0303.png,?? ???
304,Data/GlobalRes/0304.png,?? ???
305,Data/GlobalRes/0305.png,"???? ""??? ??"""
306,Data/GlobalRes/0306.png,"???? ""??? ??"""
307,Data/GlobalRes/0307.png,"???? ""????? ??"""
308,Data/GlobalRes/0308.png,"???? ""??"""
309,Data/GlobalRes/0309.png,"???? ""??"""
310,Data/GlobalRes/0310.png,???? ??? ????
311,Data/GlobalRes/0311.png,????
312,Data/GlobalRes/0312.png,?? ???
313,Data/GlobalRes/0313.png,?? ??? ?? ??
314,Data/GlobalRes/0314.png,?? ???
315,Data/GlobalRes/0315.png,?? ??? ??? ??? ? ??
316,Data/GlobalRes/0316.png,?? ??? ??? ???+?? ??
317,Data/GlobalRes/0317.png,???
318,Data/GlobalRes/0318.png,????? ?? (?? ? ??)
319,Data/GlobalRes/0319.png,???? ?? ???
320,Data/GlobalRes/0320.png,"????, ?? ??"
321,Data/GlobalRes/0321.png,?????? ?? ???
322,Data/GlobalRes/0322.png,???? (???)
323,Data/GlobalRes/0323.png,???? (????? ??)
324,Data/GlobalRes/0324.png,??? ???
325,Data/GlobalRes/0325.png,??? ????
326,Data/GlobalRes/0326.png,??? ????(? ??)
327,Data/GlobalRes/0327.png,?? ?? ??
328,Data/GlobalRes/0328.png,?? ?? ?? (?? ???)
329,Data/GlobalRes/0329.png,? ??
330,Data/GlobalRes/0330.png,? (?? ?? ??? ??)
331,Data/GlobalRes/0331.png,? ?? ???
332,Data/GlobalRes/0332.png,? ???? ???
333,Data/GlobalRes/0333.png,? ???
334,Data/GlobalRes/0334.png,? ???? ???
335,Data/GlobalRes/0335.png,??? ??
336,Data/GlobalRes/0336.png,??? ??
337,Data/GlobalRes/0337.png,??? ?? ?
338,Data/GlobalRes/0338.png,??? ??? ?
339,Data/GlobalRes/0339.png,???? ??
340,Data/GlobalRes/0340.png,???? ??
341,Data/GlobalRes/0341.png,???? ?? ? ??
342,Data/GlobalRes/0342.png,???? ??
343,Data/GlobalRes/0343.png,???? ???
344,Data/GlobalRes/0344.png,???? ??
345,Data/GlobalRes/0345.png,???? ??? ???
346,Data/GlobalRes/0346.png,????
347,Data/GlobalRes/0347.png,?????
348,Data/GlobalRes/0348.png,????? ???
349,Data/GlobalRes/0349.png,???
350,Data/GlobalRes/0350.png,?? (???? ??)
351,Data/GlobalRes/0351.png,??
352,Data/GlobalRes/0352.png,??? ??? (??)
353,Data/GlobalRes/0353.png,??? ??? (??)
354,Data/GlobalRes/0354.png,? ? (???!)
355,Data/GlobalRes/0355.png,??
356,Data/GlobalRes/0356.png,???
357,Data/GlobalRes/0357.png,??? 1?? ?? ???
358,Data/GlobalRes/0358.png,??? 3?? ?? ???
359,Data/GlobalRes/0359.png,? ? ??
360,Data/GlobalRes/0360.png,? ? ??
361,Data/GlobalRes/0361.png,? ? ??
362,Data/GlobalRes/0362.png,? ? ??
363,Data/GlobalRes/0363.png,???? ???
364,Data/GlobalRes/0364.png,?? ? (??? ???)
365,Data/GlobalRes/0365.png,???? ? (??? ???)
366,Data/GlobalRes/0366.png,???? ??? ? (??? ???)
367,Data/GlobalRes/0367.png,??? ???
368,Data/GlobalRes/0368.png,??? ??
369,Data/GlobalRes/0369.png,?? ???
370,Data/GlobalRes/0370.png,?? ??? ??
371,Data/GlobalRes/0371.png,?? ??? ??
372,Data/GlobalRes/0372.png,??? ??? ??
373,Data/GlobalRes/0373.png,??? ??? ??
374,Data/GlobalRes/0374.png,??? ??? ??
489,Data/GlobalRes/0489.png,? ??? (???)
490,Data/GlobalRes/0490.png,? ??? (???)
491,Data/GlobalRes/0491.png,? ??? (???)
492,Data/GlobalRes/0492.png,??? ???
493,Data/GlobalRes/0493.png,??? ??
494,Data/GlobalRes/0494.png,??? ??
495,Data/GlobalRes/0495.png,??? ???1
496,Data/GlobalRes/0496.png,??? ???2
497,Data/GlobalRes/0497.png,??? ??
498,Data/GlobalRes/0498.png,??? ??
499,Data/GlobalRes/0499.png,??? ??(??)
500,Data/GlobalRes/0500.png,??? ??
501,Data/GlobalRes/0501.png,???&????? (??)
502,Data/GlobalRes/0502.png,???&????? (??)
503,Data/GlobalRes/0503.png,???&????? (??)
504,Data/GlobalRes/0504.png,?? ??? (??)
505,Data/GlobalRes/0505.png,?? ??? (??)
506,Data/GlobalRes/0506.png,????
507,Data/GlobalRes/0507.png,???
508,Data/GlobalRes/0508.png,??? ??(??? ?)
509,Data/GlobalRes/0509.png,??? ????(????? ??? ?)
510,Data/GlobalRes/0510.png,??? ???(????? ??? ?)
511,Data/GlobalRes/0511.png,??? ???(???? ?? ???)
512,Data/GlobalRes/0056.png,???(????2)
513,Data/GlobalRes/0513.png,??? ???(???? ???? ??)
514,Data/GlobalRes/0514.png,?? ???? (??? ?)
515,Data/GlobalRes/0515.png,?? ???? (???? ??? ?)
516,Data/GlobalRes/0516.png,?? ??? (180?? ???? 6 ?? ?)
517,Data/GlobalRes/0517.png,?? ??? (???? 2)
518,Data/GlobalRes/0518.png,?? 2??? ???
519,Data/GlobalRes/0519.png,?? 2??? ????
520,Data/GlobalRes/0520.png,?? 2??? ?????
521,Data/GlobalRes/0521.png,?? 2??? ???
522,Data/GlobalRes/0522.png,??? 2??? ???
523,Data/GlobalRes/0523.png,??? 2??? ????
524,Data/GlobalRes/0524.png,??? 2??? ?????
525,Data/GlobalRes/0525.png,??? 2??? ????
526,Data/GlobalRes/0526.png,???? 2??? 1
527,Data/GlobalRes/0527.png,???? 2??? 2 (??)
528,Data/GlobalRes/0528.png,?? ???? 2??? 1
529,Data/GlobalRes/0529.png,?? ???? 2??? 2 (??)
530,Data/GlobalRes/0530.png,???? ???
531,Data/GlobalRes/0531.png,???? ??? ?? ???
532,Data/GlobalRes/0532.png,??? ??? ?? ???
533,Data/GlobalRes/0533.png,??? ???? ?? ???
534,Data/GlobalRes/0534.png,???? (??)
535,Data/GlobalRes/0535.png,???? (??_??)
