ID,_name,_description,_stat1,_statValue1,_stat2,_statValue2,_stat3,_statValue3,_stat4,_statValue4,_Effect1,_Effect2,_skill_targetcount1,_Value1,_skill_targetcount2,_Value2,_skill_targetcount3,_Value3,_connection_skill_id1,_connection_skill_id2,_connection_skill_id3,_connection_skill_id4,_connection_skill_id5,_connection_skill_id6,_connection_skill_id7,_connection_skill_id8,_connection_skill_id9,_connection_skill_id10
14,力量與魔力,\n\n[ 14 欄位 ],594,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,一般怪物傷害,\n\n[ 15 欄位 ],566,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,BOSS怪物傷害,\n\n[ 16 欄位 ],570,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,一般怪物傷害(%),\n\n[ 17 欄位 ],567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,BOSS怪物傷害(%),\n\n[ 18 欄位 ],571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,力量與魔力,\n\n[ 19 欄位 ],594,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,力量與魔力,\n\n[ 20 欄位 ],594,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,力量與魔力,\n\n[ 21 欄位 ],594,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,所有能力值,\n\n[ 22 欄位 ],455,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,所有能力值,\n\n[ 23 欄位 ],455,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,所有能力值,\n\n[ 24 欄位 ],455,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,所有能力值,\n\n[ 25 欄位 ],455,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,所有能力值,\n\n[ 26 欄位 ],455,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,所有能力值,\n\n[ 27 欄位 ],455,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,所有能力值,\n\n[ 28 欄位 ],455,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,所有能力值,\n\n[ 29 欄位 ],455,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,所有能力值,\n\n[ 30 欄位 ],455,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,所有能力值,\n\n[ 31 欄位 ],455,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,力量與魔力,\n\n[ 32 欄位 ],594,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,力量與魔力,\n\n[ 33 欄位 ],594,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,力量與魔力,\n\n[ 34 欄位 ],594,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,力量與魔力,\n\n[ 35 欄位 ],594,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,力量與魔力,\n\n[ 36 欄位 ],594,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,力量與魔力,\n\n[ 37 欄位 ],594,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,力量與魔力,\n\n[ 38 欄位 ],594,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,力量與魔力,\n\n[ 39 欄位 ],594,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,力量與魔力,\n\n[ 40 欄位 ],594,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,體力,\n\n[ 41 欄位 ],26,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,體力,\n\n[ 42 欄位 ],26,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,體力,\n\n[ 43 欄位 ],26,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,體力,\n\n[ 44 欄位 ],26,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,體力,\n\n[ 45 欄位 ],26,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,體力,\n\n[ 46 欄位 ],26,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,體力,\n\n[ 47 欄位 ],26,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,體力,\n\n[ 48 欄位 ],26,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,體力,\n\n[ 49 欄位 ],26,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,體力,\n\n[ 50 欄位 ],26,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,力量與魔力,\n\n[ 51 欄位 ],594,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,力量與魔力,\n\n[ 52 欄位 ],594,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,移動速度,\n\n[ 53 欄位 ],106,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,移動速度,\n\n[ 54 欄位 ],106,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,移動速度,\n\n[ 55 欄位 ],106,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,覺醒石欄位 (5點鐘),\n\n[ 56 欄位 ],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,爆擊傷害,\n\n[ 57 欄位 ],464,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,技能冷卻時間減少,\n\n[ 58 欄位 ],440,5,464,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,技能冷卻時間減少 [強化],\n\n[ 59 欄位 ],440,10,464,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,技能冷卻時間減少,\n\n[ 60 欄位 ],440,5,464,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,破壞者,\n\n[ 61 欄位 ],464,4,440,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,爆擊傷害,\n\n[ 62 欄位 ],464,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,爆擊傷害 [強化],\n\n[ 63 欄位 ],464,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,爆擊傷害,\n\n[ 64 欄位 ],464,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,貫穿力,\n\n[ 65 欄位 ],463,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,貫穿力,\n\n[ 66 欄位 ],463,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,貫穿力 [強化],\n\n[ 67 欄位 ],463,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,貫穿力,\n\n[ 68 欄位 ],463,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,爆擊傷害,\n\n[ 69 欄位 ],464,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,爆擊傷害 [強化],\n\n[ 70 欄位 ],464,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,爆擊傷害,\n\n[ 71 欄位 ],464,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,『爆擊率 』,\n\n[ 72 欄位 ],465,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,幸運(%),\n\n[ 73 欄位 ],19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,力量/魔力及幸運(%),\n\n[ 74 欄位 ],595,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,力量(%),\n\n[ 75 欄位 ],595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,力量/魔力及幸運,\n\n[ 76 欄位 ],594,1000,18,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,一般怪物傷害,\n\n[ 77 欄位 ],566,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,一般怪物支配力,\n\n[ 78 欄位 ],573,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,一般怪物傷害,\n\n[ 79 欄位 ],566,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,『 固定傷害 』,\n\n[ 80 欄位 ],588,2,440,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,固定傷害,\n\n[ 81 欄位 ],496,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,固定傷害和武器攻擊力,\n\n[ 82 欄位 ],496,2000,586,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,武器攻擊力,\n\n[ 83 欄位 ],586,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,『 武器攻擊力 』,\n\n[ 84 欄位 ],587,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,武器攻擊力,\n\n[ 85 欄位 ],586,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,固定傷害,\n\n[ 86 欄位 ],496,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,固定傷害,\n\n[ 87 欄位 ],496,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,BOSS怪物支配力,\n\n[ 88 欄位 ],574,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,BOSS怪物傷害,\n\n[ 89 欄位 ],570,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,BOSS怪物傷害,\n\n[ 90 欄位 ],570,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,力量/魔力(%),\n\n[ 91 欄位 ],595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,力量/魔力及體力(%),\n\n[ 92 欄位 ],595,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,體力(%),\n\n[ 93 欄位 ],27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,力量/魔力及體力,\n\n[ 94 欄位 ],594,1000,26,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,最小傷害,\n\n[ 95 欄位 ],462,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,最大傷害,\n\n[ 96 欄位 ],461,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,最大傷害 [強化],\n\n[ 97 欄位 ],461,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,最大傷害,\n\n[ 98 欄位 ],461,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,最小傷害,\n\n[ 99 欄位 ],462,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,最小傷害 [強化],\n\n[ 100 欄位 ],462,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,最小傷害,\n\n[ 101 欄位 ],462,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,『最小/最大傷害』,\n\n[ 102 欄位 ],585,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,最大HP,\n\n[ 103 欄位 ],30,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,所有能力值,\n\n[ 104 欄位 ],455,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,所有能力值(%),\n\n[ 105 欄位 ],456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,所有能力值,\n\n[ 106 欄位 ],455,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,所有能力值與最大HP,\n\n[ 107 欄位 ],455,500,30,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,最大HP,\n\n[ 108 欄位 ],30,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,最大HP [強化],\n\n[ 109 欄位 ],30,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,最大HP,\n\n[ 110 欄位 ],30,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,體力,\n\n[ 111 欄位 ],26,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,體力,\n\n[ 112 欄位 ],26,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,體力(%),\n\n[ 113 欄位 ],27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,覺醒石欄位 (7點鐘),\n\n[ 114 欄位 ],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,所有能力值(%),\n\n[ 115 欄位 ],456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,體力(%),\n\n[ 116 欄位 ],27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,所有能力值,\n\n[ 117 欄位 ],455,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,抗力,\n\n[ 118 欄位 ],70,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,抗力,\n\n[ 119 欄位 ],70,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,抗力,\n\n[ 120 欄位 ],71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,抗力,\n\n[ 121 欄位 ],70,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,抗力,\n\n[ 122 欄位 ],70,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,抗力,\n\n[ 123 欄位 ],70,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,覺醒石欄位 (11點鐘),\n\n[ 124 欄位 ],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,一般怪物傷害,\n\n[ 125 欄位 ],566,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,一般怪物支配力,\n\n[ 126 欄位 ],573,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,一般怪物支配力 [強化],\n\n[ 127 欄位 ],573,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,一般怪物支配力,\n\n[ 128 欄位 ],573,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,一般怪物傷害,\n\n[ 129 欄位 ],566,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,一般怪物傷害,\n\n[ 130 欄位 ],566,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,一般怪物支配力,\n\n[ 131 欄位 ],573,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,一般怪物傷害(%),\n\n[ 132 欄位 ],567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,一般怪物傷害,\n\n[ 133 欄位 ],566,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,『 蔑視 』,※ 特殊效果 ※\n\n 雖然最大HP減少3%，但一般怪物支配力增加2.5%。\n\n[ 134 欄位 ],31,-3,573,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,力量/魔力,\n\n[ 135 欄位 ],594,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,力量/魔力及最小傷害,\n\n[ 136 欄位 ],594,1000,462,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,『 最小傷害 』,\n\n[ 137 欄位 ],590,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,最小/最大傷害,\n\n[ 138 欄位 ],585,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,『 最大傷害 』,\n\n[ 139 欄位 ],591,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,力量/魔力及最大傷害,\n\n[ 140 欄位 ],594,1000,461,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,力量/魔力 [強化],\n\n[ 141 欄位 ],594,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,力量/魔力 [強化],\n\n[ 142 欄位 ],594,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,『 爆擊傷害 』,\n\n[ 143 欄位 ],592,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,力量/魔力 [強化],\n\n[ 144 欄位 ],594,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,『 決斷 』,※ 特殊效果 ※\n\n雖然最大HP減少3%，但BOSS怪物支配力增加2.5%。\n\n[ 145 欄位 ],31,-3,574,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,BOSS怪物傷害,\n\n[ 146 欄位 ],570,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,BOSS怪物支配力,\n\n[ 147 欄位 ],574,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,BOSS怪物支配力 [強化],\n\n[ 148 欄位 ],574,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,BOSS怪物支配力,\n\n[ 149 欄位 ],574,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,BOSS怪物傷害,\n\n[ 150 欄位 ],570,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,BOSS怪物傷害,\n\n[ 151 欄位 ],570,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,BOSS怪物支配力,\n\n[ 152 欄位 ],574,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,BOSS怪物傷害(%),\n\n[ 153 欄位 ],571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,BOSS怪物傷害,\n\n[ 154 欄位 ],570,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,防禦力,\n\n[ 155 欄位 ],216,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,防禦力,\n\n[ 156 欄位 ],216,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,防禦力,\n\n[ 157 欄位 ],217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,防禦力,\n\n[ 158 欄位 ],216,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,覺醒石欄位 (1點鐘),\n\n[ 159 欄位 ],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,防禦力,\n\n[ 160 欄位 ],216,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,防禦力,\n\n[ 161 欄位 ],216,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,體力,\n\n[ 162 欄位 ],26,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,力量/魔力 [強化],\n\n[ 163 欄位 ],594,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,所有能力值(%),\n\n[ 164 欄位 ],456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,『 飛毛腿 』,※ 特殊效果 ※\n\n打擊敵人時以1%機率於60秒內移動速度增加50\n\n[ 165 欄位 ],0,0,0,0,0,0,0,0,81006104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,所有能力值,\n\n[ 166 欄位 ],455,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,所有能力值 [強化],\n\n[ 167 欄位 ],455,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,『 所有能力值及力量 』,\n\n[ 168 欄位 ],456,1,595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,力量/魔力 [強化],\n\n[ 169 欄位 ],594,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,背後攻擊傷害,\n\n[ 170 欄位 ],494,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,背後攻擊傷害,\n\n[ 171 欄位 ],494,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,背後攻擊傷害,\n\n[ 172 欄位 ],494,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,『 鋼鐵體力 』,※ 特殊效果 ※\n\n於最大HP加上與目前超越等級成正比的一定值\n於HP加上相當於目前超越等級5倍的值\n\n[ 173 欄位 ],0,0,0,0,0,0,0,0,81006106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
