ID,_CutInImage,_Message,_Name,_QuestID1,_QuestID2,_QuestID3,_QuestID4,_QuestID5,_QuestID6,_QuestID7,_QuestID8,_QuestID9,_QuestID10,_QuestID11,_QuestID12,_QuestID13,_QuestID14,_QuestID15,_QuestID16,_QuestID17,_QuestID18,_QuestID19,_QuestID20,_QuestID21,_QuestID22,_QuestID23,_QuestID24,_QuestID25,_QuestID26,_QuestID27,_QuestID28,_QuestID29,_QuestID30,_QuestID31,_QuestID32,_QuestID33,_QuestID34,_QuestID35,_QuestID36,_QuestID37,_QuestID38,_QuestID39,_QuestID40,_QuestID41,_QuestID42,_QuestID43,_QuestID44,_QuestID45,_QuestID46,_QuestID47,_QuestID48,_QuestID49,_QuestID50,_QuestID51,_QuestID52,_QuestID53,_QuestID54,_QuestID55,_QuestID56,_QuestID57,_QuestID58,_QuestID59,_QuestID60,_QuestID61,_QuestID62,_QuestID63,_QuestID64,_QuestID65,_QuestID66,_QuestID67,_QuestID68,_QuestID69,_QuestID70,_QuestID71,_QuestID72,_QuestID73,_QuestID74,_QuestID75,_QuestID76,_QuestID77,_QuestID78,_QuestID79,_QuestID80,_QuestID81,_QuestID82,_QuestID83,_QuestID84,_QuestID85,_QuestID86,_QuestID87,_QuestID88,_QuestID89,_QuestID90,_QuestID91,_QuestID92,_QuestID93,_QuestID94,_QuestID95,_QuestID96,_QuestID97,_QuestID98,_QuestID99,_QuestID100
189,221,是來自亞特蘭提斯的委託。,安娜史塔莎的任務目錄,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11961,228,朋友，你期待冒險嗎？ (眨眼),魯道夫的任務目錄,113000009,113000010,113000018,113000019,113000020,113000056,113000057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,229,想請你幫忙的事情是……,瑪利的任務,113001044,113001045,113001046,113001047,113001050,113001051,113001052,113001053,113001054,113000007,113000008,113000016,113000017,113000026,113000058,113000059,113000060,164005107,202006102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,232,你是不是渴望武勳？,情人的任務目錄,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,757,今天有這些委託。,沃爾丁的每日任務目錄,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,64,喂，你能幫幫我嗎？,夏奴伊的任務目錄,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,234,幫助宇宙大明星保羅大人的機會可不多哦，Baby~,保羅大人的任務目錄,184102902,184102903,184102904,184102905,184102906,184102907,184102908,184102909,184102910,184102911,184102912,184102913,184102914,184102915,184102916,184102917,184102918,184102919,184106502,184106503,184106504,184106505,184106506,184106507,184106508,184106509,184106510,184106511,184106512,184106513,184106514,184106515,184106516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,94,我有要事相求……,西君的任務目錄,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,96,你經歷了哪些冒險？快給我講講！,海樂妮的任務目錄,148102000,115030009,192006105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,97,聽朕的命令。,惠宗的任務目錄,118301001,118301002,118301003,118301004,118301005,118301006,118301007,118301008,118301009,118301010,118301011,118301012,118301013,118301014,118301015,118301016,118301017,118301018,118301019,118301020,118301021,118301022,118301023,118301024,118301025,170002001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,56,你要證明自己的勇氣！,貝伊兒的任務目錄,114010001,114010002,114010003,114010004,114010005,114010006,114010007,114010008,114010009,114010010,114010011,114010012,114010013,114010014,114010015,114010053,114010054,114010055,114010056,114010057,114010058,114010059,114010060,114010061,114010062,114010063,114010064,114010065,114010066,114010067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,56,你要證明自己的勇氣！,貝伊兒的任務目錄,114010016,114010017,114010018,114010019,114010020,114010021,114010022,114010023,114010024,114010025,114010026,114010027,114010028,114010029,114010030,114010068,114010069,114010070,114010071,114010072,114010073,114010074,114010075,114010076,114010077,114010078,114010079,114010080,114010081,114010082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,56,你要證明自己的勇氣！,貝伊兒的任務目錄,114010031,114010032,114010033,114010034,114010035,114010036,114010037,114010038,114010039,114010040,114010041,114010042,114010043,114010044,114010045,114010083,114010084,114010085,114010086,114010087,114010088,114010089,114010090,114010091,114010092,114010093,114010094,114010095,114010096,114010097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,56,你要證明自己的勇氣！,貝伊兒的任務目錄,114010046,114010047,114010048,114010049,114010050,114010051,114010052,114010098,114010099,114010100,114010101,114010102,114010103,114010104,114010105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,58,拜託你了！,尚恩的任務目錄,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
