ID,_MobID,_StatusType1,_StatusValue1,_StatusType2,_StatusValue2,_StatusType3,_StatusValue3,_StatusType4,_StatusValue4,_Category,_Type,_Image,_ImageIndex,_ImagePosS_X,_ImagePosS_Y,_DisableFXGID,_FrontFXGID,_BackFXGID,_OpenLV,_OpenHP,_Kind,_Area,_ActiveFXGID,_ActiveSoundID,_Des,_Show
52,810000172,14,1,0,0,0,0,0,0,2,2,30012002,12,64,106,0,16255,0,1,1,2,16,16251,2248,在紅高粱地徘徊的、長相奇特的南瓜模樣怪物\n穿著韓國傳統服飾中使道的衣服。,1
54,810000116,22,1,0,0,0,0,0,0,2,1,30011001,9,96,170,0,16255,0,1,1,1,17,16251,2248,長得類似耶比妹妹，但棲息在阿爾卡笛亞。\n特徵是會散發棕色的光。,1
55,810000562,18,1,0,0,0,0,0,0,2,2,30012008,3,64,106,0,16255,0,1,1,2,18,16251,2248,無法轉變成大人就死去的嬰靈，總是懷著童心且喜歡惡作劇。,1
56,810000125,14,1,0,0,0,0,0,0,2,2,30012003,1,64,106,0,16255,0,1,1,1,12,16251,2248,在山嶽地帶襲擊旅行者的兇惡猛獸。,1
57,810000176,26,1,0,0,0,0,0,0,2,2,30012002,15,64,106,0,16255,0,1,1,1,17,16251,2248,搭乘阿爾卡笛亞天空雲朵飛翔，且喜歡惡作劇的怪物。\n可能是孫悟空的後代子孫。\n應該說他是模仿猴子祖先嗎？,1
60,810000131,14,1,0,0,0,0,0,0,2,2,30012002,14,64,106,0,16255,0,1,1,1,17,16251,2248,世外桃源阿爾卡笛亞內聖潔的桃子樹，因邪惡的力量變成怪物。,1
61,810000563,26,1,0,0,0,0,0,0,2,2,30012008,4,64,106,0,16255,0,1,1,1,18,16251,2248,原本是居住在家中的妖怪，被人類趕出去後，偷躲進醬缸裡,1
62,810000127,22,1,0,0,0,0,0,0,2,2,30012003,2,64,106,0,16255,0,1,1,1,17,16251,2248,生長在阿爾卡笛亞，以烏黑毛皮自豪的強大老虎。在所有老虎種類中，是破壞力最高的存在。,1
63,810000133,18,1,0,0,0,0,0,0,2,2,30012003,4,64,106,0,16255,0,1,1,1,21,16251,2248,守護櫻樹湖畔的兇猛怪物，長得類似野狗，但比野狗更有組織且會進行集團攻擊。,1
66,810000134,132,1,0,0,0,0,0,0,2,2,30012003,6,64,106,0,16255,0,1,1,1,21,16251,2248,生長在櫻樹湖畔水中的悠閒怪物,1
67,810000564,18,1,0,0,0,0,0,0,2,3,30013013,3,0,0,0,16255,0,1,1,1,18,16251,2248,小妖精是樹枝、木杖、破碗、草鞋等物品長久以來生成的靈魂。\n喜歡蕎麥、高粱紅豆糕、米酒、唱歌和角力，害怕鮮血。\n希望可以和人類一起玩，且變得親密，重視面子，有時很會忌妒。,1
68,810000137,14,1,0,0,0,0,0,0,2,2,30012003,7,64,106,0,16255,0,1,1,1,21,16251,2248,接受黑月公主守護櫻樹湖畔命令的狐狸巡邏兵，具有地方色彩的特徵，有和武士一樣的威嚴。,1
69,810000126,26,1,0,0,0,0,0,0,2,2,30012003,3,64,106,0,16255,0,1,1,1,17,16251,2248,原本是擁有神聖靈力的存在，現在生活在阿爾卡笛亞，以亮麗銀毛自豪的強大老虎。,1
72,810000565,14,2,0,0,0,0,0,0,2,2,30012008,5,64,106,0,16255,0,1,1,1,18,16251,2248,也許他有什麼冤枉的事由，但因為時間太過久遠而遺忘的穿著喪服的女鬼\n好像是因為繼母惡劣的陰謀而死，又好像是被忌妒她的對手害死，但是沒有人知道真相到底是什麼。\n對於情侶相當敏感。,1
74,810000299,22,4,70,5,0,0,0,0,2,2,30012002,15,64,106,0,16255,0,1,1,1,24,16251,2248,齊天大聖是從石頭中蹦出來的猴子，具有高度的神性，甚至有人稱他為‘真人’。\n原本是不會和神武那樣的怪物合作，但是神武手上有可以召喚齊天大聖的法寶，所以他只能違背自己的本意和玩家戰鬥。,1
75,810000566,18,6,18,20,216,20,0,0,2,3,30013013,4,0,0,0,16255,0,1,1,1,18,16251,2248,他是繼承閻羅王的的名號，將死亡名單上的人帶往黃泉的存在。\n他出差的時候，黃泉三途川中正好進行大運河工程使他暫時回不去，只好在人類世界徘徊。\n他覺得很為難。,1
70,810000135,22,1,0,0,0,0,0,0,3,2,30012003,9,64,106,0,16255,0,1,1,1,21,16251,2248,在櫻樹湖畔死去的冤魂，變成依附在櫻樹上的幽靈怪物。,1
80,810000139,14,2,0,0,0,0,0,0,3,2,30012003,10,64,106,0,16255,0,1,1,1,26,16251,2248,藍色忍者，負責保護奧亦奇領主所在的黑月城。\n黑月城忍者中最弱。\n只要被打就很痛。,1
81,810000136,26,2,0,0,0,0,0,0,3,2,30012003,16,64,106,0,16255,0,1,1,1,21,16251,2248,在櫻樹湖畔徘徊，長得漂亮但個性很差的變形的櫻花樹邪靈。,1
82,810000297,22,2,0,0,0,0,0,0,3,2,30012004,2,64,106,0,16255,0,1,1,1,24,16251,2248,想要變成人類的海螺公主。\n受到神武的威脅，保衛香格里拉和玄武洞。\n雖然她知道神武不會實現她的願望，卻別無他法地幫助神武。\n是玩家最想要取做媳婦的怪物第1名!,1
83,810000140,18,2,0,0,0,0,0,0,3,2,30012004,1,64,106,0,16255,0,1,1,1,26,16251,2248,紅色忍者，負責保護奧亦奇領主所在的黑月城\n紅色道服非常有型。,1
84,810000298,14,2,0,0,0,0,0,0,3,1,30011001,28,96,170,0,16255,0,1,1,1,24,16251,2248,原本和青蛙一族一點關係也沒有。\n他是受到詛咒成為青蛙的人類，受到神武力量的控制，守護著香格里拉的寶物。,1
85,810000177,26,2,0,0,0,0,0,0,3,1,30011001,11,96,170,0,16255,0,1,1,1,27,16251,2248,在黑暗森林裡害羞爬行的小怪物。,1
86,810000141,22,2,0,0,0,0,0,0,3,2,30012004,3,64,106,0,16255,0,1,1,1,26,16251,2248,紫色忍者，負責保護奧亦奇領主所在的黑月城。\n紫色道服很有型。,1
88,810000164,14,2,0,0,0,0,0,0,3,2,30012004,5,64,106,0,16255,0,1,1,1,27,16251,2248,棲息在黑暗森林裡，以劇毒和蜘蛛絲為武器的蜘蛛怪，他會躲在一旁，並用蜘蛛絲綑綁旅行者進行攻擊。,1
89,810000142,26,2,0,0,0,0,0,0,3,2,30012004,4,64,106,0,16255,0,1,1,1,26,16251,2248,黑色忍者，負責守護奧亦奇領主所在的黑月城。 \n是黑月城忍者中第2強的忍者。,1
90,810000143,22,2,0,0,0,0,0,0,3,2,30012004,7,64,106,0,16255,0,1,1,1,26,16251,2248,白色忍者，負責守護奧亦奇領主所在的黑月城。\n是黑月城忍者中最強的忍者。,1
92,810000165,14,2,0,0,0,0,0,0,3,3,30013002,2,0,0,0,16255,0,1,1,2,27,16251,2248,棲息在黑暗森林裡，以銳利的腳趾為武器的變形蝙蝠。,1
94,810000149,22,2,0,0,0,0,0,0,3,1,30011001,13,96,170,0,16255,0,1,1,1,28,16251,2248,生活在沙漠地帶，感情起伏很大的耶比妹妹,1
95,810000103,18,2,22,2,0,0,0,0,3,1,30011001,12,96,170,0,16255,0,1,1,1,26,16251,2248,遠古時代從亞特蘭提斯送往黑月城的兵器。\n刀劍不入，成為令人畏懼的存在。,1
97,810000146,26,2,0,0,0,0,0,0,3,3,30013002,4,0,0,0,16255,0,1,1,1,28,16251,2248,生長在沙漠地帶，雖然平常很溫馴，但一被招惹就會變得兇暴的怪物。原本會飛，卻因退化而飛不起來。\n具有健壯的雙腿和強力的尖嘴。,1
98,810000138,148,1,292,1,0,0,0,0,3,3,30013002,3,0,0,0,16255,0,1,1,1,26,16251,2248,憑著守護黑月城黑月公主的咒術而產生的惡魔獵犬。,1
100,810000150,14,2,0,0,0,0,0,0,3,1,30011001,14,96,170,0,16255,0,1,1,1,28,16251,2248,沙漠地帶中某天突然出現的變形綠凍凍\n看起來很好吃。,1
102,810000169,22,2,0,0,0,0,0,0,3,1,30011001,15,96,170,0,16255,0,1,1,1,27,16251,2248,棲息在黑暗森林中，以尖銳牙齒為武器的美麗怪物。,1
105,810000119,26,2,0,0,0,0,0,0,3,1,30011001,17,96,170,0,16255,0,1,1,1,28,16251,2248,某天在沙漠都市中突然出現的變形綠凍凍\n我很強!,1
109,810000326,26,4,192,1,0,0,0,0,3,2,30012004,12,64,106,0,16255,0,1,1,1,31,16251,2248,被監禁在黑月城深處的、超乎想像的強大怪物，他的身邊有一群蝙蝠部下。,1
110,810000102,22,2,0,0,0,0,0,0,3,1,30011001,16,96,170,0,16255,0,1,1,1,32,16251,2248,生活在金字塔的兇暴耶比妹妹,1
111,810000151,18,2,0,0,0,0,0,0,3,2,30012004,13,64,106,0,16255,0,1,1,1,28,16251,2248,沙漠地帶仙人掌受異常氣流影響所變成的怪物,1
113,810000152,26,2,0,0,0,0,0,0,3,2,30012004,14,64,106,0,16255,0,1,1,1,32,16251,2248,徘徊在金字塔附近的陰沉怪物,1
116,810000145,14,2,0,0,0,0,0,0,3,3,30013003,3,0,0,0,16255,0,1,1,1,28,16251,2248,沙漠地帶奇怪的風沙所創造出來的怪物，擁有強健的肉體。,1
118,810000247,22,2,0,0,0,0,0,0,3,2,30012008,7,64,106,0,16255,0,1,1,1,31,16251,2248,1萬 2前年前飛來禁城(太白城)的外星人，他的目的是守護地球上的所有生命，所以有人也稱他為守護魔王約翰，或是護法魔王約翰。\n只是 每隔3千年，他的力量就會減弱一次，在那段期間非常需要人類的幫助。\n(現在和奧亦奇領主有合約),1
120,810000153,14,2,0,0,0,0,0,0,3,2,30012004,16,64,106,0,16255,0,1,1,1,32,16251,2248,徘徊在金字塔附近，變得較強的殭屍，全身都包裹著繃帶，看起來很可怕。,1
122,810000154,22,2,0,0,0,0,0,0,3,3,30013003,4,0,0,0,16255,0,1,1,1,32,16251,2248,只剩下骨架的古代戰士。負責守護國王的墳墓。,1
124,810000157,14,2,0,0,0,0,0,0,3,1,30011001,19,96,170,0,16255,0,1,1,1,32,16251,2248,徘徊在金字塔附近，變得陰沉憂鬱的耶比妹妹\n說不定她在很久很久以前，是王室的寵物。,1
125,810000166,26,2,0,0,0,0,0,0,3,3,30013004,3,0,0,0,16255,0,1,1,1,34,16251,2248,具有非常巨大的手指，在陰森住宅附近徘徊的巨大怪物。,1
128,810000167,14,2,0,0,0,0,0,0,3,2,30012005,1,64,106,0,16255,0,1,1,1,34,16251,2248,在陰森住宅附近愉快地跳躍，但對於闖入保護領域陰森住宅的人，會兇狠攻擊的怪物，帶著有殺氣的針筒。,1
131,810000567,18,2,0,0,0,0,0,0,3,2,30012008,3,64,106,0,16255,0,1,1,2,18,16251,2248,無法轉變成大人就死去的嬰靈，總是懷著童心且喜歡惡作劇。,1
132,810000305,14,4,70,10,0,0,0,0,3,3,30013005,1,0,0,0,16255,0,1,1,1,32,16251,2248,曾在沙漠地帶的暗殺集團的殺手。\n在危險的城池要塞中生活，喝魔藥喝到醉醺醺的，聽從‘山中老人’這號人物的命令，進行暗殺。,1
146,810000144,18,2,0,0,0,0,0,0,3,3,30013006,1,0,0,0,16255,0,1,1,1,26,16251,2248,保護住在黑月城深處黑月公主的強大怪物,1
190,810000159,18,3,0,0,0,0,0,0,3,2,30012004,12,64,106,0,16255,0,1,1,1,26,16251,2248,被監禁在黑月城深處的、超乎想像的強大怪物，他的身邊有一群蝙蝠部下。,1
20,810000257,18,1,0,0,0,0,0,0,4,2,30012001,16,64,106,0,16255,0,1,1,2,8,16251,2248,棲息在貝希摩斯的肚子裡的壞細菌,1
23,810000258,22,1,0,0,0,0,0,0,4,2,30012001,16,64,106,0,16255,0,1,1,2,8,16251,2248,棲息在貝希摩斯的肚子裡的壞細菌老大,1
25,810000259,14,1,0,0,0,0,0,0,4,2,30012008,1,64,106,0,16255,0,1,1,1,8,16251,2248,負責處理貝希摩斯肚子裡壞細菌的護士，所以他是白血球精靈？,1
30,810000260,26,1,0,0,0,0,0,0,4,2,30012002,5,64,106,0,16255,0,1,1,1,8,16251,2248,負責貝希摩斯身體健康的醫師。所以他是紅血球精靈？,1
31,810000261,22,1,0,0,0,0,0,0,4,2,30012002,6,64,106,0,16255,0,1,1,1,8,16251,2248,棲息在貝希摩斯的肚子裡亂跑的壞細菌,1
34,810000262,22,1,0,0,0,0,0,0,4,2,30012002,6,64,106,0,16255,0,1,1,1,8,16251,2248,棲息在貝希摩斯的肚子裡亂跑的壞細菌老大,1
36,810000263,14,1,0,0,0,0,0,0,4,1,30011001,27,96,170,0,16255,0,1,1,1,8,16251,2248,他的長相就跟他的名稱一樣， 貝希摩斯的胃液怪物,1
42,810000178,22,1,0,0,0,0,0,0,4,2,30012002,8,64,106,0,16255,0,1,1,1,14,16251,2248,住在地洞裡，總是非常認真工作，若發現侵入者，就會火速衝上來的怪物。非常認真地守護女王蟻。,1
126,810000156,22,2,0,0,0,0,0,0,4,3,30013004,2,0,0,0,16255,0,1,1,1,32,16251,2248,住在金字塔裡無法分辨其形體的可怕怪物，但他也是守護國王和女王墳墓的守護者之一。個性殘暴，攻擊非常猛烈又快速，威脅著所有冒險者。,1
127,810000155,18,2,0,0,0,0,0,0,4,3,30013004,4,0,0,0,16255,0,1,1,1,32,16251,2248,住在金字塔的兇惡怪物，守護著國王和女王的寶物。\n使用誘惑的魔法，上半身是美麗女人的樣貌。,1
133,810000168,26,2,0,0,0,0,0,0,4,2,30012005,3,64,106,0,16255,0,1,1,2,34,16251,2248,在陰森住宅中漂浮的怪物，守護陰森住宅的幽靈。,1
135,810000304,18,4,70,10,0,0,0,0,4,3,30013015,2,0,0,0,16255,0,1,1,1,32,16251,2248,凡基歐所帶領的盜賊-曾經是和義賊團站在對立位置的蒙面女盜賊成員之一\n以阿法沙漠週邊為據點。\n非常的兇惡殘暴，經常殺害行經此地的商人們，並搶走他們的行李。,1
137,810000568,26,2,0,0,0,0,0,0,4,2,30012008,4,64,106,0,16255,0,1,1,1,18,16251,2248,原本是居住在家中的妖怪，被人類趕出去後，偷躲進醬缸裡,1
138,810000185,22,2,0,0,0,0,0,0,4,2,30012005,5,64,106,0,16255,0,1,1,1,37,16251,2248,在奧爾卡海邊襲擊行人的怪物。個性扭曲，走路的樣子也歪歪斜斜的。,1
140,810000186,14,2,0,0,0,0,0,0,4,2,30012005,6,64,106,0,16255,0,1,1,1,37,16251,2248,和螃蟹怪之間的差異只有顏色而已嗎?,1
142,810000569,18,2,0,0,0,0,0,0,4,3,30013013,3,0,0,0,16255,0,1,1,1,18,16251,2248,小妖精是樹枝、木杖、破碗、草鞋等物品長久以來生成的靈魂。\n喜歡蕎麥、高粱紅豆糕、米酒、唱歌和角力，害怕鮮血。\n希望可以和人類一起玩，且變得親密，重視面子，有時很會忌妒。,1
143,810000187,14,2,0,0,0,0,0,0,4,1,30011001,20,96,170,0,16255,0,1,1,1,37,16251,2248,他是海邊的怪物，但是泳技不太好，是獨特的存在,1
144,810000223,26,2,0,0,0,0,0,0,4,2,30012005,8,64,106,0,16255,0,1,1,1,38,16251,2248,幽靈船內部慢悠悠閒晃的海賊船員。 \n變成失去生命的殭屍樣貌。\n絕對無法休息的受詛咒的航海同伴。,1
145,810000189,22,2,0,0,0,0,0,0,4,2,30012005,7,64,106,0,16255,0,1,1,1,39,16251,2248,襲擊貝斯的野蠻族。性格好戰。,1
147,810000570,14,2,0,0,0,0,0,0,4,2,30012008,5,64,106,0,16255,0,1,1,1,18,16251,2248,也許他有什麼冤枉的事由，但因為時間太過久遠而遺忘的穿著喪服的女鬼\n好像是因為繼母惡劣的陰謀而死，又好像是被忌妒她的對手害死，但是沒有人知道真相到底是什麼。\n對於情侶相當敏感。,1
148,810000193,38,1,70,10,0,0,0,0,4,2,30012005,9,64,106,0,16255,0,1,1,1,40,16251,2248,模擬水的古神所製造的圖騰\n用魔力前進,1
152,810000224,26,2,0,0,0,0,0,0,4,2,30012005,10,64,106,0,16255,0,1,1,1,38,16251,2248,即使只剩下骨頭，也因受到詛咒必須要守護海盜船的怪物船員。絕對服從船長的命令。,1
153,810000571,22,6,22,20,140,5,0,0,4,3,30013013,4,0,0,0,16255,0,1,1,1,18,16251,2248,他是繼承閻羅王的的名號，將死亡名單上的人帶往黃泉的存在。\n他出差的時候，黃泉三途川中正好進行大運河工程使他暫時回不去，只好在人類世界徘徊。\n他覺得很為難。,1
155,810000239,14,2,0,0,0,0,0,0,4,2,30012005,11,64,106,0,16255,0,1,1,1,39,16251,2248,手臂和頭看起來都像用木頭雕刻的怪物。,1
156,810000194,38,1,70,10,0,0,0,0,4,2,30012005,12,64,106,0,16255,0,1,1,1,40,16251,2248,模擬土地的古神所製作的圖騰\n用魔力前進,1
159,810000232,14,2,0,0,0,0,0,0,4,3,30013006,4,0,0,0,16255,0,1,1,1,39,16251,2248,從樹精幽靈化的怪物,1
160,810000192,38,1,70,10,0,0,0,0,4,2,30012005,13,64,106,0,16255,0,1,1,1,40,16251,2248,模擬風的古神所製造的圖騰\n用魔力前進,1
161,810000204,0,0,0,0,0,0,0,0,4,1,30011001,12,96,170,0,16255,0,1,1,1,26,16251,2248,從亞特蘭提斯送來的、零機器妖怪 \n跟初號機一樣強大,0
166,810000190,38,1,70,10,0,0,0,0,4,2,30012005,15,64,106,0,16255,0,1,1,1,40,16251,2248,模擬火的古神所製造的圖騰\n用魔力前進,1
169,810000205,22,2,0,0,0,0,0,0,4,2,30012005,16,64,106,0,16255,0,1,1,2,47,16251,2248,不是蜜蜂也不是鳥，卻比這兩種動物還要忙碌的怪物\n無法預測他的行動,1
170,810000240,18,2,0,0,0,0,0,0,4,3,30013007,2,0,0,0,16255,0,1,1,1,47,16251,2248,從樹精幽靈化的怪物,1
174,810000206,18,2,0,0,0,0,0,0,4,3,30013007,4,0,0,0,16255,0,1,1,1,47,16251,2248,像要達陣般衝上來進行攻擊的植物，小心!,1
177,810000238,22,2,0,0,0,0,0,0,4,3,30013008,1,0,0,0,16255,0,1,1,1,47,16251,2248,克杜卡遺址的兇暴怪物\n個性非常殘忍。,1
182,810000188,18,3,0,0,0,0,0,0,4,3,30013008,2,0,0,0,16255,0,1,1,1,39,16251,2248,野蠻族會接收別人貢獻的芭比人偶，並幫助他們，是森林裡的大王,1
197,810000207,22,3,0,0,0,0,0,0,4,3,30013009,1,0,0,0,16255,0,1,1,1,47,16251,2248,…比森林金剛還要充滿愛心的可愛怪物,1
49,810000173,26,1,0,0,0,0,0,0,5,3,30013002,1,0,0,0,16255,0,1,1,1,14,16251,2248,生活在地洞裡，平常非常優雅，但生氣時會變恐怖的怪物，是螞蟻中唯一的女王。,1
58,810000106,22,1,0,0,0,0,0,0,5,2,30012002,16,64,106,0,16255,0,1,1,1,19,16251,2248,長得類似山林地帶裡的兵蟻G，棲息在雪原地區，身體的顏色是白色。,1
59,810000161,18,1,0,0,0,0,0,0,5,1,30011001,10,96,170,0,16255,0,1,1,1,20,16251,2248,住在雪原裡，毛都揪成一團的變形可愛耶比妹妹,1
76,810001135,14,2,0,0,0,0,0,0,5,2,30012003,12,64,106,0,16255,0,1,1,1,25,16251,2248,主要棲息在吉娜蒂亞水上庭園的寶寶龍。 \n是萊姆色的稀有品種。,1
77,810001136,26,2,0,0,0,0,0,0,5,2,30012003,13,64,106,0,16255,0,1,1,1,25,16251,2248,主要棲息在吉娜蒂亞水上庭園的寶寶龍。 \n長大後變得強大，有時會變身成人類，可能是修女的樣貌、可能是神官的樣貌，但現在只是可愛的寶寶龍。\n具有火的屬性。,1
78,810001137,22,2,0,0,0,0,0,0,5,2,30012003,14,64,106,0,16255,0,1,1,1,25,16251,2248,主要棲息在吉娜蒂亞水上庭園的寶寶龍。 \n長大後變得強大，有時會變身成人類，可能是修女的樣貌、可能是神官的樣貌，但現在只是可愛的寶寶龍。\n具有風的屬性。,1
79,810001138,18,2,0,0,0,0,0,0,5,2,30012003,15,64,106,0,16255,0,1,1,1,25,16251,2248,主要棲息在吉娜蒂亞水上庭園的寶寶龍。 \n長大後變得強大，有時會變身成人類，可能是修女的樣貌、可能是神官的樣貌，但現在只是可愛的寶寶龍。\n具有水的屬性。,1
101,810000250,26,2,0,0,0,0,0,0,5,2,30012004,9,64,106,0,16255,0,1,1,1,30,16251,2248,呼咻噗咻的變種。更殘暴且個性難以捉摸。,1
104,810000251,14,2,0,0,0,0,0,0,5,2,30012004,10,64,106,0,16255,0,1,1,1,30,16251,2248,牙齒跟刀一樣巨大，古代的劍齒虎,1
106,810000252,22,2,0,0,0,0,0,0,5,2,30012004,10,64,106,0,16255,0,1,1,1,30,16251,2248,牙齒跟刀一樣巨大，古代的劍齒虎,1
