ID,_Test,_ID,_Image,_Left,_Top,_Right,_Bottom,_Image_PosX,_Image_PosY,_Width,_Height,_Text_PosX,_Text_PosY,_Red,_Green,_Blue,_Bold,_Horizontal_Align,_Vertical_Align,_Text
37,,710,DATA/INTERFACE/HELP/HELP_07-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
38,,720,DATA/INTERFACE/HELP/HELP_07-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
39,,730,DATA/INTERFACE/HELP/HELP_07-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
40,,740,DATA/INTERFACE/HELP/HELP_07-04_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
41,,750,DATA/INTERFACE/HELP/HELP_07-05_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
42,,800,DATA/INTERFACE/HELP/HELP_08-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
43,,810,DATA/INTERFACE/HELP/HELP_08-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
44,,820,DATA/INTERFACE/HELP/HELP_08-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
45,,830,DATA/INTERFACE/HELP/HELP_08-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
46,,840,DATA/INTERFACE/HELP/HELP_08-04_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
47,,850,DATA/INTERFACE/HELP/HELP_08-05_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
48,,900,DATA/INTERFACE/HELP/HELP_09-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
49,,910,DATA/INTERFACE/HELP/HELP_09-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
50,,920,DATA/INTERFACE/HELP/HELP_09-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
51,,930,DATA/INTERFACE/HELP/HELP_09-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
52,,1000,DATA/INTERFACE/HELP/HELP_10-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
53,,1010,DATA/INTERFACE/HELP/HELP_10-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
54,,1020,DATA/INTERFACE/HELP/HELP_10-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
55,,1030,DATA/INTERFACE/HELP/HELP_10-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
56,,1040,DATA/INTERFACE/HELP/HELP_10-04_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
57,,1050,DATA/INTERFACE/HELP/HELP_10-05_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
58,,1060,DATA/INTERFACE/HELP/HELP_10-06_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
59,,1070,DATA/INTERFACE/HELP/HELP_10-07_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
60,,1080,DATA/INTERFACE/HELP/HELP_10-08_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
61,,1090,DATA/INTERFACE/HELP/HELP_10-09_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
62,,1100,DATA/INTERFACE/HELP/HELP_11-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
63,,1110,DATA/INTERFACE/HELP/HELP_11-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
64,,1120,DATA/INTERFACE/HELP/HELP_11-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
65,,1130,DATA/INTERFACE/HELP/HELP_11-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
66,,1140,DATA/INTERFACE/HELP/HELP_11-04_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
67,,1150,DATA/INTERFACE/HELP/HELP_11-05_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
68,,1200,DATA/INTERFACE/HELP/HELP_12-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
69,,1210,DATA/INTERFACE/HELP/HELP_12-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
70,,1220,DATA/INTERFACE/HELP/HELP_12-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
71,,1230,DATA/INTERFACE/HELP/HELP_12-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
72,,1240,DATA/INTERFACE/HELP/HELP_12-04_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
73,,1250,DATA/INTERFACE/HELP/HELP_12-05_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
74,,1300,DATA/INTERFACE/HELP/HELP_13-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
75,,1310,DATA/INTERFACE/HELP/HELP_13-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
76,,1320,DATA/INTERFACE/HELP/HELP_13-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
77,,1400,DATA/INTERFACE/HELP/HELP_14-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
78,,1410,DATA/INTERFACE/HELP/HELP_14-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
79,,1420,DATA/INTERFACE/HELP/HELP_14-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
80,,1430,DATA/INTERFACE/HELP/HELP_14-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
81,,1440,DATA/INTERFACE/HELP/HELP_14-04_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
82,,1500,DATA/INTERFACE/HELP/HELP_15-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
83,,1510,DATA/INTERFACE/HELP/HELP_15-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
84,,1520,DATA/INTERFACE/HELP/HELP_15-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
85,,1530,DATA/INTERFACE/HELP/HELP_15-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
86,,1540,DATA/INTERFACE/HELP/HELP_15-04_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
87,,1550,DATA/INTERFACE/HELP/HELP_15-05_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
88,,1560,DATA/INTERFACE/HELP/HELP_15-06_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
89,,1570,DATA/INTERFACE/HELP/HELP_15-07_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
90,,1600,DATA/INTERFACE/HELP/HELP_16-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
91,,1610,DATA/INTERFACE/HELP/HELP_16-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
92,,1620,DATA/INTERFACE/HELP/HELP_16-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
93,,1630,DATA/INTERFACE/HELP/HELP_16-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
94,,1640,DATA/INTERFACE/HELP/HELP_16-04_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
95,,1650,DATA/INTERFACE/HELP/HELP_16-05_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
96,,1660,DATA/INTERFACE/HELP/HELP_16-06_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
97,,1670,DATA/INTERFACE/HELP/HELP_16-07_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
98,,1700,DATA/INTERFACE/HELP/HELP_17-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
99,,1710,DATA/INTERFACE/HELP/HELP_17-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
100,,1720,DATA/INTERFACE/HELP/HELP_17-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
101,,1730,DATA/INTERFACE/HELP/HELP_17-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
102,,1800,DATA/INTERFACE/HELP/HELP_18-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
103,,1810,DATA/INTERFACE/HELP/HELP_18-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
104,,1820,DATA/INTERFACE/HELP/HELP_18-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
105,,1830,DATA/INTERFACE/HELP/HELP_18-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
106,,1840,DATA/INTERFACE/HELP/HELP_18-04_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
107,,1850,DATA/INTERFACE/HELP/HELP_18-05_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
108,,1860,DATA/INTERFACE/HELP/HELP_18-06_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
109,,1870,DATA/INTERFACE/HELP/HELP_18-07_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
110,,1900,DATA/INTERFACE/HELP/HELP_19-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
111,,1910,DATA/INTERFACE/HELP/HELP_19-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
112,,1920,DATA/INTERFACE/HELP/HELP_19-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
113,,1930,DATA/INTERFACE/HELP/HELP_19-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
114,,2000,DATA/INTERFACE/HELP/HELP_20-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
115,,2010,DATA/INTERFACE/HELP/HELP_20-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
116,,2020,DATA/INTERFACE/HELP/HELP_20-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
117,,2030,DATA/INTERFACE/HELP/HELP_20-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
118,,2100,DATA/INTERFACE/HELP/HELP_21-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
119,,2110,DATA/INTERFACE/HELP/HELP_21-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
120,,2120,DATA/INTERFACE/HELP/HELP_21-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
121,,2300,DATA/INTERFACE/HELP/HELP_23-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
122,,2310,DATA/INTERFACE/HELP/HELP_23-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
123,,2400,DATA/INTERFACE/HELP/HELP_24-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
124,,2410,DATA/INTERFACE/HELP/HELP_24-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
125,,2420,DATA/INTERFACE/HELP/HELP_24-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
126,,2430,DATA/INTERFACE/HELP/HELP_24-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
127,,2500,DATA/INTERFACE/HELP/HELP_25-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
128,,2510,DATA/INTERFACE/HELP/HELP_25-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
129,,2520,DATA/INTERFACE/HELP/HELP_25-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
130,,2530,DATA/INTERFACE/HELP/HELP_25-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
131,,2600,DATA/INTERFACE/HELP/HELP_26-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
132,,2610,DATA/INTERFACE/HELP/HELP_26-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
133,,2620,DATA/INTERFACE/HELP/HELP_26-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
134,,2700,DATA/INTERFACE/HELP/HELP_27-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
135,,2710,DATA/INTERFACE/HELP/HELP_27-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
136,,2720,DATA/INTERFACE/HELP/HELP_27-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
137,,2730,DATA/INTERFACE/HELP/HELP_27-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
138,,2740,DATA/INTERFACE/HELP/HELP_27-04_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
139,,2750,DATA/INTERFACE/HELP/HELP_27-05_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
140,,2800,DATA/INTERFACE/HELP/HELP_28-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
141,,2810,DATA/INTERFACE/HELP/HELP_28-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
142,,2820,DATA/INTERFACE/HELP/HELP_28-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
143,,2900,DATA/INTERFACE/HELP/HELP_29-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
144,,2910,DATA/INTERFACE/HELP/HELP_29-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
145,,2920,DATA/INTERFACE/HELP/HELP_29-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
146,,2930,DATA/INTERFACE/HELP/HELP_29-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
147,,2940,DATA/INTERFACE/HELP/HELP_29-04_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
148,,2950,DATA/INTERFACE/HELP/HELP_29-05_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
149,,2960,DATA/INTERFACE/HELP/HELP_29-06_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
150,,2970,DATA/INTERFACE/HELP/HELP_29-07_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
151,,3000,DATA/INTERFACE/HELP/HELP_30-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
152,,3010,DATA/INTERFACE/HELP/HELP_30-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
153,,3020,DATA/INTERFACE/HELP/HELP_30-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
154,,3030,DATA/INTERFACE/HELP/HELP_30-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
155,,3040,DATA/INTERFACE/HELP/HELP_30-04_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
156,,3050,DATA/INTERFACE/HELP/HELP_30-05_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
157,,3060,DATA/INTERFACE/HELP/HELP_30-06_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
158,,3070,DATA/INTERFACE/HELP/HELP_30-07_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
159,,3080,DATA/INTERFACE/HELP/HELP_30-08_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
160,,3090,DATA/INTERFACE/HELP/HELP_30-09_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
161,,3100,DATA/INTERFACE/HELP/HELP_31-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
162,,3110,DATA/INTERFACE/HELP/HELP_31-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
163,,3120,DATA/INTERFACE/HELP/HELP_31-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
164,,3200,DATA/INTERFACE/HELP/HELP_32-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
165,,3210,DATA/INTERFACE/HELP/HELP_32-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
166,,3220,DATA/INTERFACE/HELP/HELP_32-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
167,,3300,DATA/INTERFACE/HELP/HELP_33-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
168,,3310,DATA/INTERFACE/HELP/HELP_33-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
169,,3320,DATA/INTERFACE/HELP/HELP_33-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
170,,3400,DATA/INTERFACE/HELP/HELP_34-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
171,,3410,DATA/INTERFACE/HELP/HELP_34-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
172,,3420,DATA/INTERFACE/HELP/HELP_34-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
173,,3430,DATA/INTERFACE/HELP/HELP_34-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
174,,3500,DATA/INTERFACE/HELP/HELP_35-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
175,,3510,DATA/INTERFACE/HELP/HELP_35-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
176,,3520,DATA/INTERFACE/HELP/HELP_35-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
177,,3600,DATA/INTERFACE/HELP/HELP_36-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
178,,3610,DATA/INTERFACE/HELP/HELP_36-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
179,,3620,DATA/INTERFACE/HELP/HELP_36-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
180,,3630,DATA/INTERFACE/HELP/HELP_36-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
181,,3700,DATA/INTERFACE/HELP/HELP_37-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
182,,3710,DATA/INTERFACE/HELP/HELP_37-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
183,,3720,DATA/INTERFACE/HELP/HELP_37-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
184,,3730,DATA/INTERFACE/HELP/HELP_37-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
185,,3740,DATA/INTERFACE/HELP/HELP_37-04_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
186,,3800,DATA/INTERFACE/HELP/HELP_38-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
187,,3810,DATA/INTERFACE/HELP/HELP_38-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
188,,3820,DATA/INTERFACE/HELP/HELP_38-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
189,,3830,DATA/INTERFACE/HELP/HELP_38-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
190,,3900,DATA/INTERFACE/HELP/HELP_39-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
191,,3910,DATA/INTERFACE/HELP/HELP_39-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
192,,3920,DATA/INTERFACE/HELP/HELP_39-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
193,,3930,DATA/INTERFACE/HELP/HELP_39-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
194,,4000,DATA/INTERFACE/HELP/HELP_40-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
195,,4010,DATA/INTERFACE/HELP/HELP_40-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
196,,4020,DATA/INTERFACE/HELP/HELP_40-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
197,,4100,DATA/INTERFACE/HELP/HELP_41-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
198,,4110,DATA/INTERFACE/HELP/HELP_41-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
199,,4120,DATA/INTERFACE/HELP/HELP_41-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
200,,4130,DATA/INTERFACE/HELP/HELP_41-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
201,,4200,DATA/INTERFACE/HELP/HELP_42-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
202,,4210,DATA/INTERFACE/HELP/HELP_42-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
203,,4220,DATA/INTERFACE/HELP/HELP_42-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
204,,9900,DATA/INTERFACE/HELP/HELP_99-00_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
205,,9910,DATA/INTERFACE/HELP/HELP_99-01_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
206,,9920,DATA/INTERFACE/HELP/HELP_99-02_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
207,,9930,DATA/INTERFACE/HELP/HELP_99-03_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
208,,9940,DATA/INTERFACE/HELP/HELP_99-04_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
209,,9950,DATA/INTERFACE/HELP/HELP_99-05_0.png,0,0,340,318,0,0,341,319,0,0,0,0,0,0,0,0,
