ID,_Ind_Map_Type,_Ind_Mapin_Stage,_Ind_Mapin_Group,_Ind_Mapin_X,_Ind_Mapin_Y,_Ind_Mapout_Stage,_Ind_Mapout_Group,_Ind_Mapout_X,_Ind_Mapout_Y,_Ind_Require1_Type,_Ind_Require1_ID,_Ind_Require1_Value1,_Ind_Require1_Value2,_Ind_Require2_Type,_Ind_Require2_ID,_Ind_Require2_Value1,_Ind_Require2_Value2,_Ind_Require3_Type,_Ind_Require3_ID,_Ind_Require3_Value1,_Ind_Require3_Value2,_Ind_Require4_Type,_Ind_Require4_ID,_Ind_Require4_Value1,_Ind_Require4_Value2,_Ind_Require5_Type,_Ind_Require5_ID,_Ind_Require5_Value1,_Ind_Require5_Value2,_Ind_String,_Ind_Destroy_Time,_Ind_Limit_Count,_Ind_Limit_Time,_Ind_Limit_Member,_Easy_Difficulty_RatioID,_Easy_Description,_Normal_Difficulty_RatioID,_Normal_Description,_Hard_Difficulty_RatioID,_Hard_Description,_Indun_Category,_IconFile,_IconIndex,_PortalID,_Account_Check
47,5,147,0,80,1450,6,5,543,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_中立,7200,0,0,0,0,,0,,0,,0,0,0,0,0
48,5,148,0,80,1450,6,5,543,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_中立,7200,0,0,0,0,,0,,0,,0,0,0,0,0
49,5,149,0,80,1450,6,5,543,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_中立,7200,0,0,0,0,,0,,0,,0,0,0,0,0
50,5,147,0,80,1450,6,5,543,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_中立,7200,0,0,0,0,,0,,0,,0,0,0,0,0
51,5,148,0,80,1450,6,5,543,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_中立,7200,0,0,0,0,,0,,0,,0,0,0,0,0
52,5,149,0,80,1450,6,5,543,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_中立,7200,0,0,0,0,,0,,0,,0,0,0,0,0
53,5,147,0,80,1450,6,5,543,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_中立,7200,0,0,0,0,,0,,0,,0,0,0,0,0
54,5,153,0,1965,1407,6,0,1300,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_中立,7200,0,0,0,0,,0,,0,,0,0,0,0,0
55,5,154,0,1965,1407,6,0,1300,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_中立,7200,0,0,0,0,,0,,0,,0,0,0,0,0
56,5,155,0,1965,1407,6,0,1300,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_中立,7200,0,0,0,0,,0,,0,,0,0,0,0,0
57,5,153,0,1965,1407,6,0,1300,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_中立,7200,0,0,0,0,,0,,0,,0,0,0,0,0
58,5,154,0,1965,1407,6,0,1300,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_中立,7200,0,0,0,0,,0,,0,,0,0,0,0,0
59,5,155,0,1965,1407,6,0,1300,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_中立,7200,0,0,0,0,,0,,0,,0,0,0,0,0
60,5,153,0,1965,1407,6,0,1300,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_中立,7200,0,0,0,0,,0,,0,,0,0,0,0,0
61,5,154,0,1965,1407,6,0,1300,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_中立,7200,0,0,0,0,,0,,0,,0,0,0,0,0
62,5,155,0,1965,1407,6,0,1300,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_中立,7200,0,0,0,0,,0,,0,,0,0,0,0,0
64,5,151,0,160,1000,6,5,543,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_中立,7200,0,0,0,0,,0,,0,,0,0,0,0,0
65,5,152,0,160,1000,6,5,543,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_秩序,7200,0,0,0,0,,0,,0,,0,0,0,0,0
66,5,150,0,160,1000,6,5,543,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_混沌,7200,0,0,0,0,,0,,0,,0,0,0,0,0
67,5,151,0,160,1000,6,5,543,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_中立,7200,0,0,0,0,,0,,0,,0,0,0,0,0
68,5,152,0,160,1000,6,5,543,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_秩序,7200,0,0,0,0,,0,,0,,0,0,0,0,0
69,5,150,0,160,1000,6,5,543,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_混沌,7200,0,0,0,0,,0,,0,,0,0,0,0,0
74,5,170,0,160,1000,6,5,543,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_中立,7200,0,0,0,0,,0,,0,,0,0,0,0,0
75,5,170,0,160,1000,6,5,543,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_秩序,7200,0,0,0,0,,0,,0,,0,0,0,0,0
76,5,170,0,160,1000,6,5,543,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_混沌,7200,0,0,0,0,,0,,0,,0,0,0,0,0
77,5,171,0,80,1450,6,5,543,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_中立,7200,0,0,0,0,,0,,0,,0,0,0,0,0
78,5,171,0,80,1450,6,5,543,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_秩序,7200,0,0,0,0,,0,,0,,0,0,0,0,0
79,5,171,0,80,1450,6,5,543,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_混沌,7200,0,0,0,0,,0,,0,,0,0,0,0,0
80,5,172,0,1965,1407,6,0,1300,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_中立,7200,0,0,0,0,,0,,0,,0,0,0,0,0
81,5,172,0,1965,1407,6,0,1300,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_秩序,7200,0,0,0,0,,0,,0,,0,0,0,0,0
82,5,172,0,1965,1407,6,0,1300,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,公會獎勵_混沌,7200,0,0,0,0,,0,,0,,0,0,0,0,0
1000,6,92,0,512,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,聊天房間,1,0,0,0,0,,0,,0,,0,0,0,0,0
83,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,,0,,0,0,0,0,0
84,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,,0,,0,0,0,0,0
85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,,0,,0,0,0,0,0
87,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,,0,,0,0,0,0,0
99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,,0,,0,0,0,0,0
121,3,202,0,576,815,22,2,376,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,香格里拉,600,0,0,4,0,,0,,0,,0,0,0,0,0
163,3,276,0,196,815,277,2,196,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,烏勒多的泉水,1,0,0,0,0,,0,,0,,0,0,0,0,0
165,3,289,0,250,671,23,2,3002,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,櫻樹湖畔 7,1,0,0,0,0,,0,,0,,0,0,0,0,0
86,3,168,0,164,230,163,0,772,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,深海地帶,1,0,0,0,0,,0,,0,,0,0,0,0,0
88,3,166,1,196,1270,195,3,2812,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,陽光之屋,1,0,0,0,0,,0,,0,,0,0,0,0,0
89,3,167,0,196,1478,162,4,7140,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,火之屋,1,0,0,0,0,,0,,0,,0,0,0,0,0
90,3,167,2,196,1814,162,4,7734,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,水之屋,1,0,0,0,0,,0,,0,,0,0,0,0,0
91,3,167,4,196,1526,162,4,7140,1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大地之屋,1,0,0,0,0,,0,,0,,0,0,0,0,0
92,3,167,6,196,1174,162,4,7196,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,風之屋,1,0,0,0,0,,0,,0,,0,0,0,0,0
93,3,169,0,196,662,162,2,476,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,女妖精之屋,1,0,0,0,0,,0,,0,,0,0,0,0,0
94,3,169,2,196,982,162,7,740,3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,羅波那,1,0,0,0,0,,0,,0,,0,0,0,0,0
95,3,169,3,196,1078,162,2,5212,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,憤怒之房,1,0,0,0,0,,0,,0,,0,0,0,0,0
96,3,169,4,196,422,162,1,7236,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,洪巴巴之屋,1,0,0,0,0,,0,,0,,0,0,0,0,0
97,3,173,0,1216,1430,162,1,5205,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,吉納蒂亞轉職區域,1,0,0,0,0,,0,,0,,0,0,0,0,0
106,3,162,22,196,972,162,7,740,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,釘之屋,1,0,0,0,0,,0,,0,,0,0,0,0,0
107,3,169,6,196,1190,162,10,1408,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,戰士的地盤,1,0,0,0,0,,0,,0,,0,0,0,0,0
109,3,185,0,924,542,184,2,2172,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,分支轉職所,600,0,0,0,0,,0,,0,,0,0,0,0,0
110,3,188,0,924,542,184,2,2172,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,分支轉職所,600,0,0,0,0,,0,,0,,0,0,0,0,0
120,3,205,0,1110,783,2,0,5048,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,貝羅斯酒店,1,0,0,0,0,,0,,0,,0,0,0,0,0
130,3,216,0,196,1046,47,1,2722,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,古木林 4,1,0,0,0,0,,0,,0,,0,0,0,0,0
131,3,216,1,970,954,47,1,2722,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,古木林 4,1,0,0,0,0,,0,,0,,0,0,0,0,0
132,3,205,1,384,783,2,0,5048,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,貝羅斯酒店,1,0,0,0,0,,0,,0,,0,0,0,0,0
133,3,205,2,656,783,2,0,5048,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,貝羅斯酒店,1,0,0,0,0,,0,,0,,0,0,0,0,0
151,3,237,0,400,460,236,2,3039,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,神奇街道,1,0,0,1,0,,0,,0,,0,0,0,0,0
168,3,299,2,596,863,296,2,2012,1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,我的房間,1,0,0,0,0,,0,,0,,0,0,0,0,0
169,3,299,3,596,863,296,2,2012,1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,我的房間,1,0,0,0,0,,0,,0,,0,0,0,0,0
170,3,297,0,196,726,296,4,1596,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,迷宮教室,1,0,0,0,0,,0,,0,,0,0,0,0,0
171,3,297,19,196,726,296,4,1596,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,迷宮教室,1,0,0,0,0,,0,,0,,0,0,0,0,0
172,3,297,29,196,726,296,4,1596,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,迷宮教室,1,0,0,0,0,,0,,0,,0,0,0,0,0
173,3,297,30,196,726,296,4,1596,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,迷宮教室,1,0,0,0,0,,0,,0,,0,0,0,0,0
174,3,297,31,196,726,296,4,1596,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,迷宮教室,1,0,0,0,0,,0,,0,,0,0,0,0,0
175,3,301,0,1600,1376,296,2,1600,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,住宅區,1,0,0,0,0,,0,,0,,0,0,0,0,0
176,3,302,0,1600,1376,296,3,1600,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,商店街,1,0,0,0,0,,0,,0,,0,0,0,0,0
177,3,303,0,1600,1392,296,4,1403,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,校門口,1,0,0,0,0,,0,,0,,0,0,0,0,0
178,3,87,2,1596,8975,232,0,623,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,耳環之房,1,0,0,0,0,,0,,0,,0,0,0,0,0
179,3,87,3,1377,304,232,0,623,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,項鍊之防,1,0,0,0,0,,0,,0,,0,0,0,0,0
180,3,158,1,800,639,232,0,623,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,武器之房,1,0,0,0,0,,0,,0,,0,0,0,0,0
181,3,162,27,136,432,232,0,623,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,戒指之房,1,0,0,0,0,,0,,0,,0,0,0,0,0
182,3,184,4,148,1455,232,0,623,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,披風之房,1,0,0,0,0,,0,,0,,0,0,0,0,0
183,3,178,2,2575,1179,232,0,623,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,神秘之房,1,0,0,0,0,,0,,0,,0,0,0,0,0
184,3,178,3,2575,1179,232,0,623,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,神奇之房,1,0,0,0,0,,0,,0,,0,0,0,0,0
187,3,312,0,64,912,24,1,1900,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,600,0,0,0,0,,0,,0,,0,0,0,0,0
188,3,314,0,1400,672,162,1,5200,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,600,0,0,0,0,,0,,0,,0,0,0,0,0
189,3,316,0,384,592,315,0,924,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,600,0,0,0,0,,0,,0,,0,0,0,0,0
190,3,318,0,384,592,317,0,924,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,600,0,0,0,0,,0,,0,,0,0,0,0,0
192,3,319,0,770,895,306,3,2908,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,石英洞窟深處,1,0,0,0,0,,0,,0,,0,0,0,0,0
193,3,319,1,770,895,306,3,2908,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,石英洞窟深處,1,0,0,0,0,,0,,0,,0,0,0,0,0
194,3,319,2,770,895,306,3,2908,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,石英洞窟深處,1,0,0,0,0,,0,,0,,0,0,0,0,0
195,3,319,3,770,895,306,3,2908,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,石英洞窟深處,1,0,0,0,0,,0,,0,,0,0,0,0,0
196,3,207,15,95,931,232,0,623,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,咻!進球!,1,0,0,0,0,,0,,0,,0,0,0,0,0
197,3,207,19,194,563,232,0,623,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,無限防守,1,0,660,0,0,,0,,0,,0,0,0,0,0
198,3,169,8,196,614,232,0,623,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,活動-剪刀!石頭!布!,1,0,0,1,0,,0,,0,,0,0,0,0,0
15,2,96,0,860,700,89,2,576,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,怪物塔 1階段,1,0,0,4,0,,0,,0,,0,0,0,0,0
16,2,97,0,860,700,89,3,576,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,怪物塔 2階段,1,0,0,4,0,,0,,0,,0,0,0,0,0
17,2,98,0,860,700,89,4,576,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,怪物塔 3階段,1,0,0,4,0,,0,,0,,0,0,0,0,0
18,2,99,0,860,700,89,5,576,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,怪物塔 4階段,1,0,0,4,0,,0,,0,,0,0,0,0,0
19,2,100,0,860,700,89,6,576,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,怪物塔 5階段,1,0,0,4,0,,0,,0,,0,0,0,0,0
20,2,101,0,860,700,89,7,576,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,怪物塔 6階段,1,0,0,4,0,,0,,0,,0,0,0,0,0
21,2,102,0,860,700,89,8,576,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,怪物塔 7階段,1,0,0,4,0,,0,,0,,0,0,0,0,0
22,2,103,0,860,700,89,9,576,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,怪物塔 8階段,1,0,0,4,0,,0,,0,,0,0,0,0,0
23,2,104,0,860,700,89,10,576,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,怪物塔 9階段,1,0,0,4,0,,0,,0,,0,0,0,0,0
24,2,105,0,860,700,89,11,576,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,怪物塔 10階段,1,0,0,4,0,,0,,0,,0,0,0,0,0
25,2,106,0,860,700,89,12,576,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,怪物塔 11階段,1,0,0,4,0,,0,,0,,0,0,0,0,0
26,2,107,0,860,700,89,13,576,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,怪物塔 12階段,1,0,0,4,0,,0,,0,,0,0,0,0,0
27,2,108,0,860,700,89,14,576,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,怪物塔 13階段,1,0,0,4,0,,0,,0,,0,0,0,0,0
136,2,221,0,820,816,89,17,576,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,怪物塔 14階段,1,0,0,4,0,,0,,0,,0,0,0,0,0
137,2,222,0,820,816,89,18,576,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,怪物塔 15階段,1,0,0,4,0,,0,,0,,0,0,0,0,0
138,2,223,0,820,816,89,19,576,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,怪物塔 16階段,1,0,0,4,0,,0,,0,,0,0,0,0,0
139,2,224,0,820,816,89,20,576,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,怪物塔 17階段,1,0,0,4,0,,0,,0,,0,0,0,0,0
140,2,225,0,820,816,89,21,576,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,怪物塔 18階段,1,0,0,4,0,,0,,0,,0,0,0,0,0
141,2,226,0,820,816,89,22,576,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,怪物塔 19階段,1,0,0,4,0,,0,,0,,0,0,0,0,0
142,2,227,0,820,816,89,23,576,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,怪物塔 20階段,1,0,0,4,0,,0,,0,,0,0,0,0,0
202,3,52,8,300,959,1,3,2829,1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新手教學蛇龍影波克,600,0,0,1,0,,0,,0,,0,0,0,0,0
203,3,324,14,300,831,1,2,314,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,燃燒的龍皇城,1,0,0,1,0,,0,,0,,0,0,0,0,0
204,3,325,0,535,910,286,1,481,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,第1 未知的倉庫,1,0,0,1,0,,0,,0,,0,0,0,0,0
205,3,325,2,535,910,286,1,773,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,第2 未知的倉庫,1,0,0,1,0,,0,,0,,0,0,0,0,0
206,3,325,4,535,910,286,1,1025,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,第3 未知的倉庫,1,0,0,1,0,,0,,0,,0,0,0,0,0
207,3,325,6,535,910,286,1,1288,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,第4 未知的倉庫,1,0,0,1,0,,0,,0,,0,0,0,0,0
208,3,325,8,535,910,286,1,1537,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,第5 未知的倉庫,1,0,0,1,0,,0,,0,,0,0,0,0,0
209,3,325,10,535,910,286,1,1799,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,第6 未知的倉庫,1,0,0,1,0,,0,,0,,0,0,0,0,0
210,3,325,12,535,910,286,1,2053,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,第7 未知的倉庫,1,0,0,1,0,,0,,0,,0,0,0,0,0
