ID,_DelayTime1,_Sound1,_Loop1,_DelayTime2,_Sound2,_Loop2,_DelayTime3,_Sound3,_Loop3,_Description
21,0,[Mon_001_00]_Public_Jump02.wav,0,0,,0,0,,0,[???] ?? ?? / ??? ?? ??? 2
22,0,[Mon_001_00]_Public_Jump03.wav,0,0,,0,0,,0,"[???] ?? ?? / ??? ?? ??, ???"
23,0,[Mon_001_30]_Dead.wav,0,0,,0,0,,0,[???] ??? ??
24,0,[Mon_001_23]_Dead.wav,0,0,,0,0,,0,[???] ? ?? ??
25,0,[Mon_001_56]_Dead.wav,0,0,,0,0,,0,[???] ??? ??
26,0,[Mon_001_28]_Dead.wav,0,0,,0,0,,0,[???] ??? ??
27,0,[Mon_001_57]_Dead.wav,0,0,,0,0,,0,[???] ?? ??
28,0,[Mon_001_01]_Dead.wav,0,0,,0,0,,0,[???] ??? ??
29,0,[Mon_001_04]_Dead.wav,0,0,,0,0,,0,[???] ??? ?? ??
30,0,[Mon_001_04]_Dead.wav,0,0,,0,0,,0,[???] ??G ??
31,0,[Mon_001_09]_BeAttack.wav,0,0,,0,0,,0,[???] ?? ??
32,0,[Mon_001_56]_Dead.wav,0,0,,0,0,,0,[???] ?? ??
33,0,[Mon_001_31]_Dead.wav,0,0,,0,0,,0,[???] ??? ?? ??
34,0,[Mon_001_30]_Dead.wav,0,0,,0,0,,0,[???] ??? ??
35,0,[Mon_001_54]_Dead.wav,0,0,,0,0,,0,[???] ??? ??
36,0,[Mon_001_03]_Dead.wav,0,0,,0,0,,0,[???] ??? ??
37,0,[Mon_001_04]_Dead.wav,0,0,,0,0,,0,[???] ???? ??
38,0,[Mon_001_34]_Dead.wav,0,0,,0,0,,0,[???] ?? ??
39,0,[Mon_001_36]_Dead.wav,0,0,,0,0,,0,[???] ??? ?? ??
40,0,[Mon_001_21]_Skill01.wav,0,0,,0,0,,0,[???] ?? ??
41,0,[Mon_001_21]_Skill01.wav,0,0,,0,0,,0,[???] ?? ??? ??1
42,0,[Mon_001_58]_Dead.wav,0,0,,0,0,,0,[???] ?? ??? ??
43,0,[Mon_001_58]_Skill01_01.wav,0,0,,0,0,,0,[???] ?? ??
44,0,[Skill]_skill05.wav,0,0,,0,0,,0,[??] ???
45,0,[Skill]_skill07.wav,0,0,,0,0,,0,[??] ???
46,0,[Skill]_skill06.wav,0,0,,0,0,,0,[??] ?? ??
47,0,[Skill]_skill01.wav,0,0,,0,0,,0,[??] ????
48,5,[Skill]_skill13.wav,0,0,,0,0,,0,[??] ?? ???
49,0,[Skill]_skill17.wav,0,0,,0,0,,0,[??] ?? ???
50,5,[Skill]_skill14.wav,0,0,,0,0,,0,[??] ??? ??
51,2,[Skill]_skill20.wav,0,0,,0,0,,0,[??] ?? ???
52,0,[Skill]_skill23.wav,0,0,,0,0,,0,[??] ??? ?
53,0,[System]_Attention_Window.wav,0,0,,0,0,,0,"[???] ?, ??? ??? ?? ?? ?? ??"
54,0,[System]_Button_Click.wav,0,0,,0,0,,0,[???] ?? ??? ?? // ??? ???? ???
55,0,[System]_Icon_Drop.wav,0,0,,0,0,,0,"[???] ???, ?? ????? ??? ???? ??? ???? ? ??"
56,0,[System]_Button_MouseON.wav,0,0,,0,0,,0,[???] ?? ??? ?? // ???? ???? ????? ??
57,0,[System]_Money.wav,0,0,,0,0,,0,[???] ???? ??? ????? ??? ???? ? ???
58,0,[System]_Close_Window.wav,0,0,,0,0,,0,[???] ?? ?? ?? // ?? ??? ???
59,0,[System]_Icon_MoveFail.wav,0,0,,0,0,,0,"[???] ???, ?? ????? ??? ????? ??? ? ?? ?? ??"
60,0,[System]_ScreenShot.wav,0,0,,0,0,,0,[???] ??? ????? ????? ??? ? ??
61,5,[Skill]_skill10.wav,0,0,,0,0,,0,[??] ???
62,2,[Skill]_skill01.wav,0,0,,0,0,,0,[??] ????
63,0,[Skill]_skill21.wav,0,0,,0,0,,0,[??] ??? ???
64,0,[Skill]_support09.wav,0,0,,0,0,,0,[??] ??? ??
65,0,[System]_clear_quest.wav,0,0,,0,0,,0,[???] ??? ???
66,0,[Chara]_BeAttack02.wav,0,0,,0,0,,0,[???] ?? ??? ???
67,0,[System]_SP_Item_use.wav,0,0,,0,0,,0,[???] SP ?? ??? ??
68,0,[System]_HP_Item_use.wav,0,0,,0,0,,0,[???] HP ?? ??? ??
69,0,[System]_Skill_Get.wav,0,0,,0,0,,0,[???] ??? ??
70,0,[Skill]_skill25.wav,0,0,,0,0,,0,[??] ???
71,0,[Skill]_skill19.wav,0,0,,0,0,,0,[??] ???
72,0,[Skill]_skill26.wav,0,0,,0,0,,0,[??] ??? ??
73,0,[Skill]_skill27.wav,0,0,,0,0,,0,[??] W.????
74,0,[Skill]_skill28.wav,0,0,,0,0,,0,[??] ??? ???
75,0,[Skill]_skill29.wav,0,0,,0,0,,0,[??] ??? ???
76,5,[Skill]_skill15.wav,0,0,,0,0,,0,[??] ???? ??
77,0,[Skill]_skill30.wav,0,0,,0,0,,0,[??] ?? ???
78,0,[Skill]_skill24.wav,0,0,,0,0,,0,[??] W.????
79,5,[Skill]_skill71.wav,0,0,,0,0,,0,[??] ???
80,5,[Skill]_skill31.wav,0,0,,0,0,,0,[??] ???? ??
81,0,[Skill]_skill16.wav,0,0,,0,0,,0,[??] ??? ???
82,0,[System]_player_invite.wav,0,0,,0,0,,0,[???] ???? ????
83,0,,0,0,,0,0,,0,
84,0,,0,0,,0,0,,0,
85,0,,0,0,,0,0,,0,
86,0,,0,0,,0,0,,0,
87,0,,0,0,,0,0,,0,
88,0,,0,0,,0,0,,0,
89,0,[Skill]_sapzil.wav,0,0,,0,0,,0,[??] ??(??)
90,0,[Skill]_skill32.wav,0,0,,0,0,,0,[??] ??
91,0,[Skill]_skill33.wav,0,0,,0,0,,0,[??] ????
92,0,[Skill]_skill34.wav,0,0,,0,0,,0,[??] ?????
93,0,[Skill]_skill35.wav,0,0,,0,0,,0,[??] ????
94,0,[Skill]_skill36.wav,0,0,,0,0,,0,[??] ????
95,0,[Skill]_skill37.wav,0,0,,0,0,,0,[??] ??
96,0,[Skill]_skill38.wav,0,0,,0,0,,0,[??] ????
97,0,[Skill]_skill39.wav,0,0,,0,0,,0,[??] ????
98,0,[Emot]_CBT.wav,0,0,,0,0,,0,[????] CBT ????
99,0,[Emot]_Mon_Tras.wav,0,0,,0,0,,0,[????] ?? ?? ??
100,10,[OBJ]_Dae_Po.wav,0,0,,0,0,,0,[???] ??? ???!!!!
101,0,[Skill]_backdash.wav,0,0,,0,0,,0,[??] ???
102,0,[Skill]_skill40.wav,0,0,,0,0,,0,[??] ??
103,0,[Skill]_skill41.wav,0,0,,0,0,,0,[??] ???
104,0,[Skill]_skill42.wav,0,0,,0,0,,0,[??] ???
105,0,[Skill]_skill43.wav,0,0,,0,0,,0,[??] ??????
106,0,[Skill]_skill44.wav,0,0,,0,0,,0,[??] ????
107,0,[Skill]_skill45.wav,0,0,,0,0,,0,[??] ????
108,0,[Skill]_skill46.wav,0,0,,0,0,,0,[??] ??????
109,0,[Skill]_skill47.wav,0,0,,0,0,,0,[??] ?????
110,0,[Skill]_skill48.wav,0,0,,0,0,,0,[??] ??????
111,0,[Skill]_skill49.wav,0,0,,0,0,,0,[??] ???????
112,0,[Skill]_skill50.wav,0,0,,0,0,,0,[??] ????
113,0,[Skill]_skill51.wav,0,0,,0,0,,0,[??] ????
114,0,[Skill]_skill52.wav,0,0,,0,0,,0,[??] ??????
115,0,[Skill]_skill53.wav,0,0,,0,0,,0,[??] ????
116,0,[Skill]_skill54.wav,0,0,,0,0,,0,[??] ????
117,0,[Skill]_skill55.wav,0,0,,0,0,,0,[??] ?????
118,0,[Skill]_skill56.wav,0,0,,0,0,,0,[??] ??
119,0,[Skill]_skill57.wav,0,0,,0,0,,0,[??] ????
120,0,[Skill]_skill58.wav,0,0,,0,0,,0,[??] ???????
121,0,[Skill]_skill59.wav,0,0,,0,0,,0,[??] ????
122,0,[Skill]_skill60.wav,0,0,,0,0,,0,[??] ??????
123,0,[Skill]_skill61.wav,0,0,,0,0,,0,[??] ???????
124,0,[Skill]_skill62.wav,0,0,,0,0,,0,[??] ?????
125,0,[Skill]_skill63.wav,0,0,,0,0,,0,[??] ?????
126,0,[Skill]_skill64.wav,0,0,,0,0,,0,[??] ???
127,0,[Skill]_skill65.wav,0,0,,0,0,,0,[??] ??????
128,0,[Skill]_skill66.wav,0,0,,0,0,,0,[??] ????
129,0,[Skill]_skill67.wav,0,0,,0,0,,0,[??] ?????
130,0,[OBJ]_Random_Door.wav,0,0,,0,0,,0,[???] ??? ???
131,0,[Mon_001_44]_Skill01.wav,0,0,,0,0,,0,[???] ???? ??
132,0,[Mon_001_44]_Dead.wav,0,0,,0,0,,0,[???] ???? ??
133,0,[Mon_001_44]_Attack.wav,0,0,,0,0,,0,[???] ???? ????
134,0,[Mon_001_03]_Dead.wav,0,0,,0,0,,0,[???] ???? ??
135,0,[Mon_001_03]_Skill01.wav,0,0,,0,0,,0,[???] ???? ??
136,0,[Skill]_buff1.wav,0,0,,0,0,,0,[??] ?? ?? ????1
137,0,[Skill]_buffup1.wav,0,0,,0,0,,0,[??] ?? ??? ??
138,0,[Skill]_buffdn1.wav,0,0,,0,0,,0,[??] ?? ??? ??
139,4,[Skill]_fireon.wav,0,0,,0,0,,0,[??] ????
140,0,[Skill]_thunder02.wav,0,0,,0,0,,0,[??] ??
141,0,[Chara]_Attack_Staff_melee1.wav,0,0,,0,0,,0,[???] ?? : ??? ???
142,0,[Chara]_Attack_Staff_charge.wav,0,0,,0,0,,0,[???] ?? : ??? ???
143,0,[Chara]_Attack_Staff_charge.wav,0,0,,0,0,,0,[???] ?? : ??? 1?? ???
144,0,[Chara]_Attack_Staff_charge.wav,0,0,,0,0,,0,[???] ?? : ??? 2?? ???
145,0,[Chara]_Attack_Staff_charge.wav,0,0,,0,0,,0,[???] ?? : ??? 3?? ???
146,0,[Chara]_Attack_Staff_charge.wav,0,0,,0,0,,0,[???] ?? : ??? 4?? ???
147,0,[Trap]_Spike.wav,0,0,,0,0,,0,[???] ??? ???
148,0,[Trap]_Spark.wav,0,0,,0,0,,0,[???] ??? ???
149,3,[Skill]_mining.wav,0,0,,0,0,,0,[??] ??(???)
150,0,[Skill]_skill68.wav,0,0,,0,0,,0,[??] ????
151,0,[Skill]_skill69.wav,0,0,,0,0,,0,[??] ?????
152,0,[Skill]_skill70.wav,0,0,,0,0,,0,[??] ?????
153,0,[Mon_001_52]_Dead.wav,0,0,,0,0,,0,[???] ?? ??
154,0,[Mon_001_52]_Dead.wav,0,0,,0,0,,0,[???] ????? ??
155,0,[Mon_001_54]_Dead.wav,0,0,,0,0,,0,[???] ??? ??
156,0,[Mon_001_46]_Dead.wav,0,0,,0,0,,0,[???] ???? ??
157,0,[Mon_001_51]_Dead.wav,0,0,,0,0,,0,[???] ??? ??
158,0,[Mon_001_56]_Dead.wav,0,0,,0,0,,0,[???] ????? ??
159,0,[Mon_001_55]_Dead.wav,0,0,,0,0,,0,[???] ??? ??
160,0,[Mon_001_57]_Dead.wav,0,0,,0,0,,0,[???] ?????? ??
161,0,[Mon_001_58]_Dead.wav,0,0,,0,0,,0,[???] ??? ??
162,0,[Mon_001_45]_Dead.wav,0,0,,0,0,,0,[???] ?????? ??
163,0,[Mon_001_00]_Public_Jump04.wav,0,0,,0,0,,0,[???] ??? ?? / ???
164,0,[Mon_001_51]_BeAttack.wav,0,0,,0,0,,0,[???] ??? ??
165,0,[Mon_001_01]_Attack.wav,0,0,,0,0,,0,[???] ??? ??? ??
166,0,[Mon_001_01]_BeAttack.wav,0,0,,0,0,,0,[???] ??? ??? ??
167,0,[Mon_001_02]_Attack.wav,0,0,,0,0,,0,[???] ??G ??? ??
168,0,[Mon_001_02]_BeAttack.wav,0,0,,0,0,,0,[???] ??G ??? ??
169,0,[Mon_001_09]_Attack.wav,0,0,,0,0,,0,[???] ?? ??? ??
170,0,[Mon_001_09]_BeAttack.wav,0,0,,0,0,,0,[???] ?? ??? ??
171,0,[Mon_001_13]_Attack.wav,0,0,,0,0,,0,[???] ?? ??? ??
172,0,[Mon_001_13]_BeAttack.wav,0,0,,0,0,,0,[???] ?? ??? ??
173,0,[Mon_001_18]_Attack.wav,0,0,,0,0,,0,[???] ????? ??? ??? ??
174,0,[Mon_001_18]_BeAttack.wav,0,0,,0,0,,0,[???] ????? ??? ??? ??
175,0,[Mon_001_20]_Attack.wav,0,0,,0,0,,0,[???] ??? ??? ??? ??
176,0,[Mon_001_20]_BeAttack.wav,0,0,,0,0,,0,[???] ??? ??? ??? ??
177,0,[Mon_001_21]_Attack.wav,0,0,,0,0,,0,[???] ?????? ??? ??
178,0,[Mon_001_21]_BeAttack.wav,0,0,,0,0,,0,[???] ?????? ??? ??
179,0,[Skill]_blink.wav,0,0,,0,0,,0,[??] ??? (??? ?? ??)
180,0,[Skill]_unlock.wav,0,0,,0,0,,0,[??] ??? ?? ??
181,0,[Trap]_Gas.wav,0,0,,0,0,,0,[???] ??? ???
182,11,[Mon_001_58]_Attack.wav,0,0,,0,0,,0,[???] ???? ???
183,12,[Mon_001_58]_Skill01_02.wav,0,3,[Mon_001_58]_Skill01_01.wav,0,0,,0,[???] ???? ???
184,0,[Mon_001_34]_Attack.wav,0,0,,0,0,,0,[???] ?? ??
185,0,[Mon_001_34]_BeAttack.wav,0,0,,0,0,,0,[???] ?? ??
186,0,[System]_ENCHANT_PROGRESS.wav,1,0,,0,0,,0,[???] ??? ?? ???
187,0,[System]_ENCHANT_SUCCESS.wav,0,0,,0,0,,0,[???] ??? ?? ???
188,0,[System]_ENCHANT_FAILURE.wav,0,0,,0,0,,0,[???] ??? ?? ???
189,0,[Emot]_CHEER01.wav,0,0,,0,0,,0,[????] ?? ???
190,0,[Emot]_CHEER02_01.wav,0,0,,0,0,,0,[????] ???(?)
191,0,[Emot]_CHEER02_01.wav,0,0,,0,0,,0,[????] ???(?)
192,0,[Emot]_CHEER03_01.wav,0,0,,0,0,,0,[????] ?? ??1
193,0,[Emot]_CHEER03_02.wav,0,0,,0,0,,0,[????] ?? ??2
194,0,[Emot]_CHEER04.wav,0,0,,0,0,,0,[????] ?? ??
195,0,[Mon_001_23]_Attack.wav,0,0,,0,0,,0,[???] ? ?? ??
196,0,[Mon_001_23]_BeAttack.wav,0,0,,0,0,,0,[???] ? ?? ??
197,0,[Mon_001_45]_Attack.wav,0,0,,0,0,,0,[???] ??? ??? ??
198,0,[Mon_001_45]_BeAttack.wav,0,0,,0,0,,0,[???] ??? ??? ??
199,0,[Mon_001_30]_Attack.wav,0,0,,0,0,,0,[???] ??? ??
200,0,[Mon_001_30]_BeAttack.wav,0,0,,0,0,,0,[???] ??? ??
201,0,[Emot]_EMOTICON01.wav,0,0,,0,0,,0,[????] ????
202,0,[Emot]_EMOTICON02_01.wav,0,0,,0,0,,0,[????] ???
203,0,[Emot]_EMOTICON02_02.wav,0,0,,0,0,,0,[????] ???2
204,0,[Emot]_EMOTICON03.wav,0,0,,0,0,,0,[????] ????
205,0,[Emot]_EMOTICON04.wav,0,0,,0,0,,0,[????] ???
206,0,[Emot]_EMOTICON05.wav,0,0,,0,0,,0,[????] ??
207,0,[Emot]_EMOTICON07.wav,0,0,,0,0,,0,[????] ??
208,0,[Emot]_EMOTICON08.wav,0,0,,0,0,,0,[????] ??
209,0,[Emot]_EMOTICON09.wav,0,0,,0,0,,0,[????] ????
210,0,[Emot]_EMOTICON10.wav,0,0,,0,0,,0,[????] ????
211,0,[Prologue]_IRIS_Attack(H).wav,0,0,,0,0,,0,[????] ??? ???
212,0,[Prologue]_IRIS_BeAttack.wav,0,0,,0,0,,0,[????] ??? ??
213,0,[Prologue]_IRIS_Skill.wav,0,0,,0,0,,0,[????] ??? ??
214,5,[Prologue]_Last_Boss_Attack.wav,0,0,,0,0,,0,[????] ?? ??
215,0,[Prologue]_Last_Boss_BeAttack.wav,0,0,,0,0,,0,[????] ?? ??
216,0,[Prologue]_Last_Boss_Skill.wav,0,0,,0,0,,0,[????] ?? ??
217,0,[Mon_001_60]_Attack.wav,0,0,,0,0,,0,[???] ?? ??
218,0,[Mon_001_60]_BeAttack.wav,0,0,,0,0,,0,[???] ?? ??
219,0,[Mon_001_60]_Dead.wav,0,0,,0,0,,0,[???] ?? ??
220,0,[Mon_001_61]_Attack.wav,0,0,,0,0,,0,[???] ???? ??
221,0,[Mon_001_61]_BeAttack.wav,0,0,,0,0,,0,[???] ???? ??
222,0,[Mon_001_61]_Dead.wav,0,0,,0,0,,0,[???] ???? ??
223,0,[Mon_001_64]_Attack.wav,0,0,,0,0,,0,[???] ???? ??
224,0,[Mon_001_64]_BeAttack.wav,0,0,,0,0,,0,[???] ???? ??
225,0,[Mon_001_64]_Dead.wav,0,0,,0,0,,0,[???] ???? ??
226,0,[Mon_001_64]_Skill.wav,0,0,,0,0,,0,[???] ???? ??
227,0,[Mon_001_65]_Attack.wav,0,0,,0,0,,0,[???] ??? ??
228,0,[Mon_001_65]_BeAttack.wav,0,0,,0,0,,0,[???] ??? ??
229,0,[Mon_001_65]_Dead.wav,0,0,,0,0,,0,[???] ??? ??
230,0,[Mon_001_65]_Skill.wav,0,0,,0,0,,0,[???] ??? ??
231,0,[Mon_001_66]_Attack.wav,0,0,,0,0,,0,[???] ?? ??
232,0,[Mon_001_66]_BeAttack.wav,0,0,,0,0,,0,[???] ?? ??
233,0,[Mon_001_66]_Dead.wav,0,0,,0,0,,0,[???] ?? ??
234,0,[Mon_001_67]_Attack.wav,0,0,,0,0,,0,[???] ???? ??
235,0,[Mon_001_67]_BeAttack.wav,0,0,,0,0,,0,[???] ???? ??
236,0,[Mon_001_67]_Dead.wav,0,0,,0,0,,0,[???] ???? ??
237,0,[Mon_001_67]_Skill.wav,0,0,,0,0,,0,[???] ???? ??
238,0,[Mon_001_68]_Attack.wav,0,0,,0,0,,0,[???] ??? ??
239,0,[Mon_001_68]_BeAttack.wav,0,0,,0,0,,0,[???] ??? ??
240,0,[Mon_001_68]_Dead.wav,0,0,,0,0,,0,[???] ??? ??
241,0,[Mon_001_68]_Skill.wav,0,0,,0,0,,0,[???] ??? ??
242,0,[Mon_001_69]_Attack.wav,0,0,,0,0,,0,[???] ????? ??
243,0,[Mon_001_69]_BeAttack.wav,0,0,,0,0,,0,[???] ????? ??
244,0,[Mon_001_69]_Dead.wav,0,0,,0,0,,0,[???] ????? ??
245,0,[Mon_001_70]_Attack.wav,0,0,,0,0,,0,[???] ??? ??
246,0,[Mon_001_70]_BeAttack.wav,0,0,,0,0,,0,[???] ??? ??
247,0,[Mon_001_70]_Dead.wav,0,0,,0,0,,0,[???] ??? ??
248,0,[Mon_001_70]_Skill.wav,0,0,,0,0,,0,[???] ??? ??
249,0,[Mon_001_71]_Attack.wav,0,0,,0,0,,0,[???] ??? ??
250,0,[Mon_001_71]_BeAttack.wav,0,0,,0,0,,0,[???] ??? ??
251,0,[Mon_001_71]_Dead.wav,0,0,,0,0,,0,[???] ??? ??
252,0,[Mon_001_72]_Attack.wav,0,0,,0,0,,0,[???] ??? ??
253,0,[Mon_001_72]_BeAttack.wav,0,0,,0,0,,0,[???] ??? ??
254,0,[Mon_001_72]_Dead.wav,0,0,,0,0,,0,[???] ??? ??
255,0,[Mon_001_72]_Skill.wav,0,0,,0,0,,0,[???] ??? ??
256,0,[Mon_001_74]_Attack.wav,0,0,,0,0,,0,[???] ???? ??
257,0,[Mon_001_74]_BeAttack.wav,0,0,,0,0,,0,[???] ???? ??
258,0,[Mon_001_73]_Attack.wav,0,0,,0,0,,0,[???] ???? ??
259,0,[Mon_001_73]_BeAttack.wav,0,0,,0,0,,0,[???] ???? ??
260,0,[Mon_001_73]_Dead.wav,0,0,,0,0,,0,[???] ???? ??
261,0,[Mon_001_73]_Skill.wav,0,0,,0,0,,0,[???] ???? ??
262,0,[Mon_001_74]_Dead.wav,0,0,,0,0,,0,[???] ???? ??
263,0,[Mon_001_75]_Attack.wav,0,0,,0,0,,0,[???] ???? ??
264,0,[Mon_001_75]_BeAttack.wav,0,0,,0,0,,0,[???] ???? ??
265,0,[Mon_001_75]_Dead.wav,0,0,,0,0,,0,[???] ???? ??
266,0,[Mon_001_76]_Attack.wav,0,0,,0,0,,0,[???] ???? ??
267,0,[Mon_001_76]_BeAttack.wav,0,0,,0,0,,0,[???] ???? ??
268,0,[Mon_001_76]_Dead.wav,0,0,,0,0,,0,[???] ???? ??
269,0,[Mon_001_76]_Skill.wav,0,0,,0,0,,0,[???] ???? ??
270,0,[Mon_001_77]_Attack.wav,0,0,,0,0,,0,[???] ?? ??
271,0,[Mon_001_77]_BeAttack.wav,0,0,,0,0,,0,[???] ?? ??
272,0,[Mon_001_77]_Dead.wav,0,0,,0,0,,0,[???] ?? ??
273,0,[Mon_001_78]_Attack.wav,0,0,,0,0,,0,[???] ???? ??
274,0,[Mon_001_78]_BeAttack.wav,0,0,,0,0,,0,[???] ???? ??
275,0,[Mon_001_78]_Dead.wav,0,0,,0,0,,0,[???] ???? ??
276,0,[Skill]_Public_Use01.wav,0,0,,0,0,,0,[??] ??? ?? ?? (??)
277,0,[Skill]_Attacker_Counter.wav,0,0,,0,0,,0,[??] ??? : ??
278,0,[Skill]_Attacker_Blocking.wav,0,0,,0,0,,0,[??] ??? : ?????
279,0,[Skill]_Defender_Guard_Impact.wav,0,0,,0,0,,0,[??] ??? : ?????
280,0,[Skill]_Defender_Minute_Guard.wav,0,0,,0,0,,0,[??] ??? : ????
281,0,[Skill]_Invest_Gold_Rush.wav,0,0,,0,0,,0,[??] ??? : ?? ??
282,0,[Skill]_Invest_Meanness.wav,0,0,,0,0,,0,[??] ??? : ??? ???
283,0,[Skill]_Invest_Trade.wav,0,0,,0,0,,0,[??] ??? : ???
284,0,[Skill]_Invest_Lucky_Attack.wav,0,0,,0,0,,0,[??] ??? : ??? ??
285,0,[Skill]_Magician_Salamandra.wav,0,0,,0,0,,0,[??] ??? : ?? ??
286,0,[Skill]_Magician_Undine.wav,0,0,,0,0,,0,[??] ??? : ?? ??
287,0,[Skill]_Magician_Sylph.wav,0,0,,0,0,,0,[??] ??? : ??? ??
288,0,[Skill]_Magician_Gnome.wav,0,0,,0,0,,0,[??] ??? : ?? ??
289,0,[Mon_001_28]_Attack.wav,0,0,,0,0,,0,[???] ??? ??
290,0,[Mon_001_28]_BeAttack.wav,0,0,,0,0,,0,[???] ??? ??
291,0,[Mon_001_55]_Attack.wav,0,0,,0,0,,0,[???] ??? ??
292,0,[Mon_001_55]_BeAttack.wav,0,0,,0,0,,0,[???] ??? ??
293,0,[Mon_001_37]_Attack.wav,0,0,,0,0,,0,[???] ?? ??? ??
294,0,[Mon_001_37]_BeAttack.wav,0,0,,0,0,,0,[???] ?? ??? ??
295,0,[Mon_001_37]_Dead.wav,0,0,,0,0,,0,[???] ?? ??? ??
296,0,[Mon_001_51]_Attack.wav,0,0,,0,0,,0,[???] ??? ??
297,0,[Mon_001_46]_Attack.wav,0,0,,0,0,,0,[???] ???? ??
298,0,[Mon_001_46]_BeAttack.wav,0,0,,0,0,,0,[???] ???? ??
299,0,[Mon_001_17]_Attack.wav,0,0,,0,0,,0,[???] ?? ???? ??
300,0,[Mon_001_17]_BeAttack.wav,0,0,,0,0,,0,[???] ?? ???? ??
301,0,[Mon_001_17]_Dead.wav,0,0,,0,0,,0,[???] ?? ???? ??
302,0,[Mon_001_44]_BeAttack.wav,0,0,,0,0,,0,[???] ???? ??
303,0,[Mon_001_03]_Attack.wav,0,0,,0,0,,0,[???] ???? ??
304,0,[Mon_001_03]_BeAttack.wav,0,0,,0,0,,0,[???] ???? ??
305,0,[Mon_001_47]_Attack.wav,0,0,,0,0,,0,[???] ?? ?? ??
306,0,[Mon_001_47]_BeAttack.wav,0,0,,0,0,,0,[???] ?? ?? ??
307,0,[Mon_001_47]_Dead.wav,0,0,,0,0,,0,[???] ?? ?? ??
308,0,[Mon_001_47]_Skill01.wav,0,0,,0,0,,0,[???] ?? ?? ??
309,0,[Mon_001_36]_Attack.wav,0,0,,0,0,,0,[???] ??? ?? ??
310,0,[Mon_001_36]_BeAttack.wav,0,0,,0,0,,0,[???] ??? ?? ??
311,0,[Mon_001_56]_Attack.wav,0,0,,0,0,,0,[???] ????? ??
312,0,[Mon_001_56]_BeAttack.wav,0,0,,0,0,,0,[???] ????? ??
313,0,[Mon_001_56]_Skill01.wav,0,0,,0,0,,0,[???] ????? ??
314,0,[Mon_001_54]_Attack.wav,0,0,,0,0,,0,[???] ??? ??
315,0,[Mon_001_54]_BeAttack.wav,0,0,,0,0,,0,[???] ??? ??
316,0,[Mon_001_31]_Attack.wav,0,0,,0,0,,0,[???] ??? ?? ??
317,0,[Mon_001_31]_BeAttack.wav,0,0,,0,0,,0,[???] ??? ?? ??
318,0,[Mon_002_02]_Attack.wav,0,0,,0,0,,0,[???] ?? ???(???)
319,0,[Mon_002_02]_BeAttack.wav,0,0,,0,0,,0,[???] ?? ???(???)
320,0,[Mon_001_62]_BeAttack.wav,0,0,,0,0,,0,[???] ??? ??
321,0,[Mon_001_79]_BeAttack.wav,0,0,,0,0,,0,[???] ???? ??
322,0,[Mon_001_62]_Dead.wav,0,0,,0,0,,0,[???] ???/???? ??
323,0,[Mon_001_62]_Jump.wav,0,0,,0,0,,0,[???] ???/???? ??
324,0,[Mon_001_63]_Jump.wav,0,0,,0,0,,0,[???] ??? ??
325,0,[Mon_001_63]_Dead.wav,0,0,,0,0,,0,[???] ??? ??
326,0,[Mon_001_63]_BeAttack.wav,0,0,,0,0,,0,[???] ??? ??
327,0,[Mon_001_84]_Attack.wav,0,0,,0,0,,0,[???] ?? ??
