ID,_ItemID1,_ItemProbability1,_ItemID2,_ItemProbability2,_ItemID3,_ItemProbability3,_ItemID4,_ItemProbability4,_ItemID5,_ItemProbability5,_ItemID6,_ItemProbability6,_ItemID7,_ItemProbability7,_ItemID8,_ItemProbability8,_ItemID9,_ItemProbability9,_ItemID10,_ItemProbability10,_ItemID11,_ItemProbability11,_ItemID12,_ItemProbability12,_ItemID13,_ItemProbability13,_ItemID14,_ItemProbability14,_ItemID15,_ItemProbability15,_ItemID16,_ItemProbability16,_ItemID17,_ItemProbability17,_ItemID18,_ItemProbability18,_ItemID19,_ItemProbability19,_ItemID20,_ItemProbability20
7990401,90521021,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7990402,20621021,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7990403,30121021,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7990404,10221021,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7990405,70221021,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7990499,190191903,100,300150002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020110,80103901,100,80103902,63,80103903,41,80103904,28,80103905,20,80103906,15,80103907,11,80103908,9,80103909,7,80103910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7010110,80203901,100,80203902,63,80203903,41,80203904,28,80203905,20,80203906,15,80203907,11,80203908,9,80203909,7,80203910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7010111,80303901,100,80303902,63,80303903,41,80303904,28,80303905,20,80303906,15,80303907,11,80303908,9,80303909,7,80303910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020111,80403901,100,80403902,63,80403903,41,80403904,28,80403905,20,80403906,15,80403907,11,80403908,9,80403909,7,80403910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020112,80503901,100,80503902,63,80503903,41,80503904,28,80503905,20,80503906,15,80503907,11,80503908,9,80503909,7,80503910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020113,80603901,100,80603902,63,80603903,41,80603904,28,80603905,20,80603906,15,80603907,11,80603908,9,80603909,7,80603910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7010112,80703901,100,80703902,63,80703903,41,80703904,28,80703905,20,80703906,15,80703907,11,80703908,9,80703909,7,80703910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020114,80803901,100,80803902,63,80803903,41,80803904,28,80803905,20,80803906,15,80803907,11,80803908,9,80803909,7,80803910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020115,80903901,100,80903902,63,80903903,41,80903904,28,80903905,20,80903906,15,80903907,11,80903908,9,80903909,7,80903910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020116,81003901,100,81003902,63,81003903,41,81003904,28,81003905,20,81003906,15,81003907,11,81003908,9,81003909,7,81003910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7010113,81103901,100,81103902,63,81103903,41,81103904,28,81103905,20,81103906,15,81103907,11,81103908,9,81103909,7,81103910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020117,81203901,100,81203902,63,81203903,41,81203904,28,81203905,20,81203906,15,81203907,11,81203908,9,81203909,7,81203910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020118,81303901,100,81303902,63,81303903,41,81303904,28,81303905,20,81303906,15,81303907,11,81303908,9,81303909,7,81303910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020119,81403901,100,81403902,63,81403903,41,81403904,28,81403905,20,81403906,15,81403907,11,81403908,9,81403909,7,81403910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020120,81603901,100,81603902,63,81603903,41,81603904,28,81603905,20,81603906,15,81603907,11,81603908,9,81603909,7,81603910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020121,81803901,100,81803902,63,81803903,41,81803904,28,81803905,20,81803906,15,81803907,11,81803908,9,81803909,7,81803910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020122,81903901,100,81903902,63,81903903,41,81903904,28,81903905,20,81903906,15,81903907,11,81903908,9,81903909,7,81903910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020123,82003901,100,82003902,63,82003903,41,82003904,28,82003905,20,82003906,15,82003907,11,82003908,9,82003909,7,82003910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020124,82103901,100,82103902,63,82103903,41,82103904,28,82103905,20,82103906,15,82103907,11,82103908,9,82103909,7,82103910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020125,82203901,100,82203902,63,82203903,41,82203904,28,82203905,20,82203906,15,82203907,11,82203908,9,82203909,7,82203910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7010114,82303901,100,82303902,63,82303903,41,82303904,28,82303905,20,82303906,15,82303907,11,82303908,9,82303909,7,82303910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020126,82403901,100,82403902,63,82403903,41,82403904,28,82403905,20,82403906,15,82403907,11,82403908,9,82403909,7,82403910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020127,82503901,100,82503902,63,82503903,41,82503904,28,82503905,20,82503906,15,82503907,11,82503908,9,82503909,7,82503910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020128,82603901,100,82603902,63,82603903,41,82603904,28,82603905,20,82603906,15,82603907,11,82603908,9,82603909,7,82603910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7060901,10215108,100,20615108,100,30115108,100,70215108,100,90415108,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7060910,10216108,100,20616108,100,30416108,100,70216108,100,90516108,100,70216110,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7060920,10217108,100,20617108,100,30117108,100,70217108,100,90517108,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7060930,10218108,100,20518108,100,30118108,100,70218108,100,90518108,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7060940,10219108,100,20219108,100,30119108,100,70219108,100,90419108,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7062000,10222002,100,70222003,100,90522002,100,20522003,100,30222003,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7070301,100100488,100,60100488,100,120100488,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7070302,100100489,100,60100489,100,120100489,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7070303,100100490,100,60100490,100,120100490,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7070304,100100492,100,60100492,100,120100492,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7070305,100100493,100,60100493,100,120100493,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7070306,100100499,100,60100499,100,120100499,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7080001,163300011,100,163400011,100,163500011,100,160600011,100,170185401,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7060950,10215107,100,20615107,100,30115107,100,70215107,100,90415107,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7060960,10216107,100,20616107,100,30416107,100,70216107,100,90516107,100,70216109,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7060970,10217107,100,20617107,100,30117107,100,70217107,100,90517107,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7060980,10218107,100,20518107,100,30118107,100,70218107,100,90518107,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7060990,10219107,100,20219107,100,30119107,100,70219107,100,90419107,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7062100,10220007,100,70220008,100,90520007,100,20520008,100,30220008,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7070401,100100494,100,60100494,100,120100494,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7070402,100100495,100,60100495,100,120100495,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7070403,100100496,100,60100496,100,120100496,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7070404,100100497,100,60100497,100,120100497,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7070405,100100498,100,60100498,100,120100498,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7070406,100100511,100,60100511,100,120100511,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000600,190140211,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000700,190140311,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020129,160103701,100,160103702,100,160103703,100,160103704,100,160103705,100,160103706,100,160103707,100,160103708,100,160103709,100,160103710,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020130,160103801,100,160103802,100,160103803,100,160103804,100,160103805,100,160103806,100,160103807,100,160103808,100,160103809,100,160103810,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020131,160103901,100,160103902,100,160103903,100,160103904,100,160103905,100,160103906,100,160103907,100,160103908,100,160103909,100,160103910,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020132,160104001,100,160104002,100,160104003,100,160104004,100,160104005,100,160104006,100,160104007,100,160104008,100,160104009,100,160104010,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5010101,170195405,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5050106,170195406,100,170195407,110,170195407,120,170195410,130,170195410,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5050107,170195407,100,170195407,110,170195410,120,170195410,130,170195407,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5050109,170195410,100,170195410,110,170195407,120,170195411,130,170195408,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5050112,170195411,100,170195408,110,170195408,120,170195406,130,170195407,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5050113,170195408,100,170195408,110,170195406,120,170195407,130,170195410,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5060112,170195412,100,170195408,110,170195406,120,170195407,130,170195410,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000001,180134426,40,180134426,25,180134426,15,180134426,10,180134426,5,180134428,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000003,180134428,30,180134428,20,180134427,20,180134428,15,180134428,10,180134429,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000010,180134429,30,180134429,20,180134429,20,180134427,15,180134428,10,180134427,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000011,180134427,30,180134428,20,180134427,20,180134427,15,180134427,10,180134429,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010101,170195401,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010111,170195402,600,170195402,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010117,170195403,600,170195403,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3110101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3110102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3100103,190192003,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4050101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4050301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4050401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4050501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4050601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4050701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4050801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4050901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4051001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4051101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4051201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4051301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4051401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4051501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4060101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4060201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4060301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4060401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4060501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4060601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4060701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4060801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4060901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4061001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4061101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4061201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4061301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4061401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9210001,10320801,100,20220801,100,30420801,100,70220801,100,90420801,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9210002,10320811,100,20220811,100,30420811,100,70220811,100,90420811,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9210003,10320821,100,20220821,100,30420821,100,70220821,100,90420821,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9210004,10320831,100,20220831,100,30420831,100,70220831,100,90420831,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9210005,10320841,100,20220841,100,30420841,100,70220841,100,90420841,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9210006,10320851,100,20220851,100,30420851,100,70220851,100,90420851,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9210007,10320861,100,20220861,100,30420861,100,70220861,100,90420861,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9210008,10320871,100,20220871,100,30420871,100,70220871,100,90420871,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9210009,10320881,100,20220881,100,30420881,100,70220881,100,90420881,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9220001,10320804,100,20220804,100,30420804,100,70220804,100,90420804,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9220002,10320814,100,20220814,100,30420814,100,70220814,100,90420814,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9220003,10320824,100,20220824,100,30420824,100,70220824,100,90420824,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9220004,10320834,100,20220834,100,30420834,100,70220834,100,90420834,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9220005,10320844,100,20220844,100,30420844,100,70220844,100,90420844,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9220006,10320854,100,20220854,100,30420854,100,70220854,100,90420854,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9220007,10320864,100,20220864,100,30420864,100,70220864,100,90420864,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9220008,10320874,100,20220874,100,30420874,100,70220874,100,90420874,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9220009,10320884,100,20220884,100,30420884,100,70220884,100,90420884,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9230001,10320802,100,20220802,100,30420802,100,70220802,100,90420802,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9230002,10320812,100,20220812,100,30420812,100,70220812,100,90420812,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9230003,10320822,100,20220822,100,30420822,100,70220822,100,90420822,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9230004,10320832,100,20220832,100,30420832,100,70220832,100,90420832,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9230005,10320842,100,20220842,100,30420842,100,70220842,100,90420842,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9230006,10320852,100,20220852,100,30420852,100,70220852,100,90420852,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9230007,10320862,100,20220862,100,30420862,100,70220862,100,90420862,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
