ID,_FxGroup,_Description
1000,EFFUSION_GAS_1.FXG,
1001,EFFUSION_GAS_2.FXG,
1002,DMG_CRT.FXG,
1003,TRAP_SPARK.FXG,
1004,DIGGING_MON.FXG,
1005,2_908.FXG,
1006,2_908_Char.FXG,
1007,HOE.FXG,
1008,2_910_02.FXG,
1009,2_911_01.FXG,
2000,MON_015_GAS.FXG,
2001,MON_010_HAMMER.FXG,
2002,MON_010_ATTACKLIGHT.FXG,
2003,DUMMY.FXG,
2004,RAMUFX.FXG,
2005,NPC_003_02.FXG,
2006,NPC_003_04.FXG,
2007,NPC_003_09.FXG,
2008,MON_032_02_Ultrasonic.FXG,
2009,NPC_STATUS_01.FXG,
2010,NPC_STATUS_02.FXG,
2011,NPC_STATUS_03.FXG,
2012,RAMUFX_01.FXG,
2013,RAMUFX_02.FXG,
2014,NPC_004_01.FXG,
2015,MON_029_01_SKILL01.FXG,
2016,MON_001_06_01.FXG,
2017,MON_NINJA_W01.FXG,
2018,MON_NINJA_W02.FXG,
3000,020_11_01_SKILL01.FXG,
3001,020_11_01_SKILL05.FXG,
3002,030_12_01_SKILL01.FXG,
3003,040_13_01_SKILL01.FXG,
3004,080_17_01_SKILL01.FXG,
3005,090_18_01_SKILL01.FXG,
3006,100_19_01_SKILL01.FXG,
3007,110_20_01_SKILL01.FXG,
3008,050_14_01_SKILL01.FXG,
3009,020_11_02_SKILL02.FXG,
3010,041_13_02_SKILL02.FXG,
3011,100_19_02_SKILL02.FXG,
3012,030_12_02_SKILL02.FXG,
3013,050_14_02_SKILL02.FXG,
3014,020_11_06_SKILL06.FXG,
3015,080_17_02_SKILL02.FXG,
3016,090_18_02_SKILL02.FXG,
3017,110_20_02_SKILL02.FXG,
3018,130_09_08.FXG,
3019,STATE_CLS05.FXG,
3020,200_30_01_blink.FXG,
3021,200_40_01_backdash.FXG,
3022,DIGGING.FXG,
3023,130_09_09_TEST03.FXG,
3024,050_14_07_SKILL01.FXG,
3025,080_17_04_SKILL01.FXG,
3026,090_18_04_SKILL01.FXG,
3027,100_19_04_SKILL01.FXG,
3128,030_12_07_SKILL01.FXG,
3129,020_11_08_SKILL01.FXG,
3130,110_20_04_SKILL01.FXG,
3131,040_13_04_SKILL01.FXG,
3132,CBT_01.FXG,
3133,CBT_02.FXG,
3134,030_12_05_SKILL05.FXG,
3135,040_13_05_SKILL05.FXG,
3136,050_14_07_SKILL02.FXG,
3137,040_13_04_SKILL02.FXG,
3138,030_12_07_SKILL02.FXG,
3139,090_18_05_SKILL05.FXG,
3140,100_19_04_SKILL02.FXG,
3141,020_11_08_SKILL02.FXG,
3142,020_11_08_SKILL03.FXG,
3143,110_20_05_SKILL05.FXG,
3144,050_14_05_SKILL05.FXG,
3145,080_17_05_SKILL05.FXG,
3146,020_11_12_SKILL12.FXG,
3147,020_11_11_SKILL11.FXG,
3148,STATE_UP.FXG,
3149,STATE_DOWN.FXG,
3150,SKILL_GI.FXG,
3151,110_20_05_SKILL02.FXG,
3152,090_18_04_SKILL02.FXG,
3153,080_17_04_SKILL02.FXG,
3154,090_18_04_SKILL03.FXG,
3155,050_14_07_SKILL03.FXG,
3156,030_12_07_SKILL03.FXG,
3157,040_13_04_SKILL03.FXG,
3158,080_17_04_SKILL03.FXG,
3159,100_19_04_SKILL03.FXG,
3160,110_20_04_SKILL03.FXG,
3161,120_21_21_ELE_CASTING21.FXG,
3162,120_21_20_ELE_CASTING20.FXG,
3163,120_21_11_ELE_CASTING11.FXG,
3164,100_19_05_SKILL05.FXG,
5000,DMG.FXG,
5001,ELY_DROP.FXG,
5002,COMBO.FXG,
7000,120_21_09_ELE_CASTING09.FXG,
7001,120_21_13_ELE_CASTING13.FXG,
7002,120_21_03_ELE_CASTING03.FXG,
7003,120_21_13_ELE_CASTING13_01.FXG,
7004,120_21_07_ELE_CASTING07.FXG,
7005,120_21_04_ELE_CASTING04.FXG,
7006,120_21_10_ELE_CASTING10.FXG,
7008,120_21_10_ELE_CASTING10_EX.FXG,
7009,120_21_08_ELE_CASTING08.FXG,
7010,120_21_14_ELE_CASTING14.FXG,
7011,120_21_14_ELE_CASTING14_01.FXG,
7012,120_21_15_ELE_CASTIING15.FXG,
7013,120_21_16_ELE_CASTIING16.FXG,
8000,130_04_01_EMOTICON01.FXG,
8001,130_04_02_EMOTICON02.FXG,
8002,130_04_04_EMOTICON04.FXG,
8003,130_04_21_EMOTICON21.FXG,
8004,130_04_25_EMOTICON25.FXG,
8005,130_04_28_EMOTICON28.FXG,
8006,130_04_29_EMOTICON29.FXG,
8007,130_04_30_EMOTICON30.FXG,
8008,130_04_34_EMOTICON34.FXG,
8009,130_04_35_EMOTICON35.FXG,
8010,130_04_36_EMOTICON36.FXG,
9992,IRISBUF_01.FXG,
9993,IRISBUF_ST.FXG,
9994,Honor.FXG,
9995,GMSKILLM.FXG,
9996,GMSKILL.FXG,
7014,120_21_17_ELE_CASTING17.FXG,
2019,MON_100_01_MOVE.FXG,
2020,MON_100_01_SKILL.FXG,
2021,MON_100_01_ATTACK.FXG,
3165,130_12_01_ENCHANT.FXG,
538,130_12_01_ENCHANT_SUCCESS.FXG,
539,130_12_01_ENCHANT_FAIL.FXG,
8100,130_13_01.FXG,
8101,130_13_02.FXG,
8102,130_13_03.FXG,
540,EXP_GET.FXG,
2022,MON_001_76_SKILL.FXG,
2023,MON_001_64_SKILL01.FXG,
2024,MON_001_73_SKILL01.FXG,
2025,MON_001_67_01.FXG,
2026,MON_001_67_02.FXG,
2027,MON_001_67_03.FXG,
2028,MON_001_66_DEAD.FXG,
2029,MON_001_64_NET00.FXG,
2030,MON_001_64_NET01.FXG,
2031,MON_001_64_NET02.FXG,
5003,DMG_MISS_01.FXG,
5004,DMG_MISS_02.FXG,
3166,090_OVERWHELMING.FXG,
3167,050_COUNTER_ATTACK.FXG,
3168,050_COUNTER_GUARD.FXG,
3169,130_TIMING_GUARD_01.FXG,
3170,130_TIMING_GUARD_02.FXG,
2032,MON_001_68_debuff.FXG,
3171,200_10_01_ATTACKER_CONCENTRATION.FXG,
7015,120_21_22_ELE_CASTING22.FXG,
7016,120_21_23_ELE_CASTING23.FXG,
7017,120_21_24_ELE_CASTING24.FXG,
7018,120_21_25_ELE_CASTING25.FXG,
7019,120_21_26_ELE_CASTING26.FXG,
7020,120_21_27_ELE_CASTING27.FXG,
7021,120_21_28_ELE_CASTING28.FXG,
7022,120_21_29_ELE_CASTING29.FXG,
3172,200_10_01_ATTACKER_BERSERK.FXG,
3173,200_20_03_DEFENDER_PSHIELD.FXG,
3174,200_10_05_ATTACKER_OVERWHELM EYES.FXG,
3175,200_10_06_ATTACKER_THREAT EYES.FXG,
3176,200_20_02_DEFENDER_GUARDIMPACT.FXG,
3177,200_20_04_DEFENDER_MAGIC EVASION.FXG,
3178,200_20_04_DEFENDER_MAGIC EVASION_01.FXG,
3179,200_20_05_DEFENDER_ENCOURAGEMENT SHOUT.FXG,
3180,200_20_05_DEFENDER_ENCOURAGEMENT SHOUT_01.FXG,
3181,200_20_06_DEFENDER_BRAVE SHOUT.FXG,
3182,200_20_06_DEFENDER_BRAVE SHOUT_01.FXG,
3183,200_30_01_MAGICIAN_HP.FXG,
3184,200_30_02_MAGICIAN_SP.FXG,
3185,200_30_01_MAGICIAN_HP_01.FXG,
3186,200_30_02_MAGICIAN_SP_01.FXG,
3187,200_30_03_MAGICIAN_PURIFICATION.FXG,
3188,200_30_03_MAGICIAN_PURIFICATION_01.FXG,
3189,200_30_04_MAGICIAN_PROTECTION.FXG,
3190,200_30_05_MAGICIAN_MAGIC SP.FXG,
3191,200_30_06_MAGICIAN_SP TRANSFER.FXG,
3192,200_30_06_MAGICIAN_SP TRANSFER_01.FXG,
3193,200_40_06_INVESTIGATOR_ATTACK.FXG,
3194,200_40_07_INVESTIGATOR_UNLAWFUL.FXG,
7023,120_21_23_ELE_CASTING23_01.FXG,
7024,120_21_24_ELE_CASTING24_01.FXG,
7025,120_21_25_ELE_CASTING25_01.FXG,
7026,120_21_27_ELE_CASTING27_01.FXG,
7027,120_21_26_ELE_CASTING26_01.FXG,
7028,120_21_29_ELE_CASTING29_01.FXG,
7029,120_21_28_ELE_CASTING28_01.FXG,
3195,200_40_01_INVESTIGATOR_GOLDRUSH_01.FXG,
3196,200_40_05_INVESTIGATOR_EXIT.FXG,
3197,200_40_04_INVESTIGATOR_UNLOCK_01.FXG,
3198,200_40_02_INVESTIGATOR_LUCKY.FXG,
3199,200_40_02_INVESTIGATOR_LUCKY_01.FXG,
3200,200_20_07_DEFENDER_TARGET.FXG,
3201,200_20_07_DEFENDER_TARGET_01.FXG,
3202,200_20_07_DEFENDER_TARGET_02.FXG,
1010,STORE_01.FXG,
1011,STORE_02.FXG,
2033,MON_001_67_de.FXG,
547,MON_001_64_NET_PLAYER.FXG,
9988,IRISBUF_INSTANT.FXG,
2034,MON_010_HAMMER_S.FXG,
2035,MON_010_ATTACKLIGHT_S.FXG,
2036,Totem_Fire.FXG,
2037,TOTEM_WIND.FXG,
2038,TOTEM_WATER.FXG,
2039,TOTEM_EARTH.FXG,
2040,SPEAR__01.FXG,
2041,C_MAGIC.FXG,
2042,MON_010_87_SKILL01.FXG,
2043,MON_010_87_SKILL02.FXG,
2044,MON_010_87_SKILL03.FXG,
2045,MON_010_097_ATT.FXG,
2046,MON_010_097_STAND.FXG,
2047,MON_010_097_SKILL.FXG,
2048,BARBIES_SONG.FXG,
2049,BARBIES_SONG_LOOP.FXG,
2050,MON_010_097_BIND.FXG,
2051,MON_010_097_SKILLBIND.FXG,
2052,MON_010_095_ARROW.FXG,
8041,130_04_16_EMOTICON16.FXG,
3203,200_20_08_DEFENDER_ALLMOVE_T.FXG,
3204,200_20_09_DEFENDER_ALLATTACK_T.FXG,
3205,200_20_10_DEFENDER_ALLDEFENCE_T.FXG,
3206,200_20_08_DEFENDER_ALL.FXG,
3207,200_30_07_MAGICIAN_HOLY SPIRIT.FXG,
19000,2_002_02_STAND.FXG,
19001,2_002_02_WALK.FXG,
19002,2_002_02_ATTACK.FXG,
19003,2_002_02_BEATTACK.FXG,
19004,2_002_02_JUMP.FXG,
19005,2_002_02_DEAD.FXG,
2058,MON_CU.FXG,
2059,MON_CU2.FXG,
2060,AGA_SKILL01_CASTING.FXG,
2061,AGA_SKILL01_L01.FXG,
2062,AGA_SKILL02.FXG,
19006,AGA_SKILL03.FXG,
19010,AGA_SKILL04_CASTING.FXG,
19007,2_002_00_heart.FXG,
19008,2_002_07_heart.FXG,
19009,2_002_06_light.FXG,
2063,AGA_SKILL05.FXG,
2064,AGA_DEATH.FXG,
2065,AGA_SKILL01_L01_BEATK.FXG,
2067,AGA_lightening.FXG,
15000,020_11_14_SKILL14.FXG,
15001,020_11_15_SKILL15.FXG,
15002,120_21_32_ELE_CASTING32.FXG,
15003,120_21_33_ELE_CASTING33.FXG,
15004,120_21_34_ELE_CASTING34.FXG,
15005,120_21_35_ELE_CASTING35.FXG,
200,Font_Find_Who_01_Party.FXG,
201,Font_Find_Who_02_Lover.FXG,
202,Font_Find_Who_03_Friend.FXG,
300,Event_Fireworks01.FXG,
301,Event_Fireworks02.FXG,
400,BongChunSik_Attack01.FXG,
15006,030_12_06_SKILL06.FXG,
15007,030_12_08_SKILL08.FXG,
15008,040_13_06_SKILL06.FXG,
15009,050_14_08_SKILL08.FXG,
15010,050_14_06_SKILL06.FXG,
15011,080_17_06_SKILL06.FXG,
15012,090_18_06_SKILL06.FXG,
15013,090_18_07_SKILL07.FXG,
15014,100_19_06_SKILL06.FXG,
15015,100_19_07_SKILL07.FXG,
15016,110_20_06_SKILL06.FXG,
15017,110_20_07_SKILL07.FXG,
15018,020_11_13_SKILL13.FXG,
1500,2_600_09.FXG,
15019,040_13_07_SKILL07.FXG,
2068,DUST.FXG,
2069,CAP_SKILL04.FXG,
2070,CAP_SKILL03.FXG,
2071,MON_002_14_ATT_CANCEL.FXG,
2072,MON_002_15_ATT_CANCEL.FXG,
15020,080_17_07_SKILL07.FXG,
15021,DMG_001_01.FXG,
15022,DMG_001_02.FXG,
15023,DMG_002_01.FXG,
15024,DMG_002_02.FXG,
15025,DMG_003_01.FXG,
15026,DMG_003_02.FXG,
15027,MON_002_14_SKILL00.FXG,
15028,BOSS_001_03_WATERBOME.FXG,
1600,X-MAS.FXG,
15029,MON_NINJA_WHITE_MAGICBOOM.FXG,
15030,BOSS_001_03_INK.FXG,
15031,MON_002_16_SKILL00.FXG,
15032,BOSS_001_03_ATTDUST.FXG,
15033,BOSS_001_03_INK_TAGET.FXG,
15034,MON_NINJA_BLUE_BREATH.FXG,
15035,MON_NINJA_PURPLE_BREATH.FXG,
15036,MON_NINJA_RED_BREATH.FXG,
15037,MON_NINJA_BLACK_BREATH.FXG,
15038,PET_SKILL_ITEMGET.FXG,
15039,BOSS_001_03_BUFF1.FXG,
15040,MON_NINJA_DEAD.FXG,
15041,MON_NINJA_BLUE_SK5.FXG,
15042,NINJA_BLUE_SKILL01.FXG,
15043,BOSS_001_03_BUFF2.FXG,
15044,NINJA_BLACK_SKILL01.FXG,
15045,NINJA_PURPLE_SKILL05.FXG,
15046,NINJA_WHITE_SKILL05.FXG,
15047,NINJA_RED_SKILL01.FXG,
15048,NINJA_PURPLE_SKILL01.FXG,
15049,NINJA_PURPLE_ATTACK01.FXG,
15050,NINJA_PURPLE_SKILL03.FXG,
15051,NINJA_RED_SKILL05.FXG,
15052,NINJA_BLACK_SKILL05.FXG,
15053,NINJA_WHITE_SKILL01.FXG,
15054,NINJA_WHITE_SKILL02.FXG,
15055,NINJA_WHITE_SKILL03.FXG,
15056,NINJA_PURPLE_SKILL04.FXG,
15057,PET_SKILL_ITEMGET01.FXG,
15058,NINJA_ALLNIN_SKILL04.FXG,
15059,CAP_ATTACK00.FXG,
15060,mon_002_08_skill01.FXG,
15061,LOGIN_00.FXG,
15062,LOGIN_01.FXG,
15063,LOBBY_00.FXG,
15064,LOBBY_01.FXG,
15065,MON_T_01.FXG,
15066,MON_002_18_WALK.FXG,
15067,MON_002_18_SKILL00.FXG,
15068,PET_504_SKILL01.FXG,
15069,MON_J_01.FXG,
302,Event_Fireworks03.FXG,
303,Event_Fireworks04.FXG,
1012,STORE_03.FXG,
1013,STORE_04.FXG,
1014,STORE_05.FXG,
600,EVENT_SLOT_01.FXG,
601,EVENT_SLOT_02.FXG,
602,EVENT_SLOT_03.FXG,
603,EVENT_SLOT_04.FXG,
604,EVENT_SLOT_05.FXG,
605,EVENT_SLOT_06.FXG,
606,EVENT_SLOT_07.FXG,
607,EVENT_SLOT_08.FXG,
608,EVENT_SLOT_09.FXG,
609,EVENT_SLOT_10.FXG,
610,EVENT_SLOT_11.FXG,
611,EVENT_SLOT_12.FXG,
612,EVENT_SLOT_13.FXG,
613,EVENT_SLOT_14.FXG,
614,EVENT_SLOT_15.FXG,
615,EVENT_SLOT_16.FXG,
616,EVENT_SLOT_17.FXG,
617,EVENT_SLOT_18.FXG,
618,EVENT_SLOT_19.FXG,
619,EVENT_SLOT_20.FXG,
620,EVENT_SLOT_21.FXG,
621,EVENT_SLOT_22.FXG,
622,EVENT_SLOT_23.FXG,
623,EVENT_SLOT_24.FXG,
15070,MON_002_12.FXG,
15071,MON_002_29.FXG,
15072,MON_002_32.FXG,
15073,MON_002_32_SKILL01.FXG,
2500,[Event]_initial_01.FXG,
2501,[Event]_initial_02.FXG,
2502,[Event]_initial_03.FXG,
2503,[Event]_initial_04.FXG,
2504,[Event]_initial_05.FXG,
2505,[Event]_initial_06.FXG,
2506,[Event]_initial_07.FXG,
2507,[Event]_initial_08.FXG,
2508,[Event]_initial_09.FXG,
2509,[Event]_initial_10.FXG,
2510,[Event]_initial_11.FXG,
2511,[Event]_initial_12.FXG,
2512,[Event]_initial_13.FXG,
2513,[Event]_initial_14.FXG,
2514,[Event]_initial_15.FXG,
2515,[Event]_initial_16.FXG,
2516,[Event]_initial_17.FXG,
2517,[Event]_initial_18.FXG,
2518,[Event]_initial_19.FXG,
2519,[Event]_initial_20.FXG,
2520,[Event]_initial_21.FXG,
2521,[Event]_initial_22.FXG,
2522,[Event]_initial_23.FXG,
2523,[Event]_initial_24.FXG,
2524,[Event]_initial_25.FXG,
2525,[Event]_initial_26.FXG,
2526,[Event]_initial_27.FXG,
2527,[Event]_initial_28.FXG,
2528,[Event]_initial_29.FXG,
2529,[Event]_initial_30.FXG,
2530,[Event]_initial_31.FXG,
2531,[Event]_initial_32.FXG,
2532,[Event]_initial_33.FXG,
2533,[Event]_initial_34.FXG,
2534,[Event]_initial_35.FXG,
2535,[Event]_initial_36.FXG,
2536,[Event]_initial_37.FXG,
2537,[Event]_initial_38.FXG,
2538,[Event]_initial_39.FXG,
15074,MON_002_35_SKILL.FXG,
15075,MON_002_33_SKILL.FXG,
15076,MON_3_007_01_ICEDUST.FXG,
15077,MON_3_006_01.FXG,
15078,MON_002_34_GUN.FXG,
15079,MON_002_31_ATTACK.FXG,
2540,[Event]_initial_40.FXG,
2541,[Event]_initial_41.FXG,
2542,[Event]_initial_42.FXG,
2543,[Event]_initial_43.FXG,
2544,[Event]_initial_44.FXG,
2545,[Event]_initial_45.FXG,
2546,[Event]_initial_46.FXG,
2547,[Event]_initial_47.FXG,
2548,[Event]_initial_48.FXG,
2549,[Event]_initial_49.FXG,
2550,[Event]_initial_50.FXG,
2551,[Event]_initial_51.FXG,
2552,[Event]_initial_52.FXG,
2553,[Event]_initial_53.FXG,
2554,[Event]_initial_54.FXG,
2555,[Event]_initial_55.FXG,
2556,[Event]_initial_56.FXG,
2557,[Event]_initial_57.FXG,
2558,[Event]_initial_58.FXG,
2559,[Event]_initial_59.FXG,
2560,[Event]_initial_60.FXG,
2561,[Event]_initial_61.FXG,
2562,[Event]_initial_62.FXG,
2563,[Event]_initial_63.FXG,
2564,[Event]_initial_64.FXG,
2565,[Event]_initial_65.FXG,
2566,[Event]_initial_66.FXG,
2567,[Event]_initial_67.FXG,
2568,[Event]_initial_68.FXG,
2569,[Event]_initial_69.FXG,
2570,[Event]_initial_70.FXG,
2571,[Event]_initial_71.FXG,
2572,[Event]_initial_72.FXG,
2573,[Event]_initial_73.FXG,
2574,[Event]_initial_74.FXG,
2575,[Event]_initial_75.FXG,
2576,[Event]_initial_76.FXG,
2577,[Event]_initial_77.FXG,
2578,[Event]_initial_78.FXG,
2579,[Event]_initial_79.FXG,
15080,MON_002_35_PLAYER.FXG,
15081,MON_3_007_01_ICESPEAR.FXG,
15082,BUF_COUNT30.FXG,
15083,BUF_COUNT60.FXG,
15084,MON_3_007_01_ICE.FXG,
15085,MON_003_08_01_ATTACK.FXG,
15086,MON_003_08_01_SKILL01.FXG,
15087,MON_003_08_01_SKILL02.FXG,
15088,MON_003_08_01_SKILL03.FXG,
15089,MON_3_015_ATTACK.FXG,
15090,MON_3_015_DEATH.FXG,
15091,MON_3_014_DEAD.FXG,
15092,MON_2_047_DEAD.FXG,
15093,MON_002_46_BOOM.FXG,
15094,MON_002_40_ATTACK.FXG,
15095,MON_3_011_01_001.FXG,
15096,MON_3_016_01_001.FXG,
15097,MON_3_021_01_001.FXG,
15098,MON_2_047_SKILL1.FXG,
15099,MON_2_047_SKILL2.FXG,
15100,130_16_01_dot_attack.FXG,
15101,MON_3_022_SKILL1_01.FXG,
15102,MON_002_44.FXG,
15103,TEST_SCREEN.FXG,
15104,MON_3_019_DUST.FXG,
15105,[Event]Gambling_bg01.FXG,
15106,[Event]Gambling_bg02.FXG,
15107,[Event]Gambling_bg03.FXG,
15108,[Event]Gambling_bg04.FXG,
15109,[Event]Gambling_bg05.FXG,
15110,[Event]Gambling_num01.FXG,
15111,[Event]Gambling_num02.FXG,
15112,[Event]Gambling_num03.FXG,
15113,[Event]Gambling_num04.FXG,
15114,[Event]Gambling_num05.FXG,
15115,[Event]Gambling_num06.FXG,
15116,[Event]Gambling_num07.FXG,
15117,[Event]Gambling_num08.FXG,
15118,[Event]Gambling_num09.FXG,
15119,[Event]Gambling_num10.FXG,
15120,MON_DOT_damage.FXG,
15121,[ITEM]candy_weapon.FXG,
15122,130_17_01_DRILL.FXG,
15123,Map_Portal.FXG,
15124,TRAP_FIREWALL00.FXG,
15125,TRAP_POISONWALL.FXG,
15126,MON_3_009_01_SKILL01.FXG,
15127,MON_3_009_01_SKILL02.FXG,
15128,MON_3_009_01_SKILL03.FXG,
15129,MON_3_009_01_ATTACK.FXG,
15130,TRAP_FIREWALL01.FXG,
15131,MON_003_026_01.FXG,
15132,130_04_45_EMOTICON45.FXG,
15133,MON_002_36_SKILL1.FXG,
15134,MON_002_36_SKILL2.FXG,
15135,MON_002_36_SKILL3.FXG,
203,Font_Find_Who_04_WantGuild.FXG,
204,Font_Find_Who_05_GuildMember.FXG,
205,Font_Find_Who_06_Chat.FXG,
15136,RED_dragon_skill04.FXG,
15137,RED_dragon_skill05.FXG,
15138,RED_dragon_skill02.FXG,
15139,MON_002_30_SKILL1.FXG,
15140,MON_003_025_SKILL1.FXG,
15141,MON_003_025_SKILL2.FXG,
15142,MON_003_025_SKILL3.FXG,
15143,MON_002_25_SKILL1.FXG,
15144,MON_3_028_skill03.FXG,
15145,MON_002_25_SKILL3.FXG,
15146,MON_002_25_SKILL4.FXG,
15147,EMOTICON_saliva.FXG,
15148,MON_3_028_skill02.FXG,
15149,RED_dragon_dead.FXG,
15150,MON_3_028_skill04.FXG,
15151,MON_3_028_dead.FXG,
15152,RED_dragon_skill03.FXG,
5015,DMG_REF.FXG,
15154,MON_3_028_skill05.FXG,
15155,[Event]Gamble_Emo_01_01.FXG,
15156,[Event]Gamble_Emo_01_02.FXG,
15157,[Event]Gamble_Emo_02_01.FXG,
15158,[Event]Gamble_Emo_02_02.FXG,
15159,[Event]Gamble_Emo_03_01.FXG,
15160,[Event]Gamble_Emo_03_02.FXG,
15161,MON_2_700_37_dead.FXG,
15162,[Event]Gamble_Emo_01_03.FXG,
15163,[Event]Gamble_Emo_02_03.FXG,
15164,[Event]Gamble_Emo_03_03.FXG,
15165,Map_Portal01.FXG,
900,Map_Portal02.FXG,
3650,Fashion_4_Soul_01.FXG,
3651,Fashion_4_Soul_02.FXG,
3652,Fashion_4_Soul_03.FXG,
3653,Fashion_4_Soul_04.FXG,
15166,130_04_65_EMOTICON65.FXG,
5005,COMBO000_00.FXG,
5006,COMBO000_01.FXG,
5007,COMBO001_00.FXG,
5008,COMBO002_00.FXG,
5009,COMBO002_01.FXG,
5010,COMBO002_02.FXG,
5011,COMBO002_03.FXG,
5012,COMBO002_04.FXG,
5013,COMBO002_05.FXG,
5014,COMBO000_02.FXG,
3654,Fashion_Ghost_Soul_01.FXG,
15167,G_TEST00.FXG,
15168,MON_002_58_ATTACK.FXG,
1100,PET_513_Particle.FXG,
15169,GUILD_FX_01.FXG,
15170,DUNGCAP.FXG,
15171,3_040_01_Dead.FXG,
15172,3_040_01_Attack1.FXG,
15173,3_040_01_Attack2.FXG,
15174,3_040_01_Attack3.FXG,
15175,3_040_01_Attack4.FXG,
15176,3_039_01_Attack01.FXG,
