ID,_ItemID,_ItemName,_Icon,_IconIndex,_ItemRare,_ItemCount,_Ely,_Description,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_RequireItem1,_Count1,_RequireItem2,_Count2,_ReueireEly,_ErrMessage,_RequirePpt,_Reputation_Type,_Reputation_Level,_Reputationpt,_Challengept
10050201,170120635,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,3,0,0,0,需要[SS5硬幣] X 3,0,0,0,0,0
10060201,170120636,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,3,0,0,0,需要[SS5硬幣] X 3,0,0,0,0,0
10070201,170120637,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,3,0,0,0,需要[SS5硬幣] X 3,0,0,0,0,0
10080201,170120638,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,3,0,0,0,需要[SS5硬幣] X 3,0,0,0,0,0
10090201,170120639,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,3,0,0,0,需要[SS5硬幣] X 3,0,0,0,0,0
10100201,170120640,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,3,0,0,0,需要[SS5硬幣] X 3,0,0,0,0,0
10110201,170120641,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,3,0,0,0,需要[SS5硬幣] X 3,0,0,0,0,0
10120201,170120642,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,3,0,0,0,需要[SS5硬幣] X 3,0,0,0,0,0
10130201,170120643,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,3,0,0,0,需要[SS5硬幣] X 3,0,0,0,0,0
10140201,170120644,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,3,0,0,0,需要[SS5硬幣] X 3,0,0,0,0,0
10150201,170120645,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,3,0,0,0,需要[SS5硬幣] X 3,0,0,0,0,0
10160201,170120646,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,3,0,0,0,需要[SS5硬幣] X 3,0,0,0,0,0
10010301,170120661,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,2,0,0,0,需要[SS5硬幣] X 2,0,0,0,0,0
10020301,170120662,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,2,0,0,0,需要[SS5硬幣] X 2,0,0,0,0,0
10030301,170120663,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,2,0,0,0,需要[SS5硬幣] X 2,0,0,0,0,0
10040301,170120664,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,2,0,0,0,需要[SS5硬幣] X 2,0,0,0,0,0
10050301,170120665,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,2,0,0,0,需要[SS5硬幣] X 2,0,0,0,0,0
10060301,170120666,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,2,0,0,0,需要[SS5硬幣] X 2,0,0,0,0,0
10070301,170120667,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,2,0,0,0,需要[SS5硬幣] X 2,0,0,0,0,0
10080301,170120668,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,2,0,0,0,需要[SS5硬幣] X 2,0,0,0,0,0
10090301,170120669,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,2,0,0,0,需要[SS5硬幣] X 2,0,0,0,0,0
10100301,170120670,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,2,0,0,0,需要[SS5硬幣] X 2,0,0,0,0,0
10110301,170120671,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,2,0,0,0,需要[SS5硬幣] X 2,0,0,0,0,0
10120301,170120672,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,2,0,0,0,需要[SS5硬幣] X 2,0,0,0,0,0
10130301,170120673,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,2,0,0,0,需要[SS5硬幣] X 2,0,0,0,0,0
10140301,170120674,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,2,0,0,0,需要[SS5硬幣] X 2,0,0,0,0,0
10150301,170120675,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,2,0,0,0,需要[SS5硬幣] X 2,0,0,0,0,0
10160301,170120676,,0,0,1,1,0,,0,0,0,0,0,0,0,0,190171319,2,0,0,0,需要[SS5硬幣] X 2,0,0,0,0,0
20010101,190171319,,0,0,1,5,0,,0,0,0,0,0,0,0,0,170120601,1,0,0,0,需要[絕路技術書(100%)],0,0,0,0,0
20020101,190171319,,0,0,1,5,0,,0,0,0,0,0,0,0,0,170120602,1,0,0,0,需要[百花撩亂技術書(100%)],0,0,0,0,0
20030101,190171319,,0,0,1,5,0,,0,0,0,0,0,0,0,0,170120603,1,0,0,0,需要[偏執狂技術書(100%)],0,0,0,0,0
20040101,190171319,,0,0,1,5,0,,0,0,0,0,0,0,0,0,170120604,1,0,0,0,需要[結界之擊技術書(100%)],0,0,0,0,0
20050101,190171319,,0,0,1,5,0,,0,0,0,0,0,0,0,0,170120605,1,0,0,0,需要[天堂地獄技術書(100%)],0,0,0,0,0
20060101,190171319,,0,0,1,5,0,,0,0,0,0,0,0,0,0,170120606,1,0,0,0,需要[幻夜馬郎拳技術書(100%)],0,0,0,0,0
20070101,190171319,,0,0,1,5,0,,0,0,0,0,0,0,0,0,170120607,1,0,0,0,需要[四面進擊技術書(100%)],0,0,0,0,0
20080101,190171319,,0,0,1,5,0,,0,0,0,0,0,0,0,0,170120608,1,0,0,0,需要[冰矢漫舞技術書(100%)],0,0,0,0,0
20090101,190171319,,0,0,1,5,0,,0,0,0,0,0,0,0,0,170120609,1,0,0,0,需要[火焰先鋒技術書(100%)],0,0,0,0,0
20100101,190171319,,0,0,1,5,0,,0,0,0,0,0,0,0,0,170120610,1,0,0,0,需要[颶風強襲技術書(100%)],0,0,0,0,0
20110101,190171319,,0,0,1,5,0,,0,0,0,0,0,0,0,0,170120611,1,0,0,0,需要[波音調號技術書(100%)],0,0,0,0,0
20120101,190171319,,0,0,1,5,0,,0,0,0,0,0,0,0,0,170120612,1,0,0,0,需要[狂歡狂怒技術書(100%)],0,0,0,0,0
20130101,190171319,,0,0,1,5,0,,0,0,0,0,0,0,0,0,170120613,1,0,0,0,需要[彗星亂雷技術書(100%)],0,0,0,0,0
20140101,190171319,,0,0,1,5,0,,0,0,0,0,0,0,0,0,170120614,1,0,0,0,需要[光線疾風技術書(100%)],0,0,0,0,0
20150101,190171319,,0,0,1,5,0,,0,0,0,0,0,0,0,0,170120615,1,0,0,0,需要[幻影光炮技術書(100%)],0,0,0,0,0
20160101,190171319,,0,0,1,5,0,,0,0,0,0,0,0,0,0,170120616,1,0,0,0,需要[衛星喚擊技術書(100%)],0,0,0,0,0
20010201,190171319,,0,0,1,3,0,,0,0,0,0,0,0,0,0,170120631,1,0,0,0,需要[絕路技能技術書(50%)],0,0,0,0,0
20020201,190171319,,0,0,1,3,0,,0,0,0,0,0,0,0,0,170120632,1,0,0,0,需要[百花撩亂技術書(50%)],0,0,0,0,0
20030201,190171319,,0,0,1,3,0,,0,0,0,0,0,0,0,0,170120633,1,0,0,0,需要[偏執狂技術書(50%)],0,0,0,0,0
20040201,190171319,,0,0,1,3,0,,0,0,0,0,0,0,0,0,170120634,1,0,0,0,需要[崇高之境技術書(50%)],0,0,0,0,0
20050201,190171319,,0,0,1,3,0,,0,0,0,0,0,0,0,0,170120635,1,0,0,0,需要[天堂地獄技術書(50%)],0,0,0,0,0
20060201,190171319,,0,0,1,3,0,,0,0,0,0,0,0,0,0,170120636,1,0,0,0,需要[幻夜馬郎拳技術書(50%)],0,0,0,0,0
20070201,190171319,,0,0,1,3,0,,0,0,0,0,0,0,0,0,170120637,1,0,0,0,需要[四面進擊技術書(50%)],0,0,0,0,0
20080201,190171319,,0,0,1,3,0,,0,0,0,0,0,0,0,0,170120638,1,0,0,0,需要[冰矢漫舞技術書(50%)],0,0,0,0,0
20090201,190171319,,0,0,1,3,0,,0,0,0,0,0,0,0,0,170120639,1,0,0,0,需要[火焰先鋒技術書(50%)],0,0,0,0,0
20100201,190171319,,0,0,1,3,0,,0,0,0,0,0,0,0,0,170120640,1,0,0,0,需要[颶風強襲技術書(50%)],0,0,0,0,0
20110201,190171319,,0,0,1,3,0,,0,0,0,0,0,0,0,0,170120641,1,0,0,0,需要[波音調號技術書(50%)],0,0,0,0,0
20120201,190171319,,0,0,1,3,0,,0,0,0,0,0,0,0,0,170120642,1,0,0,0,需要[狂歡狂怒技術書(50%)],0,0,0,0,0
20130201,190171319,,0,0,1,3,0,,0,0,0,0,0,0,0,0,170120643,1,0,0,0,需要[彗星亂雷技術書(50%)],0,0,0,0,0
20140201,190171319,,0,0,1,3,0,,0,0,0,0,0,0,0,0,170120644,1,0,0,0,需要[光線疾風技術書(50%)],0,0,0,0,0
20150201,190171319,,0,0,1,3,0,,0,0,0,0,0,0,0,0,170120645,1,0,0,0,需要[幽靈行動技術書(50%)],0,0,0,0,0
20160201,190171319,,0,0,1,3,0,,0,0,0,0,0,0,0,0,170120646,1,0,0,0,需要[衛星喚擊技術書(50%)],0,0,0,0,0
20010301,190171319,,0,0,1,2,0,,0,0,0,0,0,0,0,0,170120661,1,0,0,0,需要[絕路技能技術書(30%)],0,0,0,0,0
20020301,190171319,,0,0,1,2,0,,0,0,0,0,0,0,0,0,170120662,1,0,0,0,需要[百花撩亂技術書(30%)],0,0,0,0,0
20030301,190171319,,0,0,1,2,0,,0,0,0,0,0,0,0,0,170120663,1,0,0,0,需要[偏執狂技術書(30%)],0,0,0,0,0
20040301,190171319,,0,0,1,2,0,,0,0,0,0,0,0,0,0,170120664,1,0,0,0,需要[結界之擊技術書(30%)],0,0,0,0,0
20050301,190171319,,0,0,1,2,0,,0,0,0,0,0,0,0,0,170120665,1,0,0,0,需要[天堂地獄技術書(30%)],0,0,0,0,0
20060301,190171319,,0,0,1,2,0,,0,0,0,0,0,0,0,0,170120666,1,0,0,0,需要[幻夜馬郎拳技術書(30%)],0,0,0,0,0
20070301,190171319,,0,0,1,2,0,,0,0,0,0,0,0,0,0,170120667,1,0,0,0,需要[四面進擊技術書(30%)],0,0,0,0,0
20080301,190171319,,0,0,1,2,0,,0,0,0,0,0,0,0,0,170120668,1,0,0,0,需要[冰矢漫舞技術書(30%)],0,0,0,0,0
20090301,190171319,,0,0,1,2,0,,0,0,0,0,0,0,0,0,170120669,1,0,0,0,需要[火焰先鋒技術書(30%)],0,0,0,0,0
20100301,190171319,,0,0,1,2,0,,0,0,0,0,0,0,0,0,170120670,1,0,0,0,需要[颶風強襲技術書(30%)],0,0,0,0,0
20110301,190171319,,0,0,1,2,0,,0,0,0,0,0,0,0,0,170120671,1,0,0,0,需要[波音調號技術書(30%)],0,0,0,0,0
20120301,190171319,,0,0,1,2,0,,0,0,0,0,0,0,0,0,170120672,1,0,0,0,需要[狂歡狂怒技術書(30%)],0,0,0,0,0
20130301,190171319,,0,0,1,2,0,,0,0,0,0,0,0,0,0,170120673,1,0,0,0,需要[彗星亂雷技術書(30%)],0,0,0,0,0
20140301,190171319,,0,0,1,2,0,,0,0,0,0,0,0,0,0,170120674,1,0,0,0,需要[光線疾風技術書(30%)],0,0,0,0,0
20150301,190171319,,0,0,1,2,0,,0,0,0,0,0,0,0,0,170120675,1,0,0,0,需要[幻影光炮技術書(30%)],0,0,0,0,0
20160301,190171319,,0,0,1,2,0,,0,0,0,0,0,0,0,0,170120676,1,0,0,0,需要[衛星喚擊技術書(30%)],0,0,0,0,0
30010201,700100222,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100220,1,190172501,1,0,"需要[淘氣龍] , [寵物能力覺醒劑]",0,0,0,0,0
30010202,700100223,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100221,1,190172501,1,0,"需要[小淘氣龍] , [寵物能力覺醒劑]",0,0,0,0,0
30010301,700100322,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100320,1,190172501,1,0,"需要[笨笨龍] , [寵物能力覺醒劑]",0,0,0,0,0
30010302,700100323,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100321,1,190172501,1,0,"需要[小笨笨龍] , [寵物能力覺醒劑]",0,0,0,0,0
30010401,700100422,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100420,1,190172501,1,0,"需要[雪球熊] , [寵物能力覺醒劑]",0,0,0,0,0
30010402,700100423,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100421,1,190172501,1,0,"需要[小雪球熊] , [寵物能力覺醒劑]",0,0,0,0,0
30010501,700100522,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100520,1,190172501,1,0,"需要[黃金豬] , [寵物能力覺醒劑]",0,0,0,0,0
30010502,700100523,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100521,1,190172501,1,0,"需要[小黃金豬] , [寵物能力覺醒劑]",0,0,0,0,0
30010601,700100622,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100620,1,190172501,1,0,"需要[卷毛犬] , [寵物能力覺醒劑]",0,0,0,0,0
30010602,700100623,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100621,1,190172501,1,0,"需要[小卷毛犬] , [寵物能力覺醒劑]",0,0,0,0,0
30010701,700100722,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100720,1,190172501,1,0,"需要[藍貓貓] , [寵物能力覺醒劑]",0,0,0,0,0
30010702,700100723,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100721,1,190172501,1,0,"需要[小藍貓貓] , [寵物能力覺醒劑]",0,0,0,0,0
30010801,700100822,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100820,1,190172501,1,0,"需要[鸚鵡] , [寵物能力覺醒劑]",0,0,0,0,0
30010802,700100823,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100821,1,190172501,1,0,"需要[小鸚鵡] , [寵物能力覺醒劑]",0,0,0,0,0
30010901,700100922,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100920,1,190172501,1,0,"需要[鵜鶘] , [寵物能力覺醒劑]",0,0,0,0,0
30010902,700100923,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100921,1,190172501,1,0,"需要[小鵜鶘] , [寵物能力覺醒劑]",0,0,0,0,0
30011101,700101122,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700101120,1,190172501,1,0,"需要[熊貓] , [寵物能力覺醒劑]",0,0,0,0,0
30011102,700101123,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700101121,1,190172501,1,0,"需要[小熊貓] , [寵物能力覺醒劑]",0,0,0,0,0
30011001,700101022,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700101020,1,190172501,1,0,"需要[企鵝] , [寵物能力覺醒劑]",0,0,0,0,0
30011002,700101023,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700101021,1,190172501,1,0,"需要[小企鵝] , [寵物能力覺醒劑]",0,0,0,0,0
30011201,700101222,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700101220,1,190172501,1,0,"需要[羞羞兔] , [寵物能力覺醒劑]",0,0,0,0,0
30011202,700101223,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700101221,1,190172501,1,0,"需要[小羞羞兔] , [寵物能力覺醒劑]",0,0,0,0,0
30011501,700101522,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700101520,1,190172501,1,0,"需要[雪鹿] , [寵物能力覺醒劑]",0,0,0,0,0
30011502,700101523,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700101521,1,190172501,1,0,"需要[小雪鹿] , [寵物能力覺醒劑]",0,0,0,0,0
30011701,700101722,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700101720,1,190172501,1,0,"需要[灰鼠] , [寵物能力覺醒劑]",0,0,0,0,0
30011702,700101723,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700101721,1,190172501,1,0,"需要[小灰鼠] , [寵物能力覺醒劑]",0,0,0,0,0
30011801,700101822,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700101820,1,190172501,1,0,"需要[冰女] , [寵物能力覺醒劑]",0,0,0,0,0
30011802,700101823,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700101821,1,190172501,1,0,"需要[小冰女] , [寵物能力覺醒劑]",0,0,0,0,0
30011901,700101922,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700101920,1,190172501,1,0,"需要[耶比妹妹] , [寵物能力覺醒劑]",0,0,0,0,0
30011902,700101923,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700101921,1,190172501,1,0,"需要[小耶比妹妹] , [寵物能力覺醒劑]",0,0,0,0,0
30012101,700102122,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700102120,1,190172501,1,0,"需要[甜美天使] , [寵物能力覺醒劑]",0,0,0,0,0
30012102,700102123,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700102121,1,190172501,1,0,"需要[小甜美天使] , [寵物能力覺醒劑]",0,0,0,0,0
30012201,700102222,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700102220,1,190172501,1,0,"需要[黑色惡魔] , [寵物能力覺醒劑]",0,0,0,0,0
30012202,700102223,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700102221,1,190172501,1,0,"需要[小黑色惡魔] , [寵物能力覺醒劑]",0,0,0,0,0
30012401,700102422,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700102420,1,190172501,1,0,"需要[九尾狐] , [寵物能力覺醒劑]",0,0,0,0,0
30012402,700102423,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700102421,1,190172501,1,0,"需要[小九尾狐] , [寵物能力覺醒劑]",0,0,0,0,0
30012501,700102522,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700102520,1,190172501,1,0,"需要[舞扇忍者] , [寵物能力覺醒劑]",0,0,0,0,0
30012502,700102523,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700102521,1,190172501,1,0,"需要[小舞扇忍者] , [寵物能力覺醒劑]",0,0,0,0,0
30012301,700102322,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700102320,1,190172501,1,0,"需要[胖熊貓] , [寵物能力覺醒劑]",0,0,0,0,0
30012302,700102323,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700102321,1,190172501,1,0,"需要[小胖熊貓] , [寵物能力覺醒劑]",0,0,0,0,0
30012701,700102722,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700102720,1,190172501,1,0,"需要[布朗妮] , [寵物能力覺醒劑]",0,0,0,0,0
30012702,700102723,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700102721,1,190172501,1,0,"需要[小布朗妮] , [寵物能力覺醒劑]",0,0,0,0,0
30012801,700102822,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700102820,1,190172501,1,0,"需要[執事] , [寵物能力覺醒劑]",0,0,0,0,0
30012802,700102823,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700102821,1,190172501,1,0,"需要[小執事] , [寵物能力覺醒劑]",0,0,0,0,0
30012901,700102924,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700102920,1,190172501,1,0,"需要[女僕] , [寵物能力覺醒劑]",0,0,0,0,0
30012902,700102925,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700102921,1,190172501,1,0,"需要[小女僕] , [寵物能力覺醒劑]",0,0,0,0,0
30013001,700103024,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700103020,1,190172501,1,0,"需要[白虎] , [寵物能力覺醒劑]",0,0,0,0,0
30013002,700103025,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700103021,1,190172501,1,0,"需要[小白虎] , [寵物能力覺醒劑]",0,0,0,0,0
30013101,700103124,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700103120,1,190172501,1,0,"需要[狸貓] , [寵物能力覺醒劑]",0,0,0,0,0
30013102,700103125,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700103121,1,190172501,1,0,"需要[小狸貓] , [寵物能力覺醒劑]",0,0,0,0,0
30013301,700103324,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700103320,1,190172501,1,0,"需要[鬼火] , [寵物能力覺醒劑]",0,0,0,0,0
30013302,700103325,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700103321,1,190172501,1,0,"需要[小鬼火] , [寵物能力覺醒劑]",0,0,0,0,0
30013501,700103524,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700103520,1,190172501,1,0,"需要[骷髏] , [寵物能力覺醒劑]",0,0,0,0,0
30013502,700103525,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700103521,1,190172501,1,0,"需要[小骷髏] , [寵物能力覺醒劑]",0,0,0,0,0
30013601,700103624,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700103620,1,190172501,1,0,"需要[哈士奇] , [寵物能力覺醒劑]",0,0,0,0,0
30013602,700103625,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700103621,1,190172501,1,0,"需要[小哈士奇] , [寵物能力覺醒劑]",0,0,0,0,0
30013701,700103724,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700103720,1,190172501,1,0,"需要[鐵金剛] , [寵物能力覺醒劑]",0,0,0,0,0
30013702,700103725,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700103721,1,190172501,1,0,"需要[小鐵金剛] , [寵物能力覺醒劑]",0,0,0,0,0
30013801,700103824,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700103820,1,190172501,1,0,"需要[幸運龍] , [寵物能力覺醒劑]",0,0,0,0,0
30013802,700103825,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700103821,1,190172501,1,0,"需要[小幸運龍] , [寵物能力覺醒劑]",0,0,0,0,0
30020201,700100224,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100220,1,190172501,1,0,"需要[淘氣龍] , [寵物能力覺醒劑]",0,0,0,0,0
30020202,700100225,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100221,1,190172501,1,0,"需要[小淘氣龍] , [寵物能力覺醒劑]",0,0,0,0,0
30020301,700100324,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100320,1,190172501,1,0,"需要[笨笨龍] , [寵物能力覺醒劑]",0,0,0,0,0
30020302,700100325,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100321,1,190172501,1,0,"需要[小笨笨龍] , [寵物能力覺醒劑]",0,0,0,0,0
30020401,700100424,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100420,1,190172501,1,0,"需要[雪球熊] , [寵物能力覺醒劑]",0,0,0,0,0
30020402,700100425,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100421,1,190172501,1,0,"需要[小雪球熊] , [寵物能力覺醒劑]",0,0,0,0,0
30020501,700100524,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100520,1,190172501,1,0,"需要[黃金豬] , [寵物能力覺醒劑]",0,0,0,0,0
30020502,700100525,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100521,1,190172501,1,0,"需要[小黃金豬] , [寵物能力覺醒劑]",0,0,0,0,0
30020601,700100624,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100620,1,190172501,1,0,"需要[卷毛犬] , [寵物能力覺醒劑]",0,0,0,0,0
30020602,700100625,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100621,1,190172501,1,0,"需要[小卷毛犬] , [寵物能力覺醒劑]",0,0,0,0,0
30020701,700100724,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100720,1,190172501,1,0,"需要[藍貓貓] , [寵物能力覺醒劑]",0,0,0,0,0
30020702,700100725,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700100721,1,190172501,1,0,"需要[小藍貓貓] , [寵物能力覺醒劑]",0,0,0,0,0
30021101,700101124,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700101120,1,190172501,1,0,"需要[熊貓] , [寵物能力覺醒劑]",0,0,0,0,0
30021102,700101125,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700101121,1,190172501,1,0,"需要[小熊貓] , [寵物能力覺醒劑]",0,0,0,0,0
30021001,700101024,,0,0,5,1,0,,0,0,0,0,0,0,0,0,700101020,1,190172501,1,0,"需要[企鵝] , [寵物能力覺醒劑]",0,0,0,0,0
