ID,_FxUnit,_FXID,_Description
100451,380_05_SKILL_02_BODY_03.FXM,100451,
100452,380_05_SKILL_02_BODY_04.FXM,100452,
100453,380_05_SKILL_02_effect01.FXM,100453,
100454,380_05_SKILL_02_Wepon01.FXM,100454,
100455,380_05_SKILL_02_Wepon02.FXM,100455,
100456,,0,
100457,,0,
100458,380_05_SKILL_02_effect02.FXM,100458,
100459,380_05_SKILL_02_effect03.FXM,100459,
100460,380_05_SKILL_02_effect04.FXM,100460,
100461,380_05_SKILL_02_effect05.FXM,100461,
100462,380_05_SKILL_02_effect06.FXM,100462,
100463,380_05_SKILL_02_effect07.FXM,100463,
100464,380_05_SKILL_02_effect08.FXM,100464,
100465,380_05_SKILL_02_effect09.FXM,100465,
100466,380_05_SKILL_02_effect10.FXM,100466,
100467,380_05_SKILL_02_effect11.FXM,100467,
100468,380_05_SKILL_02_effect12.FXM,100468,
100469,380_05_SKILL_02_effect13.FXM,100469,
100470,380_05_SKILL_02_effect14.FXM,100470,
100471,380_05_SKILL_02_smoke01.FXM,100471,
100472,380_05_SKILL_02_smoke02.FXM,100472,
100473,380_05_SKILL_02_smoke03.FXM,100473,
100474,380_05_SKILL_02_smoke04.FXM,100474,
100475,380_05_SKILL_02_smoke05.FXM,100475,
100476,380_05_SKILL_02_smoke06.FXM,100476,
100477,380_05_SKILL_02_smoke07.FXM,100477,
100478,380_05_SKILL_02_smoke08.FXM,100478,
100479,380_05_SKILL_02_smoke09.FXM,100479,
100480,380_05_SKILL_02_effect15.FXM,100480,
100481,380_05_SKILL_02_effect16.FXM,100481,
100482,SKILL_NAME_104.FXM,100482,
100483,SKILL_NAME_105.FXM,100483,
100484,SKILL_NAME_106.FXM,100484,
100485,SKILL_NAME_107.FXM,100485,
100486,380_05_SKILL_06_00.FXM,100486,
100487,380_05_SKILL_06_01.FXM,100487,
100488,380_05_SKILL_06_02.FXM,100488,
100489,380_05_SKILL_06_03.FXM,100489,
100490,380_05_SKILL_06_04.FXM,100490,
100491,380_05_SKILL_06_05.FXM,100491,
100492,380_05_SKILL_06_06.FXM,100492,
100493,380_05_SKILL_06_07.FXM,100493,
100494,380_05_SKILL_06_08.FXM,100494,
100495,380_05_SKILL_06_09.FXM,100495,
100496,380_05_SKILL_06_10.FXM,100496,
100497,380_05_SKILL_06_11.FXM,100497,
100498,380_05_SKILL_06_12.FXM,100498,
100499,380_05_SKILL_06_13.FXM,100499,
100500,380_05_SKILL_06_14.FXM,100500,
100501,380_05_SKILL_06_15.FXM,100501,
100502,380_05_SKILL_06_16.FXM,100502,
100503,380_05_SKILL_06_17.FXM,100503,
100504,380_05_SKILL_06_18.FXM,100504,
100505,380_05_SKILL_06_19.FXM,100505,
100506,380_05_SKILL_06_20.FXM,100506,
100507,380_05_SKILL_06_21.FXM,100507,
100508,380_05_SKILL_06_22.FXM,100508,
100509,380_05_SKILL_06_23.FXM,100509,
100510,380_05_SKILL_06_24.FXM,100510,
100511,380_05_SKILL_06_25.FXM,100511,
100512,380_05_SKILL_06_26.FXM,100512,
100513,380_05_SKILL_06_27.FXM,100513,
100514,380_05_SKILL_06_28.FXM,100514,
100515,380_05_SKILL_06_29.FXM,100515,
100516,380_05_SKILL_06_30.FXM,100516,
100517,380_05_SKILL_06_31.FXM,100517,
100518,380_05_SKILL_06_32.FXM,100518,
100519,380_05_SKILL_06_33.FXM,100519,
100520,380_05_SKILL_06_34.FXM,100520,
100521,,0,
100522,480_08_SKILL_01_00.FXM,100522,
100523,480_08_SKILL_01_01.FXM,100523,
100524,480_08_SKILL_01_02.FXM,100524,
100525,480_08_SKILL_01_03.FXM,100525,
100526,480_08_SKILL_01_04.FXM,100526,
100527,480_08_SKILL_01_05.FXM,100527,
100528,480_08_SKILL_01_06.FXM,100528,
100529,480_08_SKILL_01_07.FXM,100529,
100530,480_08_SKILL_01_08.FXM,100530,
100531,480_08_SKILL_01_09.FXM,100531,
100532,480_08_SKILL_01_10.FXM,100532,
100533,,0,
100534,,0,
100535,,0,
100536,,0,
100537,,0,
100538,,0,
100539,,0,
100540,,0,
100541,,0,
100542,,0,
100543,,0,
100544,,0,
100545,,0,
100546,,0,
100547,,0,
100548,,0,
100549,,0,
100550,,0,
100551,,0,
100552,,0,
100553,,0,
100554,,0,
100555,,0,
100556,,0,
100557,,0,
100558,,0,
100559,,0,
100560,,0,
100561,,0,
100562,,0,
100563,,0,
100564,,0,
100565,,0,
100566,,0,
100567,,0,
100568,,0,
100569,,0,
100570,,0,
100571,,0,
100572,,0,
100573,,0,
100574,,0,
100575,,0,
100576,,0,
100577,,0,
100578,,0,
100579,,0,
100580,,0,
100581,,0,
100582,,0,
100583,,0,
100584,,0,
100585,,0,
100586,,0,
100587,,0,
100588,,0,
100589,,0,
100590,,0,
100591,,0,
100592,,0,
100593,,0,
100594,,0,
100595,,0,
100596,,0,
100597,,0,
100598,,0,
100599,,0,
100600,,0,
100601,,0,
100602,,0,
100603,,0,
100604,,0,
100605,,0,
100606,,0,
100607,,0,
100608,,0,
100609,,0,
100610,,0,
100611,,0,
100612,,0,
100613,,0,
100614,,0,
100615,,0,
100616,,0,
100617,,0,
100618,,0,
100619,,0,
100620,,0,
100621,,0,
100622,,0,
100623,,0,
100624,,0,
100625,,0,
100626,,0,
100627,,0,
100628,,0,
100629,,0,
100630,,0,
100631,,0,
100632,,0,
100633,,0,
100634,,0,
100635,,0,
100636,,0,
100637,,0,
100638,,0,
100639,,0,
100640,,0,
100641,,0,
100642,,0,
100643,,0,
100644,,0,
100645,,0,
100646,,0,
100647,,0,
100648,,0,
100649,,0,
100650,,0,
100651,,0,
100652,,0,
100653,,0,
100654,,0,
100655,,0,
100656,,0,
100657,,0,
100658,,0,
100659,,0,
100660,,0,
100661,,0,
100662,,0,
100663,,0,
100664,,0,
100665,,0,
100666,,0,
100667,,0,
100668,,0,
100669,,0,
100670,,0,
100671,,0,
100672,,0,
100673,,0,
100674,,0,
100675,,0,
100676,,0,
100677,,0,
100678,,0,
100679,,0,
100680,,0,
100681,,0,
100682,,0,
100683,,0,
100684,,0,
100685,,0,
100686,,0,
100687,,0,
100688,,0,
100689,,0,
100690,,0,
100691,,0,
100692,,0,
100693,,0,
100694,,0,
100695,,0,
100696,,0,
100697,,0,
100698,,0,
100699,,0,
100700,,0,
100701,,0,
100702,,0,
100703,,0,
100704,,0,
100705,,0,
100706,,0,
100707,,0,
100708,,0,
100709,,0,
100710,,0,
100711,,0,
100712,,0,
100713,,0,
100714,,0,
100715,,0,
100716,,0,
100717,,0,
100718,,0,
100719,,0,
100720,,0,
100721,,0,
100722,,0,
100723,,0,
100724,,0,
100725,,0,
100726,,0,
100727,,0,
100728,,0,
100729,,0,
100730,,0,
100731,,0,
100732,,0,
100733,,0,
100734,,0,
100735,,0,
100736,,0,
100737,,0,
100738,,0,
100739,,0,
100740,,0,
100741,,0,
100742,,0,
100743,,0,
100744,,0,
100745,,0,
100746,,0,
100747,,0,
100748,,0,
100749,,0,
100750,,0,
100751,,0,
100752,,0,
100753,,0,
100754,,0,
100755,,0,
100756,,0,
100757,,0,
100758,,0,
100759,,0,
100760,,0,
100761,,0,
100762,,0,
100763,,0,
100764,,0,
100765,,0,
100766,,0,
100767,,0,
100768,,0,
100769,,0,
100770,,0,
100771,,0,
100772,,0,
100773,,0,
100774,,0,
100775,,0,
100776,,0,
100777,,0,
100778,,0,
100779,,0,
100780,,0,
100781,,0,
100782,,0,
100783,,0,
100784,,0,
100785,,0,
100786,,0,
100787,,0,
100788,,0,
100789,,0,
100790,,0,
100791,,0,
100792,,0,
100793,,0,
100794,,0,
100795,,0,
100796,,0,
100797,,0,
100798,,0,
100799,,0,
100800,,0,
100801,,0,
100802,,0,
100803,,0,
100804,,0,
100805,,0,
100806,,0,
100807,,0,
100808,,0,
100809,,0,
100810,,0,
100811,,0,
100812,,0,
100813,,0,
100814,,0,
100815,,0,
100816,,0,
100817,,0,
100818,,0,
100819,,0,
100820,,0,
100821,,0,
100822,,0,
100823,,0,
100824,,0,
100825,,0,
100826,,0,
100827,,0,
100828,,0,
100829,,0,
100830,,0,
100831,,0,
100832,,0,
100833,,0,
100834,,0,
100835,,0,
100836,,0,
100837,,0,
100838,,0,
100839,,0,
100840,,0,
100841,,0,
100842,,0,
100843,,0,
100844,,0,
100845,,0,
100846,,0,
100847,,0,
100848,,0,
100849,,0,
100850,,0,
100851,,0,
100852,,0,
100853,,0,
100854,,0,
100855,,0,
100856,,0,
100857,,0,
100858,,0,
100859,,0,
100860,,0,
100861,,0,
100862,,0,
100863,,0,
100864,,0,
100865,,0,
100866,,0,
100867,,0,
100868,,0,
100869,,0,
100870,,0,
100871,,0,
100872,,0,
100873,,0,
100874,,0,
100875,,0,
100876,,0,
100877,,0,
100878,,0,
100879,,0,
100880,,0,
100881,,0,
100882,,0,
100883,,0,
100884,,0,
100885,,0,
100886,,0,
100887,,0,
100888,,0,
100889,,0,
100890,,0,
100891,,0,
100892,,0,
100893,,0,
100894,,0,
100895,,0,
100896,,0,
100897,,0,
100898,,0,
100899,,0,
100900,,0,
100901,,0,
100902,,0,
100903,,0,
100904,,0,
100905,,0,
100906,,0,
100907,,0,
100908,,0,
100909,,0,
100910,,0,
100911,,0,
100912,,0,
100913,,0,
100914,,0,
100915,,0,
100916,,0,
100917,,0,
100918,,0,
100919,,0,
100920,,0,
100921,,0,
100922,,0,
100923,,0,
100924,,0,
100925,,0,
100926,,0,
100927,,0,
100928,,0,
100929,,0,
100930,,0,
100931,,0,
100932,,0,
100933,,0,
100934,,0,
100935,,0,
100936,,0,
100937,,0,
100938,,0,
100939,,0,
100940,,0,
100941,,0,
100942,,0,
100943,,0,
100944,,0,
100945,,0,
100946,,0,
100947,,0,
100948,,0,
100949,,0,
100950,,0,
100951,,0,
100952,,0,
100953,,0,
100954,,0,
100955,,0,
100956,,0,
100957,,0,
100958,,0,
100959,,0,
100960,,0,
100961,,0,
100962,,0,
100963,,0,
100964,,0,
100965,,0,
100966,,0,
100967,,0,
100968,,0,
100969,,0,
100970,,0,
100971,,0,
100972,,0,
100973,,0,
100974,,0,
100975,,0,
100976,,0,
100977,,0,
100978,,0,
100979,,0,
100980,,0,
100981,,0,
100982,,0,
100983,,0,
100984,,0,
100985,,0,
100986,,0,
100987,,0,
100988,,0,
100989,,0,
100990,,0,
100991,,0,
100992,,0,
100993,,0,
100994,,0,
100995,,0,
100996,,0,
100997,,0,
100998,,0,
100999,,0,
105000,160_01_CABLE_MOVE_01.FXM,105000,
105001,160_01_CABLE_MOVE_02.FXM,105001,
105002,160_01_CABLE_MOVE_03.FXM,105002,
105003,160_01_CABLE_MOVE_04.FXM,105003,
105004,160_01_CABLE_MOVE_05.FXM,105004,
105005,160_01_CABLE_MOVE_06.FXM,105005,
105006,160_01_CABLE_STOP_01.FXM,105006,
105007,160_01_CABLE_STOP_02.FXM,105007,
105008,160_01_CABLE_STOP_03.FXM,105008,
105009,160_01_CABLE_STOP_04.FXM,105009,
105010,160_01_CABLE_STOP_05.FXM,105010,
105011,160_01_CABLE_STOP_06.FXM,105011,
105012,160_01_JUMP_FALL_01.FXM,105012,
105013,160_01_JUMP_FALL_02.FXM,105013,
105014,160_01_JUMP_FALL_03.FXM,105014,
105015,160_01_JUMP_FALL_04.FXM,105015,
105016,160_01_JUMP_FALL_05.FXM,105016,
105017,160_01_JUMP_FALL_06.FXM,105017,
105018,160_01_JUMP_LAND_01.FXM,105018,
105019,160_01_JUMP_LAND_02.FXM,105019,
105020,160_01_JUMP_LAND_03.FXM,105020,
105021,160_01_JUMP_LAND_04.FXM,105021,
105022,160_01_JUMP_LAND_05.FXM,105022,
105023,160_01_JUMP_LAND_06.FXM,105023,
105024,160_01_JUMP_UP_01.FXM,105024,
105025,160_01_JUMP_UP_02.FXM,105025,
105026,160_01_JUMP_UP_03.FXM,105026,
105027,160_01_JUMP_UP_04.FXM,105027,
105028,160_01_JUMP_UP_05.FXM,105028,
105029,160_01_JUMP_UP_06.FXM,105029,
105030,160_01_LADDER_MOVE_DOWN_01.FXM,105030,
105031,160_01_LADDER_MOVE_DOWN_02.FXM,105031,
105032,160_01_LADDER_MOVE_DOWN_03.FXM,105032,
105033,160_01_LADDER_MOVE_DOWN_04.FXM,105033,
105034,160_01_LADDER_MOVE_DOWN_05.FXM,105034,
105035,160_01_LADDER_MOVE_DOWN_06.FXM,105035,
105036,160_01_LADDER_MOVE_STOP_01.FXM,105036,
105037,160_01_LADDER_MOVE_STOP_02.FXM,105037,
105038,160_01_LADDER_MOVE_STOP_03.FXM,105038,
105039,160_01_LADDER_MOVE_STOP_04.FXM,105039,
105040,160_01_LADDER_MOVE_STOP_05.FXM,105040,
105041,160_01_LADDER_MOVE_STOP_06.FXM,105041,
105042,160_01_LADDER_MOVE_UP_01.FXM,105042,
105043,160_01_LADDER_MOVE_UP_02.FXM,105043,
105044,160_01_LADDER_MOVE_UP_03.FXM,105044,
105045,160_01_LADDER_MOVE_UP_04.FXM,105045,
105046,160_01_LADDER_MOVE_UP_05.FXM,105046,
105047,160_01_LADDER_MOVE_UP_06.FXM,105047,
105048,160_01_MOVE_01.FXM,105048,
105049,160_01_MOVE_02.FXM,105049,
105050,160_01_MOVE_03.FXM,105050,
105051,160_01_MOVE_04.FXM,105051,
105052,160_01_MOVE_05.FXM,105052,
105053,160_01_MOVE_06.FXM,105053,
105054,160_01_ROPE_MOVE_DOWN_01.FXM,105054,
105055,160_01_ROPE_MOVE_DOWN_02.FXM,105055,
105056,160_01_ROPE_MOVE_DOWN_03.FXM,105056,
105057,160_01_ROPE_MOVE_DOWN_04.FXM,105057,
105058,160_01_ROPE_MOVE_DOWN_05.FXM,105058,
105059,160_01_ROPE_MOVE_DOWN_06.FXM,105059,
105060,160_01_ROPE_MOVE_STOP_01.FXM,105060,
105061,160_01_ROPE_MOVE_STOP_02.FXM,105061,
105062,160_01_ROPE_MOVE_STOP_03.FXM,105062,
105063,160_01_ROPE_MOVE_STOP_04.FXM,105063,
105064,160_01_ROPE_MOVE_STOP_05.FXM,105064,
105065,160_01_ROPE_MOVE_STOP_06.FXM,105065,
105066,160_01_ROPE_MOVE_UP_01.FXM,105066,
105067,160_01_ROPE_MOVE_UP_02.FXM,105067,
105068,160_01_ROPE_MOVE_UP_03.FXM,105068,
105069,160_01_ROPE_MOVE_UP_04.FXM,105069,
105070,160_01_ROPE_MOVE_UP_05.FXM,105070,
105071,160_01_ROPE_MOVE_UP_06.FXM,105071,
105072,160_01_RUN_01.FXM,105072,
105073,160_01_RUN_02.FXM,105073,
105074,160_01_RUN_03.FXM,105074,
105075,160_01_RUN_04.FXM,105075,
105076,160_01_RUN_05.FXM,105076,
105077,160_01_RUN_06.FXM,105077,
105078,,0,
105079,,0,
105080,,0,
105081,,0,
105082,,0,
105083,,0,
105084,160_01_STAND_01.FXM,105084,
105085,160_01_STAND_02.FXM,105085,
105086,160_01_STAND_03.FXM,105086,
105087,160_01_STAND_04.FXM,105087,
105088,160_01_STAND_05.FXM,105088,
105089,160_01_STAND_06.FXM,105089,
105090,160_03_CRITICAL_DAMAGE_01.FXM,105090,
105091,160_03_CRITICAL_DAMAGE_02.FXM,105091,
105092,160_03_CRITICAL_DAMAGE_03.FXM,105092,
105093,160_03_CRITICAL_DAMAGE_04.FXM,105093,
105094,160_03_CRITICAL_DAMAGE_05.FXM,105094,
105095,160_03_CRITICAL_DAMAGE_06.FXM,105095,
105096,160_03_DAMAGE_01.FXM,105096,
105097,160_03_DAMAGE_02.FXM,105097,
105098,160_03_DAMAGE_03.FXM,105098,
105099,160_03_DAMAGE_04.FXM,105099,
105100,160_03_DAMAGE_05.FXM,105100,
105101,160_03_DAMAGE_06.FXM,105101,
105102,,0,
105103,,0,
105104,,0,
105105,,0,
105106,,0,
105107,,0,
105108,,0,
105109,,0,
105110,,0,
105111,,0,
105112,,0,
105113,,0,
105114,,0,
105115,,0,
105116,,0,
105117,,0,
105118,,0,
105119,,0,
105120,,0,
105121,,0,
105122,,0,
105123,,0,
105124,,0,
105125,,0,
105126,,0,
105127,,0,
105128,,0,
105129,,0,
105130,,0,
105131,,0,
105132,,0,
105133,,0,
105134,,0,
105135,,0,
105136,,0,
105137,,0,
105138,,0,
105139,,0,
105140,,0,
105141,,0,
105142,,0,
105143,,0,
105144,,0,
105145,,0,
105146,,0,
105147,,0,
105148,,0,
105149,,0,
105150,,0,
105151,,0,
105152,,0,
105153,,0,
105154,,0,
105155,,0,
105156,,0,
105157,,0,
105158,,0,
105159,,0,
105160,,0,
105161,,0,
105162,,0,
105163,,0,
105164,,0,
105165,,0,
105166,,0,
105167,,0,
105168,,0,
105169,,0,
105170,,0,
105171,,0,
105172,,0,
105173,,0,
105174,,0,
105175,,0,
105176,,0,
105177,,0,
105178,,0,
105179,,0,
105180,,0,
105181,,0,
105182,,0,
105183,,0,
105184,,0,
105185,,0,
105186,,0,
105187,,0,
105188,,0,
105189,,0,
105190,,0,
105191,,0,
105192,,0,
105193,,0,
105194,,0,
105195,,0,
105196,,0,
105197,,0,
105198,,0,
105199,,0,
105200,,0,
105201,,0,
105202,,0,
105203,,0,
105204,,0,
105205,,0,
105206,,0,
105207,,0,
105208,,0,
105209,,0,
105210,,0,
105211,,0,
105212,,0,
105213,,0,
105214,,0,
105215,,0,
105216,,0,
105217,,0,
105218,,0,
105219,,0,
105220,,0,
105221,,0,
105222,,0,
105223,,0,
105224,,0,
105225,,0,
105226,,0,
105227,,0,
105228,,0,
105229,,0,
105230,,0,
105231,,0,
105232,,0,
105233,,0,
105234,,0,
105235,,0,
105236,,0,
105237,,0,
105238,,0,
105239,,0,
105240,,0,
105241,,0,
105242,,0,
105243,,0,
105244,,0,
105245,,0,
105246,,0,
105247,,0,
105248,,0,
105249,,0,
105250,,0,
105251,,0,
105252,,0,
105253,,0,
105254,,0,
105255,,0,
105256,,0,
105257,,0,
105258,,0,
105259,,0,
105260,,0,
105261,,0,
105262,,0,
105263,,0,
105264,,0,
105265,,0,
105266,,0,
105267,,0,
105268,,0,
105269,,0,
105270,,0,
105271,,0,
105272,,0,
105273,,0,
105274,,0,
105275,,0,
105276,,0,
105277,,0,
105278,,0,
105279,,0,
105280,,0,
105281,,0,
105282,,0,
105283,,0,
105284,,0,
105285,,0,
105286,,0,
105287,,0,
105288,,0,
105289,,0,
105290,,0,
105291,,0,
105292,,0,
105293,,0,
105294,,0,
105295,,0,
105296,,0,
105297,,0,
105298,,0,
105299,,0,
105300,,0,
105301,,0,
105302,,0,
105303,,0,
105304,,0,
105305,,0,
105306,,0,
105307,,0,
105308,,0,
105309,,0,
105310,,0,
105311,,0,
105312,,0,
105313,,0,
105314,,0,
105315,,0,
105316,,0,
105317,,0,
105318,,0,
105319,,0,
105320,,0,
105321,,0,
105322,,0,
105323,,0,
105324,,0,
105325,,0,
105326,,0,
105327,,0,
105328,,0,
105329,,0,
105330,,0,
105331,,0,
105332,,0,
105333,,0,
105334,,0,
105335,,0,
105336,,0,
105337,,0,
105338,,0,
105339,,0,
105340,,0,
105341,,0,
105342,,0,
105343,,0,
105344,,0,
105345,,0,
105346,,0,
105347,,0,
