ID,_Test1,_Test2,_Name,_Description,_CutIn_Check
805359633,???,??,刻印,可透過刻印石賦予角色能力值\n\n※※共用伺服器,0
805359635,???,??,倉庫,可開啟保管物品的倉庫背包\nTip:可透過點擊滑鼠右鍵輕鬆保管及尋找物品\n※基本快捷鍵:F5,0
806236205,???,?? ?,覺醒,可使角色覺醒。,0
806236207,???,?? ?,覺醒,可確認角色覺醒相關資訊。,0
805359619,???,??,角色等級,可以確認角色擁有的道具。,0
805359621,???,?????,職業圖示,可以確認角色的基本狀態和能力值。,0
805359622,???,?????,職業,可以確認角色的技能。,0
805359623,???,??? ??,角色名稱,可以確認任務相關的資訊。,0
805359657,???,XP ???,經驗值計量條,以百分比標示角色目前等級到下個等級所需經驗值的計量條,0
805367839,?? ??,??,狀態,可確認角色的能力值、裝備道具及稱號\n[基本快捷鍵:T],0
805367840,?? ??,???,道具,可依分類確認角色持有的道具\n[基本快捷鍵:I],0
805367841,?? ??,??? ??,道具強化,可強化道具並提升角色的能力值,0
805367842,?? ??,??,技能,可確認角色技能\n[基本快捷鍵:K],0
805367843,?? ??,??,倉庫,可開啟保管道具倉庫\n[基本快捷鍵:F5]\n\n※※可透過點擊滑鼠右鍵輕鬆保管及尋找物品,0
805367844,?? ??,????,寵物,可確認寵物資訊\n[基本快捷鍵:L],0
805367845,?? ??,???,召喚獸,可確認召喚獸資訊及使用召喚獸,0
805367846,?? ??,?? ???,副職業,可獲得及轉換副職業\n\n※※轉換條件※※\nLv.140以上\n2/3轉職業、副職業\n在村莊地區呈現武器解除狀態,0
805367851,?? ??,?? ?? ??,吃星星的樹,可透過吃星星的樹獲得上線獎勵\n[基本快捷鍵:F12],0
805367852,?? ??,??,刻印,可確認讓角色能力值上升的刻印資訊,0
805367853,?? ??,???,裝扮,可確認傷害字型外觀和地墊外觀的資訊,0
805367854,?? ??,???,金幣商店,可前往付費的金幣商店,0
805367855,?? ??,???,格鬥場,可使用格鬥場內容\n(新賽季準備中)\n\n※※使用條件※※\n3轉職業\n副職業,0
805367856,?? ??,? ??,符文,可確認讓角色能力值上升的符文資訊\n\n※※使用條件※※\nLv.200以上\n3轉職業\n副職業,0
805367857,?? ??,??,超越,可依超越等級的上升獲得超越技能\n達成超越時開放\n\n※※共用伺服器,0
805367863,?? ??,???,任務,可確認劇情及一般任務資訊\n[基本快捷鍵:Q],0
805367864,?? ??,??,圖鑑,可確認怪物圖鑑、道具圖鑑及收集稱號資訊,0
805367865,?? ??,??,成就,可確認成就資訊\n[基本快捷鍵:F9],0
805367866,?? ??,??,聲望,可確認各種聲望資訊,0
805367867,?? ??,??,組合,可確認結合各種道具後生成新道具的組合資訊[基本快捷鍵:F10]\n\n※達成Lv.10後可使用,0
805367868,?? ??,?? ??,組隊配對,有助於輕鬆組成隊伍\n[基本快捷鍵:] ],0
805367869,?? ??,????,記憶,可透過英雄們的記憶獲得各種能力值\n\n※達成Lv.230後可使用,0
805367875,?? ??,??? ?,導覽手冊,可確認有助於遊戲進行的資訊\n[基本快捷鍵:H],0
805367876,?? ??,???,世界地圖,可開啟世界地圖\n[基本快捷鍵:W],0
805367877,?? ??,???,詳細地圖,可開啟詳細地圖\n[基本快捷鍵:M],0
805367878,?? ??,?????,傳送點,可確認儲存的返回石碑和石塔資訊\n[基本快捷鍵:Y],0
805367879,?? ??,?? ??,副本資訊,可確認副本資訊及調整副本難易度\n\n※完成新手教學後可使用,0
805367887,?? ??,??,組隊,可確認組隊資訊\n[基本快捷鍵:P],0
805367888,?? ??,??,好友,可確認好友及封鎖列表\n[基本快捷鍵:B],0
805367889,?? ??,??,情侶,可確認情侶資訊\n[基本快捷鍵:J],0
805367890,?? ??,??,公會,可確認公會資訊\n[基本快捷鍵:,0
805367893,?? ??,???,活動,可確認進行中的活動資訊\n[基本快捷鍵:F8],0
805367894,?? ??,???,禮物箱,可確認及領取禮包道具,0
805367829,?? ??,??,屬性,可設定及確認屬性\n[基本快捷鍵:,0
805367830,?? ??,??? ??,設定快捷鍵,可設定及確認快捷鍵,0
805367831,?? ??,? ?? ???,視窗位置初始化,可讓變更過位置的UI回到基本設定,0
805335048,????,?????,道具強化(U),可提升道具能力值\n可延長道具期限,0
805335049,????,?????,道具分解,可分解道具並獲得材料道具,0
805335079,????,?????,道具覺醒,可於強化至最高階段的裝備上追加覺醒屬性\n\n※達成Lv.235後可使用,0
805335046,????,??,持有彩虹幣,角色持有的彩虹幣總額,0
805585025,????,??? ??,強化,可升級為高階道具,0
805585026,????,??? ??,鑲嵌,可賦予道具追加屬性,0
805585027,????,??? ??,降低等級,降低道具的套用等級限制\nLv.201以上的道具無法使用,0
805585028,????,??? ??,期限延長,可延長期間制道具的期限,0
805347449,???,????,稱號收藏夾,最多可設定5個,0
805347450,???,???,稱號名稱,可確認角色持有的稱號名稱,0
805347451,???,??? ?? ??,設定稱號效果,選擇欲在角色身上套用效果的稱號,0
805347452,???,??? ?? ??,設定稱號標示,選擇欲標示於角色外型的稱號,0
805347829,???,??/?? ?? ??,頭飾,,0
805347830,???,??/?? ?? ??,眼鏡,,0
805347831,???,??/?? ?? ??,耳環,,0
805347832,???,??/?? ?? ??,上衣,,0
805347833,???,??/?? ?? ??,下衣,,0
805347834,???,??/?? ?? ??,披風,,0
805347835,???,??/?? ?? ??,手套,,0
805347836,???,??/?? ?? ??,鞋子,,0
805347837,???,??/?? ?? ??,襪子,,0
805347838,???,??/?? ?? ??,臉部裝飾,,0
805347839,???,??/?? ?? ??,魔法石,,0
805347840,???,??/?? ?? ??,戒指,,0
805347841,???,?? ?? ??,武器1,,0
805347842,???,?? ?? ??,武器1,,0
805347843,???,?? ?? ??,武器2,,0
805347844,???,?? ?? ??,武器2,,0
805347845,???,??/?? ?? ??,綴飾,,0
805347846,???,??/?? ?? ??,圖騰,,0
805347847,???,??/?? ?? ??,遺物,,0
805347879,???,?? ?? ??,鏡子,,0
805347880,???,?? ?? ??,項鍊,,0
805347881,???,?? ?? ??,指南針,,0
805347882,???,?? ?? ??,教本,,0
805347883,???,?? ?? ??,卡片,,0
805347884,???,?? ?? ??,鑰匙,,0
805347885,???,?? ?? ??,徽章1,,0
805347886,???,?? ?? ??,徽章2,,0
805347887,???,?? ?? ??,徽章3,,0
805347888,???,?? ?? ??,徽章4,,0
805347889,???,?? ?? ??,徽章5,,0
805347890,???,?? ?? ??,徽章6,,0
805347891,???,?? ?? ??,貼紙,,0
805347892,???,?? ?? ??,腰帶,,0
805347893,???,?? ?? ??,胸針,,0
805347929,???,??? ??,紅色1,,0
805347930,???,??? ??,紅色2,,0
805347931,???,??? ??,紅色3,,0
805347932,???,??? ??,紅色4,紅色寶石1~3全部裝備之後才會啟動,0
805347933,???,??? ??,黃色1,,0
805347934,???,??? ??,黃色2,,0
805347935,???,??? ??,黃色3,,0
805347936,???,??? ??,黃色4,黃色寶石1~3全部裝備之後才會啟動,0
805347937,???,??? ??,藍色1,,0
805347938,???,??? ??,藍色2,,0
805347939,???,??? ??,藍色3,,0
805347940,???,??? ??,藍色4,藍色寶石1~3全部裝備之後才會啟動,0
805347941,???,??? ??,大師,紅色、黃色、藍色寶石全部裝備之後才會啟動,0
805355599,???,,道具權限,設定該組隊的道具獲得方式,0
805355721,???,,變更隊長,變更該組隊的隊長\n擔任隊長的角色才能使用,0
805355732,???,,寵物學習限制,只能獲得比設定道具稀有度高的道具,0
805404707,??,?? ??,時尚倉庫,可保管所有時尚裝備,0
805597202,?????,?????,我的傳點,可直接儲存位置,0
805597198,?????,????,立即前往儲存的村莊,立即前往最近儲存的村莊,0
805597199,?????,????,立即前往儲存的石塔,立即前往最近儲存的石塔,0
805597307,?????,?????,儲存位置,將現在位置儲存於我的傳點,0
805597366,?????,?????,剩餘期限,剩餘可使用傳送點的時間,0
805597369,?????,????,傳送點期限延長,點擊按鈕可延長傳送點期限,0
805605401,?????,??,選擇外型,標示角色旁邊選擇的寵物外型,0
805605570,?????,??,能力,可透過點擊寵物持有的道具啟動撿取道具和自動使用藥水,0
805606576,?????,???,被動能力值,自動套用持有寵物的各類型最高被動能力值,0
805605655,?????,???,潛力,可賦予裝備在寵物視窗上的寵物特別能力值,0
805605656,?????,????,外型變更,部分寵物可變更外型,0
805638148,???,?? ??,公會徽章,標示自身公會的徽章,0
805638187,???,?? ??,公會名稱,標示自身公會的名稱,0
805638282,???,?? ??,公會人數,標示公會最多人數和目前人數,0
805638189,???,?? ??,公會種類,標示自身公會的種類,0
805638280,???,?? ??,公會等級,標示自身公會的等級和效果,0
805638160,???,?? ??,顯示離線公會成員,標示自身公會的離線成員,0
805638159,???,?? ??,逐出公會,可逐出自身公會的成員\n\n※只有擔任(副)公會長的角色可以使用,0
805638162,???,?? ??,公會標語,可變更自身公會的標語\n\n※只有擔任(副)公會長的角色可以使用,0
805638245,???,?? ??,委任權限,將公會長權限委任給其中一名副公會長\n\n※只有擔任公會長的角色可以使用,0
805638291,???,?? ??,進入公會房間,點擊可進入公會房間\n\n※只能在村莊內使用,0
805638624,???,?? ??,儲存鍵,儲存已變更的公會技能資訊,0
805638625,???,?? ??,取消鍵,取消已變更的公會技能資訊,0
805638626,???,?? ??,初始化鍵,儲存的公會技能初始化。但是，初始化需要很多彩虹幣!!!!!,0
805716119,???,???,搜尋道具,可搜尋組合道具,0
805716003,???,???,組合產物,透過組合可獲得的產物。\n產物失敗時，有一定的機率可獲得其他道具,0
805716028,???,???,組合次數,可設定希望組合的次數,0
805716310,???,???,組合等候時間,為執行下一次組合的等候時間,0
805838862,???,????_?? ??,等級搜尋,可搜尋欲尋找的道具等級範圍,1
805838866,???,????_?? ?? ??,可使用等級,將道具依可裝備的等級區分後顯示,1
805838868,???,????_??? ?? ??,道具品質搜尋,將道具依品質區分後顯示,1
805838871,???,????_?? ??,名稱搜尋,可輸入用欲尋找的道具名稱進行搜尋,1
805838929,???,????,搜尋,可搜尋登錄於拍賣場的道具,1
805838930,???,????,競標狀況,可確認在拍賣場競標的道具現況,1
805838931,???,????,拍賣,可於拍賣場登錄道具,1
805838932,???,????,裝備,可開啟狀態視窗,1
805838933,???,?????,道具,可開啟道具視窗,1
805838936,???,??,持有金幣,帳號內持有的金幣總額,1
805838939,???,??,持有彩虹幣,角色持有的彩虹幣總額,1
805990409,?? ?? ??,?? ?? ??,星星計量條,為了讓樹木成長而決定星星數量的計量條，星星數量越多，成長的幅度越大,1
805990413,?? ?? ??,?? ?? ??,星星計量條補充時間,到填滿星星計量條之前所需要的時間(3分鐘1個),1
805990414,?? ?? ??,?? ?? ??,樹木成長次數,為了讓樹木成長而使用星星的次數，每天4點30分初始化。,1
805990607,?? ?? ??,?? ?? ??,累積成長值,吃星星的樹的累積成長值,1
805541934,???&???,???,放大/縮小,放大或縮小地圖,0
805541927,???&???,???,固定我的位置,可設定及解除我的位置固定功能,0
805541916,???&???,???,詳細地圖,可確認詳細地圖,0
805541917,???&???,???,世界地圖,可確認世界地圖,0
822096134,???,?? ??,交往天數,顯示交往天數，每天增加1天,0
822096135,???,?? ??,愛情狀態,根據愛情指數標示愛情狀態，隨著愛情指數增加會擁有不同的愛情狀態,0
822096136,???,?? ??,現在愛情指數,和伴侶組隊後，狩獵怪物時將獲得數值並在使用結婚相關技能時消耗,0
822096137,???,?? ??,最大愛情指數,情侶一天當中在相同時間上線時增加(1天增加1次),0
822095911,???,???? ?? ??,求婚,求婚計量條達100%後可求婚。情侶一天當中在相同時間上線時將增加(1天1次),0
805765157,???,?? ??? ??,技能頁面轉換,轉換頁面後，一定時間內無法變更\n\n※無法於活動地圖和副本中進行轉換,0
805527689,???,? ?? ?????,本月消費紅利,可依購買金額獲得不同階段的獎勵，每月1號初始化,0
806002697,???,? ?? ?????,首次購買,首次購買金幣道具時發放的禮物(每個帳號1次),0
805529053,???,??,裝備,可確認目前配戴中的裝備,0
805531756,???,??? ????,扭蛋箱子消費紅利,購買扭蛋或機率中獎箱子商品時獲得點數,0
805527569,???,????,限定販售,只有在特定期間販售的商品,0
805529042,???,?? ????,購買背包,可確認及取消購買的道具,0
805351429,????,???,主要劇情,※共用帳號,0
805351430,????,???,輔助劇情,※共用帳號,0
805351431,????,???,一般任務,,0
805351441,????,??? ???,任務通知視窗,可開啟及關閉任務通知視窗,0
805351640,????,??? ??,再次查看NPC對話,可再次查看該任務的NPC對話,0
805351728,????,??? ??,執行地區,可確認該任務的執行地區,0
805507284,???,????,自動使用不屈的精神,設定為死亡時自動使用不屈的精神,0
805507285,???,????,道具比較視窗標示,和目前裝備的道具資訊一同顯示道具提示說明,0
805507286,???,????,標示冷卻時間,標示道具和技能的冷卻時間,0
805507290,???,????,通知任務進行狀況,於畫面中央上方標示任務的進行狀況,0
805507291,???,????,自動登錄任務通知,自動將新接收的任務登錄於通知\n\n※只有在任務通知區塊有空間時才會登錄新任務,0
805507292,???,????,任務標示範圍,設定可接收的任務範圍\n\n※設定範圍須在重新開啟詳細地圖後才會更新,0
806125576,????,??? ??,轉換頁面,可變更記憶儲存空間的按鍵\n\n※頁面轉換後30秒內無法再次變更,0
806125703,????,?? ??,兌換英雄破片,"使用所有英雄點數後隨機獲得英雄破片\n\n※最多可累積的點數:1,000,000",0
806101023,??? ?,?? ?? ??? ?? ??,超人升級,獲得清單上登錄的所有超人後，可提升超人等級,0
806102222,??? ?,?? ???,超人點數,"最多可獲得100,000點",0
806101996,??? ?,?? ??,超人任務,每天半夜12點自動重置,0
806064130,?????(?????),?????,卡片匣,點擊時將開啟卡片匣。,0
806170634,??? ??(?????),?? ?? ?? ?? ??? ?? ???,取消使用不朽,取消使用不朽。\n持有復活精髓時在原地復活\n未持有復活精髓時在村莊&石塔復活,0
805359634,????,????,戰鬥通行證,可確認戰鬥通行證相關進行內容,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
0,,,,,0
