ID,_Description,_ItemID1,_ItemProbability1,_ItemID2,_ItemProbability2,_ItemID3,_ItemProbability3,_ItemID4,_ItemProbability4,_ItemID5,_ItemProbability5,_ItemID6,_ItemProbability6,_ItemID7,_ItemProbability7,_ItemID8,_ItemProbability8
810000136,?? ??? ??,190101702,900000,190101704,900000,190101705,500000,190142230,1000000,0,0,0,0,0,0,0,0
810000139,??? ?? ?,190102001,900000,190102002,800000,190102004,900000,0,0,0,0,0,0,0,0,0,0
810000140,??? ?? ?,190102101,900000,190102102,800000,190102104,900000,190142235,1000000,0,0,0,0,0,0,0,0
810000141,??? ?? ?,190102201,900000,190102202,800000,190102302,900000,0,0,0,0,0,0,0,0,0,0
810000142,??? ?? ?,190102301,900000,190102303,900000,190102304,900000,0,0,0,0,0,0,0,0,0,0
810000143,??? ?? ?,190102401,900000,190102403,900000,190142247,1000000,0,0,0,0,0,0,0,0,0,0
810000103,????,190104001,800000,190104003,800000,0,0,0,0,0,0,0,0,0,0,0,0
810000138,??,190101901,800000,190101902,800000,190101903,500000,190142242,1000000,0,0,0,0,0,0,0,0
810000149,?????,190104901,900000,190104902,900000,0,0,0,0,0,0,0,0,0,0,0,0
810000287,??,190113301,1000000,190113302,1000000,0,0,0,0,0,0,0,0,0,0,0,0
810000285,? ???,190113201,1000000,190113202,1000000,0,0,0,0,0,0,0,0,0,0,0,0
810000289,????,190113401,1000000,190113402,1000000,0,0,0,0,0,0,0,0,0,0,0,0
810000286,??,190113501,1000000,190113502,1000000,190142233,1000000,0,0,0,0,0,0,0,0,0,0
810000290,???,190113601,1000000,190113602,500000,190142234,1000000,190145164,1000000,190134510,1000000,190145591,1000000,0,0,0,0
810000442,? ????,190124305,1000000,180117001,1000000,0,0,0,0,0,0,0,0,0,0,0,0
810000297,????,190117104,1000000,190117105,1000000,0,0,0,0,0,0,0,0,0,0,0,0
810000298,??? ??,190117202,1000000,190117203,1000000,0,0,0,0,0,0,0,0,0,0,0,0
810000300,??,190117301,1000000,190117303,500000,190142250,1000000,0,0,0,0,0,0,0,0,0,0
810000146,?? ??,190104801,800000,190104802,800000,190142244,1000000,0,0,0,0,0,0,0,0,0,0
810000150,??? ??,190105101,800000,190105102,800000,190105103,800000,190142236,1000000,0,0,0,0,0,0,0,0
810000119,??? ??,190103101,800000,190103102,800000,190142239,1000000,0,0,0,0,0,0,0,0,0,0
810000151,???,190105201,800000,190105202,800000,0,0,0,0,0,0,0,0,0,0,0,0
810000145,??? ???,190105001,800000,190105002,800000,190105003,500000,190142248,1000000,0,0,0,0,0,0,0,0
810000102,???,190103201,800000,190103202,800000,190103203,800000,190142246,1000000,0,0,0,0,0,0,0,0
810000157,??? ???,190106001,800000,190106002,800000,0,0,0,0,0,0,0,0,0,0,0,0
810000152,??,190105401,800000,190105402,800000,190105405,500000,190142240,1000000,0,0,0,0,0,0,0,0
810000153,??? ??,190105501,800000,190105502,800000,0,0,0,0,0,0,0,0,0,0,0,0
810000154,???,190105601,800000,190105602,800000,0,0,0,0,0,0,0,0,0,0,0,0
810000201,? ?? ??,190105403,700000,190105404,700000,0,0,0,0,0,0,0,0,0,0,0,0
810000156,?????,190105801,700000,190105802,700000,190105803,700000,190105804,700000,0,0,0,0,0,0,0,0
810000155,???,190105701,700000,190105702,700000,190105703,700000,190105704,700000,190105705,500000,190142257,900000,0,0,0,0
810000185,??,190107901,700000,190107902,700000,190107903,700000,190142260,900000,0,0,0,0,0,0,0,0
810000186,???,190108001,700000,190108002,700000,190108003,700000,190142252,900000,0,0,0,0,0,0,0,0
810000187,???,190108101,700000,190108201,700000,190108102,700000,190108103,700000,0,0,0,0,0,0,0,0
810001118,???? ???,190108104,700000,190108105,700000,0,0,0,0,0,0,0,0,0,0,0,0
810000189,???,190108201,700000,190108202,700000,190108203,700000,0,0,0,0,0,0,0,0,0,0
810000193,??? ??,190108401,700000,190108402,700000,0,0,0,0,0,0,0,0,0,0,0,0
810000239,????,190112401,700000,190112402,700000,190142258,900000,0,0,0,0,0,0,0,0,0,0
810000194,??? ??,190108501,600000,190108502,600000,0,0,0,0,0,0,0,0,0,0,0,0
810000232,???,190111701,600000,190111704,600000,190111703,500000,190142253,900000,0,0,0,0,0,0,0,0
810000192,??? ??,190108601,600000,190108602,600000,0,0,0,0,0,0,0,0,0,0,0,0
810000190,??? ??,190108701,600000,190108702,600000,0,0,0,0,0,0,0,0,0,0,0,0
810000205,??,190109401,600000,190109402,600000,0,0,0,0,0,0,0,0,0,0,0,0
810000240,???,190111801,600000,190111802,600000,190111803,600000,190142263,900000,0,0,0,0,0,0,0,0
810000206,???,190109301,600000,190109302,600000,190109303,600000,0,0,0,0,0,0,0,0,0,0
810000238,????,190112301,600000,190112302,600000,190112303,600000,190144491,700000,0,0,0,0,0,0,0,0
810000178,????,190106303,600000,190106304,600000,0,0,0,0,0,0,0,0,0,0,0,0
810001735,????,190106305,600000,190106306,600000,0,0,0,0,0,0,0,0,0,0,0,0
810000173,????,190106301,500000,190106302,500000,190106307,500000,190142254,900000,0,0,0,0,0,0,0,0
810000250,????,190114601,500000,190114602,500000,0,0,0,0,0,0,0,0,0,0,0,0
810000251,?? ???,190114701,500000,190114702,500000,190114705,500000,190142280,800000,0,0,0,0,0,0,0,0
810000252,?? ??? ?,190114703,500000,190114704,500000,0,0,0,0,0,0,0,0,0,0,0,0
810000254,???,190114901,500000,190114903,500000,190114904,500000,0,0,0,0,0,0,0,0,0,0
810000255,?? ???,190114905,500000,190114902,500000,0,0,0,0,0,0,0,0,0,0,0,0
810000253,???,190114801,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810000256,???,190115001,500000,190115002,500000,190115003,500000,190142269,800000,0,0,0,0,0,0,0,0
810000191,???,190108801,500000,190108802,500000,190108803,500000,190108804,500000,190142277,800000,0,0,0,0,0,0
810000195,??? ???,190108901,500000,190108902,500000,190108903,500000,0,0,0,0,0,0,0,0,0,0
810000196,??? ??,190109001,500000,190109002,500000,190109003,500000,0,0,0,0,0,0,0,0,0,0
810000198,? ?,190109201,800000,190109202,800000,190109203,800000,190109204,800000,190109205,500000,190142283,800000,0,0,0,0
810000197,??? ?,190109101,800000,190109102,800000,190109103,800000,190109104,500000,190142270,800000,0,0,0,0,0,0
810000208,???,190109601,800000,190109602,800000,190124601,800000,0,0,0,0,0,0,0,0,0,0
810000209,???,190109701,800000,190109702,800000,190109703,500000,190142274,800000,190124601,800000,0,0,0,0,0,0
810000210,???,190109801,800000,190109802,800000,190109803,800000,190124601,800000,0,0,0,0,0,0,0,0
810000354,??,190112001,800000,190112002,800000,0,0,0,0,0,0,0,0,0,0,0,0
810000356,?????,190118201,800000,190118202,800000,190118203,500000,190142271,800000,0,0,0,0,0,0,0,0
810000357,??,190118401,800000,190118402,800000,0,0,0,0,0,0,0,0,0,0,0,0
810000358,???,190118301,800000,190118302,800000,190118303,500000,190142281,800000,0,0,0,0,0,0,0,0
810000106,??? ??G,190103301,800000,190103302,800000,0,0,0,0,0,0,0,0,0,0,0,0
810000161,????,190107101,800000,190107102,800000,0,0,0,0,0,0,0,0,0,0,0,0
810000247,??,190117501,1000000,190112603,500000,190142249,1000000,190145160,1000000,0,0,0,0,0,0,0,0
810000319,????,190117602,1000000,190117604,500000,190142251,1000000,190101601,1000000,0,0,0,0,0,0,0,0
810000305,???,190117703,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810000304,???,190117801,1000000,180117802,1000000,0,0,0,0,0,0,0,0,0,0,0,0
810000306,????,190117902,1000000,190105902,1000000,190117905,500000,190124320,500000,190142267,1000000,190145169,1000000,0,0,0,0
810000302,??? ??,190118004,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810000303,???,190118002,1000000,190118007,500000,190142268,1000000,0,0,0,0,0,0,0,0,0,0
810000324,???,190118105,1000000,190118106,500000,190142284,1000000,190118102,1000000,190145592,1000000,0,0,0,0,0,0
810000373,????,190118501,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810000374,?? ????,190118601,1000000,190118602,1000000,0,0,0,0,0,0,0,0,0,0,0,0
810000375,??? ????,190118701,1000000,190118703,1000000,0,0,0,0,0,0,0,0,0,0,0,0
810000376,?? ?,190119001,1000000,190119002,500000,190142285,1000000,0,0,0,0,0,0,0,0,0,0
810000766,???? ??,190123801,800000,190123829,800000,190123830,800000,190123841,500000,190142243,1000000,190144489,700000,0,0,0,0
810000767,??,190123802,800000,190123831,800000,190123832,800000,0,0,0,0,0,0,0,0,0,0
810000768,???,190123803,800000,190123833,800000,190123834,800000,190123835,500000,190142237,1000000,190144490,700000,0,0,0,0
810000177,??,190106401,800000,190106403,800000,190106404,800000,190142238,1000000,0,0,0,0,0,0,0,0
810000164,????,190106601,800000,190106602,800000,190106603,800000,0,0,0,0,0,0,0,0,0,0
810000165,???,190106701,800000,190106702,800000,190106703,800000,0,0,0,0,0,0,0,0,0,0
810000169,?????,190106501,800000,190106502,800000,190106503,800000,190106504,500000,190142241,1000000,0,0,0,0,0,0
810000166,??,190106801,800000,190116803,800000,190106802,800000,190106803,500000,190142245,1000000,0,0,0,0,0,0
810000167,????,190106901,800000,190106902,800000,190106903,800000,0,0,0,0,0,0,0,0,0,0
810000168,???,190107001,800000,190107002,800000,190107003,800000,190142259,900000,0,0,0,0,0,0,0,0
810000257,???,190114101,700000,190114102,700000,190114103,700000,0,0,0,0,0,0,0,0,0,0
810000258,????,190114101,700000,190114104,700000,190114105,700000,0,0,0,0,0,0,0,0,0,0
810000259,?? ?,190114201,700000,190114202,700000,190114203,700000,190114204,500000,190142264,900000,190144487,700000,0,0,0,0
810000260,?? ?,190114301,700000,190114302,700000,190114303,700000,190144488,700000,0,0,0,0,0,0,0,0
810000261,???,190114401,700000,190114402,700000,190114403,700000,0,0,0,0,0,0,0,0,0,0
810000262,??? ?,190114401,700000,190114404,700000,190114405,700000,0,0,0,0,0,0,0,0,0,0
810000263,??,190114501,700000,190114502,700000,190114503,700000,190114504,500000,190142255,900000,0,0,0,0,0,0
810000223,?? ??,190111301,600000,190111302,600000,190111303,600000,190111307,500000,190142261,900000,0,0,0,0,0,0
810001732,??? ?? ??,190111304,600000,190111305,600000,190111306,600000,0,0,0,0,0,0,0,0,0,0
810000224,?? ??,190111201,600000,190111204,600000,190111205,600000,0,0,0,0,0,0,0,0,0,0
810000264,??? ??,190115101,600000,190115102,600000,190115103,600000,0,0,0,0,0,0,0,0,0,0
810000265,??? ??,190115201,600000,190115202,600000,190115203,600000,190115205,500000,190142256,900000,190144493,700000,0,0,0,0
810000266,? ??? ??,190115201,600000,190115202,600000,190115204,600000,0,0,0,0,0,0,0,0,0,0
810000267,?? ??,190115301,600000,190115302,600000,190115305,600000,0,0,0,0,0,0,0,0,0,0
810000268,? ?? ??,190115301,600000,190115303,600000,190115304,600000,0,0,0,0,0,0,0,0,0,0
810000269,??? ??,190115401,600000,190115402,600000,190115403,600000,190115404,500000,190142265,900000,190144492,700000,0,0,0,0
810000270,?? ???,190115501,500000,190115503,500000,190115504,500000,0,0,0,0,0,0,0,0,0,0
810000271,? ?? ???,190115501,500000,190115502,500000,190115505,500000,0,0,0,0,0,0,0,0,0,0
810000272,???? ??,190115601,500000,190115602,500000,190115603,500000,0,0,0,0,0,0,0,0,0,0
810000273,?? ???,190115701,500000,190115703,500000,190115704,500000,190144495,700000,0,0,0,0,0,0,0,0
810000274,? ?????,190115701,500000,190115702,500000,190115705,500000,0,0,0,0,0,0,0,0,0,0
810000275,?? ???,190115801,500000,190115802,500000,190115803,500000,190115305,500000,190142279,800000,190144494,700000,0,0,0,0
810001481,??(Lv60 ??),190133601,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810001482,??? ??(Lv60 ??),190133602,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810001483,????(Lv60 ??),190133701,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810001484,?? ? ???(Lv60 ??),190133802,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810001479,? ???(Lv60 ??),190133801,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810001485,?? ??(Lv60 ??),190133901,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810001486,??(Lv60 ??),190134001,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810000121,?? ??? (??? ??),190132306,1000000,190100703,500000,190144483,700000,0,0,0,0,0,0,0,0,0,0
810001703,??? ?? (??),190139101,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810001252,??? ?? ??,190139401,800000,190139402,800000,190139403,800000,180127201,800000,0,0,0,0,0,0,0,0
810001253,??? ?? ???,190139501,800000,190139502,800000,180127101,800000,190139503,800000,0,0,0,0,0,0,0,0
810001254,??? ?? ??,190139601,800000,190139602,800000,190139603,800000,180127001,800000,0,0,0,0,0,0,0,0
810001234,?? ?? ???,190139701,800000,190139703,800000,190139702,800000,190136801,500000,190136802,500000,190142083,800000,0,0,0,0
810001239,??? ??,190139801,800000,190139802,800000,190139803,800000,190128703,800000,180127501,800000,190128702,800000,190142084,800000,190142289,700000
810001135,??? ?? ???,180125401,800000,190128101,800000,180125402,800000,180125403,800000,0,0,0,0,0,0,0,0
810001136,?? ?? ???,180125501,800000,180125502,800000,190128201,800000,180125503,800000,180125504,800000,190128202,500000,190142282,800000,0,0
810001137,??? ?? ???,180125601,800000,190128301,800000,180125602,800000,180125603,800000,0,0,0,0,0,0,0,0
810001138,?? ?? ???,180125701,800000,190128401,800000,180125702,800000,180125703,800000,190128402,500000,190142272,800000,0,0,0,0
810001733,?? ??? ???,190120606,800000,190120607,800000,190120605,800000,0,0,0,0,0,0,0,0,0,0
810001140,?? ???,180125801,800000,190120608,800000,0,0,0,0,0,0,0,0,0,0,0,0
810001156,?? ??? ? ???,190128801,800000,190128802,800000,0,0,0,0,0,0,0,0,0,0,0,0
810001157,?? ??? ? ??,180126201,800000,180126202,800000,180127301,800000,190128501,800000,190128502,500000,190142278,800000,0,0,0,0
810001214,?? ??? ? ???,190126403,800000,190126404,800000,190126405,800000,190126406,500000,190142273,800000,0,0,0,0,0,0
810001215,?? ??? ? ???,190126503,800000,190126504,800000,190126505,800000,0,0,0,0,0,0,0,0,0,0
810001217,?? ??? ? ??,190126703,800000,190126704,800000,190126705,800000,0,0,0,0,0,0,0,0,0,0
810001218,??? ??,190128704,800000,190128705,800000,190128706,800000,0,0,0,0,0,0,0,0,0,0
810001220,??? ???,190126901,800000,190126903,800000,180126701,800000,180126702,800000,0,0,0,0,0,0,0,0
810001238,??? ??,190139901,800000,190139902,800000,190139903,800000,180127401,800000,190128602,800000,190128603,800000,190142085,800000,190142294,700000
810000212,????,190110003,800000,190110004,800000,190110001,800000,190142086,800000,0,0,0,0,0,0,0,0
810000213,????,190110103,800000,190110104,800000,190110101,800000,180110102,500000,190142087,800000,190142297,700000,0,0,0,0
810000214,????,190111206,800000,190111207,800000,190110201,800000,180110202,800000,190110203,500000,190142088,800000,190142288,700000,0,0
810000219,??3,190110404,800000,190110401,800000,190110405,800000,190110402,800000,190110403,800000,190142089,800000,0,0,0,0
810000220,????5,190110304,800000,190110305,800000,190110301,800000,190110302,800000,190110303,500000,190142090,800000,190142291,700000,0,0
810000215,????,190110504,800000,190110505,800000,190110501,800000,190110502,800000,190110503,800000,190142091,800000,0,0,0,0
810000221,??????,190110604,800000,190110605,800000,190110601,800000,190110602,800000,190110603,500000,190142092,800000,190142295,700000,0,0
810000276,?? ???,190115905,800000,190115906,800000,190115907,800000,190115902,800000,190115904,800000,190115911,500000,190142093,800000,190142299,700000
810000277,?? ??? ?,190115908,800000,190115909,800000,190115910,800000,190115901,800000,190142094,800000,0,0,0,0,0,0
810000278,????,190116004,800000,190116005,800000,190116001,800000,190116002,800000,190116003,800000,190116006,500000,190142095,800000,190142292,700000
810000279,???,190116104,800000,190116105,800000,190116106,800000,190116101,800000,190116103,800000,190142096,800000,0,0,0,0
810000280,? ???,190116107,800000,190116108,800000,190116109,800000,190142097,800000,0,0,0,0,0,0,0,0
810000281,?? ????,190116204,800000,190116205,800000,190116201,800000,190116202,800000,190116203,800000,190116206,500000,190142098,800000,190142296,700000
810000370,???,190119504,800000,190119505,800000,190119501,800000,190119502,800000,190119503,500000,190142099,800000,190142310,600000,0,0
810000371,?????,190119604,800000,190119605,800000,190119606,800000,190119601,800000,190119602,800000,190119603,800000,190142101,800000,0,0
810000372,??? ??,190119105,800000,190119106,800000,190119101,800000,190119102,800000,190119103,800000,190142102,800000,0,0,0,0
810000377,????,190119204,800000,190119205,800000,190119202,800000,190119203,800000,190142103,800000,0,0,0,0,0,0
810001488,? ???,190134303,1000000,190134304,1000000,190134305,1000000,190134301,1000000,0,0,0,0,0,0,0,0
810001490,??,190134103,1000000,190134104,1000000,190134105,1000000,190134101,1000000,0,0,0,0,0,0,0,0
810001492,????,190134202,1000000,190134203,1000000,190134204,1000000,190134201,1000000,0,0,0,0,0,0,0,0
810001493,?? ? ???,190134306,1000000,190134307,1000000,190134308,1000000,190134302,1000000,0,0,0,0,0,0,0,0
810001494,?? ??,190134402,1000000,190134403,1000000,190134404,1000000,190134401,1000000,0,0,0,0,0,0,0,0
810001495,??,190134502,1000000,190134503,1000000,190134506,1000000,190134501,1000000,0,0,0,0,0,0,0,0
810001489,??,190134507,1000000,190134508,1000000,190134509,1000000,0,0,0,0,0,0,0,0,0,0
810001496,???,190134510,1000000,190134511,1000000,190134512,1000000,0,0,0,0,0,0,0,0,0,0
810001335,???,190130301,800000,190130302,800000,190130303,800000,190130304,500000,190142104,800000,190142317,600000,190145150,1000000,0,0
810001336,????,190130401,800000,190130402,800000,190130403,800000,190130404,800000,190142105,800000,0,0,0,0,0,0
810001337,???,190130501,800000,190130502,800000,190130503,800000,190130504,500000,190142106,800000,190142307,600000,0,0,0,0
810001338,?? ??,190130601,800000,190130602,800000,190130603,800000,190130604,800000,190142107,800000,0,0,0,0,0,0
810001339,?? ??,190130701,800000,190130702,800000,190130703,800000,190130704,800000,190142108,800000,0,0,0,0,0,0
810001340,?? ??,190130801,800000,190130802,800000,190130803,800000,190130804,800000,190142109,800000,0,0,0,0,0,0
810001341,?? ???,190130901,800000,190130902,800000,190130903,800000,190130904,800000,190130905,500000,190142110,800000,190142314,600000,0,0
810001342,?? ???,190131001,800000,190131002,800000,190131003,800000,190131004,800000,190142111,800000,0,0,0,0,0,0
810001343,?? ??,190131101,800000,190131102,800000,190131103,800000,190131104,800000,190142112,800000,0,0,0,0,0,0
810001344,??? ????,190131201,800000,190131202,800000,190131203,800000,190131204,800000,190131205,500000,190142113,800000,190142311,600000,0,0
810001362,??? ??? ????,190132601,800000,190132602,800000,190132603,800000,190142114,800000,0,0,0,0,0,0,0,0
810001345,??? ???,190131301,800000,190131302,800000,190131303,800000,190131304,800000,190142115,800000,0,0,0,0,0,0
810001363,??? ??? ???,190132701,800000,190132702,800000,190132703,800000,190142116,800000,0,0,0,0,0,0,0,0
810001346,??? ????,190131401,800000,190131402,800000,190131403,800000,190131404,800000,190142117,800000,0,0,0,0,0,0
810001364,??? ??? ????,190132801,800000,190132802,800000,190132803,800000,190142118,800000,0,0,0,0,0,0,0,0
810001347,??? ???,190131501,800000,190131502,800000,190131503,800000,190131504,800000,190142119,800000,0,0,0,0,0,0
810001365,??? ??? ???,190132901,800000,190132902,800000,190132903,800000,190142120,800000,0,0,0,0,0,0,0,0
810001348,?? ??,190131601,800000,190131602,800000,190131603,800000,190131604,800000,190131605,500000,190142121,800000,190142332,500000,0,0
810001366,??? ?? ??,190133001,800000,190133002,800000,190133003,800000,190142122,800000,0,0,0,0,0,0,0,0
810001349,?? ????,190131701,800000,190131702,800000,190131703,800000,190131704,800000,190142123,800000,0,0,0,0,0,0
810001370,??? ?? ????,190133201,800000,190133202,800000,190133401,800000,190142124,800000,0,0,0,0,0,0,0,0
810001350,?? ?????,190131801,800000,190131802,800000,190131803,800000,190131805,800000,190131808,500000,190142125,800000,190142324,500000,0,0
810001368,??? ?? ?????,190131804,800000,190131806,800000,190131807,800000,190142126,800000,0,0,0,0,0,0,0,0
810001351,??? ?? ??,190131901,800000,190131902,800000,190131903,800000,190131904,800000,190131905,500000,190142127,800000,190142330,500000,0,0
810001369,??? ??? ????,190133301,800000,190133302,800000,190133303,800000,190142128,800000,0,0,0,0,0,0,0,0
810000714,????,190123701,800000,190123730,800000,190123731,800000,190123741,500000,190142129,800000,190142326,500000,190144498,700000,0,0
810000715,????,190123702,800000,190123732,800000,190123733,800000,190142130,800000,190144499,700000,0,0,0,0,0,0
810000716,mk5,190123703,800000,190123734,800000,190123735,800000,190142131,800000,0,0,0,0,0,0,0,0
810000160,??,190107201,800000,190107202,800000,190107203,500000,190142275,800000,0,0,0,0,0,0,0,0
810000657,???,190123401,800000,190123402,800000,190123403,500000,190142001,800000,190142290,700000,0,0,0,0,0,0
810000638,????,190122701,1000000,190122703,1000000,190142002,800000,0,0,0,0,0,0,0,0,0,0
810000640,???,190112901,1000000,190112902,1000000,190142003,800000,190144497,700000,0,0,0,0,0,0,0,0
810001842,?? ???,190112903,1000000,190112904,1000000,190112905,1000000,190142004,800000,0,0,0,0,0,0,0,0
810000649,???,190122901,1000000,190122902,1000000,190142005,800000,0,0,0,0,0,0,0,0,0,0
810000650,????,190123001,1000000,190123002,1000000,190142006,800000,0,0,0,0,0,0,0,0,0,0
810000651,????,190123501,1000000,190122702,1000000,190142007,800000,0,0,0,0,0,0,0,0,0,0
810000652,????,190123101,1000000,190123102,1000000,190123103,500000,190142008,800000,190142286,700000,0,0,0,0,0,0
810000653,????,190123201,1000000,190123202,1000000,190142009,800000,0,0,0,0,0,0,0,0,0,0
810000654,? ???,190123301,1000000,190123302,1000000,190142010,800000,0,0,0,0,0,0,0,0,0,0
810000635,???,190122301,1000000,190122302,800000,190142011,800000,0,0,0,0,0,0,0,0,0,0
810000634,???,190122401,1000000,190122402,1000000,190122403,500000,190142012,800000,190142287,700000,0,0,0,0,0,0
810000633,???,190122601,1000000,190122602,1000000,190142013,800000,0,0,0,0,0,0,0,0,0,0
810000636,????,190122501,1000000,190122502,1000000,190142014,800000,0,0,0,0,0,0,0,0,0,0
810000774,???,190123808,800000,190123820,800000,190123836,500000,190142015,800000,190142293,700000,0,0,0,0,0,0
810000775,??,190123809,800000,190123821,800000,190123837,500000,190142016,800000,190142298,700000,0,0,0,0,0,0
810000776,????,190123810,800000,190123823,800000,190142017,800000,0,0,0,0,0,0,0,0,0,0
810000216,???,190110701,800000,190110702,800000,190142018,800000,190144496,700000,0,0,0,0,0,0,0,0
810000217,???,190110901,800000,190110902,800000,190110903,500000,190142019,800000,190142312,600000,0,0,0,0,0,0
810000218,???,190111001,800000,190111002,800000,190111003,800000,190142020,800000,0,0,0,0,0,0,0,0
810000227,???,190110801,800000,190110802,800000,190110803,500000,190142021,800000,190142304,600000,0,0,0,0,0,0
810000228,???,190111101,800000,190111102,800000,190111103,800000,190142022,800000,0,0,0,0,0,0,0,0
810000117,?? ????,190103001,800000,190103002,800000,190142023,800000,0,0,0,0,0,0,0,0,0,0
810000148,????,190102902,800000,190102904,800000,190142024,800000,0,0,0,0,0,0,0,0,0,0
810000379,???,190119801,800000,190119802,800000,190119803,800000,190119804,500000,190142025,800000,190142316,600000,0,0,0,0
810000378,???,190119701,800000,190119702,800000,190119703,800000,190142026,800000,0,0,0,0,0,0,0,0
810000381,??,190120001,800000,190120002,800000,190120003,800000,190142027,800000,0,0,0,0,0,0,0,0
810000380,???,190119901,800000,190119903,800000,190119904,800000,190119905,500000,190142028,800000,190142308,600000,0,0,0,0
