ID,_STRING,_DESC
60031,沒有空的角色欄位。\n請使用新增欄位物品增加欄位。,"[??? ??] ???? ??? ? ?? ??? ? ?? ???? ???, ?? ??? ??? ??."
60032,不能再創建角色。,"[??? ??] ???? ??? ? ?? ??? ? ?? ???? ???, ?? ??? ???? ??."
70000,未知錯誤。,?? ?? ? ??? ?? ???
70001,流暢,?? ???. ???? ?? ?? ?
70002,一般,?? ???. ???? ??? ?
70003,擁擠,?? ???. ???? ?? ?
70004,超時,?? ???. ???? ????? ?
80001,正在下載地圖列表。\n請稍等。,
80002,正在下載頻道清單。\n請稍等。,
80003,正在下載角色列表。\n請稍等。,
80004,正在連接到伺服器。\n請稍等。,[???] ???? ???
80005,正在連接到伺服器。\n移動到伺服器選擇介面。,[???] ???? ????
80006,正在連接到伺服器。\n請使用其他伺服器。,[???] ???? ????
80011,因為玩家資訊問題，連接伺服器延遲。,??1 : ???? ??? ????? ????
80012,因為角色資訊問題，連接伺服器延遲。,??2 : ?????? ?(?????? ???)?? ??
80013,伺服器連接延遲。,??3 : ???????? ????(?? ??????? ??? ??? ??????? ??????
80014,伺服器無回應。請稍後重新試一下。,Time out ???
80015,操作失敗，請聯絡客服中心 95105222。,??? ??? ?? ??? ?? ???
80016,未達App裡要求的安全等級。,??? ??? ?? ??? ?? ???
80017,抱歉，請稍後重新嘗試。,??? ??? ?? ??? ?? ???
80018,?不起，?????或已?取?品,??? ??? ?? ?? ?? ???
80019,由于??到非法行?，???后再次游?。,??? ??? GPK ??? ?? ??
80020,sndaId不同。,????? ??????
90001,密碼鍵不一致。,?? ?????? ??????
90002,安全模式已更新。請重新登錄遊戲，更新安全模式。,??? ???? ??
90011,OTP 認證失敗。,MOTP ? ??? ??? ??
90012,超過了輸入時間。,MOTP ? ?? ??? ????? ??
90013,認證鍵重複。,MOTP ?? ?? ??? ??
90014,由於系統錯誤，認證失敗。,?? ??? ??? ?? ??? ????? ??
90015,不能使用特殊字元。,?? ?? ? ?? ???
90016,只能輸入數位。,MOTP ?? ??? ?? ? ?? ??? ??? ??
90017,超過驗證等待時間，請重新輸入帳號密碼並撥打通訊安全鎖. 以進行認證:0800-789-567,?? ?? ?? ?? ??? ?? ??? ?
90018,此帳號已有其他玩家登入，若非您本人使用，請勿撥打通訊鎖並盡快至GF官網修改密碼,"? ??? ?? ?? ??? ??? ????. ??? ?? ?? ????, ?? ??? ???? ??? GF ?????? ????? ??????."
90019,此帳號所綁定的電話號碼同時有其他相關帳號在等候開通，若非您本人使用請盡快至GF官網修改相關帳號之密碼,?? ??? ????? ?? ?? ???? ??? ?? ????. ?? ??? ?? ?? ???? ?? GF ??????? ?? ??? ????? ??????.
90020,請撥打通訊鎖號碼以進行認證：0800-789-567,??? ??? ??? 070-888-4444
90021,通訊安全鎖出現錯誤，請重新輸入帳號密碼後再撥打通訊安全鎖電話。,?? ??? ?
90022,日本OTP訊息,?? MOTP ???
1000011,戰鬥裝備,"??? ?? ??. Type: ??(1), SubType: ??(1)"
1000012,時尚裝備,"??? ?? ??. Type: ??(1), SubType: ??(2)"
1000013,寶石,"??? ?? ??. Type: ??(1), SubType: ??(3)"
1000014,項鍊,"??? ?? ??. Type: ??(1), SubType: ??(4)"
1000021,消耗,"??? ?? ??. Type: ??(2), SubType: ??(1)"
1000022,喊話,"??? ?? ??. Type: ??(2), SubType: ???(2)"
1000023,消耗,"??? ?? ??. Type: ??(2), SubType: ???(3)"
1000030,其他,"??? ?? ??. Type: ??(3), SubType: null(0)"
1000031,鑲嵌材料,"??? ?? ??. Type: ??(3), SubType: ???(1)"
1000040,活動,"??? ?? ??. Type: ???(4), SubType: null(0)"
1000041,任務,"??? ?? ??. Type: ???(4), SubType: ???(1)"
1000042,活動,"??? ?? ??. Type: ???(4), SubType: ??(2)"
1000043,活動,"??? ?? ??. Type: ???(4), SubType: ????(3)"
1000051,寵物裝備,"??? ?? ??. Type: ?(5), SubType: ???(1)"
1000052,寵物消耗,"??? ?? ??. Type: ?(5), SubType: ???(2)"
1000060,小屋,"??? ?? ??. Type: ???(6), SubType: null(0)"
1010001,職業:,??? ?? ?? ??. RequireType: CLASS(1)
1010002,性別:,??? ?? ?? ??. RequireType: GENDER(2)
1010003,使用等級:%d,??? ?? ?? ??. RequireType: LV(3)
1020010,名聲+%d,??? ??? ??.
1020011,名聲+%d%%,??? ??? ??.
1020014,力量+%d,??? ??? ??.
1020015,力量+%d%%,??? ??? ??.
1020018,幸運+%d,??? ??? ??.
1020019,幸運+%d%%,??? ??? ??.
1020022,魔力+%d,??? ??? ??.
1020023,魔力+%d%%,??? ??? ??.
1020026,體力 %+d,??? ??? ??.
1020027,體力+%d%%,??? ??? ??.
1020030,最大HP %+d,??? ??? ??.
1020031,最大HP+%d%%,??? ??? ??.
1020034,最大SP+%d,??? ??? ??.
1020035,最大SP+%d%%,??? ??? ??.
1020038,屬性力+%d,??? ??? ??.
1020039,屬性力+%d%%,??? ??? ??.
1020042,風屬性+%d,??? ??? ??.
1020043,風屬性+%d%%,??? ??? ??.
1020046,火屬性+%d,??? ??? ??.
1020047,火屬性+%d%%,??? ??? ??.
1020050,地屬性+%d,??? ??? ??.
1020051,地屬性+%d%%,??? ??? ??.
1020054,休息恢復HP+%d,??? ??? ??.
1020055,休息恢復HP+%d%%,??? ??? ??.
1020058,休息恢復SP+%d,??? ??? ??.
1020059,休息恢復SP+%d%%,??? ??? ??.
1020062,最大攻擊力+%d,??? ??? ??.
1020063,最大攻擊力+%d%%,??? ??? ??.
1020066,最小攻擊力+%d,??? ??? ??.
1020067,最小攻擊力+%d%%,??? ??? ??.
1020070,水抵抗力+%d,??? ??? ??.
1020071,水抵抗力+%d%%,??? ??? ??.
1020074,風抵抗力+%d,??? ??? ??.
1020075,風抵抗力+%d%%,??? ??? ??.
1020078,火抵抗力+%d,??? ??? ??.
1020079,火抵抗力+%d%%,??? ??? ??.
1020082,地抵抗力+%d,??? ??? ??.
1020083,地抵抗力+%d%%,??? ??? ??.
1020086,減少傷害+%d%%,??? ??? ??.
1020087,減少傷害+%d%%,??? ??? ??.
1020090,物理最小傷害+%d%%,??? ??? ??.
1020091,最終物理最小傷害 +%d%%,??? ??? ??.
1020094,物理最大傷害+%d%%,??? ??? ??.
1020095,最終物理最大傷害 +%d%%,??? ??? ??.
1020098,魔法最小傷害+%d%%,??? ??? ??.
1020099,最終魔法最小傷害 +%d%%,??? ??? ??.
1020102,魔法最大傷害+%d%%,??? ??? ??.
1020103,最終魔法最大傷害 +%d%%,??? ??? ??.
1020106,移動速度+%d%%,??? ??? ??.
1020107,移動速度+%d%%,??? ??? ??.
1020110,彈跳力%d%%,??? ??? ??.
1020111,彈跳力%d%%,??? ??? ??.
1020114,繩索移動速度+%d%%,??? ??? ??.
1020115,繩索移動速度+%d%%,??? ??? ??.
1020118,梯子移動速度+%d%%,??? ??? ??.
1020119,梯子移動速度+%d%%,??? ??? ??.
1020121,技能點數+%d,??? ??? ??.
1020124,獲得經驗值+%d%%,??? ??? ??.
1020125,獲得經驗值+%d%%,??? ??? ??.
1020128,獲得錢+%d%%,??? ??? ??.
1020129,獲得錢+%d%%,??? ??? ??.
1020132,道具掉落率+%d%%,??? ??? ??.
1020133,道具掉落率+%d%%,??? ??? ??.
1020136,屬性發生機率+%d%%,??? ??? ??.
1020137,屬性發生機率+%d%%,??? ??? ??.
1020140,物理傷害+%d,??? ??? ??.
1020141,物理傷害+%d%%,??? ??? ??.
1020144,物理減少傷害+%d,??? ??? ??.
1020145,物理減少傷害+%d%%,??? ??? ??.
1020148,目標物理防禦力減少%d%%,??? ??? ??.
1020149,目標物理防禦力減少%d%%,??? ??? ??.
1020152,跳躍攻擊力+%d,??? ??? ??.
1020153,跳躍攻擊力+%d%%,??? ??? ??.
1020156,物理爆擊傷害+%d%%,??? ??? ??.
1020157,最終物理爆擊傷害 +%d%%,??? ??? ??.
1020158,物理爆擊率+%d%%,??? ??? ??.
1020159,物理爆擊率+%d%%,??? ??? ??.
1020162,魔法爆擊傷害+%d%%,??? ??? ??.
1020163,最終魔法爆擊傷害 +%d%%,??? ??? ??.
1020164,魔法爆擊率+%d%%,??? ??? ??.
1020165,魔法爆擊率+%d%%,??? ??? ??.
1020168,治癒爆擊恢復量+%d%%,??? ??? ??.
1020169,治癒爆擊恢復量+%d%%,??? ??? ??.
1020172,治癒爆擊率+%d%%,??? ??? ??.
1020173,治癒爆擊率+%d%%,??? ??? ??.
1020176,物理命中率+%d%%,??? ??? ??.
1020177,物理命中率+%d%%,??? ??? ??.
1020180,魔法命中率+%d%%,??? ??? ??.
1020181,魔法命中率+%d%%,??? ??? ??.
1020184,物理回避率+%d%%,??? ??? ??.
1020185,物理回避率+%d%%,??? ??? ??.
1020188,魔法回避率+%d%%,??? ??? ??.
1020189,魔法回避率+%d%%,??? ??? ??.
1020192,物理回擊傷害+%d%%,??? ??? ??.
1020193,物理回擊傷害+%d%%,??? ??? ??.
1020196,魔法回擊傷害+%d%%,??? ??? ??.
1020197,魔法回擊傷害+%d%%,??? ??? ??.
1020200,物理攻擊等級+%d,??? ??? ??.
1020201,物理攻擊等級+%d,??? ??? ??.
1020204,物理攻擊等級[％]+%d,??? ??? ??.
1020205,物理攻擊等級[％]+%d,??? ??? ??.
1020208,魔法攻擊等級+%d,??? ??? ??.
1020209,魔法攻擊等級+%d,??? ??? ??.
1020212,魔法攻擊等級[％]+%d,??? ??? ??.
1020213,魔法攻擊等級[％]+%d,??? ??? ??.
1020216,防禦力+%d,??? ??? ??.
1020217,防禦力+%d%%,??? ??? ??.
1020218,屬性力傷害(物理攻擊時)+%d,??? ??? ??.
1020219,風屬性傷害(物理攻擊時)+%d,??? ??? ??.
1020220,火屬性傷害(物理攻擊時)+%d,??? ??? ??.
1020221,地屬性傷害(物理攻擊時)+%d,??? ??? ??.
1020224,HP治癒量+%d,??? ??? ??.
1020225,HP治癒量+%d%%,??? ??? ??.
1020228,SP治癒量+%d,??? ??? ??.
1020229,SP治癒量+%d%%,??? ??? ??.
1020232,HP治癒效果+%d%%,??? ??? ??.
1020233,HP治癒效果+%d%%,??? ??? ??.
1020236,SP治癒效果+%d%%,??? ??? ??.
1020237,SP治癒效果+%d%%,??? ??? ??.
1020240,魔法傷害+%d,??? ??? ??.
1020241,魔法傷害+%d%%,??? ??? ??.
1020244,魔法減少傷害+%d,??? ??? ??.
1020245,魔法減少傷害+%d%%,??? ??? ??.
1020254,屬性力最小傷害+%d%%,??? ??? ??.
1020255,屬性力最小傷害+%d%%,??? ??? ??.
1020258,屬性力最大傷害+%d%%,??? ??? ??.
1020259,屬性力最大傷害+%d%%,??? ??? ??.
1020262,風屬性最小傷害+%d%%,??? ??? ??.
1020263,風屬性最小傷害+%d%%,??? ??? ??.
1020266,風屬性最大傷害+%d%%,??? ??? ??.
1020267,風屬性最大傷害+%d%%,??? ??? ??.
1020270,火屬性最小傷害+%d%%,??? ??? ??.
1020271,火屬性最小傷害+%d%%,??? ??? ??.
1020274,火屬性最大傷害+%d%%,??? ??? ??.
1020275,火屬性最大傷害+%d%%,??? ??? ??.
1020278,地屬性最小傷害+%d%%,??? ??? ??.
1020279,地屬性最小傷害+%d%%,??? ??? ??.
1020282,地屬性最大傷害+%d%%,??? ??? ??.
1020283,地屬性最大傷害+%d%%,??? ??? ??.
1020284,物理免疫,??? ??? ??.
1020285,魔法免疫,??? ??? ??.
1020286,屬性力免疫,??? ??? ??.
1020287,風屬性免疫,??? ??? ??.
1020288,火屬性免疫,??? ??? ??.
1020289,地屬性免疫,??? ??? ??.
1020292,目標魔法抵抗力減少+%d%%,??? ??? ??.
1020293,目標魔法抵抗力減少+%d%%,??? ??? ??.
1020296,HP治癒量+%d%%,??? ??? ??.
1020297,HP治癒量+%d%%,??? ??? ??.
1020300,SP治癒量+%d%%,??? ??? ??.
1020301,SP治癒量+%d%%,??? ??? ??.
1020302,毒免疫,??? ??? ??.
1020303,出血免疫,??? ??? ??.
1020304,詛咒免疫,??? ??? ??.
1020307,毒傷害(毒發生時)+%d,??? ??? ??.
1020308,毒傷害(毒發生時)+%d,??? ??? ??.
1020311,出血傷害(出血發生時)+%d,??? ??? ??.
1020312,出血傷害(出血發生時)+%d,??? ??? ??.
1020315,詛咒傷害(詛咒發生時)+%d,??? ??? ??.
1020316,詛咒傷害(詛咒發生時)+%d,??? ??? ??.
1020319,毒傷害(毒發生時)+%d%%,??? ??? ??.
1020320,毒傷害(毒發生時)+%d%%,??? ??? ??.
1020323,出血傷害(出血發生時)+%d%%,??? ??? ??.
1020324,出血傷害(出血發生時)+%d%%,??? ??? ??.
1020327,詛咒傷害(詛咒發生時)+%d%%,??? ??? ??.
1020328,詛咒傷害(詛咒發生時)+%d%%,??? ??? ??.
1020331,毒傷害(毒發生時)%d%%,??? ??? ??.
1020332,毒傷害(毒發生時)%d%%,??? ??? ??.
1020335,出血傷害(出血發生時)%d%%,??? ??? ??.
1020336,出血傷害(出血發生時)%d%%,??? ??? ??.
1020339,詛咒傷害(詛咒發生時)%d%%,??? ??? ??.
1020340,詛咒傷害(詛咒發生時)%d%%,??? ??? ??.
1020365,使用等級%d%%,??? ??? ??.(?? ??)
1020369,鑲嵌成功率+%d%%,??? ??? ??.
1020384,製作成功率 +%d%%,??? ??? ??.
1020389,格鬥點數 +%d%%,??? ??? ??.
1020408,暈眩抗力 +%0.1F%%,?? ??? (??)
1020409,睡眠抗力 +%0.1F%%,?? ??? (??)
1020411,屬性重新分配成功率+%d%%,??? ??? ??.
1020430,最大 AP+%d,??? ??? ??.
1020431,最大 CP+%d,??? ??? ??.
1020432,最大 DP+%d,??? ??? ??.
1020433,最大 CAP+%d,??? ??? ??.
1020434,最大 EP+%d,??? ??? ??.
1020435,最大 BP+%d,??? ??? ??.
1020440,技能冷卻時間減少+%0.1F%%,?? ??? ??
1020448,混亂抗力 +%0.1F%%,??? ??? ??.
1020454,釣魚附加獲得機率 +%d%%,??? ??? ??.
1020455,所有能力值 %+d,??? ??? ??.
1020456,所有能力值 +%d%%,??? ??? ??.
1020457,水，火，地，風，黑暗屬性 +%d,??? ??? ??.
1020458,水，火，地，風，黑暗抵抗力 +%d,??? ??? ??.
1020459,所有屬性最小傷害 +%d%%,??? ??? ??.
1020460,所有屬性最大傷害 +%d%%,??? ??? ??.
1020461,物理/魔法最大傷害 +%d%%,??? ??? ??.
1020462,物理/魔法最小傷害 %+d%%,??? ??? ??.
1020463,物理/魔法貫穿力 %+d%%,??? ??? ??.
1020464,物理/魔法 爆擊傷害 +%d%%,??? ??? ??.
1020465,物理/魔法爆擊率 %+d%%,??? ??? ??.
1020466,物理/魔法 命中率 +%d%%,??? ??? ??.
1020470,黑暗屬性 +%d,??? ??? ??.
1020471,黑暗屬性 +%d%%,??? ??? ??.
1020474,黑暗抵抗力 +%d,??? ??? ??.
1020475,黑暗抵抗力 +%d%%,??? ??? ??.
1020478,黑暗最小傷害 +%d,??? ??? ??.
1020479,黑暗最小傷害 +%d%%,??? ??? ??.
1020482,黑暗最大傷害 +%d,??? ??? ??.
1020483,黑暗最大傷害 +%d%%,??? ??? ??.
1020484,黑暗屬性免疫,??? ??? ??.
1020485,黑暗屬性傷害(物理攻擊時)+%d,??? ??? ??.
1020488,任務獎勵強化 +%d%%,??? ??? ??.
1020490,物理最小/最大傷害 +%d%%,??? ??? ??.
1020491,魔法最小/最大傷害 +%d%%,??? ??? ??.
1020492,最小/最大攻擊力 +%d,??? ??? ??.
1020493,最小/最大攻擊力 +%d%%,??? ??? ??.
1020494,物理/魔法背後攻擊傷害 +%d%%,??? ??? ??.
1020495,物理/魔法傷害減少 +%d,??? ??? ??.
1020496,物理/魔法傷害 +%d,??? ??? ??.
1020497,物理/魔法迴避率 +%d%%,??? ??? ??.
1020498,物理/魔法免疫,??? ??? ??.
1020499,特殊計量條 +%d,??? ??? ??.
1020505,最大元素卡片 +%d,??? ??? ??.
1020510,最大閃耀卡片 +%d,??? ??? ??.
1020515,最大暗黑卡片 +%d,??? ??? ??.
1020520,最大魔力卡片 +%d,??? ??? ??.
1020522,元素卡片充電減少度 +%0.1F%%,??? ??? ??.
1020523,閃耀卡片充電減少度 +%0.1F%%,??? ??? ??.
1020524,暗黑卡片充電減少度 +%0.1F%%,??? ??? ??.
1020525,魔力卡片充電減少度 +%0.1F%%,??? ??? ??.
1020526,所有卡片充電減少度 +%0.1F%%,??? ??? ??.
1020566,一般怪物追加傷害 +%d,??? ??? ??.
1020567,一般怪物追加傷害 +%d%%,??? ??? ??.
1020570,BOSS怪物追加傷害 +%d,??? ??? ??.
1020571,BOSS怪物追加傷害 +%d%%,??? ??? ??.
1020573,一般怪物支配力 +%0.1F%%,??? ??? ??.
1020574,BOSS怪物支配力 +%0.1F%%,??? ??? ??.
1020585,最小/最大傷害 +%d%%,??? ??? ??.
1020586,武器攻擊力/屬性力 +%d,??? ??? ??.
1020587,武器攻擊力/屬性力 +%d%%,??? ??? ??.
1020588,物理/魔法固定傷害 +%d%%,??? ??? ??.
1020590,物理/魔法最終最小傷害 +%d%%,??? ??? ??.
1020591,物理/魔法最終最大傷害 +%d%%,??? ??? ??.
1020592,物理/魔法最終爆擊傷害 +%d%%,??? ??? ??.
1020594,力量/魔力 +%d,??? ??? ??.
1020595,力量/魔力 +%d%%,??? ??? ??.
1020596,防禦力/魔法抗力 +%d,??? ??? ??.
1020597,防禦力/魔法抗力 +%d%%,??? ??? ??.
1020611,近距離傷害 +%d,??? ??? ??.
1020612,近距離傷害 +%d%%,??? ??? ??.
1020614,所有技能目標數 +%d,??? ??? ??.
1030001,強化耐久度:%d,??? ?? ??. ??? ?? ???
1030002,鑲嵌屬性可能等級:%d,??? ?? ??. ?? ??
1040001,%d日%d小時。,??? ??? ?? ?? ??. 24?? ??? ??
1040002,%d小時%d分。,??? ??? ?? ?? ??. 60? ??? ??
1040003,%d分。,??? ??? ?? ?? ??. 60? ??? ??
1040004,[時效到期],?? ??? ??? ?? ??.
1040011,剩餘時間:還有%d日%d小時。,??? ??? ?? ?? ??. 24?? ??? ??
1040012,剩餘時間:還有%d小時%d分。,??? ??? ?? ?? ??. 60? ??? ??
1040013,剩餘時間:還有%d分。,??? ??? ?? ?? ??. 60? ??? ??
1041001,再次使用時間:還有%d日%d小時。,??? ?? ?? ??. 24?? ??? ??
1041002,再次使用時間:還有%d小時%d分。,??? ?? ?? ??. 60? ??? ??
1041003,再次使用時間:還有%d分%d秒。,??? ?? ?? ??. 60? ??? ??
1050001,販賣給NPC價格:%s,??? ?? ??. ??? ?? ??
1060001,[%s],??? ?? ?? (ITM.LDT? _Use_Type ?)
1060002,交易,??? ?? ?? ??
1060003,破壞,??? ?? ?? ??
1060004,倉庫,??? ???? ?? ??
1060005,販賣,??? ?? ?? ??
1070001,燃燒伺服器專用商城物品警告訊息,?? ?? ?? ?? ???. ?? ?? ??? ? ?? ??? ? ???? ??? ?? ??
1200001,男,"??, ??? ??. ? ??"
1200002,女,"??, ??? ??, ? ??"
1200010,%d ▲,?? ??? ??. ?? ? ??. ? ??? ??.
1200011,%d ▼,?? ??? ??. ?? ? ??. ? ??? ??.
1200012,~,?? ??? ??. ?? ? ??. ? ? ??.
1200021,技能等級上升條件,?? ??. ?? ?? ??? ?? ??.
1200022,要求條件,"??, ???, ?? ?? ??. ?? ??? ?? ??. [??? ???]"
1200023,裝備效果,??? ??. ??? ?? ? ?? ?? [??? ???]
1200024,Option,??? ??. ??? ??? ?? ?? [??? ???]
1200025,增加及變更屬性,??? ??? ??. ??? ??? ??? ??? ??
1200026,鑲嵌要求條件,??? ??? ??. ??? ?? ??? ??
