ID,_Inventory1,_InventoryCount1,_Inventory2,_InventoryCount2,_Inventory3,_InventoryCount3,_Inventory4,_InventoryCount4,_QuestCount,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_Value2,_Require4_Type,_Require4_ID,_Require4_Value1,_Require4_Value2,_Require5_Type,_Require5_ID,_Require5_Value1,_Require5_Value2,_Require6_Type,_Require6_ID,_Require6_Value1,_Require6_Value2,_Require7_Type,_Require7_ID,_Require7_Value1,_Require7_Value2,_Require8_Type,_Require8_ID,_Require8_Value1,_Require8_Value2,_EventType,_EventTypeID,_Cp_Mission
115022000,0,0,0,0,0,0,0,0,0,9,2,22,0,9,1,21,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115022000,0
115023000,0,0,0,0,0,0,0,0,0,9,2,23,0,9,1,22,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115023000,0
115024000,0,0,0,0,0,0,0,0,0,9,2,24,0,9,1,23,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115024000,0
115025000,0,0,0,0,0,0,0,0,0,9,2,25,0,9,1,24,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115025000,0
115026000,0,0,0,0,0,0,0,0,0,9,2,26,0,9,1,25,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115026000,0
115027000,0,0,0,0,0,0,0,0,0,9,2,27,0,9,1,26,0,1,3,999,0,4,3,115027000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115027000,0
115028000,1,1,0,0,0,0,0,0,0,9,2,28,0,9,1,27,0,1,3,999,0,4,3,115030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115028000,0
115029000,0,0,0,0,0,0,0,0,0,9,2,29,0,9,1,28,0,1,3,999,0,4,3,115030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115029000,0
115030000,0,0,0,0,0,0,0,0,0,9,2,30,0,9,1,29,0,1,3,999,0,4,3,115030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115030000,0
115031000,0,0,0,0,0,0,0,0,0,9,2,31,0,9,1,30,0,1,3,999,0,4,3,115031000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115031000,0
115032000,0,0,0,0,0,0,0,0,0,9,2,32,0,9,1,31,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115032000,0
115033000,0,0,0,0,0,0,0,0,0,9,2,33,0,9,1,32,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115033000,0
115034000,0,0,0,0,0,0,0,0,0,9,2,34,0,9,1,33,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115034000,0
115035000,0,0,0,0,0,0,0,0,0,9,2,35,0,9,1,34,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115035000,0
115036000,0,0,0,0,0,0,0,0,0,9,2,36,0,9,1,35,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115036000,0
115037000,0,0,0,0,0,0,0,0,0,9,2,37,0,9,1,36,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115037000,0
115038000,0,0,0,0,0,0,0,0,0,9,2,38,0,9,1,37,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115038000,0
115039000,0,0,0,0,0,0,0,0,0,9,2,39,0,9,1,38,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115039000,0
115039100,0,0,0,0,0,0,0,0,0,4,4,115040000,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115039100,0
115039200,0,0,0,0,0,0,0,0,0,9,1,39,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115039100,0
115040000,0,0,0,0,0,0,0,0,0,9,2,40,0,9,1,39,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115040000,0
115041000,0,0,0,0,0,0,0,0,0,9,2,41,0,9,1,40,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115041000,0
115042000,0,0,0,0,0,0,0,0,0,9,2,42,0,9,1,41,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115042000,0
102702000,0,0,0,0,0,0,0,0,0,24,2,163,0,4,3,102702000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102702000,0
102703000,0,0,0,0,0,0,0,0,0,24,2,164,0,4,3,102702000,0,24,1,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102703000,0
102704000,0,0,0,0,0,0,0,0,0,24,2,165,0,4,3,102702000,0,24,1,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102704000,0
102705000,0,0,0,0,0,0,0,0,0,24,2,166,0,4,3,102702000,0,24,1,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102705000,0
102706000,0,0,0,0,0,0,0,0,0,24,2,167,0,4,3,102702000,0,24,1,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102706000,0
102707000,0,0,0,0,0,0,0,0,0,24,2,168,0,4,3,102702000,0,24,1,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102707000,0
102716001,0,0,0,0,0,0,0,0,0,24,2,183,0,0,0,0,0,24,1,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102716001,0
1300005,0,0,0,0,0,0,0,0,0,9,2,139,0,1,3,52,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13011050,0
1320007,0,0,0,0,0,0,0,0,0,9,2,140,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13212070,0
1320005,0,0,0,0,0,0,0,0,0,9,2,141,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13213050,0
1320006,0,0,0,0,0,0,0,0,0,9,2,142,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13211060,0
1320107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13215070,0
1320106,0,0,0,0,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13217060,0
80011,0,0,0,0,0,0,0,0,0,9,2,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,191111,0
1170016,0,0,0,0,0,0,0,0,0,9,2,138,0,9,1,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1181116,0
830001,0,0,0,0,0,0,0,0,0,9,2,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,830101,0
830002,0,0,0,0,0,0,0,0,0,9,1,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,830201,0
1370003,0,0,0,0,0,0,0,0,0,9,2,134,0,1,3,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13713030,0
1380000,0,0,0,0,0,0,0,0,0,9,2,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13811000,0
1380003,0,0,0,0,0,0,0,0,0,9,2,136,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13812030,0
8800410,0,0,0,0,0,0,0,0,0,9,2,132,0,4,3,95030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8800510,0
1330005,0,0,0,0,0,0,0,0,0,9,2,156,0,1,3,160,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13312050,0
1350005,0,0,0,0,0,0,0,0,0,9,2,157,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13513050,0
1350008,0,0,0,0,0,0,0,0,0,9,1,157,0,4,3,9203777,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13513055,0
1350009,0,0,0,0,0,0,0,0,0,4,4,9203777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13513055,0
1350006,0,0,0,0,0,0,0,0,0,9,2,158,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13511060,0
1350007,0,0,0,0,0,0,0,0,0,9,2,159,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13512070,0
119201000,0,0,0,0,0,0,0,0,0,24,2,173,0,4,3,219009101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119201000,0
119202000,0,0,0,0,0,0,0,0,0,24,2,181,0,4,3,119202000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119202000,0
119204000,0,0,0,0,0,0,0,0,0,24,2,174,0,4,3,119202000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119204000,0
119205000,0,0,0,0,0,0,0,0,0,24,2,175,0,4,3,119202000,0,24,1,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119205000,0
119206000,0,0,0,0,0,0,0,0,0,24,2,182,,4,3,119206000,0,24,1,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119206000,0
119207000,0,0,0,0,0,0,0,0,0,24,2,176,0,4,3,119206000,0,24,1,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119207000,0
119208000,0,0,0,0,0,0,0,0,0,24,2,177,0,4,3,119206000,0,24,1,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119208000,0
119209000,0,0,0,0,0,0,0,0,0,24,2,178,0,4,3,119206000,0,24,1,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119209000,0
119210000,0,0,0,0,0,0,0,0,0,24,2,179,0,4,3,119206000,0,24,1,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119210000,0
119211000,0,0,0,0,0,0,0,0,0,24,2,179,0,4,3,119206000,0,24,1,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119211000,0
119212000,0,0,0,0,0,0,0,0,0,24,2,179,0,4,3,119206000,0,24,1,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119212000,0
119213000,0,0,0,0,0,0,0,0,0,24,2,179,0,4,3,119206000,0,24,1,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119213000,0
102710000,0,0,0,0,0,0,0,0,0,24,2,94,0,4,3,219009002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102710000,0
103701000,0,0,0,0,0,0,0,0,0,24,2,95,0,4,3,219009002,0,24,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,103701000,0
103702000,0,0,0,0,0,0,0,0,0,24,2,96,0,4,3,219009002,0,24,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,103702000,0
103703000,0,0,0,0,0,0,0,0,0,24,2,99,0,4,3,219009003,0,24,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,103703000,0
103704000,0,0,0,0,0,0,0,0,0,24,2,97,0,4,3,219009003,0,24,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,103704000,0
103705000,0,0,0,0,0,0,0,0,0,24,2,98,0,4,3,219009003,0,24,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,103705000,0
104701000,0,0,0,0,0,0,0,0,0,24,2,100,0,4,3,219009004,0,24,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104701000,0
104702000,0,0,0,0,0,0,0,0,0,24,2,101,0,4,3,219009004,0,24,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104702000,0
104703000,0,0,0,0,0,0,0,0,0,24,2,102,0,4,3,219009004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104703000,0
104703100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,102,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104703100,0
104704000,0,0,0,0,0,0,0,0,0,24,2,103,0,4,3,219009004,0,24,1,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104704000,0
104704100,0,0,0,0,0,0,0,0,0,24,1,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104704100,0
104705000,0,0,0,0,0,0,0,0,0,24,2,104,0,4,3,219009005,0,24,1,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104705000,0
104706000,0,0,0,0,0,0,0,0,0,24,2,105,0,4,3,219009005,0,24,1,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104706000,0
104707000,0,0,0,0,0,0,0,0,0,24,2,106,0,4,3,219009006,0,24,1,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104707000,0
104708000,0,0,0,0,0,0,0,0,0,24,2,107,0,4,3,219009006,0,24,1,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104708000,0
104708100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,107,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104708100,0
104709000,0,0,0,0,0,0,0,0,0,24,2,108,0,4,3,219009006,0,24,1,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104709000,0
104709100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,107,0,24,1,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104709100,0
104708101,0,0,0,0,0,0,0,0,0,24,2,106,0,24,2,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104708100,0
104709101,0,0,0,0,0,0,0,0,0,24,2,106,0,24,2,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104709100,0
104710000,0,0,0,0,0,0,0,0,0,24,2,109,0,4,3,219009007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104710000,0
104710100,0,0,0,0,0,0,0,0,0,24,2,109,0,4,3,219009007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104710100,0
104710001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,109,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104710028,0
104711000,0,0,0,0,0,0,0,0,0,24,2,110,0,4,3,219009007,0,24,1,109,0,24,2,110,0,24,1,106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104711000,0
104711100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,109,0,24,1,110,0,24,1,106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104711100,0
104712000,0,0,0,0,0,0,0,0,0,24,2,111,0,4,3,219009007,0,24,1,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104712000,0
104713000,0,0,0,0,0,0,0,0,0,24,2,112,0,4,3,219009008,0,24,1,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104713000,0
116001000,0,0,0,0,0,0,0,0,0,9,2,113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93079001,0
116002000,0,0,0,0,0,0,0,0,0,9,2,114,0,9,1,113,0,0,0,0,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93089001,0
116003000,0,0,0,0,0,0,0,0,0,9,2,115,0,4,1,116110100,1,0,0,0,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94019001,0
116003100,4,1,0,0,0,0,0,0,0,2,2,190123909,1,4,3,9492105,0,0,0,0,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94019038,0
116004000,0,0,0,0,0,0,0,0,0,9,2,115,0,4,1,116110100,1,0,0,0,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94019001,0
116004100,4,1,0,0,0,0,0,0,0,2,2,190123909,1,4,3,9492105,0,0,0,0,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94019038,0
116005000,0,0,0,0,0,0,0,0,0,9,2,115,0,4,1,116110100,1,0,0,0,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94019001,0
116005100,4,1,0,0,0,0,0,0,0,2,2,190123909,1,4,3,9492105,0,0,0,0,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94019038,0
116006000,0,0,0,0,0,0,0,0,0,9,2,116,0,4,1,116110100,1,0,0,0,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94049001,0
116006100,0,0,0,0,0,0,0,0,0,9,2,122,0,4,1,9492101,1,0,0,0,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94049025,0
116007000,0,0,0,0,0,0,0,0,0,9,2,116,0,4,1,116110100,1,0,0,0,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94049001,0
116007100,0,0,0,0,0,0,0,0,0,9,2,122,0,4,1,9492101,1,0,0,0,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94049025,0
116008000,0,0,0,0,0,0,0,0,0,9,2,116,0,4,1,116110100,1,0,0,0,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94049001,0
116008100,0,0,0,0,0,0,0,0,0,9,2,122,0,4,1,9492101,1,0,0,0,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94049025,0
116009000,0,0,0,0,0,0,0,0,0,9,2,117,0,4,1,116110100,1,0,0,0,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94079001,0
116009100,0,0,0,0,0,0,0,0,0,4,1,9493102,1,4,2,9493103,1,4,4,9493103,0,9,2,126,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94079018,0
116010000,0,0,0,0,0,0,0,0,0,9,2,117,0,4,1,116110100,1,0,0,0,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94079001,0
116010100,0,0,0,0,0,0,0,0,0,4,1,9493102,1,4,2,9493103,1,4,4,9493103,0,9,2,126,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94079018,0
116011000,0,0,0,0,0,0,0,0,0,4,3,9493103,0,9,2,127,0,1,3,999,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94119001,0
116012000,0,0,0,0,0,0,0,0,0,4,3,9493101,0,9,2,124,0,0,0,0,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94099005,0
