ID,_Name,_BaseSlv,_MaxSlv,_GetSkillLv,_GetSkillID,_SkillType,_SaveCheck,_UpRequireSkillPoint,_UpRequireSkillPointSlv,_UpRequire1_Type,_UpRequire1_ID,_UpRequire1_Value1,_UpRequire1_ValueSlv1,_UpRequire1_Value2,_UpRequire1_ValueSlv2,_UpRequire2_Type,_UpRequire2_ID,_UpRequire2_Value1,_UpRequire2_ValueSlv1,_UpRequire2_Value2,_UpRequire2_ValueSlv2,_Learn_Skill,_InventoryType,_Icon,_IconIndex,_QuickSlotUse,_DisableIcon,_DisableIconIndex,_DisableAlpha,_SubID,_SubIndex,_UpConsumption_Ely,_UpConsumption_ElySlv,_UpConsumption_Type,_Special_Skill,_Toggle_Check,_Pet_Action,_SealSkill_Level,_SealSkill_Exp,_Learn_Fx,_Description,_DisableDescription
3000106,強化能力值,0,5,0,0,3,0,1,0,1,3,3,3,0,0,0,0,0,0,0,0,1,4,10003040,67,0,10003000,16,100,401,0,0,0,0,0,0,0,0,0,0,提升自已的力量、體力、魔力、幸運\n\n※技能資訊※\n每等級增加2%,提升自已的力量、體力、魔力、幸運\n\n※效果※\n每等級增加2%\n\n※學習條件※\n需要技能點數：1\n限制等級：3
3000107,憤怒,0,5,0,0,1,0,1,0,1,3,24,4,0,0,0,0,0,0,0,0,1,4,10003030,2,1,10003000,16,100,401,0,0,0,0,0,0,0,0,0,0,形成憤怒，提升自己的物理傷害\n\n※技能資訊※\n每等級提升物理傷害 1％,形成憤怒，提升自己的物理傷害\n\n※效果※\n每等級提升物理傷害 1％\n\n※學習條件※\n需要技能點數：1\n限制等級：24
3000101,集中,0,5,0,0,3,0,1,0,1,3,8,4,0,0,0,0,0,0,0,0,1,4,10003040,50,0,10003000,16,100,401,0,0,0,0,0,0,0,0,0,0,集中精神提升自己的命中率\n\n※技能資訊※\n每等級提升3%的命中率,集中精神提升自己的命中率\n\n※效果※\n每等級提升3%的命中率\n\n※學習條件※\n需要技能點數：1\n限制等級：8
3000108,憤怒爆發,0,3,0,0,3,0,1,0,1,3,40,4,0,0,3,2,3000107,0,5,0,1,4,10003040,44,0,10003000,16,100,401,0,0,0,0,0,0,0,0,0,0,"受到敵人的物理爆擊攻擊時, 一定時間內提升自己的物理爆擊傷害\n\n※技能資訊※\n只有在憤怒狀態下才會產生效果\n每等級提升物理爆擊傷害 5％","受到敵人的物理爆擊攻擊時, 一定時間內提升自己的物理爆擊傷害\n\n※效果※\n只有在憤怒狀態下才會產生效果\n每等級提升物理爆擊傷害 5％\n\n※學習條件※\n憤怒 Lv5\n需要技能點數：1\n限制等級：40"
3000140,增加致死率,0,3,0,0,3,0,1,0,1,3,30,7,0,0,0,0,0,0,0,0,1,4,10003040,41,0,10003000,16,100,401,0,0,0,0,0,0,0,0,0,0,提升自己的物理傷害 \n\n※技能資訊※\n每等級提升物理傷害 10,提升自己的物理傷害 \n\n※效果※\n每等級提升物理傷害 10\n\n※學習條件※\n需要技能點數：1\n限制等級：30
8000201,熟練單手劍[初級],0,5,0,0,3,0,1,0,1,3,1,2,0,0,0,0,0,0,0,0,1,2,10003040,7,0,10003000,16,100,203,0,0,0,0,0,0,0,0,0,0,[單手劍] 提升單手劍攻擊的基本命中率\n\n※技能資訊※\n每等級提升命中率 1％,[單手劍] 提升單手劍攻擊的基本命中率\n\n※效果※\n每等級提升命中率 1％\n\n※學習條件※\n需要技能點數 : 1\n限制等級 : 1
8000202,熟練單手劍[中級],0,15,0,0,3,0,1,0,1,3,10,2,0,0,3,2,8000201,0,5,0,1,2,10003040,8,0,10003000,16,100,203,0,0,0,0,0,0,0,0,0,0,[單手劍] 提升單手劍攻擊的基本攻擊力\n\n※技能資訊※\n每等級提升最小/最大傷害 1%,[單手劍] 提升單手劍攻擊的基本攻擊力\n\n※效果※\n每等級提升最小/最大傷害 1%\n\n※學習條件※\n 熟練手劍[初級] 5Lv\n需要技能點數 : 1\n限制等級 : 10
8000203,熟練單手劍[高級],0,15,0,0,3,0,1,0,1,3,30,2,0,0,3,2,8000202,0,10,0,1,2,10003040,9,0,10003000,16,100,203,0,0,0,0,0,0,0,0,0,0,[單手劍] 提升單手劍攻擊的基本命中率和攻擊力\n\n※技能資訊※\n每等級提升 1％的命中率和最小/最大傷害,[單手劍] 提升單手劍攻擊的基本命中率和攻擊力\n\n※效果※\n每等級提升 1％的命中率和攻擊力\n\n※學習條件※\n 熟練單手劍[中級] 10Lv\n需要技能點數 : 1\n限制等級 : 30
1000014,昇龍斬,0,3,0,0,1,0,1,0,1,3,1,5,0,0,0,0,0,0,0,0,1,2,10003010,12,1,10003000,16,100,203,0,0,0,0,0,0,0,0,0,0,[單手劍] 最基本卻又深奧的向上揮砍\n\n※技能資訊※\n目標數：5,[單手劍] 最基本卻又深奧的向上揮砍\n\n※學習條件※\n需要技能點數：1\n限制等級：1
1001004,順烈斬,0,3,0,0,1,0,1,0,1,3,5,5,0,0,3,2,1000014,0,1,0,1,2,10003010,21,1,10003000,16,100,203,0,0,0,0,0,0,0,0,0,0,[單手劍] 往前方大範圍的斬殺\n\n※技能資訊※\n目標數：5,[單手劍] 往前方大範圍的斬殺\n\n※學習條件※\n昇龍斬 Lv1\n需要技能點數：1\n限制等級：5
1001014,龍尾襲,0,3,0,0,1,0,1,0,1,3,12,5,0,0,3,2,1001004,0,1,0,1,2,10003010,29,1,10003000,16,100,203,0,0,0,0,0,0,0,0,0,0,[單手劍] 源自於龍尾橫掃地面的斬殺技能\n\n※技能資訊※\n目標數：5,[單手劍] 源自於龍尾橫掃地面的斬殺技能\n\n※學習條件※\n順烈斬 Lv1\n需要技能點數：1\n限制等級：12
1002004,音速斬,0,3,0,0,1,0,1,0,1,3,20,5,0,0,3,2,1001014,0,1,0,1,2,10003010,38,1,10003000,16,100,203,0,0,0,0,0,0,0,0,0,0,[單手劍] 以超高速劍擊，超高速揮砍\n\n※技能資訊※\n目標數：5,[單手劍] 以超高速劍擊，超高速揮砍\n\n※學習條件※\n龍尾襲 Lv1\n需要技能點數：1\n限制等級：20
1003004,閃影劍,0,3,0,0,1,0,1,0,1,3,35,5,0,0,3,2,1002004,0,1,0,1,2,10003010,68,1,10003000,16,100,203,0,0,0,0,0,0,0,0,0,0,[單手劍] 比風速更快的刺殺技能\n\n※技能資訊※\n目標數：5,[單手劍] 比風速更快的刺殺技能\n\n※學習條件※\n音速斬 Lv1\n需要技能點數：1\n限制等級：35
8000501,熟練鈍器[初級],0,5,0,0,3,0,1,0,1,3,1,2,0,0,0,0,0,0,0,0,1,2,10003040,16,0,10003000,16,100,207,0,0,0,0,0,0,0,0,0,0,[鈍器] 提升鈍器攻擊的基本命中率\n\n※技能資訊※\n每等級提升命中率 1％,[鈍器] 提升鈍器攻擊的基本命中率\n\n※效果※\n每等級提升命中率 1％\n\n※學習條件※\n需要技能點數 : 1\n限制等級 : 1
8000502,熟練鈍器[中級],0,15,0,0,3,0,1,0,1,3,10,2,0,0,3,2,8000501,0,5,0,1,2,10003040,17,0,10003000,16,100,207,0,0,0,0,0,0,0,0,0,0,[鈍器] 提升鈍器攻擊的基本攻擊力\n\n※技能資訊※\n每等級提升最小/最大傷害 1%,[鈍器] 提升鈍器攻擊的基本攻擊力\n\n※效果※\n每等級提升最小/最大傷害 1%\n\n※學習條件※\n 熟練鈍器[初級] 5Lv\n需要技能點數 : 1\n限制等級 : 10
8000503,熟練鈍器[高級],0,15,0,0,3,0,1,0,1,3,30,2,0,0,3,2,8000502,0,10,0,1,2,10003040,18,0,10003000,16,100,207,0,0,0,0,0,0,0,0,0,0,[鈍器] 提升鈍器攻擊時的物理貫穿力n\n※技能資訊※\n每等級增加2％的物理貫穿力,[鈍器] 提升鈍器攻擊時的物理貫穿力\n\n※效果※\n每等級增加2％的物理貫穿力\n\n※學習條件※\n 熟練鈍器[中級] 10Lv\n需要技能點數 : 1\n限制等級 : 30
1000016,打狗棒法,0,3,0,0,1,0,1,0,1,3,1,5,0,0,0,0,0,0,0,0,1,2,10003010,14,1,10003000,16,100,207,0,0,0,0,0,0,0,0,0,0,[鈍器] 實用的連打技能\n\n※技能資訊※\n目標數：5,[鈍器] 實用的連打技能\n\n※學習條件※\n需要技能點數：1\n限制等級：1
1001006,百烈擊暈,0,3,0,0,1,0,1,0,1,3,5,5,0,0,3,2,1000016,0,1,0,1,2,10003010,23,1,10003000,16,100,207,0,0,0,0,0,0,0,0,0,0,[鈍器] 朝前方強力的2連打攻擊\n\n※技能資訊※\n目標數：5,[鈍器] 朝前方強力的2連打攻擊\n\n※學習條件※\n打狗棒法 Lv1\n需要技能點數：1\n限制等級：5
1001016,龍虎相搏,0,3,0,0,1,0,1,0,1,3,12,5,0,0,3,2,1001006,0,1,0,1,2,10003010,31,1,10003000,16,100,207,0,0,0,0,0,0,0,0,0,0,[鈍器] 交叉攻擊兩次的軌道並將威力集中於一點的技能\n\n※技能資訊※\n目標數：5,[鈍器] 交叉攻擊兩次的軌道並將威力集中於一點的技能 \n\n※學習條件※\n百烈擊暈 Lv1\n需要技能點數：1\n限制等級：12
1002016,天沖烈斬,0,3,0,0,1,0,1,0,1,3,20,5,0,0,3,2,1001016,0,1,0,1,2,10003010,48,1,10003000,16,100,207,0,0,0,0,0,0,0,0,0,0,[鈍器] 運用天地之間的陰陽真理，發揮2連打打擊\n\n※技能資訊※\n目標數：5,[鈍器] 運用天地之間的陰陽真理，發揮2連打打擊\n\n※學習條件※\n龍虎相搏 Lv1\n需要技能點數：1\n限制等級：20
1003016,崩碎襲,0,3,0,0,1,0,1,0,1,3,35,5,0,0,3,2,1002016,0,1,0,1,2,10003010,66,1,10003000,16,100,207,0,0,0,0,0,0,0,0,0,0,[鈍器] 以瘋狂的速度亂打前方的敵人\n\n※技能資訊※\n目標數：5,[鈍器] 以瘋狂的速度亂打前方的敵人\n\n※學習條件※\n天沖烈斬 Lv1\n需要技能點數：1\n限制等級：35
3000206,強化體力,0,5,0,0,3,0,1,0,1,3,3,3,0,0,0,0,0,0,0,0,1,4,10003040,47,0,10003000,16,100,402,0,0,0,0,0,0,0,0,0,0,提升自己的所有能力值\n\n※技能資訊※\n所有能力值提升2%,提升自己的所有能力值\n\n※效果※\n所有能力值提升2%\n\n※學習條件※\n需要技能點數：1\n限制等級：3
3000230,守護神的祝福,0,5,0,0,1,0,1,0,1,3,8,4,0,0,0,0,0,0,0,0,1,4,10003030,3,1,10003000,16,100,402,0,0,0,0,0,0,0,0,0,0,提升自己和組隊成員的體力\n\n※技能資訊※\n每等級提升體力 50,提升自己和組隊成員的體力\n\n※效果※\n每等級提升體力 50\n\n※學習條件※\n需要技能點數：1\n限制等級：8
3000228,挑釁,0,3,0,0,1,0,0,0,1,3,15,10,0,0,0,0,0,0,0,0,1,4,10003030,2,1,10003000,16,100,402,0,0,0,0,0,0,0,0,0,0,挑釁對方使其攻擊自己的技能\n\n※效果※\n持續時間：Lv * 3秒\n目標數：7,挑釁對方使其攻擊自己的技能\n\n※效果※\n持續時間：Lv * 3秒\n\n※學習條件※\n限制等級：15
3000201,鐵甲,0,5,0,0,3,0,1,0,1,3,24,4,0,0,0,0,0,0,0,0,1,4,10003040,45,0,10003000,16,100,402,0,0,0,0,0,0,0,0,0,0,提升自己的物理防禦力\n\n※技能資訊※\n每等級提升3%的防禦力,提升自己的物理防禦力\n\n※效果※\n每等級提升3%的防禦力\n\n※學習條件※\n需要技能點數：1\n限制等級：24
3000217,武器強化 I,0,3,0,0,3,0,1,0,1,3,12,3,0,0,0,0,0,0,0,0,1,4,10003040,80,0,10003000,16,100,402,0,0,0,0,0,0,0,0,0,0,提升自己的武器最小傷害\n\n※技能資訊※\n每等級提升武器最小傷害 10,提升自己的武器最小傷害\n\n※效果※\n每等級提升武器最小傷害 10\n\n※學習條件※\n需要技能點數：1\n限制等級：30
3000204,衝擊緩和,0,3,0,0,3,0,1,0,1,3,40,4,0,0,3,2,3000230,0,5,0,1,4,10003040,46,0,10003000,16,100,402,0,0,0,0,0,0,0,0,0,0,受到敵人攻擊時，傷害減少\n\n※技能資訊※\n每等級減少物理傷害 10,受到敵人攻擊時，傷害減少\n\n※效果※\n每等級減少物理傷害 10\n\n※學習條件※\n守護神的祝福 Lv5\n需要技能點數：1\n限制等級：40
8001901,熟練工具箱[初級],0,5,0,0,3,0,1,0,1,3,1,2,0,0,0,0,0,0,0,0,1,2,10003040,103,0,10003000,16,100,224,0,0,0,0,0,0,0,0,0,0,[工具箱] 提升工具箱攻擊的基本命中率\n\n※技能資訊※\n每等級提升命中率 1％,[工具箱] 提升工具箱攻擊的基本命中率\n\n※效果※\n每等級提升命中率 1％\n\n※學習條件※\n需要技能點數 : 1\n限制等級 : 1
8001902,熟練工具箱[中級],0,15,0,0,3,0,1,0,1,3,10,2,0,0,3,2,8001901,0,5,0,1,2,10003040,104,0,10003000,16,100,224,0,0,0,0,0,0,0,0,0,0,[工具箱] 提升工具箱攻擊的基本攻擊力\n\n※技能資訊※\n每等級提升最小/最大傷害 1%,[工具箱] 提升工具箱攻擊的基本攻擊力\n\n※效果※\n每等級提升最小/最大傷害 1%\n\n※學習條件※\n 熟練工具箱[初級] 5Lv\n需要技能點數 : 1\n限制等級 : 10
8001903,熟練工具箱[高級],0,15,0,0,3,0,1,0,1,3,30,2,0,0,3,2,8001902,0,10,0,1,2,10003040,105,0,10003000,16,100,224,0,0,0,0,0,0,0,0,0,0,[工具箱] 提升工具箱攻擊的命中率和最小傷害\n\n※技能資訊※\n每等級提升 1% 命中率和最小傷害,[工具箱] 提升工具箱攻擊的命中率和最小傷害\n\n※效果※\n每等級提升 1% 命中率和最小傷害\n\n※學習條件※\n 熟練工具箱[中級] 10Lv\n需要技能點數 : 1\n限制等級 : 30
8001904,熟練工具箱[最高級],0,50,0,0,3,0,2,0,1,3,50,2,0,0,3,2,8001903,0,10,0,1,2,10003040,106,0,10003000,16,100,224,0,0,0,0,0,0,0,0,0,0,[工具箱] 提升工具箱攻擊的武器最小、最大攻擊力\n\n※技能資訊※\n每等級最大攻擊力 +4、最小攻擊力 +2,[工具箱] 提升工具箱攻擊的武器最小、最大攻擊力\n\n※效果※\n每等級最大攻擊力 +4、最小攻擊力 +2\n\n※學習條件※\n 熟練工具箱[高級] 10Lv\n需要技能點數 : 2\n限制等級 : 50
1000021,機械槍,0,3,0,0,1,0,1,0,1,3,1,5,0,0,0,0,0,0,0,0,1,2,10003010,77,1,10003000,16,100,224,0,0,0,0,0,0,0,0,0,0,"[工具箱] 工具箱的特殊武器之一, 利用機關槍朝前方掃射\n\n※技能資訊※\n目標數：5","[工具箱] 工具箱的特殊武器之一, 利用機關槍朝前方掃射\n\n※學習條件※\n需要技能點數：1\n限制等級：1"
1001021,機械召喚,0,3,0,0,1,0,1,0,1,3,8,5,0,0,3,2,1000021,0,1,0,1,2,10003010,79,1,10003000,16,100,224,0,0,0,0,0,0,0,0,0,0,"[工具箱] 從工具箱中出現機器耶比, 朝前方發射雷射砲\n\n※技能資訊※\n目標數：5","[工具箱] 從工具箱中出現機器耶比, 朝前方發射雷射砲\n\n※學習條件※\n機械槍 Lv1\n需要技能點數：1\n限制等級：8"
1002021,閃電術,0,3,0,0,1,0,1,0,1,3,15,5,0,0,3,2,1001021,0,1,0,1,2,10003010,96,1,10003000,16,100,224,0,0,0,0,0,0,0,0,0,0,[工具箱] 使用避雷針嘗試閃電攻擊\n\n※技能資訊※\n目標數：5,[工具箱] 使用避雷針嘗試閃電攻擊\n\n※學習條件※\n機械召喚 Lv1\n需要技能點數：1\n限制等級：15
1003021,大槌落下,0,3,0,0,1,0,1,0,1,3,30,5,0,0,3,2,1002021,0,1,0,1,2,10003010,78,1,10003000,16,100,224,0,0,0,0,0,0,0,0,0,0,[工具箱] 使用工具箱裡各式各樣的工具攻擊敵人\n\n※技能資訊※\n目標數：5,[工具箱] 使用工具箱裡各式各樣的工具攻擊敵人\n\n※學習條件※\n閃電術 Lv1\n需要技能點數：1\n限制等級：30
3001313,烈火_SMG,0,1,0,0,1,0,1,0,1,3,5,1,0,0,0,0,0,0,0,0,1,2,10003010,80,1,10003000,16,100,224,0,0,0,0,0,0,0,0,0,0,召喚烈火_SMG攻擊敵人\n\n※技能資訊※\n擁有相當於角色能力值60%的力量\n召喚型技能最多可維持 5個\n格鬥場中最多維持 3個\n目標數：5,召喚烈火_SMG攻擊敵人\n\n※效果※\n擁有相當於角色能力值60%的力量\n召喚型技能最多可維持 5個\n格鬥場中最多維持 3個\n\n※學習條件※\n需要技能點數：1\n限制等級：5
3001314,烈火_SMG[Level UP],0,4,0,0,3,0,1,0,1,3,15,10,0,0,3,2,3001313,0,1,0,1,2,10003041,58,0,10003000,16,100,224,0,0,0,0,0,0,0,0,0,0,升級烈火_SMG\n\n※技能資訊※\n可召喚擁有每等級角色能力值60% + (Lv * 5%)力量的SMG,升級烈火_SMG\n\n※效果※\n可召喚擁有每等級角色能力值60% + (Lv * 5%)力量的SMG\n\n※學習條件※\n烈火_SMG Lv1\n需要技能點數：1\n限制等級：15
3001319,緩慢_SMG,0,1,0,0,1,0,2,0,1,3,30,1,0,0,0,0,0,0,0,0,1,4,10003010,94,1,10003000,16,100,224,0,0,0,0,0,0,0,0,0,0,召喚緩慢_SMG減緩敵人的移動速度\n\n※技能資訊※\n3秒內的移動速度減少50%\n召喚型技能最多可維持5個\n格鬥場中最多維持3個,召喚緩慢_SMG減緩敵人的移動速度\n\n※效果※\n3秒內的移動速度減少50%\n召喚型技能最多可維持5個\n格鬥場中最多維持3個\n\n※學習條件※\n需要技能點數：2\n限制等級：30
3001320,克爾_SMG,0,1,0,0,1,0,2,0,1,3,20,1,0,0,0,0,0,0,0,0,1,4,10003010,90,1,10003000,16,100,224,0,0,0,0,0,0,0,0,0,0,召喚克爾_SMG，降低周圍敵人的力量\n\n※技能資訊※\n降低力量 30%\n召喚型技能最多可維持 5個\n格鬥場中最多維持 3個,召喚克爾_SMG，降低周圍敵人的力量\n\n※效果※\n減少力量 30%\n召喚型技能最多可維持 5個\n格鬥場中最多維持 3個 \n\n※學習條件※\n需要技能點數：2\n限制等級：20
3001321,推動_SMG,0,1,0,0,1,0,2,0,1,3,40,1,0,0,0,0,0,0,0,0,1,4,10003010,95,1,10003000,16,100,224,0,0,0,0,0,0,0,0,0,0,召喚推動_SMG推開前方的敵人\n\n※技能資訊※\n推開前方的敵人\n召喚型技能最多可維持 5個\n格鬥場中最多維持 3個,召喚推動_SMG推開前方的敵人\n\n※效果※\n推開前方的敵人\n召喚型技能最多可維持 5個\n格鬥場中最多維持 3個\n\n※學習條件※\n需要技能點數：2\n限制等級：40
3001301,強化能力值,0,5,0,0,3,0,1,0,1,3,3,4,0,0,0,0,0,0,0,0,1,4,10003040,67,0,10003000,16,100,413,0,0,0,0,0,0,0,0,0,0,提升自已的力量、體力、魔力、幸運\n\n※技能資訊※\n每等級增加2%,提升自已的力量、體力、魔力、幸運\n\n※效果※\n每等級增加2%\n\n※學習條件※\n需要技能點數：1\n限制等級：3
3001308,強化身體,0,5,0,0,3,0,1,0,1,3,8,5,0,0,0,0,0,0,0,0,1,4,10003040,66,0,10003000,16,100,413,0,0,0,0,0,0,0,0,0,0,提升自己的最大HP\n\n※技能資訊※\n每等級提升最大HP 2%,提升自己的最大HP\n\n※效果※\n每等級提升最大HP 2%\n\n※學習條件※\n需要技能點數：1\n限制等級：8
3001303,機械槍 [強化],0,1,0,0,3,0,1,0,1,3,17,0,0,0,3,2,1000021,0,3,0,1,4,10003040,107,0,10003000,16,100,413,0,0,0,0,0,0,0,0,0,0,強化工具箱的攻擊技能機械槍 +1Lv,強化工具箱的攻擊技能機械槍 +1Lv\n\n※學習條件※\n機械槍 Lv3\n需要技能點數：1\n限制等級：17
